SA2_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
501021011,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
501021012,4435,4727,9167,5,0,6,0,0,0,0,4,9,12,19,23,3,0,3,0,0,0,0,0,0,9,16,28,0,0,0,0,5,7,41,37,83,9,10,14,10,6,17,3,3,11,24,24,49,13,16,30,3,6,9,10,8,22,0,0,0,9,11,21,3,4,6,17,41,59,196,160,356,6,5,11,34,62,96,10,6,12,11,18,27,87,106,191,7,3,7,12,10,17,5,23,33,325,342,668,15,20,35,7,17,22,123,123,242,242,258,500,7,4,17,5697,6115,11811
501021014,3476,3282,6763,0,0,0,0,0,0,3,10,10,33,19,56,3,0,0,0,0,0,7,5,10,12,16,23,0,0,0,3,0,4,8,4,15,0,7,3,0,0,0,0,0,0,11,16,25,54,56,101,0,3,3,4,7,12,0,0,0,13,14,25,0,0,0,18,20,39,110,97,208,0,0,0,205,201,406,3,3,9,0,0,0,34,48,81,0,0,0,9,27,29,6,7,10,251,292,542,7,9,18,4,3,4,107,100,204,319,251,568,12,6,23,4711,4496,9207
501021015,2567,2729,5297,0,0,0,0,0,3,6,10,12,15,23,37,0,3,3,0,0,0,0,0,0,10,13,20,0,3,4,4,4,8,44,33,72,6,6,14,4,0,5,0,0,0,13,7,19,24,34,56,3,0,3,8,5,10,0,0,0,14,24,40,5,12,13,4,4,14,87,84,173,3,0,3,65,84,153,7,14,17,3,4,6,20,24,45,0,4,6,24,24,49,3,18,26,187,201,392,4,0,8,9,17,26,60,77,135,114,134,257,4,8,17,3323,3608,6930
501021016,1498,1528,3027,0,0,0,0,0,0,0,3,0,3,5,12,3,0,3,0,0,0,11,0,11,10,10,16,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,3,3,11,38,20,57,0,0,0,4,0,4,0,0,0,0,6,12,0,0,0,9,8,11,48,59,109,0,0,0,27,24,47,0,0,0,0,0,0,18,14,34,0,0,0,0,0,0,0,3,3,154,186,342,4,10,13,0,0,4,21,34,54,169,132,300,4,0,5,2042,2064,4098
501021251,3162,3430,6592,0,0,0,7,8,21,11,16,25,4,7,14,0,0,0,8,7,13,0,0,4,17,15,34,0,0,0,0,4,4,59,58,116,0,8,10,3,0,5,0,0,0,20,17,40,5,6,12,0,0,0,5,7,15,8,9,20,6,16,23,0,4,5,7,8,20,142,149,287,19,12,33,129,154,281,4,6,10,9,10,15,238,258,499,4,4,4,0,7,6,3,10,17,321,332,656,12,11,25,7,5,6,163,188,351,139,156,298,3,3,8,4531,4934,9464
501021252,1125,1148,2277,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,0,0,0,0,0,0,7,3,11,0,0,3,0,0,0,0,0,0,3,7,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,7,8,37,22,63,0,0,0,0,12,11,0,0,0,3,3,3,47,38,92,7,3,6,0,0,0,0,11,8,112,100,210,5,6,10,0,4,7,32,36,69,24,24,54,0,4,4,1426,1465,2885
501021253,4417,4776,9191,0,0,0,6,0,11,15,24,33,12,18,30,0,0,3,7,0,6,0,3,4,23,35,64,3,0,8,8,10,17,70,47,122,7,9,15,4,4,12,3,6,14,44,41,90,60,52,110,8,9,21,11,8,22,12,9,16,16,27,42,17,15,34,27,26,52,172,146,318,12,8,20,41,66,108,4,11,22,8,18,23,86,81,167,18,11,28,7,13,19,0,17,23,490,507,989,29,18,49,4,12,15,153,170,322,326,280,609,14,13,29,6141,6496,12639
501021254,1847,1877,3724,0,0,0,0,0,0,8,3,9,0,3,7,5,0,5,0,0,0,0,0,0,9,8,12,0,5,3,0,0,0,18,11,25,11,18,30,4,0,4,0,0,0,12,8,22,8,5,15,0,0,3,6,0,6,0,0,5,7,10,13,0,0,0,11,10,18,72,70,146,0,0,4,35,56,94,0,5,0,0,4,8,27,28,53,0,0,0,5,6,7,0,12,11,149,137,287,3,4,9,5,7,11,42,60,102,189,209,398,4,0,10,2467,2558,5023
501031017,2471,2494,4958,0,0,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,16,23,42,0,0,0,0,0,3,0,3,7,0,4,3,0,0,0,0,0,0,14,13,20,14,0,18,0,4,4,0,0,0,0,0,0,0,4,8,0,0,0,15,24,37,110,97,201,4,5,8,8,22,30,3,0,6,0,5,6,34,28,56,0,0,3,0,0,0,0,6,11,361,359,719,24,17,36,0,10,11,58,67,123,337,284,623,0,3,4,3483,3483,6967
501031018,2206,2244,4440,9,0,11,0,0,0,4,9,16,0,0,3,0,0,0,0,0,0,0,3,3,17,22,38,0,0,3,0,3,0,6,3,9,0,9,7,0,0,0,0,0,0,10,10,14,23,20,44,0,4,3,3,3,6,0,0,0,8,8,16,0,0,0,15,21,32,68,66,129,10,4,10,3,19,22,5,5,12,0,6,4,31,27,54,0,0,0,6,19,23,0,8,4,244,273,513,8,8,17,10,10,18,49,49,93,193,169,361,7,20,31,2930,3036,5964
501031019,2115,2125,4236,25,11,31,0,0,0,4,3,8,0,0,4,4,0,5,6,0,4,0,0,0,10,7,17,5,4,11,3,3,0,13,12,19,4,3,10,3,0,3,0,0,0,7,4,10,26,14,45,0,0,0,0,5,5,0,0,0,0,3,7,0,0,0,11,10,12,36,43,77,9,3,9,9,24,33,0,4,3,0,0,4,5,6,13,0,0,0,0,4,7,3,3,3,120,132,258,0,7,10,0,0,0,52,44,103,166,156,322,18,3,19,2644,2656,5298
501031020,1906,1734,3638,0,5,8,0,0,0,8,9,16,5,11,15,0,0,0,0,0,0,0,4,4,12,23,37,8,0,5,4,7,7,4,6,17,0,3,6,0,0,0,0,0,0,8,17,21,16,14,30,0,0,0,0,0,0,0,0,0,6,7,14,0,0,0,11,8,25,63,69,134,0,0,0,11,19,34,0,6,6,4,5,8,14,21,33,3,0,9,8,11,16,0,0,6,219,243,460,14,8,18,0,4,0,102,81,181,291,292,577,14,18,38,2728,2623,5354
502011021,2731,2787,5520,0,0,0,0,3,5,9,12,20,4,3,11,3,0,4,0,0,0,0,3,8,10,23,33,0,0,3,3,0,3,20,14,34,6,22,22,0,0,0,0,0,0,21,13,29,10,0,13,0,0,0,0,0,0,0,0,0,5,11,12,0,0,0,13,22,32,139,133,265,3,0,7,5,39,45,6,7,10,4,8,10,54,78,132,0,4,0,0,0,0,3,13,18,586,628,1210,19,16,31,5,9,5,69,100,175,122,123,249,3,5,5,3844,4068,7918
502011022,3122,3369,6484,0,0,0,0,0,0,6,10,20,0,5,11,5,3,5,4,0,4,0,4,4,11,24,37,8,3,5,5,5,10,13,7,26,11,23,33,0,0,0,0,0,0,29,12,37,17,5,23,0,8,8,3,6,8,0,0,0,3,13,19,0,0,0,25,22,41,162,154,313,0,0,0,15,42,56,0,0,3,5,3,6,57,83,141,5,0,6,0,3,3,9,32,38,579,625,1201,15,19,36,0,0,9,89,93,182,136,137,275,8,11,18,4335,4731,9064
502011023,3220,3656,6878,0,0,0,0,0,0,4,7,14,4,12,12,0,4,0,0,0,0,4,4,8,20,28,50,0,0,3,0,4,4,21,27,40,5,15,20,0,0,0,0,0,3,4,11,18,16,8,22,0,0,0,0,0,0,0,0,0,3,14,17,6,5,16,31,19,53,169,172,341,4,0,6,55,111,163,4,3,3,6,7,13,37,37,73,11,5,18,0,6,5,12,46,55,463,547,1005,12,11,25,3,8,15,72,94,166,248,327,578,3,3,8,4439,5198,9632
502011024,5887,6607,12489,0,0,0,0,0,0,22,32,52,8,27,39,6,8,15,6,8,18,0,0,5,40,57,96,0,3,5,3,4,9,33,46,80,14,35,49,11,18,32,0,0,0,67,51,123,23,22,43,4,15,15,12,11,21,0,0,0,22,16,40,0,0,4,38,52,91,302,329,627,0,0,0,44,116,153,7,13,22,14,20,33,182,194,377,6,5,12,0,4,7,18,52,65,1411,1588,3000,27,21,47,10,20,31,202,242,448,270,302,573,9,12,26,8699,9927,18626
502011025,2958,3281,6241,0,0,0,6,0,9,13,6,15,6,37,45,0,0,3,0,6,3,7,0,3,11,19,36,0,0,0,4,9,9,64,66,129,9,31,37,7,6,4,0,0,0,26,23,47,24,16,42,3,8,11,3,10,17,0,0,0,7,18,26,7,6,15,20,25,47,143,194,340,10,9,19,60,113,171,4,5,12,9,12,17,47,62,109,11,5,18,4,3,9,15,38,55,558,577,1132,12,10,31,11,11,21,107,132,241,507,554,1060,3,3,3,4690,5288,9982
502011026,2319,2359,4679,0,0,0,3,0,5,3,3,8,0,4,4,0,0,0,0,0,0,0,0,0,12,6,21,0,0,0,0,4,4,5,3,10,5,7,11,0,0,0,0,0,0,9,11,18,7,4,12,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,12,13,31,91,98,191,0,0,0,3,12,17,0,0,0,0,0,5,23,41,61,0,0,0,0,0,0,5,15,18,276,328,607,9,13,21,0,3,7,42,26,70,175,164,341,6,9,9,3029,3147,6174
502011027,6342,7022,13365,3,8,8,7,3,10,22,31,57,15,33,49,4,0,3,5,0,6,7,9,13,28,30,63,0,4,5,4,3,6,140,130,267,17,47,64,10,7,21,0,0,0,53,70,131,24,12,33,0,17,13,5,12,17,0,0,4,32,40,68,11,6,19,37,46,81,402,450,857,12,5,15,142,211,360,4,14,23,24,17,40,224,278,504,15,20,37,3,3,12,14,57,74,1325,1450,2774,30,29,58,17,22,35,294,372,664,282,319,598,14,10,20,9557,10795,20350
502011028,3487,3880,7368,0,0,0,0,0,0,6,11,15,13,28,41,4,6,11,0,0,3,6,6,7,25,30,52,3,0,3,5,3,11,43,28,75,10,32,41,3,8,12,0,3,0,24,31,55,16,11,30,3,9,12,3,4,7,0,0,0,15,25,45,0,3,3,31,35,59,172,205,375,0,0,0,61,113,172,5,6,6,4,13,18,64,84,156,6,5,12,0,0,8,12,37,43,601,682,1280,24,20,44,8,10,23,97,120,217,284,332,617,8,5,10,5046,5783,10826
502011029,3675,3798,7475,0,0,0,0,0,0,8,8,11,3,9,4,4,0,5,0,0,0,5,3,5,10,17,27,0,0,0,0,0,0,9,7,22,3,9,10,0,0,0,0,0,0,11,17,28,12,12,24,0,5,7,0,6,5,0,0,0,9,14,19,0,0,0,25,24,48,136,129,263,0,0,0,32,49,79,0,4,4,8,6,15,35,50,86,0,0,0,0,0,0,5,11,16,406,514,925,8,15,30,6,15,15,51,54,101,316,330,643,0,7,3,4767,5099,9870
503011030,2210,2286,4500,0,0,3,0,0,3,15,19,30,25,31,53,0,0,0,5,3,8,0,0,0,28,27,53,13,9,20,11,12,28,43,47,87,9,12,20,11,12,21,0,0,0,34,19,54,30,31,60,9,10,20,0,4,3,0,0,3,45,54,94,0,0,0,16,14,34,53,41,95,0,0,0,5,7,10,4,12,21,32,26,57,88,92,181,7,4,13,0,5,4,0,3,3,319,287,604,48,58,103,8,14,15,108,152,266,48,71,122,14,12,24,3252,3394,6646
503011031,2655,2972,5625,0,0,0,0,0,3,32,32,61,108,152,258,0,7,6,5,0,8,3,0,4,20,32,48,5,3,6,23,25,48,40,50,96,16,21,33,13,21,35,0,0,0,35,40,72,19,14,36,26,53,74,5,7,14,0,0,3,37,74,110,0,0,0,19,9,32,74,75,141,0,0,3,0,11,16,10,9,17,66,55,113,86,98,181,15,15,27,3,3,4,0,7,7,437,456,891,31,51,80,9,6,14,204,253,452,202,244,444,19,13,35,4211,4813,9027
503011032,2648,2722,5365,0,0,0,0,0,0,13,27,36,11,17,31,3,3,8,0,0,4,0,0,0,14,15,29,0,3,3,7,17,21,18,10,26,0,16,17,3,4,3,0,0,0,43,41,85,29,23,46,0,6,6,0,7,4,0,3,4,15,23,33,0,0,0,13,10,24,58,68,125,0,0,0,0,0,0,8,12,19,17,24,38,62,66,129,7,3,9,0,4,7,0,3,3,379,332,716,47,66,114,0,5,10,121,138,262,106,129,235,25,24,48,3655,3819,7470
503011033,2920,3038,5953,0,0,0,0,0,0,24,24,46,64,72,139,3,3,11,6,3,10,3,0,3,21,24,44,6,3,14,15,11,26,49,43,94,8,20,25,6,12,19,0,0,0,44,28,73,28,22,46,10,30,36,5,8,14,0,3,3,50,69,123,5,0,4,24,21,42,47,46,97,0,3,6,4,11,15,9,8,14,29,39,67,91,83,178,19,17,33,4,5,5,12,13,22,393,334,734,40,50,88,9,6,12,147,176,323,41,49,94,10,4,13,4136,4297,8432
503011034,3113,3610,6721,0,0,0,3,0,8,18,35,57,45,90,130,7,6,14,3,0,5,0,3,3,20,33,58,6,3,6,28,47,74,32,36,70,15,27,46,14,14,32,12,4,13,45,69,115,36,19,51,16,29,43,0,9,15,3,0,3,47,57,104,3,0,0,20,13,29,75,84,158,5,0,7,19,36,54,14,29,45,45,58,106,97,106,203,19,21,48,0,3,6,6,22,32,491,515,1009,56,72,122,5,14,15,300,332,634,198,244,437,23,21,39,4846,5671,10517
503011035,5623,5862,11484,5,4,7,29,23,49,62,63,119,415,434,847,7,11,21,10,7,13,4,6,12,45,62,104,11,7,18,90,95,189,209,205,410,128,155,280,51,45,96,8,6,11,63,56,120,47,42,85,28,42,66,14,20,36,4,0,9,304,396,701,11,11,23,50,30,78,143,117,262,52,32,85,16,53,73,15,24,34,205,219,417,180,186,367,66,78,142,32,55,87,15,26,43,749,658,1407,116,114,240,60,108,166,381,490,873,500,561,1062,47,42,83,9791,10331,20119
503011036,3260,3137,6399,0,0,0,0,0,0,27,30,56,66,79,146,6,7,10,9,0,11,0,3,3,26,27,54,0,3,9,22,20,41,41,35,69,4,10,14,11,16,25,0,0,0,32,40,67,19,8,25,8,12,21,0,11,9,0,0,0,53,61,112,0,4,3,30,21,49,54,63,118,4,4,4,0,5,12,5,15,28,37,48,80,146,129,272,13,13,26,0,3,6,11,10,24,449,407,850,54,62,119,0,9,8,181,218,395,160,161,322,16,8,30,4739,4688,9431
503021037,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,26,19,45
503021038,3851,4150,8002,0,5,5,0,0,0,14,35,51,31,37,65,5,7,15,6,4,8,0,0,4,21,32,53,20,28,54,14,17,28,44,40,90,6,26,32,10,13,16,0,0,3,100,75,178,103,110,209,9,26,36,5,14,27,0,3,6,44,68,111,13,18,33,9,13,19,98,86,187,5,3,9,13,21,27,18,18,37,21,39,55,73,78,145,8,11,14,5,8,9,5,13,19,523,392,917,38,42,76,40,72,107,229,314,553,170,165,330,10,11,23,5565,6003,11568
503021039,5272,5763,11035,5,0,5,3,0,10,21,42,64,41,91,136,12,16,32,6,4,11,8,5,14,42,54,96,25,20,46,25,30,51,101,92,199,16,36,46,27,15,40,0,0,3,60,60,126,133,162,299,14,24,40,9,33,45,3,0,4,79,100,179,49,36,81,30,26,60,179,136,318,24,14,37,24,53,80,26,34,62,37,57,93,97,81,177,45,22,74,9,17,25,22,39,66,782,648,1431,44,50,100,71,96,171,405,461,872,263,241,505,16,21,37,8037,8611,16648
503021040,3171,3203,6379,0,0,0,0,3,3,17,26,39,33,46,75,6,12,21,3,0,3,4,4,9,19,18,36,29,45,74,15,7,26,33,38,69,12,27,37,14,11,25,3,0,3,48,47,93,104,175,276,12,15,23,15,15,28,0,0,0,40,45,83,4,3,5,7,12,18,85,83,159,11,0,7,8,28,45,20,18,42,36,43,76,55,47,99,0,4,12,0,11,16,7,18,25,346,294,641,28,25,53,77,97,175,220,267,493,137,119,256,13,8,24,4626,4815,9445
503021042,5020,5507,10524,0,0,0,10,3,14,48,57,104,113,178,295,16,10,32,6,3,12,5,3,8,43,55,98,8,8,19,37,35,69,135,126,257,29,62,91,47,51,98,0,5,9,91,106,193,63,46,105,72,112,184,31,42,71,0,3,4,120,182,305,3,9,9,36,38,77,136,150,289,16,8,17,33,66,96,21,38,56,79,97,172,121,153,276,14,29,43,12,30,38,17,44,64,910,787,1700,92,88,178,32,36,69,462,607,1067,422,376,800,35,25,57,8332,9173,17506
503021043,5224,5488,10709,0,0,0,14,12,20,52,42,99,104,171,275,12,15,30,12,16,30,0,4,6,29,50,81,7,16,21,30,44,69,341,325,666,28,49,81,37,35,71,6,0,4,131,169,292,84,75,165,24,57,79,21,27,52,3,0,4,126,167,292,82,96,170,36,27,65,159,163,322,13,18,31,57,83,143,14,27,48,77,91,168,114,138,256,34,37,68,18,24,48,22,41,61,697,657,1351,63,80,140,34,52,85,1105,1273,2378,273,307,576,22,28,53,9107,9902,19010
503021295,2558,1958,4516,19,15,33,9,8,19,14,30,44,256,354,612,16,18,29,19,14,30,0,9,12,33,24,59,10,12,16,59,62,127,268,236,503,77,116,195,67,66,129,10,0,9,84,49,139,67,48,117,119,135,254,76,107,182,9,0,7,171,207,380,52,66,120,13,20,40,155,111,264,33,14,51,73,128,206,25,28,52,100,119,223,85,80,164,23,21,48,26,51,79,24,62,85,595,364,952,48,52,99,51,82,132,618,659,1274,891,559,1453,160,92,250,6914,5971,12882
503021296,2982,2707,5696,3,0,3,11,3,9,28,37,68,117,181,301,5,14,15,8,0,8,5,3,7,28,33,60,7,9,6,39,53,90,123,111,237,21,55,76,19,25,44,12,0,10,78,53,130,73,65,142,23,45,70,59,72,133,0,0,6,97,113,203,47,31,77,12,10,27,156,105,257,27,11,36,43,62,99,16,17,33,55,44,107,67,55,120,13,14,31,31,50,79,18,57,73,455,309,765,41,75,119,109,118,232,418,468,882,450,352,801,52,34,86,5748,5384,11132
503021297,2934,2068,5000,5,0,14,15,4,17,22,39,63,349,412,761,8,6,16,13,9,29,6,4,10,33,25,66,4,10,18,59,66,128,349,254,600,69,112,181,60,58,113,8,7,17,86,56,141,79,33,116,51,85,138,81,96,180,7,5,14,135,195,329,23,26,53,13,7,24,174,141,314,31,17,51,93,130,226,32,29,56,78,123,208,114,102,215,32,36,65,22,50,75,55,102,156,587,362,948,71,81,153,48,84,134,708,656,1363,1290,804,2099,362,199,560,8132,6509,14643
504011044,5183,5397,10573,3,0,3,5,4,8,13,20,34,45,66,112,20,32,50,6,11,15,8,0,4,27,43,67,8,3,11,11,14,24,139,148,284,19,30,45,5,4,11,8,6,14,75,72,145,73,71,147,14,19,33,8,19,30,0,0,0,51,58,106,14,16,31,22,23,48,224,198,420,16,3,26,65,113,178,21,32,52,19,31,51,50,66,118,28,15,42,4,13,16,12,46,60,618,624,1243,30,31,57,50,92,143,296,359,652,355,316,665,8,16,26,7535,8012,15542
