SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL50831,18,649,19,0,683,62,1247,27,0,1337,8,510,11,0,533,11,459,17,0,487,10,950,21,0,988,12,1271,24,0,1305,18,929,16,0,962,14,662,11,0,690,29,304,7,11,345,19,90,0,0,110,14,20,0,0,31,211,7094,157,11,7481,3,625,10,0,635,23,1154,33,0,1208,8,468,11,0,487,7,469,5,0,484,10,1163,29,0,1208,16,1322,27,0,1362,16,943,22,0,980,28,682,16,4,730,32,329,11,0,375,41,115,6,0,154,23,13,0,0,44,211,7280,171,13,7674,20,1274,34,0,1319,84,2405,56,6,2545,16,978,19,0,1020,21,926,23,0,970,25,2112,50,4,2187,24,2590,49,4,2669,34,1871,37,0,1946,41,1345,32,4,1425,62,628,20,6,719,60,206,4,0,274,39,39,0,0,72,419,14377,323,26,15148
SAL50832,0,5,0,0,5,0,11,0,0,11,0,7,0,0,7,0,22,0,0,22,6,11,0,0,15,0,15,0,0,20,0,7,0,0,7,3,20,0,0,22,0,15,0,0,21,4,17,0,0,25,0,3,0,0,7,14,146,0,0,166,0,8,0,0,8,0,26,0,0,24,0,12,0,0,12,0,9,0,0,12,0,11,0,0,13,0,18,0,0,19,0,22,0,0,25,0,16,0,0,18,4,32,0,0,30,6,21,0,0,34,5,5,0,0,9,22,179,3,0,198,0,12,0,0,12,0,38,0,0,36,0,22,0,0,22,0,24,0,0,29,5,30,0,0,34,0,32,0,0,39,0,27,0,0,30,4,35,0,0,40,6,51,0,0,57,9,47,0,0,56,7,14,0,0,17,33,323,7,0,369
SAL50833,0,168,16,0,180,9,330,32,0,366,6,159,11,0,176,7,196,18,3,225,5,387,19,0,415,7,385,31,0,424,20,319,17,0,357,17,230,11,0,253,33,193,13,0,236,33,67,0,0,109,14,7,0,0,23,145,2436,170,10,2758,0,160,14,0,170,12,318,36,0,365,6,132,12,0,148,3,168,15,0,189,8,354,19,0,377,8,373,23,4,404,18,274,33,0,321,27,238,13,0,280,34,216,9,4,262,29,82,3,0,118,22,11,0,0,31,159,2331,175,9,2669,3,324,27,0,357,20,646,68,0,734,9,295,21,0,321,11,370,30,3,416,17,742,44,0,798,16,759,52,0,833,31,591,51,0,676,37,470,21,0,533,65,402,21,5,497,64,153,7,0,228,33,24,0,0,52,305,4766,342,16,5433
SAL50834,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,4,4,0,10,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,11,0,29,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,3,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,24,0,0,0,0,5,0,0,6,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,10,0,0,5,0,4,4,0,10,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,32,22,0,55
SAL50835,0,97,5,0,102,12,177,8,0,198,7,99,5,0,106,0,131,3,3,136,4,314,13,0,326,0,253,11,0,262,3,204,13,0,220,7,198,9,0,214,12,122,8,0,140,10,33,0,0,45,7,12,0,0,15,51,1640,76,3,1771,0,108,6,0,117,8,191,9,0,203,0,87,0,0,93,3,124,5,0,133,0,332,10,0,342,5,275,3,0,286,5,211,8,0,219,4,222,9,0,228,3,106,0,0,116,21,49,0,0,63,17,12,0,0,30,70,1716,52,0,1838,3,207,7,0,215,19,368,18,0,400,4,186,6,0,204,3,253,8,3,270,0,645,26,0,670,5,522,17,0,548,3,417,16,0,436,13,418,16,0,446,19,228,9,0,249,28,83,0,0,109,24,24,0,0,55,122,3352,129,3,3610
SAL50836,0,13,3,0,16,0,31,4,0,38,0,21,4,0,28,0,54,40,0,97,0,230,253,5,479,0,232,244,5,479,0,240,250,0,488,9,202,185,0,400,0,51,33,0,89,0,10,3,0,9,0,0,0,0,0,6,1080,1037,9,2130,0,11,6,0,20,0,29,9,0,36,0,14,4,0,19,0,24,24,0,53,0,83,65,0,153,0,60,39,0,98,0,59,44,0,108,3,63,38,0,101,3,22,4,0,28,0,10,0,0,11,0,0,0,0,0,14,384,223,0,623,0,31,6,0,33,0,61,13,0,79,0,40,10,0,46,0,78,65,0,145,0,310,317,5,632,0,293,285,5,584,6,297,290,0,600,10,271,226,0,502,3,72,41,0,115,0,13,0,0,18,0,5,0,0,0,25,1463,1259,16,2757
SAL50837,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,5,0,0,0,3,3,0,3,0,6,0,0,6,0,5,0,0,6,0,7,0,0,7,0,0,0,0,0,0,21,12,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,6,3,0,10,0,3,0,0,3,0,0,0,0,0,0,17,9,0,21,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,4,0,5,3,0,8,0,3,8,0,10,0,12,3,0,18,0,10,0,0,10,0,0,0,0,0,0,42,18,0,53
SAL50838,8,118,5,0,125,24,253,22,0,299,3,106,12,0,128,4,103,3,0,110,3,191,16,0,207,3,189,19,0,215,9,166,13,0,195,11,158,3,0,170,18,67,0,0,87,8,24,0,0,38,5,0,0,0,10,92,1377,115,0,1585,0,100,9,0,112,6,249,20,0,277,0,91,6,0,98,3,94,3,0,95,10,221,16,0,245,7,215,20,0,240,11,183,12,0,201,13,133,7,0,152,13,79,7,0,98,11,25,0,0,37,5,0,0,0,5,72,1378,100,3,1557,4,215,21,0,239,31,503,39,0,573,5,197,23,0,225,5,197,12,0,212,10,412,35,0,453,8,405,37,0,452,18,350,30,0,392,21,289,13,0,322,35,137,11,0,179,13,54,4,0,70,10,0,3,0,15,168,2756,213,4,3140
SAL50839,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,11,0,0,11,0,5,0,0,5,0,13,5,0,19,0,26,0,0,25,0,30,4,0,35,0,14,0,0,14,0,0,0,0,0,3,105,8,0,115,0,0,0,0,0,0,9,0,0,9,0,3,0,0,4,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,0,17,0,0,18,3,24,0,0,27,0,22,0,0,25,3,6,0,0,9,0,0,0,0,0,5,90,5,0,104,0,0,0,0,0,0,9,0,0,9,0,5,0,0,5,0,5,0,0,7,0,17,0,0,17,0,3,0,0,3,0,31,9,0,36,3,48,0,0,55,5,58,6,0,63,3,25,0,0,28,0,3,0,0,3,8,198,13,0,223
SAL50840,3,85,0,0,91,0,127,5,0,137,0,55,0,0,54,0,97,14,0,108,3,401,27,0,439,4,284,16,0,301,0,211,5,0,219,3,136,3,0,148,6,97,3,0,114,10,26,0,0,38,17,13,4,0,30,54,1539,90,0,1683,0,81,5,0,83,0,94,0,0,99,0,68,3,0,68,7,142,12,0,161,3,440,44,3,491,0,263,7,0,268,3,206,11,0,223,6,137,6,0,148,14,116,6,0,140,37,60,5,0,93,79,18,5,0,100,148,1627,98,4,1870,3,172,6,0,177,5,223,7,0,235,0,120,9,0,133,7,237,27,0,267,11,844,74,4,929,3,543,25,0,573,7,419,16,0,441,5,273,12,0,294,19,219,11,0,250,45,87,4,0,137,92,29,6,0,133,201,3164,183,11,3556
SAL50841,0,10,0,0,10,3,18,0,0,22,0,5,0,0,5,0,6,0,0,5,0,10,0,0,11,0,13,0,0,16,0,19,7,0,18,0,34,7,0,45,5,33,4,0,39,3,3,0,0,10,0,3,0,0,3,17,147,18,0,184,0,8,0,0,8,0,10,4,0,13,0,4,0,0,4,0,0,0,0,4,0,6,0,0,11,0,7,0,0,13,0,15,4,0,22,3,23,3,0,29,0,30,4,0,33,0,0,3,0,8,0,0,0,0,4,7,118,20,0,142,0,15,0,0,15,3,27,0,0,37,0,10,0,0,10,5,9,3,0,14,0,20,0,0,22,0,24,0,0,30,0,36,6,0,40,9,51,10,0,74,3,59,7,0,75,0,7,0,0,16,0,0,4,0,5,19,267,42,0,327
SAL50842,7,263,3,0,275,41,674,12,0,726,17,334,0,0,359,3,278,7,0,290,13,481,17,0,508,9,628,11,4,654,3,628,10,0,642,8,655,14,0,675,37,721,8,5,762,31,211,5,0,244,20,38,0,0,60,186,4923,85,7,5201,0,271,7,0,279,19,643,11,0,671,9,330,0,0,335,4,262,10,0,274,9,511,9,0,533,4,704,7,0,717,14,691,4,0,709,15,798,11,0,829,30,701,11,0,750,58,191,7,0,250,44,31,3,0,85,200,5140,78,8,5428,7,540,6,0,554,61,1315,19,0,1398,23,666,3,0,698,10,548,12,0,567,24,990,25,6,1040,15,1337,19,0,1372,19,1320,11,0,1351,24,1455,20,0,1506,71,1418,24,4,1517,80,404,13,0,495,62,75,3,0,144,391,10065,157,13,10627
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50844,0,16,11,0,31,3,38,12,0,53,0,14,3,0,18,0,70,49,0,116,0,192,127,3,318,0,191,113,4,312,0,142,75,0,218,0,96,50,3,148,0,30,9,0,41,0,5,0,0,5,0,0,0,0,0,9,795,446,3,1252,0,24,4,0,30,0,31,11,0,42,0,6,4,0,13,0,29,21,0,48,0,74,37,0,110,0,54,14,0,72,0,39,21,0,56,0,36,16,0,56,0,10,5,0,15,0,0,0,0,0,0,0,0,4,4,6,309,129,0,445,0,45,13,0,59,3,71,20,0,93,0,22,10,0,35,0,94,66,0,159,0,267,158,3,435,0,245,133,4,383,0,183,91,0,275,0,133,67,3,202,0,40,11,0,50,0,5,0,0,5,0,0,0,4,4,12,1103,575,8,1700
SAL50845,0,4,0,0,4,0,13,0,0,13,0,8,0,0,8,0,0,0,0,0,0,9,0,0,9,0,12,0,0,12,0,9,0,0,14,3,14,0,0,18,0,11,0,0,13,0,10,0,0,10,0,0,0,0,0,9,95,3,0,103,0,0,0,0,3,0,6,0,0,5,0,5,0,0,9,0,7,0,0,8,0,8,0,0,7,0,10,0,0,10,0,13,0,0,16,0,18,0,0,18,0,4,0,0,4,0,5,0,0,5,0,0,0,0,0,0,86,5,0,95,0,9,0,0,10,0,23,0,0,24,0,22,0,0,21,0,4,0,0,8,0,15,3,0,16,0,22,0,0,22,0,23,0,0,24,3,32,0,0,35,0,15,0,0,14,0,19,0,0,17,0,0,0,0,0,7,182,12,0,196
SAL50846,0,20,4,0,23,0,26,4,0,26,0,6,3,0,13,0,20,26,0,47,0,108,95,6,197,0,73,84,0,155,0,86,60,0,147,0,79,54,0,137,0,52,16,0,75,6,12,8,0,18,3,0,0,0,3,15,473,346,5,845,0,19,5,0,23,0,32,4,0,33,0,10,3,0,19,0,14,10,0,26,0,54,26,0,88,0,39,34,0,69,0,38,13,0,52,0,55,21,0,69,0,42,14,0,58,3,5,3,0,12,0,0,0,0,0,7,305,131,0,448,0,31,8,0,40,0,53,6,0,60,0,19,8,0,27,0,33,35,0,75,0,164,118,6,287,0,111,113,0,228,0,123,73,0,200,5,133,74,0,209,5,97,33,0,133,10,15,3,0,29,5,0,0,0,5,22,782,477,10,1288
SAL50847,0,71,0,0,69,10,244,0,0,259,0,113,4,0,117,0,42,0,0,47,9,73,6,0,86,6,161,0,0,164,5,209,3,0,215,9,204,6,0,218,15,180,8,0,199,12,49,5,0,68,4,5,0,0,12,63,1350,36,0,1449,0,57,0,0,59,4,169,0,0,175,7,97,0,0,109,3,41,0,0,42,3,89,3,0,93,4,160,4,0,171,3,229,4,0,242,13,254,14,0,271,13,148,3,0,172,12,46,0,0,56,3,3,0,0,6,55,1300,35,0,1392,0,127,4,0,132,11,416,7,0,433,5,214,3,0,227,4,85,0,0,90,7,163,10,0,177,7,322,9,0,334,7,439,9,0,458,19,453,16,0,484,24,330,11,0,366,24,95,5,0,117,11,12,0,0,18,118,2654,71,0,2840
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,8,176,0,0,182,38,613,11,0,667,13,336,4,0,352,8,218,6,0,223,9,253,9,0,270,3,394,9,0,407,14,529,7,0,551,12,450,10,0,469,24,438,3,0,466,44,245,10,0,303,34,42,9,0,81,201,3691,77,5,3983,0,183,0,0,183,15,561,8,0,583,7,310,6,0,332,3,193,5,0,196,3,273,0,0,278,7,487,12,0,510,5,617,7,0,630,14,501,19,0,533,21,438,6,0,473,83,242,8,0,328,80,53,14,0,143,247,3850,85,0,4180,8,355,0,0,367,52,1174,21,0,1251,17,649,17,0,681,9,403,6,0,419,14,524,10,0,550,13,876,24,0,919,17,1146,13,0,1178,30,946,29,0,1004,49,875,13,0,936,131,484,14,0,630,112,94,16,0,222,451,7543,164,5,8162
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,6,0,7,0,0,7,0,5,0,0,5,0,0,0,0,0,0,27,0,0,27
SAL50851,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,5,25,0,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,11,0,0,11,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,29,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,8,0,0,8,0,9,0,0,12,0,11,0,0,10,0,9,0,0,9,0,3,0,0,3,3,0,0,0,3,3,55,0,0,58
SAL50853,0,38,0,0,36,8,90,3,0,95,0,65,0,0,63,0,25,3,0,30,4,49,0,0,56,0,65,0,0,74,0,89,4,0,90,4,98,4,0,106,3,92,3,0,101,10,42,0,0,45,8,11,0,0,13,34,667,22,0,715,0,32,0,0,32,0,89,0,0,97,0,39,0,0,39,5,17,0,0,19,5,57,0,0,59,0,81,3,0,79,0,87,4,0,90,6,111,8,0,122,0,95,0,0,100,7,51,4,0,58,6,8,0,0,15,34,652,18,0,711,0,65,0,0,65,7,178,0,0,191,0,96,0,0,99,5,46,4,0,51,4,108,3,0,119,4,146,3,0,150,0,177,7,0,181,5,211,9,0,225,7,186,0,0,202,14,93,4,0,107,12,21,3,0,30,67,1318,39,0,1430
SAL50854,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,5,0,9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,0,26
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL50857,0,88,14,0,104,17,218,20,0,257,3,82,6,0,87,4,109,17,0,128,10,195,14,0,215,10,200,17,0,235,11,210,13,0,235,10,164,12,0,189,25,111,7,0,144,21,44,8,0,78,9,8,0,0,15,130,1432,126,6,1691,0,85,4,0,98,0,192,18,0,214,0,86,10,0,98,3,91,6,0,100,3,195,20,0,218,4,199,14,0,220,14,192,14,0,219,25,164,13,5,203,27,135,7,0,167,17,63,9,0,83,6,10,0,0,10,102,1407,114,4,1633,3,172,19,0,200,23,407,37,0,471,5,165,15,0,187,10,201,24,0,229,18,391,35,0,444,14,405,29,0,451,26,401,29,0,451,38,325,20,5,387,48,239,15,0,308,38,109,17,0,157,15,17,0,0,26,233,2836,239,7,3319
SAL50858,0,38,9,0,39,11,69,3,0,82,5,36,6,0,49,9,35,5,0,43,0,59,5,0,68,3,62,4,0,73,10,55,4,0,72,5,61,3,0,68,9,48,7,0,60,10,19,3,0,37,4,11,0,0,20,68,483,52,0,600,0,28,0,0,28,0,83,13,0,98,0,43,0,0,43,0,32,0,0,32,6,63,9,0,77,7,71,10,0,86,4,71,10,0,83,14,60,8,0,83,7,60,3,0,69,22,28,4,0,55,23,7,0,0,31,85,545,47,0,687,0,62,9,0,65,11,151,19,0,180,8,74,8,0,92,9,67,5,0,77,4,125,16,0,144,8,132,13,0,155,10,133,14,0,154,27,122,11,0,156,15,102,8,0,127,33,48,6,0,89,27,21,3,0,49,155,1026,103,0,1286
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
