SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL51544,0,52,0,0,58,4,124,14,0,138,0,59,9,0,67,4,129,9,0,139,6,170,4,4,182,4,115,7,3,127,0,115,6,0,120,0,143,4,0,150,5,143,3,0,151,14,68,0,0,87,8,11,0,0,19,40,1129,53,6,1237,0,53,6,0,57,0,102,0,0,112,0,66,0,0,69,0,81,0,0,87,0,114,6,4,126,0,133,0,0,136,0,139,0,3,143,6,176,6,0,189,3,156,5,0,169,9,64,3,0,81,9,4,0,0,17,48,1099,33,8,1191,0,109,3,0,113,6,231,13,0,254,0,126,9,0,134,3,207,11,0,221,3,283,10,7,308,3,248,8,3,266,0,252,3,6,266,11,319,9,0,337,7,301,11,0,318,26,135,7,0,162,14,18,0,0,31,84,2235,84,19,2421
SAL51545,0,0,0,0,0,0,12,0,0,12,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,11,0,0,12,0,11,0,0,12,0,15,0,0,17,0,0,0,0,4,0,0,0,0,0,4,69,10,0,76,0,0,0,0,0,0,3,0,0,3,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,10,0,0,10,0,14,0,0,16,0,5,0,0,7,0,10,0,0,14,0,3,0,0,4,0,0,0,0,0,5,56,0,0,62,0,5,0,0,5,0,20,0,0,20,0,10,0,0,8,0,10,0,0,10,0,3,0,0,3,0,12,0,0,12,0,20,4,0,22,0,16,4,0,21,0,28,0,0,28,5,3,4,0,10,0,6,0,0,3,10,125,15,0,143
SAL51546,0,29,0,0,29,3,80,0,0,85,0,34,0,0,38,0,36,4,0,34,0,46,5,4,46,0,60,0,0,66,3,82,3,0,88,0,80,0,0,81,0,100,0,0,101,3,52,5,0,56,7,7,0,0,13,16,603,20,4,637,0,29,0,0,29,0,70,0,0,74,0,27,0,0,28,0,23,0,0,26,0,55,0,0,53,0,86,0,0,91,0,77,0,0,80,0,98,0,0,99,3,107,3,0,115,8,57,3,0,67,6,10,0,0,18,25,631,19,0,682,0,59,0,0,59,7,147,0,0,153,4,70,0,0,68,0,56,7,0,61,0,93,8,0,104,3,153,0,0,155,3,156,8,0,164,4,179,6,0,183,3,203,9,0,217,10,107,8,0,125,15,12,0,0,32,44,1230,37,0,1321
SAL51547,0,3,0,0,3,0,11,0,0,13,0,3,0,0,5,0,4,0,0,4,0,3,0,0,3,0,14,0,0,11,0,11,0,0,11,0,8,6,0,10,0,14,0,0,10,0,6,0,0,3,0,0,0,0,0,0,65,9,0,71,0,0,0,0,0,0,15,0,0,15,0,9,0,0,7,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,16,3,0,21,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,60,3,0,71,0,6,0,0,6,0,22,0,0,22,0,5,5,0,14,0,3,0,0,3,0,9,0,0,9,0,16,0,0,20,0,26,3,0,34,0,15,6,0,17,0,10,0,0,14,0,4,0,0,7,0,0,0,0,0,0,124,14,0,139
SAL51548,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,3,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,8,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,26,5,0,29,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,8,0,0,8,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,3,0,21,0,4,0,0,4,0,10,0,0,10,0,0,0,0,0,0,3,0,0,4,0,6,4,0,6,0,8,0,0,8,0,8,0,0,8,0,3,3,0,6,0,6,0,0,3,0,3,0,0,3,0,0,0,0,0,0,46,10,0,58
SAL51549,5,277,14,0,297,22,527,27,0,581,5,186,9,0,201,0,166,0,0,171,0,330,21,0,351,10,610,28,0,654,7,380,18,0,410,7,247,9,0,257,7,133,4,0,143,10,37,4,0,51,6,5,0,0,15,87,2902,143,4,3135,9,259,11,0,273,13,591,27,0,637,5,195,15,0,210,0,149,13,0,155,3,401,20,0,426,7,646,19,0,673,14,366,15,0,391,12,260,13,3,277,18,156,3,0,177,14,34,0,0,46,8,6,0,0,14,96,3052,140,4,3291,9,534,24,0,567,36,1124,59,0,1218,8,380,22,0,411,0,310,14,0,326,9,728,41,0,777,17,1260,54,0,1329,20,749,32,0,799,19,503,16,3,541,21,289,6,0,321,21,69,9,0,101,20,8,0,0,33,184,5952,284,8,6429
SAL51550,0,7,0,0,11,0,26,0,0,21,0,16,0,0,17,0,9,0,0,9,0,18,0,0,16,0,19,4,0,24,0,30,4,0,25,4,42,0,0,48,4,27,0,0,30,3,19,0,0,18,4,3,0,0,7,18,200,13,0,231,0,12,0,0,12,0,12,0,0,19,0,19,0,0,19,0,11,0,0,11,0,11,0,0,18,0,26,3,0,27,0,21,0,0,25,0,28,5,0,35,4,26,0,0,30,3,7,0,0,10,0,4,0,0,6,8,180,11,0,205,0,17,0,0,17,0,35,0,0,39,0,34,3,0,35,0,12,0,0,12,0,28,0,0,32,0,50,7,0,54,0,46,4,0,52,3,73,11,0,81,6,53,5,0,63,7,23,0,0,32,3,9,0,0,11,26,381,23,0,436
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,9,0,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,3,0,20
SAL51552,0,8,0,0,8,0,11,0,0,14,0,3,0,0,3,0,5,0,0,0,0,6,0,0,6,0,3,0,0,6,0,8,0,0,8,0,10,0,0,10,0,7,0,0,6,0,3,0,0,3,0,0,0,0,0,7,70,0,0,75,0,5,0,0,5,0,8,0,0,8,0,13,0,0,10,0,4,0,0,4,0,7,0,0,13,0,10,0,0,7,0,8,0,0,10,0,9,0,0,11,0,5,0,0,5,5,0,0,0,7,0,0,0,0,0,5,68,3,0,78,0,13,0,0,13,0,28,0,0,26,0,12,0,0,15,0,3,0,0,6,0,20,0,0,21,0,12,0,0,17,0,14,0,0,19,0,19,0,0,20,0,8,0,0,12,5,3,0,0,5,0,0,0,0,0,11,133,7,0,151
SAL51553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,4,0,13,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,14,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,10,4,0,17,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,4,0,29
SAL51554,0,4,0,0,4,0,10,0,0,10,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,39,3,0,48,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,7,0,0,7,0,6,0,0,5,0,8,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,7,0,0,7,0,13,0,0,13,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,0,10,0,0,10,0,6,0,0,9,0,16,0,0,11,0,13,0,0,13,0,3,0,0,3,0,0,0,0,0,6,64,3,0,75
SAL51555,0,0,0,0,0,0,0,3,0,4,0,3,5,0,9,0,5,0,0,5,0,8,0,0,10,0,17,5,0,23,0,17,5,0,18,0,15,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0,103,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,3,0,13,0,9,3,0,9,0,3,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,27,10,0,45,0,6,0,0,6,0,4,5,0,11,0,3,5,0,10,0,5,0,0,9,0,15,0,0,11,0,23,13,0,35,0,22,7,0,31,0,21,14,0,33,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,99,41,3,146
SAL51556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,6,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,5,0,3,0,0,3,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,6,0,34
SAL51557,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,22,0,0,22,0,71,0,0,72,0,49,0,0,50,0,51,0,0,58,0,34,0,0,36,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,229,4,3,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,8,0,0,8,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,25,0,0,25,0,82,0,0,82,0,53,0,0,57,0,59,0,0,58,0,38,0,0,41,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,261,4,3,264
SAL51558,11,701,34,0,745,51,1040,45,0,1134,18,359,22,0,395,9,408,16,0,433,22,1166,38,0,1223,19,1204,36,0,1264,18,683,16,0,724,16,361,14,3,400,25,190,4,4,222,18,75,0,5,95,6,7,0,0,14,217,6194,232,18,6656,5,702,25,0,731,29,993,40,0,1062,11,326,20,0,353,6,479,17,0,504,15,1407,37,0,1463,22,1201,43,0,1277,24,738,26,0,792,21,456,20,0,502,25,225,3,3,259,28,58,4,4,91,15,3,0,0,18,195,6591,250,8,7044,10,1400,56,0,1473,78,2031,83,0,2194,34,683,34,0,752,10,887,32,0,937,38,2572,77,0,2690,45,2405,89,0,2538,42,1422,46,0,1509,40,818,37,9,899,51,416,9,9,480,49,138,4,0,192,17,9,0,0,36,412,12788,476,23,13702
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,5,0,0,5,0,7,0,0,7,0,11,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,36
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SAL51561,0,5,0,0,5,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,9,0,5,0,0,7,0,20,0,0,20,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,66,5,0,71,0,7,0,0,7,0,10,0,0,18,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,0,0,15,0,13,0,0,18,0,17,0,0,21,0,3,0,0,8,0,0,0,0,5,0,0,0,0,0,4,72,6,0,85,0,7,0,0,7,0,20,0,0,27,0,7,0,0,6,0,0,0,0,0,0,9,0,0,9,0,20,0,0,21,0,21,4,0,21,0,41,0,0,40,0,17,0,0,16,0,4,3,0,3,0,0,0,0,0,4,135,9,3,151
SAL51562,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,3,0,0,8,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,8,0,0,4,0,0,0,0,0,4,26,4,0,30,0,4,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,6,0,0,6,0,0,0,0,4,0,10,0,0,10,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,32,6,0,39,0,4,0,0,5,0,4,0,0,5,0,0,0,0,0,0,5,0,0,5,0,5,3,0,11,0,10,0,0,12,0,0,0,0,4,0,11,0,0,14,0,7,0,0,10,0,8,0,0,7,0,0,0,0,0,4,52,8,0,64
SAL51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,24
SAL51564,3,341,4,0,357,24,827,12,0,860,6,308,0,0,322,3,289,6,0,297,10,802,36,3,855,8,946,40,3,990,12,690,16,0,714,10,504,7,0,521,23,371,7,3,410,40,187,3,0,226,53,68,4,0,121,192,5329,136,18,5669,5,324,9,0,335,15,777,10,0,804,4,285,9,0,296,10,320,8,0,342,7,938,37,6,984,10,989,22,0,1023,7,750,14,0,770,24,526,13,0,558,18,444,14,8,488,53,213,5,0,272,174,75,4,0,253,323,5639,147,20,6123,12,669,18,0,695,39,1600,23,0,1664,12,593,8,0,614,15,611,15,0,639,19,1740,71,8,1835,19,1930,63,3,2015,16,1440,23,3,1489,32,1026,17,6,1080,42,820,30,8,894,88,395,13,3,498,224,146,9,3,381,515,10963,278,38,11796
SAL51565,0,192,4,0,200,16,562,10,0,587,5,356,3,0,366,8,171,6,4,185,5,222,9,0,237,6,405,11,0,422,0,458,3,0,467,4,351,5,0,361,3,243,9,4,257,23,163,5,0,191,21,60,0,0,83,94,3183,68,11,3352,0,162,4,0,169,5,446,8,0,461,4,201,0,0,207,0,126,0,0,130,0,265,3,0,271,0,420,11,0,434,4,536,5,6,552,0,366,5,0,374,12,288,5,0,302,21,229,6,0,255,33,55,0,0,89,86,3099,56,3,3245,0,355,10,0,366,28,1008,17,0,1050,8,562,8,0,575,9,300,8,4,314,11,482,14,0,506,10,827,21,0,857,8,997,9,0,1015,10,718,11,0,741,15,533,14,0,560,44,390,7,0,445,55,117,4,0,177,179,6282,122,12,6601
SAL51566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,7,0,3,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,23,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,25,0,3,0,0,3,0,9,0,0,9,0,0,0,0,0,0,6,0,0,6,0,5,0,0,5,0,5,0,0,7,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,43
SAL51567,0,32,0,0,33,0,90,8,0,99,0,38,3,0,41,0,27,0,0,28,0,71,7,0,80,0,68,0,0,69,0,94,9,0,104,0,92,0,0,93,5,56,0,0,69,10,41,0,0,47,6,3,0,0,8,25,613,25,5,668,0,50,0,0,50,3,84,6,0,92,0,44,0,0,44,0,24,0,0,23,0,84,0,0,91,0,82,0,0,83,0,98,7,0,102,5,105,0,0,103,6,75,0,0,78,3,35,4,0,45,0,3,0,0,4,15,682,24,4,725,0,78,4,0,83,4,172,12,0,189,0,78,3,0,79,0,52,0,0,56,0,162,9,0,164,0,144,8,0,159,0,192,12,0,207,0,189,4,0,197,8,133,3,0,142,9,74,7,0,91,10,5,0,0,20,41,1299,50,3,1390
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,9,0,6,0,0,5,0,0,0,0,3,0,0,0,0,0,3,15,4,0,18
SAL51569,0,184,18,0,200,30,495,33,0,557,13,275,5,0,296,3,151,6,0,166,17,340,30,0,382,13,376,18,0,405,25,443,22,0,495,33,476,28,0,542,39,445,15,0,503,39,267,22,0,325,45,58,14,0,118,265,3508,211,0,3980,5,187,9,0,197,13,516,32,0,559,11,240,13,0,264,7,147,9,0,157,13,375,27,0,418,20,488,17,0,526,26,586,28,0,639,31,596,33,0,658,48,563,23,0,631,52,307,26,0,391,63,92,12,0,167,282,4098,220,4,4608,5,371,28,0,396,44,1011,56,0,1109,29,514,20,0,564,8,295,15,0,320,28,714,51,5,800,35,865,33,0,933,49,1031,55,0,1136,63,1076,64,0,1203,88,1009,36,0,1132,95,573,49,0,715,108,150,26,0,276,549,7601,434,7,8590
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,27
SAL51572,0,3,4,0,5,0,9,0,0,9,0,12,0,0,12,0,6,0,0,3,0,4,0,0,4,3,11,0,0,14,0,14,0,0,12,0,16,0,0,18,0,15,0,0,15,0,7,0,0,7,0,3,0,0,3,3,85,3,0,95,0,3,0,0,3,0,13,0,0,13,0,4,0,0,4,0,5,0,0,5,0,3,0,0,6,0,14,0,0,14,0,11,0,0,16,0,17,0,0,16,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,4,76,3,0,84,0,5,4,0,9,0,20,0,0,20,0,12,0,0,12,0,12,0,0,9,0,5,0,0,8,3,25,0,0,26,0,21,3,0,27,0,35,0,0,36,0,23,0,0,20,0,3,0,0,3,0,3,0,0,6,8,162,11,0,175
SAL51573,0,0,0,0,3,0,9,3,0,8,0,10,4,0,12,0,10,0,0,8,0,15,3,0,20,0,21,3,0,23,0,17,0,0,24,5,46,0,0,49,11,69,0,0,76,3,36,3,0,44,5,9,0,0,14,27,243,22,0,289,0,4,0,0,4,0,13,5,0,19,0,11,0,0,9,0,12,0,0,12,0,29,4,4,32,3,13,0,0,24,0,22,0,0,25,4,54,4,0,55,7,82,6,0,94,10,52,6,0,61,3,4,0,0,12,24,299,18,4,349,0,9,0,0,13,0,24,5,0,27,0,16,6,0,21,0,25,0,0,27,0,50,6,4,51,3,36,3,0,48,0,42,3,0,43,4,98,0,0,105,21,145,6,0,174,12,88,5,0,106,8,14,6,0,28,50,544,37,4,635
