SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SAL50441,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,880,912,1789,61,54,115,7,0,7,3,0,3,27,8,34,35,8,40,26,29,58,1050,1020,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,23,3,27,0,0,0,0,0,0,0,0,0,0,0,0,151,231,387,227,249,477,13,19,27,1467,1519,2986
SAL50442,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,36,15,52,10,8,19,0,0,0,0,0,0,4,0,6,8,0,14,31,35,63,101,62,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,65,74,140,0,0,3,180,138,320
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,8,17
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,4,6,4,14
SAL50446,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,63,59,119,0,7,10,0,0,0,0,0,0,0,0,0,0,3,3,6,10,19,77,85,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,15,22,23,19,42,0,0,4,109,123,230
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,6,13,0,0,0,24,21,37
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,11,19
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,20,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,4,8,0,0,0,28,23,51
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,11,13,17
SAL50452,0,0,0,16,3,23,0,0,0,0,0,0,0,6,8,636,620,1264,52,53,105,4,0,6,3,0,4,13,6,20,3,3,11,15,16,35,757,718,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,0,3,0,0,11,6,17,9,3,16,22,12,33,0,0,0,0,0,0,0,0,0,0,0,0,21,51,70,92,121,214,0,0,4,897,903,1792
SAL50453,86,112,196,28,38,65,0,0,0,0,0,0,18,18,33,1266,825,2086,52,123,181,20,0,22,7,0,7,9,3,10,24,3,25,8,12,21,1517,1128,2642,23,43,67,0,0,0,0,0,0,13,13,22,0,5,6,0,4,6,39,63,96,0,0,0,0,0,0,5,3,7,0,8,3,4,3,3,6,12,21,17,13,30,61,88,144,9,22,25,0,0,0,0,0,0,9,22,25,50,89,135,131,166,294,16,6,15,1782,1491,3271
SAL50454,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,109,113,223,11,19,26,8,3,9,3,0,3,6,5,8,0,0,4,3,10,19,161,150,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,33,23,57,3,5,4,196,193,388
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,8,7,20
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50457,31,16,43,70,57,125,0,0,0,0,0,0,13,4,16,1175,1187,2358,48,69,112,5,0,5,10,6,16,35,4,45,9,4,12,34,57,91,1433,1398,2834,32,24,53,0,0,0,0,0,0,10,11,24,0,4,8,4,4,4,40,46,85,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,6,5,12,15,4,15,64,52,117,8,8,14,0,0,0,3,0,3,15,10,20,226,291,514,175,270,440,4,4,8,1907,2022,3932
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,15,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,15,0,0,0,25,16,42
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,17,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,9,31
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,5,0,0,0,11,11,27
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,4,8
SAL50464,69,62,131,792,750,1539,3,0,0,0,0,0,36,42,85,1527,1064,2588,106,202,309,6,0,6,30,3,36,61,11,79,96,29,132,392,309,701,3118,2480,5601,62,78,137,0,0,0,0,0,0,4,5,3,0,0,0,3,0,3,65,83,152,0,0,0,0,0,0,4,7,15,5,20,18,19,19,39,30,47,74,28,12,42,125,138,266,17,17,30,9,7,14,3,4,5,28,24,50,361,257,618,431,358,788,26,12,34,4082,3276,7359
SAL50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,51,0,3,3,0,0,0,0,0,0,0,0,0,4,0,5,10,4,14,45,34,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,38,0,3,9,0,0,0,62,55,115
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,3,7
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,47,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,7,7,14,0,0,0,44,35,81
SAL50468,66,62,127,276,254,529,0,0,0,0,0,0,21,13,36,1787,1547,3325,107,184,291,14,0,16,16,3,20,65,17,83,40,14,54,55,56,114,2447,2149,4597,23,33,50,0,0,0,0,0,0,3,9,11,0,3,3,4,0,4,31,42,70,0,0,0,0,0,0,4,3,10,9,9,17,9,0,7,19,15,42,13,21,30,67,78,141,8,10,17,8,0,8,0,0,0,21,10,31,229,236,464,286,398,685,6,6,16,3049,2881,5935
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,4,12
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,8,16
SAL50471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,24,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,0,0,4,0,0,0,34,34,67
SAL50472,0,0,0,39,10,44,0,0,0,0,0,0,3,3,4,1404,1297,2701,122,97,217,22,0,22,6,0,5,12,0,13,20,8,28,19,24,44,1640,1437,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,30,3,0,3,0,0,0,29,3,33,31,11,40,56,17,72,0,0,0,0,0,0,0,0,0,0,0,0,36,78,119,238,304,534,0,4,9,1978,1839,3810
SAL50473,24,31,54,12,8,19,0,0,0,0,0,0,7,6,7,586,577,1166,33,52,84,9,0,9,3,0,3,7,7,18,9,4,14,8,7,17,695,691,1386,9,12,22,0,0,0,0,0,0,11,4,12,0,3,3,3,5,6,22,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,9,7,13,32,29,63,3,4,7,0,0,3,0,0,0,4,5,12,53,47,96,87,99,191,4,0,10,880,879,1758
SAL50474,74,64,137,8,3,14,0,0,0,0,0,0,0,0,9,737,657,1397,43,39,86,20,0,20,9,0,9,6,6,15,22,3,24,8,5,12,930,778,1708,15,20,35,0,0,0,0,0,0,9,17,25,4,4,8,10,0,10,39,39,82,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,6,10,44,49,87,7,14,18,0,0,0,0,0,0,8,18,22,82,137,218,118,164,284,5,0,4,1180,1149,2328
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,16,14,30
SAL50476,14,26,40,6,6,12,0,0,0,0,0,0,0,0,4,582,598,1178,27,42,71,4,0,4,3,0,3,0,0,0,32,0,35,4,0,5,676,675,1350,8,12,21,0,0,0,0,0,0,9,6,19,0,3,5,0,0,0,18,26,41,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,4,7,13,0,13,29,29,56,5,3,11,4,0,4,0,0,0,12,3,11,35,67,103,119,154,280,4,0,8,870,930,1805
SAL50477,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,21,23,40,46,35,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,48,62,102,4,0,3,99,109,206
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,5,4
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,37,3,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,25,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,35,32,64
SAL50481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,109,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,65,63,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,22,12,12,21,0,0,0,87,77,165
SAL50482,12,27,41,61,54,121,3,0,0,0,0,0,13,5,24,4073,3816,7883,267,327,597,61,3,66,31,0,33,13,3,14,132,36,171,26,51,84,4699,4332,9027,42,42,82,0,0,0,0,0,0,55,59,118,11,12,25,0,0,0,108,112,220,0,0,0,0,0,0,0,14,13,0,10,13,9,4,7,12,20,40,38,24,62,162,166,326,12,27,34,3,0,0,4,0,10,20,26,47,216,374,588,633,726,1350,26,17,42,5743,5645,11385
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,5,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,17,10,23
SAL50484,13,7,21,51,66,116,0,0,0,0,0,0,9,6,14,622,501,1126,36,55,90,8,0,8,3,0,4,15,5,14,8,3,15,8,9,16,768,652,1422,7,10,18,0,0,0,0,0,0,10,7,14,0,0,0,0,0,0,22,17,36,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,8,12,11,7,15,30,31,60,0,6,6,0,0,0,0,0,0,0,6,4,53,59,112,75,109,182,3,0,3,922,859,1780
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,22
SAL50486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,62,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,7,16,27,0,0,0,55,62,113
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,42,3,3,4,0,0,0,0,0,0,0,0,0,3,0,3,3,7,6,37,20,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,8,6,8,0,0,0,44,33,77
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
SAL50491,15,11,29,10,7,17,0,0,0,0,0,0,0,0,0,459,559,1019,26,40,69,16,0,13,3,0,3,4,0,0,25,6,32,9,4,17,569,637,1205,0,0,4,0,0,0,0,0,0,7,3,11,0,0,3,0,0,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,15,17,10,28,5,3,7,0,0,0,0,0,0,5,3,7,35,71,105,148,139,285,9,5,15,790,868,1657
SAL50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,281,666,39,23,66,14,0,16,0,4,4,8,11,21,9,0,12,25,44,71,481,371,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,4,9,5,7,10,0,0,0,0,0,0,0,0,0,3,0,3,23,34,55,59,69,129,5,3,5,582,483,1062
