SAL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SAL50011,266,11,0,0,0,272,2184,38,0,0,3,2222,756,28,3,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,192,6,0,0,0,200,18,0,0,0,0,19,0,0,0,0,0,3,965,35,5,0,0,1007,14,0,0,0,0,14,108,4,0,0,0,113,3534,83,4,0,3,3629
SAL50012,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50013,86,0,0,0,3,85,102,0,0,0,0,107,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0,10,0,0,0,0,10,218,0,0,3,3,227
SAL50014,30,0,0,0,0,26,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,9,51,0,0,4,0,54
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SAL50016,51,0,0,0,0,55,99,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,12,0,0,0,0,12,179,0,0,0,0,175
SAL50017,10,0,0,0,0,16,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,6,3,0,0,0,0,4,29,0,0,3,5,35
SAL50018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50019,32,0,0,0,0,32,42,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,3,5,0,0,0,0,5,97,0,0,0,6,99
SAL50020,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,909,205,125,0,0,1237,501,122,102,0,0,724,194,175,184,0,0,554,0,0,0,0,0,5,0,6,0,0,0,6,93,61,54,0,0,208,4,0,3,0,0,7,0,4,0,0,0,7,288,252,240,0,3,784,25,18,7,0,0,44,30,14,43,0,0,93,1760,616,514,0,4,2887
SAL50023,12,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,21
SAL50024,605,97,4,0,0,715,495,78,13,0,0,586,145,73,28,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,69,15,0,0,0,88,5,0,4,0,0,11,3,0,0,0,0,6,222,86,33,0,0,345,22,9,0,0,0,27,32,8,3,0,0,43,1377,281,55,0,0,1717
SAL50025,75,0,0,0,0,75,114,0,0,0,0,114,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,12,215,0,0,0,0,216
SAL50026,1046,253,8,9,0,1307,1401,271,15,0,0,1689,690,558,34,0,0,1284,78,218,0,0,0,298,11,64,5,0,0,79,343,141,9,0,0,499,38,24,0,0,0,60,12,7,0,0,0,19,1170,1016,48,3,4,2234,42,109,18,0,0,172,298,157,10,31,3,501,3958,1805,101,32,11,5902
SAL50027,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,22
SAL50028,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,11,3,16
SAL50029,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,10,4,0,0,0,0,3,25,0,0,0,0,28
SAL50030,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL50031,328,42,33,17,5,415,309,39,35,0,0,385,111,39,106,0,0,254,3,12,0,0,0,13,0,3,0,0,0,3,43,12,10,0,0,70,6,3,0,6,4,23,0,0,0,0,0,5,162,71,119,10,3,363,21,0,0,0,0,23,36,17,21,0,0,75,855,169,205,28,10,1271
SAL50032,386,0,0,0,0,386,445,10,0,0,0,452,125,19,29,0,0,177,4,0,3,0,0,10,0,0,0,0,0,4,43,9,0,0,0,45,19,0,0,0,0,19,0,0,0,0,0,0,190,30,35,0,0,257,41,5,0,0,0,42,27,0,0,0,0,31,1085,41,38,0,0,1168
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,131,5,0,0,0,134,180,8,0,0,0,195,72,0,0,0,0,79,52,20,10,0,0,80,3,0,0,0,0,6,32,0,0,0,0,33,4,0,0,0,0,4,0,4,0,0,0,4,165,27,10,5,0,205,11,0,0,0,0,9,28,6,4,0,0,37,517,51,17,5,0,585
SAL50035,885,190,11,0,5,1086,665,142,31,0,0,830,147,105,52,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,62,45,11,0,0,118,0,0,0,0,0,5,0,0,0,0,0,5,212,151,65,0,3,429,24,5,5,0,0,34,27,22,4,0,0,51,1813,506,115,0,3,2438
SAL50036,648,4,9,0,0,660,1608,12,15,0,0,1638,404,12,82,0,0,501,23,8,4,0,0,29,4,11,6,0,0,18,120,8,10,0,0,133,10,0,0,0,0,14,0,0,0,0,0,0,565,34,93,0,0,696,19,0,0,0,0,19,54,6,9,0,0,72,2902,53,132,0,3,3088
SAL50037,271,41,0,0,0,311,1183,87,0,0,0,1269,278,97,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,82,18,0,0,0,107,12,0,0,0,0,18,0,0,0,0,0,0,379,120,0,0,0,498,4,23,0,0,0,27,24,16,0,0,0,38,1860,288,0,0,0,2142
SAL50038,338,17,0,31,4,385,115,7,0,0,0,122,62,5,0,0,0,67,3,10,4,0,0,19,0,0,0,0,0,0,39,3,0,3,0,49,4,0,0,12,0,16,0,0,0,0,0,0,108,21,11,16,0,149,16,17,0,0,0,37,37,4,0,7,0,48,612,59,6,49,8,740
SAL50039,1445,63,13,25,0,1536,2736,24,0,5,4,2767,620,56,9,0,0,688,60,31,9,0,0,104,9,8,0,0,0,18,297,17,8,0,0,321,32,0,0,54,0,84,7,0,0,0,0,4,1019,111,28,55,5,1221,47,45,0,12,0,103,159,16,0,68,0,238,5402,260,43,160,5,5870
SAL50040,510,27,0,0,0,537,3018,179,0,0,0,3202,568,68,5,0,0,645,0,0,0,0,0,6,0,0,0,0,0,0,196,17,0,0,0,214,32,8,0,0,0,33,0,0,0,0,0,0,790,90,13,0,0,898,20,20,0,0,0,38,97,17,0,0,0,121,4448,335,18,0,0,4801
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50043,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,24,0,0,0,0,23
SAL50044,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10
SAL50045,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL50046,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SAL50047,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50048,16,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,7,53,0,0,0,0,58
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,7
SAL50050,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20
SAL50051,150,0,0,0,0,150,226,0,0,0,0,230,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,42,0,0,0,0,42,3,0,0,0,0,4,43,0,0,0,0,46,465,0,0,0,0,474
SAL50052,20,0,0,0,0,27,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,60,0,0,0,0,55
SAL50053,1077,381,3,0,0,1460,830,705,12,0,0,1548,269,452,3,0,0,725,21,230,0,0,0,250,4,24,0,0,0,34,165,222,0,0,0,387,21,20,0,0,0,36,5,12,0,0,0,10,478,953,11,0,0,1442,36,67,0,0,0,100,92,139,3,0,4,232,2512,2243,24,0,4,4783
SAL50054,1855,73,0,61,0,1991,7271,93,4,4,4,7380,1795,108,27,0,0,1925,17,0,15,0,0,30,8,0,4,0,0,14,572,19,0,3,0,599,158,9,0,20,0,189,10,0,0,0,0,11,2560,139,44,29,0,2765,89,96,0,3,0,188,481,20,0,21,0,517,12251,421,47,117,8,12845
SAL50055,650,144,12,0,0,805,1238,502,48,0,0,1784,928,401,61,0,4,1391,109,225,31,0,0,364,24,35,0,0,0,60,399,155,13,0,4,570,114,33,4,0,0,147,15,10,0,0,0,29,1593,857,108,0,5,2566,42,19,3,0,0,57,340,141,10,4,0,502,3862,1663,183,4,10,5715
SAL50056,127,0,0,3,0,134,71,0,0,6,0,71,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,16,0,0,0,0,14,13,0,0,0,0,13,263,0,0,9,0,271
SAL50057,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL50058,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL50059,17,0,0,0,0,18,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,42,0,0,0,3,45
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50061,1805,61,8,0,0,1871,3021,58,5,0,0,3087,452,55,0,0,0,511,96,123,0,0,0,211,14,3,0,0,0,17,286,18,0,0,0,309,51,0,0,0,0,51,5,6,0,0,0,11,904,206,0,0,3,1113,54,5,0,0,0,54,200,20,0,0,0,219,5985,344,10,3,3,6349
SAL50062,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13
SAL50063,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,0,36
SAL50064,13,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25
SAL50065,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,25,0,0,0,0,27
SAL50066,50,0,0,0,0,51,56,0,0,0,0,56,3,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,19,4,0,0,0,0,4,7,0,0,6,0,9,132,0,0,6,4,140
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13
SAL50068,199,0,3,0,0,197,195,0,0,0,0,191,34,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,58,4,0,0,0,0,4,4,0,0,0,0,4,450,0,4,0,0,455
SAL50069,289,3,0,0,0,289,2493,51,0,0,0,2540,424,22,0,0,0,444,91,50,0,0,0,144,20,18,0,0,0,35,206,3,0,0,0,207,26,0,0,0,0,26,0,0,0,0,0,0,766,96,0,0,0,867,18,4,0,0,0,19,116,14,0,0,0,130,3679,167,0,0,3,3851
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,6,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,26
SAL50072,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50073,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50074,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,18
SAL50075,108,0,0,0,0,108,147,0,0,0,0,147,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,3,0,0,0,0,3,24,0,0,0,0,23,313,0,0,0,0,309
