SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL51328,4,9,11,32,23,54,0,5,11,5,11,18,36,38,77,17,22,40,3,0,3,11,8,20,29,34,68,4,0,10,0,4,4,6,0,10,4,9,11,0,0,0,17,14,32,5,4,7,0,4,3,0,3,5,0,0,7,0,0,0,6,14,20,23,26,50,0,0,0,3,0,5,0,0,0,3,8,14,9,20,27,0,0,0,108,127,240
SAL51329,0,0,3,6,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,17,13,21
SAL51330,144,111,258,386,363,744,115,104,220,43,38,81,543,505,1046,240,230,469,82,76,163,78,64,143,400,370,767,17,28,49,55,70,123,26,22,47,77,119,202,0,0,0,171,240,416,145,220,371,72,131,200,38,33,68,112,209,317,4,0,5,368,590,961,542,834,1381,9,16,32,46,83,121,0,5,3,52,103,154,390,395,787,35,29,66,2115,2350,4468
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,9,4,9,14,17,29,0,0,0,4,6,14,19,25,41,6,10,22,0,0,0,0,0,0,6,12,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,9,0,0,0,0,3,0,0,0,0,0,3,0,39,44,88,0,0,0,78,88,169
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,4,6,13,17
SAL51334,0,0,0,4,3,12,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,15,11,28
SAL51335,5,0,7,3,0,3,6,4,12,0,0,0,9,4,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,17,16,33
SAL51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29,0,0,0,27,10,38
SAL51337,121,111,229,627,559,1188,51,54,108,126,109,233,805,729,1533,468,413,880,75,75,146,127,161,291,669,657,1322,37,31,66,5,30,39,87,26,114,42,64,108,0,0,0,169,157,329,91,153,241,19,47,65,23,33,49,36,89,124,0,4,4,163,319,483,336,479,812,16,16,30,32,52,80,0,0,0,47,61,113,105,121,230,3,4,10,2079,2161,4243
SAL51338,0,0,0,3,6,11,0,0,0,0,4,4,3,13,17,10,0,9,0,0,3,0,6,4,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,22,27,44
SAL51339,22,15,42,67,59,127,12,13,26,12,14,24,94,86,180,56,51,103,10,0,10,33,31,62,101,85,179,7,4,11,0,0,0,18,9,26,0,8,14,0,0,0,25,25,51,11,14,28,4,5,6,0,0,5,0,13,16,0,0,0,20,29,45,46,55,93,4,4,10,3,6,8,0,0,0,5,8,16,425,79,502,0,6,3,689,326,1017
SAL51340,128,132,256,509,452,960,76,72,148,121,117,236,710,648,1354,329,304,630,41,46,92,96,89,183,468,442,908,25,36,64,13,35,47,42,34,80,46,86,135,0,0,0,137,189,322,64,89,158,14,41,56,16,18,30,32,41,69,0,0,0,129,192,317,260,384,643,14,27,41,25,41,74,0,0,3,43,79,114,326,285,613,10,15,21,1939,1973,3912
SAL51341,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,40,0,0,0,24,30,50
SAL51342,5,9,14,20,12,27,0,0,0,10,16,22,30,28,60,23,28,53,3,0,0,6,0,6,29,29,62,0,0,0,0,0,0,3,0,6,0,9,8,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,3,11,13,4,14,22,7,0,7,0,0,0,0,0,0,7,0,0,55,59,112,0,0,0,128,145,274
SAL51343,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,10
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,41,34,72,204,178,383,16,15,30,11,15,28,235,208,445,164,186,354,22,15,34,15,19,37,208,216,428,5,13,18,4,18,22,17,0,16,5,22,34,0,0,0,26,59,86,96,112,205,24,30,54,9,14,25,19,30,51,0,0,0,151,186,338,178,247,430,3,11,17,12,12,26,0,0,0,17,20,37,34,39,80,10,16,22,723,785,1512
SAL51346,45,35,78,203,225,425,14,17,23,9,9,21,229,243,476,122,117,231,11,19,32,38,30,69,173,163,337,6,5,8,4,7,13,6,0,6,10,13,21,0,0,3,17,28,53,66,116,187,23,42,59,12,7,21,30,61,90,0,0,0,127,224,353,147,255,400,4,3,5,14,16,32,0,0,0,15,20,38,109,88,197,4,5,15,716,810,1536
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,21,31,53,106,84,190,29,27,55,18,32,47,154,139,293,64,51,116,35,26,57,20,22,39,120,91,217,3,16,16,4,7,16,4,18,25,13,22,37,0,0,0,33,59,88,19,26,42,9,16,24,11,3,14,14,25,41,0,0,0,52,71,122,84,130,216,4,9,5,8,23,37,0,0,0,16,30,46,144,206,350,3,0,4,540,629,1174
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5
SAL51350,0,0,0,0,0,3,0,0,0,0,5,5,0,5,3,3,0,3,0,0,0,0,0,3,4,5,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,4,0,4,15,18,31
SAL51351,15,13,27,35,17,57,10,11,17,4,7,13,49,34,86,16,23,39,7,9,19,18,21,39,36,51,90,0,5,8,3,0,9,7,3,7,3,10,11,0,0,0,16,17,29,3,7,10,0,0,3,0,0,0,3,7,13,0,0,0,10,16,32,27,35,55,3,5,3,6,6,7,0,0,0,4,6,10,33,25,57,0,0,0,165,165,334
SAL51352,42,43,83,113,135,246,45,48,86,19,27,37,168,198,371,80,82,159,9,15,32,12,11,27,101,112,214,9,10,18,7,10,14,11,4,15,14,25,46,0,0,0,38,45,90,14,35,45,11,17,25,3,3,8,17,17,30,0,0,0,34,76,111,76,118,196,7,5,11,7,8,17,0,0,0,16,14,32,27,21,51,0,0,0,438,514,956
SAL51353,4,10,12,24,18,38,0,3,4,0,7,9,25,22,50,58,52,111,0,0,0,0,6,8,58,57,114,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,27,23,56,0,0,0,122,120,245
SAL51354,41,33,73,160,169,329,14,17,32,57,47,103,231,228,456,94,93,186,22,12,28,71,57,133,178,166,346,6,6,18,0,8,9,32,13,44,13,21,31,0,0,0,56,48,101,25,38,63,5,11,19,3,9,13,16,32,49,0,0,0,49,88,139,107,135,241,0,0,4,14,24,35,0,0,0,17,25,36,56,49,104,0,0,7,630,634,1264
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,39,0,39
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,5,6,14
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,54,40,91,144,134,282,52,45,96,22,27,47,221,202,427,66,77,150,66,53,123,7,3,14,146,142,291,9,4,12,5,3,13,29,12,40,19,28,49,0,0,0,60,51,113,4,11,12,8,7,18,4,4,4,17,30,51,0,0,0,30,53,85,90,105,196,6,3,10,12,15,24,0,0,0,18,15,37,287,202,493,7,5,7,825,713,1541
SAL51360,56,65,114,183,195,378,94,89,183,53,58,115,332,346,672,90,108,197,127,124,256,88,93,186,315,325,640,7,8,19,6,10,15,19,0,24,14,16,29,0,0,0,52,30,86,119,132,247,23,19,42,18,22,45,24,46,68,0,0,0,186,227,405,238,257,491,5,8,12,20,18,36,0,0,0,27,23,48,66,78,139,7,11,14,1033,1090,2128
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL51362,7,15,23,35,30,66,3,13,21,3,8,4,47,45,92,22,27,45,3,5,12,3,0,5,29,33,64,0,0,0,0,0,0,5,3,6,7,3,14,0,0,0,15,9,24,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,3,3,5,13,17,30,0,3,4,0,4,6,0,0,0,3,6,11,404,141,548,0,0,0,499,268,763
SAL51363,77,69,143,231,200,436,84,71,163,29,28,53,351,306,651,140,154,297,101,79,182,33,45,75,273,275,552,12,12,26,8,24,24,37,13,49,23,46,68,0,0,0,82,94,168,8,22,29,8,30,38,9,16,22,19,55,79,0,0,0,50,124,169,127,212,344,5,9,13,13,16,34,0,0,0,18,35,52,198,206,404,4,9,8,1049,1108,2156
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,8
SAL51365,0,12,11,9,10,14,20,13,31,5,5,7,31,29,61,14,6,18,13,6,13,0,0,0,24,9,38,0,0,0,0,0,4,4,3,3,0,9,5,0,0,0,4,12,14,0,0,0,0,0,0,4,0,4,3,5,6,0,0,0,4,5,8,11,14,25,0,0,0,0,5,5,0,0,0,0,4,4,104,89,200,5,0,5,172,162,332
SAL51366,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
SAL51368,24,20,43,54,56,109,7,13,21,14,14,23,76,81,156,24,25,47,28,25,52,29,26,49,84,71,156,0,0,4,6,6,6,3,3,13,13,17,28,0,0,0,26,27,50,22,52,78,16,33,48,4,7,17,19,26,45,4,0,8,70,119,190,92,151,242,0,0,4,7,14,20,0,0,0,10,13,24,76,63,140,17,23,38,382,419,801
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL51370,0,0,4,4,3,11,0,0,0,0,0,0,4,4,8,0,0,0,0,4,7,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,0,16,15,26
SAL51371,57,50,98,152,96,244,28,32,56,38,25,63,215,149,370,47,55,100,25,24,52,47,28,74,119,111,232,6,4,13,0,0,6,6,8,15,16,20,34,0,0,0,27,35,62,36,29,68,11,13,24,0,10,8,14,30,44,0,0,0,63,79,143,88,116,205,0,8,8,19,10,30,0,0,0,14,16,31,29,30,58,7,0,8,529,471,996
SAL51372,89,88,176,468,486,961,45,42,90,20,14,34,536,548,1081,336,306,640,0,3,4,4,7,16,339,319,661,16,9,19,14,25,35,37,24,66,65,93,163,0,0,0,128,149,282,0,13,18,8,31,40,5,6,12,33,53,84,0,0,0,47,104,158,181,259,435,18,21,36,25,30,54,0,0,0,39,51,91,1860,924,2789,25,13,38,3067,2206,5266
SAL51373,45,47,96,172,140,311,24,29,58,3,9,17,203,178,385,83,117,198,29,39,70,18,14,30,134,168,297,5,8,10,6,8,11,23,8,25,22,53,70,0,0,0,54,71,120,5,9,11,6,0,5,0,0,3,7,17,31,0,3,4,21,29,51,76,99,171,0,0,0,6,17,25,0,0,0,11,22,32,184,149,332,0,6,10,655,667,1324
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51375,0,0,5,6,9,14,0,0,0,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,16,16,30
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,3,4
SAL51377,45,49,91,191,180,369,24,35,56,22,14,36,231,232,459,128,116,239,31,20,55,15,15,29,172,149,321,12,11,22,9,16,26,18,17,37,16,34,53,0,0,0,56,77,132,47,64,108,29,28,58,7,8,17,21,26,49,0,0,0,95,131,226,155,209,365,5,3,10,19,20,37,0,0,0,28,24,51,118,117,234,0,5,5,746,775,1518
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,7,6
SAL51379,0,0,0,3,3,9,0,0,0,0,0,0,3,5,9,4,0,3,0,4,4,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,3,3,0,3,7,4,15,0,0,0,19,18,37
SAL51380,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SAL51381,96,67,162,175,137,315,57,60,119,90,67,162,328,266,595,63,57,123,79,69,146,310,137,442,449,260,715,25,21,43,17,29,51,27,12,40,39,58,94,0,0,0,105,127,228,260,265,524,109,110,214,26,44,73,108,133,234,0,0,0,506,544,1053,610,667,1281,11,12,23,30,40,68,0,0,0,45,48,94,279,293,571,47,34,82,1852,1647,3498
SAL51382,0,4,7,0,0,5,8,5,11,3,4,6,13,9,19,4,0,4,4,4,10,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,16,0,0,0,28,32,59
SAL51383,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,5,13,16
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,5,7
SAL51385,0,0,0,16,7,17,0,0,0,0,0,0,16,7,17,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,25,13,40
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51387,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL51390,26,25,52,71,59,131,40,27,68,60,61,123,178,142,314,48,60,102,7,14,19,37,51,85,92,119,219,7,3,15,0,10,10,16,10,28,6,17,24,0,0,0,22,42,70,3,26,27,3,13,20,4,7,9,3,21,24,0,0,0,13,63,74,41,107,145,3,8,5,4,8,14,0,0,0,9,16,21,86,78,162,0,0,0,424,493,921
SAL51391,0,0,0,6,4,7,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,12,10,20
SAL51392,0,3,3,0,0,3,4,6,8,0,0,0,5,8,16,0,0,0,0,4,8,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,5,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,19,37
SAL51393,5,5,5,11,16,20,8,9,17,0,0,6,17,30,49,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,10,0,0,0,4,0,4,0,0,0,3,0,3,42,17,63,0,0,0,71,56,129
SAL51394,127,149,275,596,510,1109,71,88,159,160,160,317,827,761,1587,332,325,662,89,79,165,183,153,333,605,560,1160,33,18,51,15,32,47,38,29,67,49,83,134,0,0,0,140,159,297,178,238,409,34,49,82,28,35,55,58,88,147,0,0,0,294,401,700,433,565,1003,27,19,44,38,50,87,0,0,0,65,69,137,156,168,327,12,23,40,2229,2300,4527
SAL51395,12,21,36,58,43,99,9,20,29,0,8,12,67,71,140,45,45,91,8,5,12,3,3,15,58,59,120,0,4,7,0,5,4,5,7,13,6,13,14,0,0,0,13,25,35,0,0,0,0,0,0,5,3,8,4,4,7,0,0,0,7,8,20,18,39,54,3,0,9,0,7,7,0,0,0,3,8,13,152,174,327,0,0,3,320,371,689
