SAL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SAL50011,34,0,0,0,0,36,13,0,0,0,0,13,15,0,0,0,0,15,26,0,0,0,0,26,44,0,0,0,0,46,196,8,0,0,0,207,503,8,0,0,0,516,715,10,0,0,0,727,325,4,0,0,0,327,120,0,0,0,0,121,73,0,0,0,0,73,126,0,0,0,0,122,2184,38,0,0,3,2222
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50013,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,16,24,0,0,0,0,24,19,0,0,0,0,19,8,0,0,0,0,8,8,0,0,0,0,8,6,0,0,0,0,6,9,0,0,0,0,9,102,0,0,0,0,107
SAL50014,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,8,0,0,0,0,8,28,0,0,0,0,28,18,0,0,0,0,18,9,0,0,0,0,9,9,0,0,0,0,9,7,0,0,0,0,7,99,0,0,0,0,99
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,42,0,0,0,0,46
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,47,7,0,0,0,53,4,0,4,0,0,7,8,3,6,0,0,12,6,0,0,0,0,7,13,0,0,0,0,11,25,8,6,0,0,41,14,15,20,0,0,48,42,18,34,0,0,95,38,18,11,0,0,71,68,19,9,0,0,91,201,18,8,0,0,225,43,11,3,0,0,59,501,122,102,0,0,724
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50024,30,3,0,0,0,37,0,3,0,0,0,5,3,3,0,0,0,3,11,0,0,0,0,12,7,0,0,0,0,7,24,8,0,0,0,36,30,7,7,0,0,40,71,16,3,0,0,93,62,6,0,0,0,68,111,9,0,0,0,121,108,14,0,0,0,118,26,9,0,0,0,35,495,78,13,0,0,586
SAL50025,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,12,32,0,0,0,0,31,18,0,0,0,0,18,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,114,0,0,0,0,114
SAL50026,71,8,0,0,0,79,40,14,0,0,0,55,40,13,3,0,0,54,97,33,0,0,0,128,151,42,0,0,0,192,391,77,3,0,0,476,345,47,3,0,0,392,128,15,0,0,0,143,25,7,0,0,0,36,15,3,0,0,0,22,17,4,0,0,0,24,79,12,0,0,0,90,1401,271,15,0,0,1689
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50031,21,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,12,30,3,9,0,0,39,38,9,11,0,0,51,58,11,3,0,0,72,29,3,9,0,0,40,57,4,4,0,0,64,38,4,0,0,0,46,19,4,0,0,0,21,309,39,35,0,0,385
SAL50032,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,38,6,0,0,0,35,112,4,0,0,0,113,137,0,0,0,0,141,47,0,0,0,0,52,29,0,0,0,0,29,17,0,0,0,0,17,30,3,0,0,0,30,445,10,0,0,0,452
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,15,0,0,0,0,11,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,13,24,0,0,0,0,27,29,4,0,0,0,31,45,0,0,0,0,49,28,0,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,12,0,0,0,0,13,180,8,0,0,0,195
SAL50035,52,4,3,0,0,59,9,3,0,0,0,7,5,6,0,0,0,12,4,0,0,0,0,8,14,4,5,0,0,20,35,14,8,0,0,53,34,25,10,0,0,70,73,34,5,0,0,113,68,16,4,0,0,89,123,13,0,0,0,135,199,15,0,0,0,213,37,8,0,0,0,49,665,142,31,0,0,830
SAL50036,62,0,0,0,0,62,26,0,0,0,0,26,27,0,0,0,0,27,40,0,0,0,0,40,49,0,0,0,0,50,167,3,8,0,0,178,283,0,5,0,0,292,462,0,0,0,0,466,208,0,0,0,0,208,150,0,0,0,0,150,69,0,0,0,0,66,80,0,0,0,0,80,1608,12,15,0,0,1638
SAL50037,26,9,0,0,0,35,7,0,0,0,0,7,9,0,0,0,0,15,17,0,0,0,0,16,10,0,0,0,0,15,107,13,0,0,0,117,208,27,0,0,0,242,373,20,0,0,0,398,196,6,0,0,0,205,120,0,0,0,0,122,59,0,0,0,0,59,40,5,0,0,0,41,1183,87,0,0,0,1269
SAL50038,8,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,18,0,0,0,0,21,18,3,0,0,0,21,25,0,0,0,0,25,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,4,10,0,0,0,0,10,115,7,0,0,0,122
SAL50039,84,0,0,0,0,80,37,0,0,0,0,41,30,0,0,0,0,35,74,0,0,0,0,73,107,0,0,0,0,104,437,3,0,0,0,437,749,3,0,0,0,751,695,0,0,0,0,699,209,0,0,0,0,209,113,0,0,0,0,112,68,0,0,0,0,68,142,3,0,0,0,143,2736,24,0,5,4,2767
SAL50040,66,5,0,0,0,71,20,0,0,0,0,20,10,0,0,0,0,13,30,0,0,0,0,40,55,0,0,0,0,55,289,32,0,0,0,317,677,44,0,0,0,717,1051,72,0,0,0,1125,395,16,0,0,0,407,178,5,0,0,0,190,105,4,0,0,0,105,141,5,0,0,0,147,3018,179,0,0,0,3202
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50048,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50051,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,6,31,0,0,0,0,31,49,0,0,0,0,49,53,0,0,0,0,53,31,0,0,0,0,31,16,0,0,0,0,15,15,0,0,0,0,15,10,0,0,0,0,10,226,0,0,0,0,230
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SAL50053,41,31,0,0,0,66,6,17,0,0,0,19,15,8,0,0,0,23,28,19,0,0,0,46,25,32,0,0,0,61,91,141,0,0,0,230,109,181,3,0,0,293,206,164,3,0,0,368,101,40,0,0,0,145,108,37,0,0,0,142,54,11,0,0,0,62,49,33,0,0,0,77,830,705,12,0,0,1548
SAL50054,128,4,0,0,0,131,51,0,0,0,0,50,41,4,0,0,0,47,101,5,0,0,0,104,140,6,0,0,0,150,818,31,0,3,3,850,1739,23,0,0,0,1764,2439,18,0,0,0,2456,801,4,0,0,0,811,389,0,0,0,0,396,253,0,0,0,0,252,372,4,0,0,0,375,7271,93,4,4,4,7380
SAL50055,63,18,0,0,0,82,25,7,0,0,0,33,16,11,0,0,0,27,36,32,4,0,0,75,71,33,6,0,0,108,290,129,13,0,0,436,339,121,11,0,0,466,212,74,5,0,0,292,57,24,0,0,0,83,29,13,0,0,0,39,25,13,0,0,0,30,75,36,5,0,0,111,1238,502,48,0,0,1784
SAL50056,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,6,0,19,13,0,0,0,0,13,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,71,0,0,6,0,71
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,160,5,0,0,0,165,59,0,0,0,0,63,47,0,0,0,0,51,87,6,0,0,0,92,120,5,0,0,0,121,464,14,0,0,0,478,657,19,0,0,0,675,731,12,0,0,0,741,267,0,0,0,0,271,158,0,0,0,0,155,78,0,0,0,0,78,202,0,0,0,0,207,3021,58,5,0,0,3087
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6
SAL50066,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,56,0,0,0,0,56
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50068,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,26,0,0,0,0,26,40,0,0,0,0,40,12,0,0,0,0,12,29,0,0,0,0,29,37,0,0,0,0,32,15,0,0,0,0,15,195,0,0,0,0,191
SAL50069,47,0,0,0,0,47,14,0,0,0,0,14,8,0,0,0,0,8,44,0,0,0,0,44,67,3,0,0,0,69,318,11,0,0,0,334,637,22,0,0,0,655,830,12,0,0,0,844,256,4,0,0,0,255,87,0,0,0,0,87,52,0,0,0,0,52,133,0,0,0,0,131,2493,51,0,0,0,2540
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
