SAL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50011,2370,2643,5012,7,3,5,0,0,0,7,11,22,12,25,35,9,3,12,7,7,19,0,0,0,16,17,35,0,0,0,4,14,20,85,78,165,17,22,36,4,3,8,6,5,9,46,50,104,8,12,21,10,11,19,6,10,15,0,0,3,30,27,58,0,0,0,4,12,18,210,248,460,10,3,13,70,84,152,7,8,17,11,15,31,225,248,478,0,3,10,4,5,11,13,17,28,1014,1185,2200,11,13,16,0,9,13,246,314,563,117,128,247,6,9,14,4606,5261,9867
SAL50012,8,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19
SAL50013,242,227,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,22,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,19,41,0,0,0,0,0,0,0,4,6,9,10,11,0,0,0,291,282,569
SAL50014,64,44,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,5,21,0,0,0,75,54,127
SAL50015,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13
SAL50016,208,199,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,26,28,50,0,3,3,4,0,0,9,9,7,11,16,22,0,0,0,271,269,536
SAL50017,35,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,42,34,77
SAL50018,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7
SAL50019,111,80,194,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,15,6,18,0,0,0,4,6,4,3,9,14,7,10,15,0,0,0,155,121,274
SAL50020,15,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,26,24,49
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,1970,2114,4082,0,0,0,5,0,6,12,11,27,77,107,187,4,6,12,4,3,14,0,3,5,13,20,29,0,5,5,24,24,51,77,74,143,67,95,161,38,30,66,8,3,8,33,25,53,34,25,56,8,14,15,21,22,40,6,8,11,110,137,239,9,7,10,10,11,17,60,64,126,8,6,10,9,15,25,0,6,10,60,71,133,80,92,170,19,21,40,11,11,25,7,15,22,291,295,586,22,29,56,13,19,23,170,203,368,118,94,207,27,21,46,3398,3711,7107
SAL50023,26,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,32,21,50
SAL50024,1270,1380,2648,3,0,3,0,0,0,5,7,16,59,87,142,4,6,13,3,3,3,0,0,0,8,3,13,5,0,5,13,18,32,32,35,67,57,85,138,37,39,69,0,4,8,16,18,32,12,18,26,3,9,11,15,18,32,0,3,4,60,77,141,5,4,8,4,8,10,34,27,60,0,0,0,11,16,26,6,8,10,35,54,94,53,39,95,19,18,37,3,7,5,3,17,13,180,184,361,13,13,28,12,12,24,108,111,218,37,51,85,13,14,23,2126,2379,4504
SAL50025,206,224,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,0,0,0,0,6,6,26,21,47,0,0,4,0,0,0,6,0,8,18,16,30,0,0,0,275,295,567
SAL50026,4141,4196,8336,7,6,11,0,3,4,7,8,16,17,31,46,8,6,12,4,5,6,3,0,7,30,42,63,0,0,0,7,0,8,115,109,225,18,36,53,12,8,19,9,7,19,17,7,24,10,14,31,4,6,9,3,9,8,7,4,8,18,42,59,9,6,13,58,90,148,225,204,431,13,5,15,65,137,204,7,10,21,24,25,47,26,33,63,15,15,32,0,6,11,32,55,83,594,743,1340,17,28,42,3,14,22,281,296,576,586,590,1176,6,5,10,6392,6822,13209
SAL50027,21,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,25,27,51
SAL50028,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,26,0,0,0,34,12,51
SAL50029,34,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,39,24,64
SAL50030,31,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,65
SAL50031,932,876,1803,0,0,0,0,0,0,3,0,7,24,43,65,0,0,5,0,3,6,0,0,0,12,3,14,0,0,0,9,8,14,34,28,56,9,11,24,3,3,10,0,3,6,15,12,31,13,8,23,0,4,6,4,8,8,0,0,0,22,26,45,0,5,5,9,7,15,43,39,85,13,0,12,8,16,20,4,3,6,20,22,48,23,30,60,18,9,28,0,6,11,5,6,8,129,107,241,8,5,11,12,24,30,87,87,174,152,171,325,32,7,34,1649,1584,3233
SAL50032,712,812,1525,3,0,8,0,0,5,8,0,10,9,12,18,0,3,3,7,5,11,0,0,0,0,5,6,3,0,3,0,4,5,42,44,86,0,3,3,0,3,6,4,0,0,14,13,27,5,3,4,0,0,0,0,0,0,0,0,0,7,9,12,5,0,3,0,3,3,55,37,97,4,4,9,9,19,28,0,3,3,4,0,3,37,46,83,0,3,5,0,4,0,0,4,4,258,302,554,0,6,6,3,4,13,55,72,132,36,35,67,0,3,6,1282,1487,2764
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50034,458,456,913,0,0,0,0,0,0,0,0,4,4,3,9,0,0,0,0,3,5,0,0,0,3,3,12,0,0,0,0,0,0,10,12,18,3,10,12,0,0,0,0,0,0,0,0,3,6,0,5,6,5,3,0,0,0,0,0,0,7,4,12,3,0,9,6,3,11,21,19,43,0,0,0,4,11,17,0,0,0,3,0,3,5,9,12,0,0,0,0,4,4,0,6,6,47,48,88,0,3,0,0,3,7,31,36,66,52,33,87,0,0,0,685,681,1372
SAL50035,2132,2498,4634,0,0,0,0,0,3,10,11,22,20,26,45,13,10,24,10,9,9,0,0,0,8,15,22,5,3,7,5,7,7,18,24,46,22,31,49,3,6,14,0,4,3,29,25,51,37,31,67,0,5,5,6,6,17,0,6,6,21,43,57,0,0,0,13,10,18,47,61,111,0,0,4,8,17,22,3,9,16,32,31,60,57,72,129,8,5,13,0,3,5,3,15,17,327,312,641,16,14,27,3,6,8,112,141,252,60,59,123,13,5,14,3038,3509,6548
SAL50036,2930,3016,5949,0,0,0,5,0,8,9,14,22,106,129,240,4,8,14,4,6,4,0,0,0,9,6,19,0,0,0,10,16,27,81,84,166,31,36,72,22,35,56,5,3,8,23,19,47,15,11,30,0,14,15,36,40,81,4,0,7,84,94,182,0,0,3,10,8,20,144,109,255,4,8,18,45,65,106,18,28,40,42,49,86,82,96,171,23,27,52,5,19,23,3,28,28,376,387,770,15,17,28,6,6,9,166,191,355,72,83,153,10,12,20,4412,4659,9070
SAL50037,1987,2104,4087,0,0,0,11,0,15,5,9,16,60,70,130,15,5,20,0,0,0,0,0,0,4,4,11,0,0,0,19,15,38,155,161,323,23,28,47,18,22,38,4,7,7,20,19,38,13,6,13,3,12,14,10,16,31,3,4,11,62,62,123,4,8,16,9,17,27,98,100,200,14,10,25,42,66,107,3,4,9,38,45,84,66,84,152,12,34,48,0,14,21,0,10,10,272,298,571,8,11,15,4,10,19,138,154,296,48,50,98,6,8,11,3180,3468,6641
SAL50038,492,533,1023,0,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,8,0,4,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,18,22,42,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,4,4,85,90,176,0,3,3,4,0,3,12,21,28,59,56,111,13,0,13,720,755,1474
SAL50039,5718,6091,11806,0,0,6,4,0,8,8,10,11,16,44,67,0,0,0,0,0,0,3,0,11,17,39,59,0,3,6,0,4,7,74,62,131,3,26,26,0,0,4,4,8,15,32,38,69,34,20,45,4,4,11,16,17,27,0,0,0,18,20,38,0,0,0,29,20,51,309,310,620,9,5,10,39,77,118,0,9,9,13,13,24,124,145,268,0,0,5,9,25,32,5,31,35,463,520,981,8,15,26,3,8,16,149,140,287,265,235,496,6,10,15,7401,7942,15340
SAL50040,4026,4419,8446,4,6,10,5,6,6,9,14,23,23,23,46,8,5,14,13,6,19,5,4,9,21,27,45,0,0,4,0,5,14,371,368,736,7,27,36,10,6,13,8,9,9,33,32,65,19,16,33,0,9,13,10,20,37,3,3,8,28,46,76,0,0,0,8,4,14,318,344,660,4,4,10,138,171,311,10,18,23,30,35,56,170,170,343,17,21,37,5,6,4,7,36,44,519,523,1044,26,11,36,19,41,58,445,550,993,148,147,290,9,13,22,6488,7140,13628
SAL50041,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SAL50042,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SAL50043,14,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,21,0,0,0,28,26,59
SAL50044,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,20,9,35
SAL50045,17,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,19,17,39
SAL50046,14,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22
SAL50047,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,8
SAL50048,70,47,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,3,6,9,13,12,29,3,0,11,114,82,205
SAL50049,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,9,13,18
