SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50024,0,0,0,6,0,0,8,16,15,53,0,0,0,3,3,0,5,3,0,16,15,4,9,14,17,15,12,8,8,102,114,269,417,641,608,530,487,255,103,3428
SAL50025,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,3,0,0,24,20,19,44,62,103,107,67,22,4,443
SAL50026,9,14,10,36,43,64,99,107,53,437,3,3,12,18,6,14,15,14,11,92,69,110,204,150,141,116,125,114,68,1096,388,899,1851,1582,1554,1548,1404,853,337,10410
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,6,9,5,10,7,5,0,40
SAL50028,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,5,0,0,0,22,0,5,8,3,7,11,10,0,0,44
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,11,9,12,4,0,0,51
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,11,19,7,0,0,55
SAL50031,0,0,0,4,5,10,19,12,6,48,0,0,6,0,7,0,0,0,0,22,6,13,57,26,44,26,31,54,78,331,65,190,456,394,462,501,376,200,115,2753
SAL50032,0,0,3,0,0,4,4,17,15,47,0,0,0,0,0,6,0,3,0,5,3,9,9,8,0,4,9,22,17,82,51,163,359,376,334,237,254,259,90,2117
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50034,0,0,0,0,3,10,7,12,5,34,0,0,0,0,0,0,0,0,0,4,5,9,24,15,16,14,10,8,3,95,39,77,215,203,195,153,117,76,26,1104
SAL50035,0,0,0,0,0,4,17,37,21,82,0,0,0,0,0,0,4,4,3,14,5,3,7,19,14,21,16,17,14,118,182,356,500,770,984,845,609,440,203,4886
SAL50036,0,0,0,8,8,12,27,26,9,98,0,0,9,5,8,5,12,4,3,41,11,21,21,29,19,19,16,7,0,147,322,643,1016,1417,1575,867,465,208,45,6557
SAL50037,0,0,0,8,5,7,18,9,9,58,0,0,5,0,4,0,4,0,0,15,9,7,13,21,19,4,8,21,41,149,155,332,842,1434,801,366,275,125,84,4424
SAL50038,0,0,0,3,0,0,10,5,17,44,0,0,0,0,0,0,0,4,0,6,0,6,8,9,13,10,22,18,16,96,14,35,85,108,163,248,359,192,99,1289
SAL50039,0,0,15,13,15,34,51,79,40,261,0,0,4,0,0,8,3,8,0,32,35,31,74,63,58,78,74,44,19,473,416,722,1915,2179,1808,1708,1355,716,171,10988
SAL50040,4,0,9,13,17,17,29,34,5,124,0,0,5,9,3,11,9,3,0,39,27,19,63,59,40,19,30,12,3,266,344,804,2487,2401,1543,955,587,233,47,9399
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,3,6,6,15,12,9,0,0,42
SAL50044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,8,8,3,5,0,29
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,10,12,0,0,0,36
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,3,0,17
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8
SAL50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,4,0,0,22,7,13,38,24,23,22,25,10,0,164
SAL50049,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,6,5,0,0,20
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,0,7,4,8,11,7,3,0,40
SAL50051,0,0,0,0,5,3,7,6,3,31,0,0,0,0,0,0,0,0,0,0,6,0,6,30,7,9,24,6,0,90,33,39,100,161,172,149,187,71,4,928
SAL50052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,14,8,13,16,13,24,32,11,11,0,129
SAL50053,0,5,6,14,17,21,138,219,138,560,0,0,9,14,10,19,23,39,29,143,16,27,87,77,65,62,55,74,103,558,189,550,1780,1671,1252,1087,963,796,406,8694
SAL50054,7,6,19,40,27,46,83,97,31,354,0,0,9,13,16,11,10,7,0,64,85,75,243,198,143,85,121,93,21,1057,1019,2016,6049,5697,4110,2754,1912,1029,166,24759
SAL50055,10,11,72,71,76,82,103,110,33,564,0,4,48,64,49,43,32,25,9,276,71,111,213,221,153,79,71,55,18,995,276,1020,2896,2144,1417,1109,899,516,121,10395
SAL50056,0,4,4,0,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,20,4,0,32,9,17,39,52,65,102,136,56,13,486
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,19
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,14
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,13,9,17,15,5,3,62
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50061,5,0,39,63,68,100,117,87,41,516,0,6,46,57,70,65,35,23,9,323,44,36,95,78,81,68,69,41,9,524,585,1297,2299,2178,2421,2701,1500,652,190,13823
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,5,4,7,0,27
SAL50063,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,11,20,12,0,57
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,5,6,10,11,3,0,45
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,5,8,3,11,20,8,0,0,59
SAL50066,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,5,0,0,31,9,6,33,50,52,51,36,32,0,262
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,128,114,128,78,9,0,0,499,4,72,213,188,220,130,19,0,0,842
SAL50068,0,0,0,0,3,0,8,13,0,27,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,5,0,18,39,110,158,142,199,206,143,61,18,1074
SAL50069,5,3,10,16,15,23,20,8,0,92,0,0,18,15,19,19,10,0,0,74,30,20,56,60,38,36,21,11,6,271,345,690,2180,1965,1192,732,367,107,18,7593
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,7,12,17,3,3,4,0,52
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,4,5,0,0,16
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,8,7,0,10,10,0,0,37
SAL50075,0,0,0,0,0,5,9,14,3,33,0,0,0,0,5,0,4,0,0,7,4,0,8,0,9,9,7,5,0,40,37,51,65,94,141,134,103,56,13,694
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,49,56,24,6,0,0,186,0,3,64,80,92,45,6,0,0,295
SAL50077,0,0,0,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,17,36,46,43,43,29,3,241
SAL50078,7,0,5,12,13,32,63,82,69,277,0,0,0,0,7,12,6,9,5,44,13,39,57,62,55,70,58,38,15,404,218,575,1379,1574,1442,1345,1037,543,264,8379
SAL50079,0,0,3,3,5,3,6,21,15,56,0,0,0,0,4,5,4,6,8,25,6,4,10,14,20,8,4,8,3,78,105,221,348,497,527,433,390,239,101,2874
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,0,0,3,3,6,6,8,0,0,30,0,0,4,3,0,0,0,0,0,8,27,27,108,106,81,68,52,12,0,480,113,174,774,916,646,390,197,44,0,3257
SAL50082,0,0,6,0,3,4,10,31,25,74,0,0,0,0,3,0,5,0,0,9,4,9,13,16,6,12,10,23,6,94,92,142,339,369,385,378,347,239,74,2364
SAL50083,3,4,14,8,25,37,64,102,97,354,0,0,9,5,11,7,17,16,12,74,13,26,78,72,64,50,61,71,76,515,283,752,2277,2344,2040,1719,1295,737,431,11881
SAL50084,0,0,0,0,6,5,12,9,9,47,0,0,0,0,0,0,0,0,0,13,4,0,8,8,14,17,11,15,8,95,40,46,195,166,199,196,154,95,40,1128
SAL50085,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11,0,3,11,19,24,23,14,5,3,97
SAL50086,0,0,0,3,6,11,51,93,54,216,0,0,6,5,5,6,9,10,16,52,11,9,32,33,29,27,20,22,6,193,108,254,579,716,747,637,542,318,139,4047
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,5,0,6,7,14,4,0,0,44
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7,0,0,0,0,34
SAL50090,0,3,19,27,25,33,50,48,21,234,0,0,17,31,24,15,15,7,6,116,37,45,121,80,53,26,31,27,12,431,229,710,1696,1533,1000,714,630,320,97,6930
SAL50091,0,0,7,10,15,8,33,41,44,164,0,0,0,0,13,7,5,10,8,39,16,13,24,24,24,24,13,23,8,170,147,308,739,890,782,665,483,262,113,4390
SAL50092,0,0,0,4,5,4,5,12,8,43,0,0,0,0,0,0,3,0,0,4,5,8,6,9,10,7,0,4,4,50,108,170,218,362,483,444,261,137,30,2215
SAL50093,7,3,18,39,31,55,88,49,36,320,4,0,12,13,23,24,16,19,8,124,26,24,79,62,42,54,42,22,12,366,284,576,1157,1188,1090,1233,914,344,108,6898
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,18,14,14,9,3,5,86
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,3,5,10,0,0,43,3,9,52,37,25,26,32,6,0,183
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,0,0,4,5,9,4,5,6,0,41
SAL50097,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,8,10,16,20,22,8,0,91
SAL50098,5,3,0,12,12,23,45,30,13,151,0,0,3,0,0,11,9,5,4,25,12,19,51,34,33,27,15,11,6,208,268,514,1303,1388,1159,804,473,169,57,6118
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,8,0,0,0,22
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,3,16,0,17,18,14,0,0,80
SAL50101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,6,8,19,35,20,14,4,0,106
SAL50102,0,0,0,0,0,8,19,8,9,45,0,0,0,0,0,3,3,0,0,7,8,9,15,14,19,8,13,14,0,106,95,192,600,630,470,503,359,121,42,3019
SAL50103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,14,10,15,16,38,63,39,19,3,220
SAL50104,0,0,3,0,7,9,11,17,5,53,0,0,5,0,0,4,0,0,0,12,3,8,5,6,8,14,8,5,9,69,41,90,208,207,186,210,156,56,27,1186
SAL50105,0,4,6,6,15,24,38,53,28,176,0,0,9,12,13,13,9,5,5,71,20,39,126,78,75,43,40,14,16,455,160,558,1460,1117,863,719,555,263,120,5812
SAL50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,0,3,0,14,0,11,21,27,28,38,16,10,9,156
SAL50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,18,32,25,10,10,0,115
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,5,4,0,0,21
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,3,0,14,4,10,12,22,14,18,22,10,0,110
SAL50110,4,0,30,46,39,43,23,12,3,193,0,0,15,28,31,26,25,6,6,133,8,5,37,33,18,17,21,8,0,150,203,405,842,949,771,556,283,107,22,4135
SAL50111,0,10,22,21,17,30,36,59,68,262,3,0,15,4,6,8,10,3,4,64,26,112,168,76,63,43,97,236,349,1167,361,1448,2111,1052,589,478,544,751,673,8016
SAL50112,0,0,0,0,0,9,4,19,10,39,0,0,0,0,0,0,0,0,0,8,3,4,11,9,11,17,11,5,0,74,42,81,162,183,197,209,177,83,28,1163
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,9,6,4,0,0,32
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,0,0,4,12,8,10,20,17,3,77,0,0,6,3,0,0,0,3,0,18,17,17,35,41,8,20,11,4,0,154,172,383,945,1158,733,375,216,86,12,4076
SAL50116,0,0,0,0,0,3,18,21,3,52,0,0,0,0,0,0,0,0,0,0,6,6,8,11,13,10,24,18,4,103,23,21,73,110,118,168,231,124,46,902
SAL50117,0,5,4,0,7,16,22,52,25,127,0,0,0,0,0,6,0,6,0,21,7,5,24,26,14,18,35,37,28,188,152,335,612,664,788,831,612,373,177,4542
SAL50118,0,0,0,0,0,0,3,5,3,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,9,17,51,42,71,114,114,78,36,13,540
SAL50119,0,0,0,0,3,5,16,38,39,102,0,0,0,4,0,0,5,4,7,21,3,12,28,14,22,24,32,49,39,218,187,375,617,783,941,918,794,478,261,5355
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,0,4,0,0,15
SAL50121,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,0,14,7,0,10,19,41,38,43,18,0,176
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,14
SAL50123,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,4,3,5,13,53,40,18,26,9,4,0,169,34,96,319,299,169,167,70,19,7,1178
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,3,12,8,0,4,0,49
SAL50126,0,0,0,0,0,4,5,5,3,23,0,0,4,0,0,0,0,0,0,5,4,6,3,11,13,18,18,14,4,92,22,29,79,114,146,192,181,98,29,897
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50129,0,0,0,4,0,3,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,7,0,4,4,44,26,49,132,167,171,192,168,53,14,961
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,7,4,9,14,3,0,0,42
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,3,3,6,15,7,19,0,0,64
SAL50132,0,0,0,5,0,0,4,31,32,70,0,0,0,0,0,0,0,4,4,5,6,3,10,14,10,16,18,18,12,107,35,56,115,135,175,189,201,161,104,1180
SAL50133,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,23,20,8,6,70
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,10,7,6,0,31
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,10,4,7,3,0,0,30
SAL50136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,6,0,0,14,5,3,0,31
SAL50137,0,0,0,0,0,4,7,6,4,24,0,0,0,5,0,0,0,0,0,5,4,0,16,16,22,26,13,6,3,109,25,54,202,235,234,247,132,54,13,1199
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,0,25
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,3,0,0,36
SAL50140,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,5,11,33,28,9,3,101
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,8,17,0,13,0,0,37
SAL50142,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,0,0,23,5,5,7,13,39,47,35,15,0,170
SAL50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,7,5,0,0,37,5,4,29,28,36,19,9,4,0,136
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50145,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,16,5,10,0,20,21,23,24,5,0,108
