SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50452,0,0,0,0,7,11,29,59,33,151,0,0,0,0,0,0,0,4,3,9,8,9,25,15,24,24,28,26,11,171,83,228,455,425,483,507,494,364,130,3168
SAL50453,0,7,11,18,30,31,24,29,9,164,0,4,3,15,14,15,12,4,0,76,7,35,93,56,26,22,13,17,3,273,115,549,1467,1032,636,523,331,130,44,4829
SAL50454,0,0,0,0,0,9,8,15,3,39,0,0,0,0,3,0,7,0,0,3,9,4,4,15,21,21,23,9,0,107,21,41,90,114,110,166,190,119,13,871
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,6,7,3,0,0,23
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50457,0,0,0,0,0,7,13,48,30,96,0,0,0,0,0,0,6,0,4,7,11,3,24,49,26,27,46,74,101,357,195,364,710,893,1156,1046,813,463,259,5899
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,6,7,27,25,4,0,78
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,8,3,0,12,7,4,0,0,38
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7
SAL50462,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,10,3,11,19,6,0,45
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10
SAL50464,3,0,4,5,15,8,26,30,9,107,0,5,12,12,5,7,13,5,8,64,37,82,381,334,243,201,139,68,17,1505,176,1004,3594,2287,1494,1422,1001,371,108,11454
SAL50465,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22,19,35,41,30,6,0,167
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,0,3,0,0,19
SAL50467,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,4,0,0,4,0,0,9,4,4,15,22,13,4,73,0,7,15,18,30,91,101,42,11,318
SAL50468,3,0,7,6,14,13,37,45,32,153,0,3,6,13,18,24,6,13,3,83,20,57,166,116,69,60,34,31,12,569,207,799,2210,1764,1359,1002,641,292,111,8389
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,7,6,11,0,6,0,24
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,8,6,0,3,5,11,4,5,0,0,30
SAL50471,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,13,0,0,12,12,20,29,17,3,3,94
SAL50472,7,3,9,7,9,21,52,98,51,254,0,0,3,3,0,0,4,4,0,22,14,24,49,40,55,40,61,79,97,446,239,460,1022,1022,1011,930,830,626,296,6442
SAL50473,0,0,0,7,10,16,15,37,21,116,0,4,9,5,4,4,14,3,4,42,7,13,35,20,14,13,23,22,6,155,91,203,549,536,429,420,365,192,60,2851
SAL50474,0,4,4,0,5,6,13,14,7,49,0,0,3,0,0,4,0,0,0,7,0,0,6,12,4,13,19,28,34,130,84,217,514,635,543,624,527,263,92,3507
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,5,0,0,0,21,0,0,13,10,7,16,5,0,0,51
SAL50476,0,0,6,0,5,0,6,9,0,27,0,0,5,0,3,3,0,0,0,8,11,11,33,30,15,9,3,0,0,106,89,238,821,541,355,206,143,47,0,2437
SAL50477,0,0,0,0,3,3,18,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,19,7,0,39,8,18,35,34,39,186,317,94,5,733
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,6,3,3,0,0,21
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,9,7,16,19,24,17,0,0,105
SAL50481,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,22,3,6,28,27,48,71,63,21,0,268
SAL50482,0,15,21,33,51,32,73,87,56,374,0,0,24,34,33,26,26,7,6,153,81,57,184,162,106,68,61,64,51,842,772,1515,3362,3740,2967,1887,1199,784,332,16560
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,8,3,18,6,0,46
SAL50484,0,3,0,10,12,16,15,24,25,116,0,0,0,9,9,12,3,8,3,38,12,11,29,29,22,17,11,16,21,164,82,191,615,594,440,350,241,188,139,2854
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,7,5,0,0,28
SAL50486,4,0,0,0,0,0,3,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,19,10,9,55,6,12,19,18,30,62,85,63,49,348
SAL50487,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,11,0,5,10,27,24,32,30,15,0,147
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50491,3,0,0,7,5,8,38,83,47,195,0,0,5,3,4,3,7,3,0,20,5,3,10,11,19,11,46,72,23,203,75,177,399,390,432,639,1064,932,259,4360
SAL50492,0,0,0,0,9,3,21,41,31,101,0,0,0,0,0,0,4,0,5,14,16,12,49,36,48,45,52,50,22,328,56,105,303,259,298,373,291,275,153,2114
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,12,19,9,0,0,48
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,18
SAL50497,0,0,0,5,0,8,19,39,0,76,0,3,7,0,0,0,3,0,0,16,18,12,54,42,27,47,66,23,7,292,95,226,754,627,549,718,878,341,41,4231
SAL50498,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,4,0,18,0,20,43,22,37,99,123,21,0,370
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,4,3,4,3,10,10,10,3,0,46
SAL50500,6,3,6,9,5,13,33,58,31,158,0,0,0,5,3,4,0,3,0,15,14,12,26,20,34,24,28,19,3,181,133,246,476,493,654,819,857,452,128,4264
SAL50501,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,10,3,0,19,18,38,40,29,23,3,170
SAL50502,0,0,4,7,8,11,24,28,16,103,0,0,0,0,3,0,3,0,4,21,7,11,17,23,13,15,37,41,49,201,107,243,570,604,487,477,539,294,153,3486
SAL50503,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,3,0,19
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,11,0,0,16
SAL50508,3,5,8,5,10,16,17,5,0,71,0,0,0,0,0,5,8,8,4,27,10,37,51,29,41,41,36,9,0,258,45,120,261,206,207,234,161,38,4,1280
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,0,0,0,0,0,0,4,7,16,28,0,0,0,0,3,3,6,0,3,16,6,10,7,11,14,23,21,17,7,106,252,433,517,1027,1380,1178,722,395,161,6077
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,16,4,12,34,29,36,52,35,11,3,215
SAL50513,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,15,5,0,28,49,23,17,10,5,0,130
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,0,0,26
SAL50516,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,3,23,74,55,41,42,6,0,0,240
SAL50517,0,0,0,4,3,8,4,5,0,31,0,0,0,0,0,0,0,0,0,5,5,3,6,11,11,12,7,3,0,50,32,53,127,116,143,150,104,40,12,775
SAL50518,8,0,13,20,29,36,67,81,38,290,0,5,16,16,14,9,9,6,0,80,35,47,72,124,82,67,76,50,38,590,341,779,1798,1900,1584,1456,1340,649,262,10115
SAL50519,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,5,9,4,4,0,0,16,4,55,168,166,163,149,52,13,0,761
SAL50520,0,0,0,0,0,0,3,9,0,12,0,0,0,4,0,5,0,0,0,10,0,0,3,0,5,10,6,4,0,37,5,16,34,55,61,65,37,17,3,299
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,10,34,12,4,0,0,92,0,26,72,46,98,33,26,0,0,303
SAL50522,5,0,4,0,15,17,33,52,43,169,0,0,0,0,0,5,7,4,15,35,29,97,189,153,191,157,99,72,45,1036,180,709,1678,1359,1362,1325,1064,529,202,8415
SAL50523,0,0,0,0,8,8,13,16,3,53,0,0,0,0,0,0,0,3,0,7,0,5,12,6,16,14,28,21,9,111,22,51,87,75,115,170,222,128,28,902
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10
SAL50525,0,0,5,0,0,4,12,9,0,32,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,3,3,0,20,20,32,52,60,102,110,141,49,4,563
SAL50526,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,8,3,5,36
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,12,21,20,4,0,0,75
SAL50528,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,16,117,150,179,105,24,0,0,590,0,32,189,239,285,171,34,0,0,939
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,213,219,93,43,3,0,0,0,593,55,399,409,162,74,11,0,6,0,1111
SAL50530,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,5,0,23,0,3,7,15,15,20,32,6,0,104
SAL50531,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,9,10,14,9,0,3,0,62
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,0,0,19
SAL50533,0,0,0,0,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,11,6,0,0,38,70,95,144,218,366,361,234,80,14,1582
SAL50534,3,3,4,3,9,4,12,25,10,82,0,0,5,4,0,0,0,0,0,12,19,6,28,19,26,27,26,30,6,192,82,143,322,346,483,533,556,290,74,2826
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,9,11,13,12,0,0,55
SAL50536,0,0,0,7,5,19,27,57,45,162,0,0,8,0,0,6,5,9,12,36,17,29,52,80,63,76,77,79,80,556,92,228,403,420,421,509,442,369,250,3135
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,13
SAL50538,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,3,0,0,24,4,4,13,23,20,29,11,4,0,115
SAL50539,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,3,3,4,48,56,18,52,43,55,50,46,12,6,335
SAL50540,4,3,11,3,3,11,7,0,0,49,0,0,0,0,0,0,0,5,0,13,0,0,0,3,0,0,0,0,0,7,21,20,53,56,30,30,11,7,0,226
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6
SAL50542,0,0,0,0,0,3,8,11,9,37,0,0,0,0,4,0,0,0,0,9,12,7,3,16,26,20,22,13,4,122,92,132,167,281,518,467,286,139,38,2123
SAL50543,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,9,17,3,15,10,7,0,71
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,15
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,6,14,7,0,0,36
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,0,0,0,3,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,11,11,0,50,13,30,79,114,89,104,103,63,12,613
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,0,24
SAL50550,0,6,29,54,67,69,90,74,23,423,0,6,20,54,55,56,34,8,13,250,31,42,85,85,65,46,54,40,3,445,257,635,1331,1267,1090,898,792,390,93,6754
SAL50551,0,0,0,0,0,0,7,13,3,27,0,0,0,3,0,0,0,0,0,4,10,3,4,6,5,8,9,0,0,40,42,59,107,122,145,144,109,58,12,799
SAL50552,0,0,0,0,0,0,3,11,5,26,0,0,0,0,0,0,0,0,0,4,5,4,7,11,14,9,5,5,10,64,73,121,210,310,417,370,333,149,49,2035
SAL50553,0,0,3,7,0,3,18,20,5,58,0,0,4,4,0,3,6,0,0,11,4,4,28,12,22,11,21,3,0,117,79,174,508,401,357,381,228,91,26,2246
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,3,3,7,12,9,4,0,38
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,20
SAL50556,0,0,0,3,4,11,14,6,15,54,0,0,7,7,3,3,0,0,4,26,9,6,31,34,11,8,27,10,17,149,39,187,732,567,203,146,181,78,66,2202
SAL50557,0,0,0,0,3,0,9,3,4,12,0,0,0,0,0,0,0,0,0,4,0,0,7,5,0,0,0,0,0,30,26,38,140,119,129,99,90,25,17,682
SAL50558,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,8,14,12,19,9,4,0,86
SAL50559,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,13,9,11,12,9,11,0,69
SAL50560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,10,3,3,0,4,0,30
SAL50561,0,0,0,0,0,7,13,18,8,43,0,0,0,0,0,5,3,0,0,12,0,0,0,5,5,5,7,15,5,38,48,83,71,100,136,231,230,158,32,1095
SAL50562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,17,13,5,0,0,56,12,15,55,71,103,86,37,9,3,383
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,23,31,15,0,80
SAL50564,0,0,3,0,0,6,9,4,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,11,7,8,10,0,3,44,14,24,76,84,57,79,70,18,12,432
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,5,0,0,0,23
SAL50566,5,0,9,0,7,10,11,14,5,63,0,0,0,0,0,5,0,0,0,8,19,9,30,37,34,8,9,13,0,164,213,395,848,821,692,440,252,120,20,3798
SAL50567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,8,3,10,12,23,55,64,39,10,210
SAL50568,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,5,10,10,0,3,0,26
SAL50569,0,0,0,0,0,6,10,3,3,30,0,0,0,0,0,0,0,0,0,0,4,5,3,8,9,17,19,8,3,79,11,26,35,51,46,92,106,44,16,426
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
SAL50571,0,0,0,4,0,9,8,12,4,29,0,0,0,0,0,0,3,0,5,10,3,6,0,8,7,3,17,16,8,66,68,129,188,364,490,452,482,314,76,2569
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,5,8,5,0,0,21
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,8,12,62,98,74,94,138,126,116,737,0,7,83,80,72,51,42,19,15,368,61,61,178,184,160,113,147,172,160,1238,555,1303,2770,2939,2464,2168,1843,1258,581,15886
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,5,3,0,0,22,11,7,27,29,40,35,27,9,5,177
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,0,0,7,4,3,7,7,0,0,33
SAL50577,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,15,18,20,15,7,5,0,91
SAL50578,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,0,10,7,14,20,32,17,17,0,116
SAL50579,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,0,14,12,20,62,88,58,11,273
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,11,0,11,0,0,0,40
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,8,4,7,3,0,43
SAL50582,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,5,7,0,3,31,8,19,31,48,36,69,49,32,9,300
SAL50583,6,3,7,9,24,34,73,146,94,394,0,0,3,0,3,0,8,12,6,29,25,27,49,63,40,47,78,139,149,615,265,521,977,919,1054,1190,1155,1076,519,7681
SAL50584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,10,7,4,4,3,0,0,37
SAL50585,0,0,0,0,6,6,21,36,11,75,0,0,0,0,0,0,0,3,0,10,3,0,18,10,6,15,16,54,82,208,64,122,250,285,324,338,296,258,126,2060
SAL50586,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,8,11,4,9,0,0,40,10,9,31,46,61,61,34,26,0,272
SAL50587,0,0,7,3,5,6,37,43,12,124,0,0,4,4,4,0,0,5,4,24,12,17,33,44,27,31,36,29,9,236,232,418,1069,1449,1311,953,1204,529,96,7264
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,3,5,3,0,0,14
SAL50589,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,9,17,26,7,0,79
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50591,3,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,12,14,12,24,8,24,20,8,0,0,103
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,14,0,13,33,19,11,29,38,22,6,160
SAL50594,0,0,0,0,4,10,8,7,15,47,0,0,0,4,0,8,5,3,0,22,5,4,6,8,11,15,11,15,15,86,49,87,174,225,302,303,191,128,92,1552
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,11,0,0,0,21
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,3,7,0,26
SAL50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,3,5,8,12,15,12,8,0,62
SAL50599,0,0,0,0,0,11,14,32,31,90,0,0,0,0,5,4,5,0,4,14,0,0,10,5,14,15,34,55,88,224,102,201,387,776,778,536,517,415,291,4004
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,4,0,6,7,6,11,13,4,0,43
SAL50601,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,3,4,9,7,3,0,42
SAL50602,10,8,10,11,15,18,24,4,0,106,0,0,0,3,6,0,0,6,0,29,11,18,50,56,58,38,43,18,9,295,86,113,295,266,237,202,179,56,10,1442
SAL50603,0,0,4,8,17,18,60,73,47,232,0,0,0,5,3,3,0,9,4,22,16,14,50,46,49,45,61,88,59,423,404,659,1194,1495,1829,1878,1669,961,303,10392
SAL50604,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,5,4,4,0,17,13,17,30,29,38,50,34,8,0,220
