SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL50970,36,1491,479,290,1430,0.9,1258,3
SAL50971,40,0,2924,45,1375,2.4,2150,3.2
SAL50972,54,0,1042,88,1875,0.5,1625,2
SAL50973,41,0,939,185,1974,0.8,1875,2.9
SAL50974,55,120,937,150,1875,0.7,1562,2
SAL50975,50,1620,584,225,1875,0.8,1274,2.4
SAL50976,60,0,575,0,1458,0.6,966,1.8
SAL50977,52,867,1375,0,2499,0.7,2125,2.5
SAL50978,63,1094,484,275,1075,0.6,855,1.7
SAL50979,41,0,1125,0,2250,1,1375,3.2
SAL50980,43,2000,863,250,2042,0.9,1833,2.8
SAL50981,43,743,545,83,1042,1,1042,2.9
SAL50982,34,838,675,210,1875,1.1,1312,3
SAL50983,53,1875,642,320,1687,0.8,1292,2.6
SAL50984,68,0,780,0,3125,1,1375,2.3
SAL50985,0,0,0,0,0,0,0,0
SAL50986,45,3270,1062,0,1125,0.7,1187,2.5
SAL50987,43,1733,741,271,2204,0.8,1958,2.9
SAL50988,42,1033,746,230,1823,0.7,1366,2.3
SAL50989,0,0,0,0,0,0,0,0
SAL50990,33,0,1625,0,3250,0.8,2999,3.8
SAL50991,54,1084,1053,150,1625,0.6,1468,2.3
SAL50992,51,1800,629,300,1825,0.7,1613,2.6
SAL50993,49,500,633,190,1589,0.7,1300,2.1
SAL50994,50,1084,1041,200,2125,0.8,1625,2.3
SAL50995,65,0,333,0,474,0.6,350,2.2
SAL50996,42,2000,858,340,2444,0.7,2209,2.8
SAL50997,37,1083,764,205,1841,0.8,1361,2.3
SAL50998,38,1733,729,360,1900,0.7,1579,2.5
SAL50999,48,1867,575,293,2125,0.9,1999,2.8
SAL51000,42,3000,996,300,3456,0.8,2124,2.4
SAL51001,40,0,725,0,1625,0.6,1374,2.5
SAL51002,55,1733,1062,0,900,0.6,1625,1.8
SAL51003,60,0,449,98,0,0,900,0
SAL51004,47,1231,603,230,1446,0.8,1103,2.4
SAL51005,39,0,1083,0,1875,1,1874,3.7
SAL51006,34,0,554,228,774,1.4,949,3.3
SAL51007,37,1944,899,0,8000,1.1,8000,4
SAL51008,45,3033,973,427,4046,0.8,2835,2.7
SAL51009,44,1740,783,305,2187,0.8,1576,2.2
SAL51010,49,1875,550,300,1625,0.7,1437,2.3
SAL51011,50,0,349,350,724,0.9,724,3
SAL51012,46,0,924,100,2374,0.5,1875,2.2
SAL51013,54,1975,634,348,2250,0.7,1458,2.3
SAL51014,26,0,306,75,612,1.4,1052,4.1
SAL51015,37,2531,1254,420,3440,0.9,2879,2.7
SAL51016,40,2037,794,380,2195,0.7,1935,2.8
SAL51017,53,1650,524,0,1812,0.7,1437,2.1
SAL51018,50,1000,1137,0,1125,0.7,3124,2.5
SAL51019,52,0,612,0,2749,0.7,1875,3
SAL51020,42,0,2539,0,0,0,949,0
SAL51021,38,2200,1106,350,3162,0.8,2105,2.2
SAL51022,78,250,450,0,0,1,450,1
SAL51023,38,0,1125,50,2125,0.5,1999,2.5
SAL51024,45,535,1034,175,1357,0.8,1409,2
SAL51025,47,1326,845,320,1884,0.7,1480,2
SAL51026,45,1733,764,340,2023,0.7,1741,2.5
SAL51027,55,0,1187,0,4625,0.4,1187,1.7
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,43,3000,1080,460,3112,0.7,2392,2.5
SAL51031,49,1820,686,300,1924,0.7,1440,2.3
SAL51032,0,0,0,0,0,0,0,0
SAL51033,40,1950,2569,520,4750,2,2222,4.2
SAL51034,62,0,1312,85,3250,0.5,3249,2
SAL51035,11,0,900,150,1875,0.9,1875,4.3
SAL51036,38,1517,881,300,2088,0.7,1774,2.5
SAL51037,36,2000,1062,150,1937,0.6,1800,2.4
SAL51038,0,0,0,0,0,0,0,0
SAL51039,39,0,2500,0,0,0.3,2250,1
SAL51040,46,2000,740,360,2058,0.8,1859,2.7
SAL51041,38,1733,603,190,1781,0.9,1833,3
SAL51042,32,2167,394,70,767,1.4,966,3.6
SAL51043,45,1300,1075,450,2125,0.8,1374,2.1
SAL51044,49,778,701,155,1875,0.7,1222,2.1
SAL51045,0,0,0,0,0,0,0,0
SAL51046,44,2200,1874,80,575,0.7,2125,1.4
SAL51047,41,2383,938,470,2771,0.7,2439,2.8
SAL51048,54,1727,679,200,1437,0.9,1271,2.2
SAL51049,51,650,477,150,1333,0.7,831,2.2
SAL51050,33,1717,1125,350,2299,0.8,2192,2.6
SAL51051,43,1045,505,250,1458,0.8,1111,2.3
SAL51052,48,1625,669,400,1625,0.8,1458,2.7
SAL51053,43,1900,612,220,1375,0.6,966,2.4
SAL51054,34,0,524,58,0,0.6,1087,1
SAL51055,49,2000,703,340,2140,0.7,1769,2.5
SAL51056,39,1935,733,385,1931,0.8,1823,2.8
SAL51057,58,5000,774,0,0,1.2,0,5
SAL51058,53,1251,724,0,2625,0.7,1625,2.5
SAL51059,44,462,1039,155,1562,0.7,1593,2.3
SAL51060,48,2798,745,315,2071,0.8,1875,2.9
SAL51061,44,224,687,150,1625,0.6,1343,2.1
SAL51062,55,1000,687,255,1375,0.7,1100,2.2
SAL51063,60,0,1037,350,1656,0.6,1625,2
SAL51064,49,2037,575,445,1979,0.7,1454,2.5
SAL51065,38,1517,1031,200,2333,0.6,2333,2.4
SAL51066,24,1627,924,0,1875,0.7,2249,2.8
SAL51067,52,1343,809,280,1724,0.7,1528,2.2
SAL51068,64,0,1000,0,1875,0.6,1875,2
SAL51069,42,2167,863,400,2716,0.8,1970,2.4
SAL51070,50,1517,738,280,2143,0.8,1875,2.6
SAL51071,53,1100,700,100,1542,0.7,1325,2.3
SAL51072,69,0,337,0,762,0.7,762,2.8
SAL51073,30,0,1375,0,2750,0.6,2750,2
SAL51074,33,0,1625,140,3999,0.9,2874,3.2
SAL51075,53,2159,687,0,1125,0.6,1312,2.2
SAL51076,37,2184,655,210,2125,0.9,2068,2.9
SAL51077,53,0,1031,0,2250,0.8,2125,2.4
SAL51078,56,2730,1145,139,2250,0.8,1374,2
SAL51079,63,217,545,253,900,2,1062,2
SAL51080,56,0,1375,0,0,0,2124,0
SAL51081,49,1813,724,150,1874,0.9,1625,2.6
SAL51082,40,0,966,0,3249,0.9,2250,3.3
SAL51083,57,1300,564,257,1360,0.8,1044,2.1
SAL51084,51,1145,593,230,2150,0.9,1874,2.4
SAL51085,62,2817,796,355,3249,0.7,1452,1.7
SAL51086,48,1733,732,175,2150,0.7,1525,2.5
SAL51087,61,0,1124,150,1875,0.6,1749,2.4
SAL51088,51,867,785,160,1625,0.7,1361,2.1
SAL51089,54,2383,1042,400,2333,0.7,1875,2
SAL51090,41,1830,1062,0,2333,0.9,2333,2.9
SAL51091,44,300,824,0,1812,0.9,1562,2.8
SAL51092,48,1444,744,240,1711,0.8,1591,2.5
SAL51093,41,1145,722,240,1732,0.7,1238,2.2
SAL51094,50,1290,924,420,2250,0.7,2062,2.5
SAL51095,44,6000,1008,300,2249,1,1312,2.8
SAL51096,56,500,474,315,899,0.8,900,1.7
SAL51097,49,0,3500,0,0,0,4750,0
SAL51098,42,3317,1067,500,3803,0.8,2821,2.7
SAL51099,34,0,732,50,1350,0.8,1125,2.6
SAL51100,41,1000,1333,0,3124,0.9,2750,3.3
SAL51101,42,2584,725,350,1874,0.9,1625,2.8
SAL51102,44,1678,655,220,1708,0.8,1125,2.7
SAL51103,59,0,949,0,1375,0.6,1375,2
SAL51104,37,0,1262,175,2166,0.8,2062,2.8
SAL51105,65,1950,1312,0,2750,0.5,1699,2
SAL51106,45,0,550,1700,0,0,1125,0
SAL51107,60,1650,687,103,1375,0.8,1187,2.1
SAL51108,50,6000,1291,0,2749,0.6,1999,2.3
SAL51109,44,484,958,200,1875,0.7,1583,2.1
SAL51110,50,1250,660,275,1708,0.7,1437,2.4
SAL51111,38,1083,2224,110,3342,0.9,2845,2.7
SAL51112,49,0,1958,25,3750,0.5,2194,1.1
SAL51113,32,2011,1616,240,3916,0.8,3713,3.1
SAL51114,52,1361,551,225,1478,0.8,1312,2.3
SAL51115,48,1733,587,229,1624,1,1062,2.5
SAL51116,54,2167,904,118,2750,0.9,1792,2
SAL51117,42,1550,754,0,1875,1,1812,3.3
SAL51118,45,3033,661,300,1625,0.8,1542,2.7
SAL51119,51,900,725,150,1812,0.8,1343,2.3
SAL51120,41,2550,939,0,2125,0.7,1999,3.2
SAL51121,36,0,1156,0,2374,1,2250,3
SAL51122,34,1582,827,340,1838,0.8,1488,2.2
SAL51123,33,1700,900,0,2124,1,1499,3.3
SAL51124,45,1907,712,350,2037,0.7,1630,2.6
SAL51125,55,1346,547,200,1375,0.8,1031,2
SAL51126,34,542,700,0,1312,0.8,1208,2.9
SAL51127,52,600,598,150,1025,0.7,839,1.8
SAL51128,52,0,780,0,1999,0.9,1499,2.7
SAL51129,35,0,1375,0,0,0,1375,0
SAL51130,43,2582,1003,380,2921,0.7,2119,2.3
SAL51131,52,0,1375,0,3249,0.6,2749,2
SAL51132,49,2167,846,340,2062,0.8,2091,2.8
SAL51133,48,0,575,100,2250,0.8,1749,2.9
SAL51134,58,0,1062,0,1875,1.3,2750,5
SAL51135,45,2800,1206,465,3265,0.8,2535,2.3
SAL51136,38,2232,742,250,2336,0.9,2250,3
SAL51137,33,1099,1062,0,3499,1,3499,4
SAL51138,47,2600,1248,485,3261,0.8,2355,2.1
SAL51139,49,1165,1485,244,1624,0.8,1468,2.4
SAL51140,44,2309,671,400,1562,0.7,1312,2.5
SAL51141,39,0,1312,115,3125,1.1,3250,3.2
SAL51142,45,867,1166,225,1437,0.7,1375,2.9
SAL51143,60,962,649,200,1374,1,933,2.1
SAL51144,41,2167,900,450,2725,0.7,2430,2.9
SAL51145,54,2383,1062,0,2250,0.6,1375,2.4
SAL51146,38,0,849,50,1999,0.7,1166,3
SAL51147,38,2473,1120,400,3161,0.8,2316,2.3
SAL51148,46,2661,826,150,2270,0.9,1718,2.6
SAL51149,33,1125,1166,25,2749,0.8,2250,3.5
SAL51150,49,1442,1014,119,2125,0.9,1687,3
SAL51151,30,0,1199,100,2250,0.8,2125,2.7
SAL51152,54,1077,532,160,1160,0.7,1097,2.2
SAL51153,51,1885,746,240,2166,1.1,1429,2.2
SAL51154,47,2583,75,0,725,0.7,1649,2.3
SAL51155,43,0,1208,0,3749,0.4,2125,1.7
SAL51156,51,1700,586,300,1437,0.7,1225,2.2
SAL51157,42,1300,643,250,1574,0.7,1256,2.3
SAL51158,58,1100,477,200,1224,0.7,861,2.1
SAL51159,32,1675,992,400,2335,1,1718,1.9
SAL51160,50,909,578,188,1281,0.8,1098,2.3
SAL51161,59,867,774,0,4999,0.9,1812,2.8
SAL51162,47,2000,858,241,1937,0.7,1781,2.6
SAL51163,56,0,1312,350,1874,0.5,1874,1.8
SAL51164,50,1600,924,125,1499,0.8,1374,2.9
SAL51165,39,0,2651,40,780,1.1,1402,2.9
SAL51166,48,1000,687,0,1375,1,1374,2.8
SAL51167,37,983,503,220,1212,0.8,979,2.3
SAL51168,52,786,566,88,1093,0.7,922,2
SAL51169,48,0,575,0,1937,1,1937,3.3
SAL51170,52,1575,691,350,1678,0.7,1604,2.5
SAL51171,38,0,1125,98,2104,0.8,1728,2.6
SAL51172,39,1766,903,335,2263,0.8,1638,2.1
SAL51173,77,0,450,140,0,0.5,450,1
SAL51174,41,2500,823,400,2493,0.8,2435,3.2
SAL51175,48,1618,720,333,1803,0.8,1397,2.5
SAL51176,44,2253,890,525,2759,0.7,2470,2.9
SAL51177,39,0,710,0,2166,1.4,2416,3.9
SAL51178,45,0,900,138,2499,0.8,1874,2.3
SAL51179,50,2400,877,300,2023,0.7,1910,2.6
SAL51180,48,650,774,130,1208,0.7,1208,2.1
SAL51181,49,1550,1115,250,3075,0.8,2010,2.5
SAL51182,51,867,1514,560,2833,0.9,2949,2.6
SAL51183,27,1560,1274,0,4499,1,4499,5
SAL51184,38,1365,592,275,1359,0.7,991,2.3
SAL51185,52,2817,753,250,2137,0.9,1244,2.2
SAL51186,31,350,1031,105,1875,0.7,1124,1.8
SAL51187,57,0,1062,230,2999,0.6,2333,2.2
SAL51188,52,932,916,129,1291,1.1,1302,2.3
SAL51189,38,1343,625,250,1568,0.7,1242,2.4
SAL51190,34,1546,909,290,1960,0.9,1478,1.9
SAL51191,46,1625,656,345,1339,0.8,1233,2.2
SAL51192,37,2000,904,390,2390,0.7,2061,2.6
SAL51193,49,1083,588,250,1375,0.8,1265,2.3
SAL51194,30,1560,1011,112,2625,0.7,2333,2.8
SAL51195,37,0,624,275,1374,0.8,1374,2.6
SAL51196,48,1142,1718,138,1874,0.7,1312,2
SAL51197,38,1965,970,350,2516,0.7,1728,2.2
SAL51198,32,0,2116,28,3042,1,2175,2.9
SAL51199,47,9999,1041,0,3625,0.8,3124,2.7
SAL51200,25,0,315,70,762,1.1,850,3.6
SAL51201,37,1563,2035,30,3567,0.8,3172,2.5
SAL51202,48,1733,703,260,1687,0.7,1312,2.4
SAL51203,63,433,639,259,900,1.4,1136,1.8
SAL51204,0,0,0,0,0,0,0,0
SAL51205,41,2015,905,438,2637,0.8,2380,2.9
SAL51206,33,0,243,0,0,0.7,1399,1
SAL51207,39,3375,680,315,1781,0.7,1916,2.9
SAL51208,44,2117,732,350,2394,0.7,2195,3
SAL51209,42,1677,732,348,1928,0.7,1594,2.5
SAL51210,37,1300,605,280,1514,0.7,1295,2.5
SAL51211,44,2100,716,300,1666,0.9,1531,2.6
SAL51212,26,0,406,65,725,1.7,725,4.9
SAL51213,51,2650,866,300,3250,0.8,2437,2.7
SAL51214,42,3000,1062,0,3062,0.8,1875,2.5
SAL51215,63,260,754,550,1625,0.9,1424,2.5
SAL51216,53,0,350,0,0,0,725,0
SAL51217,61,1725,457,290,778,0.6,725,1.8
SAL51218,42,0,1593,115,1062,0.8,1437,2.1
SAL51219,34,1950,966,400,2258,0.7,2042,2.7
SAL51220,49,1517,612,53,450,1,1062,2
SAL51221,55,0,924,69,1875,0.7,1374,1.7
SAL51222,34,1798,1458,370,2994,0.9,2427,2.3
SAL51223,50,2167,898,405,2299,0.6,1962,2.5
SAL51224,48,1300,716,290,1656,0.7,1197,2.2
SAL51225,41,4167,1440,440,5012,0.7,4560,2.7
SAL51226,48,1733,822,359,2218,0.6,1800,2.4
SAL51227,47,790,891,170,2023,0.7,1660,2.2
SAL51228,52,1733,1062,100,2750,0.6,2125,2.1
SAL51229,72,1858,464,119,900,0.7,466,1.2
SAL51230,34,1950,1121,400,2494,1,1930,1.8
SAL51231,37,0,0,0,0,0,0,0
SAL51232,51,1867,807,200,2156,0.8,1937,2.5
SAL51233,22,0,762,0,1874,0.9,1187,3.3
SAL51234,31,2054,1112,420,2554,0.8,2475,3.2
SAL51235,40,542,1149,170,2249,0.8,2249,2.9
SAL51236,33,1517,1324,315,2761,0.8,2199,2.4
SAL51237,46,2000,746,350,1988,0.7,1731,2.7
SAL51238,54,1437,550,235,762,0.8,762,2.1
SAL51239,62,1934,589,200,1343,0.9,820,1.6
SAL51240,47,2134,918,250,3374,0.9,3062,3
SAL51241,40,500,1174,384,2624,0.9,2625,3.1
SAL51242,62,0,1499,0,3750,0.6,2624,1.7
SAL51243,46,847,949,163,2100,0.8,2050,2.8
SAL51244,54,867,488,200,1093,0.7,835,2
SAL51245,41,657,1100,180,2312,0.7,1792,2.5
SAL51246,45,2850,933,320,2062,0.8,2036,2.7
SAL51247,43,1517,532,290,1478,0.7,1140,2.4
SAL51248,42,1733,814,300,2196,0.9,1817,2.6
SAL51249,43,0,575,0,1375,1.1,1312,3.2
SAL51250,44,1712,621,0,1800,0.8,1825,3
SAL51251,49,600,1031,95,1812,1,1781,2.8
SAL51252,45,934,900,275,2124,0.7,1458,2.7
SAL51253,40,0,2415,13,784,0.9,1361,2.3
SAL51254,62,1875,949,400,3708,0.8,1823,2.3
SAL51255,51,699,670,200,1562,0.7,1262,2.2
SAL51256,51,1790,681,210,1575,0.8,1442,2.3
SAL51257,54,1083,827,330,2125,0.7,1674,2.1
SAL51258,57,1517,633,259,1480,0.6,1101,2
SAL51259,37,1853,1882,235,3971,0.9,3273,2.5
SAL51260,35,1700,735,350,2112,0.7,1915,2.8
SAL51261,0,0,0,0,0,0,0,0
SAL51262,56,1119,623,250,937,0.6,1008,1.8
SAL51263,49,1474,575,150,2250,0.7,1406,2.3
SAL51264,51,1733,941,420,1974,0.8,1625,2.3
SAL51265,41,0,2499,0,0,0,4250,0
SAL51266,40,1400,1249,50,2750,0.6,2750,2.5
SAL51267,46,0,1278,250,2750,1,2250,3.5
SAL51268,58,758,539,137,1205,0.6,949,2
SAL51269,48,0,1149,80,2562,0.7,2374,2.6
SAL51270,47,2167,883,400,2267,0.8,2118,2.8
SAL51271,32,1638,772,350,1928,0.8,1716,2.7
SAL51272,53,2546,788,285,1625,0.6,1375,2.3
SAL51273,28,0,900,0,2208,1,2208,3.9
SAL51274,53,0,1125,100,2374,0.5,2250,2.4
SAL51275,49,2200,831,418,2207,0.8,1899,2.5
SAL51276,46,1083,825,250,1958,0.7,1906,2.3
SAL51277,56,715,545,290,1312,0.7,987,2.1
SAL51278,37,1907,849,360,2316,0.7,2075,2.8
SAL51279,45,1476,737,270,2050,0.7,1458,2.4
SAL51280,35,905,497,200,1144,0.8,918,2.4
SAL51281,41,867,1253,206,1968,0.8,1797,2.4
SAL51282,40,1733,594,320,1619,0.7,1267,2.4
SAL51283,32,0,911,0,0,0.4,1812,3.5
SAL51284,51,1820,725,200,2624,0.9,1999,2.3
SAL51285,48,1517,871,169,2700,0.7,2550,2.9
SAL51286,52,1490,725,200,1625,1.2,1562,2.5
SAL51287,38,1733,796,330,2072,0.8,1561,2.4
SAL51288,55,1300,860,300,1708,0.9,1666,2.2
SAL51289,44,1742,679,250,2031,0.9,1416,2.8
SAL51290,48,2059,739,125,1687,0.8,1781,2.4
SAL51291,65,0,2374,0,0,1,2124,1.5
SAL51292,48,2600,880,260,1875,0.8,966,2.5
SAL51293,49,2405,772,250,2527,0.7,2285,2.9
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,35,1756,706,350,1865,0.8,1549,2.7
SAL51297,47,1896,756,180,1906,0.7,2028,2.7
SAL51298,39,2000,753,400,2215,0.8,1900,2.9
SAL51299,34,1760,1002,350,2246,0.9,1724,2.1
SAL51300,46,1800,790,350,1974,0.8,1782,2.6
SAL51301,49,1517,657,300,1661,0.7,1166,2
SAL51302,44,0,2403,100,664,1.2,725,2.8
SAL51303,0,0,0,0,0,0,0,0
SAL51304,50,542,489,160,1333,0.7,900,2.1
SAL51305,34,1500,373,150,990,1,1102,2.9
SAL51306,59,2000,755,280,2143,1.3,1383,2.7
SAL51307,40,2240,917,320,2739,0.8,2465,3
SAL51308,44,2058,853,350,2422,0.7,2166,2.7
SAL51309,45,1517,701,350,1625,0.8,1375,2.6
SAL51310,48,2015,725,200,1899,0.8,1187,2.2
SAL51311,48,2925,900,250,1625,0.7,1375,2.1
SAL51312,48,2773,725,464,2874,0.8,2139,2.8
SAL51313,42,0,2366,0,0,0.2,1375,1
SAL51314,50,0,1017,676,2340,0.8,1694,1.9
SAL51315,36,1733,734,400,2100,1,2062,3.2
SAL51316,36,1896,830,300,2454,0.9,2295,3.2
SAL51317,22,1555,1375,280,2625,0.9,2250,3.6
SAL51318,39,2529,483,150,1875,0.8,1375,3.2
SAL51319,44,1677,679,310,1819,0.7,1445,2.4
SAL51320,48,661,556,128,1312,0.8,900,2.7
SAL51321,46,2860,875,450,3353,0.7,2520,2.6
SAL51322,45,1950,746,380,2207,0.7,1827,2.5
SAL51323,47,1950,681,398,2273,0.7,1788,2.6
SAL51324,0,0,0,0,0,0,0,0
SAL51325,27,0,1024,0,1875,1,1875,4
SAL51326,54,902,643,144,1833,0.6,1078,1.5
SAL51327,38,2052,1024,150,2250,0.8,1812,2.7
SAL51328,46,2000,731,440,2101,0.7,1823,2.7
SAL51329,37,0,1392,0,2750,0.6,1875,2.4
SAL51330,36,2160,1200,405,2791,0.8,2101,2.1
SAL51331,58,0,366,50,0,1.5,575,1.5
SAL51332,51,2167,718,300,1696,0.8,1512,2.5
SAL51333,35,0,833,225,1874,0.9,1125,1.9
SAL51334,33,0,933,300,2050,0.9,1562,3
SAL51335,34,900,949,200,2250,0.9,1625,3.2
SAL51336,62,1250,575,280,1375,0.6,979,1.8
SAL51337,33,2000,922,380,2685,0.8,2491,3.1
SAL51338,41,1321,863,320,2027,0.7,1541,2.4
SAL51339,44,2200,743,348,2230,0.8,1953,2.7
SAL51340,31,1600,764,330,1885,0.8,1737,3
SAL51341,40,652,1125,138,2749,0.8,1875,2.9
SAL51342,49,1800,705,348,1583,0.8,1326,2.6
SAL51343,27,1083,774,190,2124,0.6,1625,3
SAL51344,0,0,0,0,0,0,0,0
SAL51345,41,2275,886,380,2609,0.8,2179,2.7
SAL51346,42,2960,1105,420,3507,0.8,2308,2.4
SAL51347,71,0,687,105,1375,2,1125,2
SAL51348,48,1647,663,260,1896,0.7,1222,2.1
SAL51349,48,0,1024,0,0,0.5,1625,1.3
SAL51350,57,0,682,300,1791,0.7,1583,2.1
SAL51351,48,1733,684,340,1668,0.6,1395,2.4
SAL51352,31,1999,984,400,2333,0.7,2156,2.9
SAL51353,34,1419,651,270,1676,0.7,1443,2.4
SAL51354,34,1950,878,370,2386,0.7,2173,2.9
SAL51355,32,0,2538,380,0,0,3749,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,47,610,814,111,1562,0.8,1437,2.6
SAL51358,0,0,0,0,0,0,0,0
SAL51359,34,2112,1451,330,3328,0.8,2914,2.8
SAL51360,46,2600,967,480,3064,0.7,2468,2.7
SAL51361,57,0,1812,150,3249,0.6,2750,2.2
SAL51362,37,1232,918,300,2250,0.8,1851,2.4
SAL51363,43,1600,796,300,2035,0.7,1443,2.2
SAL51364,37,0,1375,0,2749,0.7,1749,3
SAL51365,46,1200,794,250,1801,0.7,1264,2.2
SAL51366,26,0,1124,0,1499,0.8,1125,3
SAL51367,55,2167,675,0,1749,0.7,1437,2.3
SAL51368,48,2236,940,450,2598,0.9,1906,2.2
SAL51369,36,0,1437,0,3250,0.6,3125,2.6
SAL51370,53,1900,550,220,1468,0.8,1312,2.2
SAL51371,37,2000,1002,400,2486,0.7,2205,2.6
SAL51372,33,1387,1480,250,3024,0.9,2478,2.7
SAL51373,34,1473,1065,300,2580,0.8,2176,2.6
SAL51374,46,400,924,0,2249,0.6,1875,2
SAL51375,35,379,1078,60,1875,0.7,1625,2.6
SAL51376,55,1040,725,200,2750,0.6,725,1.8
SAL51377,36,1600,784,350,2037,0.7,1737,2.6
SAL51378,52,1113,1625,250,3250,0.6,2124,2.3
SAL51379,29,0,817,138,1625,1.1,2031,3.2
SAL51380,37,0,1625,0,2833,0.8,2583,3.1
SAL51381,41,2200,1132,380,2864,0.8,2021,2.1
SAL51382,39,3000,1028,218,2399,1,2356,3.1
SAL51383,42,0,1437,0,2250,0.8,2250,3
SAL51384,38,0,1125,108,2499,0.6,2250,2
SAL51385,39,900,954,100,2166,0.8,1875,2.8
SAL51386,51,1083,687,200,1124,0.5,933,1.6
SAL51387,42,0,762,135,1374,1,1375,3.3
SAL51388,54,0,1875,0,4750,0.4,1937,1.5
SAL51389,45,0,1437,0,3750,0.4,1437,1.3
SAL51390,45,1824,679,338,1827,0.7,1509,2.4
SAL51391,56,2100,575,370,1375,0.8,1374,2.2
SAL51392,41,1900,824,150,2083,0.8,1874,3.2
SAL51393,50,769,829,150,1875,0.6,1343,2
SAL51394,33,2100,899,420,2471,0.8,2360,3.3
SAL51395,39,1213,516,220,1287,0.7,1059,2.3
SAL51396,41,1733,739,345,1898,0.7,1444,2.3
SAL51397,47,1300,600,290,1490,0.7,1085,2.1
SAL51398,57,867,466,200,780,0.6,737,1.8
SAL51399,47,1842,687,250,1724,0.7,1593,2.6
SAL51400,60,0,1812,0,4750,0.6,3374,2
SAL51401,25,1000,274,70,668,1.1,742,3.6
SAL51402,32,1842,872,330,2254,0.8,1823,2.4
SAL51403,60,1209,850,300,1562,0.7,1625,2.3
SAL51404,45,2382,842,300,2687,0.7,2625,3.1
SAL51405,42,2351,846,410,2535,0.7,2221,2.7
SAL51406,45,2190,687,240,1562,0.9,1481,2.7
SAL51407,38,0,1125,0,0,0,1125,0
SAL51408,44,2000,856,383,2324,0.7,2082,2.8
SAL51409,50,1500,2666,1125,2250,1,2249,2
SAL51410,42,1800,861,318,2438,0.7,2255,2.9
SAL51411,45,2167,829,415,2511,0.8,2351,2.9
SAL51412,59,0,383,200,599,1,762,1.4
SAL51413,34,1408,699,310,1661,0.7,1403,2.6
SAL51414,27,0,287,0,487,2.3,479,3.1
SAL51415,25,0,286,75,627,1.2,822,3.5
SAL51416,40,2492,1298,440,3315,0.9,2217,2.1
SAL51417,33,1950,987,400,2422,0.8,2152,2.8
SAL51418,43,1733,824,245,2187,0.9,2062,2.9
SAL51419,39,1517,825,310,2115,0.7,1655,2.4
SAL51420,43,1647,710,320,1856,0.7,1400,2.4
SAL51421,38,3600,1346,473,4179,0.8,3424,2.8
SAL51422,41,1409,911,100,1656,0.7,1478,2.4
SAL51423,49,3000,2188,400,1499,1.1,1166,2.1
SAL51424,58,2184,854,225,1593,0.9,1424,2.2
SAL51425,52,1300,449,180,725,0.7,725,2.3
SAL51426,60,1000,619,0,1874,0.6,1624,2.3
SAL51427,0,0,0,0,0,0,0,0
SAL51428,29,0,350,0,0,1,350,1
SAL51429,0,0,0,0,0,0,0,0
SAL51430,42,647,478,172,1140,0.7,988,2.5
SAL51431,55,498,442,170,850,0.6,725,1.8
SAL51432,47,4000,575,0,1375,0.8,2250,2.7
SAL51433,31,0,341,60,746,1.5,1289,4.2
SAL51434,58,1500,1375,200,2374,0.5,2166,1.8
SAL51435,35,2000,922,430,2548,0.8,2355,3.1
SAL51436,42,1625,1023,300,2525,0.7,2152,2.4
SAL51437,37,0,437,200,474,1.1,900,3.6
SAL51438,44,4000,1125,0,2125,0.7,1625,2.9
SAL51439,51,2650,700,275,2250,0.8,1874,2.5
SAL51440,37,0,2244,50,715,1.5,1208,4.2
SAL51441,42,0,784,0,1875,1,1624,3.5
SAL51442,49,1083,653,155,1410,0.8,1166,2.4
SAL51443,55,1400,1531,0,3249,0.7,3625,2.9
SAL51444,48,1733,1562,240,3874,0.8,2749,2.3
SAL51445,0,0,0,0,0,0,0,0
SAL51446,39,2310,979,430,2736,0.8,2563,3.1
SAL51447,55,2167,659,200,1916,0.8,933,2.5
SAL51448,38,1625,674,330,1825,0.8,1568,2.7
SAL51449,46,596,596,120,1395,0.7,1147,2.2
SAL51450,41,1883,866,150,2083,0.8,1937,2.7
SAL51451,66,0,450,280,900,0.6,824,1.5
SAL51452,43,0,1104,100,2333,0.9,2125,2.8
SAL51453,51,2279,492,90,1062,0.7,900,2.2
SAL51454,57,0,575,65,0,0.3,575,1
SAL51455,37,0,248,70,483,0.8,457,2.5
SAL51456,35,1500,1641,51,3407,0.9,2912,2.9
SAL51457,43,0,850,0,1649,0.7,899,2.3
SAL51458,55,1400,562,280,1274,0.7,947,2.1
SAL51459,50,0,949,200,1687,0.7,1687,2.6
SAL51460,0,0,0,0,0,0,0,0
SAL51461,35,8300,1333,150,2624,0.7,1937,2.4
SAL51462,42,1650,690,200,1593,0.7,1208,2.4
SAL51463,35,2734,695,211,1812,0.8,1312,2.3
SAL51464,15,0,1375,400,4999,0.9,1875,3.3
SAL51465,0,0,0,0,0,0,0,0
SAL51466,57,520,466,120,949,0.6,769,1.8
