SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50806,0,0,4,3,3,0,0,0,0,10,0,0,8,0,3,0,0,0,0,16,21,30,59,82,50,20,9,0,0,267
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10
SAL50808,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,6,17,49,25,45,33,9,0,0,183
SAL50809,0,0,0,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,5,32,95,106,84,76,17,0,0,414
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,12,3,0,0,30
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,17
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL50815,0,0,0,0,0,0,0,0,0,5,3,8,5,7,7,3,0,0,0,26,24,20,44,83,77,55,15,0,0,315
SAL50816,9,10,39,39,22,18,3,0,0,138,7,10,22,35,30,21,7,0,0,141,135,201,530,624,536,432,94,3,0,2557
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,36,32,27,13,5,0,0,119
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,3,6,0,3,0,0,0,0,12,0,4,0,0,3,4,3,0,0,17,11,27,70,61,54,56,27,7,0,310
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,12
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,6
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,14,21,19,3,0,0,56
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,12
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,16
SAL50826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,4,11,4,0,0,41
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL50828,4,12,42,31,24,16,0,0,0,125,12,7,34,40,15,9,4,4,0,130,219,246,687,711,525,248,56,10,0,2699
SAL50829,4,6,7,9,8,4,0,0,0,39,4,0,13,5,11,6,7,0,0,36,53,105,276,241,225,177,35,5,0,1114
SAL50830,0,0,0,0,3,0,0,0,0,8,0,3,5,3,0,0,0,0,0,14,12,32,110,56,60,65,24,10,0,347
SAL50831,23,44,101,99,77,49,13,0,0,405,17,39,77,105,75,46,8,0,0,364,501,777,1799,2285,1653,1042,173,9,4,8236
SAL50832,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,5,8,21,23,32,22,27,4,0,0,149
SAL50833,11,17,20,18,23,10,0,0,0,104,6,22,43,41,30,24,0,0,0,171,109,276,529,542,432,301,88,9,0,2289
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,16
SAL50835,3,11,22,19,8,11,0,0,0,77,5,3,28,13,15,10,4,0,0,86,110,216,562,474,376,297,67,0,0,2108
SAL50836,0,0,3,0,0,0,0,0,0,10,3,3,0,3,4,3,0,0,0,14,16,62,286,266,269,234,36,0,0,1167
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,19
SAL50838,3,6,17,14,14,6,0,0,0,61,5,13,20,16,19,9,0,0,0,86,78,135,299,308,279,219,23,3,0,1342
SAL50839,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,6,8,12,3,21,29,9,0,0,86
SAL50840,4,14,14,17,8,3,3,0,0,62,0,3,25,13,14,0,5,0,0,67,66,193,783,499,366,208,72,4,0,2200
SAL50841,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,4,0,0,0,11,0,9,17,22,32,26,13,0,0,110
SAL50842,13,12,39,41,33,45,8,0,0,193,11,21,31,50,51,43,29,0,0,240,369,447,884,1201,1186,1086,407,40,0,5626
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,6,3,3,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,16,17,87,257,245,177,123,16,0,0,923
SAL50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,16,24,18,21,6,0,0,107
SAL50846,0,0,4,0,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,11,10,30,147,96,99,97,21,5,0,499
SAL50847,5,3,10,9,17,11,0,0,0,59,8,4,0,13,9,8,4,0,0,47,129,69,140,289,385,298,82,3,0,1400
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,16,23,16,28,30,41,8,0,0,168,7,19,16,32,41,31,8,7,0,159,325,340,444,785,1036,745,246,31,0,3956
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,8
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,0,0,28
SAL50853,0,0,3,0,7,7,0,0,0,18,3,7,4,0,9,0,0,0,0,26,63,44,99,137,166,160,46,11,0,718
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SAL50857,3,3,19,3,15,7,0,0,0,50,4,9,21,24,24,12,4,0,0,96,59,120,287,312,307,205,42,0,0,1348
SAL50858,0,5,0,0,10,3,0,0,0,21,3,5,3,6,4,3,0,0,0,23,43,45,91,99,98,63,22,3,0,462
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,10,4,0,0,33
SAL50862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,13,20,23,10,7,0,85
SAL50863,3,11,8,17,9,10,4,0,0,68,5,7,6,14,19,12,0,0,0,61,88,95,139,248,312,247,52,7,0,1180
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL50865,4,0,3,0,3,5,0,0,0,14,0,0,10,7,4,4,0,0,0,29,66,53,104,156,213,189,54,8,0,851
SAL50866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,7,12,23,26,12,0,0,74
SAL50867,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,4,4,24,13,9,6,0,0,65
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,9,10,3,0,0,51
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7
SAL50870,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,14,20,10,24,3,0,0,80
SAL50871,3,11,33,21,14,3,0,0,0,90,5,9,15,25,21,10,3,0,0,84,63,163,471,451,291,207,49,5,3,1700
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,7,18,17,25,14,7,0,0,87
SAL50873,10,25,50,59,54,34,6,0,0,244,12,35,86,107,65,33,11,5,0,350,264,536,1215,1364,992,607,158,16,0,5150
SAL50874,3,11,26,39,22,17,3,0,0,131,10,16,19,38,33,19,11,0,0,142,205,285,636,897,847,409,132,16,0,3435
SAL50875,8,6,6,13,9,5,0,0,0,60,4,12,20,9,17,14,3,0,0,76,151,194,349,421,412,319,54,4,0,1900
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,14
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,13
SAL50879,0,0,9,4,5,4,0,0,0,21,0,4,0,6,4,0,0,0,0,14,32,31,61,74,100,101,24,0,0,417
SAL50880,0,0,0,4,6,8,0,0,0,14,5,5,0,6,0,0,3,0,0,20,22,44,86,84,83,82,19,0,0,423
SAL50881,9,14,22,19,14,29,11,5,0,123,4,8,15,22,24,22,3,0,0,95,147,199,418,418,485,434,140,12,0,2245
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,19
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,13
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,3,4,0,0,28
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,3,0,0,14
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50889,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,0,0,0,4,0,9,38,15,10,9,6,0,0,82
SAL50890,8,13,18,17,22,12,3,0,0,100,13,12,30,24,36,27,11,4,4,159,133,318,563,480,607,637,155,24,3,2919
SAL50891,3,14,24,13,9,14,3,0,0,92,9,9,16,18,19,18,8,3,0,96,132,163,365,344,366,368,120,26,0,1892
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,26
SAL50893,4,3,9,15,13,11,10,0,0,69,8,5,16,16,12,6,7,0,0,69,132,216,378,488,467,300,121,11,0,2118
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,4,0,0,16
SAL50895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,15,12,9,14,3,0,0,67
SAL50896,8,19,61,66,53,40,11,0,0,256,15,28,86,65,54,35,12,0,0,296,281,476,1006,987,992,780,207,16,0,4746
SAL50897,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,6,0,0,28
SAL50898,0,0,0,0,0,4,0,0,0,12,0,5,0,0,0,0,0,0,0,5,19,11,39,56,63,40,7,0,0,236
SAL50899,0,4,3,5,5,0,0,0,0,11,0,0,4,3,0,4,0,0,0,10,25,55,245,257,241,204,23,8,0,1056
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,7,0,0,24
SAL50901,0,0,0,6,8,7,0,0,0,21,4,0,0,0,7,0,0,3,0,18,17,26,24,35,84,45,16,3,0,257
SAL50902,0,0,0,5,9,0,4,0,0,15,0,0,14,9,5,6,0,0,0,32,3,37,221,248,242,141,13,0,0,899
SAL50903,11,8,34,42,32,24,5,0,0,152,12,10,35,46,37,28,10,0,0,175,257,213,849,1150,1031,705,214,18,0,4438
SAL50904,6,3,0,5,9,3,0,0,0,20,4,0,0,14,0,9,0,0,0,26,35,42,58,84,78,87,42,5,0,430
SAL50905,4,0,0,13,5,8,7,0,0,38,5,5,0,15,4,14,0,0,0,40,82,91,106,261,286,244,85,3,0,1166
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL50908,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,9,0,0,0,35
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50911,0,0,6,9,3,12,0,0,0,40,0,8,18,16,11,16,0,0,0,65,60,72,186,195,148,161,43,3,0,872
SAL50912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,15,48,46,41,43,3,0,0,196
SAL50913,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,14,3,23,26,39,23,14,3,0,148
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11
SAL50916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,28,25,7,8,0,88
SAL50917,10,38,83,65,45,27,10,0,0,267,5,34,111,86,41,29,14,3,0,324,175,736,2559,1937,1181,781,238,29,0,7634
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,8,6,4,3,0,0,32
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12
SAL50920,3,14,23,30,17,8,6,0,0,93,9,11,19,13,10,10,0,0,0,67,151,178,410,445,379,241,57,5,0,1868
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,21,4,0,0,46
SAL50922,5,7,48,36,21,18,0,4,0,135,12,10,47,31,28,22,6,0,0,164,261,328,844,880,767,580,104,10,0,3766
SAL50923,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,5,3,12,17,17,17,10,0,0,92
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,7,5,0,0,0,31
SAL50925,0,0,12,11,3,10,0,0,0,36,3,3,9,8,19,9,0,0,0,48,33,72,184,210,188,179,39,5,0,903
SAL50926,0,4,3,3,0,4,3,0,0,17,4,4,0,0,0,0,0,0,0,15,6,56,185,132,140,128,30,0,0,676
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,4,10,8,20,21,14,11,0,94
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,21
SAL50930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,15,24,17,9,6,0,76
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,11,7,21,21,23,28,9,0,0,115,4,8,19,26,31,25,7,0,0,125,244,280,506,675,811,554,138,8,3,3217
SAL50933,0,3,7,3,0,9,0,0,0,28,0,0,7,8,12,0,4,0,0,38,68,110,116,168,244,225,75,21,4,1036
SAL50934,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,6,17,11,12,3,0,60
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,18,5,4,0,43
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,4,4,0,0,37
SAL50938,5,12,15,18,8,3,3,0,0,64,0,5,6,3,8,13,3,3,0,47,79,111,238,224,239,224,83,9,0,1202
SAL50939,8,4,27,17,22,3,0,0,0,88,9,14,15,25,20,14,0,0,0,98,132,209,429,485,420,270,64,8,0,2018
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,17
SAL50941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,20,37,42,26,17,4,0,173
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,14
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SAL50944,0,5,18,9,11,6,5,0,0,54,0,11,14,22,17,21,3,0,0,87,58,120,264,245,242,242,64,7,3,1253
SAL50945,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,8,11,19,18,43,26,3,0,134
SAL50946,0,0,3,8,0,4,0,0,0,15,0,0,0,4,0,0,0,0,0,9,31,24,53,75,83,103,39,10,0,419
SAL50947,4,30,31,23,14,14,0,0,0,111,6,24,48,32,22,16,3,0,0,152,115,375,808,590,459,341,86,10,0,2792
SAL50948,0,10,15,10,10,5,0,0,0,53,3,9,19,17,16,9,0,0,0,75,57,136,249,224,198,109,27,0,0,1004
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,9,18,10,12,3,0,62
SAL50950,0,0,16,12,7,0,0,0,0,39,0,3,19,19,6,6,0,0,0,57,46,95,306,327,171,124,23,0,0,1092
SAL50951,0,8,23,10,4,7,4,0,0,54,0,0,18,25,7,9,0,0,0,58,87,82,401,396,226,163,28,0,0,1376
SAL50952,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,4,0,0,3,10,3,18,18,30,25,8,3,0,124
SAL50953,0,0,4,0,4,0,0,0,0,8,0,3,0,0,0,0,5,0,0,9,14,21,25,36,71,56,29,0,0,244
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,16
SAL50955,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,16,5,4,6,10,9,0,0,0,49
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7
SAL50957,0,0,5,9,3,4,0,0,0,20,0,0,0,0,0,0,5,0,0,11,33,23,57,72,92,112,29,5,0,413
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,10
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,4,0,0,35
SAL50960,17,26,15,36,47,25,5,0,0,180,20,27,24,30,63,50,9,0,0,224,372,459,441,624,1267,887,176,21,0,4247
SAL50961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,15
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,0,21
SAL50963,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,15,28,25,36,8,6,0,124
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,13,7,10,0,0,45
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,6,0,0,0,29
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,0,4,0,0,21
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,20
SAL50968,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,9,7,31,33,37,32,12,3,0,159
SAL50969,3,4,3,4,5,3,9,0,0,38,0,0,0,9,3,0,4,0,0,20,66,69,159,158,177,180,44,9,0,855
SAL50970,9,15,50,30,33,24,3,0,0,164,13,33,50,52,35,34,11,0,0,231,191,344,652,617,565,535,136,3,0,3046
SAL50971,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,79,95,85,28,4,0,0,300
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,21
SAL50973,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,11,8,11,9,5,3,0,51
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,8,4,0,40
SAL50975,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,8,9,30,21,7,0,0,92
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,8,0,0,27
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,17
SAL50978,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,25,4,0,0,48
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50980,7,4,3,5,8,0,0,0,0,15,0,3,0,0,0,0,0,5,0,11,7,17,25,33,52,42,16,10,0,204
SAL50981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,7,0,4,0,28
SAL50982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,9,5,0,0,0,32
SAL50983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,16,13,20,26,13,0,0,95
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,11
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,4,0,0,16
SAL50987,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,10,10,15,10,20,32,26,9,0,0,113
SAL50988,9,0,9,8,3,6,4,0,0,41,3,0,0,3,7,6,0,0,0,23,35,62,120,132,153,187,72,14,0,765
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,13,0,0,0,34
SAL50992,0,3,0,0,3,7,5,0,0,17,0,0,4,0,8,5,0,0,0,18,20,16,29,52,100,84,33,4,0,333
SAL50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,30,21,43,6,0,0,148
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,25
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50996,0,0,10,6,6,4,0,0,0,23,0,0,3,0,6,4,0,0,0,21,29,25,66,71,130,102,18,0,0,446
SAL50997,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,10,22,72,55,65,67,13,0,0,309
SAL50998,15,60,129,106,94,71,35,4,0,509,19,55,184,141,110,80,23,5,0,620,496,1049,2825,2440,2012,1642,473,56,0,10994
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,20
SAL51000,15,33,26,24,31,16,8,0,0,148,10,18,30,42,65,24,15,0,0,202,258,417,748,899,1038,682,294,56,0,4372
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,15
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,9
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,0,6,9,8,7,10,7,0,0,45,5,3,5,7,11,8,0,0,0,41,70,73,178,189,257,239,88,13,0,1107
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,12
SAL51006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,4,0,0,0,32
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3
SAL51008,0,7,5,10,12,13,3,0,0,51,5,7,3,20,22,20,9,0,0,84,169,205,269,433,632,428,199,24,0,2363
SAL51009,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,10,16,18,50,61,70,74,23,3,0,308
