SAL_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50112,142,92,35,17,750
SAL50113,9,0,0,0,20
SAL50114,0,0,0,0,0
SAL50115,210,109,28,0,2674
SAL50116,78,106,56,16,463
SAL50117,547,361,179,82,3026
SAL50118,92,62,26,7,397
SAL50119,700,556,272,130,3885
SAL50120,0,4,0,0,7
SAL50121,21,33,9,0,108
SAL50122,0,0,0,0,7
SAL50123,111,42,19,0,908
SAL50124,0,0,0,0,0
SAL50125,3,0,0,0,25
SAL50126,120,98,50,6,532
SAL50127,0,0,0,0,7
SAL50128,0,0,0,0,3
SAL50129,125,77,27,4,604
SAL50130,14,3,0,0,33
SAL50131,10,10,3,0,38
SAL50132,127,110,89,38,743
SAL50133,7,7,3,0,28
SAL50134,4,3,0,0,20
SAL50135,4,0,0,0,14
SAL50136,8,3,0,0,17
SAL50137,141,71,22,3,741
SAL50138,7,0,0,0,18
SAL50139,3,0,0,0,9
SAL50140,13,11,0,0,34
SAL50141,0,3,0,0,18
SAL50142,30,21,13,0,109
SAL50143,15,9,0,0,97
SAL50144,0,0,0,0,0
SAL50145,12,9,9,0,60
SAL50146,3,0,0,0,16
SAL50147,19,0,0,0,96
SAL50148,521,379,242,144,3150
SAL50149,0,0,0,0,4
SAL50150,0,0,0,0,0
SAL50151,18,10,7,0,63
SAL50152,4,4,0,0,22
SAL50153,3,3,0,0,19
SAL50154,0,0,0,0,4
SAL50155,0,0,0,0,3
SAL50156,0,0,0,0,9
SAL50157,21,18,6,0,70
SAL50158,0,8,3,0,33
SAL50159,419,215,45,3,2253
SAL50160,3,8,0,0,28
SAL50161,94,104,33,8,435
SAL50162,52,30,15,0,224
SAL50163,4,0,0,0,21
SAL50164,6,0,0,0,36
SAL50165,14,16,0,0,48
SAL50166,3,3,0,0,8
SAL50167,9,3,0,0,28
SAL50168,53,49,33,9,381
SAL50169,132,91,38,6,612
SAL50170,0,0,0,0,20
SAL50171,3,4,0,0,14
SAL50172,81,63,40,7,410
SAL50173,188,58,15,0,4151
SAL50174,20,7,5,0,83
SAL50175,10,6,0,0,25
SAL50176,3,3,0,0,13
SAL50177,44,32,13,3,194
SAL50178,150,110,40,29,1117
SAL50179,0,0,0,0,0
SAL50180,326,360,145,35,1642
SAL50181,102,67,17,6,513
SAL50182,5,3,0,0,16
SAL50183,345,367,251,148,2222
SAL50184,45,7,0,0,324
SAL50185,90,72,23,8,532
SAL50186,6,0,3,0,9
SAL50187,131,83,27,6,1112
SAL50188,24,18,3,0,127
SAL50189,55,36,10,9,281
SAL50190,443,357,110,22,2718
SAL50191,6,5,4,0,44
SAL50192,21,19,10,0,88
SAL50193,14,8,3,0,87
SAL50194,0,0,0,0,0
SAL50195,34,53,8,0,124
SAL50196,51,42,25,9,338
SAL50197,89,59,25,7,514
SAL50198,0,0,4,0,9
SAL50199,6,0,3,0,24
SAL50200,255,83,18,0,2035
SAL50201,629,685,396,171,4413
SAL50202,0,0,0,0,0
SAL50203,3,5,0,0,29
SAL50204,24,13,10,0,89
SAL50205,0,0,0,0,10
SAL50206,0,0,0,0,4
SAL50207,407,260,82,14,2473
SAL50208,0,0,0,0,0
SAL50209,4,0,0,0,14
SAL50210,502,345,153,84,2541
SAL50211,0,0,0,0,7
SAL50212,4,0,0,0,17
SAL50213,0,3,0,0,24
SAL50214,10,3,0,0,20
SAL50215,4,5,0,0,10
SAL50216,0,0,0,0,0
SAL50217,55,39,15,3,354
SAL50218,0,0,5,0,6
SAL50219,18,13,8,0,325
SAL50220,0,0,0,0,3
SAL50221,404,180,37,10,2090
SAL50222,24,30,14,0,197
SAL50223,4,3,0,0,48
SAL50224,0,0,0,0,4
SAL50225,0,5,0,0,11
SAL50226,370,223,83,11,2418
SAL50227,33,17,12,0,379
SAL50228,171,170,93,29,968
SAL50229,614,352,128,28,5633
SAL50230,728,408,154,43,7711
SAL50231,1007,933,301,23,5518
SAL50232,0,4,0,0,16
SAL50233,3,0,0,0,7
SAL50234,12,12,5,5,71
SAL50235,99,82,82,48,807
SAL50236,3,8,7,0,25
SAL50237,0,0,0,0,4
SAL50238,24,12,0,0,173
SAL50239,0,0,0,0,25
SAL50240,272,178,75,24,1701
SAL50241,0,0,0,0,18
SAL50242,4,5,0,0,13
SAL50243,6,4,4,0,35
SAL50244,0,0,0,0,6
SAL50245,2397,1349,437,130,16564
SAL50246,262,172,72,18,3970
SAL50247,0,0,0,0,4
SAL50248,60,37,4,5,237
SAL50249,0,0,0,0,7
SAL50250,52,64,12,0,218
SAL50251,167,135,46,10,1040
SAL50252,19,8,3,0,67
SAL50253,21,15,0,0,193
SAL50254,0,7,4,0,21
SAL50255,47,21,4,0,187
SAL50256,0,0,0,0,14
SAL50257,0,0,0,0,3
SAL50258,16,9,4,0,59
SAL50259,9,8,0,0,48
SAL50260,90,50,22,0,509
SAL50261,341,231,118,61,2198
SAL50262,582,643,299,102,3899
SAL50263,380,321,129,51,3827
SAL50264,10,20,0,0,48
SAL50265,75,88,31,11,395
SAL50266,28,39,19,0,217
SAL50267,62,59,29,9,369
SAL50268,0,0,0,0,0
SAL50269,546,250,84,15,3383
SAL50270,5,3,0,0,20
SAL50271,4,0,0,0,21
SAL50272,4,0,0,0,40
SAL50273,214,181,94,24,1660
SAL50274,94,34,16,4,462
SAL50275,47,3,0,0,269
SAL50276,19,17,9,0,86
SAL50277,364,201,79,14,3546
SAL50278,62,80,37,18,453
SAL50279,50,66,17,5,260
SAL50280,17,14,3,0,82
SAL50281,132,88,29,0,702
SAL50282,0,0,0,0,9
SAL50283,0,0,0,0,24
SAL50284,16,13,8,0,75
SAL50285,8,9,5,4,49
SAL50286,0,7,0,0,35
SAL50287,3,7,6,0,32
SAL50288,6,4,0,0,37
SAL50289,16,0,0,0,139
SAL50290,195,117,32,14,882
SAL50291,124,55,22,4,495
SAL50292,3,0,0,0,20
SAL50293,342,239,132,34,2118
SAL50294,836,468,386,171,3882
SAL50295,34,34,5,5,159
SAL50296,843,781,618,288,5757
SAL50297,861,397,144,28,6499
SAL50298,0,0,0,0,0
SAL50299,25,22,16,0,85
SAL50300,0,0,0,0,0
SAL50301,434,302,141,58,4373
SAL50302,4,0,0,0,15
SAL50303,0,0,0,0,0
SAL50304,77,40,13,0,912
SAL50305,6,3,0,0,29
SAL50306,0,0,0,0,12
SAL50307,9,13,0,0,34
SAL50308,0,5,0,0,5
SAL50309,106,94,40,23,795
SAL50310,501,388,205,80,3095
SAL50311,0,3,0,0,23
SAL50312,55,29,24,10,328
SAL50313,22,21,3,0,101
SAL50314,0,7,0,0,17
SAL50315,6,0,0,0,10
SAL50316,1117,957,545,390,9194
SAL50317,15,12,3,0,105
SAL50318,508,286,94,23,2007
SAL50319,0,0,6,0,6
SAL50320,281,290,174,73,1663
SAL50321,529,394,160,39,2728
SAL50322,62,31,12,5,266
SAL50323,25,3,0,0,156
SAL50324,322,218,120,35,2922
SAL50325,169,105,40,20,946
SAL50326,0,0,0,0,11
SAL50327,88,60,9,4,486
SAL50328,0,5,0,0,8
SAL50329,500,333,192,87,2867
SAL50330,23,14,4,3,147
SAL50331,8,0,0,0,55
SAL50332,4,12,0,0,29
SAL50333,8,11,0,0,42
SAL50334,107,79,28,0,362
SAL50335,15,18,6,0,80
SAL50336,0,0,0,0,4
SAL50337,8,0,0,4,32
SAL50338,110,141,38,0,624
SAL50339,0,0,0,0,4
SAL50340,45,46,21,14,295
SAL50341,24,11,0,0,189
SAL50342,11,0,0,0,31
SAL50343,873,671,391,151,4728
SAL50344,0,0,0,0,22
SAL50345,4,0,0,0,13
SAL50346,7,0,0,0,25
SAL50347,183,99,35,5,1221
SAL50348,0,0,0,0,0
SAL50349,9,0,0,3,28
SAL50350,387,281,101,26,3243
SAL50351,0,0,0,0,11
SAL50352,30,17,12,5,175
SAL50353,119,197,135,36,2416
SAL50354,24,29,3,0,135
SAL50355,20,17,6,0,76
SAL50356,17,8,6,0,55
SAL50357,49,36,19,5,197
SAL50358,0,0,0,0,4
SAL50359,50,44,9,0,173
SAL50360,0,3,0,0,9
SAL50361,9,0,0,0,38
SAL50362,0,0,0,0,6
SAL50363,36,8,0,0,434
SAL50364,48,26,18,5,300
SAL50365,5,5,0,0,27
SAL50366,5,0,0,0,6
SAL50367,635,307,118,16,3472
SAL50368,17,14,7,0,89
SAL50369,0,0,4,0,16
SAL50370,19,10,0,0,125
SAL50371,146,111,53,10,944
SAL50372,35,27,3,0,115
SAL50373,9,10,0,3,24
SAL50374,485,430,225,61,2592
SAL50375,44,32,21,10,346
SAL50376,582,327,124,15,4475
SAL50377,5,4,0,0,66
SAL50378,122,48,17,0,722
SAL50379,0,0,0,0,0
SAL50380,144,101,27,8,792
SAL50381,0,0,0,0,11
SAL50382,26,14,10,6,132
SAL50383,5,3,3,0,29
SAL50384,375,179,80,23,3198
SAL50385,0,0,0,0,0
SAL50386,33,28,8,0,251
SAL50387,72,40,10,10,339
SAL50388,43,18,4,7,162
SAL50389,156,81,22,6,740
SAL50390,394,317,170,35,2042
SAL50391,7,8,0,0,27
SAL50392,0,0,0,0,9
SAL50393,0,0,0,0,11
SAL50394,0,0,0,0,8
SAL50395,0,0,0,0,8
SAL50396,505,490,217,35,2989
SAL50397,131,61,14,0,2643
SAL50398,4,11,0,0,31
SAL50399,35,14,0,0,140
SAL50400,61,16,7,0,388
SAL50401,8,6,4,0,35
SAL50402,6,0,0,0,35
SAL50403,334,364,112,6,1504
SAL50404,268,256,150,55,1482
SAL50405,371,304,59,7,1963
SAL50406,0,0,0,0,5
SAL50407,10,4,9,0,44
SAL50408,7,3,0,0,12
SAL50409,1855,1339,814,288,12371
SAL50410,0,0,0,0,6
SAL50411,20,13,0,0,97
SAL50412,13,15,3,0,83
SAL50413,4,0,0,0,24
SAL50414,6,3,0,0,38
SAL50415,252,98,18,0,1855
SAL50416,141,144,50,9,680
SAL50417,4,4,0,0,29
SAL50418,3,0,0,0,3
SAL50419,218,177,115,37,1254
SAL50420,3,4,0,0,28
SAL50421,11,6,0,0,51
SAL50422,0,0,0,0,0
SAL50423,717,403,189,61,5149
SAL50424,18,39,6,3,171
SAL50425,3,6,0,0,21
SAL50426,95,54,13,0,705
SAL50427,0,4,0,0,5
SAL50428,23,28,0,0,114
SAL50429,3,0,0,0,16
SAL50430,0,0,0,0,19
SAL50431,566,533,318,122,3031
SAL50432,0,0,0,0,4
SAL50433,11,8,0,0,42
SAL50434,0,0,0,0,4
SAL50435,42,23,12,0,139
SAL50436,20,11,0,3,82
SAL50437,33,22,7,0,135
SAL50438,1276,1189,549,134,8376
SAL50439,0,0,0,0,0
SAL50440,3,0,0,0,4
SAL50441,457,474,225,52,3318
SAL50442,87,55,3,0,399
SAL50443,8,4,0,0,14
SAL50444,0,0,0,0,0
SAL50445,0,4,0,0,13
SAL50446,55,46,14,6,253
SAL50447,18,25,6,0,77
SAL50448,3,6,3,0,21
SAL50449,0,0,0,0,11
SAL50450,10,7,0,0,37
SAL50451,0,4,0,0,23
SAL50452,289,224,149,42,1825
SAL50453,287,143,61,16,3249
SAL50454,96,99,49,6,500
SAL50455,4,3,0,0,14
SAL50456,0,0,0,0,7
SAL50457,858,605,307,165,4544
SAL50458,22,21,0,0,58
SAL50459,3,3,0,0,22
SAL50460,0,0,0,0,0
SAL50461,0,0,0,0,5
SAL50462,4,12,4,0,30
SAL50463,0,0,0,0,5
SAL50464,1101,685,219,58,9233
SAL50465,16,5,5,0,81
SAL50466,0,0,0,0,12
SAL50467,55,51,20,0,172
SAL50468,712,395,150,36,6362
SAL50469,5,0,0,0,14
SAL50470,0,5,0,0,17
SAL50471,16,6,3,0,51
SAL50472,506,380,247,154,3706
SAL50473,239,174,82,15,1725
SAL50474,431,301,146,53,2427
SAL50475,9,0,0,0,35
SAL50476,115,65,14,0,1619
SAL50477,117,163,43,4,428
SAL50478,0,0,0,0,12
SAL50479,0,0,0,0,0
SAL50480,8,3,6,0,49
SAL50481,48,48,7,6,191
SAL50482,1060,561,323,135,10060
SAL50483,0,14,6,0,27
SAL50484,195,133,74,43,1837
SAL50485,3,5,0,0,22
SAL50486,45,51,18,19,209
SAL50487,22,11,6,0,83
SAL50488,0,0,0,0,0
SAL50489,5,0,0,0,5
SAL50490,0,0,0,0,0
SAL50491,384,522,409,100,2344
SAL50492,220,124,135,47,1258
SAL50493,0,0,0,0,0
SAL50494,10,10,0,0,32
SAL50495,0,0,0,0,0
SAL50496,0,0,0,0,12
SAL50497,460,473,159,23,2814
SAL50498,71,88,18,0,266
SAL50499,6,3,0,0,28
SAL50500,507,439,210,57,2566
SAL50501,24,23,17,0,118
SAL50502,299,298,157,87,2316
SAL50503,0,3,3,0,12
SAL50504,0,0,0,0,0
SAL50505,0,0,0,0,0
SAL50506,0,0,0,0,0
SAL50507,0,11,0,0,17
SAL50508,120,102,14,0,731
SAL50509,0,0,0,0,0
SAL50510,1008,566,274,89,4890
SAL50511,0,0,0,0,0
SAL50512,33,28,9,0,150
SAL50513,8,7,0,0,50
SAL50514,0,0,0,0,0
SAL50515,4,4,0,0,17
SAL50516,28,3,0,0,176
SAL50517,86,48,17,3,462
SAL50518,829,651,248,105,6011
SAL50519,90,26,3,0,526
SAL50520,41,19,5,3,180
SAL50521,29,27,0,0,247
SAL50522,1055,789,334,90,6496
SAL50523,79,100,54,11,443
SAL50524,0,3,0,0,8
SAL50525,53,71,29,5,290
SAL50526,0,5,0,0,9
SAL50527,9,0,0,0,37
SAL50528,162,29,0,0,873
SAL50529,11,0,0,0,943
SAL50530,14,30,3,0,72
SAL50531,11,0,0,0,30
SAL50532,0,0,0,0,10
SAL50533,263,150,43,9,1114
SAL50534,343,318,153,30,1739
SAL50535,6,0,0,0,29
SAL50536,323,262,179,156,2007
SAL50537,0,0,0,0,3
SAL50538,24,13,4,0,78
SAL50539,22,22,3,4,166
SAL50540,4,0,0,0,60
SAL50541,0,0,0,0,6
SAL50542,310,162,77,17,1436
SAL50543,14,8,3,0,40
SAL50544,0,0,0,0,0
SAL50545,7,8,0,0,21
SAL50546,0,0,0,0,0
SAL50547,0,0,0,0,0
SAL50548,48,43,35,0,354
SAL50549,5,0,0,0,17
SAL50550,406,311,140,24,3513
SAL50551,87,45,25,7,476
SAL50552,278,215,102,20,1467
SAL50553,186,102,38,14,1289
SAL50554,5,9,4,0,32
SAL50555,3,0,0,0,10
SAL50556,88,117,50,34,1689
SAL50557,62,40,3,8,419
SAL50558,17,3,6,0,58
SAL50559,14,8,10,0,52
SAL50560,0,0,0,0,14
SAL50561,145,117,68,17,609
SAL50562,65,27,9,3,313
SAL50563,14,21,7,0,50
SAL50564,43,37,8,6,217
SAL50565,3,0,0,0,13
SAL50566,279,130,55,11,2533
SAL50567,41,53,24,3,168
SAL50568,0,0,0,0,11
SAL50569,47,47,12,6,216
SAL50570,0,0,0,0,3
SAL50571,342,319,203,51,1818
SAL50572,3,0,0,0,13
SAL50573,0,0,0,0,0
SAL50574,1090,833,557,278,8685
SAL50575,26,21,7,0,132
SAL50576,7,5,0,0,25
SAL50577,10,3,5,0,50
SAL50578,20,7,3,0,64
SAL50579,33,53,28,6,152
SAL50580,12,3,0,0,32
SAL50581,0,7,0,0,29
SAL50582,36,25,13,0,167
SAL50583,638,498,473,269,4053
SAL50584,0,0,0,0,18
SAL50585,207,176,147,98,1326
SAL50586,33,19,13,0,174
SAL50587,639,669,267,41,4956
SAL50588,5,3,0,0,12
SAL50589,3,21,0,0,41
SAL50590,0,0,0,0,5
SAL50591,4,0,0,0,35
SAL50592,0,0,0,0,0
SAL50593,16,17,18,5,82
SAL50594,202,114,77,59,1075
SAL50595,0,0,0,0,7
SAL50596,0,0,0,0,8
SAL50597,0,4,0,0,24
SAL50598,9,4,7,0,40
SAL50599,372,320,240,172,2877
SAL50600,8,8,0,0,24
SAL50601,6,7,3,0,33
SAL50602,128,102,33,6,777
SAL50603,1232,889,475,142,6469
SAL50604,27,18,3,0,122
SAL50605,8,5,3,0,41
SAL50606,21,12,5,0,84
SAL50607,328,362,170,38,2689
SAL50608,118,24,0,0,715
SAL50609,784,572,243,106,5818
SAL50610,233,102,30,3,3449
SAL50611,139,64,22,3,1121
SAL50612,11,11,0,0,46
SAL50613,475,218,43,8,5663
SAL50614,4,4,0,0,23
SAL50615,200,165,110,53,1488
SAL50616,0,0,0,0,14
SAL50617,0,0,0,0,0
SAL50618,66,48,26,4,258
SAL50619,47,36,12,0,1149
SAL50620,67,80,33,12,469
SAL50621,10,9,3,0,38
SAL50622,400,301,102,23,3370
SAL50623,314,280,137,18,1913
SAL50624,9,4,0,0,50
SAL50625,203,115,48,7,1075
SAL50626,22,23,0,0,91
SAL50627,0,0,0,0,0
SAL50628,113,108,33,7,669
SAL50629,54,26,23,0,238
SAL50630,0,6,0,0,41
SAL50631,9,9,5,0,60
SAL50632,14,0,0,0,37
SAL50633,713,450,278,63,5174
SAL50634,19,15,8,0,98
SAL50635,161,100,34,4,1525
SAL50636,143,58,16,3,1864
SAL50637,12,8,6,0,51
SAL50638,1232,866,296,65,5941
SAL50639,105,100,42,7,728
SAL50640,6,3,5,0,30
SAL50641,318,208,121,102,2347
SAL50642,5,0,0,0,14
SAL50643,6,8,4,0,28
SAL50644,0,0,0,0,28
SAL50645,348,215,78,12,3217
SAL50646,20,9,4,0,65
SAL50647,3,0,0,3,15
SAL50648,0,0,0,0,0
SAL50649,7,5,0,0,19
SAL50650,0,0,0,0,22
SAL50651,12,0,0,0,19
SAL50652,3,0,0,0,21
SAL50653,31,18,11,0,138
SAL50654,96,67,47,3,534
SAL50655,42,22,11,0,119
SAL50656,0,0,0,0,0
SAL50657,99,68,35,5,388
SAL50658,10,12,4,0,59
SAL50659,0,0,0,0,11
SAL50660,3,0,0,0,11
SAL50661,451,320,112,31,3827
SAL50662,43,24,13,6,205
SAL50663,0,0,0,0,4
SAL50664,787,321,89,20,3027
SAL50665,8,6,0,0,45
SAL50666,5,11,0,0,30
SAL50667,0,0,0,0,6
SAL50668,538,320,140,57,3398
SAL50669,0,0,5,0,11
SAL50670,561,420,253,182,5687
SAL50671,0,3,0,0,14
SAL50672,11,11,0,0,41
SAL50673,8,0,0,0,20
SAL50674,0,7,0,0,26
SAL50675,0,0,0,0,0
SAL50676,8,4,0,0,26
SAL50677,9,0,0,0,26
SAL50678,0,0,0,0,31
SAL50679,29,19,18,0,106
SAL50680,0,0,0,0,13
SAL50681,21,22,10,0,130
SAL50682,256,205,62,16,1316
SAL50683,319,125,46,11,1661
SAL50684,10,7,0,0,62
SAL50685,0,0,0,0,14
SAL50686,117,48,33,6,566
SAL50687,0,0,0,0,0
SAL50688,11,13,4,0,61
SAL50689,0,3,0,0,22
SAL50690,0,4,0,0,17
SAL50691,64,10,0,0,408
SAL50692,29,14,6,0,163
SAL50693,0,4,0,0,18
SAL50694,12,0,0,0,46
SAL50695,7,0,0,0,20
SAL50696,318,114,40,4,2025
SAL50697,10,4,4,0,39
SAL50698,12,5,0,0,61
SAL50699,5,6,0,0,27
SAL50700,85,144,138,74,932
SAL50701,870,574,318,232,5522
SAL50702,328,211,97,75,3173
SAL50703,56,41,19,0,190
SAL50704,0,0,0,0,23
SAL50705,193,214,69,18,972
SAL50706,0,0,0,0,16
SAL50707,686,647,434,161,3867
SAL50708,13,5,3,0,66
SAL50709,301,367,112,18,1332
SAL50710,0,0,0,0,0
SAL50711,82,70,28,0,423
SAL50712,337,130,68,43,2384
SAL50713,3,4,4,0,41
SAL50714,519,421,198,55,2829
SAL50715,5,15,3,0,48
SAL50716,21,10,0,0,76
SAL50717,98,41,8,4,756
SAL50718,114,48,19,6,717
SAL50719,53,53,25,0,257
SAL50720,4,8,0,0,21
SAL50721,0,0,0,0,0
SAL50722,24,41,9,4,117
SAL50723,8,11,3,0,36
SAL50724,141,76,35,4,991
SAL50725,885,609,295,71,5027
SAL50726,43,32,11,0,206
SAL50727,5,4,0,0,38
SAL50728,11,0,0,0,133
SAL50729,3,0,0,0,12
SAL50730,37,28,4,0,216
SAL50731,110,69,17,12,900
SAL50732,23,34,7,0,183
SAL50733,7,0,0,0,47
SAL50734,12,13,4,0,78
SAL50735,26,8,0,0,165
SAL50736,0,3,0,0,32
SAL50737,35,17,0,0,190
SAL50738,71,41,10,0,453
SAL50739,27,28,9,0,178
SAL50740,738,580,406,119,5190
SAL50741,0,0,0,0,0
SAL50742,216,144,79,32,1406
SAL50743,10,4,3,0,31
SAL50744,6,4,6,0,28
SAL50745,35,32,22,4,467
SAL50746,0,3,0,0,24
SAL50747,70,47,35,15,325
SAL50748,748,579,282,126,4935
SAL50749,99,97,35,0,447
SAL50750,0,4,0,0,12
SAL50751,10,11,0,0,33
SAL50752,381,260,75,22,2536
SAL50753,26,12,0,0,64
SAL50754,315,178,75,16,2365
SAL50755,0,0,0,0,0
SAL50756,399,273,154,36,3612
SAL50757,34,29,9,0,149
SAL50758,153,70,35,7,776
SAL50759,42,7,4,0,289
SAL50760,103,75,9,0,562
SAL50761,21,29,6,0,127
SAL50762,11,4,7,0,32
SAL50763,69,142,39,4,352
SAL50764,1138,956,325,201,6594
SAL50765,0,0,0,0,7
SAL50766,589,262,86,25,3325
SAL50767,0,0,0,0,9
SAL50768,14,10,0,0,70
SAL50769,0,0,0,0,5
SAL50770,4,3,0,0,11
SAL50771,82,46,46,29,463
SAL50772,9,14,0,0,41
SAL50773,27,14,4,3,124
SAL50774,6,0,0,0,19
SAL50775,8,0,0,0,36
SAL50776,6,3,0,0,20
SAL50777,9,8,0,0,131
SAL50778,0,0,0,0,6
SAL50779,45,13,0,0,258
SAL50780,5,3,0,0,26
SAL50781,154,144,73,10,1360
SAL50782,50,41,19,6,419
SAL50783,9,21,4,0,89
SAL50784,6,3,0,0,26
SAL50785,21,18,11,0,80
SAL50786,3,4,0,0,22
SAL50787,55,27,13,0,171
SAL50788,16,8,4,0,48
SAL50789,0,3,0,0,23
SAL50790,0,0,0,0,26
SAL50791,16,8,6,0,69
SAL50792,25,18,4,3,142
SAL50793,3,0,0,0,33
SAL50794,0,0,0,0,4
SAL50795,19,10,3,0,190
SAL50796,7,0,0,0,34
SAL50797,3,3,0,0,18
SAL50798,4,13,0,0,25
SAL50799,691,497,91,20,3739
SAL50800,37,28,4,0,116
SAL50801,3,0,0,0,23
SAL50802,0,0,0,0,12
SAL50803,0,0,0,0,0
SAL50804,0,0,0,0,6
SAL50805,4,0,0,0,11
SAL50806,19,12,3,0,245
SAL50807,5,4,0,0,5
SAL50808,45,38,10,0,263
SAL50809,99,62,11,0,531
SAL50810,0,4,0,0,4
SAL50811,4,6,0,0,23
SAL50812,0,0,0,0,6
SAL50813,0,0,0,0,8
SAL50814,5,0,0,0,6
SAL50815,77,34,29,3,358
SAL50816,315,168,69,11,2268
SAL50817,74,15,0,0,624
SAL50818,0,0,0,0,0
SAL50819,37,21,10,6,222
SAL50820,4,0,0,0,8
SAL50821,0,0,0,0,13
SAL50822,9,4,0,0,40
SAL50823,0,0,0,0,7
SAL50824,0,3,0,0,4
SAL50825,0,5,0,0,11
SAL50826,6,0,0,0,34
SAL50827,3,0,0,0,4
SAL50828,243,200,126,22,2603
SAL50829,142,31,22,0,928
SAL50830,79,68,35,7,384
SAL50831,804,324,101,26,6886
SAL50832,23,20,27,8,183
SAL50833,271,201,91,19,2407
SAL50834,8,4,0,0,30
SAL50835,314,144,52,23,2074
SAL50836,391,74,10,0,2094
SAL50837,9,12,0,0,41
SAL50838,168,70,24,0,1229
SAL50839,33,34,11,0,113
SAL50840,227,171,73,52,2470
SAL50841,39,32,10,5,146
SAL50842,1059,946,245,51,5790
SAL50843,0,0,0,0,0
SAL50844,142,33,0,0,1178
SAL50845,15,8,11,0,80
SAL50846,151,82,18,0,885
SAL50847,324,212,49,9,1409
SAL50848,0,0,0,0,0
SAL50849,691,612,374,156,4261
SAL50850,0,4,0,0,8
SAL50851,0,0,0,0,7
SAL50852,8,5,0,0,19
SAL50853,152,116,55,22,748
