SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50942,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,6,..,18,35
SAL50943,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,..,8,12
SAL50944,963,2465,83,136,0,0,83,136,18,27,0,0,0,0,0,0,3,11,23,36,33,41,44,51,141,140,0,0,219,243,5,15,1297,2897,94,..,1394,2897
SAL50945,97,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,217,28,..,125,217
SAL50946,283,601,41,53,14,21,56,70,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,33,0,0,0,0,25,42,6,6,369,725,148,..,519,725
SAL50947,987,2170,1205,2166,378,641,1586,2812,180,291,178,261,110,181,63,91,0,0,534,823,0,0,0,0,236,245,4,6,235,254,35,51,3376,6113,488,..,3868,6113
SAL50948,729,1953,124,209,39,64,168,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,899,2231,100,..,992,2231
SAL50949,46,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,114,4,..,49,114
SAL50950,546,1599,197,408,29,63,224,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,0,0,773,2074,160,..,933,2074
SAL50951,893,2546,14,26,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,905,2583,56,..,966,2583
SAL50952,93,261,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,269,10,..,102,269
SAL50953,174,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,177,477,11,..,191,477
SAL50954,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,9,..,24,36
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,82,0,0,0,0,0,0,40,87,6,8,45,97,0,..,45,97
SAL50956,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,5,..,6,16
SAL50957,300,816,5,9,0,0,5,9,0,0,0,0,0,0,0,0,0,3,0,3,6,11,42,55,0,0,0,0,52,69,0,0,358,896,37,..,393,896
SAL50958,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,..,5,11
SAL50959,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,48,5,..,25,48
SAL50960,2342,6877,228,432,49,84,273,515,6,10,54,84,3,7,0,0,4,9,65,111,0,0,0,0,0,0,0,0,0,0,0,0,2679,7501,177,..,2859,7501
SAL50961,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,7,..,19,33
SAL50962,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,..,13,28
SAL50963,107,226,3,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,41,76,5,12,7,15,0,8,60,105,5,3,173,346,13,..,183,346
SAL50964,32,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,76,9,..,44,76
SAL50965,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,19,37,14,29,36,84,0,..,36,84
SAL50966,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,6,..,17,38
SAL50967,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,8,..,24,38
SAL50968,23,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,66,149,0,3,5,10,8,16,73,176,25,37,117,264,6,..,122,264
SAL50969,721,1563,121,180,3,0,120,188,20,32,0,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,866,1787,153,..,1019,1787
SAL50970,2208,7195,303,523,60,79,366,601,5,11,0,0,17,20,0,0,3,17,24,47,0,0,0,0,21,20,0,0,21,20,0,0,2615,7863,182,..,2799,7863
SAL50971,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,0,3,17,35,0,0,42,100,10,11,54,137,3,..,63,137
SAL50972,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,12,..,31,39
SAL50973,36,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,92,6,..,42,92
SAL50974,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,..,32,59
SAL50975,84,198,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,201,19,..,104,201
SAL50976,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,59,0,..,31,59
SAL50977,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,..,9,19
SAL50978,80,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,141,145,..,224,141
SAL50979,7,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,16,8,..,16,16
SAL50980,138,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,142,375,35,..,179,375
SAL50981,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,0,..,22,65
SAL50982,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,0,..,21,67
SAL50983,84,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,212,26,..,113,212
SAL50984,13,22,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,14,29,6,..,17,29
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50986,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,7,..,18,28
SAL50987,99,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,99,268,6,..,107,268
SAL50988,643,1503,64,91,0,0,64,91,0,0,0,0,0,0,0,0,0,0,0,0,14,27,19,32,0,0,0,4,29,68,3,11,739,1666,163,..,901,1666
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50990,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,..,9,14
SAL50991,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,7,..,36,57
SAL50992,272,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,5,11,0,0,282,681,23,..,303,681
SAL50993,170,362,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,32,66,0,0,0,0,0,0,32,66,7,9,209,446,29,..,240,446
SAL50994,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,..,15,35
SAL50995,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,..,14,7
SAL50996,321,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,327,894,17,..,344,894
SAL50997,231,611,71,110,29,46,101,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,331,769,79,..,411,769
SAL50998,7454,18884,1251,2618,195,409,1447,3027,45,80,0,0,0,0,0,0,3,10,50,86,0,0,0,0,8,6,4,7,5,13,13,26,8971,22039,691,..,9656,22039
SAL50999,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,4,..,17,33
SAL51000,2231,6331,302,533,235,447,538,981,91,130,376,504,412,622,45,75,0,0,925,1329,0,0,0,0,3,5,0,0,3,6,4,7,3702,8649,413,..,4113,8649
SAL51001,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,3,..,17,27
SAL51002,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,0,..,7,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,..,0,4
SAL51004,1100,2595,29,43,0,0,29,43,9,11,0,0,0,0,0,0,0,0,11,9,5,12,9,15,0,0,0,0,20,29,0,4,1153,2685,216,..,1364,2685
SAL51005,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,..,8,12
SAL51006,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,6,25,81,12,..,37,81
SAL51007,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,..,9,15
SAL51008,1403,4126,174,278,164,300,340,581,74,95,0,0,0,0,0,0,3,0,76,97,0,0,0,0,0,0,0,0,0,0,4,3,1822,4817,118,..,1935,4817
SAL51009,241,547,41,76,9,7,49,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,290,637,48,..,342,637
SAL51010,34,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,83,5,..,34,83
SAL51011,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,3,12
SAL51012,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,3,..,18,23
SAL51013,62,133,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,136,5,..,73,136
SAL51014,103,484,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,0,4,15,0,0,19,51,3,9,130,548,4,..,134,548
SAL51015,2356,6585,362,769,189,417,541,1191,44,74,76,112,23,28,0,0,0,0,141,210,0,0,0,0,0,0,19,31,19,31,0,0,3059,8015,221,..,3283,8015
SAL51016,1183,3181,4,4,0,0,4,4,0,0,0,0,0,0,0,0,4,9,4,9,0,3,0,0,0,3,0,0,3,5,0,5,1194,3209,61,..,1254,3209
SAL51017,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,0,..,22,44
SAL51018,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,13,0,..,9,13
SAL51019,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,..,15,13
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,..,3,0
SAL51021,2505,6588,365,681,585,1121,945,1801,461,685,470,669,341,479,112,160,7,8,1385,2005,0,0,0,0,7,10,15,28,20,41,3,0,4864,10435,525,..,5390,10435
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51023,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,13,..,17,22
SAL51024,249,541,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,37,67,0,0,6,8,0,11,54,84,5,16,309,641,76,..,393,641
SAL51025,466,929,18,20,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,949,95,..,580,949
SAL51026,1134,2841,37,79,0,0,37,79,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,3,1175,2921,83,..,1254,2921
SAL51027,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51030,2007,5491,453,966,118,312,572,1276,48,84,38,58,143,245,125,203,0,3,364,586,0,0,0,0,0,0,0,6,0,6,3,8,2944,7363,381,..,3327,7363
SAL51031,667,1710,11,19,0,0,11,19,21,46,0,0,0,0,0,0,3,5,27,47,35,45,133,175,0,0,0,0,168,220,0,0,872,2002,87,..,962,2002
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51033,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,5,0,0,5,20,16,28,28,58,0,..,31,58
SAL51034,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,8,..,22,22
SAL51035,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,..,3,13
SAL51036,1202,3005,52,85,12,17,60,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,1266,3115,142,..,1408,3115
SAL51037,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,0,..,28,65
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,6,0
SAL51040,340,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,895,38,..,380,895
SAL51041,57,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,166,19,..,82,166
SAL51042,92,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,0,0,5,10,0,0,27,52,6,14,120,409,10,..,129,409
SAL51043,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,..,8,16
SAL51044,160,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,9,0,0,0,0,9,15,0,0,171,351,30,..,204,351
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51046,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,14,23,0,..,15,23
SAL51047,2058,5739,79,171,34,65,110,231,0,0,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,0,0,0,0,0,0,3,2177,5987,127,..,2302,5987
SAL51048,56,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,10,0,4,64,138,21,..,85,138
SAL51049,131,314,9,14,0,0,9,14,13,12,0,0,0,0,0,0,0,0,13,12,38,68,0,0,5,6,0,0,40,75,5,7,196,424,29,..,220,424
SAL51050,98,259,12,29,3,17,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,303,8,..,125,303
SAL51051,81,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,82,184,11,..,92,184
SAL51052,41,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,98,5,..,43,98
SAL51053,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,7,..,29,57
SAL51054,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,10,8,31,15,44,0,..,15,44
SAL51055,1121,2874,99,118,0,0,99,118,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,14,21,4,3,1234,3026,93,..,1326,3026
SAL51056,435,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,434,1190,34,..,474,1190
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,..,0,6
SAL51058,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,3,..,25,47
SAL51059,52,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,61,131,25,..,83,131
SAL51060,68,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,195,14,..,75,195
SAL51061,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,15,36,10,..,27,36
SAL51062,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,23,..,68,90
SAL51063,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,0,29,48,4,9,41,77,0,..,41,77
SAL51064,831,2237,129,199,18,45,149,242,37,43,48,62,0,0,0,0,7,6,91,114,0,0,0,0,4,0,0,0,4,0,3,3,1075,2603,92,..,1166,2603
SAL51065,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,..,10,22
SAL51066,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,..,7,14
SAL51067,133,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,6,12,0,0,0,0,19,39,0,6,153,331,104,..,256,331
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51069,570,1554,204,312,18,24,218,333,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,3,0,0,789,1905,62,..,855,1905
SAL51070,194,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,197,505,46,..,248,505
SAL51071,50,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,115,10,..,61,115
SAL51072,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,10,8
SAL51073,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,..,4,3
SAL51074,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,..,14,34
SAL51075,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,..,14,35
SAL51076,121,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,118,358,9,..,126,358
SAL51077,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,13,27,5,..,12,27
SAL51078,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,5,..,18,23
SAL51079,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,4,11,0,0,0,0,24,50,0,0,26,49,7,..,30,49
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,..,5,0
SAL51081,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,77,0,..,37,77
SAL51082,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,12,28,3,..,11,28
SAL51083,414,870,9,15,0,5,10,19,18,18,0,0,0,0,0,0,0,0,22,19,6,14,0,4,0,0,0,10,6,29,0,4,458,936,144,..,595,936
SAL51084,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,44,84,13,..,53,84
SAL51085,3,15,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,9,97,200,0,0,0,9,0,0,98,203,17,28,131,251,4,..,135,251
SAL51086,104,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,248,23,..,126,248
SAL51087,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,..,10,13
SAL51088,160,347,22,30,0,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,188,389,59,..,254,389
SAL51089,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,4,..,28,52
SAL51090,28,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,29,95,0,..,37,95
SAL51091,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,..,12,34
SAL51092,194,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,492,59,..,253,492
SAL51093,1519,3419,159,230,0,0,159,230,6,10,0,0,0,0,0,0,0,0,6,10,10,8,0,0,10,10,4,11,24,27,0,3,1710,3693,287,..,1996,3693
SAL51094,36,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,11,..,45,90
SAL51095,38,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,101,40,..,78,101
SAL51096,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,16,25,0,..,16,25
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL51098,2838,8148,317,635,282,627,599,1263,251,485,67,105,31,57,0,0,3,12,352,659,0,0,0,0,0,0,0,0,0,3,0,0,3790,10072,291,..,4079,10072
SAL51099,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,90,15,..,52,90
SAL51100,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,..,9,16
