SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL50553,23,225,251,359,51,409,185,13,192,164,5,173,59,0,59,53,3,60,850,298,1144
SAL50554,0,4,0,6,0,5,0,0,0,3,0,4,0,0,0,0,0,0,10,3,19
SAL50555,0,0,0,7,0,7,0,0,0,0,0,0,5,0,5,0,0,0,8,0,8
SAL50556,15,455,470,272,94,362,174,27,203,125,10,129,30,0,30,9,0,9,627,583,1202
SAL50557,20,59,80,115,14,130,67,0,73,54,6,55,30,0,28,5,0,11,282,81,368
SAL50558,0,9,11,8,0,11,3,0,3,3,0,3,3,0,3,0,0,0,27,16,41
SAL50559,0,10,13,15,0,18,0,0,0,4,0,4,4,0,4,0,0,0,26,13,40
SAL50560,0,3,8,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,10,4,11
SAL50561,13,120,129,188,15,207,57,4,62,53,0,56,31,0,32,26,0,27,373,137,511
SAL50562,14,34,47,37,17,52,27,3,31,36,5,42,11,0,12,0,0,0,126,64,191
SAL50563,0,7,7,5,27,33,0,0,0,0,3,3,0,0,0,0,0,0,5,37,42
SAL50564,0,71,71,68,8,71,20,5,25,31,4,32,10,0,7,13,0,13,134,89,220
SAL50565,0,6,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17
SAL50566,72,404,475,515,66,587,370,23,389,306,19,324,167,10,174,70,3,72,1499,528,2020
SAL50567,3,36,42,65,3,65,7,0,7,7,0,7,0,0,0,0,0,0,83,40,126
SAL50568,0,4,6,9,0,6,4,0,6,0,0,0,0,0,0,0,0,0,8,10,15
SAL50569,0,107,112,70,27,95,14,0,20,18,0,20,11,0,11,0,0,0,118,132,253
SAL50570,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL50571,31,234,267,488,21,508,184,5,189,198,5,203,79,0,82,31,0,33,1010,265,1274
SAL50572,0,4,4,5,0,5,0,3,4,0,0,0,0,0,0,0,0,0,7,3,14
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,129,2620,2750,2005,367,2377,1122,121,1245,995,65,1062,490,38,528,337,16,359,5083,3233,8318
SAL50575,0,25,26,24,10,32,14,0,14,11,0,16,4,0,4,0,0,0,60,32,90
SAL50576,0,4,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15
SAL50577,0,11,11,26,0,26,0,0,7,10,0,9,0,0,0,0,0,0,36,18,48
SAL50578,3,26,25,24,0,21,9,0,12,4,0,4,0,0,0,0,0,0,45,32,70
SAL50579,9,51,59,77,19,90,10,0,10,4,0,4,0,0,0,0,0,0,91,73,168
SAL50580,0,5,5,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,15,6,24
SAL50581,0,0,0,5,0,5,6,0,6,4,0,4,4,0,4,0,0,0,15,0,16
SAL50582,3,75,81,49,8,58,16,0,13,12,0,13,10,0,12,3,0,3,90,88,178
SAL50583,91,1367,1455,1320,176,1497,549,28,576,357,27,384,177,4,186,108,8,116,2605,1605,4211
SAL50584,0,5,6,7,0,3,3,0,0,0,0,0,3,0,3,0,0,0,10,7,20
SAL50585,23,221,244,344,31,380,148,8,157,129,5,129,45,4,47,29,3,35,724,268,991
SAL50586,3,19,24,48,4,54,13,0,19,12,4,19,8,3,11,5,0,5,94,37,129
SAL50587,90,773,861,1176,126,1300,623,29,656,616,17,631,234,8,243,63,5,70,2802,959,3761
SAL50588,0,0,3,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,4,6,8
SAL50589,0,3,3,12,15,29,0,0,7,0,0,0,0,0,0,0,0,0,13,22,40
SAL50590,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL50591,0,10,10,9,0,11,6,0,10,6,0,6,0,0,0,8,0,8,35,5,47
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,3,29,29,26,12,37,0,3,3,0,0,0,4,0,4,3,0,3,39,40,73
SAL50594,21,210,230,210,31,240,100,6,114,101,0,100,31,0,34,6,5,9,468,256,728
SAL50595,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50596,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SAL50597,0,0,0,5,6,4,3,0,3,0,0,0,0,0,0,0,0,0,13,6,18
SAL50598,0,7,7,13,3,18,8,0,8,0,0,0,3,0,3,0,0,0,27,14,35
SAL50599,38,363,403,520,86,604,266,5,273,452,13,462,131,4,132,23,5,29,1428,470,1895
SAL50600,0,3,4,7,0,12,4,0,4,4,0,3,0,0,0,0,0,0,12,5,23
SAL50601,0,6,6,7,0,7,5,0,5,3,0,3,0,0,0,0,0,0,15,6,19
SAL50602,4,198,203,84,84,168,67,15,77,50,5,62,22,3,26,61,6,66,291,307,600
SAL50603,170,1163,1334,1960,170,2128,790,31,815,758,26,783,300,10,309,110,5,112,4084,1404,5486
SAL50604,3,27,32,37,3,40,7,0,13,16,4,17,3,0,3,6,0,6,70,33,105
SAL50605,0,3,8,8,6,13,0,0,0,0,0,0,3,0,6,0,0,0,16,14,28
SAL50606,0,17,17,0,20,20,0,0,5,0,0,0,0,6,6,0,0,0,0,48,46
SAL50607,55,434,489,662,56,721,326,6,329,325,8,331,108,5,111,43,0,45,1519,508,2028
SAL50608,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
SAL50609,138,1748,1888,1394,282,1676,670,82,760,466,42,500,151,14,160,71,10,77,2889,2167,5054
SAL50610,82,344,423,605,72,677,478,33,509,552,16,568,171,0,172,61,3,63,1941,459,2404
SAL50611,21,202,225,236,34,271,150,11,166,154,7,162,63,3,65,16,0,19,641,260,897
SAL50612,0,3,3,16,0,13,8,0,8,0,0,5,5,0,5,0,0,0,30,9,37
SAL50613,69,384,460,783,71,857,758,27,785,1030,15,1046,373,6,374,135,5,138,3145,511,3654
SAL50614,0,0,3,3,0,9,0,0,0,7,0,7,0,0,0,0,0,0,9,10,18
SAL50615,30,407,435,423,49,472,183,10,198,156,9,167,89,7,92,33,4,37,912,485,1398
SAL50616,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,7,34,40,67,8,79,28,0,31,23,0,21,6,0,7,0,0,0,142,48,185
SAL50619,11,101,113,191,18,206,186,9,192,141,0,144,84,4,86,33,0,43,647,136,784
SAL50620,5,123,125,136,29,162,54,4,56,29,4,34,22,0,22,11,0,11,249,167,414
SAL50621,6,11,10,13,0,13,0,0,0,0,0,4,8,0,8,0,0,0,23,12,38
SAL50622,70,683,756,820,101,924,434,36,471,418,22,436,126,9,140,48,0,48,1912,852,2767
SAL50623,26,314,342,491,41,534,258,8,264,234,5,237,100,0,105,40,0,43,1153,371,1525
SAL50624,0,35,32,4,0,6,0,3,3,0,0,0,0,0,0,0,0,0,8,40,39
SAL50625,12,94,110,246,20,267,162,4,165,143,0,146,70,4,68,39,0,40,672,127,793
SAL50626,0,6,6,15,4,22,4,0,4,8,0,8,0,0,0,0,0,0,38,11,52
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,3,112,114,186,19,202,95,7,105,79,0,76,36,0,36,30,0,32,423,138,565
SAL50629,7,23,30,66,7,74,30,0,27,24,0,24,7,0,7,0,0,0,134,34,171
SAL50630,0,4,4,13,3,18,4,0,4,8,0,8,4,0,4,0,0,0,29,10,40
SAL50631,0,9,9,14,5,19,4,0,4,10,0,8,4,0,4,3,0,3,37,12,46
SAL50632,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50633,116,1161,1274,1410,161,1566,767,35,806,620,14,639,284,11,294,122,6,121,3312,1394,4702
SAL50634,4,23,20,44,8,50,4,0,4,9,0,10,5,0,3,3,0,3,71,28,101
SAL50635,36,555,589,342,99,441,90,41,125,56,11,63,10,5,15,0,0,0,536,705,1243
SAL50636,38,237,277,384,42,433,271,10,280,248,13,262,110,11,122,59,0,59,1120,317,1433
SAL50637,4,3,10,14,8,22,7,0,7,5,0,5,6,0,6,3,0,3,32,12,41
SAL50638,98,623,717,1374,64,1440,624,25,649,830,16,843,278,3,277,83,0,89,3283,731,4011
SAL50639,18,170,189,220,39,257,118,7,123,83,4,83,42,4,43,18,4,25,498,224,724
SAL50640,0,8,8,9,0,10,0,0,7,5,0,5,0,0,0,0,0,0,18,11,24
SAL50641,42,489,538,457,95,546,248,40,290,236,21,260,66,5,69,29,9,37,1077,661,1732
SAL50642,6,0,8,8,0,5,0,0,0,0,0,0,4,0,3,0,0,0,13,3,20
SAL50643,0,7,8,10,0,15,4,0,3,0,0,0,0,0,0,0,0,0,16,13,30
SAL50644,0,0,0,13,0,12,3,0,3,0,0,0,0,0,0,0,0,0,22,4,28
SAL50645,60,377,434,647,58,702,473,20,495,506,11,519,189,9,197,62,0,66,1933,474,2410
SAL50646,0,14,14,28,7,32,4,0,4,7,0,3,3,0,3,0,0,0,41,15,57
SAL50647,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,8,4,14
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10
SAL50650,0,0,4,6,3,6,0,0,0,5,0,6,0,0,0,0,0,0,14,5,19
SAL50651,0,8,8,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,4,14,21
SAL50652,0,9,9,8,0,5,0,0,0,4,0,4,0,0,0,0,0,0,10,11,18
SAL50653,3,8,15,37,9,40,13,0,13,22,0,22,15,0,15,3,0,9,84,19,101
SAL50654,21,204,222,160,37,189,40,7,49,40,9,44,17,5,23,4,0,4,285,248,532
SAL50655,0,28,34,28,29,58,0,4,4,0,5,5,0,0,0,7,0,11,45,65,112
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,5,33,45,84,11,94,39,6,43,52,0,51,9,0,9,4,0,4,199,51,251
SAL50658,3,13,15,22,0,23,9,0,8,9,0,4,0,0,0,0,0,0,33,22,58
SAL50659,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,3,14
SAL50660,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,0,0,0,6,0,13
SAL50661,53,528,580,801,84,890,573,31,600,578,19,593,233,13,243,162,3,169,2401,674,3075
SAL50662,0,48,50,49,25,78,11,0,16,12,0,16,8,0,15,3,0,4,89,87,179
SAL50663,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL50664,35,168,206,617,20,640,381,4,381,426,5,430,162,3,163,56,0,56,1675,206,1881
SAL50665,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50666,0,8,8,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,4,22,28
SAL50667,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAL50668,36,830,863,698,113,816,338,28,368,329,11,344,91,5,94,24,0,24,1514,993,2511
SAL50669,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SAL50670,124,1568,1690,1273,303,1582,577,86,661,401,23,423,54,10,66,28,3,31,2459,1990,4447
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50672,0,6,6,16,0,16,3,0,3,6,0,10,0,0,0,0,0,0,27,9,38
SAL50673,0,7,7,4,4,6,3,0,3,8,0,4,10,0,10,8,0,8,24,11,38
SAL50674,0,5,9,8,3,15,0,0,0,3,0,3,0,0,0,0,0,0,18,11,33
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,9,9,7,0,11,3,0,3,3,0,3,0,0,0,0,0,0,15,7,27
SAL50677,0,3,3,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,17,10,23
SAL50678,0,3,3,3,3,3,0,0,5,5,0,12,3,0,3,0,0,0,16,5,22
SAL50679,5,21,28,31,13,42,7,0,11,0,0,0,0,0,0,0,0,0,46,38,84
SAL50680,0,0,4,5,0,3,3,0,3,0,0,4,0,0,0,0,0,0,11,3,18
SAL50681,0,18,17,37,7,46,10,0,10,15,0,17,9,0,9,4,0,4,80,26,108
SAL50682,20,126,144,300,15,318,162,6,169,149,0,149,77,0,78,26,0,26,740,152,893
SAL50683,39,169,211,385,29,414,240,11,252,237,0,239,90,0,90,50,0,52,1053,213,1259
SAL50684,0,22,22,20,0,20,10,5,11,10,0,10,0,0,0,3,0,3,44,19,68
SAL50685,0,5,5,7,6,8,0,0,0,0,0,0,4,0,4,0,0,0,6,3,16
SAL50686,8,88,101,161,17,178,69,3,73,54,0,52,20,3,25,19,0,20,338,118,456
SAL50687,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,4,4
SAL50688,0,10,11,21,4,21,7,0,7,8,0,9,0,0,0,4,0,4,39,13,55
SAL50689,5,5,10,7,0,7,5,0,5,0,0,0,3,0,3,0,0,0,16,5,25
SAL50690,0,5,5,11,3,7,3,0,6,5,0,5,0,0,0,0,0,0,20,3,25
SAL50691,0,12,19,16,3,15,0,0,4,4,0,4,3,0,3,0,0,0,25,13,43
SAL50692,0,60,64,37,12,43,19,3,22,19,0,21,3,3,10,3,3,4,80,80,159
SAL50693,0,4,4,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12
SAL50694,0,16,16,3,6,4,4,0,11,11,0,11,12,5,16,17,0,17,52,21,69
SAL50695,0,3,9,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAL50696,53,175,226,432,16,450,257,9,261,299,4,305,109,7,110,38,0,38,1180,209,1394
SAL50697,3,4,8,8,0,8,4,0,9,4,0,5,4,0,4,0,0,0,21,8,26
SAL50698,0,9,9,20,8,22,3,0,4,3,0,4,4,0,4,0,0,0,29,18,52
SAL50699,0,0,0,7,0,7,8,0,8,4,0,4,0,0,0,0,0,0,22,0,21
SAL50700,7,361,373,241,40,282,54,3,59,48,7,50,19,0,19,0,0,0,364,410,778
SAL50701,115,1139,1248,1129,208,1338,520,67,584,387,31,417,124,11,140,59,6,69,2329,1472,3796
SAL50702,58,1009,1067,702,121,826,293,36,332,236,18,253,54,3,62,14,0,14,1356,1196,2543
SAL50703,6,38,49,59,18,79,14,4,24,12,0,13,7,0,8,6,0,9,104,66,168
SAL50704,0,14,14,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
SAL50705,37,259,296,310,90,403,82,17,99,73,15,89,24,0,28,11,0,11,542,377,915
SAL50706,0,0,3,3,0,7,3,0,3,5,0,5,0,0,0,0,0,0,15,5,11
SAL50707,60,711,768,1063,70,1128,365,14,382,387,9,394,152,3,155,58,0,58,2084,807,2890
SAL50708,0,15,18,10,0,16,6,8,13,9,0,10,8,0,4,0,0,0,38,28,58
SAL50709,14,260,274,225,348,573,62,32,94,44,28,71,16,13,27,11,4,15,371,682,1055
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,7,71,80,97,9,106,50,4,53,44,4,47,14,0,18,11,0,11,221,84,311
SAL50712,24,599,628,362,95,452,186,34,226,155,9,162,59,7,62,25,0,26,805,745,1550
SAL50713,9,6,10,10,0,9,6,0,6,0,0,0,3,0,3,0,0,0,23,9,33
SAL50714,60,385,443,659,42,701,336,13,355,338,4,341,122,0,123,37,0,43,1558,444,2003
SAL50715,0,5,5,6,8,16,3,0,3,9,0,10,0,0,0,0,0,3,17,12,27
SAL50716,0,30,30,10,11,22,10,4,15,7,0,7,8,0,8,27,0,27,68,40,110
SAL50717,3,131,135,66,40,110,25,6,30,26,17,44,12,0,15,5,0,3,139,199,333
SAL50718,17,206,222,183,48,235,83,22,103,75,15,93,24,7,35,16,0,18,403,299,706
SAL50719,9,37,49,99,12,109,16,0,15,25,0,25,11,0,11,0,0,0,164,56,213
SAL50720,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,9,30,38,45,4,49,13,0,9,6,0,6,5,0,5,0,0,0,77,41,111
SAL50723,0,11,11,0,11,12,3,0,3,0,0,0,0,0,0,0,0,0,12,19,32
SAL50724,11,164,179,142,47,191,93,13,104,80,4,85,35,6,46,17,7,26,386,246,630
SAL50725,52,704,761,1187,138,1328,572,71,643,517,35,552,198,12,210,53,4,58,2582,967,3550
SAL50726,0,68,71,5,82,88,0,3,6,0,5,5,0,0,0,0,0,0,11,166,171
SAL50727,0,15,15,18,0,18,4,0,4,5,0,4,0,0,0,0,0,0,24,14,38
SAL50728,0,11,13,26,0,21,14,0,19,16,0,16,9,0,12,5,0,0,72,16,86
SAL50729,0,0,0,8,0,7,3,0,3,0,0,0,0,0,0,0,0,0,8,6,18
SAL50730,7,43,41,32,7,42,24,6,35,18,0,26,6,4,10,12,5,18,97,73,172
SAL50731,23,95,117,182,16,193,146,7,151,133,7,140,55,0,54,31,0,32,569,126,692
SAL50732,7,19,26,48,7,51,17,0,22,23,0,23,11,0,11,4,0,4,113,23,139
SAL50733,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50734,0,20,24,21,0,20,9,0,9,8,0,11,3,0,3,3,0,3,49,25,66
SAL50735,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50736,0,8,8,16,3,19,6,0,6,3,0,3,6,0,6,0,0,0,22,10,31
SAL50737,0,47,47,18,14,27,0,0,0,0,0,0,0,0,0,0,0,0,17,60,79
SAL50738,0,57,57,9,56,62,0,0,0,4,0,0,0,4,0,0,3,0,11,114,134
SAL50739,4,32,40,40,8,44,19,0,19,18,0,17,5,0,4,5,0,5,77,47,121
SAL50740,74,701,770,975,96,1073,561,32,599,734,27,762,214,3,219,63,3,71,2629,862,3490
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,19,431,450,411,92,496,171,24,196,136,13,149,58,13,72,69,10,84,867,588,1453
SAL50743,0,3,3,6,0,12,7,0,7,3,0,3,0,0,0,0,0,0,18,0,25
SAL50744,0,13,13,9,0,9,0,0,0,4,0,0,0,0,0,0,0,0,11,20,35
SAL50745,15,74,87,112,20,129,82,6,80,65,0,72,21,0,21,11,0,11,308,100,401
SAL50746,0,3,3,7,0,7,3,0,3,0,0,0,6,0,6,0,0,0,12,3,14
SAL50747,6,149,151,130,21,146,34,4,40,28,5,37,9,0,8,10,3,9,212,181,388
SAL50748,92,1288,1375,1256,199,1451,593,58,648,470,28,505,201,16,219,119,6,121,2723,1596,4321
SAL50749,13,150,162,157,27,185,55,3,59,31,0,30,17,4,14,14,0,18,289,185,470
SAL50750,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,8,0,8
SAL50751,0,3,3,0,14,14,0,0,0,0,0,3,0,0,0,0,0,0,0,20,23
SAL50752,32,379,413,433,75,511,249,27,279,337,11,348,103,0,109,28,5,32,1186,507,1688
SAL50753,3,13,21,18,4,20,12,0,12,0,0,4,0,0,0,0,0,0,35,22,51
SAL50754,26,526,561,482,85,567,308,27,340,277,21,304,146,8,152,128,5,133,1375,679,2058
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,68,879,943,763,150,918,411,61,471,369,24,393,152,10,161,102,3,107,1859,1124,2982
SAL50757,0,23,21,43,5,45,10,0,13,9,4,8,6,0,6,5,0,5,67,30,93
SAL50758,16,176,187,210,28,235,124,9,129,95,0,96,36,0,40,18,0,14,494,213,701
SAL50759,0,9,9,0,8,9,0,4,4,0,0,0,0,0,0,0,0,0,0,25,22
SAL50760,0,146,146,12,119,127,6,10,16,8,24,30,0,10,12,6,3,11,29,316,345
SAL50761,4,25,29,32,3,29,16,0,13,19,0,21,6,0,6,3,0,3,69,31,102
SAL50762,0,3,3,11,5,9,3,0,3,0,0,0,0,0,0,0,0,0,14,4,23
SAL50763,5,46,50,39,225,257,13,7,19,9,7,17,4,0,8,0,0,0,70,287,355
SAL50764,100,1052,1152,1571,122,1684,764,14,777,874,9,881,306,3,312,101,0,101,3712,1202,4913
SAL50765,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5
SAL50766,57,340,400,714,57,770,466,11,480,510,9,523,178,0,182,58,0,58,1982,429,2409
SAL50767,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50768,0,13,21,14,3,21,7,0,7,9,0,9,5,0,5,0,0,0,39,18,58
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50770,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAL50771,4,189,195,144,22,171,57,3,61,41,5,47,19,0,24,15,0,15,284,221,499
SAL50772,0,13,7,18,0,22,3,0,4,0,0,0,5,0,5,0,0,0,28,13,39
SAL50773,8,65,71,49,10,55,12,0,16,12,0,12,6,0,6,3,0,3,89,80,162
SAL50774,0,6,6,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,7,9,18
SAL50775,0,5,5,13,9,16,3,0,3,5,0,5,0,0,0,0,0,0,18,8,28
SAL50776,0,4,4,3,0,10,0,0,0,3,0,3,0,0,0,0,0,0,14,4,15
SAL50777,0,6,6,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,19
SAL50778,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
SAL50779,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL50780,0,3,3,5,3,9,5,0,5,4,0,4,0,0,0,0,0,0,20,5,22
SAL50781,17,344,368,324,52,375,196,19,219,165,19,175,115,7,129,110,7,112,925,453,1378
SAL50782,13,140,156,107,25,130,59,6,70,42,0,41,20,5,23,3,0,6,238,184,422
SAL50783,5,51,56,32,0,39,11,0,11,7,0,11,4,0,4,0,0,0,52,58,107
SAL50784,3,0,3,9,3,16,0,0,7,0,0,0,0,0,0,0,0,0,16,5,26
SAL50785,4,14,18,20,12,27,5,4,8,5,0,0,5,0,5,0,0,0,28,29,59
SAL50786,0,5,5,8,0,13,4,0,7,0,0,0,0,0,0,0,0,0,16,8,26
SAL50787,7,37,42,38,6,39,12,0,12,8,0,8,9,0,8,4,0,4,77,40,120
SAL50788,0,8,11,21,0,25,8,3,7,3,0,3,4,0,4,0,0,0,31,10,42
SAL50789,0,4,4,9,6,11,5,0,4,0,0,0,0,0,0,0,0,0,13,7,19
SAL50790,0,8,8,6,0,6,3,3,3,5,0,5,0,0,0,0,0,0,14,10,24
SAL50791,0,7,7,27,4,34,3,0,3,11,0,9,0,0,3,0,0,0,39,13,57
SAL50792,3,54,59,44,8,53,6,3,14,17,0,19,9,0,9,0,0,0,84,65,152
SAL50793,0,10,10,9,0,9,4,0,4,0,0,0,5,0,5,0,0,0,19,7,25
SAL50794,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,7
SAL50795,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
SAL50796,0,8,8,0,4,4,5,0,5,8,0,8,4,0,0,8,0,7,20,17,35
SAL50797,0,0,0,6,0,6,0,0,0,3,0,3,5,0,5,0,0,0,14,0,15
SAL50798,0,21,21,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,10,21,32
SAL50799,55,739,798,411,507,917,241,98,335,209,71,281,120,28,151,104,20,122,1149,1458,2607
SAL50800,0,5,5,8,43,52,0,0,3,0,0,4,0,0,4,0,0,3,15,59,71
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50802,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,3,12
SAL50803,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50804,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50805,0,5,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SAL50806,4,51,57,51,8,55,43,0,44,31,0,31,13,0,13,11,0,11,152,63,211
SAL50807,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50808,0,38,38,30,63,95,24,3,23,26,7,32,21,0,24,31,0,31,132,116,244
SAL50809,0,52,57,15,124,138,5,3,13,9,18,23,4,6,10,10,0,9,33,205,242
SAL50810,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,6,6,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,11,23
SAL50812,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,7
SAL50813,0,0,3,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,11,0,8
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50815,12,54,70,81,20,98,34,0,37,32,0,32,23,0,20,13,0,13,191,78,270
SAL50816,37,388,428,485,46,530,346,15,355,309,6,315,104,12,117,43,3,51,1323,466,1788
SAL50817,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,3,79,86,56,10,68,21,0,21,29,0,29,17,0,17,0,0,0,130,94,221
SAL50820,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10
SAL50821,0,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12
SAL50822,5,11,15,4,7,11,3,0,3,4,0,6,3,0,3,3,0,3,20,15,38
SAL50823,0,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL50824,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50825,0,0,0,4,5,9,0,0,0,4,0,4,0,0,0,0,0,0,4,5,13
SAL50826,0,6,6,8,4,13,0,0,4,5,0,5,4,0,4,3,0,3,17,5,27
SAL50827,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
SAL50828,76,375,443,606,65,673,380,22,404,385,9,395,166,3,170,76,4,79,1689,476,2162
SAL50829,28,150,171,206,25,236,119,11,132,107,3,115,61,4,66,26,0,23,544,190,742
