SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL50072,8,8,16,3,0,3,0,0,0,0,3,4,0,0,0,7,3,15,0,4,4,0,0,0,80,57.1,70.6,80,57.1,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,10,0,0,0,8,4,9,6,0,0
SAL50073,7,12,14,7,3,11,0,0,0,0,0,0,0,0,0,7,8,12,0,3,3,0,0,0,100,80,86.7,100,80,86.7,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,0,0,0,5,6,10,6,5,6
SAL50074,17,16,37,11,5,17,0,5,5,0,0,0,0,0,3,12,7,20,4,8,11,8.3,11.1,9.5,63.2,47.4,55.3,57.9,42.1,50,0,0,0,0,0,0,0,0,3,3,3,3,4,5,5,0,0,0,0,0,0,4,5,5,19,16,36,0,3,4,14,9,25,0,9,13
SAL50075,353,387,738,136,91,224,46,118,168,21,10,27,14,22,32,221,236,454,106,130,238,7.7,7.6,7.7,62.3,61.7,62,57.5,57,57.3,0,11,8,0,10,10,15,35,54,21,32,55,93,62,160,5,7,13,9,5,18,104,79,187,367,371,740,34,47,85,278,299,577,108,111,220
SAL50076,264,29,295,89,11,97,0,0,0,8,4,8,0,0,0,95,10,104,3,5,4,0,0,0,35.2,37,35.4,35.2,37,35.4,3,0,3,0,0,0,14,3,16,17,0,17,44,5,40,6,0,6,0,0,0,43,5,46,70,7,83,24,4,26,54,4,56,44,8,51
SAL50077,128,129,252,55,40,89,20,44,62,4,0,7,0,0,0,80,80,161,46,48,90,1.3,0,0.6,63,62.8,62.9,62.2,62.8,62.5,3,7,10,4,4,7,21,19,39,7,14,18,35,18,47,0,4,3,0,3,6,36,23,54,134,140,271,14,18,33,104,103,206,37,45,87
SAL50078,4094,4555,8644,1975,1331,3300,644,1280,1928,99,147,251,136,114,250,2850,2883,5732,1047,1503,2547,4.8,4,4.4,69.7,63.3,66.3,66.4,60.8,63.4,241,277,520,101,216,319,675,966,1645,375,493,862,950,517,1470,63,79,139,47,97,143,1062,691,1754,4183,4505,8688,623,650,1276,2749,2998,5750,1752,1889,3640
SAL50079,1472,1564,3037,701,375,1074,230,485,719,26,26,53,44,43,85,1010,925,1935,433,608,1043,4.7,4.4,4.5,68.5,59.2,63.7,65.3,56.6,60.8,189,140,324,33,75,105,409,446,856,137,182,318,215,110,330,11,9,21,17,43,67,250,163,414,1534,1629,3160,219,252,471,1052,1090,2145,624,708,1332
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,1786,1649,3431,1062,627,1683,158,388,544,94,88,181,37,24,58,1341,1134,2475,177,301,482,2.5,2.2,2.4,75.2,68.6,72,73.3,67.1,70.3,48,71,118,20,66,84,157,312,464,162,168,325,601,238,842,36,37,77,23,22,45,656,304,960,1541,1456,2995,569,540,1116,639,594,1232,1303,1246,2547
SAL50082,1158,1328,2483,517,307,821,166,399,565,39,37,70,24,23,50,746,770,1510,377,523,900,3.5,3.3,3.4,64.2,57.7,60.7,62,55.8,58.7,25,19,44,13,45,58,80,164,247,91,161,248,344,242,589,21,45,69,22,39,57,388,327,713,1209,1352,2567,209,220,431,771,862,1630,571,645,1217
SAL50083,5892,6408,12304,2978,2040,5016,925,1782,2707,192,246,441,178,175,354,4277,4243,8517,1411,1962,3374,4.3,4.1,4.2,72.5,66.2,69.2,69.4,63.4,66.3,395,518,915,198,317,512,1277,1591,2869,574,663,1242,1105,586,1690,43,95,144,66,127,195,1223,816,2034,5993,6355,12347,886,997,1886,3956,4225,8181,2486,2749,5241
SAL50084,535,617,1159,212,142,357,75,150,229,27,30,55,13,19,33,327,346,671,166,226,394,4.3,5.8,5.1,60.7,55.7,58,58.1,52.5,55.1,12,18,29,8,14,26,54,106,160,31,57,93,141,80,224,9,21,25,5,14,24,160,117,276,491,519,1010,84,131,215,328,335,659,215,282,500
SAL50085,58,41,97,30,15,52,0,8,9,4,0,0,0,3,3,40,31,68,12,9,20,2.6,6.9,4.5,67.9,69,68.4,66.1,64.3,65.3,0,0,0,0,3,5,3,3,9,5,0,4,10,9,18,6,0,3,0,0,3,13,9,22,50,39,89,9,7,18,39,30,71,18,15,28
SAL50086,1979,2224,4205,867,522,1387,340,713,1055,76,71,149,62,67,130,1345,1376,2716,555,770,1327,4.6,4.9,4.7,67.9,61.8,64.7,64.8,58.8,61.6,184,195,373,48,125,175,390,564,958,181,225,411,358,203,555,21,29,46,24,38,63,403,263,667,2045,2178,4218,304,354,657,1305,1413,2715,891,993,1882
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,27,15,44,18,3,22,3,9,10,0,0,5,0,0,3,16,12,31,4,4,7,5,7.7,6.1,74.1,76.5,75,70.4,70.6,70.5,0,0,0,0,0,0,0,0,3,0,3,3,6,6,4,0,0,0,0,0,0,6,8,12,24,17,42,3,0,5,14,14,33,11,4,8
SAL50089,19,13,34,14,3,25,0,4,6,0,0,0,0,0,0,19,12,31,0,0,0,0,0,0,100,84.6,93.8,100,84.6,93.8,0,0,0,0,0,0,4,4,3,0,0,0,4,0,9,0,0,0,0,0,0,4,3,10,14,15,34,4,0,6,10,8,15,10,6,19
SAL50090,3640,3511,7153,1769,974,2740,594,852,1443,131,128,265,154,145,297,2645,2102,4747,777,1220,2000,5.8,6.9,6.3,72.6,59.8,66.3,68.4,55.7,62.2,187,261,443,40,65,102,545,716,1256,364,326,696,812,402,1218,56,57,110,46,69,117,917,526,1441,3555,3415,6967,693,635,1329,2018,1946,3966,1955,1847,3801
SAL50091,2142,2392,4541,1108,661,1768,328,716,1047,46,93,139,74,61,136,1563,1523,3089,515,803,1324,4.9,4.1,4.5,72.9,63.7,68.1,69.4,61.1,65,142,175,321,47,120,174,472,589,1065,233,234,467,398,213,608,15,36,50,30,44,70,439,288,726,2232,2414,4648,350,371,726,1448,1591,3035,1000,1038,2040
SAL50092,1168,1179,2344,641,307,953,131,397,526,35,39,79,29,24,48,839,771,1613,304,385,695,3.1,3.1,3.1,72.2,65.6,68.8,69.9,63.5,66.7,31,39,75,19,31,54,112,173,289,113,157,269,397,170,570,22,20,40,21,29,49,441,221,663,1264,1273,2536,148,166,311,979,968,1947,363,410,779
SAL50093,3528,3646,7173,1556,858,2415,492,899,1395,123,111,236,184,174,358,2356,2048,4404,1017,1428,2447,7.9,8.6,8.2,66.8,56.1,61.4,61.5,51.3,56.3,65,75,137,23,62,85,281,419,700,274,326,594,916,498,1411,69,70,137,42,88,133,1031,657,1690,3788,3761,7544,435,447,880,2759,2743,5506,1228,1253,2479
SAL50094,46,48,93,20,16,37,9,16,28,6,0,6,0,0,0,33,33,65,11,16,29,0,0,0,72.3,68.9,70.7,72.3,68.9,70.7,0,0,0,0,4,4,0,0,4,3,5,6,19,3,29,0,0,0,0,0,0,19,7,28,49,45,93,7,7,9,42,42,85,10,10,21
SAL50095,92,92,183,39,23,66,14,17,28,5,6,11,0,0,0,62,52,109,10,22,29,0,2,0.9,66.3,54.9,60.7,66.3,53.8,60.1,3,7,11,0,0,0,21,24,38,3,5,13,17,4,22,0,0,0,4,3,6,18,5,25,66,67,133,11,11,18,42,41,81,29,33,65
SAL50096,25,18,47,7,0,10,0,3,4,0,0,0,0,0,0,6,6,15,14,8,17,0,0,0,26.9,26.3,26.7,26.9,26.3,26.7,0,0,0,0,0,0,0,5,9,0,0,5,3,3,8,5,0,3,0,0,0,3,6,10,16,20,36,0,0,0,18,14,31,5,3,6
SAL50097,45,44,92,24,7,30,4,9,15,5,4,8,0,0,0,31,19,58,11,16,29,3.1,4.3,3.6,69.6,48.9,59.1,67.4,46.8,57,0,0,6,0,0,0,4,4,11,5,3,11,10,0,9,0,0,0,0,0,0,11,3,11,47,47,94,5,5,6,35,35,64,11,15,28
SAL50098,3069,3351,6421,1841,1026,2874,380,1130,1508,111,131,246,103,97,206,2443,2387,4826,545,864,1407,4.3,4.1,4.2,79.6,71.2,75.2,76.1,68.2,72,105,132,235,34,104,132,399,621,1020,283,380,667,933,499,1433,47,74,122,38,73,110,1021,648,1667,3328,3498,6828,587,610,1202,2189,2287,4473,1420,1557,2977
SAL50099,14,11,22,6,0,6,0,0,4,0,3,0,0,0,0,8,3,16,0,6,8,12.5,0,7.7,61.5,45.5,54.2,53.8,45.5,50,0,0,0,0,0,0,0,0,6,0,3,3,3,0,6,0,0,0,0,0,0,3,0,6,8,13,23,0,5,3,10,7,16,0,7,10
SAL50100,47,37,84,25,13,39,3,3,11,4,0,6,0,0,0,36,26,59,6,6,14,0,0,0,75,67.6,72,75,67.6,72,0,0,0,0,0,0,4,3,9,0,0,0,11,5,12,0,4,4,0,0,0,11,0,16,42,40,83,0,4,7,29,29,65,15,11,25
SAL50101,51,60,116,22,15,38,4,15,16,8,3,9,4,4,3,32,37,66,14,22,36,9.1,5.7,7.4,66,54.7,59.6,60,51.6,55.3,0,0,0,0,3,4,0,7,13,5,9,11,14,11,30,0,0,0,0,4,4,16,16,29,58,65,123,5,10,16,45,49,93,18,24,37
SAL50102,1496,1648,3145,811,416,1227,184,560,746,52,82,138,77,50,124,1123,1115,2240,338,489,829,6.7,4.5,5.6,75,67.6,71.1,70,64.5,67.1,37,39,77,16,43,59,156,301,452,109,208,310,515,232,741,17,32,48,29,43,75,558,308,865,1640,1706,3352,186,246,435,1177,1222,2397,521,610,1133
SAL50103,118,121,239,55,25,84,18,32,52,4,5,5,4,3,7,76,67,147,44,50,91,2.6,5.9,4.1,65.8,56.2,60.9,64.1,52.9,58.4,3,10,11,4,8,10,20,18,36,11,9,21,24,10,42,6,0,4,0,0,0,27,15,47,114,110,231,24,20,42,90,99,191,39,34,71
SAL50104,630,586,1216,280,143,426,76,165,245,18,22,41,38,28,63,412,359,769,174,205,387,8.7,7.2,8,65.9,61,63.5,60.1,56.5,58.4,11,14,24,11,14,22,40,70,107,39,61,99,186,88,276,12,11,28,12,23,31,211,118,334,581,561,1141,117,117,236,414,396,804,252,256,505
SAL50105,3118,2838,5954,1455,839,2298,446,699,1143,123,106,229,149,101,253,2174,1751,3926,704,916,1616,6.8,5.9,6.4,69.7,61.6,65.9,65,58,61.7,163,157,323,33,73,104,435,523,957,280,292,572,676,337,1009,54,53,106,31,57,97,766,444,1208,2796,2578,5374,561,546,1113,1690,1585,3277,1515,1394,2910
SAL50106,84,77,156,43,26,64,8,16,28,0,0,4,4,0,4,56,40,103,21,22,42,7,2.3,5,68.7,57.9,63.5,63.9,56.6,60.4,0,0,0,0,0,0,8,6,10,6,8,16,19,12,33,0,0,0,0,3,6,22,15,33,73,75,149,11,9,22,60,57,115,19,23,43
SAL50107,55,64,120,34,24,61,10,21,31,0,5,0,0,0,0,46,49,94,6,14,25,0,2,1,81,78.5,79.7,81,76.9,78.9,3,0,7,0,3,3,6,9,18,3,13,17,14,13,28,0,4,5,0,0,0,15,13,30,62,68,132,5,9,16,47,52,95,19,26,49
SAL50108,8,15,21,10,5,13,0,0,3,0,0,3,0,0,0,12,11,16,0,0,4,0,0,0,90,81.8,85.7,90,81.8,85.7,0,0,0,0,0,0,0,5,10,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,8,23,4,3,7,9,10,11,3,6,11
SAL50109,53,61,113,38,26,57,6,9,14,5,0,5,0,5,0,40,38,80,8,13,13,2.4,5.1,3.8,78.8,68.4,73.4,76.9,64.9,70.6,0,5,5,0,0,0,0,13,13,3,0,5,18,10,28,0,0,0,0,0,0,18,19,33,63,58,122,4,3,6,50,44,91,12,17,29
SAL50110,2196,2227,4416,1119,664,1775,369,620,984,86,71,154,102,79,184,1672,1428,3099,456,731,1187,6.2,5.5,5.9,76.2,64.2,70.1,71.4,60.7,66,70,101,170,23,37,66,277,339,614,185,198,385,438,286,726,37,45,82,28,43,75,500,372,877,2514,2477,4989,319,324,645,1793,1724,3515,860,909,1764
SAL50111,4059,4082,8137,1223,655,1878,936,991,1930,144,108,255,222,141,367,2522,1902,4430,1073,1606,2684,8.7,7.6,8.2,62.2,46.7,54.4,56.8,43.1,49.9,416,332,754,44,85,134,794,694,1486,370,338,703,462,273,735,77,69,143,25,45,77,569,385,958,2913,2916,5826,1145,932,2077,1153,1333,2482,2712,2303,5014
SAL50112,599,607,1206,256,185,443,93,157,249,26,26,47,31,13,40,404,377,782,153,201,355,7.2,3.4,5.4,67.4,62.7,65.1,62.6,60.6,61.6,22,28,47,3,26,31,66,99,166,53,56,108,167,68,244,13,20,36,7,12,22,192,106,299,539,555,1089,120,124,245,365,360,721,270,291,557
SAL50113,21,16,32,13,3,16,0,9,12,0,0,0,0,0,0,15,10,28,0,0,0,5.9,0,3.6,89.5,78.6,84.8,84.2,78.6,81.8,0,0,0,0,0,0,7,3,6,0,5,4,4,0,5,0,0,0,0,0,0,4,3,5,20,10,33,0,7,3,9,9,22,9,7,8
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,2072,2223,4290,1234,629,1866,264,687,953,82,85,168,97,91,187,1676,1501,3176,323,646,963,5.7,6.1,5.9,81.1,67.4,74,76.5,63.3,69.6,61,62,127,18,48,67,242,375,620,197,268,463,570,380,949,48,65,113,20,59,81,642,502,1135,2455,2482,4936,393,425,815,1722,1630,3356,879,1044,1927
SAL50116,459,463,926,121,67,186,41,86,126,16,16,32,23,15,35,199,185,379,210,240,448,10.1,8.8,9.5,43.2,39.1,41.1,38.9,35.6,37.2,5,6,9,3,4,8,22,50,77,24,36,59,97,45,146,10,3,13,6,14,19,108,65,178,392,413,803,56,52,109,290,297,589,136,142,286
SAL50117,2261,2486,4748,1085,623,1705,300,735,1040,79,76,155,98,70,167,1559,1507,3070,646,886,1530,6.2,4.7,5.5,68.8,60.7,64.6,64.5,57.9,61.1,115,117,225,39,73,109,329,460,789,216,283,500,602,267,872,52,51,98,39,72,103,685,391,1078,2372,2508,4879,282,308,593,1755,1869,3621,765,826,1590
SAL50118,288,279,565,141,68,210,42,93,138,11,6,15,8,4,15,207,175,374,78,101,183,4.9,2.3,3.7,71,62.5,66.8,67.5,61.1,64.3,20,13,34,5,12,13,48,73,127,30,39,67,78,32,113,6,0,6,4,12,19,86,49,138,311,295,610,27,26,57,232,222,454,107,92,200
SAL50119,2541,3041,5580,1151,730,1883,420,943,1362,60,99,162,75,63,138,1715,1829,3545,739,1090,1833,4.4,3.3,3.9,67.5,60.2,63.5,64.5,58.2,61.1,229,223,453,78,172,254,587,805,1390,269,332,599,462,239,700,23,34,54,37,62,95,517,339,855,2593,2917,5512,382,485,861,1764,1967,3731,1071,1300,2368
SAL50120,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,4,0,50,16.7,40,33.3,37.5,40,16.7,31.3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,3,0,6,3,0,7
SAL50121,102,78,181,25,10,35,20,23,36,4,0,3,7,3,13,52,32,90,38,39,85,14.8,11.8,13.6,52.4,43.6,48.6,44.7,38.5,42,3,6,4,6,3,4,7,9,18,5,6,13,27,14,39,0,4,3,0,5,8,28,20,44,90,70,169,21,8,31,60,46,112,42,31,76
SAL50122,6,3,14,4,0,7,0,0,0,0,0,0,0,0,0,4,4,10,0,0,4,0,0,0,83.3,66.7,75,83.3,66.7,75,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,12,0,0,6,4,9,15,3,0,4
SAL50123,553,644,1204,304,249,554,77,159,235,37,33,74,14,11,22,425,457,884,63,102,168,2.6,2.8,2.7,76.6,71.3,73.8,74.6,69.3,71.8,18,26,41,13,19,27,76,122,198,49,98,143,190,82,268,6,22,30,4,11,12,198,110,306,478,567,1045,170,191,358,244,276,519,354,413,762
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,27,23,48,21,3,29,0,4,4,0,6,6,0,0,0,21,11,32,4,6,11,0,0,0,80.8,59.1,70.8,80.8,59.1,70.8,0,0,0,0,0,0,0,3,9,0,0,0,5,4,11,0,0,0,0,0,0,5,9,13,21,18,47,6,6,5,19,14,40,6,8,12
SAL50126,477,484,956,185,110,291,47,100,146,25,11,36,10,11,22,263,233,498,173,207,383,4.5,4.7,4.6,55.3,48.2,51.8,52.8,45.9,49.4,5,10,15,5,8,15,24,41,64,30,57,89,128,59,193,7,12,21,7,7,15,146,77,222,440,444,876,82,102,186,325,321,645,176,203,382
SAL50127,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,83.3,0,83.3,83.3,0,83.3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
SAL50128,0,3,4,0,4,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0
SAL50129,499,505,996,248,133,380,49,140,191,29,26,49,12,13,27,335,311,648,131,178,314,4.1,4.5,4.3,68.1,61.4,64.8,65.3,58.6,62,9,10,16,5,19,22,28,70,98,33,64,97,183,92,275,4,17,22,3,12,16,194,115,314,478,469,948,115,100,221,330,322,651,231,225,459
SAL50130,22,21,42,16,4,24,0,9,4,0,0,0,0,0,0,19,13,34,0,0,0,0,0,0,80,72.2,76.7,80,72.2,76.7,0,0,0,0,0,0,3,4,6,0,4,4,6,0,11,0,0,0,0,0,0,7,7,14,16,12,33,4,3,4,17,10,23,3,6,8
SAL50131,39,35,69,12,6,22,0,8,9,3,0,3,0,0,0,22,14,38,17,16,28,5.3,0,2.9,51.4,45.7,48.6,48.6,45.7,47.2,0,0,0,0,0,0,0,4,3,0,6,10,13,0,13,0,0,0,0,5,5,13,5,15,30,22,54,8,11,18,26,23,44,17,13,22
SAL50132,587,619,1207,225,141,367,68,148,217,23,21,44,17,12,30,332,324,651,161,234,395,4.8,3.7,4.3,56.6,51.6,54,53.8,49.7,51.7,11,16,29,6,15,24,39,78,115,46,73,120,153,79,232,14,11,26,11,5,17,174,101,278,504,575,1075,113,101,215,332,362,694,257,292,551
SAL50133,35,28,70,15,0,16,5,7,13,0,0,3,0,0,6,21,17,38,15,14,32,4.8,18.8,10.8,56.8,51.6,54.4,54.1,41.9,48.5,0,0,0,0,0,0,0,3,3,0,3,3,12,6,19,0,0,0,0,0,0,15,5,19,32,31,62,14,5,20,16,7,23,29,23,46
SAL50134,17,14,31,16,0,15,0,3,4,0,0,0,0,0,0,18,7,20,6,10,9,0,0,0,78.9,53.3,67.6,78.9,53.3,67.6,0,0,0,0,4,6,0,3,5,3,4,5,4,3,9,0,0,0,0,0,0,4,4,8,16,8,23,4,3,8,13,7,18,11,9,15
SAL50135,14,16,30,12,4,16,0,7,5,0,0,0,0,0,0,17,9,26,3,0,8,0,0,0,83.3,71.4,78.1,83.3,71.4,78.1,0,0,0,0,4,4,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,24,14,37,0,0,0,17,11,28,3,7,11
SAL50136,15,20,31,8,6,11,0,3,3,0,0,0,0,0,3,11,10,22,0,5,6,8.3,12.5,10,75,47.1,60.6,68.8,41.2,54.5,0,0,0,0,0,0,0,4,4,5,0,5,6,3,5,0,0,0,0,0,0,6,4,4,15,17,32,5,0,5,3,10,16,6,10,18
SAL50137,747,479,1220,416,128,550,77,94,167,70,41,105,14,11,26,576,277,848,121,160,279,2.6,4,3.1,77.3,57.4,69.5,75.2,55.1,67.3,11,7,22,8,7,17,65,49,115,42,37,84,270,61,330,8,18,26,9,9,22,291,88,378,657,415,1075,170,126,296,397,266,669,386,243,629
SAL50138,14,11,25,9,0,13,0,8,7,0,3,4,0,0,0,11,11,18,0,0,3,0,0,0,83.3,83.3,83.3,83.3,83.3,83.3,0,0,0,0,0,0,0,5,5,0,0,3,4,0,8,0,0,0,0,0,0,4,0,8,14,15,25,0,0,0,15,14,24,0,0,0
SAL50139,24,14,36,12,5,18,5,6,10,0,0,0,0,0,0,14,10,25,3,0,3,0,0,0,77.3,76.9,77.1,77.3,76.9,77.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34,3,5,11,17,12,28,4,0,5
SAL50140,46,49,101,28,13,37,4,13,20,3,0,5,0,0,0,35,24,64,8,21,33,2.9,0,1.6,70,58.3,64.3,68,58.3,63.3,0,0,0,0,0,0,0,3,3,3,0,4,6,7,10,0,4,4,0,0,3,12,7,20,49,46,95,0,4,3,39,41,82,9,10,21
SAL50141,20,20,35,9,7,15,4,3,5,0,0,3,0,0,0,16,8,22,0,3,6,0,0,0,76.5,50,62.2,76.5,50,62.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,9,14,18,30,0,0,0,10,11,25,4,5,7
SAL50142,91,87,180,37,13,51,3,17,25,6,6,10,4,0,5,49,43,88,35,39,70,8.7,2.4,5.7,50,47.1,48.6,45.7,46,45.8,5,0,3,0,0,0,4,9,17,3,13,14,30,8,38,0,4,3,0,4,4,30,11,44,82,83,165,9,11,20,62,57,125,28,29,62
SAL50143,82,69,146,34,21,61,8,10,21,6,5,12,0,5,5,53,43,95,6,11,20,0,7.5,3.3,63.7,60.6,62.3,63.7,56.1,60.3,0,0,5,0,0,4,0,12,14,0,3,6,34,0,30,0,0,0,0,0,0,34,3,34,58,58,117,14,21,37,34,27,56,40,40,73
SAL50144,3,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,80,50,71.4,80,50,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0
SAL50145,58,55,111,19,11,31,8,15,28,3,3,5,4,0,4,34,31,66,19,22,34,8.8,3,6,58.6,58.9,58.8,53.4,57.1,55.3,0,0,0,0,0,0,0,6,12,7,7,16,14,8,19,0,3,3,0,0,3,14,9,27,59,53,103,8,7,15,42,32,77,21,27,47
SAL50146,15,8,21,8,3,17,0,0,0,0,0,0,0,0,0,8,3,16,0,0,6,0,0,0,69.2,60,65.2,69.2,60,65.2,0,0,0,0,0,0,5,0,7,4,0,4,0,3,8,0,0,0,0,0,0,0,3,8,10,11,19,0,0,0,6,3,9,8,10,17
SAL50147,103,16,118,45,0,48,5,0,5,3,0,3,0,0,0,51,3,57,4,4,9,2,20,3.6,48.1,38.5,47,47.1,30.8,45.3,0,0,0,0,0,0,0,0,0,5,0,10,27,0,27,0,0,0,0,0,0,31,0,31,40,10,45,10,0,11,24,5,34,27,6,27
SAL50148,2147,2393,4543,954,558,1515,384,672,1054,63,60,121,95,64,153,1492,1357,2847,612,991,1604,6.2,4.6,5.4,69.4,56.7,62.7,65,54.1,59.2,243,207,449,78,108,186,581,678,1262,215,280,489,289,149,431,20,25,42,17,53,80,333,224,552,2264,2432,4698,341,368,706,1544,1684,3233,955,1024,1978
SAL50149,6,9,14,8,0,6,0,0,0,0,0,0,0,0,0,8,3,11,0,0,4,0,0,0,85.7,42.9,64.3,85.7,42.9,64.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,4,10,5,3,7,3,3,5,4,3,9
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,61,56,115,18,7,27,7,17,20,0,0,0,3,5,5,36,23,56,25,26,53,9.4,7.4,8.5,55.2,47.4,51.3,50,43.9,47,4,0,0,0,0,4,11,12,24,0,8,6,10,3,13,0,4,4,0,0,0,13,4,13,48,51,106,11,9,21,44,41,92,13,15,26
SAL50152,20,19,35,6,3,13,0,0,6,0,0,0,0,0,0,12,11,14,3,7,16,10,0,5.6,58.8,40,48.6,52.9,40,45.9,0,0,0,0,0,0,0,0,0,0,4,4,9,0,7,0,0,0,0,0,0,3,0,8,16,18,30,0,0,0,14,15,24,5,5,11
