SAL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,5,0,3,0,0,9,0,0,0,0,8,6,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,6,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,10,13,15,4,0,47
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7,0,0,4,0,13
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,7,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,10
SAL50968,6,0,0,4,0,0,8,0,0,0,0,0,0,0,0,5,3,11,10,10,7,3,4,0,48,0,3,4,5,4,0,5,0,18,0,13,9,10,25,8,0,0,69,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,17,14,25,9,0,0,84,0,0,0,0,0,3,0,0,3,0,4,0,3,8,9,3,0,26,7,40,30,29,41,29,12,0,187
SAL50969,16,15,11,12,4,0,78,0,5,4,18,11,11,0,0,48,12,47,56,48,46,25,13,4,255,5,15,21,28,30,30,22,8,163,27,50,41,31,54,36,17,4,262,5,6,3,0,7,3,0,0,30,0,5,4,6,6,3,5,0,27,32,58,45,47,68,37,23,4,317,0,0,0,0,4,4,3,3,18,22,10,16,14,18,12,16,14,114,81,158,159,171,182,129,85,27,987
SAL50970,20,17,12,9,3,0,104,8,17,16,11,3,0,0,0,51,59,171,147,85,65,38,16,3,584,35,86,84,68,67,40,9,9,387,110,152,147,127,151,99,30,10,827,38,21,20,18,11,6,4,0,115,9,23,22,25,28,17,0,0,127,156,195,187,177,191,122,33,12,1073,0,8,11,5,8,10,0,0,45,62,94,92,68,62,51,34,15,477,322,605,551,429,412,271,97,39,2728
SAL50971,5,7,5,0,0,0,17,0,0,0,0,0,0,0,0,3,0,13,17,15,7,0,0,0,59,0,12,17,17,7,0,0,0,55,7,34,46,38,11,0,0,0,133,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,33,45,39,11,0,0,0,137,0,0,0,0,0,0,0,0,0,8,20,28,21,11,0,0,0,79,13,85,109,92,41,4,0,0,348
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,3,0,3,9,0,0,0,25
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,10,8,6,0,0,0,37
SAL50974,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,7,5,5,7,0,0,26
SAL50975,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,5,0,3,0,0,12,0,0,0,11,5,4,3,0,24,3,6,8,7,11,7,3,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,6,8,7,13,7,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,12,10,8,11,26,22,21,8,0,109
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,14,5,3,4,12,4,6,0,0,29
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8
SAL50978,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,16,0,0,0,0,9,4,0,0,16,0,0,5,0,18,10,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,5,0,20,15,4,0,44,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,12,0,0,6,0,45,27,9,0,95
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50980,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,4,6,9,3,0,0,0,23,0,5,3,0,3,0,0,0,18,5,10,8,16,11,5,5,0,71,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,10,13,20,17,5,5,0,75,0,0,0,0,0,0,0,0,0,5,3,4,7,16,10,0,0,37,17,21,32,33,35,21,6,0,166
SAL50981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,8,3,0,4,0,0,20
SAL50982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,4,4,8,5,0,0,0,0,22
SAL50983,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,0,8,9,0,4,0,33,0,4,0,0,6,7,0,0,13,0,4,4,4,4,0,4,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,4,9,11,3,4,0,35,0,0,0,0,0,0,0,0,0,9,4,4,9,15,13,10,0,55,12,18,17,22,34,18,20,0,139
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,3,0,0,0,0,9,3,0,17
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
SAL50987,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,6,4,5,0,0,0,16,3,3,5,6,3,7,0,0,32,5,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,9,3,5,6,11,7,0,0,36,0,0,0,0,0,0,0,0,0,11,4,7,11,7,9,5,3,54,22,13,21,29,23,20,0,3,123
SAL50988,9,0,6,0,0,0,21,0,5,0,0,4,4,0,0,14,5,17,23,14,11,15,0,3,91,0,5,9,14,14,7,6,0,59,29,49,39,41,56,48,5,0,264,10,5,0,4,4,4,0,0,22,0,8,0,4,0,4,4,0,17,36,63,45,48,53,50,6,0,307,0,0,0,0,0,0,0,0,10,36,40,31,41,49,39,24,9,268,81,130,123,117,136,114,47,19,774
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,7,0,0,0,11
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,9,4,0,0,28
SAL50992,3,0,0,5,0,0,11,0,0,0,3,4,0,0,0,9,0,0,5,10,0,5,7,0,41,5,6,12,13,19,10,4,0,61,8,14,17,31,46,31,7,0,153,0,0,0,0,4,0,0,0,6,0,0,0,4,4,0,0,0,11,11,13,19,41,51,31,7,0,171,0,0,0,0,0,4,0,0,7,4,3,0,5,6,10,0,0,26,16,30,43,75,81,65,23,0,327
SAL50993,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,4,6,5,3,4,3,0,0,18,0,5,0,0,7,7,7,0,20,0,11,13,11,11,13,3,0,62,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,3,11,10,10,13,20,3,0,75,0,0,0,0,0,0,0,0,0,25,8,16,11,17,50,21,4,161,37,34,31,31,49,74,24,10,284
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,16
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,8,0,0,0,0,9,0,0,3,5,0,0,0,0,11,0,11,11,18,6,3,0,0,53,3,13,4,10,18,10,0,0,57,17,28,39,50,39,17,7,0,191,4,0,5,3,0,3,0,0,17,0,6,7,4,0,0,0,0,13,19,34,49,56,45,22,7,0,219,0,0,0,0,3,0,0,0,6,3,3,8,5,9,6,10,3,53,30,58,72,102,77,38,12,5,407
SAL50997,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,9,4,19,19,9,10,3,3,0,67,5,4,9,6,0,3,4,0,24,9,18,15,20,13,9,0,0,83,6,4,5,0,0,0,0,0,14,0,0,0,0,3,0,0,0,7,16,21,17,22,17,4,0,0,105,0,0,0,0,0,0,0,0,3,20,24,18,20,17,13,6,0,129,47,75,67,61,49,31,17,3,347
SAL50998,280,119,75,41,28,5,892,6,82,84,59,46,33,15,0,319,191,945,823,424,261,188,81,15,2935,139,410,366,303,240,191,111,14,1763,296,632,524,514,477,356,186,44,3029,105,45,27,35,24,17,8,7,266,17,51,57,66,80,58,38,15,378,416,729,611,611,585,431,224,66,3668,14,29,34,19,18,20,12,3,146,131,189,190,142,135,122,122,42,1064,911,2701,2381,1685,1361,1021,590,139,10792
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,3,3,0,0,20
SAL51000,243,248,171,107,32,9,975,3,38,78,67,66,36,16,5,310,139,419,456,473,341,251,130,28,2238,34,74,84,134,117,113,73,18,649,64,82,78,86,80,70,38,14,521,15,4,8,3,6,5,3,0,40,5,3,9,19,12,23,21,3,100,85,91,90,116,95,103,62,22,662,5,8,3,11,12,16,7,5,74,50,56,60,56,59,53,50,45,442,333,839,1007,1104,866,682,382,131,5346
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,3,0,0,14
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,7,9,4,5,6,0,32,0,0,9,5,3,0,0,0,21,8,32,30,39,33,37,6,6,188,7,12,21,37,40,39,21,0,184,60,65,66,86,83,46,17,5,432,15,8,5,10,7,0,3,0,46,3,0,4,4,10,7,3,0,40,75,77,84,96,100,58,22,6,519,0,0,0,5,0,3,0,0,6,29,29,44,38,57,62,43,35,337,123,152,187,229,242,207,94,51,1282
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,19,10,30,17,0,0,0,95,12,30,11,34,20,0,0,0,113
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51008,133,164,119,65,32,15,588,0,16,18,49,40,27,7,4,169,103,166,243,311,198,146,72,26,1268,12,15,36,67,94,87,51,16,376,25,30,20,37,37,27,21,6,206,12,0,4,5,0,3,0,0,27,0,3,5,7,12,13,14,5,53,38,32,21,48,50,48,32,12,286,0,6,0,5,7,5,6,5,38,13,20,20,21,23,34,44,61,234,172,309,477,665,526,417,253,139,2952
SAL51009,4,3,7,3,0,0,27,0,0,5,4,3,3,0,0,23,5,15,10,20,18,14,9,0,100,0,0,6,13,15,12,8,0,59,8,14,25,18,20,9,3,0,104,5,3,0,0,0,0,0,0,14,0,0,0,3,0,4,0,0,11,19,17,28,26,24,11,4,3,128,0,0,0,0,0,0,0,0,0,4,4,3,3,11,7,11,0,35,27,46,58,63,78,53,32,9,371
SAL51010,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,8,0,0,0,0,3,0,0,0,6,0,8,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,8,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,4,10,13,7,0,0,43
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,4
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15
SAL51013,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,10,0,0,3,0,8,5,0,0,13,0,3,0,5,10,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,8,5,9,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,8,15,7,25,13,4,0,72
SAL51014,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,18,0,0,4,0,6,8,0,0,11,0,3,9,5,4,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,4,4,8,0,0,38,0,0,0,0,0,0,0,0,0,10,3,0,4,16,0,0,0,36,12,17,19,19,25,15,4,0,114
SAL51015,220,193,79,36,7,0,657,3,53,80,104,61,31,3,0,331,90,411,594,456,234,97,17,3,1908,28,85,140,161,111,48,17,5,597,63,100,128,123,124,53,24,7,619,19,3,8,4,5,6,0,0,52,8,7,13,18,21,18,5,3,91,87,108,149,147,157,73,25,13,759,0,3,0,16,8,6,8,0,37,23,38,49,35,36,20,16,0,217,238,810,1234,1109,686,311,94,25,4498
SAL51016,21,7,9,3,5,0,61,0,7,7,18,10,10,5,0,64,12,51,58,62,49,41,13,0,284,11,30,51,61,61,35,13,4,268,44,123,141,124,116,50,25,0,626,20,10,8,9,6,7,0,0,52,4,11,11,17,17,8,9,0,68,62,142,157,146,135,65,35,7,740,0,3,0,0,0,3,0,0,13,31,24,36,20,18,24,10,3,163,122,261,323,318,284,186,80,15,1596
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,0,0,19
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,5,0,0,4,0,7
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL51020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,13,0,3,11,9,5,0,0,0,25,6,20,23,17,14,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,23,17,14,3,0,0,85,0,0,0,0,0,0,0,0,0,3,26,32,20,17,4,0,0,95,11,62,69,48,35,5,0,0,227
SAL51021,249,190,148,104,29,5,1037,8,84,107,79,73,62,8,0,419,213,837,633,508,407,249,70,15,2926,111,165,162,165,136,120,47,16,910,120,220,169,135,146,93,33,21,923,48,13,9,11,13,8,0,0,108,5,15,21,23,30,29,9,3,135,175,247,199,170,182,123,44,22,1163,0,11,18,4,14,9,12,6,77,36,96,76,62,58,77,98,90,591,568,1730,1442,1168,1011,746,301,153,7131
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SAL51024,0,4,0,0,0,0,10,0,4,3,3,3,3,0,0,11,0,7,10,7,10,10,0,0,49,0,3,7,5,8,5,0,0,30,3,19,20,18,26,14,3,0,114,0,3,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,9,3,22,20,20,35,21,3,0,132,0,0,0,0,0,0,0,0,3,41,97,99,99,79,37,14,4,473,42,136,145,140,138,84,15,4,709
SAL51025,10,12,4,7,0,0,31,0,0,5,4,5,8,0,0,21,3,30,20,34,23,18,9,0,140,0,3,21,15,21,13,4,0,81,21,40,23,27,31,17,5,5,167,9,4,4,3,0,0,0,0,19,0,3,0,4,11,3,0,0,24,29,42,25,35,42,22,7,5,204,0,0,0,0,0,0,0,0,10,0,7,8,4,13,11,5,0,46,40,92,89,98,113,77,27,6,536
