SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL51064,16,57,0,72,234,102,0,412,5,97,0,104,285,155,0,535,0,32,0,30,307,181,0,513,0,0,0,0,194,198,0,397,319,233,6,554,2165,1072,15,3814
SAL51065,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,19,0,0,20
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,14
SAL51067,0,6,0,6,52,4,0,63,0,7,0,7,56,4,0,63,0,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,26,17,0,48,225,20,0,295
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,10,22,0,33,138,0,0,174,0,26,0,26,120,7,0,151,0,12,0,12,159,13,0,181,0,0,0,0,187,8,0,199,370,85,18,475,1151,56,5,1677
SAL51070,0,12,0,15,52,6,0,76,0,11,0,11,49,21,0,79,0,0,0,4,31,12,0,43,0,0,0,0,0,0,0,3,54,36,4,95,244,83,0,419
SAL51071,3,3,0,6,22,0,0,28,0,0,0,0,14,0,0,13,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,17,6,0,21,73,0,0,96
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,11,12,0,0,27
SAL51075,0,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,21,5,0,30
SAL51076,0,0,0,3,45,8,0,55,0,0,0,0,23,0,0,29,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,61,17,0,73,165,37,0,273
SAL51077,0,0,0,0,3,0,0,3,0,0,0,0,3,6,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,22,6,0,25
SAL51078,0,0,0,0,10,4,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,27,7,0,31
SAL51079,0,0,0,0,8,0,0,14,0,0,0,0,17,0,0,18,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,7,3,0,9,40,0,0,49
SAL51080,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,3,0,3,9,0,0,14,0,0,0,0,10,0,0,14,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,11,3,0,21,28,10,0,61
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,3,0,22
SAL51083,3,8,0,14,148,19,0,183,0,16,0,16,167,12,0,202,0,0,0,0,84,15,0,102,0,0,0,0,19,3,0,24,100,39,6,150,599,88,0,833
SAL51084,0,3,0,3,11,0,0,14,0,3,0,3,10,0,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,12,0,21,35,19,0,74
SAL51085,0,0,0,4,55,9,0,64,0,7,0,8,72,4,0,81,0,0,0,0,18,3,0,27,0,0,0,0,0,0,0,0,20,9,0,33,189,22,6,249
SAL51086,0,4,0,4,42,5,0,48,0,3,0,5,25,4,0,33,0,0,0,0,15,0,0,13,0,0,0,0,6,0,0,6,39,9,0,56,128,7,0,198
SAL51087,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,11
SAL51088,3,8,0,12,42,9,0,61,0,3,0,7,43,7,0,52,0,0,0,0,38,7,0,44,0,0,0,0,21,10,0,33,61,14,4,82,215,60,0,356
SAL51089,0,5,0,5,4,0,0,12,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,33,0,0,45
SAL51090,0,0,0,0,12,0,0,14,0,0,0,0,6,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,3,0,17,36,14,0,67
SAL51091,0,6,0,6,3,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,10,0,0,20
SAL51092,3,9,0,7,72,9,0,88,0,12,0,15,56,3,0,80,0,0,0,0,17,0,0,24,0,0,0,0,8,0,0,8,66,31,7,103,271,37,0,407
SAL51093,11,63,0,74,389,42,0,501,5,51,0,56,336,44,0,435,6,7,0,13,216,34,0,268,0,0,0,0,99,52,0,154,513,196,18,723,2128,398,8,3262
SAL51094,0,0,0,4,13,0,0,16,0,0,0,0,8,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,0,5,16,64,0,0,82
SAL51095,0,8,0,10,33,15,0,51,0,11,0,11,16,11,0,31,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,30,18,0,52,92,39,0,190
SAL51096,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,25
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,114,123,4,239,990,94,9,1333,29,350,4,378,792,103,0,1272,5,102,0,107,642,134,0,884,0,12,0,12,361,71,0,443,2000,753,76,2822,5956,751,24,9550
SAL51099,0,4,0,4,3,0,0,13,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,36,26,3,0,59
SAL51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,3,0,0,14
SAL51101,0,0,0,0,8,0,0,7,0,3,0,3,6,0,0,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,21,8,0,27,48,16,0,87
SAL51102,0,4,0,6,17,0,0,28,0,9,0,9,30,0,0,40,0,3,0,3,24,6,0,33,0,0,0,0,0,0,0,0,37,20,0,52,183,17,16,269
SAL51103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL51104,0,0,0,0,5,0,0,10,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,22,23,3,0,56
SAL51105,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
SAL51106,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,19
SAL51107,0,0,0,0,14,10,0,25,0,0,0,0,9,15,0,21,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,5,0,9,40,29,0,80
SAL51108,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,15,0,0,15
SAL51109,0,3,0,3,18,7,0,31,0,4,0,4,12,4,0,24,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,22,9,0,36,82,19,0,131
SAL51110,0,0,0,4,19,0,0,22,0,0,0,0,10,0,0,13,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,17,0,0,20,57,6,0,87
SAL51111,49,84,3,136,1046,570,14,1773,5,30,0,38,219,106,4,364,0,3,0,3,32,8,0,43,0,0,0,0,6,0,0,6,1970,343,85,2398,5824,3880,81,12179
SAL51112,0,0,0,0,8,8,0,17,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,32,46,4,82
SAL51113,7,54,0,60,227,53,0,344,0,34,0,34,81,28,8,147,0,0,0,0,43,3,0,46,0,0,0,0,0,0,0,3,1079,201,47,1334,1608,507,10,3468
SAL51114,0,0,0,0,40,0,0,36,0,0,0,5,28,0,0,33,0,0,0,0,25,0,0,26,0,0,0,0,11,0,0,11,18,9,0,22,176,11,0,215
SAL51115,0,0,0,0,5,0,0,10,0,0,0,0,9,0,0,9,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,8,4,0,10,36,0,0,48
SAL51116,0,0,0,0,29,0,0,26,0,4,0,4,50,5,0,52,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,26,0,0,34,114,13,0,155
SAL51117,0,0,0,0,3,0,0,3,0,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,4,0,0,15
SAL51118,0,0,0,0,11,0,0,13,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,18,48,0,0,64
SAL51119,0,0,0,0,14,0,0,14,0,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,49,11,0,66
SAL51120,0,0,0,3,3,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,9,6,0,10,19,6,0,34
SAL51121,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,0,0,12
SAL51122,46,114,3,161,894,67,10,1126,11,131,0,143,625,52,3,819,4,26,0,27,368,27,0,421,0,3,0,3,183,13,0,198,1946,496,60,2507,7114,713,24,10359
SAL51123,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,12,11,4,0,36
SAL51124,47,180,4,231,811,21,0,1068,24,233,4,259,826,23,0,1106,3,59,0,59,528,20,3,604,0,0,0,0,201,6,0,210,1156,615,34,1804,4649,173,7,6638
SAL51125,0,3,0,3,18,0,0,23,0,0,0,0,8,0,0,17,0,4,0,4,6,3,0,10,0,0,0,0,0,0,0,0,6,14,0,22,57,9,0,84
SAL51126,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,3,0,0,17
SAL51127,0,9,0,8,93,14,0,120,0,0,0,3,84,12,0,102,0,0,0,0,31,10,0,43,0,0,0,0,0,0,0,10,48,15,0,61,375,91,0,525
SAL51128,0,0,0,0,10,3,0,17,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,43
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,22,71,0,86,376,6,0,473,7,153,0,158,293,9,0,458,0,36,0,36,200,12,0,246,0,0,0,0,58,11,0,69,575,328,26,926,1942,109,7,2985
SAL51131,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,4,0,10
SAL51132,0,10,0,11,58,0,0,72,0,11,0,11,28,0,0,41,0,0,0,4,8,0,0,14,0,0,0,0,5,0,0,5,53,22,0,74,178,15,0,263
SAL51133,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,7,0,0,13
SAL51134,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,8,0,0,3,6,3,0,15
SAL51135,33,122,0,155,452,16,0,623,4,120,0,123,312,7,0,438,0,17,0,17,143,3,0,162,0,0,0,0,83,3,0,91,506,340,15,859,2207,94,3,3167
SAL51136,0,26,0,28,71,7,0,109,0,11,0,13,56,5,0,73,0,0,0,0,26,5,0,31,0,0,0,0,3,0,0,7,152,57,12,224,351,52,3,626
SAL51137,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL51138,38,86,0,114,467,14,0,601,7,132,0,138,351,22,6,512,0,40,0,43,239,14,0,300,0,0,0,0,113,3,0,111,495,337,18,848,2294,138,15,3299
SAL51139,0,3,0,4,40,11,0,64,0,0,0,0,11,0,0,19,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,36,12,6,47,145,34,5,227
SAL51140,0,0,0,0,11,3,0,19,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,4,4,0,10,35,11,0,58
SAL51141,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,12,0,0,22
SAL51142,0,0,0,0,3,12,0,15,0,6,0,6,0,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,4,0,23,18,45,0,81
SAL51143,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,10,6,0,19
SAL51144,11,24,0,31,168,6,0,206,0,29,0,33,97,0,0,132,0,9,0,9,44,4,0,57,0,0,0,0,9,4,0,13,226,76,3,308,740,24,0,1073
SAL51145,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8,0,0,19
SAL51146,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,7,0,21
SAL51147,68,107,5,180,902,36,6,1126,3,138,0,147,533,49,0,725,0,43,0,43,326,31,0,400,0,8,0,8,213,27,0,247,1570,496,79,2141,5417,316,24,7896
SAL51148,0,3,0,0,35,0,0,47,0,0,0,0,34,8,0,50,0,0,0,0,8,10,0,18,0,0,0,0,0,0,0,0,28,13,0,42,225,66,3,336
SAL51149,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,9,8,0,0,18
SAL51150,6,0,0,6,16,4,0,23,0,0,0,0,4,7,0,11,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,5,20,8,0,23,64,23,0,105
SAL51151,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,13
SAL51152,0,0,0,0,20,0,0,18,0,8,0,8,16,0,0,21,0,0,0,0,12,0,0,12,0,0,0,0,6,0,0,4,11,5,5,18,75,5,0,106
SAL51153,3,11,0,11,80,7,0,103,0,12,0,10,89,11,0,113,0,0,0,0,28,0,0,28,0,0,0,0,5,0,0,5,59,25,0,88,332,39,0,455
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,9
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
SAL51156,11,13,0,21,117,3,0,144,0,15,0,15,99,0,0,116,0,5,0,6,74,3,0,79,0,0,0,0,20,3,0,23,88,46,6,138,491,23,5,664
SAL51157,32,124,0,155,674,74,0,903,4,81,0,88,640,74,0,794,0,16,0,16,371,47,4,437,0,0,0,0,150,29,0,188,873,363,53,1284,3458,576,6,5325
SAL51158,0,13,0,14,106,19,0,137,0,10,0,10,129,20,0,166,0,4,0,4,76,12,0,86,0,0,0,0,40,8,0,43,73,36,6,114,480,94,0,689
SAL51159,6,4,0,8,77,34,0,112,0,4,0,4,35,12,0,51,0,0,0,0,9,5,0,15,0,0,0,0,5,0,0,0,116,34,0,148,1013,271,19,1451
SAL51160,0,4,0,5,28,12,0,50,0,5,0,5,22,6,0,35,0,0,0,0,11,3,0,18,0,0,0,0,4,0,0,4,34,13,0,46,127,48,0,230
SAL51161,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,0,0,14
SAL51162,0,8,0,9,26,8,0,45,0,6,0,6,11,3,0,18,0,5,0,5,0,5,0,6,0,0,0,0,0,0,0,0,22,16,9,44,98,18,0,162
SAL51163,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,13
SAL51164,3,3,0,5,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,21,3,0,31
SAL51165,4,13,4,28,182,152,0,357,0,7,0,6,29,22,0,55,0,0,0,0,4,0,0,9,0,0,3,3,0,3,0,4,326,89,34,452,1089,1147,13,2698
SAL51166,0,0,0,0,5,0,0,5,0,0,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,5,26
SAL51167,6,13,0,22,96,17,0,136,0,3,0,3,87,14,0,103,0,0,0,0,43,15,0,55,0,0,0,0,13,3,0,14,131,47,11,193,519,158,0,869
SAL51168,0,0,0,0,16,7,0,28,0,9,0,9,20,4,0,34,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,4,11,13,0,21,84,36,0,139
SAL51169,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,6,4,0,5,11,5,0,23
SAL51170,0,9,0,9,23,0,0,31,0,4,0,4,28,0,0,35,0,0,0,0,12,6,0,16,0,0,0,0,0,0,0,0,23,11,5,37,93,11,0,138
SAL51171,0,0,0,0,21,0,0,26,0,3,0,3,19,4,0,28,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,52,5,4,67,121,16,0,195
SAL51172,0,9,0,9,52,0,0,60,0,9,0,9,24,4,0,36,0,0,0,0,25,0,0,27,0,0,0,0,10,0,0,11,62,19,4,90,283,18,0,386
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,28,88,0,118,323,9,0,450,4,44,0,45,202,14,0,261,0,10,0,10,83,4,0,98,0,0,0,0,21,0,0,21,474,212,21,708,1416,70,3,2196
SAL51175,13,26,0,39,142,8,0,187,4,17,0,25,108,8,0,133,0,3,0,3,63,12,0,80,0,0,0,0,12,3,0,16,176,70,14,261,516,57,0,832
SAL51176,67,190,0,257,893,29,0,1179,5,224,0,236,685,15,0,933,3,28,0,35,299,15,0,344,0,0,0,0,116,5,0,118,1301,569,48,1909,4313,177,10,6412
SAL51177,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,17,15,5,0,34
SAL51178,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,16,5,0,26
SAL51179,0,8,0,9,37,4,0,51,0,12,0,12,34,0,0,47,0,0,0,0,19,0,0,22,0,0,0,0,4,4,0,9,32,24,3,62,169,22,0,252
SAL51180,0,0,0,3,19,5,0,25,0,0,0,0,12,5,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,14,3,0,23,61,15,0,98
SAL51181,0,13,0,9,188,64,0,263,0,15,4,18,191,66,0,276,0,3,0,3,65,15,0,80,0,0,0,0,5,0,0,11,172,54,27,256,734,326,31,1346
SAL51182,0,0,0,0,14,10,0,27,0,0,0,0,9,12,0,23,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,9,43,47,0,103
SAL51183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,9
SAL51184,16,25,0,41,202,15,0,261,0,22,0,25,164,20,0,212,0,3,0,3,126,10,0,143,0,0,0,0,41,5,0,46,302,95,15,419,1139,121,0,1679
SAL51185,9,21,0,22,136,16,0,175,0,5,0,8,80,8,0,98,0,4,0,4,36,3,0,43,0,0,0,0,6,0,0,6,83,41,0,125,451,52,0,633
SAL51186,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,32
SAL51187,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,27
SAL51188,0,6,0,6,96,25,0,119,0,5,0,7,113,28,0,143,0,0,0,0,21,8,0,27,0,0,0,0,0,0,0,0,59,24,10,89,361,102,12,566
SAL51189,23,74,0,91,375,30,0,496,4,33,0,43,315,22,0,377,0,16,0,19,169,15,0,197,0,0,0,0,50,6,0,49,677,261,36,970,2302,259,0,3532
SAL51190,17,24,0,43,293,26,0,353,4,28,0,34,255,14,0,305,0,7,0,4,159,7,0,175,0,0,0,0,63,3,0,67,557,159,21,734,2841,269,9,3860
SAL51191,0,12,0,12,21,0,0,35,0,3,0,3,20,3,0,29,3,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,28,18,0,44,82,12,0,138
SAL51192,30,165,0,191,703,12,0,910,12,196,0,210,616,7,5,842,0,36,0,34,328,14,0,375,0,0,0,0,92,4,0,97,1737,537,61,2340,4019,150,6,6514
SAL51193,0,6,0,7,19,4,0,24,0,0,0,0,17,0,0,16,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,12,7,0,15,93,11,0,118
SAL51194,0,6,0,0,6,0,0,12,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,23,47,5,0,71
SAL51195,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,15
SAL51196,0,4,0,3,14,0,0,19,0,0,0,0,8,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,3,0,19,70,0,3,94
SAL51197,42,75,0,113,641,18,0,778,3,136,3,138,504,28,0,673,4,37,0,46,319,21,4,380,0,0,0,3,157,8,0,175,1319,405,71,1794,3942,209,12,5955
SAL51198,0,13,0,13,58,0,0,74,0,3,0,9,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,30,25,251,275,15,5,545
SAL51199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,10,3,0,14
SAL51200,0,10,0,10,6,7,0,18,0,5,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,9,63,40,23,0,125
SAL51201,7,8,0,16,138,64,3,219,0,0,0,4,24,16,0,39,0,0,0,0,4,9,0,12,0,0,0,0,0,4,0,3,253,32,12,289,655,444,6,1395
SAL51202,0,9,0,9,12,0,0,16,0,3,0,3,17,0,0,22,0,4,0,4,10,0,0,14,0,0,0,0,0,0,0,0,18,17,0,38,72,3,0,109
SAL51203,0,0,0,0,104,0,0,113,0,13,0,13,166,0,0,177,0,0,0,0,36,6,0,40,0,0,0,0,0,0,0,0,34,16,0,54,370,31,12,461
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,22,58,5,76,279,8,0,364,3,42,0,44,150,3,0,203,0,0,0,0,85,0,0,90,0,0,0,0,17,3,0,20,444,170,22,630,1204,42,0,1876
SAL51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51207,0,0,0,0,10,0,0,9,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,13,35,0,0,46
SAL51208,0,27,0,29,80,0,0,110,0,11,0,13,57,5,0,74,0,3,0,4,18,0,0,26,0,0,0,0,3,0,0,3,78,61,7,143,307,8,0,456
SAL51209,43,131,0,170,625,15,3,817,20,180,0,193,559,16,0,771,0,35,0,41,300,17,4,358,0,0,0,0,85,4,0,94,909,455,41,1410,3349,135,12,4902
SAL51210,21,102,4,129,594,36,0,758,11,63,0,70,457,28,0,559,0,7,0,9,234,9,0,255,0,0,0,0,74,10,0,82,894,334,53,1281,3250,328,7,4864
SAL51211,0,0,0,0,6,0,0,12,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,21,37,5,0,62
SAL51212,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,23,8,0,0,30
SAL51213,0,5,0,5,5,0,0,11,0,4,0,4,12,0,0,17,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,12,11,0,22,45,3,0,67
SAL51214,0,3,0,3,12,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,15,25,0,0,49
SAL51215,0,0,0,0,10,3,0,18,0,0,0,0,8,5,0,14,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,6,0,5,42,17,0,64
SAL51216,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5
SAL51217,0,0,0,0,3,0,0,6,0,0,0,0,14,0,0,14,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,5,5,0,8,42,3,0,50
