SA3_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
50502,79,14869,7903,22775,27,28,52,763,1175,1939,0,4,7,788,1210,1998,934,979,1909,79420,84998,164413,292,323,618,80644,86292,166940,196,219,412,13663,14583,28252,36,32,67,13899,14826,28727,492,538,1028,49691,53716,103409,200,226,428,50387,54480,104869,507,577,1086,38127,40955,79082,99,92,186,38727,41623,80353
50503,118,21877,12045,33928,43,60,101,1162,1771,2930,3,5,8,1207,1840,3043,1475,1614,3093,82241,85649,167893,294,301,597,84019,87565,171583,337,362,701,11811,12834,24646,51,50,103,12199,13254,25449,787,848,1631,54572,55790,110358,217,224,443,55570,56861,112430,792,884,1682,33531,36816,70352,87,104,193,34412,37806,72217
50601,42,9124,5615,14742,20,36,54,571,788,1356,0,4,4,593,828,1416,1082,1118,2197,36616,37633,74258,147,163,307,37842,38914,76758,206,243,446,5269,5568,10831,27,15,40,5499,5822,11317,562,583,1146,23092,23308,46398,105,116,226,23762,24007,47769,560,621,1180,15739,17023,32762,47,43,86,16342,17690,34031
50602,30,5986,3150,9139,31,23,55,420,484,902,0,0,0,446,512,954,662,654,1320,27551,27180,54734,107,110,218,28317,27949,56268,148,176,325,6527,6361,12892,8,16,36,6692,6560,13244,350,316,667,15681,15612,31294,63,68,132,16102,15992,32094,385,455,846,16701,16240,32941,43,49,93,17130,16740,33876
50603,34,6583,3424,10006,10,24,31,490,546,1034,0,0,0,498,569,1065,458,489,941,38556,39488,78043,130,130,260,39147,40099,79246,142,162,299,7352,6918,14268,13,13,23,7502,7094,14591,213,228,442,23664,24921,48582,91,84,177,23961,25231,49195,321,368,686,19879,19281,39158,44,45,86,20240,19689,39934
50604,46,11071,6116,17187,20,53,72,686,930,1619,0,7,7,707,986,1691,1143,1229,2374,50046,50553,100601,214,187,404,51400,51969,103374,213,265,476,6881,6874,13759,22,23,49,7120,7168,14282,664,692,1353,33845,33959,67808,153,117,267,34658,34768,69430,544,643,1182,19614,20122,39737,67,76,140,20222,20836,41063
50605,29,6582,3260,9836,15,17,35,310,476,782,0,0,5,326,494,821,491,485,977,23756,24332,48090,87,86,168,24331,24901,49232,137,158,293,2892,3138,6035,12,9,23,3042,3312,6354,276,258,533,17372,17848,35219,65,70,132,17717,18168,35884,298,333,630,7883,8365,16251,24,16,41,8201,8715,16919
50606,31,3987,2223,6209,11,13,22,161,263,421,0,0,0,172,277,446,331,328,661,12483,12887,25367,62,57,116,12875,13271,26148,65,98,161,1753,1912,3665,10,12,16,1821,2018,3843,177,185,370,8334,8268,16598,46,36,83,8556,8492,17047,150,195,346,4805,5429,10235,17,23,38,4979,5643,10620
50607,6,2245,1283,3526,6,5,15,138,199,340,0,0,0,148,210,352,227,207,432,16262,17000,33262,38,63,95,16521,17270,33793,84,84,165,3473,3627,7100,13,12,24,3567,3721,7290,88,99,181,9690,10425,20113,24,39,56,9797,10558,20355,200,173,374,9136,9316,18454,21,25,44,9359,9513,18872
50701,45,11924,6092,18016,17,29,45,613,844,1463,3,0,6,631,876,1514,872,866,1734,44778,46381,91156,154,151,300,45801,47391,93194,186,195,382,7518,8188,15712,17,27,42,7726,8410,16132,466,470,936,28822,29720,58540,114,109,223,29401,30293,59700,459,501,958,20283,21890,42175,42,58,103,20788,22447,43237
50702,12,2564,1236,3802,3,5,9,157,192,352,0,0,4,163,200,366,215,222,439,14671,15713,30384,69,69,134,14963,16000,30960,58,82,137,2817,3217,6036,13,8,22,2889,3308,6195,121,130,254,9249,9892,19138,47,45,92,9418,10068,19481,127,152,278,7356,8236,15592,25,30,48,7503,8418,15925
50703,23,4665,2787,7451,17,25,48,333,439,775,0,0,0,352,474,825,591,589,1176,17075,17351,34427,65,73,135,17734,18008,35737,151,134,279,2745,2888,5632,14,11,16,2901,3029,5930,317,280,598,10611,10315,20923,45,56,104,10978,10646,21624,326,372,697,7709,8476,16182,21,11,32,8055,8859,16913
50704,44,6815,3356,10172,8,13,18,401,589,985,0,0,0,409,598,1011,322,331,661,41589,45155,86740,152,159,308,42059,45645,87710,94,99,196,6458,7201,13658,20,21,39,6576,7318,13891,190,205,393,27944,30460,58400,106,125,232,28235,30790,59024,189,192,383,17879,19762,37637,53,47,100,18126,19995,38124
50705,91,16559,9656,26213,32,52,91,869,1305,2170,4,3,5,903,1361,2265,1393,1436,2824,51191,53288,104482,251,231,478,52835,54948,107785,332,329,655,8592,9326,17915,41,40,82,8961,9696,18656,697,687,1387,33611,34534,68147,187,157,341,34498,35381,69880,808,859,1668,22288,24623,46918,76,85,159,23169,25571,48737
50901,50,6380,3589,9970,27,36,64,421,621,1048,3,5,3,456,662,1110,924,953,1871,22694,23241,45936,183,188,372,23791,24385,48180,160,158,320,3794,4018,7806,29,27,49,3976,4203,8179,567,595,1164,15472,15504,30978,139,130,266,16180,16226,32412,390,415,806,9695,10549,20245,65,66,135,10146,11038,21185
50902,67,6058,2763,8819,23,34,53,268,502,773,0,0,3,293,540,830,971,986,1955,20355,19570,39923,221,184,403,21549,20740,42282,259,226,484,3030,3074,6109,42,22,64,3332,3322,6650,576,599,1177,14954,14036,28988,184,145,334,15711,14782,30493,527,499,1020,7420,7605,15022,59,53,122,8003,8155,16160
50903,30,1849,948,2796,9,13,18,98,165,260,0,0,0,104,179,282,306,328,638,7193,6777,13973,65,73,138,7564,7177,14744,58,84,139,1084,1093,2178,6,8,14,1154,1188,2333,194,190,386,5355,4955,10310,55,53,106,5606,5198,10800,144,180,322,2509,2510,5017,16,22,41,2670,2718,5380
51001,25,2773,1320,4096,92,200,292,80,129,205,3,4,9,179,330,505,5620,6073,11694,5793,5621,11418,89,84,176,11499,11783,23280,776,862,1640,1894,2314,4209,21,21,45,2688,3193,5887,3934,4255,8192,3151,2877,6029,52,52,105,7136,7185,14323,1766,2005,3765,4104,4658,8762,47,40,87,5909,6705,12618
51002,17,3534,1107,4643,53,82,135,121,163,281,0,0,0,174,246,417,1829,1750,3576,6563,4854,11418,49,49,102,8444,6651,15099,422,437,859,2390,2064,4456,16,4,18,2828,2501,5330,1081,1023,2098,2718,1657,4373,38,28,63,3834,2710,6539,937,950,1882,5580,4709,10291,26,16,46,6539,5682,12218
51003,27,4131,1495,5623,33,47,77,150,212,362,5,0,4,181,267,445,1215,1127,2342,8536,7011,15546,56,37,96,9805,8183,17983,371,348,718,2766,2548,5312,13,18,32,3149,2916,6063,615,564,1178,3877,2862,6741,25,15,38,4520,3441,7954,785,762,1549,6542,5920,12463,39,33,73,7373,6714,14084
51101,18,1742,854,2600,6,18,19,88,154,241,0,0,0,89,166,257,246,252,498,5619,5548,11175,44,55,96,5917,5858,11772,77,72,154,1075,1063,2134,6,6,14,1156,1141,2297,139,133,273,3839,3702,7544,34,45,72,4008,3871,7885,135,159,295,2505,2558,5066,14,12,29,2660,2732,5387
51102,12,1086,443,1534,9,7,18,52,83,136,0,0,0,63,95,157,440,477,921,2794,2526,5318,38,30,71,3269,3038,6309,80,59,139,724,766,1493,11,12,25,813,844,1658,275,314,586,1801,1536,3337,24,20,48,2099,1869,3966,185,181,368,1551,1581,3132,14,14,30,1754,1781,3531
51103,28,4549,1799,6350,30,33,62,219,308,526,0,5,0,248,346,588,1572,1640,3215,11921,10554,22473,97,73,170,13589,12265,25858,360,367,732,3109,2704,5812,9,16,20,3475,3088,6566,1107,1124,2236,7371,6288,13657,62,51,114,8542,7459,16003,647,703,1352,6693,6086,12777,23,31,54,7366,6817,14181
51104,46,6170,3078,9247,36,97,136,344,526,870,0,0,0,383,625,1013,1863,2051,3912,18260,17986,36238,146,147,293,20266,20177,40444,365,440,805,3154,3212,6368,19,17,40,3542,3670,7210,1096,1162,2259,12766,12336,25104,116,102,214,13976,13601,27581,896,1074,1965,7610,7862,15472,34,52,89,8542,8984,17534
59797,0,100,3,100,0,0,0,0,3,4,0,0,0,3,3,4,8,3,7,196,26,225,3,0,3,200,24,229,5,0,5,56,10,66,0,0,0,55,10,71,8,3,9,117,10,130,6,0,6,123,16,139,0,0,0,136,24,158,0,0,0,137,24,163
59999,7,662,286,946,6,6,15,33,45,74,0,0,0,39,49,85,90,65,159,543,370,912,15,4,16,650,443,1089,104,124,228,1625,1531,3156,12,7,24,1743,1662,3403,50,41,91,305,192,499,12,0,11,365,234,595,121,127,248,1770,1627,3393,12,12,22,1901,1766,3664
