SA3_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
50502,0,0,0,11,3,0,9,25,0,7,3,18,9,0,4,42,5,23,6,67,0,3,8,112,8,10,8,24,4,3,3,70,7,12,7,28,0,0,9,60,4,6,3,22,0,3,10,46,0,0,3,10,0,0,10,24,32,64,35,175,27,8,45,384,0,4,26,254,125,22,59,496,137,1057,422,872,181,63,149,2886,1985,4595,1586,3223,159,127,473,12149,2228,4438,1732,2737,108,158,460,11860,1576,3047,1448,2289,67,188,362,8963,1054,2022,1147,2251,60,172,303,7003,1024,2162,1658,3020,56,263,943,9135,8008,17327,8014,14639,763,1000,2745,52497,0,0,0,0,0,0,151,155,0,0,0,0,0,0,280,280,4,4,3,9,0,4,972,993,0,5,7,10,0,0,888,913,0,0,6,3,0,0,608,626,0,3,3,13,0,0,420,443,6,8,6,16,0,0,561,597,10,26,27,58,0,4,3884,4002,0,4,30,264,131,22,219,676
50503,0,0,0,12,11,0,4,29,0,3,0,26,7,3,7,48,3,9,7,81,20,6,9,131,7,5,11,72,0,5,0,102,0,8,17,27,0,4,7,61,0,3,0,32,0,0,7,44,3,0,3,12,0,0,7,29,15,28,34,264,43,16,43,440,0,8,41,434,298,41,123,944,60,552,339,1393,302,64,177,2882,519,1849,1074,4577,236,158,387,8804,987,2291,1610,4398,121,230,427,10068,767,1617,1588,4119,97,232,419,8845,452,893,1053,3434,63,171,325,6396,326,696,986,3173,47,215,738,6181,3107,7901,6699,21532,1162,1116,2605,44122,0,0,0,8,0,0,201,209,0,4,0,11,0,0,275,281,0,0,0,13,3,0,708,721,0,0,3,9,0,0,744,756,0,4,4,15,5,0,709,732,0,4,5,14,0,0,494,514,0,7,5,21,0,0,340,369,6,11,15,82,3,0,3468,3586,0,8,41,453,307,41,328,1178
50601,0,0,0,7,6,0,13,26,0,0,0,26,3,0,8,40,0,14,12,71,5,5,6,111,3,0,6,34,0,0,6,60,0,6,7,19,0,0,9,44,5,0,5,23,0,0,4,33,0,0,0,9,0,0,3,17,6,21,36,193,20,7,48,332,0,0,12,169,124,8,53,370,18,189,126,560,154,31,66,1140,294,888,628,1989,144,59,169,4164,810,1425,911,1872,70,84,220,5392,358,728,551,1485,47,73,162,3404,206,387,426,1373,16,73,139,2614,176,355,394,1462,22,114,355,2871,1862,3966,3052,8905,571,440,1173,19962,0,0,0,0,0,0,121,118,0,0,0,0,0,0,138,141,0,0,0,0,0,0,374,377,5,0,0,0,0,0,401,411,3,0,3,6,0,0,327,331,0,0,0,5,0,0,251,259,0,0,3,6,0,0,174,186,6,4,8,27,0,0,1788,1825,0,0,12,177,129,8,194,521
50602,0,0,0,4,6,0,4,18,0,0,5,25,5,0,6,40,10,6,17,45,9,0,10,93,0,13,4,23,4,3,10,53,9,6,8,16,0,0,10,39,5,8,8,19,0,3,15,47,3,7,0,3,0,0,8,21,22,36,32,137,31,12,54,315,0,3,17,97,84,6,24,230,54,423,253,439,108,27,100,1397,941,2236,760,1366,101,66,249,5720,970,1647,685,1067,49,64,218,4700,502,887,479,918,30,72,156,3040,313,510,419,922,23,76,139,2397,235,437,386,1026,22,74,341,2522,3013,6141,2997,5836,420,381,1225,20013,0,0,0,0,0,0,80,80,0,0,0,0,0,0,193,193,0,0,0,0,0,0,535,544,0,4,0,3,0,0,433,442,0,0,3,0,0,0,335,343,0,0,4,0,0,0,249,251,0,0,0,9,0,0,201,215,3,8,5,25,0,0,2036,2073,0,3,17,111,89,6,105,335
50603,0,0,0,6,3,0,4,8,0,5,0,13,5,3,0,25,0,6,3,26,3,0,4,50,0,0,7,11,0,0,3,21,0,0,0,12,0,5,5,24,5,0,7,7,0,0,0,19,0,0,0,3,0,3,3,15,11,16,12,84,10,11,27,169,0,3,17,160,115,19,40,359,94,765,393,549,157,26,137,2115,1168,2372,875,1104,93,61,300,5977,1289,2070,771,1015,49,53,216,5467,909,1503,573,1091,33,78,176,4360,592,916,491,1083,22,77,149,3329,463,951,704,1477,25,112,490,4219,4516,8581,3824,6477,490,424,1507,25820,0,0,0,0,0,0,67,68,0,0,0,3,0,0,195,197,3,5,0,0,0,0,412,418,0,0,3,0,0,0,301,308,0,0,0,0,0,0,239,239,3,5,0,9,0,0,189,198,0,0,0,12,0,0,163,184,6,11,10,24,0,0,1564,1615,0,3,21,165,114,25,108,440
50604,0,0,0,7,8,0,24,32,0,6,0,31,12,0,5,53,3,6,10,60,0,3,11,92,0,4,13,45,5,4,10,82,3,4,4,36,0,0,11,60,0,0,8,21,0,4,9,40,0,0,5,7,0,0,9,29,13,15,37,207,20,8,83,383,0,0,28,245,161,17,61,515,45,393,286,797,184,44,100,1850,535,1449,865,1857,138,83,320,5256,1079,1924,1026,2121,85,107,342,6694,600,1090,838,1946,55,111,283,4925,328,622,561,1716,28,94,205,3558,268,505,561,2132,31,137,496,4130,2867,5983,4172,10825,686,600,1808,26930,0,0,0,0,0,0,127,127,0,0,0,4,0,0,161,168,0,0,0,3,0,0,423,429,0,4,0,13,0,0,485,503,0,0,0,10,0,0,433,444,0,0,0,4,0,0,259,267,0,6,4,15,0,0,253,271,4,11,11,40,0,0,2141,2208,0,0,26,254,168,17,210,675
50605,0,0,0,11,0,0,9,27,0,0,0,5,4,0,0,12,0,0,5,37,5,0,3,52,0,0,0,23,0,0,0,33,0,8,0,16,0,0,0,27,3,4,0,9,0,0,3,22,0,0,0,3,0,0,0,12,6,10,14,108,15,6,21,182,0,0,18,114,78,8,29,245,18,142,80,372,86,18,27,735,131,394,211,1132,61,25,62,2022,275,624,432,1190,31,46,95,2693,270,561,425,1158,21,57,96,2588,204,361,332,1102,16,56,98,2179,271,571,523,1387,17,104,309,3181,1175,2645,2016,6455,310,320,718,13633,0,0,0,0,0,0,44,43,0,0,0,5,0,0,72,76,0,0,0,0,0,0,174,180,0,0,0,0,0,0,196,200,0,0,0,3,0,0,179,183,0,0,0,7,0,0,163,170,0,0,4,0,0,0,140,145,3,0,4,20,0,0,968,999,0,0,18,126,84,8,77,313
50606,0,0,0,4,0,0,0,5,0,0,0,7,6,0,0,9,0,0,5,16,0,0,0,24,0,4,6,19,0,0,0,34,0,0,4,14,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,9,6,64,11,3,8,93,0,0,5,65,46,8,20,142,5,38,28,269,43,12,31,420,40,177,135,986,27,19,46,1431,95,264,228,833,24,25,73,1548,81,153,193,680,7,36,62,1206,61,109,144,585,9,34,51,989,37,91,117,480,3,35,69,838,319,831,854,3901,161,160,343,6570,0,0,0,4,0,0,36,36,0,0,3,6,0,0,35,39,0,0,0,0,0,0,123,121,0,0,0,4,0,0,119,124,0,0,0,6,0,0,126,133,0,0,0,5,0,0,90,92,0,0,0,10,0,0,67,73,0,0,3,24,0,0,591,625,0,0,5,80,44,8,55,191
50607,0,0,0,3,3,6,10,24,0,0,0,6,0,0,4,14,0,15,0,6,6,0,4,27,0,9,0,6,0,0,0,16,0,9,5,0,0,0,6,16,0,4,0,4,0,0,0,13,0,0,3,0,0,0,5,5,8,29,14,33,6,0,33,121,0,0,7,79,37,3,17,135,48,385,111,161,32,6,36,779,596,1243,229,437,28,21,81,2642,639,1039,229,344,10,27,75,2352,529,796,267,308,3,29,62,1986,415,664,261,367,9,31,66,1814,469,791,466,518,12,71,285,2616,2698,4910,1571,2207,138,186,619,12330,0,0,0,0,0,0,26,26,0,0,0,0,0,0,70,71,0,0,0,3,0,0,178,178,0,0,0,0,0,0,102,109,0,0,0,0,0,0,116,118,0,0,0,0,0,0,97,104,3,0,0,0,0,0,168,171,7,6,0,7,0,0,755,778,0,0,7,85,40,4,47,185
50701,0,0,0,9,0,0,0,9,0,0,0,23,3,3,0,30,4,11,8,51,7,4,3,86,9,0,15,32,0,0,8,65,0,9,10,21,0,0,3,48,0,9,8,16,0,3,0,33,0,6,0,3,0,0,0,13,20,27,41,151,17,9,21,283,0,0,14,186,142,14,50,406,43,396,189,773,147,32,71,1661,601,1828,699,2458,104,87,226,6006,935,1806,1002,2458,80,128,255,6668,596,1184,840,2183,61,135,220,5218,414,667,568,1841,39,117,190,3833,276,490,613,1836,30,128,483,3863,2862,6375,3927,11737,613,643,1493,27646,0,0,0,0,0,0,94,94,0,0,0,5,0,0,149,155,0,0,0,6,0,0,430,438,0,0,0,5,0,0,463,473,0,0,0,5,0,0,345,356,0,3,0,3,0,0,230,238,0,4,0,6,0,0,293,302,7,6,8,27,3,0,2011,2059,0,0,14,190,143,13,145,509
50702,0,0,0,4,3,0,0,9,0,0,0,5,0,0,4,9,0,5,0,10,0,0,4,27,0,5,4,4,0,0,0,14,0,6,9,8,0,0,4,31,5,0,0,3,0,4,0,12,0,0,3,3,0,0,0,11,4,14,16,43,3,9,18,109,0,0,7,40,31,4,7,91,21,181,50,132,37,10,19,452,302,814,198,428,17,33,65,1863,459,774,265,464,18,24,71,2072,471,678,298,421,9,34,69,1980,450,597,280,475,18,49,79,1949,453,606,388,549,22,64,270,2352,2155,3649,1488,2509,157,219,579,10760,0,0,0,0,0,0,36,40,0,0,0,0,0,0,57,57,0,0,0,0,0,0,208,212,0,0,4,0,0,0,176,188,0,0,0,0,0,0,189,191,0,0,0,0,0,0,143,146,0,7,0,11,0,0,164,177,4,7,3,16,0,0,968,1007,0,0,7,41,36,4,44,135
50703,0,0,0,4,3,0,3,15,0,0,0,20,5,0,9,29,4,6,3,37,11,0,5,67,0,0,4,30,0,0,0,41,0,0,5,10,0,0,9,27,3,0,4,6,0,0,0,11,0,0,0,7,0,0,6,15,8,15,15,116,17,3,30,210,0,0,3,80,67,6,22,184,8,96,55,341,91,12,40,654,124,444,296,1124,86,36,84,2186,304,654,346,1019,38,53,124,2539,94,312,289,809,20,49,103,1680,61,126,145,600,15,32,58,1039,47,86,120,553,16,31,129,974,648,1722,1259,4526,333,210,560,9260,0,0,0,0,0,0,64,65,0,0,0,0,0,0,58,61,0,0,0,0,0,0,241,242,0,0,0,4,0,0,216,215,0,0,0,10,0,0,148,153,0,0,0,3,0,0,105,110,0,0,0,6,0,0,67,77,0,0,4,22,0,0,900,931,0,0,3,87,70,6,92,268
50704,0,0,0,8,5,0,7,15,0,0,3,9,4,0,0,17,0,8,4,15,0,0,9,39,7,3,7,10,0,0,0,27,3,3,9,8,0,0,0,20,5,3,6,12,0,3,4,26,0,0,3,8,0,0,0,14,14,23,31,60,8,4,21,157,0,0,16,164,104,7,35,329,71,657,161,388,97,33,69,1468,716,1965,407,991,46,35,140,4298,1185,2281,616,1013,44,68,147,5359,1214,1921,781,1130,37,96,169,5342,996,1482,698,1261,22,109,176,4737,1109,1913,1235,1782,49,195,521,6810,5284,10217,3912,6722,401,541,1264,28348,0,0,0,0,0,0,56,56,0,0,0,3,0,0,70,69,0,3,0,0,0,0,209,216,0,4,0,0,0,0,247,258,0,5,5,10,0,0,243,257,0,0,0,3,0,0,231,236,0,4,9,18,0,0,332,361,4,11,9,28,0,0,1391,1458,0,0,16,166,107,7,98,404
50705,0,0,0,13,11,0,5,27,0,6,6,37,8,0,9,63,0,13,6,101,10,6,7,145,6,6,16,67,4,6,15,116,0,4,14,48,5,0,13,79,0,3,10,21,0,0,13,51,0,0,5,15,0,0,9,30,11,26,51,311,32,13,71,523,0,0,21,311,231,31,87,680,11,181,135,1049,243,47,95,1766,187,648,601,3390,192,96,174,5297,324,853,959,3087,72,118,225,5630,352,738,1018,3024,54,134,252,5586,275,442,869,2677,40,120,219,4645,226,456,653,2634,32,195,579,4775,1377,3321,4259,16178,869,734,1639,28381,0,0,0,0,0,0,177,180,0,0,0,6,0,0,342,351,0,0,0,9,0,0,742,751,0,0,4,13,0,0,726,743,0,0,0,15,0,0,605,619,0,0,0,15,0,0,444,461,4,0,4,17,0,4,380,405,8,7,12,71,4,3,3410,3502,0,0,19,328,241,26,268,886
50901,0,0,0,9,12,0,14,32,0,0,4,22,3,0,9,38,0,4,0,42,3,0,16,73,0,0,7,27,4,0,14,55,0,0,6,30,0,3,6,54,0,3,12,16,3,0,13,46,3,0,0,6,0,0,8,16,6,13,30,154,27,11,77,312,0,0,0,146,114,7,41,311,7,48,28,384,82,13,36,595,86,264,152,1098,65,32,83,1781,128,358,251,1039,53,38,70,1944,153,424,302,1047,36,58,106,2109,160,383,377,1155,43,69,138,2322,270,517,557,1327,34,141,459,3301,805,1995,1669,6190,421,356,930,12358,0,0,0,0,0,0,103,105,0,0,0,0,0,0,79,78,0,0,0,0,0,0,223,220,0,3,0,4,0,0,256,267,3,0,6,7,0,0,268,280,0,0,3,11,0,0,282,301,0,3,0,9,0,0,371,395,0,13,8,45,3,0,1575,1646,0,0,0,153,128,7,163,445
50902,0,0,0,3,7,0,14,27,0,0,0,16,7,0,8,22,0,0,0,36,7,0,4,51,0,0,3,23,0,0,10,39,0,3,8,10,5,0,11,38,0,9,3,30,3,0,16,56,0,0,0,7,0,0,18,34,0,12,22,125,23,4,83,270,0,0,6,82,56,4,54,195,0,47,26,276,53,7,59,465,56,193,100,939,47,23,193,1545,70,233,159,893,25,26,170,1577,67,217,233,1037,31,50,172,1810,104,205,265,1232,24,77,159,2064,107,268,397,1427,30,123,443,2801,406,1164,1177,5879,268,310,1241,10454,0,0,0,0,0,0,134,133,0,0,0,3,0,0,143,147,0,0,0,4,0,0,343,344,0,0,4,8,0,0,354,364,0,4,4,8,0,0,482,494,0,0,0,15,0,0,507,520,0,0,4,19,0,0,596,621,4,8,15,53,0,4,2543,2629,4,0,6,88,60,4,199,351
50903,0,0,0,4,0,0,5,9,0,0,0,10,5,0,0,11,0,0,0,4,0,0,0,10,0,4,0,9,0,0,0,15,0,0,6,7,0,0,0,15,0,6,0,5,0,0,6,19,0,0,3,0,0,0,3,8,0,3,9,39,9,3,19,80,0,0,0,32,14,0,16,65,0,28,4,110,27,5,16,180,14,101,35,342,11,4,27,543,18,108,70,301,13,14,26,545,26,79,73,302,6,12,47,550,30,58,66,337,8,26,62,593,25,65,117,367,7,26,147,757,113,443,369,1796,98,92,334,3239,0,0,0,0,0,0,45,45,0,0,0,0,0,0,51,51,0,5,0,3,0,0,92,100,0,0,0,0,0,0,119,125,0,0,0,4,0,0,131,134,0,0,0,3,0,0,148,150,0,0,3,3,0,0,184,191,0,6,3,18,0,0,778,801,0,0,0,36,14,0,67,118
51001,0,0,0,14,14,6,100,129,0,0,0,57,17,10,60,143,6,19,10,179,25,19,110,367,9,6,20,184,24,19,113,376,4,5,12,132,8,13,84,259,4,8,15,58,3,7,61,156,0,8,11,42,0,8,38,104,32,40,70,654,92,73,564,1529,0,0,4,19,17,3,8,46,3,44,25,108,23,7,22,235,104,308,126,411,16,12,51,1028,88,230,167,467,0,14,38,1011,79,161,115,489,9,23,45,923,67,107,104,371,9,26,44,724,37,73,76,232,5,13,75,515,381,922,612,2095,80,100,296,4487,0,0,0,0,0,0,111,111,0,0,0,0,0,0,130,128,0,0,0,0,0,0,341,345,0,0,0,4,0,0,283,289,0,0,0,5,0,0,346,359,0,0,0,6,0,0,290,298,0,0,0,0,0,0,204,207,0,4,0,20,3,4,1700,1738,0,0,4,31,28,3,219,288
51002,0,0,0,12,6,0,20,42,0,0,0,30,15,0,7,56,0,5,7,130,14,0,24,187,0,6,8,91,7,5,23,139,0,3,6,54,0,3,13,88,0,3,5,37,5,0,9,57,0,0,9,3,0,0,12,27,3,19,27,362,53,10,112,585,0,0,0,19,14,0,6,43,4,25,7,158,21,6,15,244,74,220,124,909,28,20,50,1429,80,202,199,901,27,26,41,1487,50,93,142,625,14,20,45,986,48,54,106,430,3,20,40,700,15,18,32,113,0,4,31,204,265,614,605,3163,121,101,225,5096,0,0,0,0,0,0,89,89,0,0,0,0,0,0,169,169,0,0,0,5,0,0,709,711,0,0,0,4,0,0,656,660,0,0,0,0,0,0,510,518,0,0,0,5,0,0,387,395,0,0,0,0,0,0,83,86,0,0,3,11,0,0,2615,2632,0,0,0,30,21,0,113,169
51003,0,0,0,9,3,0,0,12,0,0,0,26,10,0,7,46,0,3,0,97,12,5,13,129,3,6,5,91,5,0,10,118,0,0,3,47,0,0,14,69,0,4,8,16,3,4,12,45,0,0,3,7,0,0,4,18,10,9,23,301,33,11,63,445,0,0,0,34,33,4,25,99,3,25,8,185,41,5,17,276,98,236,108,1060,33,17,62,1603,119,262,250,1146,25,38,65,1904,66,173,190,777,14,24,55,1305,32,78,121,477,8,11,32,765,14,21,22,140,0,8,18,225,334,796,706,3817,150,103,280,6179,0,0,0,0,0,0,127,126,0,0,0,0,0,0,166,171,0,0,0,6,0,0,592,600,0,0,0,3,0,0,628,631,0,0,0,8,0,0,436,440,0,0,0,0,0,0,300,299,0,0,0,0,0,0,99,99,0,0,0,12,5,0,2346,2368,0,0,0,42,39,4,155,237
51101,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,12,0,0,4,8,0,0,0,13,0,0,0,4,0,0,0,13,0,0,0,9,0,0,0,13,0,0,0,11,0,0,4,12,0,0,3,6,0,0,4,13,0,4,8,42,6,3,19,83,0,0,0,27,12,0,15,58,0,13,3,113,21,4,16,172,16,85,35,357,24,8,20,544,33,75,62,334,11,5,24,539,22,91,79,307,9,13,42,565,27,53,65,304,0,16,38,505,20,66,97,247,5,14,96,547,116,384,340,1690,88,56,253,2934,0,0,0,0,0,0,46,46,0,0,0,0,0,0,48,53,0,0,0,0,0,0,93,91,0,0,0,0,0,0,81,87,0,0,0,5,0,0,136,135,0,0,0,4,0,0,108,110,0,0,4,0,0,0,140,145,0,0,4,14,0,0,656,679,0,0,0,25,18,0,60,105
51102,0,0,0,4,0,0,14,22,0,0,0,0,0,0,0,7,0,0,0,19,4,0,8,26,0,0,0,14,0,0,3,26,0,0,4,12,5,0,10,35,0,0,0,11,0,0,10,28,0,0,0,7,0,0,10,19,0,4,10,72,9,5,63,166,0,0,0,6,6,0,8,21,0,10,4,58,12,0,10,101,18,90,41,199,6,14,20,387,19,68,54,179,3,7,21,358,26,38,45,193,3,10,17,331,15,41,39,206,7,5,21,328,9,22,50,163,4,13,46,304,80,266,234,1012,52,52,140,1830,0,0,0,0,0,0,34,38,0,0,0,0,0,0,46,46,0,0,0,0,0,0,101,106,0,0,0,0,0,0,95,97,0,0,0,0,0,0,103,104,0,0,0,0,0,0,78,78,0,0,0,0,0,0,85,89,0,4,0,9,0,0,548,561,0,0,0,6,11,0,57,81
51103,0,0,0,0,5,0,23,35,0,5,0,21,10,0,25,62,0,5,0,73,10,7,25,122,0,0,10,41,0,5,23,83,0,4,0,34,0,0,19,71,0,3,4,19,0,0,15,49,0,0,3,9,0,0,22,30,5,15,18,211,30,14,150,445,0,0,0,51,34,6,19,105,19,61,14,280,79,10,27,494,139,320,124,1041,41,19,69,1762,131,276,186,950,27,30,79,1669,96,163,137,867,22,31,68,1396,56,123,136,700,10,35,64,1116,25,66,66,428,8,21,115,739,458,1007,678,4317,219,153,454,7283,0,0,0,0,0,0,81,81,0,0,0,0,0,0,229,229,0,0,0,3,0,0,584,590,0,0,0,0,0,0,473,483,0,0,0,0,0,0,437,443,0,0,0,9,0,0,372,378,0,0,0,4,0,0,243,244,0,0,0,22,0,0,2424,2448,0,0,0,55,41,7,126,224
51104,0,0,0,10,8,0,26,54,0,0,0,35,10,0,11,55,0,3,0,79,7,6,37,137,0,10,10,48,3,0,19,89,3,5,16,49,4,6,30,111,0,3,13,34,0,0,16,74,0,0,7,9,0,0,22,49,6,27,44,269,36,12,167,563,0,0,6,89,59,3,18,174,5,40,23,342,68,6,29,519,61,228,135,1086,62,20,75,1673,113,263,220,997,44,41,76,1759,119,271,255,1085,31,43,103,1907,96,180,291,1084,44,56,106,1853,77,190,288,1181,39,87,313,2171,473,1173,1218,5868,344,261,729,10067,0,0,0,0,0,0,160,160,0,0,0,0,0,0,171,176,0,0,0,9,0,0,466,474,0,0,0,5,0,0,484,491,0,0,3,3,0,0,477,487,0,0,0,11,0,0,437,453,0,0,0,9,0,0,480,493,3,4,4,36,0,3,2685,2730,0,0,4,100,67,3,212,388
