SA3_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
50502,..,185,30,0,0,0,212,..,..,75,92,54,23,232,..,128,106,66,23,14,336,..,28,7,0,0,0,38,..,344,213,160,71,36,825,..,..,..,9,8,18,38,..,344,213,170,80,54,860,303,..,..,..,..,..,303,..,76,32,4,7,3,118,303,422,244,176,82,60,1281,..,19555,855,196,33,4,20639,..,..,8339,10391,3320,995,23036,..,4129,2428,736,179,79,7556,..,779,169,25,10,8,992,..,24465,11792,11348,3541,1084,52227,..,..,..,252,283,459,992,..,24465,11792,11598,3825,1542,53216,24689,..,..,..,..,..,24689,..,2385,737,228,55,25,3428,24689,26845,12528,11827,3875,1567,81328
50503,..,198,26,0,0,0,230,..,..,170,213,136,116,634,..,118,170,117,51,49,503,..,25,8,0,0,0,31,..,339,375,328,194,162,1392,..,..,..,25,16,53,92,..,339,375,349,216,210,1487,193,..,..,..,..,..,193,..,41,12,4,0,0,59,193,378,384,358,216,210,1739,..,15598,705,106,19,12,16442,..,..,8663,11996,4707,1801,27172,..,3705,3067,1156,418,184,8531,..,547,119,31,3,0,705,..,19850,12556,13283,5155,1998,52848,..,..,..,399,446,725,1569,..,19850,12556,13683,5604,2724,54413,13394,..,..,..,..,..,13394,..,1165,232,53,20,4,1470,13394,21018,12784,13734,5618,2727,69283
50601,..,144,33,3,0,0,180,..,..,93,130,81,69,377,..,84,84,77,41,37,325,..,17,13,0,0,0,29,..,244,225,208,127,108,907,..,..,..,15,16,34,65,..,244,225,227,136,146,978,156,..,..,..,..,..,156,..,38,7,4,0,5,49,156,278,229,232,136,147,1182,..,7069,375,54,15,0,7509,..,..,3709,5060,1961,862,11594,..,1643,1227,482,167,74,3604,..,285,64,10,0,4,365,..,8994,5382,5610,2143,938,23067,..,..,..,164,211,321,697,..,8994,5382,5773,2350,1262,23769,6799,..,..,..,..,..,6799,..,676,95,22,6,4,806,6799,9670,5479,5796,2360,1264,31370
50602,..,119,21,4,0,0,140,..,..,63,38,36,19,159,..,60,78,36,16,13,199,..,23,10,4,0,0,34,..,206,163,79,49,30,532,..,..,..,10,5,7,29,..,206,163,94,57,40,560,227,..,..,..,..,..,227,..,47,13,10,3,3,77,227,253,181,101,60,41,869,..,7324,462,121,26,8,7941,..,..,2772,2869,893,348,6891,..,1314,748,246,69,24,2397,..,444,101,23,3,0,580,..,9082,4085,3261,989,388,17805,..,..,..,91,71,124,281,..,9082,4085,3348,1060,511,18087,9938,..,..,..,..,..,9938,..,1334,489,150,57,19,2051,9938,10415,4574,3503,1116,529,30074
50603,..,81,13,6,0,0,95,..,..,45,53,26,22,138,..,48,51,33,16,6,164,..,13,9,0,0,0,24,..,135,113,93,47,31,418,..,..,..,6,4,20,31,..,135,113,106,49,47,449,125,..,..,..,..,..,125,..,23,13,6,11,0,50,125,163,127,107,52,47,619,..,7362,495,181,57,38,8134,..,..,3875,5401,2077,725,12083,..,1346,1063,391,98,52,2944,..,370,105,49,13,7,544,..,9080,5542,6018,2250,821,23715,..,..,..,143,194,345,681,..,9080,5542,6161,2442,1170,24395,7825,..,..,..,..,..,7825,..,901,507,285,115,65,1868,7825,9984,6046,6445,2556,1236,34094
50604,..,164,18,0,3,0,185,..,..,101,119,72,73,367,..,108,125,104,38,21,397,..,23,13,3,0,0,35,..,287,260,225,114,97,984,..,..,..,16,13,39,70,..,287,260,243,133,138,1051,188,..,..,..,..,..,188,..,43,12,6,3,0,71,188,333,270,247,137,140,1309,..,8654,496,96,29,8,9283,..,..,4875,6475,2839,1380,15566,..,2044,1521,657,220,101,4546,..,423,97,22,0,0,552,..,11128,6988,7248,3088,1488,29945,..,..,..,210,248,542,999,..,11128,6988,7462,3335,2034,30946,9144,..,..,..,..,..,9144,..,909,229,87,29,16,1275,9144,12038,7220,7554,3366,2046,41369
50605,..,89,14,4,0,0,105,..,..,48,79,45,29,202,..,35,52,24,19,9,147,..,8,0,0,0,0,14,..,133,115,113,67,38,464,..,..,..,6,11,18,30,..,133,115,115,78,50,490,65,..,..,..,..,..,65,..,20,4,0,0,0,28,65,153,116,115,78,50,584,..,5797,239,29,4,0,6071,..,..,2268,3013,1270,414,6964,..,971,715,267,103,38,2090,..,164,34,6,0,0,204,..,6925,3257,3317,1378,453,15326,..,..,..,105,99,143,348,..,6925,3257,3422,1474,587,15672,4557,..,..,..,..,..,4557,..,360,54,15,5,6,437,4557,7293,3309,3437,1483,595,20662
50606,..,64,9,4,0,0,76,..,..,42,67,43,33,183,..,16,25,14,6,5,65,..,3,0,0,0,0,3,..,83,70,81,50,43,331,..,..,..,0,3,13,17,..,83,70,89,54,52,347,29,..,..,..,..,..,29,..,7,4,0,0,0,7,29,90,72,89,54,52,384,..,2506,115,11,0,0,2633,..,..,1247,1749,801,363,4162,..,386,343,146,66,21,970,..,65,9,0,0,0,80,..,2963,1720,1907,872,389,7843,..,..,..,61,86,154,299,..,2963,1720,1968,947,540,8144,1514,..,..,..,..,..,1514,..,166,19,5,5,0,191,1514,3129,1740,1975,957,540,9852
50607,..,37,7,0,0,0,43,..,..,16,26,11,6,54,..,25,18,17,0,4,64,..,0,0,0,0,0,3,..,69,38,34,18,16,168,..,..,..,0,0,3,4,..,69,38,41,18,15,168,64,..,..,..,..,..,64,..,17,11,7,0,0,34,64,85,46,43,16,17,263,..,4660,158,31,8,4,4858,..,..,1659,1963,615,125,4360,..,719,379,96,23,6,1225,..,291,57,13,4,0,357,..,5664,2247,2106,647,134,10804,..,..,..,33,37,44,113,..,5664,2247,2140,682,177,10915,5585,..,..,..,..,..,5585,..,611,229,52,23,7,922,5585,6274,2481,2193,704,194,17428
50701,..,137,20,0,0,0,157,..,..,84,112,60,49,302,..,75,95,63,22,25,280,..,12,3,6,4,0,18,..,221,206,169,85,72,754,..,..,..,12,9,28,52,..,221,206,187,93,100,806,146,..,..,..,..,..,146,..,29,18,4,6,0,52,146,252,219,194,100,100,1005,..,10215,491,67,21,10,10796,..,..,4998,6564,2198,601,14362,..,2079,1581,518,118,58,4357,..,374,63,17,0,0,460,..,12665,7134,7167,2339,662,29973,..,..,..,177,192,278,646,..,12665,7134,7344,2532,940,30617,9792,..,..,..,..,..,9792,..,982,250,70,18,5,1328,9792,13653,7389,7412,2545,946,41738
50702,..,45,6,4,0,0,58,..,..,17,23,13,10,69,..,33,32,13,8,4,86,..,4,3,0,0,0,8,..,82,55,38,22,15,215,..,..,..,0,0,5,7,..,82,55,43,25,15,220,79,..,..,..,..,..,79,..,19,7,6,0,0,26,79,95,62,49,23,15,325,..,4142,137,37,3,4,4326,..,..,1489,1788,543,120,3943,..,809,433,122,23,7,1398,..,99,22,3,0,0,124,..,5050,2090,1953,572,130,9798,..,..,..,36,38,29,104,..,5050,2090,1993,612,157,9898,5097,..,..,..,..,..,5097,..,521,188,77,10,6,798,5097,5574,2271,2067,623,169,15795
50703,..,77,13,0,0,0,93,..,..,57,71,39,28,198,..,59,64,41,25,16,197,..,14,0,0,0,0,16,..,149,129,116,60,45,505,..,..,..,4,7,23,28,..,149,129,121,68,62,531,91,..,..,..,..,..,91,..,26,0,0,0,0,36,91,175,134,122,68,62,657,..,3102,165,24,8,0,3297,..,..,1771,2212,944,383,5314,..,890,618,253,92,52,1907,..,129,37,10,0,0,170,..,4124,2588,2496,1042,434,10687,..,..,..,58,81,176,317,..,4124,2588,2557,1123,615,11004,3506,..,..,..,..,..,3506,..,408,66,16,10,0,501,3506,4532,2651,2571,1135,617,15009
50704,..,74,5,0,0,0,79,..,..,44,52,30,10,134,..,45,28,27,13,9,111,..,3,7,0,0,0,13,..,118,83,82,40,15,340,..,..,..,3,5,11,18,..,118,83,85,46,23,350,80,..,..,..,..,..,80,..,20,10,0,3,0,33,80,136,91,92,50,23,473,..,10338,353,53,16,5,10766,..,..,4416,6296,2222,503,13436,..,1796,1176,362,81,24,3437,..,331,60,17,6,0,410,..,12459,6007,6725,2325,531,28046,..,..,..,122,164,241,524,..,12459,6007,6850,2486,771,28570,9391,..,..,..,..,..,9391,..,643,239,86,33,16,1019,9391,13104,6244,6936,2521,788,38986
50705,..,244,25,6,0,0,279,..,..,156,218,154,95,625,..,79,134,95,39,27,376,..,12,5,0,0,0,17,..,334,322,317,198,122,1295,..,..,..,11,25,32,70,..,334,322,332,219,158,1364,185,..,..,..,..,..,185,..,56,17,3,3,0,76,185,390,339,335,222,158,1626,..,11727,464,48,8,0,12241,..,..,5081,6593,2843,1062,15576,..,2392,2008,849,252,110,5613,..,340,61,13,0,0,413,..,14459,7621,7501,3102,1168,33846,..,..,..,214,207,329,747,..,14459,7621,7714,3307,1498,34591,11103,..,..,..,..,..,11103,..,927,139,25,10,0,1107,11103,15377,7760,7744,3318,1497,46804
