SA3_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
50502,137,1066,427,889,193,63,435,3207,1992,4620,1602,3297,161,134,1456,13255,2234,4460,1745,2776,112,164,1350,12845,1587,3057,1464,2318,68,188,974,9652,1057,2036,1155,2277,60,173,732,7494,1032,2177,1663,3039,56,272,1514,9764,8047,17414,8081,14869,788,1011,6676,56885,0,0,0,5,0,0,3,14,0,5,8,22,8,5,3,51,11,37,20,55,10,3,11,136,13,24,11,36,0,3,15,105,11,12,19,22,0,11,10,80,5,6,19,18,0,6,8,58,3,12,9,5,0,0,3,27,36,98,80,158,28,21,57,476,3,3,34,277,138,31,64,557,181,1417,455,811,198,56,156,3289,2815,6533,1861,1805,201,184,520,13916,2866,5622,1891,1499,173,264,433,12749,1747,3457,1800,1303,156,419,382,9273,1134,2028,1531,1093,134,391,429,6735,810,2194,1844,926,170,582,1691,8224,9555,21253,9419,7726,1175,1930,3679,54738,0,0,0,0,0,0,164,163,0,0,0,0,0,0,239,238
50503,60,555,336,1432,307,69,466,3218,522,1856,1085,4671,254,160,1105,9661,990,2296,1630,4475,125,236,1171,10923,770,1627,1610,4161,106,232,1129,9634,458,894,1057,3479,60,170,829,6957,328,702,995,3206,47,215,1089,6579,3125,7948,6750,21877,1207,1129,6121,48154,0,0,0,13,10,3,9,31,0,3,6,37,13,3,0,64,8,19,36,82,27,3,19,193,9,17,15,38,9,7,5,101,7,15,26,30,9,0,11,91,7,8,17,23,0,0,13,66,0,7,0,8,3,4,20,33,29,79,99,226,60,20,70,585,5,6,49,462,313,70,123,1030,97,878,590,1253,300,124,179,3428,1093,3581,2000,2953,293,228,420,10556,1467,3708,2323,2570,279,379,537,11265,926,2356,2214,2317,256,496,526,9098,465,1136,1498,1459,191,377,440,5568,273,830,1005,765,128,389,1390,4801,4331,12490,9678,11784,1771,2057,3628,45745,0,0,0,0,0,0,167,168,0,0,0,4,0,0,194,202
50601,18,189,124,590,156,27,211,1321,294,898,636,2062,146,61,553,4661,814,1435,922,1913,70,87,627,5864,360,730,566,1515,47,73,495,3779,207,387,431,1401,16,73,393,2906,179,355,397,1474,22,113,535,3075,1872,3989,3086,9124,593,450,3008,22123,0,0,0,5,0,0,9,11,0,0,5,22,17,3,4,56,3,3,21,55,13,7,13,119,7,9,20,29,0,6,9,75,5,9,20,21,3,0,4,59,0,3,13,10,0,0,10,41,0,0,3,0,0,0,9,23,15,33,80,147,36,14,55,383,4,0,20,215,134,26,40,432,37,283,206,606,136,42,54,1369,655,1793,814,1433,166,91,194,5141,946,2043,1027,1277,118,150,227,5784,419,884,696,880,85,169,149,3288,220,492,584,649,86,133,192,2352,143,429,451,398,60,145,599,2230,2411,5920,3805,5453,788,759,1452,20592,0,0,0,0,0,0,119,122,0,0,0,3,0,0,125,128
50602,54,421,256,462,123,27,299,1631,951,2251,777,1419,112,65,793,6353,969,1664,692,1098,52,73,660,5196,508,890,488,938,30,78,501,3423,314,513,423,941,23,77,398,2701,236,447,386,1032,20,75,552,2753,3039,6184,3036,5986,446,388,3308,22394,0,0,0,8,0,0,0,10,0,7,5,24,5,0,3,43,4,16,8,44,8,5,15,105,5,21,13,15,0,0,4,60,4,13,14,13,3,0,12,63,0,11,12,9,0,0,9,43,5,7,5,8,0,0,18,45,25,69,58,116,23,11,67,369,0,0,19,126,74,11,31,262,84,585,275,427,122,20,68,1584,1225,2792,802,780,74,62,209,5944,1059,1898,661,599,57,94,145,4510,548,956,587,458,48,116,139,2863,323,556,477,361,61,120,161,2057,203,465,396,271,51,123,521,2031,3442,7253,3222,3024,484,551,1282,19250,0,0,0,0,0,0,68,68,0,0,0,0,0,0,135,138
50603,94,765,394,567,160,24,333,2338,1169,2386,879,1130,94,63,718,6441,1291,2073,778,1034,50,53,520,5794,911,1504,579,1104,33,78,422,4631,597,921,493,1097,22,77,340,3549,467,956,707,1494,23,111,656,4416,4534,8609,3853,6583,498,441,3091,27609,0,0,0,4,0,5,4,13,0,0,7,17,9,0,0,32,0,11,6,29,5,0,6,58,0,14,6,17,4,0,0,40,3,0,8,12,0,0,5,32,4,5,5,5,0,0,0,19,3,0,5,4,0,0,4,16,9,29,30,83,24,4,19,208,0,7,31,175,110,8,38,366,112,893,339,418,98,29,106,1993,1496,2701,655,621,71,74,247,5860,1466,2645,851,641,56,96,207,5953,909,1666,751,614,66,144,164,4308,524,943,712,489,64,161,182,3078,347,892,763,376,82,234,984,3679,4853,9752,4106,3329,546,740,1928,25249,0,0,0,0,0,0,65,65,0,0,0,0,0,0,136,133
50604,45,394,288,835,191,44,268,2074,547,1457,874,1920,139,88,753,5778,1082,1934,1035,2179,85,109,847,7273,608,1094,855,1987,61,114,721,5432,326,624,576,1742,33,98,474,3869,273,508,568,2158,31,137,753,4430,2879,6007,4215,11071,707,614,4035,29521,0,0,0,10,7,0,8,23,0,3,4,32,10,0,6,64,0,14,24,59,16,4,12,133,8,7,7,50,11,5,13,97,5,12,16,25,0,0,9,78,8,10,6,11,0,4,13,50,6,12,5,4,0,4,7,35,27,62,68,191,53,11,71,488,0,4,27,267,174,26,70,562,66,584,310,709,187,59,96,2012,992,2329,933,1267,138,112,267,6044,1260,2567,1110,1292,141,180,294,6844,563,1326,994,1091,127,238,241,4578,316,706,680,784,89,184,280,3042,164,576,588,498,72,240,898,3040,3357,8093,4641,5912,930,1040,2143,26121,0,0,0,0,0,0,135,135,0,0,0,0,0,0,153,157
50605,18,142,83,379,93,18,98,820,134,394,207,1168,64,28,244,2250,276,629,433,1219,32,46,293,2929,272,564,425,1176,22,57,276,2800,209,363,331,1119,16,61,263,2371,274,567,532,1391,17,104,447,3336,1183,2657,2031,6582,326,324,1706,14814,0,0,0,5,5,0,5,14,0,0,3,11,6,5,0,27,0,3,14,25,0,0,5,55,6,4,6,20,5,5,0,39,0,10,11,14,4,0,3,44,3,5,6,4,3,4,0,24,0,0,3,0,0,0,5,9,14,31,44,79,17,9,17,210,0,0,11,143,102,12,27,299,18,196,119,287,81,16,23,742,268,821,341,689,60,39,93,2317,465,1057,519,645,69,75,107,2943,342,732,549,607,63,135,110,2546,222,500,519,439,55,132,139,2009,204,584,601,350,47,173,593,2554,1523,3901,2664,3171,476,583,1098,13409,0,0,0,0,0,0,53,53,0,0,0,0,0,0,43,42
50606,5,38,30,278,44,8,66,470,39,177,143,1004,33,23,167,1584,96,269,233,856,23,26,192,1699,80,157,197,694,7,39,183,1358,61,109,144,587,9,34,138,1077,37,91,117,490,3,35,137,916,326,837,866,3987,172,169,943,7291,0,0,0,8,4,0,0,14,0,0,0,11,3,0,0,15,5,8,9,30,0,0,0,47,4,3,10,13,0,0,0,34,0,3,8,9,0,0,0,20,0,4,5,5,0,0,0,12,0,0,0,0,0,0,0,3,6,13,25,76,13,3,3,144,0,0,10,96,46,12,18,179,13,73,67,239,35,14,14,465,132,454,355,673,58,40,69,1778,185,412,350,485,43,56,69,1603,102,256,287,345,31,77,67,1162,68,157,242,204,31,56,60,813,35,114,133,103,13,43,121,579,538,1472,1448,2145,263,304,416,6584,0,0,0,0,0,0,20,20,0,0,0,0,0,0,34,34
50607,48,387,111,164,38,6,107,867,596,1253,234,444,31,21,263,2853,641,1044,229,347,10,29,182,2476,531,804,266,308,3,29,182,2125,419,661,266,376,9,31,172,1934,471,789,471,519,12,71,450,2790,2712,4942,1585,2245,148,187,1406,13227,0,0,0,8,3,0,6,12,0,0,3,6,0,0,3,12,0,10,4,9,3,0,10,36,0,4,4,0,0,0,5,13,0,0,5,4,0,0,4,23,3,7,0,0,0,0,3,10,0,3,0,0,0,0,9,9,12,21,17,31,5,3,31,120,0,0,13,47,24,5,12,106,78,495,114,192,44,7,38,966,729,1444,223,255,22,23,58,2747,716,1205,297,199,23,24,76,2536,520,958,321,205,25,47,63,2144,435,701,398,185,27,81,106,1931,340,645,522,166,29,148,602,2457,2822,5456,1877,1247,199,336,943,12878,0,0,0,0,0,0,28,28,0,0,0,0,0,0,59,57
50701,43,394,191,795,157,34,228,1845,605,1840,709,2509,112,89,659,6530,946,1808,1015,2501,80,127,723,7205,600,1193,846,2214,64,135,571,5615,415,671,579,1862,40,114,420,4103,281,499,610,1847,30,130,775,4178,2889,6409,3969,11924,631,649,3521,29988,0,0,5,3,0,0,7,17,0,15,3,22,15,0,3,57,5,23,20,46,11,3,10,116,6,9,15,22,0,0,4,69,0,9,14,16,5,3,9,50,0,11,3,6,0,0,3,30,5,3,3,0,0,3,8,26,26,74,59,130,29,16,38,368,6,0,39,235,132,22,37,466,79,639,294,666,159,53,68,1955,1132,2991,993,1427,145,96,217,6997,1263,2805,1220,1271,127,156,259,7108,762,1567,1115,1101,118,240,248,5161,409,845,848,809,92,228,241,3473,225,546,609,437,74,220,730,2842,3873,9390,5118,5947,844,1027,1798,28004,0,0,0,0,0,0,70,68,0,3,0,3,0,0,126,133
50702,21,181,50,134,38,8,71,508,305,821,201,446,16,33,281,2102,463,782,266,471,18,27,247,2276,472,681,309,430,13,34,265,2204,451,594,283,483,20,49,223,2113,457,610,390,564,22,66,430,2544,2168,3675,1512,2564,163,225,1561,11870,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,12,8,6,4,12,4,0,0,30,0,12,4,0,0,0,3,22,0,0,4,3,0,0,0,14,3,6,3,4,0,0,0,20,0,0,0,0,0,0,9,10,12,26,20,31,5,3,18,112,0,0,7,44,29,8,8,101,13,295,56,117,30,14,29,554,462,1154,221,255,23,22,63,2204,653,1069,248,212,25,35,63,2307,617,924,336,221,30,62,61,2242,573,707,381,206,26,89,96,2081,449,720,420,147,20,109,433,2303,2769,4879,1670,1205,192,335,753,11802,0,0,0,0,0,0,38,38,0,0,0,0,0,0,67,67
50703,8,99,58,364,97,12,105,742,124,447,301,1165,91,34,327,2503,304,659,350,1053,40,53,339,2797,97,316,297,824,23,49,256,1860,66,130,148,615,17,32,159,1162,47,88,121,565,16,32,200,1066,656,1737,1279,4665,352,216,1490,10393,0,0,0,8,0,0,3,9,0,3,9,17,10,0,5,34,0,8,7,39,10,0,4,67,0,5,9,19,7,0,3,45,3,10,3,10,3,0,0,34,0,3,9,7,0,5,0,28,0,6,0,0,0,0,4,14,12,33,35,99,25,8,17,233,0,0,5,106,62,10,25,207,23,136,117,326,89,20,47,753,314,861,414,790,115,54,88,2646,381,863,497,614,66,71,121,2608,177,392,328,427,52,121,102,1601,87,174,201,297,46,61,97,962,37,151,148,138,20,64,192,750,1015,2590,1713,2682,439,397,673,9523,0,0,0,0,0,0,54,54,0,0,0,0,0,0,52,55
50704,71,656,163,399,102,31,141,1564,715,1976,414,1003,48,40,356,4554,1193,2292,621,1021,44,68,398,5644,1219,1925,786,1147,37,96,419,5621,997,1485,704,1268,26,107,407,5007,1114,1920,1246,1807,49,195,855,7180,5306,10261,3954,6815,409,547,2680,29967,0,0,0,0,3,0,9,13,0,5,3,4,0,0,4,23,4,12,7,8,6,0,0,32,6,4,3,13,3,0,6,35,5,8,7,0,0,0,8,28,7,6,6,0,0,6,9,35,0,7,0,0,0,0,0,13,21,48,32,33,13,6,34,179,0,0,33,198,120,19,55,428,76,857,173,351,86,21,74,1639,1072,2581,435,476,52,38,107,4765,1558,3045,775,537,75,95,154,6240,1308,2412,982,661,71,207,190,5830,938,1597,1055,583,83,266,232,4762,742,1730,1440,508,102,416,1017,5956,5691,12220,4897,3317,589,1059,1835,29612,0,0,0,0,0,0,67,64,0,4,0,0,0,0,72,78
50705,11,180,142,1091,253,47,447,2183,189,662,608,3503,208,101,926,6189,325,862,979,3163,72,122,967,6493,357,744,1032,3085,60,141,862,6285,278,450,874,2711,44,120,677,5154,228,456,663,2667,32,194,965,5209,1394,3350,4324,16559,903,755,5119,32406,0,0,3,16,6,0,5,33,0,5,11,49,16,3,4,94,4,20,34,67,22,5,9,159,7,18,15,55,9,4,3,109,7,18,17,44,8,0,7,96,0,17,4,15,6,0,8,47,0,10,4,8,0,0,16,39,22,70,92,259,52,11,58,572,4,0,29,374,231,33,75,752,46,394,316,897,220,66,89,2020,447,1506,1104,2425,274,145,240,6139,674,1722,1366,2071,192,243,273,6542,515,1276,1373,1771,154,280,260,5636,328,727,963,1218,135,274,333,3977,191,586,702,616,96,265,1070,3527,2212,6214,5850,9374,1305,1300,2347,28595,0,0,0,0,0,0,160,160,0,0,0,4,0,0,206,207
50901,7,48,31,408,88,15,119,716,86,271,159,1144,69,28,317,2073,135,366,254,1074,55,40,333,2261,155,427,308,1084,39,61,377,2442,160,387,390,1180,45,71,435,2666,271,519,561,1347,33,141,838,3708,809,2021,1707,6380,456,366,2578,14316,0,0,0,6,8,5,18,35,3,0,0,13,4,0,5,32,3,0,10,38,10,6,8,73,0,5,4,31,5,0,12,59,0,17,17,25,0,0,14,76,0,11,13,18,3,0,17,58,0,9,3,7,0,3,23,53,8,39,49,138,36,15,100,383,0,0,14,121,97,19,39,284,19,123,68,301,119,12,27,665,181,610,288,705,97,40,67,1992,263,784,433,647,89,67,94,2372,285,707,530,670,91,123,109,2509,299,638,613,580,74,158,189,2555,259,695,757,413,59,160,766,3110,1307,3556,2701,3440,621,574,1293,13485,0,0,0,0,0,0,99,99,0,0,0,0,0,0,61,62
50902,0,47,24,294,58,12,202,636,56,195,103,975,55,27,541,1944,68,234,167,928,25,22,533,1985,67,226,234,1057,29,50,669,2337,102,207,268,1271,26,76,683,2642,111,266,405,1449,35,128,1054,3449,416,1179,1213,6058,293,324,3874,13352,0,0,0,3,0,0,9,18,0,3,0,13,9,0,7,30,3,0,7,26,8,0,14,58,0,4,13,15,0,0,9,45,3,6,16,22,3,0,16,61,0,4,12,18,3,0,21,63,0,4,7,4,0,0,25,45,11,20,43,100,34,9,104,322,0,0,0,94,62,6,53,214,19,89,43,181,76,13,31,449,152,468,218,471,91,34,64,1501,169,566,291,539,69,50,103,1784,151,480,392,522,68,94,131,1839,159,364,508,486,79,115,169,1884,153,355,518,355,59,146,635,2228,792,2324,1985,2650,502,461,1186,9905,0,0,0,0,0,0,97,100,0,0,0,0,0,0,104,99
50903,0,28,4,117,29,5,68,245,14,102,35,355,19,7,122,651,20,110,70,310,13,14,145,690,26,86,76,313,10,13,182,705,30,66,68,347,8,25,210,764,25,68,121,372,7,26,328,950,119,457,381,1849,104,95,1122,4119,0,0,0,0,3,0,0,5,0,0,0,3,4,0,0,9,0,0,0,9,0,0,6,18,0,0,3,12,0,0,4,17,0,0,4,10,4,0,0,18,0,6,4,9,0,5,7,24,0,0,0,0,0,0,0,4,0,11,6,37,13,8,18,98,0,0,0,27,7,0,14,55,7,54,18,57,29,0,11,179,37,233,92,184,31,16,14,612,54,246,114,187,30,25,27,677,57,157,133,161,31,34,45,616,49,147,163,180,14,33,53,636,41,140,157,105,15,48,208,714,247,975,678,901,165,148,372,3481,0,0,0,0,0,0,43,47,0,0,0,0,0,0,43,43
51001,3,47,30,163,38,18,212,509,111,328,133,591,36,32,507,1745,96,238,188,655,28,35,440,1678,84,169,135,623,24,34,472,1539,75,113,118,436,15,28,397,1176,37,79,85,274,5,20,312,822,417,972,684,2773,179,176,2560,7754,0,0,0,15,17,4,78,112,0,0,7,54,29,12,64,159,10,29,27,154,58,20,111,406,17,33,51,117,51,30,99,398,18,35,31,87,25,18,73,289,13,36,34,43,17,14,58,219,8,15,8,10,3,10,56,111,66,149,167,470,200,107,542,1699,0,0,0,30,17,0,16,72,8,124,35,76,24,0,10,277,248,674,184,198,21,17,76,1419,249,431,202,199,33,21,48,1187,147,309,172,180,9,35,35,886,112,199,179,112,12,36,51,701,45,91,92,51,6,10,55,343,812,1834,857,848,129,120,287,4881,0,0,0,0,0,0,109,112,0,0,0,0,0,0,134,135
51002,0,25,7,185,37,6,196,464,74,223,131,1047,42,27,785,2327,80,211,206,1002,40,36,719,2287,51,100,150,680,20,22,571,1585,46,58,108,475,9,20,440,1154,19,16,37,116,3,4,123,314,269,631,639,3534,174,116,2950,8306,0,0,0,4,12,0,16,32,0,4,4,22,18,5,4,53,0,13,19,64,26,3,22,138,3,9,23,52,17,0,28,131,3,11,20,24,10,4,20,91,4,12,15,9,4,0,17,63,5,5,3,0,0,0,19,36,12,47,76,172,82,19,130,543,0,0,3,18,22,0,4,52,10,63,21,77,34,6,12,225,119,409,191,326,47,31,59,1186,104,314,180,269,40,29,46,982,48,137,133,133,14,33,36,524,33,70,78,88,8,11,31,315,10,16,11,14,5,3,26,90,315,1014,620,928,163,118,214,3373,0,0,0,0,0,0,67,67,0,0,0,0,0,0,114,117
51003,3,25,8,214,47,5,190,494,101,239,113,1161,39,19,666,2334,126,264,261,1245,31,38,701,2658,73,177,193,834,14,27,503,1821,38,84,126,494,13,10,347,1112,14,19,27,151,0,12,125,345,346,804,726,4131,181,114,2690,8990,0,0,0,3,12,5,9,26,0,0,0,27,8,0,5,49,3,7,9,52,13,3,15,102,3,7,15,52,9,4,3,86,0,9,12,27,7,4,18,76,0,10,5,12,3,0,3,33,0,3,5,0,0,0,4,18,12,36,49,176,47,15,59,400,0,0,4,29,26,5,5,63,10,73,37,117,32,4,17,287,178,532,241,417,61,30,45,1504,176,489,259,388,47,37,57,1454,108,218,189,236,35,40,49,880,39,86,111,104,17,32,32,418,10,34,28,24,5,7,30,133,531,1433,865,1309,212,150,236,4737,0,0,0,0,0,0,82,82,0,0,0,0,0,0,120,121
51101,0,13,3,120,26,4,72,235,16,84,36,366,30,8,115,651,33,73,60,341,10,4,114,645,26,95,80,314,9,13,184,714,27,55,65,316,0,16,153,629,20,66,101,250,5,14,242,707,116,394,353,1742,89,55,936,3685,0,0,0,0,4,0,7,14,0,0,0,6,4,0,0,8,0,3,0,12,0,0,0,18,0,0,8,12,3,0,3,21,0,4,3,7,0,0,3,23,0,0,0,6,0,0,3,12,0,0,0,5,0,0,0,0,3,11,12,33,18,9,21,105,0,0,0,20,23,3,15,62,0,30,16,86,23,6,3,167,44,209,80,186,35,13,18,582,59,186,90,166,27,20,23,563,52,140,119,175,17,33,31,558,37,93,124,113,12,31,44,445,36,108,115,73,17,21,168,536,225,774,544,816,154,117,299,2918,0,0,0,0,0,0,31,31,0,0,0,0,0,0,29,34
51102,0,10,4,62,12,3,62,155,15,87,41,216,14,14,136,517,16,72,66,201,3,6,118,486,26,35,46,213,7,10,134,471,16,42,41,217,7,5,107,434,9,26,46,167,4,14,141,410,81,276,243,1086,63,59,750,2559,0,0,0,4,0,0,6,10,0,0,0,3,0,4,3,12,0,3,3,3,3,0,10,27,0,3,0,8,0,0,5,16,0,3,0,18,0,0,14,33,4,0,0,4,0,4,8,20,0,0,0,0,0,0,9,9,10,11,15,41,7,12,43,131,0,0,0,9,4,0,4,20,8,34,11,33,24,0,6,114,53,182,60,98,23,9,21,442,36,129,59,80,10,7,18,345,35,88,56,71,11,12,21,292,15,52,47,60,11,17,29,225,25,30,30,40,0,6,57,196,173,521,259,390,83,55,162,1648,0,0,0,0,0,0,30,30,0,0,0,0,0,0,45,45
51103,21,65,16,299,86,15,281,784,138,328,130,1121,52,29,683,2472,130,276,192,998,28,34,578,2233,94,174,147,911,24,35,531,1916,56,123,141,724,8,34,450,1542,25,69,71,443,9,21,376,1016,464,1027,701,4549,248,167,3024,10178,0,0,0,13,9,0,30,41,0,0,0,14,11,0,19,47,0,7,4,35,9,3,29,92,0,9,12,37,8,4,22,86,3,15,10,24,4,4,29,83,0,8,4,14,0,0,26,50,0,6,5,3,0,3,34,57,9,40,35,137,33,26,173,452,0,0,3,62,55,4,17,138,15,124,41,179,82,10,20,471,182,492,215,469,64,40,69,1532,184,403,247,383,46,47,51,1356,100,229,218,286,38,53,92,1012,82,147,174,202,20,48,95,772,25,65,77,65,3,35,138,409,592,1466,965,1651,308,224,486,5685,0,0,0,0,0,0,103,103,0,0,0,0,0,0,150,152
51104,5,38,23,379,81,6,214,751,61,235,135,1172,73,25,581,2279,112,269,229,1055,53,45,573,2340,118,282,268,1134,33,50,614,2501,101,182,301,1129,50,54,561,2385,83,190,295,1201,42,91,818,2712,482,1203,1266,6170,383,279,3576,13358,0,0,0,4,21,0,17,45,0,3,9,33,22,3,17,82,8,3,26,56,24,5,17,136,0,15,19,60,12,5,31,149,0,16,23,45,9,3,20,123,8,22,24,35,12,6,28,124,3,12,16,3,0,0,37,71,16,75,115,235,97,29,173,734,0,0,12,86,68,9,26,196,18,122,86,233,98,18,28,606,177,552,274,573,105,41,57,1771,232,584,336,574,84,53,66,1930,192,539,408,600,74,88,99,2006,153,305,380,466,53,85,135,1568,103,282,367,300,50,106,492,1713,880,2384,1860,2834,526,402,899,9787,0,0,0,0,0,0,142,142,0,0,0,0,0,0,138,140
