SA3_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
50502,36617,75572,120,95,212,39769,37387,77161,58,35,94,2568,2378,4945,4464,3851,8316,7092,6270,13361,38,30,66,1734,1687,3419,8,4,9,1774,1719,3497,221,188,412,10908,10463,21366,29,38,67,11157,10685,21843,65,61,118,4277,4120,8402,15,16,28,4358,4191,8552,21,39,56,2519,2891,5415,6,3,12,2539,2935,5476,33,58,86,3850,5778,9628,17,13,26,3897,5852,9745,345,436,776,52932,57415,110350,131,139,268,53408,57988,111395,108,123,232,6102,6075,12180,28,22,50,6240,6217,12460,208,251,461,11519,12811,24332,47,55,106,11776,13118,24894,73,68,139,2744,3028,5767,20,23,42,2832,3120,5950,38,44,77,2425,3312,5740,20,30,48,2481,3389,5864,11,13,21,799,1064,1863,6,5,10,820,1082,1896,712,715,1427,62002,64493,126495,1824,1756,3577,64534,66967,131499,0,0,0,3,0,3,0,0,0,3,0,3,353,452,812,28267,32638,60905,1512,1662,3176,30134,34755,64891,1062,1169,2237,90273,97132,187405,3335,3422,6755,94673,101719,196391
50503,41316,85497,128,90,218,45571,42691,88260,80,59,139,2601,2440,5041,4169,2994,7162,6847,5494,12341,76,99,175,2115,2006,4120,4,4,5,2196,2106,4299,498,467,968,14774,13878,28648,37,41,86,15309,14388,29696,138,127,261,5044,5104,10149,25,16,42,5204,5248,10456,31,43,69,2115,2428,4543,3,3,7,2150,2476,4624,25,73,101,2432,4769,7196,3,3,7,2459,4846,7305,406,493,901,42070,48132,90203,119,112,233,42600,48741,91341,159,207,369,8577,8337,16909,28,22,56,8764,8563,17327,353,380,735,16269,15345,31609,76,66,142,16698,15788,32486,108,114,223,3413,3256,6670,22,16,39,3540,3387,6925,35,43,73,1798,2171,3968,9,16,24,1842,2226,4070,14,16,30,737,994,1727,7,7,16,760,1010,1771,1703,1799,3497,87304,92042,179341,2484,2486,4973,91484,96328,187816,0,0,0,34,21,53,6,0,0,32,22,58,102,154,259,4272,5199,9467,234,267,501,4611,5623,10230,1804,1953,3756,91606,97261,188863,2725,2756,5479,96131,101966,198101
50601,17728,36639,66,52,121,19906,18705,38611,60,51,108,1241,1107,2353,2204,1797,3997,3506,2954,6461,56,45,100,1010,911,1918,6,0,6,1067,950,2021,325,358,686,6642,6280,12923,11,8,24,6972,6652,13626,82,74,150,1845,1961,3808,8,0,10,1930,2039,3970,18,23,33,723,876,1600,0,0,0,738,896,1638,28,56,80,1177,2130,3306,8,5,6,1215,2186,3402,256,318,572,17885,20276,38155,39,54,90,18171,20648,38823,124,140,265,3631,3641,7267,21,22,43,3772,3801,7575,268,265,528,7829,7319,15151,40,37,76,8133,7624,15761,91,75,168,1656,1525,3188,13,15,31,1764,1618,3383,43,33,76,792,831,1623,3,13,14,840,878,1716,13,5,14,213,248,459,0,7,6,222,250,477,1155,1196,2352,38631,39867,78498,1430,1433,2864,41213,42495,83705,0,0,0,0,0,0,0,0,0,0,0,0,111,140,249,2443,2938,5382,267,271,534,2823,3353,6171,1266,1333,2603,41076,42804,83881,1691,1700,3396,44035,45847,89881
50602,13946,29785,42,36,79,16348,14449,30802,55,41,100,1127,983,2115,2264,1750,4010,3448,2775,6220,19,14,34,529,518,1044,0,0,0,544,531,1074,132,131,267,3260,3083,6347,7,9,18,3406,3223,6631,49,44,95,1126,1139,2265,3,6,11,1177,1190,2368,22,20,45,1167,1243,2413,0,0,3,1190,1271,2464,29,45,76,1900,2632,4535,5,3,13,1936,2686,4623,258,275,535,20006,20298,40303,51,37,92,20317,20613,40932,85,103,191,2459,2136,4597,9,14,24,2559,2246,4805,162,174,335,4569,4118,8686,23,19,46,4750,4311,9061,46,36,83,967,873,1835,10,21,25,1019,932,1948,29,33,64,689,866,1557,0,6,6,722,908,1625,4,9,13,277,267,545,3,3,8,287,282,565,539,562,1102,21958,21948,43904,998,858,1858,23494,23376,46866,0,0,0,0,0,0,0,0,0,0,0,0,214,204,423,10990,10836,21823,658,645,1301,11864,11689,23556,754,769,1525,32946,32785,65732,1657,1505,3159,35355,35063,70418
50603,15473,32670,37,30,72,17591,15875,33460,30,53,87,1367,1400,2766,1770,1407,3179,3171,2864,6035,21,14,38,761,707,1469,0,3,4,781,727,1507,128,138,262,5958,5528,11486,17,16,28,6097,5686,11780,43,51,95,2504,2594,5099,4,0,14,2557,2649,5209,16,21,35,2364,2131,4496,7,0,5,2376,2155,4533,16,34,55,2456,3080,5533,0,3,4,2475,3119,5594,164,170,334,26917,27234,54149,58,55,117,27143,27465,54604,61,69,125,2795,2714,5513,11,9,16,2860,2791,5653,134,155,288,5113,5493,10611,33,19,51,5280,5662,10949,31,43,77,1310,1345,2654,6,9,18,1347,1400,2746,16,17,32,968,1181,2149,9,12,19,996,1207,2205,8,13,20,294,440,732,0,0,0,300,450,751,469,512,980,37109,37382,74493,897,803,1705,38477,38699,77179,0,0,0,0,0,0,0,0,0,0,0,0,99,128,232,7633,8006,15638,427,492,923,8164,8622,16787,568,641,1209,44746,45384,90129,1330,1294,2624,46648,47321,93963
50604,18537,39383,83,62,146,21796,19485,41279,403,164,566,2386,1621,4004,2583,2169,4754,5371,3955,9324,40,43,84,1101,1110,2212,6,0,6,1145,1154,2300,339,334,671,8153,7759,15912,29,19,49,8518,8114,16632,64,87,155,2953,2869,5819,5,9,9,3022,2959,5986,20,15,38,1596,1732,3321,4,3,13,1623,1749,3369,24,47,71,1936,3058,4997,9,8,23,1969,3118,5087,308,378,687,26289,27658,53948,77,69,147,26677,28105,54784,134,170,307,4517,4308,8828,22,21,40,4675,4496,9169,532,407,943,10149,9383,19529,44,37,80,10720,9829,20549,92,85,181,2225,2074,4302,13,9,22,2334,2169,4501,62,52,113,1602,1726,3322,7,15,23,1667,1791,3462,35,8,39,764,903,1667,8,0,4,799,916,1712,1230,1373,2606,52020,52296,104312,1836,1799,3635,55085,55464,110550,0,0,0,4,3,6,0,0,0,4,4,8,102,106,204,4029,4578,8609,265,284,552,4400,4961,9364,1329,1477,2809,56050,56878,112926,2108,2079,4190,59490,60428,119920
50605,12064,25335,40,31,68,13726,12483,26212,40,46,82,773,701,1478,1134,842,1980,1947,1588,3537,18,27,39,470,435,907,0,0,4,482,462,946,177,147,324,3743,3581,7329,14,12,21,3934,3737,7675,54,56,108,1298,1302,2601,8,3,12,1354,1362,2718,8,14,20,549,567,1114,0,3,3,563,580,1137,10,32,45,612,1101,1718,6,4,5,627,1138,1766,138,176,316,11672,13352,25016,29,33,59,11840,13555,25395,61,75,142,2522,2414,4938,6,6,13,2593,2493,5089,123,129,252,5416,5054,10471,24,13,37,5562,5201,10765,45,35,84,1186,996,2184,9,8,13,1235,1037,2276,19,15,34,564,567,1123,3,8,7,582,592,1171,7,0,10,112,133,244,0,0,6,123,136,259,590,599,1187,24848,25654,50503,657,630,1285,26090,26884,52970,0,3,6,8,9,18,0,0,0,10,11,20,17,21,45,855,1191,2041,49,64,118,922,1280,2204,607,627,1235,25705,26855,52559,706,695,1404,27023,28176,55195
50606,7542,15321,33,17,50,8090,7853,15941,75,12,86,678,343,1018,704,510,1218,1455,867,2320,14,19,34,369,327,696,0,0,0,385,342,731,121,118,239,2457,2267,4728,17,4,19,2595,2397,4988,26,30,52,622,702,1326,4,0,3,649,735,1382,0,4,6,185,246,434,0,0,3,189,253,442,7,13,16,296,635,933,0,0,0,303,651,948,87,128,209,4981,6284,11265,18,19,35,5082,6430,11512,32,45,75,1506,1489,2996,10,7,16,1544,1538,3076,102,74,178,3383,2853,6234,15,15,28,3503,2945,6442,18,18,42,706,511,1212,5,3,4,724,531,1254,7,0,12,256,204,463,4,0,3,267,208,477,12,0,12,45,25,70,0,0,0,51,27,81,383,414,803,13608,14372,27978,439,424,863,14434,15208,29639,0,0,0,3,10,11,0,0,0,3,10,11,4,3,6,158,212,363,9,14,26,165,234,402,387,422,809,13769,14592,28355,447,440,888,14602,15453,30055
50607,8402,17564,10,20,35,9355,8591,17944,15,9,27,627,643,1266,832,785,1622,1474,1441,2913,8,7,13,326,301,631,0,0,0,334,313,644,81,54,135,2099,1785,3880,7,9,17,2183,1848,4034,54,35,94,1122,928,2051,0,4,7,1172,974,2147,13,6,18,955,971,1927,0,0,4,969,975,1946,10,12,24,945,1201,2150,4,3,5,957,1224,2180,100,84,179,12917,13573,26485,19,34,55,13032,13688,26721,34,45,88,1065,1141,2204,0,4,9,1107,1193,2295,43,53,96,1893,2203,4095,9,6,12,1942,2252,4192,21,20,44,458,454,913,0,0,0,484,474,957,9,5,16,225,297,519,0,4,8,237,308,549,3,3,0,56,98,149,0,0,0,58,102,155,158,176,335,11171,11323,22496,239,265,503,11568,11771,23334,0,0,0,0,0,0,0,0,0,0,0,0,73,82,156,7324,8226,15548,288,341,625,7688,8645,16333,232,256,490,18494,19552,38047,528,606,1135,19256,20413,39670
50701,23156,48019,70,70,138,25694,23957,49654,30,17,52,1394,1280,2677,2306,1777,4081,3732,3079,6812,31,37,59,1190,1057,2243,4,0,0,1219,1093,2310,270,221,489,6888,6722,13610,12,15,31,7171,6958,14131,58,65,122,2372,2412,4788,4,12,14,2440,2489,4924,16,30,45,1204,1496,2704,6,3,8,1227,1531,2758,30,51,80,1664,2894,4564,0,6,3,1699,2950,4645,244,334,577,25420,28840,54260,64,55,115,25726,29225,54950,109,111,221,4485,4104,8587,17,11,28,4609,4224,8832,204,220,419,8740,8163,16902,38,36,70,8977,8418,17396,60,54,115,1827,1741,3571,7,19,27,1894,1818,3708,28,26,55,1278,1446,2733,7,12,22,1324,1479,2800,9,5,12,248,321,571,0,0,3,259,331,588,888,894,1784,44819,46401,91218,1083,1083,2163,46789,48379,95163,0,0,0,0,7,8,0,0,0,0,7,8,149,152,305,6121,7218,13334,447,442,890,6717,7813,14534,1034,1053,2087,50947,53615,104563,1529,1528,3053,53508,56196,109704
50702,10462,21010,34,20,50,10758,10700,21458,25,10,33,564,545,1110,1087,871,1956,1674,1427,3098,9,5,13,307,284,597,0,0,0,311,290,604,59,65,122,1767,1791,3559,3,0,4,1830,1857,3685,25,23,44,734,809,1539,4,0,7,755,836,1595,3,15,20,434,591,1024,3,0,3,439,604,1041,12,11,19,659,1133,1788,3,0,7,675,1146,1814,84,108,186,10488,11970,22462,35,37,66,10603,12115,22713,26,36,61,1173,1013,2186,8,8,15,1209,1063,2268,56,49,105,2125,2086,4204,10,8,19,2186,2142,4328,14,28,39,473,469,940,3,4,7,489,494,987,12,13,21,412,518,927,3,8,7,425,530,955,0,0,5,74,99,174,0,0,0,78,102,179,154,186,334,11527,12512,24040,330,343,670,12009,13034,25043,0,0,0,0,0,0,8,5,10,8,5,10,115,110,224,4832,5432,10270,342,332,677,5292,5879,11166,266,290,556,16363,17944,34307,678,678,1356,17305,18912,36218
50703,9151,19052,47,34,77,10480,9700,20180,522,19,542,1371,570,1941,1119,845,1965,3014,1437,4443,23,30,51,455,509,960,0,0,0,478,532,1010,201,156,364,3008,2762,5770,10,14,22,3219,2934,6154,46,45,91,885,843,1725,5,3,3,934,893,1824,5,7,16,361,430,792,0,0,0,370,437,807,21,43,59,627,1125,1755,0,4,5,645,1165,1812,185,197,377,8328,9399,17723,18,26,42,8523,9616,18139,63,77,143,1864,1714,3580,9,4,17,1934,1796,3730,526,146,671,4294,3518,7811,16,12,32,4831,3682,8510,51,48,101,836,720,1557,9,3,7,888,775,1666,53,22,72,418,429,843,4,6,8,471,457,926,50,3,49,97,111,210,0,0,5,153,116,261,678,676,1354,18595,19150,37748,750,707,1458,20021,20534,40559,0,0,0,0,0,4,0,0,0,0,0,4,42,44,85,752,868,1616,82,81,168,878,985,1862,719,718,1437,19348,20018,39364,834,787,1622,20899,21523,42426
50704,20719,42638,51,51,105,22240,21065,43302,32,49,78,1217,1267,2482,1562,1303,2867,2804,2620,5428,12,12,27,845,795,1645,3,3,6,860,810,1674,77,81,159,6444,6178,12627,18,10,28,6534,6273,12813,37,29,63,2767,2924,5689,9,5,9,2810,2958,5764,22,21,41,1673,1778,3456,4,5,11,1697,1808,3505,17,20,41,1566,2276,3844,0,0,5,1585,2304,3886,134,173,308,28459,31173,59636,67,57,132,28662,31404,60074,50,29,80,2958,3161,6120,10,15,27,3014,3210,6225,74,81,154,5638,6781,12423,24,44,67,5736,6907,12642,27,26,58,1283,1444,2721,8,8,15,1319,1477,2796,18,12,23,669,1024,1693,3,13,19,693,1048,1741,0,3,3,139,213,352,0,0,0,140,216,357,308,330,641,39059,41305,80359,624,676,1299,39986,42308,82294,0,0,0,0,0,0,0,0,0,0,0,0,93,104,193,7274,9326,16600,290,346,635,7657,9771,17431,400,429,836,46333,50623,96956,911,1022,1933,47644,52080,99720
50705,32124,66010,121,92,211,35191,33424,68611,77,53,133,1719,1593,3311,3984,2634,6617,5781,4277,10061,73,52,129,1291,1086,2380,0,4,4,1372,1140,2510,477,464,942,9185,8853,18044,29,31,66,9695,9351,19048,95,116,210,3045,3016,6058,7,11,17,3146,3140,6286,14,27,45,883,1127,2008,5,0,5,903,1157,2057,41,88,129,1315,2917,4231,9,8,14,1361,3010,4372,383,438,822,22728,26643,49373,85,79,163,23195,27159,50359,168,184,355,6554,6424,12982,24,21,46,6753,6626,13383,331,320,649,13267,12898,26158,68,60,133,13670,13277,26945,84,111,200,2678,2593,5270,12,17,26,2785,2710,5499,37,25,61,1084,1192,2279,15,18,28,1141,1237,2372,7,0,11,152,157,311,5,3,5,161,166,327,1544,1633,3179,54063,57512,111570,1950,2031,3977,57554,61171,118723,0,0,0,4,5,10,0,0,0,4,5,10,73,87,162,2920,3646,6566,254,228,483,3251,3964,7213,1617,1719,3340,56990,61159,118149,2200,2260,4459,60813,65136,125949
50901,14014,29010,100,99,201,15825,14804,30629,216,72,290,1271,953,2226,1876,1656,3533,3364,2683,6050,31,27,56,380,327,705,0,3,4,414,353,770,231,239,468,3392,3203,6595,35,32,66,3656,3476,7132,82,78,156,1140,1133,2271,15,9,27,1232,1217,2453,3,5,13,174,217,393,0,0,0,176,223,404,10,40,50,424,1096,1521,7,3,6,440,1143,1582,200,221,414,9945,12046,21990,56,64,119,10203,12328,22531,94,131,223,2568,2747,5312,23,23,47,2682,2898,5581,389,280,668,6800,5848,12649,56,56,113,7244,6184,13426,87,71,160,1451,1154,2603,10,10,22,1552,1235,2786,79,40,114,944,743,1680,11,17,26,1034,794,1823,16,3,20,171,150,319,4,5,7,186,156,347,993,1041,2034,23387,24142,47530,1448,1432,2880,25820,26622,52442,0,0,0,9,7,19,0,0,0,9,7,19,62,67,122,1197,1430,2631,120,123,244,1383,1621,3002,1053,1109,2164,24597,25577,50175,1561,1561,3120,27216,28245,55463
50902,10339,22488,132,106,238,13012,11083,24092,100,92,194,1148,705,1843,2921,2336,5257,4171,3129,7298,25,23,51,289,289,579,0,5,5,315,317,627,284,296,581,2619,2504,5126,39,40,83,2945,2836,5782,103,70,172,765,780,1547,18,13,27,879,858,1746,7,8,11,150,176,328,0,0,4,157,188,344,11,27,38,239,709,949,4,6,8,258,733,995,215,218,439,8159,9237,17397,69,60,133,8445,9522,17963,120,132,255,2364,2358,4724,29,19,51,2515,2510,5029,311,304,611,6651,5575,12228,61,46,110,7020,5930,12956,94,79,177,1466,1116,2579,19,14,28,1584,1207,2790,61,44,102,950,652,1600,17,19,36,1026,712,1743,10,0,11,59,62,121,0,0,3,71,63,133,1047,1068,2115,20706,20623,41332,2178,2080,4259,23929,23772,47702,0,0,0,46,29,76,6,0,7,51,31,81,78,76,153,579,563,1139,141,104,246,802,739,1539,1127,1140,2271,21334,21208,42541,2322,2188,4510,24781,24542,49318
50903,3555,7935,40,28,67,4646,3821,8467,32,33,69,282,227,508,933,853,1791,1252,1114,2362,4,6,15,98,110,206,0,4,4,103,122,222,92,86,186,976,937,1915,8,5,20,1084,1032,2121,12,32,44,232,251,485,3,4,9,246,283,527,4,5,5,47,71,115,0,0,0,44,73,120,3,6,8,74,243,315,0,0,0,76,247,326,65,77,136,3092,3315,6409,20,22,44,3172,3415,6590,34,47,78,772,837,1610,9,9,23,815,892,1708,98,120,222,2119,1748,3870,17,20,40,2243,1891,4130,28,31,62,492,376,863,3,11,15,521,414,937,26,14,41,324,195,513,6,7,12,357,214,569,4,0,3,32,18,49,0,0,0,35,23,58,336,376,706,7340,7044,14387,795,784,1582,8466,8204,16674,0,0,0,0,3,4,0,0,0,0,3,4,23,10,34,208,213,422,52,47,91,279,272,551,357,386,742,7551,7268,14816,843,832,1675,8751,8481,17229
51001,4605,9427,55,48,103,6853,6510,13366,1277,1061,2336,301,207,502,2163,2202,4365,3737,3471,7203,149,142,289,124,104,229,0,5,3,274,244,522,1341,1297,2634,941,885,1825,23,19,41,2304,2196,4498,253,268,523,188,232,414,0,5,0,440,507,947,18,24,45,49,81,132,0,0,0,69,106,175,49,109,153,218,498,717,3,0,7,271,607,871,1092,1356,2452,3502,4709,8220,38,27,61,4628,6096,10728,750,969,1717,742,637,1382,9,15,24,1501,1619,3122,1509,1502,3010,1567,1039,2607,29,25,51,3103,2565,5670,445,452,894,305,178,480,6,10,12,757,632,1392,474,402,875,171,64,237,3,0,9,651,468,1118,136,116,251,33,18,45,3,0,0,167,140,307,5620,6047,11669,5355,5650,11006,1340,1471,2808,12315,13171,25486,20,15,38,35,30,67,6,0,10,65,49,116,573,616,1190,1235,1288,2521,333,360,694,2143,2265,4405,6221,6676,12895,6627,6966,13596,1679,1834,3513,14524,15481,30005
51002,3557,8412,28,22,48,6074,4627,10705,197,180,374,263,185,453,2889,1481,4371,3349,1846,5197,63,44,98,150,162,315,0,0,0,212,203,410,458,434,896,1025,1016,2037,4,10,14,1484,1462,2943,98,91,188,197,181,375,3,0,0,296,272,567,7,14,22,74,57,128,0,0,0,80,71,151,14,60,72,278,431,715,0,0,3,300,495,795,488,533,1025,3896,3534,7427,28,23,46,4413,4091,8500,300,282,585,1114,603,1719,9,0,8,1422,889,2309,464,428,891,1860,949,2807,16,10,20,2338,1383,3717,139,129,266,312,138,455,9,3,4,458,273,726,99,96,196,96,92,191,4,0,7,202,186,388,30,28,65,33,32,67,0,0,3,68,63,129,1773,1830,3601,5266,5024,10290,775,741,1521,7819,7595,15413,0,0,3,3,6,6,0,0,0,8,6,10,261,252,516,1347,1085,2427,364,282,651,1973,1616,3586,2038,2077,4121,6620,6107,12724,1137,1030,2169,9801,9217,19014
51003,5305,11983,41,39,78,7672,6230,13903,339,181,516,365,240,605,2845,1851,4693,3551,2268,5816,43,27,69,283,254,537,0,0,6,334,279,615,319,311,630,1771,1641,3407,11,7,23,2105,1958,4060,70,64,138,384,313,698,4,0,3,460,384,843,5,14,18,64,82,144,0,0,3,65,97,162,22,48,70,277,534,811,0,0,0,301,583,884,361,368,730,4591,4697,9293,21,22,43,4968,5089,10062,204,193,400,1321,803,2132,3,4,12,1535,1004,2539,466,320,786,2249,1286,3537,11,7,17,2727,1612,4342,91,71,158,361,229,593,3,3,4,455,302,752,76,60,138,112,85,192,4,5,5,194,145,339,28,14,44,43,19,63,0,0,0,70,33,103,1180,1145,2323,8211,7649,15856,1283,1183,2463,10672,9973,20648,5,5,12,0,3,7,0,0,0,7,3,17,220,211,432,1188,1033,2220,375,321,700,1789,1567,3353,1406,1365,2767,9409,8677,18083,1662,1507,3167,12470,11546,24016
