SA3_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
50502,41,99,142,4988,9961,14946,27,79,102,5055,10139,15187,128,200,332,6026,7475,13503,18,38,54,6178,7716,13891,17,29,47,2654,3094,5745,9,20,28,2672,3148,5824,3,13,17,705,1097,1809,12,16,27,720,1125,1846,62,124,189,4446,3796,8239,23,33,49,4526,3947,8472,43,60,110,4301,2995,7293,34,15,48,4378,3069,7449,12,18,29,772,743,1512,0,7,6,792,765,1553,30,37,66,1337,1574,2915,9,22,29,1375,1629,3004,147,228,377,5983,9928,15907,29,38,60,6158,10190,16346,9,14,23,905,809,1713,10,9,25,925,831,1759,83,124,207,6337,8763,15100,30,35,62,6450,8918,15368,720,662,1381,65726,65602,131330,178,169,350,66621,66435,133054,82,78,155,3119,3327,6448,4481,3879,8361,7688,7284,14969,1184,1266,2453,95066,101627,196695,4790,4218,9005,101037,107110,208149,760,700,1463,69315,69874,139190,192,184,376,70268,70762,141028,255,290,542,16250,19565,35814,84,90,171,16580,19937,36522,57,121,175,4280,5998,10278,29,48
50503,69,132,198,4746,8966,13718,37,53,91,4850,9154,14000,218,271,484,6683,8856,15540,18,28,43,6915,9151,16071,23,30,54,2224,2421,4648,10,19,27,2255,2470,4726,3,5,12,496,747,1244,7,12,15,507,770,1270,95,118,213,4826,3901,8730,25,16,37,4936,4037,8976,63,55,115,3799,2417,6219,28,21,48,3883,2494,6380,10,26,34,752,672,1423,11,4,17,772,702,1478,30,38,68,1402,1477,2872,8,8,18,1437,1520,2955,186,282,467,6143,10724,16869,28,33,58,6355,11037,17393,9,15,20,746,685,1431,4,6,11,763,705,1469,142,181,321,6523,8767,15288,39,33,73,6701,8987,15685,1192,1225,2417,65886,64332,130223,175,168,341,67256,65723,132981,140,135,280,3775,3801,7571,4179,3014,7194,8089,6950,15039,1910,2061,3969,96132,100611,196744,4478,3316,7794,102522,105984,208506,1278,1303,2581,69696,68515,138215,186,178,367,71163,69996,141154,368,399,774,16470,19670,36143,75,71,141,16908,20142,37053,72,139,213,4208,5900,10104,24,29
50601,41,88,129,2328,4147,6469,11,41,55,2378,4281,6657,155,221,373,2927,4083,7007,15,30,37,3096,4333,7422,20,23,47,964,1069,2032,8,5,16,996,1099,2100,0,7,3,197,204,403,3,3,8,197,212,416,81,121,208,2345,2053,4392,17,20,36,2439,2193,4632,53,40,93,1726,1178,2903,10,13,25,1790,1228,3018,13,18,30,348,321,672,6,5,11,372,343,712,20,31,52,741,814,1553,9,10,12,767,847,1615,131,212,350,3061,5036,8095,17,24,46,3208,5278,8487,8,13,20,339,317,652,5,9,16,349,335,690,92,112,206,3124,3836,6959,11,22,39,3232,3974,7203,830,812,1641,29036,28028,57065,75,74,148,29942,28914,58856,115,91,205,1663,1575,3238,2215,1807,4021,3994,3467,7467,1366,1417,2785,42882,44187,87071,2352,1973,4327,46604,47583,94184,883,863,1748,30784,29793,60577,82,79,161,31750,30741,62490,266,271,538,7411,8505,15919,37,46,75,7711,8819,16528,71,122,191,2036,2919,4952,13,28
50602,37,65,104,1663,2957,4620,8,23,39,1713,3046,4758,82,138,218,2067,2796,4866,3,14,21,2152,2951,5102,13,11,22,840,892,1725,5,5,11,852,909,1765,5,9,17,195,240,435,3,4,8,203,253,452,75,87,167,1693,1317,3005,18,9,26,1783,1417,3194,35,40,82,1383,851,2233,8,14,19,1423,908,2330,14,17,30,250,224,473,3,0,3,269,236,506,13,27,38,509,544,1048,0,5,8,522,571,1096,100,144,242,2437,3695,6138,11,17,25,2548,3858,6402,8,13,23,342,275,612,0,4,3,345,292,641,83,81,163,2374,2850,5224,10,14,20,2461,2948,5411,494,468,961,24315,22452,46767,75,68,141,24879,22985,47864,68,38,108,1206,1153,2361,2267,1756,4022,3541,2945,6489,854,865,1717,34930,34404,69329,2393,1881,4266,38172,37142,75312,529,496,1024,25697,23855,49545,80,69,146,26301,24420,50721,172,200,376,5780,6422,12200,30,32,63,5986,6651,12635,48,71,123,1533,2018,3557,12,14
50603,24,38,62,2063,4098,6156,19,34,50,2100,4172,6267,73,97,174,2378,2959,5337,11,4,15,2460,3063,5524,8,13,17,1095,1315,2406,7,7,15,1115,1333,2444,3,5,10,280,422,703,6,3,7,285,433,720,36,42,77,2505,2063,4573,9,12,22,2550,2121,4676,24,25,48,1972,1200,3172,5,14,22,2006,1240,3245,6,7,14,399,329,725,0,0,6,408,339,750,14,16,25,555,642,1202,12,4,16,578,661,1233,85,113,195,2386,3673,6061,4,16,19,2473,3804,6279,5,5,13,373,307,682,0,8,9,380,321,707,52,52,108,2951,3755,6706,7,14,24,3012,3830,6837,364,371,734,33681,32119,65804,67,65,134,34116,32558,66672,45,61,98,1526,1711,3238,1778,1415,3188,3344,3176,6525,618,689,1301,46884,47516,94392,1894,1542,3438,49396,49742,99139,395,397,786,35418,34041,69452,69,70,138,35876,34509,70384,129,157,284,7190,8159,15354,31,40,70,7351,8359,15707,28,49,77,1841,2441,4286,16,7
50604,55,120,174,2944,5476,8418,21,42,62,3016,5637,8651,152,245,398,3687,4749,8437,11,14,27,3845,5005,8859,16,21,39,1261,1443,2710,16,13,23,1290,1476,2767,5,9,13,246,358,602,0,7,6,254,368,625,112,128,243,3603,3083,6687,19,13,30,3730,3221,6955,57,65,124,2551,1599,4151,10,10,19,2621,1670,4297,19,26,43,509,459,967,3,0,4,535,484,1023,18,30,47,928,987,1911,6,12,20,953,1033,1983,142,246,383,3335,5320,8662,11,12,23,3495,5574,9068,13,7,23,504,415,916,3,3,8,525,425,947,117,145,257,3930,4870,8794,18,16,33,4056,5029,9085,874,850,1729,40086,38084,78172,129,98,227,41091,39035,80129,448,207,658,2845,2289,5138,2602,2194,4801,5904,4696,10596,1777,1667,3448,58902,58843,117744,2807,2375,5182,63485,62887,126376,933,914,1843,42352,40440,82793,139,108,247,43427,41461,84882,278,332,612,9808,10905,20711,40,37,81,10124,11276,21403,74,138,211,2613,3431,6045,15,21
50605,16,45,62,1822,3185,5007,5,18,23,1849,3252,5094,67,84,152,1939,2409,4344,7,5,13,2015,2496,4511,9,5,19,829,976,1810,0,4,7,842,987,1829,3,0,4,175,220,396,3,0,3,180,218,397,35,33,67,1612,1242,2847,3,3,11,1648,1275,2925,25,23,43,1477,861,2341,3,9,15,1505,893,2392,4,3,5,258,212,466,0,0,3,261,221,481,9,9,23,492,548,1044,3,4,4,503,561,1066,58,82,135,1901,3018,4919,0,7,11,1964,3106,5068,0,4,12,303,260,554,0,0,0,302,264,567,41,51,89,1945,2515,4462,6,10,13,1992,2573,4560,450,421,873,17513,16937,34443,59,46,104,18019,17397,35422,31,41,73,1025,985,2006,1135,852,1984,2194,1879,4067,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762,469,447,915,18646,18169,36815,59,45,111,19170,18666,37837,115,138,251,5342,6085,11430,15,21,41,5473,6243,11719,31,41,68,1506,1914,3419,7,10
50606,14,18,30,749,1268,2014,3,11,17,768,1293,2058,42,55,100,1117,1374,2494,5,10,12,1164,1437,2601,4,0,3,338,362,699,0,0,0,342,365,706,0,0,0,55,54,110,0,4,4,55,61,113,20,15,34,697,548,1243,0,4,4,721,565,1285,3,12,13,569,304,875,3,8,12,578,319,898,4,0,3,84,92,177,0,3,3,88,100,185,0,6,3,229,213,435,3,0,5,229,219,449,31,64,94,959,1681,2638,10,3,12,1006,1745,2746,0,0,0,116,97,219,6,0,4,121,100,218,23,45,70,943,1167,2111,8,8,17,980,1218,2201,271,283,552,9866,9751,19612,40,22,66,10178,10058,20236,80,20,106,838,545,1380,709,506,1211,1630,1067,2694,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242,288,305,589,10450,10320,20774,44,29,73,10776,10657,21428,92,88,178,2648,3038,5686,14,13,30,2754,3143,5894,8,27,39,654,881,1535,0,8
50607,12,19,32,1074,1946,3022,7,8,11,1089,1976,3066,31,37,68,1329,1559,2883,0,4,4,1353,1601,2960,0,10,15,599,723,1321,0,5,5,606,732,1339,0,0,5,152,244,401,0,7,7,156,251,407,19,22,43,850,616,1462,0,8,7,871,640,1516,8,11,18,974,643,1615,4,9,14,984,660,1651,3,0,5,137,143,278,0,5,3,144,142,284,8,8,13,228,325,549,0,0,5,232,329,560,36,52,81,1276,2045,3323,4,13,17,1312,2105,3419,4,3,10,175,168,343,4,0,6,179,172,357,20,19,44,1267,1903,3170,3,5,9,1291,1926,3221,212,185,399,13730,13315,27046,26,30,52,13969,13528,27496,27,24,49,693,780,1476,839,795,1627,1559,1597,3156,335,312,644,20063,21010,41076,877,856,1733,21275,22177,43448,222,191,414,14456,14326,28779,25,29,51,14703,14551,29249,66,51,114,3624,4171,7791,14,22,28,3696,4237,7935,9,17,28,884,1205,2091,5,8
50701,37,80,114,2801,5010,7817,17,36,60,2860,5125,7982,121,160,282,3543,4606,8148,14,23,37,3685,4791,8474,11,18,28,1311,1386,2696,10,9,18,1329,1413,2745,5,5,6,277,357,635,5,5,10,287,362,655,55,63,122,2529,2103,4635,12,9,21,2602,2177,4778,36,22,59,2114,1377,3491,6,10,17,2159,1408,3566,7,5,16,446,401,852,8,4,7,458,414,875,17,15,30,650,779,1426,3,9,18,670,802,1477,93,153,251,3567,5970,9536,16,32,46,3681,6155,9832,8,7,14,413,363,781,0,0,0,427,372,796,71,84,155,3615,4881,8495,20,18,41,3702,4989,8689,703,657,1356,36657,35650,72311,86,78,168,37447,36387,73832,82,62,146,1957,1941,3896,2312,1787,4094,4352,3787,8141,1111,1113,2224,53471,55707,109180,2471,1954,4424,57054,58771,115824,739,699,1437,38745,38162,76905,90,87,178,39579,38945,78524,223,241,459,9462,10935,20400,44,48,98,9726,11232,20956,52,70,118,2257,3242,5494,16,22
50702,13,26,40,1168,2003,3173,8,15,19,1192,2039,3228,27,42,74,1235,1504,2743,3,7,12,1263,1556,2815,6,6,13,646,688,1331,8,8,8,660,698,1356,0,0,0,158,207,362,0,4,8,159,215,373,17,14,35,696,559,1257,3,3,11,725,580,1297,15,12,22,935,517,1455,6,8,7,954,532,1493,0,3,5,170,117,291,0,0,0,169,123,294,6,9,14,317,329,646,0,4,3,325,340,668,44,59,106,1504,2330,3834,10,6,16,1560,2397,3957,5,0,7,189,132,320,0,0,4,198,141,331,17,36,52,1379,1893,3274,3,3,13,1404,1933,3340,173,182,353,11472,11734,23205,41,35,77,11689,11941,23632,25,14,44,719,765,1485,1091,872,1962,1837,1645,3481,301,321,621,17864,19332,37197,1163,933,2092,19324,20592,39910,175,191,366,12218,12668,24888,47,33,79,12439,12896,25336,67,75,146,3510,4161,7676,14,17,30,3592,4257,7850,20,20,42,951,1214,2165,6,4
50703,28,57,85,1086,1901,2988,3,13,15,1112,1968,3087,79,100,177,1536,2004,3544,7,6,15,1630,2116,3739,6,9,18,392,446,835,5,3,4,400,462,861,5,5,11,83,115,199,0,0,0,85,121,207,45,59,105,1131,973,2105,3,5,8,1187,1036,2221,28,18,45,775,483,1268,8,4,8,813,504,1316,10,13,25,175,151,324,0,0,0,187,164,358,3,13,19,351,385,737,0,0,7,359,391,755,80,130,211,1613,2619,4232,6,8,11,1694,2754,4450,9,3,10,158,141,299,4,0,4,172,145,313,59,80,139,1430,1873,3302,12,0,14,1491,1958,3453,486,414,898,13631,13024,26656,42,42,83,14161,13478,27633,537,41,581,1530,691,2224,1122,855,1979,3190,1594,4785,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867,518,441,956,14414,13860,28273,44,42,85,14981,14341,29316,154,176,331,3621,4101,7724,17,13,27,3782,4285,8075,39,64,101,974,1373,2349,10,6
50704,18,30,53,2686,5222,7907,13,38,47,2717,5291,8008,50,60,111,3035,3680,6708,10,11,23,3089,3755,6848,13,12,24,1537,1802,3337,15,13,23,1564,1823,3383,0,3,3,329,614,938,16,19,40,345,638,979,17,25,43,2237,1772,4010,12,15,24,2266,1814,4078,17,17,34,2625,1542,4170,15,27,46,2661,1587,4248,3,6,9,404,331,731,7,3,5,408,336,751,9,10,20,650,732,1383,11,6,15,664,748,1412,53,80,133,2847,4747,7593,13,25,41,2914,4853,7769,5,6,8,438,413,850,4,4,8,445,422,867,40,44,77,3489,4820,8313,29,34,62,3555,4902,8454,277,264,538,32923,33990,66913,85,79,165,33288,34332,67617,30,41,74,1574,1798,3375,1537,1294,2833,3146,3134,6283,445,481,927,48779,53262,102037,1693,1469,3163,50918,55210,106127,291,280,569,35044,36591,71637,85,85,177,35424,36961,72383,90,97,186,8941,10607,19553,36,48,83,9069,10750,19818,22,33,56,2231,3009,5243,20,21
50705,67,124,189,4168,7197,11366,44,60,104,4277,7384,11659,187,277,467,4644,6382,11030,22,31,54,4854,6690,11544,22,21,40,1755,1995,3753,11,13,27,1793,2031,3820,0,8,9,287,328,615,3,5,12,296,345,639,85,80,162,3370,2742,6111,27,15,48,3480,2842,6319,46,42,83,2862,1833,4694,25,28,50,2936,1893,4832,16,13,23,550,514,1067,6,4,6,568,531,1099,27,27,58,1252,1308,2565,11,20,28,1293,1357,2650,208,314,518,4893,8172,13064,19,26,48,5123,8510,13629,13,16,26,610,476,1087,0,9,10,633,494,1126,183,186,372,4528,5977,10509,23,36,56,4731,6201,10927,1066,1041,2106,39401,37695,77098,142,119,259,40613,38855,79465,120,107,234,2453,2666,5117,3978,2624,6597,6550,5397,11949,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678,1166,1110,2276,41815,40373,82190,153,138,283,43132,41618,84750,370,418,785,11794,14025,25817,62,58,121,12224,14503,26719,73,128,198,3313,4617,7927,22,36
50901,48,101,141,2611,4006,6618,19,41,64,2676,4146,6822,115,167,279,2153,2732,4888,15,18,30,2278,2918,5198,12,19,34,1115,1091,2204,5,12,20,1135,1129,2262,0,8,9,215,340,556,3,7,10,222,354,572,70,92,168,1643,1394,3040,17,20,37,1737,1507,3244,47,46,92,1691,1025,2716,13,16,33,1751,1087,2837,13,12,28,245,212,456,6,3,5,268,226,491,19,20,39,624,618,1244,4,11,12,649,648,1293,106,172,278,2284,3536,5819,13,24,40,2400,3734,6128,8,11,21,373,304,678,5,6,13,383,326,713,61,81,146,2123,2707,4837,13,16,26,2201,2805,5009,682,654,1341,16277,15742,32024,119,115,233,17085,16514,33598,268,112,378,1394,1085,2483,1903,1666,3572,3567,2862,6434,1295,1202,2497,27449,27968,55412,2090,1882,3973,30830,31049,61880,719,687,1407,17367,16858,34226,127,125,250,18211,17674,35886,224,247,471,5854,6455,12302,39,45,91,6116,6746,12865,57,102,148,1852,2413,4260,13,18
50902,65,112,177,2321,3373,5693,39,41,74,2427,3520,5944,135,172,308,1856,2383,4235,21,17,39,2014,2569,4578,21,24,44,986,949,1941,10,6,18,1022,980,2005,9,10,14,148,201,346,3,0,4,153,210,364,116,122,237,1783,1186,2967,17,5,26,1912,1314,3230,76,66,145,1711,934,2651,14,7,21,1810,1011,2820,25,24,43,301,229,532,7,0,7,331,254,585,35,32,64,703,580,1278,9,4,15,744,614,1363,112,173,290,1738,2614,4355,26,18,43,1882,2803,4684,17,17,34,327,261,593,5,3,6,348,285,626,90,110,200,1741,2042,3776,15,13,29,1840,2162,4002,782,718,1499,14384,13238,27617,162,142,301,15324,14097,29424,104,93,198,1262,798,2055,2933,2330,5262,4297,3215,7513,1315,1285,2597,24376,23233,47606,3185,2547,5732,28873,27059,55937,828,756,1584,15300,14128,29431,167,147,310,16291,15035,31321,251,254,507,5153,5408,10566,50,41,94,5458,5707,11160,74,104,182,1738,1907,3647,28,19
50903,18,44,65,840,1197,2040,16,19,36,876,1265,2144,37,80,122,647,763,1408,9,14,20,692,852,1544,3,9,13,300,293,595,0,6,11,308,316,620,4,9,11,54,79,139,0,3,6,58,90,153,48,50,96,486,412,898,0,3,3,533,468,997,22,15,41,505,311,811,9,0,16,538,330,868,5,6,9,76,82,167,0,4,3,79,89,171,8,9,19,216,189,407,0,0,8,232,204,438,28,61,84,622,890,1514,9,16,27,663,964,1626,3,3,12,104,82,188,0,0,0,113,84,198,19,34,58,582,678,1260,4,9,12,607,721,1326,223,216,437,5256,4702,9958,44,44,87,5522,4961,10483,36,44,79,333,294,619,940,857,1799,1311,1184,2496,398,435,829,8497,8078,16571,1019,936,1954,9908,9448,19357,233,226,461,5550,4969,10513,47,47,89,5821,5243,11067,86,90,178,1794,1847,3636,20,12,33,1894,1946,3847,31,50,78,553,615,1161,10,14
51001,99,208,304,385,431,815,3,3,6,491,639,1131,188,436,619,420,579,995,0,9,8,607,1017,1627,38,80,120,180,161,343,5,3,3,222,242,467,27,44,68,30,16,44,0,3,4,53,61,116,382,610,1000,272,161,438,5,5,10,662,783,1443,209,262,468,241,90,331,4,4,4,450,353,799,99,128,228,61,45,103,0,0,0,156,178,333,50,74,121,114,99,214,0,3,6,161,175,339,187,242,431,334,662,995,6,3,9,522,907,1428,40,50,93,41,20,59,0,0,0,84,73,153,298,362,661,383,468,847,0,3,8,677,837,1508,4923,4965,9887,5849,5859,11706,111,88,194,10877,10911,21785,968,732,1699,345,288,632,2157,2198,4356,3465,3225,6690,7073,7331,14408,7952,8138,16096,2283,2310,4590,17306,17780,35092,5124,5164,10283,6093,6122,12213,105,90,201,11324,11378,22699,761,994,1754,1135,1316,2454,16,9,31,1911,2326,4235,158,286,441,278,311,589,0,4
51002,49,90,134,254,275,526,0,0,6,306,367,669,139,212,351,555,525,1085,3,3,7,697,745,1445,8,21,32,87,90,180,0,0,0,98,117,214,0,10,13,7,9,10,0,0,0,6,18,28,149,195,343,315,130,448,7,0,4,468,327,797,83,87,170,170,63,230,4,0,4,252,152,405,25,37,69,33,21,61,0,0,0,64,61,126,21,11,36,65,34,103,0,0,3,90,51,143,78,96,177,377,564,935,3,0,4,456,662,1118,16,22,37,32,19,50,0,0,4,51,41,88,104,143,249,347,407,755,0,4,6,456,554,1011,1679,1526,3205,7061,5261,12325,50,29,79,8794,6815,15604,167,159,330,362,251,609,2891,1484,4378,3416,1896,5316,2351,2310,4657,9176,7125,16301,2960,1528,4486,14487,10955,25443,1745,1608,3349,7307,5494,12800,55,33,90,9107,7134,16239,352,365,716,1225,1100,2323,3,5,13,1578,1473,3060,63,119,183,220,213,434,0,0
51003,43,66,109,348,360,707,3,4,9,393,428,820,96,155,245,675,693,1370,8,4,6,775,855,1628,14,19,33,142,144,288,0,0,0,160,159,318,6,7,17,14,9,25,0,0,0,19,19,35,129,149,276,322,169,487,5,0,5,453,313,769,60,46,106,180,75,251,3,5,8,248,124,366,18,18,37,43,22,61,0,0,0,54,46,101,9,12,20,69,47,121,0,0,0,85,62,148,84,93,173,499,744,1247,7,8,12,584,844,1430,6,14,20,38,14,49,0,0,5,42,32,72,92,92,184,458,501,965,0,0,4,553,597,1153,1164,1036,2204,8981,7341,16323,39,41,79,10186,8416,18600,246,89,336,465,326,791,2844,1848,4695,3555,2269,5818,1806,1565,3365,11623,9796,21416,2907,1900,4809,16330,13262,29594,1221,1080,2301,9285,7663,16948,38,40,83,10544,8785,19336,259,275,532,1531,1446,2983,13,7,23,1806,1732,3540,47,84,132,260,278,538,0,0
