SA3_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
50502,0,13,10,22,0,0,0,3,4,6,0,0,0,3,4,6,75,91,167,1897,1912,3813,153,136,293,2125,2139,4265,82,90,168,2004,2030,4034,152,146,306,2237,2272,4510,1051,1134,2193,67089,70415,137506,247,266,506,68392,71817,140207,52,67,116,0,6,12,0,0,0,50,68,123,24,18,41,27013,30099,57111,77,97,177,27111,30218,57329,0,6,10,0,0,0,0,0,0,0,6,10,45,63,105,0,6,12,0,0,0,50,69,119,5,3,3,3008,4029,7040,5,19,21,3017,4051,7073,404,513,914,40951,49496,90449,166,225,398,41522,50235,91754,0,5,8,2799,2484,5282,7,5,9,2807,2492,5298,15,14,28,4174,3876,8048,22,10,37,4210,3904,8116,0,0,0,1273,1383,2654,4,9,13,1281,1393,2670,3,10,15,0,0,0,0,0,0,3,10,15,4,5,12,1335,1365,2703,0,5,6,1343,1370,2718,6,16,27,1335,1365,2703,0,5,6,1345,1376,2724,696,678,1377,38956
50503,0,0,4,7,0,0,0,4,0,3,0,0,0,4,0,9,84,60,140,1508,1495,3006,69,55,122,1659,1605,3262,79,62,146,1623,1583,3206,73,60,133,1776,1704,3480,1731,1865,3597,74746,76895,151641,281,267,549,76757,79029,155783,86,93,184,7,9,13,0,0,0,94,106,200,21,29,55,20384,22474,42858,44,60,105,20452,22561,43015,0,4,3,0,0,0,0,0,0,0,4,3,84,97,177,7,9,13,0,0,0,91,102,193,8,7,20,2213,2930,5143,9,10,20,2234,2948,5179,545,675,1221,40457,47283,87742,155,208,357,41161,48161,89322,0,0,0,2587,2505,5086,3,0,5,2590,2505,5093,17,13,28,3085,3062,6151,18,14,31,3120,3093,6213,0,0,0,77,91,165,0,0,0,77,85,167,0,0,6,0,0,0,0,0,0,0,3,5,3,3,8,924,1000,1919,0,0,0,924,1001,1930,9,9,7,924,1000,1917,0,0,0,926,1006,1929,1258,1289,2547,44189
50601,0,0,6,4,0,0,0,0,3,3,0,0,0,0,3,3,63,53,115,734,733,1469,82,91,174,879,878,1758,67,55,121,779,788,1573,93,97,195,941,944,1892,1230,1267,2491,31852,32288,64144,137,146,281,33219,33701,66921,62,65,129,0,3,8,0,0,0,64,70,138,10,9,27,10581,11416,22000,23,33,55,10616,11462,22077,0,0,0,0,0,0,0,0,0,0,0,0,61,61,126,0,3,8,0,0,0,61,70,132,6,0,7,905,1209,2121,5,5,8,913,1219,2132,363,426,796,16968,19359,36332,78,105,188,17415,19898,37306,0,0,0,2187,2143,4323,0,6,10,2185,2146,4334,6,6,7,1350,1355,2700,0,3,3,1355,1359,2713,0,0,0,16,16,37,0,0,0,16,16,37,5,3,12,0,0,0,0,0,0,5,0,10,0,9,7,1296,1267,2564,4,3,3,1301,1279,2581,7,10,17,1296,1271,2566,4,3,3,1304,1280,2587,924,926,1853,18913
50602,0,0,0,0,0,0,0,0,3,9,3,0,3,5,5,4,72,76,146,1276,1069,2344,422,338,759,1762,1482,3243,73,78,151,1329,1118,2442,430,337,768,1827,1531,3359,740,751,1498,24258,22948,47212,103,94,199,25099,23798,48899,36,48,84,5,6,7,0,0,0,39,54,90,19,15,36,10229,10948,21179,20,36,58,10269,11002,21273,3,0,5,0,0,0,0,0,0,3,0,7,32,40,80,6,6,3,0,0,0,38,45,88,10,4,14,1232,1598,2824,0,5,8,1242,1602,2846,298,348,640,12500,14215,26722,70,72,138,12867,14629,27498,0,4,3,1369,1120,2491,0,4,3,1373,1122,2501,3,4,6,2394,2119,4516,6,9,18,2405,2133,4537,0,4,4,21,19,49,0,0,0,21,27,48,7,0,7,0,0,0,0,0,0,7,0,7,5,0,10,443,395,840,6,7,8,453,401,857,6,0,12,443,395,840,6,7,8,456,401,860,470,468,936,15835
50603,0,0,4,3,0,0,0,5,9,15,0,0,0,5,9,15,53,53,102,766,768,1528,47,24,72,870,837,1706,60,51,104,819,820,1635,50,26,77,924,896,1817,542,587,1123,25743,25793,51538,92,81,181,26376,26467,52839,38,46,81,0,3,3,0,0,0,38,45,85,19,13,26,20529,20857,41385,38,48,84,20580,20920,41502,0,0,0,0,0,0,0,0,0,0,0,0,34,43,78,0,3,3,0,0,0,34,42,79,4,4,3,2857,3347,6204,5,9,16,2858,3358,6217,220,252,465,16950,19811,36761,59,76,135,17225,20135,37364,0,0,0,3206,2878,6088,7,5,14,3216,2879,6092,3,3,11,3726,3171,6893,10,11,23,3740,3190,6928,0,0,0,24,19,44,0,0,0,24,19,44,3,0,5,0,0,0,0,0,0,3,0,5,7,0,7,1562,1419,2978,3,0,4,1567,1421,2986,6,4,12,1562,1419,2978,3,0,4,1571,1423,2991,355,367,725,17197
50604,0,0,0,5,0,0,0,7,3,13,0,0,0,7,3,13,144,79,223,963,951,1913,60,63,120,1166,1093,2253,149,90,236,1044,1029,2073,65,63,128,1252,1179,2438,1288,1384,2670,35510,35038,70548,160,151,315,36962,36568,73536,75,91,166,3,0,7,0,0,0,81,90,169,21,20,41,21878,22785,44661,63,56,124,21957,22867,44827,3,5,6,0,0,0,0,0,0,3,5,6,67,83,151,3,0,7,0,0,0,73,83,156,5,9,10,2055,2551,4609,5,6,13,2072,2564,4634,483,581,1065,21939,25018,46957,96,100,195,22522,25694,48214,0,5,5,2831,2727,5555,8,13,13,2837,2737,5577,14,16,30,7018,6648,13662,21,29,49,7052,6689,13744,0,0,0,17,18,35,3,5,4,24,25,44,3,5,11,0,0,0,0,0,0,4,5,12,5,11,12,1800,1731,3535,4,5,4,1810,1741,3551,9,16,21,1806,1731,3535,4,5,4,1814,1748,3563,864,887,1751,20847
50605,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,42,44,83,585,553,1138,34,20,51,658,611,1270,47,44,87,621,587,1206,35,20,50,703,646,1342,597,611,1212,23628,23849,47481,87,85,172,24318,24550,48865,23,36,58,0,0,4,0,0,0,26,37,61,7,5,13,3362,3929,7296,10,10,22,3385,3952,7336,0,0,0,0,0,0,0,0,0,0,0,0,23,30,58,0,0,4,0,0,0,26,37,60,0,0,3,256,443,697,0,0,0,255,449,699,202,238,439,11608,13526,25135,43,59,97,11852,13817,25669,0,0,0,480,450,928,0,0,4,478,449,928,5,7,5,635,600,1229,0,0,0,634,608,1240,0,0,0,16,17,34,0,0,0,16,16,39,0,3,3,0,0,0,0,0,0,0,3,3,0,4,8,192,235,429,3,0,3,195,241,437,0,11,9,192,235,429,3,0,3,195,242,443,420,388,809,13275
50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,246,303,554,13,20,28,271,329,599,13,12,22,267,318,588,13,20,28,288,344,637,382,412,796,12830,13202,26031,72,56,125,13278,13674,26955,11,12,21,3,0,3,0,0,0,12,12,25,4,9,12,1642,1810,3454,7,3,5,1651,1821,3469,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,3,0,3,0,0,0,15,12,19,5,4,8,121,136,254,3,0,5,129,139,266,117,133,243,5561,6350,11915,31,31,64,5708,6514,12219,0,0,0,227,247,469,0,0,0,227,247,469,0,0,0,200,189,390,0,0,0,204,189,392,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,293,323,618,0,0,0,296,325,619,6,0,7,293,323,618,0,0,0,297,325,618,276,303,580,7778
50607,4,6,4,11,0,0,0,4,0,4,0,0,0,4,0,8,32,30,62,634,620,1255,76,73,152,740,727,1468,32,30,62,665,658,1327,74,78,153,777,769,1545,282,277,552,15720,15994,31713,34,60,90,16032,16321,32350,21,10,28,0,0,3,0,0,0,21,13,37,9,5,10,4087,4735,8827,11,12,22,4101,4752,8862,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,18,13,34,0,3,5,577,771,1347,0,0,0,576,776,1357,119,129,248,8508,10069,18578,30,40,69,8659,10238,18896,0,0,0,435,412,847,0,0,0,435,412,846,4,5,6,581,476,1059,0,5,3,584,486,1070,0,0,0,50,39,89,0,0,0,50,39,89,3,0,7,0,0,0,0,0,0,3,3,8,0,0,0,136,190,326,0,0,0,142,193,326,8,4,10,136,191,327,0,0,0,148,189,335,183,164,349,9157
50701,0,4,0,7,0,0,0,0,0,5,0,0,0,0,0,5,41,56,97,995,986,1983,41,52,95,1085,1096,2175,42,56,99,1052,1033,2086,40,49,98,1145,1144,2279,999,1019,2013,41399,42019,83424,144,139,276,42542,43177,85716,58,51,109,0,4,7,0,0,0,59,57,115,22,4,25,11604,13191,24796,23,28,51,11644,13226,24874,0,0,4,0,0,0,0,0,0,0,0,4,53,49,107,0,4,7,0,0,0,59,57,114,8,5,12,792,1180,1972,0,4,4,800,1191,1988,304,348,648,24094,27680,51771,86,92,180,24488,28119,52605,0,0,0,1030,1027,2053,0,0,0,1030,1024,2054,6,3,5,835,873,1706,0,3,4,840,878,1717,5,0,5,38,71,106,0,0,0,37,69,105,6,0,6,0,0,0,0,0,0,6,0,6,0,8,8,428,440,869,0,0,5,432,449,881,3,8,10,428,440,869,0,0,5,436,449,887,759,729,1488,24868
50702,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,57,26,87,904,740,1641,260,176,436,1224,939,2163,59,26,88,926,774,1702,259,171,439,1248,975,2225,263,293,558,15645,16542,32188,56,65,126,15975,16895,32872,17,16,26,3,3,4,0,0,0,14,15,32,7,3,4,2066,2586,4650,12,5,20,2077,2591,4676,0,0,3,0,0,0,0,0,0,0,0,3,8,13,23,3,3,4,0,0,0,15,16,29,0,7,0,183,293,474,0,3,6,184,297,480,87,85,176,6249,7711,13959,40,42,78,6381,7832,14215,0,0,0,66,57,127,0,0,0,66,61,125,0,0,0,113,93,208,0,0,0,117,94,215,0,0,0,49,52,102,0,0,0,49,52,103,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,92,112,207,0,0,0,94,118,209,0,7,6,92,112,207,0,0,0,96,122,216,184,219,397,10546
50703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,65,363,353,719,37,31,62,432,419,851,27,40,65,381,372,759,37,31,62,452,440,886,710,681,1396,15463,15473,30935,61,61,124,16232,16219,32453,29,35,65,0,0,4,0,0,0,32,40,69,3,3,7,4658,5058,9712,10,14,25,4670,5079,9745,0,0,0,0,0,0,0,0,0,0,0,0,29,37,65,0,0,4,0,0,0,32,38,67,3,5,5,215,393,609,3,9,14,221,406,628,194,212,411,7909,9021,16927,26,24,45,8133,9253,17386,0,0,0,680,669,1348,0,0,0,685,667,1350,0,0,0,366,354,719,0,0,5,365,353,724,0,0,0,20,0,19,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,578,552,1126,0,3,8,579,561,1138,0,7,4,578,547,1125,0,3,8,579,559,1142,538,513,1051,9900
50704,0,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,31,17,51,847,1048,1892,383,492,874,1259,1555,2815,31,17,51,901,1114,2015,385,490,874,1318,1617,2940,406,418,824,38587,41032,79624,121,132,254,39116,41585,80696,3,13,16,3,0,3,0,0,0,9,15,21,15,8,21,9806,11737,21544,23,28,49,9839,11779,21615,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,3,0,3,0,0,0,9,14,19,4,3,8,1178,1731,2908,3,7,13,1182,1740,2925,128,134,265,22441,27432,49868,74,96,173,22648,27659,50307,0,0,0,867,875,1738,0,0,0,868,876,1745,0,0,0,708,722,1430,0,0,4,714,721,1433,0,0,0,47,45,97,0,0,0,49,45,99,0,4,3,0,0,0,0,0,0,0,4,3,0,3,5,405,464,868,0,0,0,410,469,882,3,10,15,405,464,868,0,0,0,411,473,880,275,291,562,21920
50705,6,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,63,71,133,1433,1326,2761,282,147,426,1775,1544,3318,73,72,144,1545,1403,2948,298,156,447,1913,1629,3542,1605,1673,3279,55686,57284,112970,247,239,485,57543,59190,116738,64,65,130,3,6,11,0,0,0,69,73,143,26,32,58,4837,5956,10802,29,22,49,4899,6014,10914,0,3,3,0,0,0,0,0,0,0,3,3,62,59,121,3,6,11,0,0,0,65,67,135,6,12,16,415,805,1219,4,0,7,422,816,1245,482,534,1018,23796,28043,51842,116,147,263,24398,28724,53124,0,0,0,398,377,776,0,0,0,402,377,781,6,7,16,434,436,871,3,0,4,446,441,887,0,0,0,16,26,44,0,0,0,16,26,44,5,11,18,0,0,0,0,0,0,5,11,18,12,9,19,408,488,893,5,4,5,416,500,914,16,20,34,408,488,893,5,4,5,424,507,933,1176,1207,2384,33883
50901,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,71,73,147,1569,1412,2979,294,201,496,1937,1689,3624,74,73,148,1662,1501,3169,297,208,502,2036,1778,3814,1045,1098,2146,24995,25564,50556,192,204,398,26234,26863,53100,26,34,56,4,3,3,0,0,0,25,34,61,12,8,16,1901,2083,3987,19,17,37,1930,2110,4041,0,0,0,0,0,0,0,0,0,0,0,0,26,31,55,4,3,3,0,0,0,25,30,58,4,0,4,189,310,493,3,0,7,191,310,506,342,431,767,10460,12150,22612,108,116,223,10907,12697,23602,0,0,0,94,71,159,0,0,0,94,71,159,3,3,5,291,262,562,8,5,13,302,273,574,0,0,0,18,14,36,0,0,0,18,18,31,0,0,0,0,0,0,0,0,0,6,0,6,6,3,7,124,195,314,0,0,6,122,195,324,7,3,11,123,195,315,0,0,6,128,195,327,728,693,1418,15001
50902,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,95,80,176,2035,1238,3273,703,246,950,2832,1563,4399,111,87,204,2145,1314,3459,709,254,961,2962,1657,4624,1170,1169,2344,22641,21646,44293,238,199,442,24063,23015,47076,66,48,112,5,4,9,0,0,0,69,57,127,11,13,22,1177,1340,2519,22,11,36,1217,1362,2578,0,0,4,0,0,0,0,0,0,0,0,4,60,49,111,5,4,9,0,0,0,70,48,121,5,0,5,102,195,294,0,0,4,106,196,299,458,542,993,10746,11747,22488,128,101,225,11325,12381,23715,4,0,6,66,57,115,0,0,0,69,52,118,0,0,0,79,69,142,4,4,6,87,63,151,0,0,0,9,7,16,0,0,0,11,7,15,13,9,20,0,0,0,0,0,0,13,9,20,0,4,11,87,120,208,0,0,0,90,134,218,13,19,31,87,120,208,0,0,0,102,144,243,731,636,1362,12152
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,96,990,439,1425,121,42,161,1163,526,1688,56,50,105,1033,465,1496,124,47,168,1214,560,1773,353,393,747,7990,7522,15512,81,74,151,8418,7989,16411,20,23,37,3,0,3,0,0,0,23,24,43,0,0,0,405,444,849,11,4,18,417,454,868,0,0,0,0,0,0,0,0,0,0,4,0,20,19,41,0,0,5,0,0,0,20,20,40,0,0,0,26,55,85,0,0,0,26,54,84,132,165,295,3747,4161,7905,42,47,96,3915,4375,8293,0,0,0,18,27,47,0,0,0,18,27,45,0,0,0,22,9,31,0,0,0,22,9,32,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,24,32,61,3,3,7,33,36,72,5,3,7,24,32,61,3,3,7,33,36,72,225,234,461,4381
51001,12,59,54,113,0,0,0,0,0,0,0,0,0,0,0,0,472,419,887,7276,6997,14264,1377,1174,2554,9125,8587,17707,533,478,1016,7327,7049,14379,1404,1206,2615,9263,8742,18005,3935,4266,8200,6924,6901,13826,114,109,223,10971,11275,22253,2369,2558,4927,24,19,40,0,5,8,2394,2583,4978,42,26,71,896,1130,2027,12,12,24,951,1174,2124,184,155,339,0,0,0,0,0,0,184,161,341,2101,2331,4432,24,19,40,0,4,10,2124,2354,4479,8,6,15,79,196,281,0,5,5,82,206,294,3638,4238,7870,2572,2980,5553,61,58,119,6266,7273,13542,0,0,0,68,43,106,0,0,0,68,43,106,5,3,7,74,60,135,0,0,0,81,61,142,0,0,0,7,8,11,0,0,0,7,8,11,158,163,321,0,0,0,0,4,4,158,165,325,8,12,20,44,39,83,0,0,0,51,47,102,169,167,338,44,39,83,0,4,4,210,212,423,1981,1859,3838,4821
51002,0,12,5,21,0,0,0,0,0,0,0,0,0,0,0,0,354,223,581,7107,2104,9212,4588,910,5501,12055,3239,15292,369,236,602,7140,2128,9267,4594,910,5513,12105,3278,15385,1517,1461,2980,7506,5703,13213,53,39,95,9083,7209,16293,651,658,1310,12,6,14,0,5,6,654,666,1328,44,30,70,1567,1351,2916,15,8,21,1624,1382,3005,67,59,121,0,0,0,0,0,0,65,59,122,579,592,1169,4,6,18,0,0,3,586,597,1184,5,5,13,115,196,311,0,0,0,124,200,327,835,967,1799,3399,2776,6173,35,24,57,4263,3766,8029,0,0,0,169,117,282,0,0,0,171,118,287,20,3,26,308,242,554,0,0,3,322,253,578,0,0,0,9,0,9,0,0,0,9,0,9,108,98,205,0,0,0,0,0,0,111,98,205,6,3,10,60,45,99,0,0,0,67,50,110,109,97,212,61,45,103,3,0,3,173,142,318,1188,1048,2236,4863
51003,6,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,255,157,415,6732,2621,9358,4286,1009,5289,11275,3781,15060,267,166,429,6751,2635,9385,4288,1006,5297,11311,3808,15111,1201,1103,2301,10048,8294,18346,56,53,113,11308,9448,20757,334,340,679,4,13,13,0,0,0,340,355,692,18,12,34,1440,1407,2843,10,4,12,1469,1427,2891,11,6,19,0,0,0,0,0,0,11,6,19,315,328,648,3,10,11,0,0,0,323,342,660,3,0,6,170,258,430,0,0,0,176,264,436,415,418,833,4001,3647,7653,20,13,26,4439,4078,8517,0,0,0,193,158,351,0,0,0,190,158,352,0,0,0,153,123,272,4,0,4,159,123,282,0,0,0,7,10,22,0,0,0,7,10,22,86,76,160,0,4,3,0,0,0,91,79,170,0,5,9,45,53,99,0,0,0,46,58,105,91,82,169,46,53,102,0,0,0,138,139,271,949,893,1839,6684
51101,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,65,63,127,920,454,1372,240,78,320,1231,593,1822,65,67,133,944,483,1429,241,86,325,1258,637,1888,299,311,617,6496,6352,12843,49,61,113,6842,6724,13572,16,9,25,0,6,0,0,0,0,16,14,32,4,3,8,322,378,696,4,4,9,328,381,711,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25,0,6,0,0,0,0,16,14,32,0,0,0,36,62,100,0,0,0,36,69,101,114,122,237,2659,2984,5642,28,33,62,2795,3146,5940,0,0,0,8,6,16,0,0,0,8,4,20,0,0,0,12,14,24,0,0,0,12,15,29,0,0,0,3,5,8,0,0,0,3,5,8,3,3,7,0,0,0,0,0,0,3,3,9,0,0,0,14,20,38,0,0,0,14,20,38,3,3,7,14,26,39,0,0,0,18,26,44,206,199,405,3929
51102,3,19,13,35,0,0,0,0,0,0,0,0,0,0,0,0,43,57,103,4206,3948,8158,428,389,813,4681,4389,9071,45,62,108,4232,3974,8207,428,389,813,4713,4416,9130,504,535,1036,3176,2864,6040,42,35,74,3724,3434,7157,30,18,47,0,0,0,0,0,0,30,18,47,4,0,8,427,491,913,11,6,17,435,502,938,0,0,0,0,0,0,0,0,0,0,0,0,31,18,50,0,0,0,0,0,0,31,18,50,0,4,4,72,81,158,0,0,0,72,85,158,234,287,514,1383,1395,2776,24,22,44,1638,1703,3337,0,0,0,24,18,33,0,0,0,23,18,40,0,0,0,27,17,46,0,0,4,34,19,47,0,0,0,3,7,3,0,0,0,3,7,3,12,5,18,0,0,0,0,0,0,12,5,18,5,0,5,6,13,22,0,0,0,11,12,23,17,9,21,6,13,22,0,0,0,24,19,45,271,237,515,2025
