SA3_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
50502,337,52653,125,53115,92,5135,25,5255,189,10529,46,10767,60,1928,16,2001,31,2325,20,2376,11,798,6,812,29,1281,3879,5194,755,74658,4113,79525,435,57165,139,57738,109,5187,21,5316,234,11881,52,12166,57,2286,23,2363,40,3203,32,3276,13,1060,5,1083,33,1510,3308,4855,917,82299,3573,86793,775,109819,264,110851,207,10328,44,10576,424,22411,98,22935,115,4218,37,4369,74,5532,49,5651,24,1861,10,1893,65,2795,7187,10044,1671,156956,7688,166320
50503,401,41739,118,42255,137,7468,26,7630,315,14985,64,15366,73,2460,10,2546,28,1673,10,1715,18,737,7,758,34,1205,3455,4692,1004,70262,3695,74965,480,47783,112,48381,184,7213,24,7419,354,14143,54,14558,81,2330,17,2432,41,2065,11,2116,16,988,7,1013,37,1420,2393,3846,1196,75951,2619,79768,882,89529,231,90638,322,14682,44,15051,671,29130,123,29924,157,4789,30,4978,72,3733,23,3835,29,1726,16,1769,67,2621,5844,8540,2200,146214,6312,154731
50601,243,17768,39,18054,109,3234,16,3368,243,7401,40,7675,75,1254,13,1342,40,743,3,792,13,213,0,222,39,529,1782,2355,768,31149,1892,33806,316,20149,54,20519,117,3209,22,3350,245,6881,37,7160,55,1146,16,1214,31,792,13,828,5,248,7,250,33,570,1388,1995,804,32992,1531,35330,563,37919,90,38573,231,6447,43,6717,485,14278,76,14839,130,2401,27,2562,72,1536,14,1621,14,459,6,477,75,1099,3168,4345,1568,64140,3422,69134
50602,257,19931,54,20238,72,2230,12,2318,148,4327,23,4496,36,755,9,800,27,657,0,688,4,272,3,282,35,628,2016,2685,582,28802,2112,31498,271,20231,40,20537,90,1913,9,2016,162,3884,19,4060,29,706,19,754,30,841,6,881,9,269,3,287,31,610,1512,2151,619,28455,1607,30685,526,40154,88,40777,169,4143,19,4335,308,8207,46,8559,64,1462,22,1554,56,1501,6,1569,14,543,8,562,62,1245,3530,4842,1202,57258,3719,62185
50603,157,26779,58,26990,44,2244,11,2296,119,4576,31,4727,22,846,3,874,16,918,9,943,8,292,0,295,15,761,1553,2332,381,36416,1665,38464,169,27091,55,27319,56,2153,9,2214,142,4925,18,5082,37,945,11,987,15,1132,12,1159,13,440,0,448,11,1004,1213,2238,444,37689,1318,39451,328,53870,117,54309,102,4397,16,4516,258,9503,44,9808,58,1793,14,1868,27,2048,19,2103,20,726,0,746,28,1771,2771,4568,830,74102,2985,77916
50604,313,26066,75,26446,117,3863,22,4005,515,9425,42,9980,79,1722,8,1809,65,1509,7,1582,35,761,8,800,65,971,2130,3176,1185,44321,2290,47793,370,27436,65,27866,139,3693,15,3852,388,8709,35,9127,69,1597,9,1675,46,1652,15,1716,8,903,0,916,38,982,1728,2749,1067,44968,1866,47899,681,53499,140,54315,260,7554,38,7857,899,18132,72,19103,149,3319,18,3484,113,3166,23,3294,39,1665,4,1713,105,1958,3858,5920,2247,89290,4158,95694
50605,137,11603,29,11772,49,2267,3,2327,111,5087,23,5218,32,875,8,910,12,534,3,555,7,112,0,123,14,305,961,1278,361,20795,1029,22186,166,13297,33,13499,67,2142,6,2218,108,4736,15,4860,25,719,5,755,15,538,8,561,0,133,0,136,16,411,726,1155,406,21984,788,23175,304,24904,59,25270,110,4416,11,4540,218,9820,35,10076,59,1592,12,1665,29,1075,7,1119,10,244,6,259,30,710,1683,2428,770,42774,1820,45359
50606,84,4948,18,5051,27,1375,10,1413,99,3238,15,3351,11,570,5,585,4,243,4,253,12,45,0,51,5,189,594,789,242,10607,638,11487,122,6225,19,6372,40,1346,7,1381,67,2702,14,2776,10,368,3,385,0,177,0,181,0,25,0,27,3,152,406,556,242,10995,446,11683,203,11175,35,11419,60,2720,16,2797,164,5936,31,6127,28,939,4,971,4,415,3,434,12,70,0,81,10,342,999,1347,482,21603,1087,23169
50607,93,12867,19,12986,18,848,0,871,32,1639,9,1682,6,245,0,253,10,195,0,204,3,56,0,58,12,325,754,1088,183,16176,787,17141,82,13531,35,13644,37,973,4,1016,38,2026,5,2066,12,299,0,316,4,277,4,289,3,98,0,102,16,514,709,1237,197,17713,758,18666,173,26402,53,26633,57,1826,8,1889,74,3668,10,3742,19,545,0,570,17,468,8,490,0,149,0,155,29,835,1465,2330,375,33895,1545,35811
50701,242,25269,64,25570,96,3973,17,4083,177,8158,38,8373,48,1358,7,1410,28,1217,7,1254,9,248,0,260,17,641,2011,2669,617,40853,2140,43615,325,28710,55,29085,97,3588,12,3702,198,7592,34,7826,42,1320,17,1377,26,1381,12,1413,5,323,0,329,19,746,1503,2270,721,43658,1629,46003,569,53971,118,54656,195,7563,23,7783,380,15752,71,16199,90,2674,22,2787,56,2598,22,2670,12,567,3,584,38,1391,3514,4938,1336,84512,3771,89615
50702,85,10456,35,10572,20,1011,6,1038,52,1961,10,2021,14,318,4,333,12,388,3,403,0,74,0,78,15,327,968,1304,194,14536,1019,15748,102,11933,37,12073,29,845,7,885,39,1901,8,1956,18,314,5,329,13,485,8,504,0,99,0,102,11,430,756,1193,213,16007,814,17038,191,22392,66,22643,51,1852,10,1925,92,3865,19,3975,26,628,5,663,21,873,7,903,5,174,0,179,21,757,1723,2500,409,30545,1835,32791
50703,183,8279,21,8474,46,1688,9,1745,514,4075,18,4600,38,649,3,695,53,387,4,444,50,97,0,153,25,351,896,1270,907,15528,949,17385,191,9339,24,9555,69,1538,4,1615,132,3338,14,3485,37,564,3,604,21,406,6,435,3,111,0,116,15,265,651,926,467,15561,704,16734,371,17620,39,18029,121,3224,17,3363,648,7407,30,8086,80,1217,9,1303,68,800,8,882,49,210,5,261,38,620,1545,2194,1376,31090,1651,34116
50704,134,28340,67,28544,38,2365,11,2413,64,5001,24,5093,24,771,8,804,16,617,3,634,0,139,0,140,10,582,1388,1976,290,37813,1501,39601,172,31040,57,31269,26,2554,12,2595,81,6149,44,6270,21,930,8,957,7,954,13,976,3,210,0,211,17,766,1161,1942,329,42603,1293,44227,307,59378,132,59813,67,4923,21,5006,145,11150,67,11361,43,1702,16,1764,24,1571,19,1615,3,347,0,357,29,1340,2546,3917,621,80414,2795,83829
50705,377,22534,85,23002,147,5940,24,6115,304,12537,64,12908,68,2040,14,2121,33,1009,11,1056,7,152,5,161,38,791,3398,4230,975,45010,3600,49585,435,26464,82,26978,155,5805,19,5979,294,12184,59,12533,90,1927,14,2030,25,1118,18,1157,0,157,3,166,37,999,2081,3121,1029,48656,2271,51960,809,49002,162,49978,303,11747,48,12093,595,24720,123,25439,157,3970,27,4152,61,2125,30,2213,11,311,5,327,79,1793,5473,7345,2011,93668,5876,101553
50901,191,9877,55,10128,80,2334,19,2433,364,6533,52,6952,66,1206,11,1284,74,905,12,991,16,169,4,187,53,588,1556,2194,848,21611,1709,24171,215,11976,64,12254,118,2467,20,2597,261,5554,56,5872,59,886,9,953,40,709,17,757,3,150,5,156,62,602,1368,2032,751,22345,1535,24631,410,21851,121,22381,195,4803,41,5037,625,12090,105,12819,130,2092,18,2242,108,1613,26,1745,20,319,7,347,115,1190,2925,4229,1601,43953,3237,48794
50902,213,8115,64,8392,103,2196,34,2330,281,6443,55,6781,61,1317,17,1396,60,929,17,1004,10,59,0,65,65,842,2537,3454,792,19897,2728,23418,216,9171,59,9447,120,2212,14,2353,279,5377,44,5701,57,929,10,1002,45,631,19,693,0,62,0,63,74,501,1956,2538,797,18887,2108,21792,429,17283,129,17843,227,4410,48,4679,557,11821,101,12480,119,2246,25,2396,100,1561,36,1697,11,119,3,130,146,1342,4494,5985,1592,38784,4832,45211
50903,58,3080,22,3155,25,715,9,753,96,2070,17,2184,26,440,3,473,26,317,6,353,4,32,0,35,15,188,772,970,255,6842,836,7927,72,3299,22,3393,37,782,4,830,105,1676,20,1807,26,318,11,353,12,188,0,205,0,18,0,23,16,170,687,875,277,6459,756,7491,134,6378,40,6550,66,1497,23,1583,204,3749,40,3990,52,759,15,827,37,509,12,557,3,49,0,58,33,361,1456,1852,532,13304,1588,15416
51001,1074,3495,37,4603,704,694,9,1408,1446,1522,29,2995,402,264,6,667,451,160,3,619,136,33,3,167,388,165,1689,2243,4591,6331,1776,12699,1334,4696,27,6053,927,587,13,1527,1442,971,19,2431,400,137,10,544,378,60,0,442,116,18,0,140,363,116,1746,2225,4960,6575,1818,13358,2406,8188,61,10657,1629,1284,24,2935,2887,2488,48,5424,800,398,12,1212,827,222,9,1059,251,45,0,307,755,279,3435,4464,9558,12913,3593,26057
51002,482,3875,28,4383,273,1066,9,1349,434,1800,9,2249,120,268,6,387,94,96,4,190,30,33,0,68,84,129,2611,2821,1517,7268,2665,11454,522,3523,17,4067,260,549,0,815,396,892,10,1299,107,110,3,220,91,80,0,178,28,32,0,63,107,66,1213,1388,1523,5264,1239,8031,1012,7399,47,8450,537,1617,8,2164,835,2693,16,3545,228,374,5,607,190,176,7,372,65,67,3,129,187,200,3819,4203,3042,12530,3909,19479
51003,352,4563,21,4942,193,1239,3,1432,440,2141,11,2591,76,265,0,342,78,99,4,180,28,43,0,70,38,143,2348,2531,1207,8497,2385,12092,363,4678,22,5061,180,749,4,933,293,1182,7,1481,59,148,0,206,56,71,5,127,14,19,0,33,42,85,1413,1541,1007,6930,1453,9389,723,9241,43,10004,367,1988,12,2370,736,3321,20,4074,140,408,3,550,132,173,5,311,44,63,0,103,80,233,3759,4071,2218,15424,3837,21480
51101,43,2314,9,2369,27,698,9,733,75,1681,15,1764,17,328,6,353,15,213,0,234,0,16,0,16,16,159,652,832,196,5405,690,6288,79,2777,18,2882,43,729,5,779,58,1231,15,1297,11,274,0,287,4,174,3,185,6,11,0,15,12,130,531,664,216,5326,577,6117,128,5092,28,5249,73,1430,20,1512,130,2906,26,3061,30,601,8,643,25,388,9,419,6,24,0,28,22,287,1186,1497,413,10728,1267,12407
51102,73,1304,14,1393,46,367,8,431,117,883,9,1008,50,183,0,231,37,134,0,176,4,26,0,31,41,88,546,680,371,2991,580,3946,81,1611,11,1706,72,290,0,362,131,627,8,756,41,103,0,142,31,90,0,121,10,18,0,28,38,61,453,551,398,2801,475,3672,155,2922,22,3101,122,662,7,793,244,1510,16,1770,88,288,0,368,70,227,0,295,14,41,0,60,80,148,1003,1232,770,5791,1055,7624
51103,323,5482,24,5825,206,1624,14,1848,519,3626,23,4172,129,628,6,766,142,315,8,464,41,60,0,98,132,308,2420,2854,1494,12042,2494,16033,320,5695,22,6037,229,1235,4,1471,483,2513,18,3011,118,386,6,511,133,267,5,403,32,39,3,67,150,230,1438,1818,1459,10369,1496,13322,644,11179,40,11869,435,2861,21,3316,1003,6142,46,7188,246,1017,12,1279,268,585,14,868,71,92,3,171,280,535,3855,4670,2959,22413,3989,29361
51104,397,7196,35,7628,189,2313,9,2506,584,5619,43,6250,140,1110,10,1260,124,825,12,961,23,85,0,112,107,382,2673,3163,1559,17528,2792,21875,505,8614,51,9176,300,2320,17,2640,571,4551,37,5154,125,826,7,958,84,608,12,709,18,99,0,120,131,358,2023,2512,1741,17380,2143,21261,902,15812,91,16804,488,4634,25,5152,1151,10169,80,11402,260,1935,19,2219,209,1424,30,1662,44,182,0,228,240,740,4695,5673,3303,34904,4932,43136
59797,5,138,0,139,3,33,0,38,0,63,0,59,0,9,0,13,0,0,0,0,0,3,0,3,0,8,191,197,7,256,193,453,0,33,0,30,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,3,38,19,61,9,167,0,173,3,34,0,38,0,66,0,61,0,11,0,16,0,0,0,0,0,3,0,3,0,8,214,226,9,289,218,515
59999,39,952,5,994,17,216,0,231,62,546,3,617,20,109,5,137,13,56,0,78,4,12,0,10,592,855,711,2158,747,2752,731,4222,42,984,4,1030,22,184,0,205,37,370,5,410,18,71,0,90,9,33,0,36,5,9,0,14,455,350,407,1212,592,1997,417,3007,75,1937,6,2024,31,399,3,438,105,913,11,1024,40,176,12,225,27,87,0,117,5,24,0,30,1048,1207,1115,3375,1338,4747,1145,7225
