SA3_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
50602,21,563,586,7,182,186,30,398,426,40,825,860,40,1638,1674,46,1126,1176,43,1371,1417,55,1631,1685,47,2014,2065,66,2159,2224,53,1864,1917,52,1633,1680,86,3683,3767,54,1988,2042,44,1947,1986,115,4722,4836,66,1956,2021,27,371,399,869,30074,30940
50603,12,639,654,5,264,263,17,445,464,25,730,758,37,1774,1811,27,1331,1357,37,1709,1747,35,1832,1867,47,2247,2294,41,2310,2355,21,1905,1928,31,1800,1831,54,3841,3896,36,2585,2620,29,2358,2382,82,5434,5517,61,2484,2545,14,397,414,619,34094,34710
50604,23,727,753,15,212,226,27,453,486,39,898,933,46,2150,2197,71,1631,1703,93,2456,2547,76,2505,2577,101,3044,3150,104,3131,3231,70,2558,2628,60,2439,2497,155,4954,5108,98,3232,3330,55,2595,2649,120,4756,4879,137,3037,3177,28,584,609,1309,41369,42675
50605,10,314,323,0,152,152,8,208,218,11,374,388,24,976,995,26,783,807,28,1103,1133,22,1086,1112,36,1403,1441,45,1396,1437,28,1070,1101,35,1060,1098,62,2336,2399,54,1640,1688,40,1449,1488,87,3360,3451,57,1645,1710,7,300,307,584,20662,21248
50606,3,114,116,0,45,45,0,81,81,6,109,112,0,271,270,9,241,250,16,420,436,14,412,420,27,542,567,28,630,658,22,575,594,22,638,667,51,1350,1400,39,944,980,36,763,797,51,1516,1570,52,1079,1134,4,127,135,384,9852,10232
50607,9,376,381,4,136,139,7,238,247,12,373,382,13,809,821,18,741,767,15,716,725,8,811,823,12,1019,1030,14,1074,1093,11,921,938,9,857,868,24,1806,1830,11,974,990,11,1085,1095,55,4277,4332,23,1008,1030,8,199,205,263,17428,17690
50701,21,599,616,7,226,233,18,454,475,28,799,823,46,1970,2015,44,1323,1367,40,1963,2001,50,2061,2106,69,2507,2577,72,2612,2687,56,2338,2390,48,2257,2309,112,5095,5209,74,3495,3566,48,3269,3313,157,7153,7305,97,3131,3224,23,504,522,1005,41738,42742
50702,6,276,279,5,109,112,21,247,269,20,430,445,20,938,951,13,623,628,13,753,770,24,752,769,9,889,901,25,893,918,10,707,719,14,752,765,30,1562,1591,12,864,878,17,1054,1073,54,3664,3717,27,1096,1128,14,205,219,325,15795,16121
50703,9,187,193,13,64,75,12,158,175,21,319,340,24,721,749,33,577,612,44,747,794,39,873,913,52,1027,1081,49,1100,1150,44,1018,1064,33,950,985,61,1880,1945,41,1242,1286,39,988,1024,70,1550,1615,56,1385,1445,8,206,218,657,15009,15666
50704,10,665,675,8,335,339,14,474,485,11,733,746,30,1951,1976,20,1457,1473,28,1819,1848,11,1873,1885,28,2200,2235,21,2230,2253,26,1760,1786,16,1756,1775,40,3776,3811,41,2470,2511,27,2728,2756,108,9876,9988,34,2422,2455,6,455,461,473,38986,39453
50705,16,666,683,3,239,247,23,487,504,33,959,994,52,2441,2496,81,2066,2145,89,2707,2797,93,2700,2793,100,3004,3103,105,3014,3119,102,2688,2786,65,2549,2620,207,5332,5538,119,3443,3563,100,3114,3221,221,5955,6177,187,4705,4893,33,728,761,1626,46804,48428
50901,23,350,369,10,186,196,21,325,349,41,577,622,77,1683,1752,55,1270,1329,76,1734,1810,81,1605,1695,82,1789,1865,71,1686,1763,53,1209,1260,41,1180,1221,83,2225,2305,58,1400,1455,38,1049,1084,70,1854,1929,91,1649,1738,41,467,504,1014,22245,23262
50902,28,357,391,7,140,151,26,300,332,31,522,550,54,1572,1624,60,890,951,78,1446,1522,77,1342,1425,89,1362,1457,77,1362,1435,61,969,1025,46,989,1038,96,1886,1983,60,1144,1204,51,925,974,64,1811,1873,97,1832,1935,56,474,528,1063,19335,20393
50903,14,117,128,6,51,58,20,109,124,15,165,175,32,533,558,28,305,329,29,460,488,27,461,487,34,537,572,22,479,507,20,359,380,11,374,384,26,703,725,16,381,397,13,343,353,9,658,669,33,614,647,14,206,219,356,6851,7212
51001,40,85,121,49,24,78,204,37,240,245,82,326,317,135,450,202,119,319,315,154,467,301,178,485,313,314,630,276,335,612,177,349,528,157,366,524,282,811,1093,157,515,674,128,558,693,232,1100,1338,433,651,1086,236,137,372,4073,5971,10043
51002,30,40,67,4,15,16,31,19,52,44,33,80,55,38,96,38,39,80,85,55,136,66,76,146,76,138,216,74,188,265,57,243,303,64,274,346,141,704,848,79,386,467,116,570,685,253,1740,1995,152,415,567,65,87,149,1441,5068,6508
51003,23,39,61,11,12,24,28,25,49,31,35,63,41,53,96,37,44,79,39,75,110,54,83,138,55,149,205,46,201,244,38,250,289,56,333,390,117,934,1047,70,458,531,84,775,860,266,2596,2863,105,632,730,29,71,102,1125,6761,7888
51101,10,89,92,4,42,49,6,74,83,8,140,155,12,387,400,10,248,255,18,311,341,12,314,330,28,366,395,26,368,389,18,278,301,8,306,316,24,629,657,14,344,360,18,332,351,25,576,600,35,520,558,10,140,151,296,5482,5777
51102,6,50,59,4,20,24,22,31,61,26,69,97,37,165,197,22,103,131,31,161,193,37,165,201,34,176,210,22,182,210,24,120,145,18,167,184,30,316,350,23,196,224,15,173,183,28,326,356,39,305,344,19,104,118,451,2841,3291
51103,24,143,166,7,58,64,47,103,151,56,156,217,86,424,511,58,254,318,104,350,453,83,399,482,97,477,578,72,536,603,86,565,648,62,586,641,107,1485,1593,71,837,905,71,999,1065,144,2405,2545,134,886,1023,83,232,313,1387,10891,12275
51104,38,335,374,18,113,130,57,281,336,97,474,567,116,1214,1329,95,851,940,129,1209,1339,144,1108,1252,124,1167,1287,126,1162,1297,120,915,1035,97,873,972,164,1871,2038,94,1160,1254,82,1001,1080,137,1882,2013,211,1582,1794,72,384,452,1919,17576,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
