SA3_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
50502,69,4358,6160,10523,35,77,113,2099,2862,4965,9,23,33,2141,2963,5106,345,487,833,22627,28424,51049,120,157,276,23087,29069,52153,82,78,155,3119,3327,6448,4481,3879,8361,7688,7284,14969,1184,1266,2453,95066,101627,196695,4790,4218,9005,101037,107110,208149
50503,56,4311,6068,10373,48,75,127,1990,2729,4716,17,22,38,2052,2825,4877,495,616,1116,22667,28300,50965,110,122,237,23274,29037,52305,140,135,280,3775,3801,7571,4179,3014,7194,8089,6950,15039,1910,2061,3969,96132,100611,196744,4478,3316,7794,102522,105984,208506
50601,39,2115,3067,5179,33,67,104,992,1401,2389,13,14,23,1032,1486,2518,363,460,829,10438,12823,23256,57,90,142,10858,13369,24229,115,91,205,1663,1575,3238,2215,1807,4021,3994,3467,7467,1366,1417,2785,42882,44187,87071,2352,1973,4327,46604,47583,94184
50602,21,1595,2106,3700,32,56,87,711,957,1667,7,10,13,747,1020,1765,252,331,583,8029,9393,17425,47,49,97,8330,9775,18106,68,38,108,1206,1153,2361,2267,1756,4022,3541,2945,6489,854,865,1717,34930,34404,69329,2393,1881,4266,38172,37142,75312
50603,23,1887,2498,4384,25,29,52,912,1154,2071,4,15,16,941,1199,2140,184,240,417,9940,11763,21709,51,58,107,10175,12060,22231,45,61,98,1526,1711,3238,1778,1415,3188,3344,3176,6525,618,689,1301,46884,47516,94392,1894,1542,3438,49396,49742,99139
50604,37,2702,3593,6300,46,83,127,1285,1768,3052,10,12,17,1334,1858,3197,397,550,948,13702,16108,29811,65,69,138,14165,16732,30895,448,207,658,2845,2289,5138,2602,2194,4801,5904,4696,10596,1777,1667,3448,58902,58843,117744,2807,2375,5182,63485,62887,126376
50605,17,1537,1967,3505,17,21,40,711,876,1594,4,0,6,736,899,1639,158,199,357,7566,8879,16442,21,35,58,7744,9114,16859,31,41,73,1025,985,2006,1135,852,1984,2194,1879,4067,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762
50606,9,670,914,1580,4,8,10,271,342,617,0,4,6,279,358,634,103,121,227,3579,4265,7839,18,22,47,3705,4408,8114,80,20,106,838,545,1380,709,506,1211,1630,1067,2694,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242
50607,13,896,1236,2134,11,19,33,407,528,941,0,4,8,422,553,975,84,88,172,4909,5907,10820,17,34,50,5014,6028,11041,27,24,49,693,780,1476,839,795,1627,1559,1597,3156,335,312,644,20063,21010,41076,877,856,1733,21275,22177,43448
50701,34,2328,3328,5657,20,43,63,1047,1426,2476,5,12,17,1073,1481,2558,295,353,642,12772,15606,28374,65,85,150,13127,16042,29170,82,62,146,1957,1941,3896,2312,1787,4094,4352,3787,8141,1111,1113,2224,53471,55707,109180,2471,1954,4424,57054,58771,115824
50702,14,980,1237,2219,12,19,26,463,525,987,3,5,5,478,549,1022,98,114,206,4928,5903,10827,20,32,54,5046,6044,11092,25,14,44,719,765,1485,1091,872,1962,1837,1645,3481,301,321,621,17864,19332,37197,1163,933,2092,19324,20592,39910
50703,12,1025,1442,2463,14,28,45,490,687,1175,4,4,3,506,720,1227,208,271,476,5085,6163,11246,22,18,45,5319,6445,11768,537,41,581,1530,691,2224,1122,855,1979,3190,1594,4785,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867
50704,41,2273,3070,5343,15,23,35,985,1248,2229,6,21,30,1011,1288,2295,125,155,279,12159,14868,27025,71,91,157,12352,15110,27460,30,41,74,1574,1798,3375,1537,1294,2833,3146,3134,6283,445,481,927,48779,53262,102037,1693,1469,3163,50918,55210,106127
50705,56,3400,4783,8182,44,69,116,1712,2202,3919,23,27,44,1776,2296,4078,488,610,1098,16817,20848,37663,103,118,222,17405,21576,38980,120,107,234,2453,2666,5117,3978,2624,6597,6550,5397,11949,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678
50901,35,1917,2532,4448,32,59,92,983,1156,2136,5,18,27,1018,1234,2254,310,403,715,8685,10019,18702,60,88,154,9053,10512,19568,268,112,378,1394,1085,2483,1903,1666,3572,3567,2862,6434,1295,1202,2497,27449,27968,55412,2090,1882,3973,30830,31049,61880
50902,43,1842,2034,3874,53,79,133,925,990,1915,13,7,19,990,1077,2067,380,440,822,7817,8303,16124,87,70,158,8285,8812,17099,104,93,198,1262,798,2055,2933,2330,5262,4297,3215,7513,1315,1285,2597,24376,23233,47606,3185,2547,5732,28873,27059,55937
50903,22,586,677,1264,14,28,41,276,359,634,4,9,17,290,392,683,127,170,291,2620,2819,5439,33,39,71,2772,3023,5795,36,44,79,333,294,619,940,857,1799,1311,1184,2496,398,435,829,8497,8078,16571,1019,936,1954,9908,9448,19357
51001,4,438,601,1035,65,159,226,109,93,202,0,6,6,176,255,429,981,1436,2415,1521,1722,3243,15,17,37,2522,3180,5703,968,732,1699,345,288,632,2157,2198,4356,3465,3225,6690,7073,7331,14408,7952,8138,16096,2283,2310,4590,17306,17780,35092
51002,0,286,329,613,33,52,85,64,66,130,4,0,5,99,120,217,445,536,979,1509,1378,2891,8,9,19,1962,1925,3895,167,159,330,362,251,609,2891,1484,4378,3416,1896,5316,2351,2310,4657,9176,7125,16301,2960,1528,4486,14487,10955,25443
51003,4,315,364,677,27,34,66,79,80,158,0,0,0,108,120,224,334,392,732,1875,1804,3680,18,9,32,2227,2215,4438,246,89,336,465,326,791,2844,1848,4695,3555,2269,5818,1806,1565,3365,11623,9796,21416,2907,1900,4809,16330,13262,29594
51101,9,419,475,896,9,17,19,192,227,417,0,3,7,198,242,449,83,98,185,1970,2141,4113,17,22,41,2070,2269,4339,39,26,70,250,209,457,799,677,1481,1090,915,2002,347,339,684,6894,6797,13686,854,742,1600,8093,7881,15970
51102,5,181,203,388,27,32,54,92,73,163,0,0,0,114,103,217,165,187,355,825,809,1638,8,4,17,1005,1001,2005,55,49,103,162,152,311,685,560,1247,904,760,1665,563,577,1139,3656,3403,7057,735,608,1339,4954,4578,9537
51103,13,653,910,1566,47,83,130,315,348,662,5,4,12,365,436,802,424,516,942,3451,3540,6987,36,27,66,3910,4089,7997,363,232,596,721,559,1285,2809,1771,4576,3892,2566,6456,2240,2153,4397,15496,13611,29109,2909,1851,4761,20641,17624,38267
51104,28,1486,1787,3282,101,166,265,784,906,1684,13,10,21,894,1077,1968,632,840,1472,6655,7271,13919,72,70,144,7357,8184,15534,350,255,602,985,926,1913,3191,2546,5735,4527,3723,8248,2536,2664,5200,21992,21720,43708,3360,2716,6076,27893,27096,54981
59797,0,3,0,3,0,0,0,7,0,7,0,0,0,7,0,7,3,0,3,35,4,39,0,0,0,43,4,43,0,0,0,5,0,8,191,19,214,204,20,226,7,3,9,256,32,293,193,19,218,455,58,514
59999,0,152,163,318,12,5,18,64,61,125,0,3,5,79,67,147,81,76,152,676,629,1306,11,12,19,768,713,1482,610,492,1106,915,384,1303,753,436,1191,2281,1315,3591,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055
