SA3_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
50502,812,959,1775,77832,85242,163073,4125,3585,7713,82764,89795,172558,417,462,886,54277,52239,106511,122,103,225,54814,52801,107619,90,62,151,2586,2432,5016,16,9,21,2691,2504,5192,506,527,1032,56864,54666,111532,139,107,253,57509,55303,112810,282,405,689,20204,29742,49947,123,175,300,20609,30323,50937,22,28,50,763,832,1597,3863,3298,7159,4646,4164,8812,17.2,11.8,14.5,4.6,4.4,4.5,11.4,8.2,10,4.7,4.5,4.6,62.3,54.7,58.2,73.1,64.1,68.4,3.4,3.1,3.2,69.5,61.6,65.4,51.5,48.2,49.7,69.7,61.3,65.3,3,2.8,2.9,66.2,58.8,62.4,60,129,191,5692,10149,15842,6,14,15,5762,10291,16051,355,330,683,47924,41594,89522,111,80,184,48388,42002,90395,12,18,36,3852,2630,6485,13,3,18,3881,2659,6534,18,19,39,6114,6142,12251,5,7,11,6138,6174,12311,12,10,28,1893,3417,5309,3,11,15,1908,3439,5347,64,98,152,17327,21253,38581,26,27,56,17414,21376,38789,35,80,115,8014,9419,17437,27,19,51,8081,9520,17605,175,158,331,14639,7726,22367,58,23
50503,1110,1289,2400,74081,79676,153759,3714,2633,6352,78914,83602,162511,618,573,1185,53166,49668,102833,130,101,228,53908,50335,104251,126,99,231,3037,3043,6080,16,6,27,3182,3155,6333,744,674,1416,56207,52705,108910,147,105,255,57094,53489,110581,343,590,941,17021,25939,42960,114,150,265,17480,26684,44164,26,20,43,856,1025,1883,3456,2380,5834,4332,3430,7761,17.1,15.3,16.2,5.4,5.8,5.6,11.6,7.5,9.8,5.6,5.9,5.7,66.7,52.4,59,75.9,66.2,70.8,4,4.1,4,72.4,64,68,55.3,44.4,49.5,71.8,62.3,66.9,3.5,3.8,3.6,68.3,60.2,64.1,53,137,190,4735,7892,12628,13,13,28,4806,8041,12849,544,421,968,47695,41254,88942,111,77,184,48346,41748,90097,26,19,43,4015,2483,6498,11,3,11,4050,2508,6556,6,5,13,2297,2412,4710,0,0,0,2299,2424,4729,11,23,27,810,1920,2734,4,4,5,820,1942,2766,28,79,103,7901,12490,20396,11,22,37,7948,12591,20539,34,99,136,6699,9678,16378,15,17,32,6750,9794,16541,264,226,493,21532,11784,33317,82,38
50601,831,868,1708,32544,34416,66963,1896,1535,3427,35273,36821,72096,413,348,765,23115,20462,43577,58,51,114,23594,20859,44453,107,82,191,1367,1447,2817,0,6,11,1483,1535,3013,529,432,955,24490,21902,46394,63,59,120,25077,22395,47471,273,415,692,7729,12139,19866,58,88,155,8064,12647,20715,36,25,59,335,372,707,1767,1389,3152,2135,1779,3915,20.7,19.3,20.1,5.6,6.6,6.1,6.3,10.5,8.3,5.9,6.9,6.4,63,49.5,56.1,75.2,63.6,69.3,3.4,3.7,3.5,71.1,60.8,65.8,49.9,40,44.9,71,59.4,65.1,3.2,3.3,3.2,66.9,56.6,61.7,56,82,141,2279,3920,6203,3,7,11,2339,4012,6351,355,264,618,20524,16298,36823,49,40,91,20933,16593,37530,8,9,20,1269,904,2175,0,5,5,1278,915,2197,5,8,14,1436,1576,3017,3,0,3,1440,1587,3024,3,12,17,425,831,1260,4,0,0,434,844,1274,21,33,54,3966,5920,9887,4,11,13,3989,5961,9949,36,80,115,3052,3805,6859,8,12,17,3086,3899,6994,193,147,345,8905,5453,14357,27,17
50602,625,657,1281,29594,29178,58776,2117,1610,3727,32341,31450,63786,317,315,638,21455,18856,40312,53,36,84,21825,19211,41031,51,60,112,1158,1001,2157,5,0,4,1211,1059,2274,375,377,749,22608,19859,42464,52,37,92,23038,20274,43306,224,261,484,6555,8928,15483,52,75,122,6826,9262,16092,27,22,54,430,391,828,2017,1503,3514,2478,1915,4393,13.9,15.2,14.6,5.1,5,5.1,5.7,5.3,5.5,5.3,5.2,5.2,59.6,57,58.3,76.4,68.1,72.3,2.5,2.4,2.4,71.2,64.5,67.9,51.3,48.3,49.8,72.5,64.6,68.6,2.4,2.2,2.3,67.5,61.1,64.3,45,75,117,2253,3672,5922,3,7,6,2298,3754,6053,268,234,506,18926,15012,33941,42,24,66,19241,15268,34507,4,0,12,1225,773,1999,0,5,0,1227,781,2015,14,11,26,2401,2407,4812,3,3,3,2416,2427,4846,4,6,14,611,1028,1645,0,0,0,620,1041,1657,36,69,107,6141,7253,13384,8,10,16,6184,7328,13514,32,58,96,2997,3222,6218,5,5,7,3036,3283,6324,137,116,250,5836,3024,8861,25,5
50603,425,483,904,38175,39416,77588,1666,1321,2990,40263,41222,81486,198,191,386,25974,22682,48658,53,29,75,26220,22904,49120,46,45,97,1557,1418,2979,7,0,6,1614,1467,3087,244,237,484,27535,24104,51636,51,29,82,27830,24371,52205,169,235,401,10090,14625,24713,56,70,125,10308,14935,25243,12,9,18,551,687,1244,1563,1219,2773,2123,1911,4034,19.6,19.7,19.6,5.7,5.9,5.8,9.3,6.5,8.2,5.8,6,5.9,57.9,49.7,53.5,72.1,61.1,66.5,3.2,2.3,2.8,69.1,59.1,64.1,46.6,39.9,43,68,57.5,62.7,2.9,2.2,2.6,65.1,55.6,60.3,28,47,73,2941,4496,7435,5,5,4,2971,4546,7518,159,140,302,22625,17922,40543,41,27,67,22831,18085,40913,4,9,15,1556,933,2486,0,0,5,1559,938,2504,7,11,18,3798,3568,7365,6,0,8,3808,3578,7380,5,4,8,722,1284,2008,0,0,0,727,1297,2017,16,29,48,8581,9752,18329,11,15,30,8609,9795,18407,12,30,45,3824,4106,7933,10,16,23,3853,4145,7995,84,83,166,6477,3329,9804,24,9
50604,1236,1144,2375,46518,47040,93560,2303,1871,4171,50056,50054,100107,461,414,878,31388,26001,57388,77,50,123,31927,26460,58391,119,106,226,2058,1956,4015,4,5,9,2182,2067,4249,583,525,1100,33447,27957,61401,81,55,136,34109,28530,62643,614,584,1199,12424,18422,30846,88,105,189,13124,19108,32233,45,33,77,648,665,1316,2129,1716,3845,2824,2414,5233,20.5,20.5,20.5,6.2,7,6.5,7.3,11.1,8.8,6.4,7.2,6.8,47,45.7,46.4,71.9,59.4,65.6,3.6,2.9,3.3,68.1,57,62.6,37.3,36.4,36.9,67.5,55.3,61.3,3.3,2.6,3,63.8,52.9,58.3,46,111,154,2810,4558,7363,3,7,9,2855,4673,7532,405,295,703,28051,21107,49163,68,38,103,28521,21445,49970,10,13,25,1918,1008,2930,7,0,9,1932,1031,2965,11,16,27,2349,2393,4749,0,0,7,2362,2413,4775,6,13,14,511,964,1471,0,5,3,513,976,1488,15,62,82,5983,8093,14072,11,15,29,6007,8175,14184,37,68,104,4172,4641,8815,11,12,19,4215,4722,8938,207,191,402,10825,5912,16740,40,8
50605,405,456,862,21792,22923,44714,1032,794,1824,23227,24174,47399,233,239,475,14927,13510,28439,44,24,59,15207,13769,28979,37,26,70,702,622,1325,0,3,3,743,652,1396,279,271,549,15628,14130,29762,44,24,65,15948,14420,30369,115,170,284,5941,8524,14466,26,57,84,6083,8751,14837,11,16,27,223,268,484,963,713,1678,1197,998,2193,14.8,10.8,12.8,4.5,4.4,4.4,0,9.1,3.2,4.7,4.5,4.6,68.4,59,63.4,71.7,61.6,66.6,4,2.8,3.5,68.7,59.7,64.1,58.3,52.6,55.3,68.5,58.9,63.6,4,2.5,3.3,65.5,57,61.1,20,53,75,1376,2690,4057,0,0,0,1396,2746,4140,214,182,394,13378,10708,24083,39,16,51,13623,10909,24528,6,5,12,946,672,1623,5,3,8,952,684,1637,5,7,4,837,854,1690,3,0,3,842,860,1700,4,7,10,337,670,1009,0,0,0,340,676,1017,10,31,43,2645,3901,6552,0,3,6,2657,3939,6602,14,44,52,2016,2664,4674,4,3,9,2031,2705,4737,108,79,184,6455,3171,9620,20,14
50606,263,262,523,11074,11522,22600,638,448,1085,11974,12239,24215,153,172,327,8210,7505,15719,34,19,48,8394,7699,16089,8,14,25,289,345,633,0,0,0,301,358,656,162,188,348,8502,7851,16347,34,19,50,8690,8053,16747,95,75,169,2491,3571,6062,15,28,42,2597,3679,6273,9,5,11,85,98,184,596,399,993,685,504,1187,4.9,8,6.6,3.4,4.4,3.9,0,5.6,2,3.4,4.5,3.9,62.3,71.2,66.8,76.7,68.1,72.3,4.9,4,4.5,72.6,65.8,69.2,59.2,65.5,62.4,74.1,65.1,69.5,4.9,3.8,4.4,70.1,62.9,66.5,17,47,55,638,1234,1875,0,3,7,651,1281,1936,140,126,264,7454,6188,13638,26,12,41,7616,6323,13941,6,3,3,589,418,1008,3,0,3,601,423,1014,0,6,6,221,263,480,0,0,0,220,263,483,0,5,10,106,279,379,0,0,0,102,282,386,9,13,22,831,1472,2297,0,0,0,837,1490,2323,6,25,31,854,1448,2303,3,4,11,866,1478,2344,64,76,131,3901,2145,6047,24,8
50607,226,224,457,16939,18268,35206,789,759,1546,17954,19254,37202,113,87,195,11647,11202,22844,17,17,39,11782,11304,23087,15,16,30,567,485,1054,0,3,3,585,503,1091,126,100,228,12215,11685,23901,23,19,42,12363,11808,24176,88,116,200,4526,6287,10816,16,34,50,4627,6441,11067,11,14,28,198,291,491,747,697,1449,958,1005,1964,11.6,16.8,13.9,4.7,4.2,4.4,4.5,9.1,6.8,4.7,4.3,4.5,56.6,44.7,50.7,72.1,64,67.9,2.8,2.9,2.8,68.9,61.3,65,50,37.2,43.6,68.8,61.3,64.9,2.7,2.6,2.7,65.6,58.7,62,12,19,33,1412,2381,3797,0,3,5,1427,2409,3834,100,65,168,10135,8745,18882,18,15,36,10257,8823,19080,0,4,5,656,612,1269,0,0,0,661,619,1279,7,12,13,2155,1924,4077,7,0,4,2164,1935,4096,0,0,0,547,896,1440,0,0,0,544,904,1446,29,21,49,4910,5456,10360,6,12,19,4942,5488,10431,14,17,33,1571,1877,3448,0,4,4,1585,1899,3484,33,31,63,2207,1247,3460,7,3
50701,670,771,1436,42648,45376,88028,2139,1636,3780,45466,47774,93241,381,376,757,31194,29535,60725,71,56,129,31642,29973,61612,72,53,127,1509,1442,2952,12,0,8,1587,1500,3087,448,427,877,32697,30977,63677,80,61,141,33232,31467,64696,203,329,536,9579,14001,23582,62,76,132,9844,14405,24254,14,12,23,369,394,768,2006,1501,3505,2387,1904,4292,15.7,12.4,14.1,4.6,4.7,4.6,10.1,3.3,7.1,4.8,4.8,4.8,67.4,55.8,61.2,76.7,68.3,72.3,3.7,3.7,3.7,73.1,65.9,69.4,56.8,48.9,52.6,73.1,65.1,69,3.3,3.6,3.4,69.6,62.7,66.1,57,103,157,3357,6089,9443,5,9,15,3415,6193,9612,317,269,591,27509,23181,50696,68,49,113,27899,23499,51396,8,3,14,1866,1448,3308,6,0,10,1884,1452,3334,11,13,29,2180,2359,4539,0,0,7,2195,2381,4573,3,12,14,690,1508,2202,0,5,5,699,1523,2218,27,74,96,6375,9390,15763,6,11,23,6409,9473,15886,41,59,99,3927,5118,9037,8,8,13,3969,5185,9150,151,130,280,11737,5947,17687,27,20
50702,208,235,444,15062,16592,31654,1028,816,1844,16298,17638,33939,106,105,208,10097,10356,20454,24,17,42,10229,10478,20713,21,18,36,553,417,970,0,0,3,570,434,1008,122,123,247,10648,10770,21421,29,24,52,10802,10912,21719,73,103,177,4268,5628,9895,38,45,83,4375,5778,10150,9,8,21,144,192,334,963,753,1714,1121,950,2074,15.1,15.6,15.3,5.2,3.9,4.5,3.8,4.5,4.2,5.3,4,4.6,60,52.1,55.9,70.7,64.9,67.7,2.5,2.7,2.6,66.3,61.9,64,51,44,47.3,67,62.4,64.6,2.4,2.6,2.5,62.8,59.4,61,23,32,44,1451,2560,4007,5,4,8,1474,2590,4064,86,71,163,8570,7735,16305,21,14,36,8680,7827,16508,8,3,14,769,815,1584,3,5,8,781,825,1605,5,14,13,1680,1793,3469,0,3,4,1685,1801,3489,5,4,10,476,977,1456,0,0,0,482,977,1462,14,26,41,3649,4879,8523,7,11,21,3675,4912,8582,16,20,35,1488,1670,3153,3,9,17,1512,1693,3201,43,31,74,2509,1205,3716,16,0
50703,946,505,1451,16186,16159,32347,953,705,1655,18092,17364,35457,242,229,474,11064,9797,20860,23,21,46,11332,10044,21377,57,37,97,755,732,1493,3,0,3,813,776,1593,296,269,565,11820,10531,22349,31,22,54,12148,10821,22972,631,225,860,4217,5464,9681,29,34,62,4884,5719,10599,17,7,22,150,166,315,895,647,1550,1060,820,1888,18.5,14.8,16.8,6.4,7,6.7,10,9.1,9.6,6.7,7.2,6.9,31.4,53.6,39.1,73,65.2,69.1,3.1,3.1,3.1,67.1,62.3,64.8,25.6,45.6,32.6,68.3,60.6,64.5,2.8,2.8,2.8,62.6,57.9,60.3,25,59,82,1027,1641,2671,3,0,6,1055,1698,2751,211,165,375,9893,8045,17937,25,18,41,10129,8230,18360,8,11,22,513,405,918,0,0,4,521,416,938,0,5,6,512,622,1129,0,0,0,511,627,1136,4,0,8,138,394,535,0,0,0,144,398,543,15,33,44,1722,2590,4312,0,7,3,1737,2627,4364,15,35,48,1259,1713,2977,4,3,9,1279,1755,3028,116,99,214,4526,2682,7211,22,3
50704,317,342,660,39733,44571,84300,1505,1299,2802,41551,46216,87766,181,161,342,26719,26031,52753,43,44,83,26939,26234,53172,38,15,50,1253,1182,2436,3,0,3,1298,1196,2490,215,175,393,27974,27214,55192,43,40,87,28237,27433,55666,91,152,241,11442,16966,28407,85,114,199,11620,17226,28852,10,19,24,316,393,706,1370,1146,2510,1690,1551,3244,16.7,9.6,13.5,4.5,4.3,4.4,6.7,2.4,4.6,4.6,4.4,4.5,68,51.3,59.3,70.4,61.1,65.5,3,3.2,3.1,68,59.4,63.4,56.6,46.4,51.3,67.3,58.4,62.6,2.8,3.2,3,64.8,56.8,60.6,26,43,70,3336,5991,9328,0,7,12,3368,6044,9415,148,115,263,23174,19871,43048,35,28,66,23357,20021,43375,4,0,4,1543,1462,3005,8,4,10,1548,1471,3021,12,10,25,4076,3595,7667,3,0,9,4085,3611,7702,5,11,19,1214,2098,3311,5,0,3,1218,2115,3329,23,48,71,10217,12220,22440,11,27,36,10261,12292,22551,31,32,60,3912,4897,8814,9,14,28,3954,4939,8895,60,33,94,6722,3317,10043,28,11
50705,1054,1121,2170,47274,50911,98188,3609,2277,5888,51935,54306,106248,645,573,1219,32208,29438,61645,99,64,167,32954,30071,63025,106,109,212,2115,1988,4099,6,5,13,2227,2102,4327,748,682,1428,34324,31425,65747,108,71,183,35182,32178,67357,278,402,680,12442,18813,31253,106,140,250,12823,19356,32177,27,35,62,509,675,1188,3391,2066,5460,3934,2777,6710,13.8,16,14.8,6.2,6.3,6.2,7.4,7,7.3,6.3,6.5,6.4,71.1,61,65.9,72.6,61.7,67,3,3.1,3,67.7,59.2,63.4,61.3,51.2,56.1,68.1,57.8,62.8,2.8,2.9,2.8,63.4,55.4,59.3,106,124,229,4129,5602,9730,10,6,18,4246,5732,9975,525,435,957,27696,23567,51259,79,53,132,28298,24056,52354,11,18,32,1572,1391,2959,8,0,6,1593,1414,3002,6,8,9,908,1065,1971,8,0,8,917,1072,1989,4,14,21,470,1147,1615,0,4,6,476,1165,1640,26,70,106,3321,6214,9531,7,7,9,3350,6293,9644,51,92,146,4259,5850,10112,12,10,25,4324,5957,10281,311,259,574,16178,9374,25544,71,25
50901,916,817,1735,22478,23296,45772,1725,1543,3264,25111,25658,50772,358,312,672,14086,13029,27118,86,61,149,14532,13402,27938,63,45,114,556,436,990,0,6,6,625,484,1107,422,358,781,14641,13464,28113,86,63,151,15157,13887,29041,451,412,864,7550,9508,17055,72,107,178,8071,10026,18101,42,49,89,286,324,606,1559,1368,2933,1884,1747,3628,15.5,12.6,14.2,3.8,3.2,3.5,2.2,3.2,2.6,4.1,3.5,3.8,46.4,43.5,45.1,65.2,57.8,61.4,5.2,4.1,4.7,60.4,54.1,57.2,39.2,38,38.7,62.7,55.9,59.2,5.1,4,4.6,57.9,52.2,55,60,75,136,1519,2540,4058,0,8,10,1581,2624,4209,287,234,518,12379,10326,22705,79,43,125,12747,10603,23348,13,12,25,1437,925,2364,8,0,10,1457,940,2403,6,8,7,524,632,1157,0,0,4,528,643,1167,0,6,6,281,674,957,0,0,4,281,679,966,13,39,60,1995,3556,5548,13,19,33,2021,3622,5637,30,49,80,1669,2701,4365,8,13,21,1707,2762,4466,154,138,288,6190,3440,9625,45,11
50902,888,861,1750,20511,19527,40040,2740,2115,4858,24135,22507,46644,364,316,678,12839,10949,23797,106,59,165,13307,11330,24641,80,69,146,581,413,993,9,10,19,669,491,1158,447,384,825,13417,11367,24788,115,71,185,13979,11823,25800,399,447,843,6809,7889,14704,96,97,194,7304,8436,15742,43,33,77,275,273,549,2532,1944,4476,2851,2253,5101,18.3,17,17.7,4.3,3.6,4,7.8,12.7,9.7,4.8,4.1,4.5,50.1,44.4,47.3,65.4,58.2,61.9,4.2,3.4,3.8,57.9,52.5,55.3,40.9,36.8,38.9,62.6,56.1,59.4,3.9,2.9,3.5,55.1,50.3,52.8,49,75,121,1216,2342,3559,7,9,11,1270,2421,3697,297,234,530,11458,8469,19926,85,45,140,11841,8744,20588,13,16,26,1257,678,1933,13,4,20,1277,690,1971,3,4,3,266,362,627,0,0,0,268,369,638,0,7,3,145,430,573,0,3,3,142,439,586,12,20,33,1164,2324,3492,8,6,14,1179,2357,3536,22,43,67,1177,1985,3158,15,11,22,1213,2040,3246,125,100,227,5879,2650,8523,53,9
50903,260,303,564,7028,6671,13698,832,756,1588,8132,7726,15859,107,108,216,4784,3965,8746,33,37,69,4931,4110,9034,35,30,62,166,119,287,5,0,5,206,146,354,145,137,281,4950,4086,9038,39,37,73,5137,4257,9393,107,159,266,1983,2474,4454,32,33,62,2115,2660,4776,12,10,20,96,115,214,772,689,1453,879,809,1690,25,21,23,3.4,3,3.2,7.7,0,3.9,4,3.5,3.8,54.8,45.2,49.6,70.4,61.2,66,4.7,4.9,4.8,63.2,55.1,59.2,41.1,35.7,38.2,68.1,59.4,63.9,4.3,4.9,4.6,60.6,53.2,57,14,22,35,421,899,1315,0,4,7,436,929,1361,93,82,171,4302,3017,7316,25,30,61,4421,3127,7549,6,6,9,435,257,694,0,3,3,447,262,707,0,0,0,70,95,168,0,0,0,70,95,168,0,0,0,41,145,193,0,0,0,42,145,193,3,11,19,443,975,1419,6,0,7,457,993,1448,9,6,15,369,678,1049,3,7,9,381,688,1069,39,37,77,1796,901,2689,18,7
51001,4815,5200,10013,6496,6765,13262,1776,1819,3596,13093,13786,26876,1388,1459,2844,5293,5644,10938,63,32,93,6742,7131,13873,411,296,708,104,88,192,5,7,4,521,384,905,1800,1750,3548,5398,5732,11127,64,39,100,7258,7516,14777,2708,3176,5886,1001,967,1965,29,38,70,3725,4184,7918,310,272,582,100,69,172,1691,1743,3433,2099,2080,4184,23,16.8,19.9,1.9,1.5,1.7,3.2,8.1,5.1,7.1,5.1,6.1,37.4,33.6,35.4,83.1,84.7,83.9,3.5,2,2.8,55.5,54.5,55,28.8,28,28.4,81.5,83.4,82.5,3.4,1.9,2.6,51.5,51.7,51.6,254,382,631,994,1609,2603,4,4,7,1255,1996,3248,1052,1008,2065,4218,3966,8184,48,22,72,5323,5003,10315,26,7,30,273,202,474,0,0,0,295,208,506,12,30,40,252,461,715,0,0,0,262,489,755,17,38,54,133,352,486,0,5,4,155,391,540,40,149,190,922,1834,2756,4,7,12,972,1982,2954,70,167,234,612,857,1472,0,3,4,684,1026,1715,654,470,1123,2095,848,2947,20,7
51002,1608,1609,3220,7441,5417,12856,2664,1242,3909,11720,8268,19985,844,622,1467,6729,4376,11101,42,21,68,7623,5019,12640,135,112,248,117,107,223,0,0,0,254,220,473,978,737,1717,6849,4483,11330,47,26,70,7870,5238,13116,561,803,1366,494,870,1370,15,12,23,1073,1689,2757,68,67,137,99,66,163,2604,1210,3817,2772,1344,4112,13.7,15.3,14.4,1.7,2.4,2,2.3,8,4.3,3.2,4.2,3.6,60.8,45.8,53.3,92,82.7,88.1,1.6,2,1.8,67.2,63.4,65.6,52.5,38.8,45.6,90.4,80.7,86.4,1.6,1.8,1.7,65,60.7,63.2,51,114,161,471,966,1437,3,4,4,526,1081,1605,771,490,1261,6190,3371,9562,42,14,54,7001,3880,10877,3,8,10,95,104,197,0,0,3,102,113,210,0,8,4,190,179,368,0,0,0,192,182,378,0,8,10,81,140,215,0,0,0,82,147,227,19,47,62,614,1014,1627,0,3,3,631,1065,1693,27,76,107,605,620,1224,3,8,10,639,701,1339,362,172,538,3163,928,4089,11,5
