SA3_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
50503,0,9,13,24,36,52,55,198,155,89,66,69,45,40,16,484,0,3,3,6,6,10,14,54,0,0,0,0,3,0,5,12,0,6,11,33,40,63,49,213,0,6,9,13,15,39,35,115,3,0,0,8,3,12,10,34,6,0,9,8,6,19,24,68,49,112,111,74,59,46,17,467,0,0,0,0,5,7,7,20,107,55,42,29,40,23,24,321,1170,466,350,206,126,80,22,2417,129,57,39,19,15,8,7,280,1568,734,587,393,292,253,143,3969
50601,0,5,11,12,30,39,33,129,116,66,79,30,37,28,24,373,4,0,8,4,8,16,15,47,0,0,0,0,0,0,3,3,0,6,19,27,51,62,50,208,6,0,4,6,22,29,30,93,5,0,3,0,7,10,8,30,6,0,0,0,5,16,16,52,51,85,75,52,37,36,14,350,0,0,0,3,0,8,6,20,60,34,31,28,24,25,10,206,797,298,252,141,85,52,25,1641,88,47,30,24,18,8,7,205,1081,486,446,267,217,174,112,2785
50602,3,3,10,10,20,33,28,104,31,38,29,40,24,25,24,218,0,0,0,4,7,9,9,22,0,0,0,0,0,3,8,17,4,7,14,16,30,55,42,167,0,0,9,3,14,26,27,82,0,0,0,6,7,6,7,30,0,0,4,4,7,9,16,38,7,50,60,42,39,29,20,242,0,0,0,5,0,8,8,23,30,22,26,18,26,24,24,163,334,217,175,87,77,40,29,961,31,26,14,12,8,10,5,108,430,333,300,185,187,169,118,1717
50603,0,0,4,10,11,11,21,62,34,32,38,28,12,14,18,174,0,0,0,0,0,0,7,17,0,0,5,0,0,0,7,10,0,3,5,8,16,22,26,77,0,0,6,0,6,14,22,48,0,0,4,3,3,0,5,14,0,0,4,3,0,10,5,25,11,48,39,33,25,21,20,195,0,0,0,0,0,0,7,13,27,14,18,13,9,15,9,108,314,177,102,48,60,25,10,734,27,20,17,14,8,9,4,98,401,288,197,131,128,83,76,1301
50604,0,6,13,22,30,46,52,174,95,71,52,49,48,36,36,398,0,0,0,3,5,14,12,39,0,0,0,0,0,8,6,13,0,7,22,35,47,62,71,243,4,0,5,11,21,31,44,124,0,0,6,4,6,14,18,43,4,0,3,8,9,13,18,47,33,79,82,80,64,28,23,383,0,0,3,0,5,4,5,23,63,37,36,31,40,27,23,257,805,345,241,142,122,44,32,1729,99,119,214,129,58,21,9,658,1072,622,609,434,333,202,180,3448
50605,4,4,0,6,9,15,25,62,45,22,21,24,17,10,14,152,0,0,0,0,10,3,5,19,0,0,0,0,0,0,6,4,0,0,0,6,13,20,24,67,0,0,0,0,11,10,11,43,0,0,0,5,0,0,3,5,0,0,0,0,4,4,6,23,17,35,30,26,16,7,8,135,0,0,0,0,5,4,4,12,23,15,15,18,13,11,3,89,379,187,118,86,68,36,4,873,35,21,8,9,10,0,0,73,488,266,173,143,130,85,58,1350
50606,0,0,0,6,8,5,4,30,35,24,16,10,7,4,0,100,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,7,12,9,4,34,0,0,3,0,5,0,5,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,24,19,19,10,6,4,94,0,0,0,0,0,0,0,0,23,6,11,10,11,3,4,70,297,87,63,52,24,17,6,552,28,10,22,19,18,8,0,106,390,142,132,111,73,40,27,920
50607,0,0,3,4,6,10,11,32,10,18,12,4,8,3,5,68,0,0,0,0,9,3,4,15,0,0,0,0,0,0,5,5,0,0,4,3,20,8,8,43,0,0,3,0,4,5,10,18,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,13,7,15,21,13,17,9,3,81,0,0,0,0,0,7,0,10,5,3,5,3,7,7,4,44,144,126,53,18,29,17,4,399,22,9,6,0,0,3,0,49,194,170,96,36,74,44,30,644
50701,0,0,10,16,24,26,39,114,80,48,41,39,33,27,28,282,0,0,0,4,4,9,15,28,0,0,0,0,0,0,4,6,0,7,7,17,25,38,40,122,3,0,0,0,7,21,22,59,0,5,0,0,8,0,0,16,3,0,0,0,3,12,14,30,24,63,49,33,39,20,13,251,0,0,0,0,3,0,11,14,42,24,22,17,22,19,6,155,597,278,211,125,94,38,12,1356,68,23,24,13,8,7,6,146,787,434,346,229,195,134,98,2224
50702,0,0,0,3,7,16,9,40,18,8,12,6,12,9,10,74,0,0,0,0,3,4,3,13,0,0,0,0,0,0,0,0,0,0,0,9,0,6,9,35,0,0,4,0,5,5,6,22,0,0,0,3,0,0,0,5,0,0,0,3,3,8,4,14,10,22,23,12,23,7,3,106,0,0,0,0,0,5,0,7,7,9,9,5,9,8,9,52,137,68,54,47,27,15,4,353,10,10,5,0,7,0,5,44,174,111,94,66,76,52,46,621
50703,0,3,7,12,15,28,16,85,61,29,28,20,17,14,11,177,0,0,0,4,8,3,0,18,0,0,0,0,0,0,5,11,0,3,10,18,25,16,26,105,0,0,0,4,9,6,20,45,0,0,0,0,4,5,5,25,0,0,0,3,4,5,3,19,26,53,49,33,27,21,4,211,0,0,0,0,3,0,4,10,39,18,13,14,20,21,14,139,413,194,147,82,43,19,9,898,44,116,213,133,52,8,10,581,566,395,446,279,177,79,66,2016
50704,3,0,0,6,10,23,10,53,26,26,15,21,15,10,3,111,0,0,0,0,4,6,6,24,0,0,0,0,0,0,6,3,0,3,0,6,10,15,3,43,0,0,4,0,4,9,14,34,0,0,3,0,0,4,0,9,0,0,0,5,3,10,6,20,18,25,25,16,18,22,8,133,0,0,0,0,0,0,3,8,12,17,15,9,14,9,5,77,199,130,74,60,31,28,14,538,19,20,15,10,4,9,0,74,264,211,136,105,76,93,46,927
50705,0,12,17,23,47,40,47,189,143,91,79,60,45,25,26,467,0,4,5,4,11,14,12,40,0,0,0,0,0,0,4,9,4,6,17,22,32,53,34,162,10,7,5,4,16,23,34,83,4,0,0,0,5,5,10,23,5,0,0,3,12,17,17,58,78,104,123,78,82,36,21,518,0,0,3,0,3,6,8,26,114,49,54,33,55,32,19,372,1030,389,287,213,99,63,25,2106,110,31,27,18,21,10,24,234,1430,634,538,374,289,201,131,3605
50901,0,0,0,12,38,39,50,141,61,38,39,35,43,35,30,279,0,0,0,0,9,9,11,34,0,0,0,0,0,0,8,9,0,4,13,16,36,50,49,168,0,0,0,8,10,30,41,92,0,0,0,3,0,7,5,28,0,3,0,0,11,16,13,39,19,51,56,46,64,24,20,278,0,0,0,0,3,5,13,21,35,26,7,14,25,19,16,146,560,291,164,117,110,69,37,1341,97,57,84,67,34,25,10,378,758,440,346,275,279,224,166,2497
50902,3,3,3,10,25,64,67,177,61,54,32,32,35,49,35,308,3,0,3,0,3,12,27,44,0,0,0,0,0,0,9,14,0,8,7,24,34,82,76,237,5,0,5,15,21,43,54,145,4,0,3,0,8,8,16,43,3,3,0,8,11,23,23,64,32,53,47,36,48,51,24,290,4,0,0,0,3,8,11,34,42,24,13,18,39,40,23,200,655,304,163,118,100,104,51,1499,64,28,28,19,16,25,15,198,854,446,274,236,243,322,222,2597
50903,0,0,3,7,13,25,20,65,28,13,14,11,15,18,23,122,0,0,0,0,4,0,4,13,0,0,0,0,0,0,9,11,0,3,12,9,17,29,27,96,0,0,0,3,8,13,17,41,0,0,0,0,0,5,3,9,0,0,0,0,0,4,7,19,4,8,17,13,18,18,5,84,0,0,0,0,0,0,7,12,13,9,4,3,12,12,14,58,184,84,38,45,42,26,13,437,40,18,8,5,5,0,0,79,262,136,80,84,95,89,83,829
51001,0,4,11,25,60,94,112,304,103,69,78,99,117,83,81,619,0,0,4,9,18,43,45,120,0,0,0,0,4,15,53,68,9,20,42,146,270,283,229,1000,24,29,34,57,101,116,112,468,3,4,10,23,49,67,66,228,11,0,3,11,25,36,45,121,29,75,95,83,73,52,22,431,0,0,4,5,26,22,30,93,97,63,66,97,132,111,87,661,3450,2007,1713,1284,810,419,215,9887,681,245,237,235,150,79,67,1699,4387,2478,2243,1947,1531,1061,750,14408
51002,0,0,8,22,39,33,31,134,77,50,60,53,41,49,35,351,0,0,0,4,7,10,10,32,0,0,0,0,0,4,6,13,4,9,17,64,82,92,81,343,7,10,7,23,35,51,36,170,0,0,0,13,15,17,19,69,4,0,3,0,11,11,7,36,12,26,56,41,33,9,8,177,0,0,0,0,12,16,5,37,58,24,19,33,40,39,39,249,1183,629,570,401,240,140,39,3205,110,58,54,46,25,17,15,330,1442,789,768,625,468,357,216,4657
51003,0,0,9,15,29,29,29,109,67,44,41,26,38,18,14,245,0,3,0,5,8,8,9,33,0,0,0,0,0,3,11,17,0,5,22,44,71,66,60,276,8,4,5,13,27,31,21,106,5,0,3,3,8,8,11,37,0,3,0,0,7,4,3,20,15,27,43,34,24,17,11,173,0,0,0,9,4,0,6,20,33,21,28,27,32,22,19,184,863,408,360,273,186,80,32,2204,56,67,87,74,35,24,8,336,1032,562,558,481,382,216,136,3365
51101,0,0,0,8,4,15,15,45,13,8,11,3,7,13,4,56,0,0,0,0,3,8,5,14,0,0,0,0,0,0,3,3,0,0,3,4,3,10,19,40,0,0,0,0,0,9,9,22,0,0,0,0,4,4,0,10,3,0,0,0,0,9,4,11,3,12,13,8,9,15,3,67,0,0,0,0,0,0,3,3,10,0,0,4,10,10,6,40,186,94,43,36,35,22,4,416,27,22,4,3,3,3,8,70,229,135,76,66,64,62,57,684
51102,3,0,0,3,21,13,30,66,21,14,15,11,23,19,23,125,0,0,0,0,4,7,7,23,0,0,0,0,0,0,12,15,0,0,9,12,35,48,40,141,3,0,5,3,21,21,27,81,0,0,4,4,4,7,4,19,0,0,0,0,5,11,5,20,4,13,13,10,14,6,6,67,0,0,0,0,0,0,5,6,12,8,6,5,13,21,21,78,267,115,79,55,62,49,34,657,35,16,11,8,10,10,16,103,339,158,123,91,150,135,135,1139
51103,0,3,7,7,24,46,44,139,37,32,35,35,52,38,35,273,0,0,4,8,6,10,20,41,0,0,0,0,0,4,30,33,4,11,22,52,110,131,100,433,9,7,6,18,44,62,44,180,6,4,8,13,22,28,27,96,5,0,0,8,3,13,26,57,14,37,41,30,29,29,12,188,0,0,0,6,3,13,14,38,45,22,31,27,46,49,41,271,1022,565,438,317,216,95,56,2710,148,106,111,100,71,35,20,596,1275,772,678,557,514,349,252,4397
51104,0,0,12,15,55,89,109,290,120,80,63,64,74,75,72,548,0,0,0,5,13,18,37,76,0,0,0,0,8,6,26,39,8,10,37,56,106,155,171,544,11,8,15,21,41,86,96,285,4,0,7,10,20,30,56,128,5,0,0,6,26,31,42,114,32,64,74,76,79,79,41,443,0,0,0,0,12,12,24,51,94,34,38,40,51,55,40,361,1258,615,380,286,218,131,64,2949,174,121,99,80,62,32,23,602,1661,910,659,558,547,481,388,5200
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,9
59999,0,0,0,3,8,6,4,24,9,15,11,17,10,3,0,56,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,10,4,11,33,0,7,0,0,8,0,8,22,0,0,0,3,3,0,0,7,0,0,0,0,4,0,0,7,4,13,11,18,20,8,0,76,0,0,0,0,3,0,3,8,3,5,6,8,3,3,0,32,73,59,37,33,19,12,3,236,66,102,192,287,258,123,72,1106,150,188,247,356,306,156,84,1495
