SA3_CODE_2021,Age_40_44_NonInd_F,Age_40_44_NonInd_P,Age_40_44_Indig_st_nsM,Age_40_44_Indig_st_nsF,Age_40_44_Indig_st_nsP,Age_40_44_TotM,Age_40_44_TotF,Age_40_44_TotP,Age_45_49_Indig_M,Age_45_49_Indig_F,Age_45_49_Indig_P,Age_45_49_NonInd_M,Age_45_49_NonInd_F,Age_45_49_NonInd_P,Age_45_49_Indig_st_nsM,Age_45_49_Indig_st_nsF,Age_45_49_Indig_st_nsP,Age_45_49_TotM,Age_45_49_TotF,Age_45_49_TotP,Age_50_54_Indig_M,Age_50_54_Indig_F,Age_50_54_Indig_P,Age_50_54_NonInd_M,Age_50_54_NonInd_F,Age_50_54_NonInd_P,Age_50_54_Indig_st_nsM,Age_50_54_Indig_st_nsF,Age_50_54_Indig_st_nsP,Age_50_54_TotM,Age_50_54_TotF,Age_50_54_TotP,Age_55_59_Indig_M,Age_55_59_Indig_F,Age_55_59_Indig_P,Age_55_59_NonInd_M,Age_55_59_NonInd_F,Age_55_59_NonInd_P,Age_55_59_Indig_st_nsM,Age_55_59_Indig_st_nsF,Age_55_59_Indig_st_nsP,Age_55_59_TotM,Age_55_59_TotF,Age_55_59_TotP,Age_60_64_Indig_M,Age_60_64_Indig_F,Age_60_64_Indig_P,Age_60_64_NonInd_M,Age_60_64_NonInd_F,Age_60_64_NonInd_P,Age_60_64_Indig_st_nsM,Age_60_64_Indig_st_nsF,Age_60_64_Indig_st_nsP,Age_60_64_TotM,Age_60_64_TotF,Age_60_64_TotP,Age_65over_Indig_M,Age_65over_Indig_F,Age_65over_Indig_P,Age_65over_NonInd_M,Age_65over_NonInd_F,Age_65over_NonInd_P,Age_65over_Indig_st_nsM,Age_65over_Indig_st_nsF,Age_65over_Indig_st_nsP,Age_65_over_TotM,Age_65_over_TotF,Age_65_over_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_Indig_st_nsM,Tot_Indig_st_nsF,Tot_Indig_st_nsP,Tot_TotM,Tot_TotF,Tot_TotP
50901,1651,3154,147,109,258,1716,1813,3530,68,62,136,1634,1797,3433,139,137,274,1838,2002,3841,52,92,147,1816,1939,3751,151,131,281,2018,2152,4178,61,67,133,1964,2069,4037,150,149,303,2182,2285,4466,53,40,96,2077,2176,4255,153,111,266,2287,2330,4615,60,103,166,6406,6754,13164,420,434,857,6895,7296,14188,1295,1202,2497,27449,27968,55412,2090,1882,3973,30830,31049,61880
50902,1248,2553,196,157,358,1550,1488,3038,65,63,125,1470,1478,2947,236,178,412,1768,1717,3485,47,71,118,1751,1722,3475,270,189,457,2058,1991,4048,88,84,177,1976,1903,3872,293,212,502,2358,2199,4556,71,74,152,2029,1986,4014,242,173,422,2350,2232,4585,110,122,222,6114,5613,11730,659,603,1259,6883,6331,13213,1315,1285,2597,24376,23233,47606,3185,2547,5732,28873,27059,55937
50903,455,889,64,55,118,518,531,1049,30,20,50,536,507,1042,56,68,122,620,595,1216,23,30,51,613,572,1178,87,58,143,722,654,1374,24,25,42,646,650,1294,88,67,149,753,735,1490,17,28,42,681,652,1332,72,52,124,769,729,1499,43,38,83,2032,1866,3897,206,193,401,2281,2101,4386,398,435,829,8497,8078,16571,1019,936,1954,9908,9448,19357
51001,617,1195,132,150,279,1156,1250,2404,373,395,770,581,614,1194,176,163,344,1137,1175,2306,368,389,756,669,582,1252,183,161,344,1218,1133,2353,251,324,575,599,554,1160,162,143,305,1017,1023,2035,231,257,485,507,503,1011,138,102,244,873,862,1737,334,412,750,907,634,1544,213,197,410,1449,1250,2704,7073,7331,14408,7952,8138,16096,2283,2310,4590,17306,17780,35092
51002,555,1405,302,113,413,1283,798,2083,119,108,227,755,454,1214,275,104,380,1152,666,1821,115,120,242,674,405,1083,249,110,356,1041,634,1680,101,111,206,669,348,1019,235,92,331,1006,549,1555,66,82,145,466,259,724,162,54,219,698,392,1093,90,126,216,333,235,564,86,44,133,508,406,918,2351,2310,4657,9176,7125,16301,2960,1528,4486,14487,10955,25443
51003,802,1905,284,160,444,1526,1054,2583,116,106,221,958,726,1681,241,127,368,1317,960,2274,81,81,157,794,611,1405,206,115,325,1075,811,1886,60,63,122,688,427,1108,185,90,273,932,572,1506,56,39,103,483,319,804,118,79,201,668,439,1110,51,79,136,401,290,690,99,50,154,556,420,978,1806,1565,3365,11623,9796,21416,2907,1900,4809,16330,13262,29594
51101,406,811,42,46,94,449,471,923,12,18,31,460,443,900,63,47,114,534,510,1045,10,21,31,517,471,986,78,44,121,606,540,1144,22,16,40,495,484,978,65,40,100,578,536,1113,14,17,31,516,452,975,52,52,105,579,520,1101,29,27,57,1324,1383,2709,151,143,295,1508,1560,3062,347,339,684,6894,6797,13686,854,742,1600,8093,7881,15970
51102,233,470,41,35,75,298,291,586,36,31,64,268,227,497,42,37,78,345,298,644,42,50,88,272,229,502,61,38,101,379,318,694,36,39,75,260,258,515,42,32,82,337,332,668,34,26,60,291,218,515,46,38,79,368,283,655,64,74,135,653,513,1162,92,62,156,813,646,1455,563,577,1139,3656,3403,7057,735,608,1339,4954,4578,9537
51103,943,2021,243,133,370,1460,1207,2669,134,132,263,1075,938,2013,207,105,315,1417,1176,2592,115,128,245,1118,941,2060,240,126,368,1474,1196,2668,92,97,196,1103,890,1994,201,124,319,1394,1112,2508,70,84,155,944,767,1709,188,97,287,1203,949,2148,105,147,252,1546,1286,2829,257,167,422,1907,1602,3509,2240,2153,4397,15496,13611,29109,2909,1851,4761,20641,17624,38267
51104,1367,2597,234,184,419,1593,1699,3292,136,137,271,1422,1488,2906,255,155,411,1811,1780,3587,122,146,277,1570,1614,3188,246,175,421,1936,1947,3884,110,137,247,1618,1569,3187,239,173,410,1969,1875,3843,100,129,228,1691,1590,3281,223,145,378,2018,1866,3884,161,221,388,4646,4589,9236,510,496,1006,5318,5311,10633,2536,2664,5200,21992,21720,43708,3360,2716,6076,27893,27096,54981
59797,0,44,33,0,36,79,0,82,0,0,0,30,0,35,22,0,23,51,3,57,4,0,4,28,0,30,24,0,18,48,3,54,0,0,0,15,0,15,11,0,11,26,0,26,0,0,0,18,5,22,11,0,14,27,3,34,0,0,0,6,5,10,7,0,8,14,4,18,7,3,9,256,32,293,193,19,218,455,58,514
59999,192,467,76,30,107,476,298,770,99,67,165,260,139,400,83,36,116,433,244,680,87,51,145,249,150,392,71,27,92,404,228,631,43,30,69,227,164,387,60,35,94,330,226,552,47,32,80,231,177,407,59,38,101,339,250,588,46,40,84,434,281,715,94,53,150,578,373,951,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055
