POW_SA3_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
50704,3,0,0,102,78,5,16,0,0,97,1009,101,93,9,12,1220,30,0,5,0,6,33,14256,1826,1506,222,98,17903,13891,545,844,140,29,15457,11,0,0,0,0,15,27,0,0,0,0,33,98,8,20,0,0,121,474,40,33,16,3,572,56,4,9,0,0,71,5,0,0,0,0,5,23,0,0,0,0,19,110,4,21,0,0,139,9,0,0,0,0,11,111,12,9,3,0,142,986,31,25,4,3,1053,271,19,31,10,0,330,106,11,0,0,0,120,8,0,0,0,0,11,235,9,9,0,0,253,83,5,5,3,7,100,101,4,8,0,0,121,129,20,17,6,0,171,8,3,0,0,0,17,719,48,54,8,0,824,94,0,0,0,0,90,46,0,3,0,0,58,622,15,34,6,4,685,32,0,0,0,0,32,785,4,9,4,5,799,59,0,11,0,0,76,328,25,25,7,0,376,540,22,31,3
50705,4,0,0,54,43,10,10,6,0,62,427,49,50,7,5,552,52,0,3,0,3,57,12367,1018,1289,132,86,14901,11040,321,754,122,36,12276,0,0,0,0,0,4,11,0,0,0,0,13,46,0,9,0,0,50,87,11,13,6,0,116,14,0,0,0,0,18,3,0,0,0,0,5,16,0,0,0,0,19,75,3,14,0,0,91,3,0,0,0,0,8,17,0,0,0,0,22,277,12,11,6,4,301,102,0,8,0,0,111,8,4,5,0,0,16,3,0,0,0,0,3,108,6,13,0,0,122,22,3,4,0,0,26,25,0,0,0,0,33,29,4,0,0,0,33,9,0,0,0,0,12,122,8,3,6,0,140,19,0,0,0,0,24,27,5,6,0,0,37,868,25,68,19,4,984,14,0,0,0,0,14,408,6,10,6,5,434,23,0,5,0,0,31,68,3,3,0,0,74,448,15,30,8
50901,6,8,0,43,12,0,3,3,0,18,260,21,30,10,7,326,105,19,17,11,18,169,9104,1126,1876,537,210,12850,7916,413,960,461,79,9825,18,0,0,0,0,20,3,0,0,0,0,4,45,0,8,0,0,56,36,0,10,0,0,52,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,4,78,5,13,0,0,111,0,0,0,0,0,0,7,0,0,0,0,7,46,4,6,0,0,56,37,0,0,0,0,41,3,0,0,0,0,7,0,0,0,0,0,0,17,0,3,3,0,22,14,5,0,6,0,26,16,0,0,0,0,18,7,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,36,4,0,0,0,0,4,38,6,4,0,0,48,279,12,18,6,8,326,0,0,0,0,3,5,310,0,7,0,0,318,10,0,0,0,0,12,18,0,6,0,0,26,189,9,20,4
50902,5,5,0,35,36,4,10,6,0,50,375,22,11,9,6,422,99,17,32,15,17,176,8299,1454,1622,699,208,12285,5868,468,667,519,80,7596,0,0,0,0,0,0,0,0,0,0,0,0,18,3,5,5,0,29,41,4,8,0,0,45,0,4,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,41,0,8,4,0,57,0,0,0,0,0,0,16,0,0,0,0,15,56,5,4,0,0,62,28,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,3,0,50,16,0,3,3,0,26,13,0,0,0,0,14,14,0,0,0,0,12,0,0,0,0,0,0,34,4,6,0,0,37,9,0,0,0,0,9,22,0,0,0,0,37,309,24,16,15,3,372,6,0,0,0,0,6,222,3,0,0,0,229,5,0,0,0,0,3,13,0,3,0,0,18,106,10,11,7
50903,0,0,0,7,5,0,0,0,0,3,143,12,3,3,0,163,48,8,17,9,13,87,4657,667,834,366,96,6625,2546,237,361,285,35,3462,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,9,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,20,0,3,0,0,23,7,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,29,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,13,3,0,0,0,0,3,3,0,0,6,0,4,141,9,16,11,0,167,0,0,0,0,0,0,89,0,0,0,0,89,0,0,0,0,0,0,11,0,0,0,0,12,48,4,5,0
51001,0,0,0,39,17,0,0,0,0,17,345,13,15,0,3,374,80,3,4,0,7,90,6494,500,356,70,77,7502,5108,184,207,58,43,5598,0,0,0,0,0,0,5,0,0,0,0,5,22,0,6,0,0,28,74,0,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,60,4,6,0,0,66,0,0,0,0,0,0,11,0,0,0,0,17,52,0,0,0,0,52,20,0,3,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,46,25,0,0,0,0,31,16,0,0,0,4,19,11,0,0,0,0,8,0,0,0,0,0,0,26,0,3,0,0,29,0,0,0,0,0,0,28,0,3,0,0,33,254,8,8,6,3,274,0,0,0,0,0,0,133,0,0,0,0,140,5,0,0,0,0,5,13,0,0,0,0,18,70,0,0,0
51002,0,0,0,38,22,7,0,0,0,26,1028,17,9,3,0,1059,95,3,0,3,3,108,19466,394,215,39,80,20198,4749,69,83,18,42,4964,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,64,4,0,0,0,68,9,0,0,0,0,9,4,0,0,0,0,4,22,0,0,0,0,22,28,0,0,0,0,33,5,0,0,0,0,5,6,0,0,0,0,9,83,0,3,0,0,86,59,0,5,0,0,61,8,0,0,0,0,4,0,0,0,0,0,0,69,0,0,0,0,75,9,0,0,0,0,9,4,0,0,0,0,10,15,0,0,0,0,15,0,0,0,0,0,0,36,0,0,4,0,41,6,0,0,0,0,6,17,0,0,0,0,15,670,12,10,3,0,690,0,0,0,0,0,0,247,5,6,0,0,255,10,0,0,0,0,10,19,0,0,0,0,21,128,0,6,0
51003,0,0,0,48,28,4,0,0,0,36,845,19,7,0,6,880,91,3,4,0,7,106,19022,420,218,41,68,19775,5085,106,143,34,26,5390,3,0,0,0,0,3,9,0,0,0,0,9,29,0,5,0,0,32,55,0,3,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,31,0,3,0,0,32,0,0,0,0,0,3,6,0,0,0,0,6,85,3,5,0,0,89,54,0,0,0,0,54,9,0,0,0,0,9,0,0,0,0,0,0,66,0,4,0,0,74,13,0,0,0,0,15,16,0,0,0,0,18,14,0,0,0,0,11,0,0,0,0,0,0,26,5,0,0,0,34,16,0,0,0,0,14,18,0,0,0,0,18,593,3,16,4,5,626,5,0,4,0,0,4,249,3,4,0,4,253,13,0,0,0,0,13,20,0,0,0,0,20,128,6,3,0
51101,0,0,0,10,0,0,0,0,0,3,97,3,3,0,0,111,33,7,15,4,4,57,3282,373,473,143,60,4328,2131,167,242,144,40,2725,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,15,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,19,0,0,0,0,0,0,4,4,0,0,0,3,16,0,0,0,0,16,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,23,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,121,3,5,0,0,142,0,0,0,0,0,0,37,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,67,5,3,0
51102,4,0,0,25,8,10,22,8,0,44,99,5,14,7,0,129,22,4,0,4,3,31,1825,237,245,63,38,2411,1304,113,106,29,21,1566,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,15,0,0,0,0,16,6,0,4,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,31,3,6,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,16,8,0,0,0,0,7,8,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,14,62,4,5,0,0,72,0,0,0,0,0,0,31,4,0,0,0,35,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0
51103,0,0,0,45,21,0,0,0,0,21,865,25,12,0,0,901,93,0,7,0,8,108,16172,625,326,63,74,17267,5666,213,205,74,26,6183,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,32,36,4,3,0,0,52,5,0,0,0,0,7,0,0,0,0,0,3,35,0,0,0,0,39,27,5,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,7,100,0,0,0,3,105,44,0,0,0,0,50,13,0,0,0,0,13,4,0,0,0,0,4,60,6,0,0,0,62,11,0,0,0,0,13,5,0,0,0,0,5,15,0,0,0,0,20,0,0,0,0,0,3,37,0,0,0,0,44,10,0,0,0,0,10,9,0,0,0,0,9,887,16,14,0,7,928,5,0,0,0,0,11,333,0,3,0,3,342,8,0,0,0,0,7,14,0,0,0,0,16,219,0,10,0
51104,0,0,0,34,21,9,3,6,0,41,409,14,24,0,4,458,72,8,18,4,3,104,12102,1058,1094,370,105,14723,8032,375,576,312,50,9354,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,5,0,38,33,0,3,0,0,37,3,0,0,0,0,7,4,0,0,0,0,4,16,4,0,0,0,20,50,4,16,4,0,70,6,0,0,0,0,3,3,0,0,0,0,0,84,5,0,0,0,90,39,0,5,6,0,44,3,0,0,0,0,3,4,0,0,0,0,4,37,0,0,0,0,39,13,0,0,0,0,15,8,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,35,3,0,0,0,0,3,18,0,0,0,0,20,333,13,15,5,6,370,5,0,0,0,0,5,223,9,4,3,0,237,7,0,0,0,0,9,10,0,0,0,0,10,170,12,20,0
59797,0,0,0,6,0,0,0,0,0,0,53,0,0,0,0,56,0,0,0,0,0,0,1206,16,17,4,4,1240,78,0,8,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,39,0,3,128,68,15,74,0,0,165,1226,228,691,19,33,2206,184,30,68,7,21,315,24198,4565,12709,566,574,42601,7139,439,2638,328,102,10642,13,0,0,0,0,12,3,0,0,0,0,12,33,5,20,0,0,62,123,23,82,16,0,241,16,0,11,0,0,26,6,0,0,0,0,6,10,0,0,0,0,12,74,7,56,6,3,140,6,0,3,0,0,6,40,3,13,0,0,65,234,21,48,5,0,309,80,7,26,3,0,119,16,0,9,0,0,26,3,0,0,0,0,3,89,9,24,0,0,122,37,6,32,3,0,82,43,0,18,0,0,67,32,8,20,4,0,62,5,0,4,0,0,3,185,9,75,3,0,277,20,0,5,0,0,18,37,7,20,3,0,64,705,28,163,12,11,926,13,0,3,0,0,22,144,7,40,0,0,192,30,0,23,0,0,62,105,9,46,0,8,169,260,20,93,5
