POW_SA3_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
50502,1245,327,394,668,1345,1081,806,12,45,5922,104,26,36,46,77,64,38,0,3,398,334,96,96,127,344,362,206,0,21,1576,379,102,108,223,371,386,317,5,87,1973,7955,1963,2547,3706,7019,6311,4350,58,396,34303
50503,484,147,179,360,785,631,397,0,31,3019,58,10,14,32,77,34,21,0,0,263,261,63,87,169,361,306,137,0,15,1399,288,88,121,199,374,268,178,5,63,1582,5073,1380,1769,3069,6340,4802,2394,50,303,25185
50601,457,89,128,242,538,429,173,6,9,2066,25,0,3,6,16,13,7,0,0,80,90,23,15,21,65,64,24,0,3,302,86,23,35,41,136,99,55,0,23,495,2111,405,525,881,2027,1597,778,18,96,8424
50602,653,161,200,293,730,654,408,6,42,3148,513,139,154,249,493,396,239,3,30,2216,181,41,57,88,213,230,132,0,12,949,266,61,114,176,361,295,242,3,81,1594,6182,1574,2043,3178,7046,6094,4375,59,401,30953
50603,721,163,222,355,916,716,463,0,21,3583,55,6,15,26,49,42,28,0,0,230,297,63,101,112,363,339,224,4,19,1521,439,110,145,231,608,498,366,3,89,2490,7110,1590,2110,3261,7800,6421,4615,61,370,33341
50604,394,104,117,223,577,475,246,0,18,2166,20,6,9,8,15,15,10,0,0,74,169,34,46,58,146,165,84,3,7,710,128,30,36,64,199,162,95,3,33,748,2882,615,792,1198,3045,2504,1393,19,152,12605
50605,182,30,36,62,150,133,122,5,11,724,13,0,0,10,5,3,0,0,0,29,85,9,19,25,48,43,27,0,0,250,78,4,13,33,93,61,50,0,17,354,1711,273,376,574,1389,1054,639,17,78,6114
50606,37,9,9,20,62,71,23,0,3,229,17,3,0,3,8,0,0,0,0,43,17,5,7,11,17,12,4,0,3,69,31,5,11,12,29,17,15,0,6,114,558,94,133,209,461,379,200,4,35,2066
50607,265,72,85,136,345,320,296,0,8,1524,46,4,12,13,20,13,8,0,0,106,37,13,9,18,30,26,23,0,0,169,45,12,14,25,66,37,37,0,9,245,1459,300,410,615,1247,1104,954,5,49,6140
50701,422,104,139,244,517,529,347,3,26,2328,34,5,16,23,46,38,12,0,0,181,173,37,51,72,174,146,94,0,4,757,296,64,88,137,378,328,203,0,58,1557,4545,1013,1327,1985,4915,4312,2340,38,253,20718
50702,699,145,167,272,511,404,232,9,19,2456,61,8,12,17,19,21,23,0,0,167,107,17,24,24,77,100,42,0,6,399,128,14,37,67,123,119,106,0,25,623,2953,628,765,1139,2218,2066,1476,36,136,11426
50703,100,15,20,38,120,156,40,3,3,498,10,0,5,0,10,5,5,0,0,35,37,5,9,9,34,33,18,0,3,159,101,28,26,30,102,77,41,0,20,423,1862,349,452,655,1761,1377,559,14,90,7111
50704,1370,388,525,796,1540,1352,702,37,55,6759,50,9,11,21,21,14,8,0,0,135,192,30,71,87,191,181,114,4,13,876,147,38,44,75,137,135,112,0,34,722,4687,1039,1500,2217,4197,3569,2262,52,200,19718
50705,603,137,165,297,732,555,229,6,24,2748,24,6,18,14,31,33,10,0,0,133,155,22,33,54,142,132,63,4,9,613,112,16,31,52,132,92,54,0,28,525,3140,570,821,1321,3234,2559,1060,34,155,12901
50901,390,63,72,120,212,173,102,4,19,1155,25,3,0,3,3,7,0,0,0,46,64,8,4,15,29,27,18,0,3,174,69,4,10,20,40,34,20,0,17,209,2039,250,330,484,976,693,576,50,128,5530
50902,172,26,44,51,95,108,83,4,11,589,10,0,0,0,6,3,0,0,0,27,53,4,5,8,23,13,10,3,4,130,73,9,17,29,35,32,44,0,13,249,1571,214,318,455,796,802,737,93,135,5131
50903,79,12,9,24,44,50,50,0,6,279,3,0,0,0,0,3,0,0,0,13,16,0,0,9,10,8,4,0,0,52,26,3,9,5,14,9,12,0,6,82,653,100,129,167,348,335,247,22,68,2060
51001,164,34,34,58,167,156,110,0,14,741,25,0,6,0,9,5,6,0,0,45,28,3,7,7,15,18,20,3,9,108,19,0,12,8,20,32,28,0,16,135,860,154,193,260,645,646,869,58,83,3770
51002,65,13,24,34,88,94,57,0,7,385,0,3,0,5,7,4,5,0,0,25,37,0,7,18,37,46,25,3,6,177,49,6,13,20,68,54,63,0,24,305,1871,409,669,873,2177,1873,1099,45,180,9197
51003,63,19,28,30,103,92,49,0,5,397,4,0,0,4,8,5,3,0,0,24,27,3,6,15,46,42,20,0,0,162,57,16,20,38,93,91,60,3,20,399,1931,403,599,819,2081,1814,1001,35,172,8861
51101,53,4,17,22,25,24,20,0,6,166,0,0,0,0,0,5,0,0,0,7,14,0,7,3,8,8,10,0,0,49,20,0,0,7,10,3,9,0,4,48,451,57,118,144,282,245,204,10,43,1552
51102,31,3,7,13,21,23,18,0,3,109,10,0,0,0,0,4,0,0,0,22,4,0,3,0,3,0,13,0,0,31,12,4,0,4,8,6,19,0,3,55,366,42,71,86,157,176,354,18,43,1314
51103,113,32,43,68,162,187,100,10,6,716,7,3,0,6,13,8,7,0,0,44,45,8,9,22,49,62,23,4,0,218,49,7,25,40,70,56,59,9,26,329,1604,346,575,832,2086,1815,1293,46,155,8763
51104,204,28,63,76,209,191,135,0,9,920,10,0,0,0,0,7,4,0,0,26,40,8,8,9,32,30,19,0,3,146,49,9,9,13,24,37,19,0,13,176,1463,245,395,522,1184,1010,654,29,132,5629
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,4,11,6,4,0,0,64,116,31,45,56,97,76,47,0,14,480
59999,688,119,195,269,448,370,266,9,30,2388,54,10,21,19,42,29,21,0,4,192,283,46,71,97,200,143,83,0,7,933,284,49,73,132,241,190,165,9,66,1211,6105,1200,1702,2320,4460,3800,2728,65,414,22790
