POW_SA3_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
50502,95,15,27,56,4,196,955,9,43,17,0,1025,786,28,88,17,8,926,669,56,148,23,7,906,887,61,154,19,8,1134,1376,104,223,29,17,1748,1797,156,259,20,15,2247,2971,250,314,21,30,3586,4166,383,445,32,31,5056,3635,359,345,19,16,4368,3338,480,298,21,14,4147,2485,365,220,15,11,3099,4777,773,285,16,18,5860,962,301,109,5,8,1378,1389,751,197,19,11,2363,277,45,25,8,30,388,30565,4144,3167,333,225,38437,148,10,22,80,3,260,1248,13,94,21,3,1378,1545,34,161,34,14,1786,1517,46,160,32,12,1774,1956,48,174,27,12,2215,3038,82,243,45,6,3413,3749,120,220,20,22,4129,4737,147,277,23,22,5209,5112,181,246,30,18,5589,3819,144,205,22,12,4196,2867,177,137,25,5,3209,1829,149,97,13,6,2087,2481,239,178,15,3,2929,310,82,38,7,3,432,364,185,72,16,0,635,260,20,14,10,16,312,34990,1661
50503,62,18,29,57,0,163,826,13,38,18,0,894,646,22,73,21,5,771,550,42,81,22,7,707,696,47,112,21,6,881,1077,85,202,29,10,1408,1410,162,280,24,11,1884,2531,216,332,25,26,3129,3226,366,471,25,22,4115,2500,325,380,16,20,3242,2228,409,331,8,5,2982,1620,358,229,10,9,2218,2353,558,267,11,12,3208,445,173,70,3,0,692,471,344,135,9,8,967,222,37,41,3,32,339,20853,3177,3073,321,177,27603,87,12,29,106,0,234,1124,18,135,42,12,1330,1118,34,210,31,8,1392,1205,51,212,37,9,1519,1275,61,193,40,6,1572,2290,90,250,47,16,2686,2631,124,233,41,11,3038,2966,143,249,24,19,3402,2607,142,199,29,13,2988,1672,120,139,13,8,1955,1285,153,94,15,0,1539,882,87,71,9,4,1044,1031,114,92,7,0,1245,109,33,26,5,0,179,105,74,60,3,0,239,186,11,21,14,20,255,20569,1255
50601,24,4,7,14,0,49,305,0,12,7,0,330,258,9,32,7,3,308,201,6,44,8,0,266,232,25,62,4,3,326,380,38,73,7,3,497,458,53,84,5,4,603,735,74,139,7,10,961,995,122,135,9,3,1266,903,97,88,6,6,1103,743,127,95,6,5,966,566,100,59,4,6,737,941,115,69,8,5,1138,143,48,19,0,0,205,166,97,39,7,0,308,66,4,18,4,11,100,7106,928,990,106,53,9185,51,3,3,29,0,92,475,7,61,12,3,560,571,16,89,17,0,693,533,18,61,14,12,633,625,17,83,8,3,731,1035,30,102,11,11,1194,1199,40,91,12,4,1343,1427,46,94,12,6,1584,1352,54,79,8,6,1500,944,52,36,3,4,1041,819,45,40,7,8,914,579,38,23,0,0,639,684,34,36,6,0,763,67,15,7,0,3,91,66,29,28,5,3,125,93,3,0,4,6,101,10518,442
50602,72,5,10,34,5,116,626,5,22,10,0,668,578,16,45,16,6,655,566,34,65,25,12,697,707,45,74,18,15,853,1171,68,115,8,9,1367,1621,105,143,10,15,1890,2980,145,206,12,15,3363,4597,232,240,15,17,5098,4060,190,159,8,12,4423,3843,209,141,3,16,4215,2987,175,93,0,10,3271,6548,322,158,7,15,7042,1853,145,56,0,4,2062,2691,369,101,5,3,3170,284,28,20,6,42,374,35186,2097,1644,168,188,39282,103,4,12,34,4,153,751,4,43,13,4,822,977,9,58,18,8,1069,995,18,76,24,4,1122,1270,15,65,11,10,1369,2159,39,83,20,5,2316,2531,52,104,10,11,2707,3407,73,83,17,7,3586,4048,84,109,9,7,4248,3036,52,73,6,9,3178,2140,71,41,8,3,2267,1291,50,26,5,3,1373,1812,84,49,9,3,1955,323,40,9,0,0,366,352,89,26,0,0,464,199,10,3,4,10,228,25384,699
50603,78,11,12,34,5,143,675,7,19,23,0,720,709,12,55,13,8,798,671,32,78,19,3,809,898,40,67,20,12,1040,1447,75,154,21,13,1705,2027,121,153,19,19,2340,3904,209,221,17,15,4376,5730,268,287,17,29,6326,4533,268,204,14,15,5031,4161,302,188,10,24,4683,3219,233,118,4,12,3584,5833,487,146,13,9,6492,1207,165,49,0,4,1425,1486,408,84,12,8,2004,298,27,22,7,26,376,36873,2677,1850,255,199,41849,93,13,6,57,0,175,953,7,54,19,5,1045,1174,26,77,25,7,1302,1149,29,82,34,7,1297,1436,36,90,18,3,1591,2230,50,120,28,13,2446,2644,76,103,27,8,2858,3616,108,121,12,12,3875,3937,92,110,19,6,4164,2825,86,85,5,9,3003,2272,108,64,11,4,2446,1302,71,47,7,3,1427,1966,101,56,13,5,2140,264,41,22,6,0,326,268,101,30,5,0,401,202,9,7,9,19,242,26325,956
50604,44,9,9,31,0,94,354,0,29,3,3,391,308,10,37,17,0,378,256,26,71,10,0,371,332,36,86,12,11,473,557,64,131,23,3,774,778,93,143,13,9,1035,1242,132,190,19,14,1589,1709,178,190,14,7,2089,1427,169,148,10,10,1759,1347,153,104,5,5,1622,933,104,73,0,0,1115,1367,197,94,3,7,1672,239,60,33,5,0,339,224,146,50,4,8,430,105,20,7,3,12,146,11222,1391,1394,175,91,14282,48,4,10,29,0,101,479,4,62,18,6,569,540,13,77,23,9,663,616,26,97,27,8,769,717,33,97,20,6,871,1189,36,116,15,9,1368,1476,65,96,23,8,1661,1626,46,85,3,0,1770,1622,57,87,7,3,1779,1040,49,53,4,5,1151,904,42,41,5,0,988,516,34,33,0,0,591,672,55,29,5,0,762,63,12,18,0,0,89,55,53,17,0,3,126,88,4,4,3,8,110,11656,535
50605,10,3,6,35,0,58,206,9,9,5,0,234,194,6,18,3,3,225,118,8,25,10,0,169,170,24,35,3,6,232,258,27,53,7,7,342,366,40,71,9,4,491,662,61,112,12,0,849,1093,98,110,11,7,1315,931,93,80,9,0,1118,817,98,74,5,0,991,684,92,66,3,0,849,1080,139,78,3,4,1313,224,51,22,0,0,304,217,97,40,10,7,368,73,6,9,3,10,98,7108,850,813,123,49,8944,21,0,5,31,0,59,321,7,35,17,0,380,351,12,58,12,0,430,276,13,67,11,0,366,356,14,53,14,5,441,625,36,74,14,9,760,722,46,78,10,0,858,837,37,74,13,5,964,851,51,62,13,0,967,591,36,40,9,4,681,424,46,43,3,0,513,291,28,17,6,0,338,362,40,35,0,0,443,33,16,11,4,0,65,30,37,21,4,4,84,62,0,8,3,0,70,6152,403
50606,11,4,10,21,0,42,109,0,10,3,0,117,74,0,10,4,0,94,60,10,14,3,4,82,55,10,28,9,0,104,97,13,21,5,0,145,140,22,36,5,3,205,240,32,46,7,5,330,323,46,78,10,0,457,264,28,54,4,3,350,254,51,47,5,0,363,167,27,38,4,3,236,241,50,34,5,0,330,39,21,14,0,0,71,34,37,17,3,0,89,31,0,6,0,4,49,2130,346,457,86,26,3045,13,0,3,22,0,43,180,0,24,12,0,216,155,5,34,11,0,205,160,12,47,7,0,225,173,9,39,11,3,232,292,22,45,18,0,385,394,18,41,8,3,464,335,27,39,5,5,405,289,23,48,14,0,366,178,15,21,3,0,217,143,21,19,8,0,186,112,14,12,4,0,142,136,23,6,0,0,167,9,11,3,0,0,23,12,15,4,0,0,35,18,8,0,0,3,33,2605,205
50607,15,3,4,14,0,37,174,0,8,0,3,196,170,12,14,10,3,201,128,7,16,3,0,158,118,18,19,5,0,163,186,26,32,7,3,251,248,25,45,6,0,326,337,36,64,4,0,446,472,63,70,6,4,616,419,63,56,3,4,536,438,79,48,5,0,577,417,65,35,5,0,522,840,165,65,3,7,1083,182,89,20,0,0,301,281,199,67,4,0,552,40,4,0,0,3,50,4461,872,574,81,35,6019,26,6,4,19,0,51,256,3,31,6,0,299,330,4,22,3,0,366,303,6,44,5,5,363,371,17,38,3,0,433,623,28,47,0,0,700,802,27,48,7,6,890,1009,40,54,13,4,1110,985,35,62,0,4,1083,711,37,36,11,0,796,615,50,41,4,4,713,458,33,31,0,0,517,629,63,39,6,0,739,88,30,19,0,0,138,74,52,29,7,0,166,36,0,0,0,0,38,7310,435
50701,62,10,12,35,0,121,549,3,11,7,5,575,465,10,43,18,0,532,425,36,59,16,3,543,542,30,64,11,5,648,865,56,139,20,11,1085,1226,92,147,24,3,1483,2251,136,190,19,13,2609,3464,247,257,12,20,4000,3003,237,206,8,19,3469,2852,272,181,19,9,3333,2446,208,143,17,9,2825,4648,422,162,23,9,5263,1025,139,49,7,3,1220,1089,316,96,6,4,1510,222,24,26,0,32,305,25146,2229,1775,237,140,29528,72,6,18,59,3,159,787,6,81,20,5,896,852,14,113,21,0,1008,833,22,127,24,5,1011,1057,30,107,23,9,1221,1729,58,167,16,7,1980,2006,84,138,23,10,2258,2353,79,146,25,5,2611,2464,103,129,17,7,2725,1716,80,78,18,5,1901,1322,84,75,13,0,1500,807,61,50,6,4,926,1003,101,58,12,0,1176,145,45,16,3,0,211,135,65,37,4,0,245,157,7,12,4,6,191,17452,853
50702,32,7,8,20,0,68,329,4,17,9,4,358,316,3,29,13,3,364,312,9,46,12,3,380,378,21,40,6,9,460,588,39,82,10,3,718,689,51,99,11,7,853,1069,92,119,13,7,1302,1477,124,152,15,7,1774,1344,111,132,4,6,1600,1288,159,103,9,9,1558,1042,160,67,15,4,1279,2099,316,127,10,4,2557,388,125,46,6,3,554,444,298,84,16,4,844,89,11,12,3,18,137,11883,1530,1155,166,81,14812,50,4,7,31,5,101,506,6,35,8,4,552,508,7,54,0,0,577,591,14,76,13,5,698,697,21,77,18,4,818,1168,43,98,11,8,1316,1396,50,130,14,9,1592,1583,62,120,9,12,1783,1809,67,101,10,3,1990,1455,66,87,12,0,1614,1210,63,82,7,0,1355,811,59,41,0,0,910,1168,126,84,3,0,1381,142,37,28,4,4,209,163,80,39,9,0,290,100,7,8,0,4,114,13345,697
