POW_SA3_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
50502,7,1176,127,8,11,0,0,148,106,6,4,4,0,124,200,10,25,4,3,234,3291,141,192,27,11,3660,154,11,15,0,0,186,559,47,75,15,9,699,3293,140,248,36,25,3745,90,7,4,0,11,117,34990,1661,2329,410,163,39555,36706,3337,2836,396,160,43436,145,31,36,5,6,214,72,0,3,0,0,80,198,21,31,5,0,250,805,132,90,37,9,1073,108,7,19,3,0,136,75,11,5,0,0,94,24,0,0,5,0,32,264,29,43,5,0,344,66,9,13,0,4,92,226,9,36,0,0,272,2442,183,156,30,18,2824,363,25,19,3,4,409,254,27,44,0,6,335,83,11,21,0,0,120,852,109,63,5,7,1039,454,99,93,20,3,669,167,7,21,0,0,202,210,18,26,6,0,253,35,7,4,3,0,52,875,79,69,12,8,1034,256,4,7,0,3,269,127,16,20,5,0,170,2074,161,139,12,9,2397
50503,5,1183,45,5,3,0,0,58,76,0,5,0,0,87,146,6,21,0,0,175,3584,213,483,88,19,4385,66,0,14,3,0,79,407,50,111,23,11,597,1418,111,159,33,13,1735,76,4,4,4,7,92,20569,1255,2212,453,132,24616,21998,2076,2282,353,121,26830,101,24,37,0,5,165,34,0,4,0,0,44,95,10,7,0,0,111,272,55,45,20,0,395,52,0,13,5,4,71,67,11,16,6,0,101,21,6,0,0,0,26,155,21,31,4,0,203,14,5,7,4,0,31,80,6,14,0,0,99,1127,158,121,31,8,1442,150,13,22,0,0,185,118,9,35,0,4,158,70,5,22,5,0,99,497,88,68,5,7,656,145,34,28,4,0,207,51,0,4,0,0,59,76,11,14,4,0,108,14,4,3,0,0,25,410,32,63,6,6,526,79,5,0,0,0,82,61,15,17,7,0,98,1764,146,188,25,10,2126
50601,0,251,74,4,15,0,0,91,21,0,5,0,0,24,72,0,11,0,0,80,1073,45,98,17,5,1234,36,0,4,0,0,43,49,3,10,0,0,69,588,18,37,14,3,666,37,0,0,0,0,42,10518,442,844,146,61,12008,10825,734,952,121,55,12688,59,8,16,0,0,88,30,0,3,0,0,36,55,9,7,0,0,70,166,35,27,8,3,243,10,0,0,0,0,12,11,0,3,0,0,9,13,0,0,0,0,13,55,4,5,0,0,76,3,0,0,0,0,5,36,9,3,0,0,40,872,111,103,22,10,1130,106,6,11,0,0,122,46,0,9,0,0,61,17,9,5,0,0,30,111,8,23,0,0,140,33,8,9,3,3,56,21,0,4,0,0,29,43,14,8,0,0,65,8,5,6,0,0,15,243,25,38,0,3,320,39,0,3,3,0,40,71,7,11,3,0,94,662,41,54,0,8,770
50602,0,506,167,8,5,0,0,183,135,4,12,4,0,151,259,8,15,0,4,285,1932,58,63,17,10,2077,82,3,6,0,0,94,281,22,36,3,3,345,1973,42,60,13,14,2102,72,0,0,0,0,80,25384,699,861,182,103,27233,32612,1394,1090,146,124,35358,137,27,26,0,0,201,148,9,9,0,0,169,175,12,7,0,0,191,1066,127,74,28,6,1305,75,6,5,0,0,88,54,0,8,0,0,67,60,0,6,0,0,64,226,0,3,0,0,233,13,5,3,0,0,22,301,19,20,0,0,350,2942,203,168,15,26,3348,664,39,32,12,0,747,203,17,26,0,0,250,64,0,9,0,0,81,521,30,19,0,6,574,253,19,17,4,0,285,210,6,5,3,0,226,313,34,26,7,4,376,37,0,6,4,0,47,1363,73,75,17,0,1530,387,10,15,0,0,405,118,6,12,0,0,133,2575,79,76,7,12,2753
50603,0,573,200,9,10,3,0,226,144,3,3,0,3,154,205,6,6,0,0,219,2065,78,78,23,4,2246,117,5,9,0,0,131,259,18,38,12,6,325,1897,63,85,12,5,2065,63,0,0,0,7,75,26325,956,1082,286,98,28747,33771,1741,1204,207,119,37034,220,20,23,0,6,277,179,12,11,4,8,208,154,4,5,0,0,166,1471,220,139,71,7,1906,77,4,7,0,0,96,57,5,4,4,0,69,39,0,6,0,0,43,249,20,10,0,0,284,18,4,4,0,0,29,322,25,27,8,0,379,3317,260,223,29,26,3851,651,39,53,9,7,762,251,15,14,0,4,285,83,8,11,0,4,108,537,25,16,3,0,585,235,41,12,7,5,302,107,6,5,0,0,126,330,72,51,7,3,464,44,14,8,0,0,62,1819,168,164,28,6,2185,274,5,0,3,4,288,112,9,9,0,0,126,2566,88,87,10,11,2760
50604,0,300,95,11,9,0,0,117,33,5,3,0,0,46,82,8,18,4,0,107,1041,58,79,15,9,1195,44,0,7,0,0,49,77,4,20,5,0,103,695,50,72,13,9,831,48,0,3,0,0,51,11656,535,926,189,60,13368,12831,856,1016,166,63,14939,170,67,70,10,8,321,65,5,19,0,0,91,48,0,4,0,0,47,368,72,68,18,6,548,22,3,8,0,0,24,30,5,4,3,0,42,14,0,0,0,0,17,54,11,7,3,0,73,3,0,0,0,0,3,65,9,11,0,0,86,1312,177,178,26,17,1712,231,30,50,5,6,311,66,15,16,3,5,95,58,9,13,0,0,79,157,9,13,3,0,188,73,21,8,6,0,100,23,0,5,0,0,37,64,31,35,9,0,138,27,4,9,0,0,35,511,63,84,7,7,663,83,0,5,0,0,88,45,4,9,0,0,62,872,48,69,0,6,999
50605,0,137,33,0,4,0,0,39,19,0,0,0,0,19,44,0,4,5,0,55,524,45,89,12,0,675,17,4,4,0,0,27,41,0,17,0,4,65,291,28,38,9,4,371,19,0,4,0,0,26,6152,403,681,165,40,7436,8354,753,882,184,37,10208,39,6,10,0,0,63,27,3,4,0,0,39,31,0,4,0,0,36,159,16,19,6,5,199,17,5,3,0,0,21,0,0,0,0,0,4,11,0,0,0,0,16,50,3,9,3,0,61,0,0,0,0,0,0,17,10,3,0,0,29,556,57,56,4,3,669,75,4,11,0,0,82,26,0,7,0,3,44,5,4,4,0,0,8,116,13,3,4,0,134,58,13,9,5,0,97,19,0,0,0,0,21,34,5,0,0,0,42,6,0,0,0,0,8,124,15,16,7,0,158,37,0,0,0,0,36,16,11,7,0,0,41,608,50,49,5,3,714
50606,0,81,14,0,0,0,0,14,7,0,0,0,0,9,12,0,5,0,0,17,255,25,51,18,6,351,0,0,0,0,0,3,5,3,3,0,0,13,90,10,9,0,0,121,14,0,0,0,0,22,2605,205,393,125,25,3352,3166,371,571,147,31,4290,5,4,6,0,0,17,7,0,0,0,0,9,14,0,5,0,0,19,25,4,4,6,0,36,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,16,0,6,0,0,19,0,0,0,0,0,0,3,0,5,0,0,6,132,24,16,6,3,184,31,0,0,0,0,31,7,0,0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,35,10,5,11,9,0,27,4,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,33,5,5,4,0,42,3,0,0,0,0,3,10,5,3,0,0,22,198,13,37,8,0,258
50607,0,183,33,0,3,0,0,39,30,0,0,0,0,29,54,0,8,0,0,59,596,32,40,11,0,683,41,0,3,4,0,54,53,4,14,0,0,79,614,17,36,3,0,675,22,3,4,0,0,30,7310,435,537,95,31,8401,6689,778,637,94,29,8224,26,0,0,0,3,36,18,0,0,0,0,18,53,5,7,3,0,67,234,48,25,13,0,309,6,0,0,0,0,13,14,0,0,0,0,14,7,0,0,0,0,9,45,5,8,0,0,56,5,0,0,0,0,6,47,12,9,0,0,65,440,40,14,0,0,498,156,21,15,12,0,204,57,17,5,0,0,79,14,0,0,0,0,18,100,11,5,0,0,124,63,11,11,3,0,87,46,0,6,0,0,59,66,18,17,0,4,101,0,0,0,0,0,7,290,46,34,3,3,379,132,5,0,0,0,133,37,3,0,0,3,47,268,35,27,0,3,341
50701,0,474,85,3,11,0,0,94,42,0,0,0,0,47,122,0,10,5,0,133,1491,87,139,30,3,1747,58,7,5,0,0,76,94,11,34,10,4,149,1104,60,104,18,6,1301,40,3,0,0,10,52,17452,853,1356,282,79,20022,24879,1724,1709,267,96,28679,66,11,12,0,0,88,44,0,4,0,0,50,92,12,22,0,0,123,734,97,63,25,3,934,154,29,27,7,0,217,23,4,3,0,0,31,26,0,0,0,0,32,167,15,34,8,4,224,7,0,0,0,0,8,99,5,4,3,0,117,1458,108,78,28,12,1676,304,25,24,6,0,356,158,14,20,3,3,200,30,0,4,0,0,38,338,33,21,0,0,388,206,45,53,10,5,322,49,4,8,0,0,58,154,49,35,4,3,238,5,3,0,0,0,14,626,69,48,4,0,754,96,5,0,0,0,104,87,10,17,0,0,113,1788,102,111,20,5,2028
50702,0,250,55,3,6,0,0,63,33,0,0,0,0,36,108,4,7,0,0,128,1239,67,115,10,8,1442,103,12,15,4,0,129,44,4,16,0,0,73,1015,41,66,12,4,1135,35,0,4,0,0,45,13345,697,1061,154,53,15316,15509,1461,1374,190,77,18607,20,0,5,0,0,32,34,0,0,0,0,34,104,13,11,3,0,134,260,29,22,7,0,319,58,4,8,0,0,72,29,0,0,0,0,28,12,0,0,0,0,17,160,19,35,0,0,216,9,0,0,3,0,10,89,4,8,4,0,104,789,31,18,4,5,849,166,9,9,5,5,185,57,9,8,0,0,70,16,0,0,0,0,23,218,27,17,0,5,268,226,39,34,15,0,312,84,6,11,5,0,104,71,9,14,0,0,92,9,0,3,0,0,12,338,28,29,0,0,396,105,0,3,0,0,106,62,10,6,4,0,87,834,56,66,8,3,961
50703,0,149,20,0,3,0,0,23,14,0,0,0,0,17,60,6,8,0,4,73,616,12,32,7,0,676,15,0,0,0,0,15,34,0,4,0,0,47,253,10,25,7,3,293,16,0,3,0,4,25,5590,132,348,85,35,6193,9506,283,455,78,45,10366,13,0,0,0,0,20,12,0,3,0,0,18,39,0,0,0,0,37,230,10,14,5,7,263,31,4,6,0,0,34,12,0,0,0,0,12,13,0,0,0,0,15,49,0,4,0,0,55,0,0,0,0,0,3,23,0,0,0,0,20,450,27,43,0,4,534,68,0,4,3,0,78,31,0,0,0,0,36,5,0,0,0,0,6,144,7,3,0,0,162,42,6,7,0,0,58,8,0,0,0,0,8,37,11,9,0,0,57,10,0,0,0,0,10,135,6,7,0,0,151,17,0,0,0,3,25,32,0,0,3,0,31,939,32,38,8,8,1021
