POW_SA3_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
50502,245,17,43,0,4,312,1198,21,34,7,4,1273,197,20,42,3,5,267,439,27,37,4,5,509,1829,215,180,15,9,2252,313,20,25,0,3,356,162,11,8,9,0,189,290,9,31,4,3,335,6646,554,533,51,21,7804,293,33,33,3,4,364,945,77,147,24,29,1231,5920,433,578,74,58,7061,192,21,15,4,21,250,65549,5808,5501,746,391,77993
50503,99,11,7,0,0,119,808,13,42,7,3,877,107,13,33,0,0,155,202,16,29,3,0,244,1639,250,259,35,11,2194,119,16,11,0,0,144,108,0,5,0,0,115,208,15,23,0,0,247,6853,811,1176,128,45,9008,127,5,25,3,0,155,749,118,229,43,22,1165,2808,422,403,57,28,3716,154,11,23,10,19,211,41425,4432,5286,771,311,52222
50601,42,12,12,0,0,68,388,7,24,0,3,421,24,0,3,0,0,30,148,16,19,0,0,186,357,41,33,6,0,434,124,15,25,0,0,159,34,0,5,0,0,39,99,0,11,0,0,108,1699,146,253,29,11,2142,75,4,11,0,0,89,76,7,20,0,4,105,965,73,99,20,9,1163,71,4,0,0,10,82,17628,1366,1832,247,122,21189
50602,355,22,60,3,3,449,1551,16,36,7,3,1608,172,13,7,0,3,194,596,39,38,7,0,676,1345,61,21,11,7,1444,465,30,26,0,0,517,190,3,16,4,6,217,380,11,22,0,4,416,5163,252,229,29,23,5691,247,9,15,0,0,270,561,54,71,12,6,697,4853,175,221,32,37,5311,160,7,13,4,15,199,60566,2798,2501,357,292,66512
50603,314,35,47,0,3,397,1685,12,28,7,4,1730,133,3,24,3,0,161,765,72,50,20,3,896,1428,60,54,7,0,1547,491,35,31,11,0,571,229,14,10,4,3,255,310,13,8,4,0,338,5369,314,257,43,24,6004,263,10,7,0,0,282,563,34,77,13,4,690,4591,219,240,30,25,5101,188,8,6,0,20,221,63196,3630,2933,537,300,70598
50604,149,31,37,9,4,230,676,13,37,7,0,736,29,3,7,0,0,33,229,29,25,3,0,294,493,40,43,3,0,577,186,36,38,9,4,271,54,0,13,0,0,65,126,5,19,4,0,158,2071,152,186,30,9,2444,80,3,9,0,0,95,117,11,34,10,0,175,1422,134,172,21,13,1768,87,6,11,0,3,109,22883,1924,2327,367,153,27649
50605,24,0,8,0,0,29,307,10,10,4,0,326,23,7,6,0,0,31,70,3,4,0,0,81,268,14,22,5,4,318,63,7,6,0,0,84,24,0,3,0,0,32,59,6,4,7,0,73,1153,152,207,25,7,1548,49,9,12,0,0,67,94,3,31,3,4,139,699,73,83,19,4,878,46,3,7,4,4,54,13258,1253,1493,287,84,16384
50606,12,0,0,0,0,14,97,0,0,0,0,103,0,0,0,0,0,0,30,0,3,0,0,37,116,7,18,3,0,148,22,0,0,0,0,26,11,0,0,0,0,20,13,3,5,0,0,19,457,64,109,25,6,657,11,3,0,0,0,21,16,6,5,4,0,27,190,18,26,9,3,246,28,4,7,0,3,44,4732,550,850,216,48,6396
50607,37,0,8,0,0,43,245,8,7,0,0,256,30,3,5,0,0,40,109,15,15,0,0,138,251,39,27,0,0,314,61,0,7,0,0,69,32,5,0,0,0,39,60,5,8,0,0,78,970,99,96,19,7,1193,65,5,3,4,0,73,71,13,18,5,3,112,968,54,77,9,4,1109,46,8,4,0,5,53,11768,1303,1107,172,65,14419
50701,120,7,14,3,0,142,1689,9,25,18,10,1753,69,5,14,0,0,92,370,34,26,3,0,435,1030,69,77,15,0,1192,212,14,18,5,4,247,73,5,6,0,0,85,164,8,12,5,0,191,4267,310,347,51,19,4979,165,18,14,4,0,193,198,21,55,11,7,287,2532,207,219,30,21,3010,117,12,6,4,15,152,42595,3079,3132,519,216,49546
50702,52,4,3,0,0,60,485,9,14,4,0,512,38,0,5,0,0,46,198,12,8,3,0,226,412,43,26,0,0,483,114,5,8,0,0,126,50,0,0,0,0,56,127,3,11,0,4,153,2396,229,276,26,9,2936,169,20,28,6,0,220,97,18,19,3,0,141,1756,131,125,23,9,2043,75,4,3,0,5,94,25225,2231,2216,317,128,30124
50703,45,5,0,0,0,46,531,14,20,9,6,573,31,0,0,0,0,35,60,3,7,0,0,70,398,13,15,4,0,432,57,4,0,0,0,66,16,0,0,0,0,14,75,3,8,0,4,93,1976,52,99,10,5,2150,49,0,0,0,0,54,65,0,12,5,0,85,745,28,40,12,4,832,48,0,9,0,6,55,15959,534,822,133,84,17533
50704,118,9,11,0,5,135,1157,5,13,4,4,1181,89,8,12,0,0,110,516,53,36,8,0,618,856,76,65,4,0,1001,237,12,23,7,3,283,99,11,6,0,0,118,194,13,6,4,0,221,3520,278,332,31,12,4172,180,11,16,0,0,206,221,16,35,9,0,277,2639,175,180,25,17,3037,83,6,6,0,9,104,38634,2851,2989,491,174,45144
50705,44,0,0,0,0,46,669,8,12,6,9,707,41,4,7,0,0,55,112,11,12,0,0,137,704,43,60,11,4,814,47,3,3,0,0,61,45,8,0,0,0,58,141,4,19,3,0,167,4422,270,550,72,18,5336,97,5,16,0,0,124,91,26,25,5,3,147,1073,73,126,21,10,1304,99,5,3,0,3,117,30042,1608,2638,369,164,34820
50901,5,0,0,0,7,6,527,7,5,0,5,545,15,4,0,0,0,20,30,0,0,0,0,34,344,29,44,10,6,435,18,0,0,0,0,20,22,0,0,0,0,22,89,6,7,5,0,106,1384,95,261,72,16,1831,79,10,14,9,0,108,29,0,3,4,3,47,530,37,66,14,19,668,216,26,30,20,19,315,19561,1669,3120,1094,334,25781
50902,20,3,0,0,0,26,458,6,0,0,0,466,10,0,0,4,0,16,29,4,5,0,0,44,232,21,20,10,0,288,29,0,0,0,0,29,83,0,0,0,0,90,45,0,4,0,0,53,1076,94,181,75,12,1442,57,4,4,3,0,75,52,8,15,3,0,82,648,34,33,17,9,743,192,28,42,28,28,310,16273,2042,2500,1333,318,22475
50903,5,0,0,0,0,5,171,0,5,0,0,178,6,0,0,0,0,6,10,0,0,0,4,15,125,4,10,5,0,145,5,0,0,0,0,5,8,0,0,0,0,8,14,0,0,0,0,15,471,31,52,29,5,587,18,0,0,0,0,17,10,0,0,0,0,12,230,17,9,9,0,262,97,8,24,19,13,151,7964,953,1266,709,145,11036
51001,7,0,0,0,0,7,238,0,3,0,3,242,7,0,0,0,0,7,23,0,0,0,0,25,136,4,5,0,3,152,43,0,0,0,0,41,36,0,3,0,0,38,70,0,5,0,3,79,771,47,54,5,10,891,81,3,0,3,0,82,35,5,0,0,0,43,689,26,27,3,10,753,158,8,3,0,10,183,13468,752,647,154,147,15170
51002,33,0,0,0,0,37,724,4,8,0,4,746,27,0,0,0,0,33,77,0,0,0,0,84,514,11,11,0,0,539,65,0,0,0,0,65,14,0,0,0,0,18,140,5,7,0,0,146,1784,39,19,3,6,1859,67,4,0,0,0,75,37,7,6,0,0,49,1388,27,16,3,0,1430,136,3,5,3,11,154,26704,498,358,66,136,27768
51003,43,0,3,0,0,45,620,5,5,0,4,630,37,0,0,0,0,40,63,0,0,0,0,68,465,7,13,0,0,484,88,4,0,0,0,97,40,0,0,0,0,43,161,5,10,0,0,176,1899,44,30,0,3,1982,64,0,0,0,0,72,56,7,4,5,0,66,1200,25,14,0,7,1250,146,8,4,0,9,170,26598,581,448,89,111,27827
51101,0,0,0,0,0,0,75,0,3,0,0,79,4,0,0,0,0,5,12,0,0,0,0,12,166,11,3,0,0,185,21,0,0,0,0,21,8,0,0,0,0,8,18,0,0,0,0,22,317,29,47,10,9,410,27,4,0,0,0,28,4,0,4,0,0,11,168,9,11,3,0,189,84,6,19,4,8,116,6030,575,776,298,110,7790
51102,4,0,0,0,0,4,53,6,4,0,3,62,9,0,0,0,0,9,6,0,0,0,0,3,34,5,4,0,0,43,3,0,0,0,0,3,23,0,0,0,0,18,10,0,0,0,0,16,216,19,12,4,3,257,40,8,4,0,0,49,25,18,32,5,6,87,227,9,36,11,0,285,48,5,6,4,9,62,3721,385,415,109,74,4703
51103,41,3,3,0,0,48,725,0,9,4,5,740,24,0,0,0,0,26,55,5,0,0,0,60,602,10,11,0,5,625,51,0,6,0,0,53,15,0,0,0,0,15,147,0,6,4,0,161,1385,40,31,10,0,1473,59,3,0,0,0,66,40,3,9,4,0,54,1355,37,24,6,10,1425,155,0,7,0,13,175,24835,909,623,157,131,26655
51104,21,3,5,0,0,24,415,9,12,3,4,434,14,0,0,0,0,15,35,7,0,0,0,36,434,26,34,0,0,492,35,3,0,0,0,40,26,8,4,0,0,32,86,0,10,5,0,105,1269,62,95,32,3,1470,73,4,7,4,0,84,47,21,14,11,0,95,662,30,50,4,6,753,145,17,23,6,8,193,22326,1539,1843,740,175,26622
59797,0,0,0,0,0,5,36,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,132,6,0,0,0,137,6,0,0,0,0,6,0,0,0,0,0,0,68,0,0,0,0,72,6,0,0,0,0,6,1334,16,17,4,11,1386
59999,128,32,97,0,3,252,324,12,78,10,3,426,68,12,76,0,0,158,217,29,99,4,4,358,647,105,248,17,6,1022,127,15,52,0,6,200,42,6,14,4,0,72,120,5,59,3,3,188,3618,694,2692,108,98,7208,124,22,76,4,3,230,139,25,95,0,0,266,2004,279,1041,46,48,3415,281,41,114,18,39,489,36070,5347,17340,1043,767,60566
