POW_SA3_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
50502,593,0,0,593,0,615,17,24,0,42,6,0,0,10,755,0,0,751,0,803,64,81,0,148,478,44,0,521,101,13,0,116,3,787,64,115,0,181,643,69,0,711,14,6,0,17,0,918,338,445,0,784,2025,485,0,2517,63,36,0,103,20,3426,210,234,3,445,510,364,0,875,43,46,0,92,22,1434,332,806,3,1139,539,935,8,1484,102,365,0,465,125,3220,1024,1728,11,2761,4202,1900,12,6113,2094,475,0,2572,176,11639
50503,661,0,0,661,6,693,25,34,0,62,5,0,0,5,725,0,0,728,3,794,64,110,0,176,289,41,0,331,102,11,0,106,0,618,50,125,0,177,341,37,0,382,15,5,0,23,0,583,199,347,0,552,1085,262,0,1344,48,37,0,81,10,1987,113,164,0,272,218,130,0,350,17,45,0,55,11,698,171,542,4,723,251,433,8,686,64,215,3,276,94,1783,645,1349,3,2001,2190,909,6,3109,2140,307,3,2450,134,7699
50601,262,0,0,261,0,279,17,19,0,39,0,4,0,4,309,4,0,311,0,357,27,41,0,66,105,19,0,120,38,3,0,44,0,225,16,36,0,57,117,18,0,138,3,4,0,8,0,201,73,123,0,196,432,116,3,549,14,8,0,21,0,771,35,54,0,86,110,88,0,201,11,17,0,26,5,321,69,257,4,323,118,287,0,406,27,95,0,124,35,892,250,540,9,794,887,525,4,1413,891,130,0,1023,49,3274
50602,350,0,0,350,0,365,11,9,0,26,5,0,0,5,406,0,0,401,0,440,49,53,0,101,264,24,0,291,64,3,0,65,0,467,62,75,0,135,400,49,0,446,8,10,0,16,3,603,281,329,0,610,1673,448,0,2125,71,52,0,122,15,2878,214,244,0,459,489,294,3,779,61,52,0,119,16,1373,307,777,7,1091,464,844,3,1307,117,274,4,397,118,2918,928,1493,9,2437,3298,1654,12,4961,1313,393,6,1712,150,9274
50603,401,0,0,401,3,428,15,27,0,41,7,0,0,7,453,0,0,450,0,500,54,80,0,135,407,36,3,445,64,5,0,67,5,653,69,106,0,175,466,59,0,530,9,6,0,18,0,721,315,397,0,711,1842,407,0,2252,58,38,0,97,17,3090,182,224,0,403,509,272,0,786,60,56,0,121,17,1326,264,796,9,1066,481,890,0,1379,135,295,6,432,125,3003,917,1639,10,2574,3720,1663,13,5397,1491,401,8,1897,164,10039
50604,225,0,0,225,0,245,6,16,0,23,0,0,0,0,294,0,0,294,0,320,43,52,0,96,131,24,0,146,33,0,0,33,0,278,30,57,0,82,147,29,0,179,0,3,0,3,0,271,105,196,0,299,552,141,0,695,24,13,0,40,3,1040,77,101,0,178,136,91,0,229,26,26,0,56,7,464,121,352,0,475,164,289,0,454,36,99,5,141,40,1106,386,777,3,1170,1130,566,0,1701,864,141,5,1009,60,3947
50605,155,0,0,155,0,164,7,6,0,19,3,0,0,3,180,0,0,180,0,199,13,23,0,39,77,8,0,91,25,0,0,25,0,153,19,35,0,53,72,11,0,82,0,3,0,4,0,134,50,101,0,150,247,74,0,322,4,6,0,20,0,493,38,58,0,96,63,49,0,118,12,13,0,21,0,235,69,157,0,225,77,170,4,248,16,61,3,76,29,579,207,383,0,587,535,318,4,852,546,81,5,633,36,2115
50606,101,0,0,102,0,107,3,9,0,14,0,0,0,0,96,0,0,96,0,106,12,15,0,26,24,0,0,33,19,0,0,19,0,72,3,12,0,12,32,3,0,34,4,0,0,4,0,46,15,43,0,59,90,23,0,120,0,8,0,8,0,185,16,22,0,37,11,16,0,29,0,5,0,10,0,82,10,76,0,94,28,63,0,92,6,23,0,35,16,226,61,190,0,255,192,111,0,301,314,34,0,351,17,919
50607,119,0,0,119,0,124,0,3,0,6,0,0,0,0,115,0,0,115,0,117,12,3,0,15,116,7,0,123,15,0,0,15,0,153,9,10,0,21,158,8,0,164,4,0,0,0,0,187,67,53,0,123,496,84,0,579,19,4,0,23,5,726,42,46,0,80,139,67,0,215,14,16,0,22,3,325,52,174,0,229,132,224,3,363,30,78,0,107,19,725,182,297,0,476,1051,389,3,1444,382,100,0,478,32,2434
50701,415,0,0,415,4,441,12,36,0,49,10,0,0,10,474,0,0,474,0,534,45,95,0,139,281,30,0,304,75,3,0,84,0,533,48,131,0,174,340,50,0,395,8,5,0,12,0,580,192,355,0,542,1015,251,0,1270,28,37,0,72,12,1894,95,166,0,262,247,173,0,423,21,28,0,52,12,742,131,561,0,691,242,525,3,774,66,192,7,265,79,1810,530,1348,4,1882,2132,1028,9,3166,1398,273,3,1683,110,6847
50702,205,0,0,205,0,209,3,3,0,8,5,0,0,5,257,0,0,257,0,265,29,28,0,55,179,19,0,197,38,0,0,35,0,296,19,49,0,64,247,27,0,276,5,5,0,8,4,351,133,144,0,278,907,221,0,1134,21,22,0,39,11,1453,83,76,0,158,257,114,0,372,25,27,0,55,5,591,113,282,0,397,232,484,0,718,40,124,0,161,54,1337,381,588,0,974,1819,871,5,2696,728,173,4,907,79,4658
50703,125,0,0,125,0,132,7,9,0,15,0,0,0,0,110,0,0,110,0,128,11,33,0,39,30,8,0,44,15,0,0,15,0,101,11,21,0,38,49,11,0,57,0,0,0,5,0,96,43,92,0,129,152,41,0,193,5,4,0,11,3,330,26,47,0,67,50,39,0,90,8,8,0,16,0,172,42,199,4,246,62,199,0,258,10,83,0,100,32,627,147,400,0,546,339,300,0,641,353,95,3,448,32,1673
50704,430,0,0,433,0,440,6,13,0,20,3,0,0,0,460,0,0,459,0,493,27,37,0,66,397,37,0,432,91,0,0,93,0,590,34,36,0,79,447,37,0,485,8,3,0,10,0,574,140,158,0,302,1481,320,0,1806,42,27,0,68,0,2182,70,118,0,184,358,259,0,619,22,35,0,58,13,875,159,423,5,583,340,818,5,1160,47,188,5,239,59,2039,433,794,9,1242,3028,1468,10,4510,1478,257,5,1740,77,7574
50705,478,0,0,478,0,529,14,42,0,59,5,0,0,5,576,0,0,576,0,646,32,62,0,95,180,38,0,216,74,5,0,80,0,390,31,66,0,99,206,24,0,233,6,3,0,12,0,345,114,192,3,306,558,159,0,717,19,19,0,44,11,1080,46,120,0,172,143,136,4,280,14,20,0,35,11,491,93,368,0,458,158,492,0,653,19,156,0,182,76,1373,357,882,9,1241,1250,848,7,2101,1626,214,0,1840,108,5302
50901,229,0,0,229,0,273,25,25,0,48,3,0,0,3,276,3,0,279,3,334,17,55,0,75,12,8,0,25,43,3,0,46,0,148,22,51,0,70,22,8,0,27,4,6,0,7,0,110,37,131,0,166,59,55,0,115,10,6,0,13,9,306,23,88,0,114,36,50,0,88,4,19,0,22,22,249,55,353,0,409,64,335,0,401,10,94,0,108,143,1056,200,728,3,928,205,462,0,663,782,134,0,921,183,2694
50902,125,0,0,125,0,151,0,18,0,17,0,0,0,0,136,0,0,132,5,157,15,41,0,56,11,3,0,11,18,0,0,18,0,81,21,43,0,60,15,9,0,23,0,0,0,0,4,87,24,99,0,118,68,41,0,105,4,9,0,13,10,249,19,52,0,74,25,35,0,63,9,6,0,15,7,152,34,232,0,267,55,196,0,249,5,56,0,64,101,686,115,491,4,616,166,285,0,454,422,72,3,497,127,1691
50903,38,0,0,38,0,44,3,6,0,11,0,0,0,0,34,0,0,34,0,44,0,9,0,9,0,5,0,8,0,0,0,0,0,24,4,12,0,15,14,3,0,17,0,0,0,0,0,33,11,44,0,58,35,13,0,45,0,0,0,3,4,114,12,22,0,32,8,21,0,31,0,0,0,0,4,67,14,95,0,111,19,82,0,106,10,28,0,31,41,289,51,197,0,245,78,126,0,201,133,32,0,163,50,661
51001,91,0,0,91,0,105,5,12,0,11,0,0,0,0,84,0,0,84,4,101,5,8,0,13,0,5,0,7,12,0,0,12,4,28,3,15,0,21,5,5,0,10,3,0,0,3,0,32,16,46,0,57,37,44,0,78,0,3,0,4,10,154,16,53,0,65,27,76,0,99,6,11,0,20,21,196,26,237,0,268,76,259,0,332,14,48,0,65,83,745,65,382,0,449,146,375,0,528,291,59,0,348,125,1445
51002,87,0,0,87,7,96,0,7,0,8,0,0,0,0,64,0,0,64,0,72,7,19,0,25,4,0,0,5,13,0,0,13,0,44,10,19,0,25,0,4,0,3,0,0,0,4,0,36,38,104,0,142,32,22,0,59,4,6,0,8,8,219,26,101,0,125,34,82,0,116,13,14,0,25,8,274,69,391,0,459,60,308,0,367,36,111,3,147,110,1080,151,639,0,794,130,416,0,543,285,128,3,418,136,1892
51003,130,0,0,130,0,140,3,6,0,11,0,0,0,0,120,0,0,120,0,131,12,15,0,34,0,0,0,8,18,0,0,14,5,55,13,31,0,41,3,0,0,4,0,0,0,0,0,43,29,90,0,120,43,30,0,75,5,8,0,10,6,215,27,79,5,108,27,60,0,88,6,9,0,16,8,220,45,463,0,506,50,364,0,411,26,79,0,109,89,1111,126,689,4,820,129,453,0,582,414,99,0,515,106,2028
51101,66,0,0,67,0,72,0,11,0,15,0,0,0,0,63,0,0,63,0,77,0,13,0,12,3,0,0,5,12,0,0,7,0,28,10,7,0,22,4,3,0,3,0,0,0,0,0,27,14,50,0,63,23,10,0,31,0,0,0,3,3,106,3,25,0,32,7,12,0,18,0,4,0,5,9,66,5,102,0,114,13,67,0,84,0,30,0,34,47,271,43,220,3,264,51,89,0,147,203,38,0,238,68,715
51102,21,0,0,21,4,26,0,0,0,0,0,0,0,0,25,0,0,25,0,27,0,4,0,4,0,0,0,0,8,0,0,8,0,7,0,4,0,4,3,0,0,6,0,0,0,0,0,8,3,14,0,16,8,13,0,18,0,0,0,0,4,40,0,12,0,19,5,15,0,21,0,5,0,5,5,50,6,59,0,64,11,45,0,57,5,14,0,18,44,181,8,104,0,115,27,75,0,100,93,24,0,108,54,384
51103,120,0,0,123,0,138,7,24,0,28,0,0,0,0,116,0,0,116,3,150,4,32,0,37,4,3,0,10,14,3,0,21,3,65,5,46,0,54,8,6,0,15,3,0,0,3,0,76,52,154,0,206,79,41,0,120,9,15,0,23,9,365,34,100,0,128,51,92,0,143,5,15,0,25,9,302,50,432,3,482,81,323,6,413,23,99,4,133,97,1125,156,796,8,958,231,460,6,696,431,132,9,572,124,2351
51104,240,0,0,240,3,273,16,25,0,45,0,0,0,0,216,0,0,217,0,263,20,56,0,77,13,0,0,12,38,3,0,40,4,138,21,45,0,68,16,8,0,26,0,5,0,3,4,97,54,125,0,181,82,58,0,140,5,8,0,13,13,347,28,92,0,122,33,68,0,103,7,12,0,15,13,255,54,385,0,445,71,331,3,399,8,92,0,104,80,1031,215,747,0,959,212,462,5,685,740,119,0,861,117,2621
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,19,0,28,0,15,0,15,0,6,0,8,5,57,4,24,0,32,5,20,0,26,3,8,0,12,3,74
59999,142,0,0,146,0,171,6,63,0,66,0,0,0,0,167,0,0,167,6,243,29,95,0,124,127,17,0,143,32,5,0,34,3,307,42,122,0,164,191,20,0,213,0,3,0,3,5,386,207,319,0,530,921,212,0,1131,39,25,0,65,24,1745,137,175,0,315,329,150,0,483,27,39,0,66,15,878,248,674,0,922,334,441,4,785,72,263,4,344,198,2250,681,1467,8,2160,1905,834,7,2751,606,330,5,941,251,6106
