POW_SA3_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
50502,33,11,7,7,3,0,0,63,42,65,40,34,33,5,0,224,173,198,140,111,87,20,5,726,16,28,10,7,5,5,0,79,8,3,0,0,7,0,0,16,42,49,27,18,11,10,0,164,67,77,42,29,24,16,0,257,77,377,700,705,624,318,97,2895,889,526,433,334,330,196,39,2747,30,56,29,24,12,5,3,173,5829,8481,8547,7509,5713,2019,346,38437,43,65,53,40,20,6,0,224,168,150,71,65,27,9,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,51,24,11,4,0,0,141,3513,5746,5915,5986,4353,1042,57,26611,672,360,256,224,172,59,8,1752,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,12,8,20,17,14,12,0,0,78,17,23,33,22,13,3,0,114,94,91,74,78,55,24,5,423,4578,6500,6445,6448,4671,1145,71,29859,82,115,70,50,29,10,0,358
50503,20,7,0,6,0,0,0,35,45,36,40,42,21,4,0,193,112,78,67,66,31,11,0,362,18,4,3,6,0,0,0,31,3,0,0,0,0,0,0,5,46,24,25,9,9,0,0,116,68,27,24,17,13,0,0,150,53,176,293,329,295,150,34,1334,676,337,310,235,250,104,9,1928,18,30,31,14,21,3,6,123,5215,5876,5886,5196,4106,1176,146,27603,13,8,9,8,0,0,0,42,89,35,21,18,8,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,8,8,3,0,0,66,2436,3309,3830,3908,2373,444,23,16336,797,230,169,196,125,45,0,1564,0,0,4,5,0,0,0,10,0,5,0,0,0,0,0,9,0,3,0,12,3,0,0,22,15,16,20,15,14,4,0,77,86,48,50,68,48,13,0,306,3472,3674,4115,4227,2580,508,29,18604,42,22,11,5,8,3,0,92
50601,3,0,0,0,0,0,0,5,17,18,16,14,4,0,0,73,43,26,26,14,8,5,0,125,7,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,17,10,13,4,0,0,0,48,26,16,12,4,0,0,0,60,14,58,113,119,118,64,21,500,296,149,97,94,106,44,7,802,12,10,14,11,3,4,4,60,1713,2032,1949,1630,1310,464,78,9185,9,18,3,8,10,0,0,49,27,16,11,3,13,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,5,0,4,0,0,33,1219,1849,1974,1755,1159,259,13,8222,291,86,64,59,62,29,0,599,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,14,8,7,13,3,5,0,0,38,35,26,26,23,35,12,0,155,1609,2012,2094,1873,1290,300,17,9201,12,11,8,3,0,0,0,33
50602,23,27,20,11,0,4,0,89,37,84,59,52,45,5,0,279,149,163,122,95,67,20,4,615,22,28,11,5,10,0,0,78,4,4,9,3,0,0,0,21,45,84,73,40,28,4,3,275,69,112,93,51,39,4,3,364,50,242,421,353,260,108,19,1453,785,948,948,656,593,167,30,4127,19,43,26,29,13,4,0,142,4896,9356,9891,7735,5722,1516,178,39282,75,63,32,31,16,7,0,220,182,157,86,58,39,4,0,529,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,44,22,12,10,0,0,123,2507,4677,4323,3867,2507,537,32,18453,441,328,213,187,138,39,3,1352,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,7,4,15,4,3,6,0,0,34,15,29,24,24,10,4,0,106,63,66,45,43,36,9,3,258,3328,5384,4764,4237,2760,606,36,21108,88,82,42,24,23,4,0,264
50603,27,23,16,13,3,0,0,77,60,82,50,41,28,5,0,264,176,172,133,114,68,11,9,689,41,30,9,7,14,4,0,106,6,3,0,0,0,0,0,15,43,65,43,25,16,8,0,198,90,99,56,29,29,6,0,318,46,158,350,390,297,157,43,1437,710,591,477,365,375,154,27,2695,32,45,31,18,21,5,12,169,6129,9376,9500,8341,6525,1759,220,41849,30,32,20,21,17,9,0,118,221,159,74,58,39,12,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,46,21,19,13,0,0,129,2589,4218,4697,4441,3215,662,47,19861,570,364,238,261,187,50,4,1673,0,3,0,4,4,0,0,11,3,6,0,0,4,0,0,19,9,15,9,14,18,0,0,70,12,29,22,16,14,0,0,94,74,47,28,33,24,13,0,222,3541,4917,5118,4866,3525,753,53,22774,76,78,41,38,26,3,0,275
50604,5,0,0,0,0,0,0,8,32,39,21,26,14,4,0,134,61,62,35,31,24,3,0,224,13,11,0,0,0,0,0,30,4,0,0,0,0,0,0,5,20,24,18,11,3,0,0,72,35,28,21,12,5,0,0,106,21,69,156,147,139,79,17,625,306,197,175,154,154,72,4,1064,19,22,16,3,11,9,0,80,2391,3059,3140,2624,2245,738,91,14282,20,12,8,8,0,0,0,53,42,25,12,13,13,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,4,7,0,0,37,1135,1832,2208,2147,1456,344,21,9130,318,128,91,120,98,27,6,789,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,11,0,19,8,9,7,5,0,38,32,24,27,28,33,12,4,155,1570,2049,2363,2336,1604,386,34,10329,27,21,9,6,3,0,0,71
50605,3,4,3,0,0,0,0,15,11,20,14,11,8,4,0,69,19,26,16,17,11,3,0,98,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,6,0,3,0,0,24,7,12,6,0,3,0,0,27,15,50,103,134,156,86,19,561,198,112,101,96,98,43,7,648,4,11,7,13,5,4,10,51,1312,1791,1885,1814,1530,528,82,8944,0,0,3,0,0,0,0,6,14,9,4,9,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,655,951,1088,1157,847,206,12,4912,174,66,42,39,42,14,0,369,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,5,8,0,0,0,16,42,11,16,22,31,3,0,129,883,1048,1164,1236,923,225,12,5497,0,0,0,0,0,0,0,6
50606,0,0,3,0,0,0,0,6,5,3,5,0,4,0,0,24,10,6,8,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,17,12,6,0,4,0,0,0,21,16,25,43,61,75,47,12,269,78,40,35,30,47,16,9,261,4,8,4,3,0,0,4,25,577,634,571,526,519,177,42,3045,0,3,0,0,0,0,0,5,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,381,464,458,398,283,44,0,2029,110,32,19,17,12,0,0,188,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,16,15,13,16,15,19,5,0,76,518,516,495,438,313,54,0,2337,0,6,0,0,0,0,0,5
50607,7,6,0,0,0,0,0,17,10,14,12,3,4,6,0,42,25,25,25,14,14,8,0,103,5,9,3,3,3,0,0,25,3,0,0,0,0,0,0,5,0,10,12,0,4,0,0,31,15,17,21,4,11,0,0,60,28,65,134,147,173,148,35,727,175,100,86,62,66,37,3,530,3,6,4,3,0,9,6,31,931,1192,1307,1133,925,448,75,6019,7,12,5,0,5,0,0,28,51,56,17,22,9,0,0,152,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,5,11,3,3,0,0,0,23,681,1165,1186,1227,904,229,12,5407,121,86,56,65,53,20,0,416,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,5,3,0,0,19,6,17,3,0,4,0,0,29,45,31,25,26,33,12,0,178,912,1392,1310,1349,1017,264,12,6262,33,22,8,8,4,0,0,73
50701,27,4,5,5,4,0,0,45,53,59,51,50,24,0,0,238,144,103,84,85,43,7,0,466,15,15,9,3,0,0,0,46,0,0,0,0,0,0,0,5,37,26,20,3,6,0,0,96,58,40,31,11,9,0,0,146,20,158,297,268,243,129,24,1147,548,354,330,282,286,109,16,1916,15,35,11,18,8,5,0,87,4612,6342,6816,5934,4503,1177,141,29528,34,17,12,13,6,3,0,88,63,41,28,23,12,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,9,5,5,0,0,47,2069,2995,3223,3041,1870,358,24,13584,486,184,156,164,107,28,4,1130,0,3,0,4,4,0,0,11,5,0,0,0,3,0,0,4,4,9,5,3,4,0,0,20,3,12,10,7,8,4,0,38,57,31,42,45,32,9,0,213,2731,3309,3481,3308,2044,400,25,15310,48,35,15,19,5,0,0,123
50702,17,9,13,9,6,4,0,49,25,22,28,29,24,14,0,139,77,70,71,60,48,23,0,355,12,16,5,3,0,0,0,40,4,0,3,0,0,0,0,9,18,16,8,5,8,0,0,58,37,31,19,7,10,3,0,110,22,107,182,223,220,128,38,934,425,284,255,208,240,88,18,1514,14,18,11,8,10,6,0,70,2281,3080,3085,2952,2435,851,135,14812,37,67,44,25,23,3,0,200,126,103,53,52,54,11,0,409,8,4,6,0,0,4,0,25,0,0,0,0,0,0,0,0,17,12,5,0,4,0,0,39,1203,2000,2080,2151,1561,372,29,9394,223,121,94,103,128,37,0,712,0,0,0,3,0,0,0,3,3,6,4,4,5,0,0,21,15,43,37,23,28,0,0,152,0,11,11,10,0,0,0,32,91,91,58,78,67,21,0,405,1733,2471,2394,2454,1879,446,30,11404,38,42,23,25,14,5,0,153
50703,3,5,6,0,0,0,0,12,4,14,13,19,5,0,0,59,20,30,26,22,5,0,0,108,4,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,9,3,3,6,0,0,31,16,15,5,5,5,0,0,50,6,42,74,67,44,23,5,260,127,186,220,253,255,69,0,1112,3,13,7,8,7,0,0,42,1204,2289,2599,2634,2125,447,35,11339,4,7,0,0,0,0,0,14,27,19,17,11,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,14,452,942,1140,1062,631,108,7,4346,149,56,48,59,26,5,0,339,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,6,0,4,3,9,0,0,0,17,23,9,14,12,8,4,0,65,659,1045,1221,1150,672,122,9,4880,11,9,4,6,0,0,0,32
50704,24,6,9,8,3,0,0,59,15,30,25,23,14,7,0,117,92,105,91,83,54,14,3,440,15,21,6,14,11,0,0,77,7,0,0,0,0,0,0,11,10,11,16,7,3,0,0,50,39,38,21,21,13,6,0,133,43,159,276,390,353,282,69,1570,563,279,278,223,233,89,15,1694,11,20,25,9,11,9,0,92,3020,3743,3825,3445,2629,1061,175,17903,28,97,65,70,72,9,0,336,130,123,84,54,48,5,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,15,8,3,0,0,65,2323,3824,3906,3902,2908,621,39,17527,487,194,181,178,175,41,3,1259,0,0,0,3,0,0,0,8,0,0,4,0,4,0,0,10,9,12,17,13,5,4,5,61,9,14,18,11,7,3,0,58,92,36,30,60,41,12,0,273,3098,4316,4319,4294,3270,703,44,20041,85,101,74,59,39,9,0,367
50705,13,7,4,0,0,0,0,19,25,27,23,12,16,4,0,102,71,57,43,27,20,8,5,223,14,12,9,0,0,0,0,41,4,5,0,0,0,0,0,12,11,6,3,4,4,5,0,37,32,20,6,7,12,6,0,80,32,84,173,186,178,71,19,748,520,285,197,204,203,67,10,1484,16,22,22,10,6,4,4,86,3174,3339,2921,2620,2205,562,85,14901,12,11,11,5,0,0,0,41,110,30,28,15,20,3,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,7,0,0,0,27,1964,2815,3116,3116,2028,343,19,13399,584,149,100,104,102,23,0,1068,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,4,0,18,3,10,0,0,33,30,32,4,12,8,3,0,92,90,41,48,53,31,15,0,281,2799,3088,3333,3320,2212,390,13,15159,50,28,20,12,8,0,0,120
50901,4,0,0,0,0,0,0,4,22,16,23,6,9,6,0,81,22,22,17,9,14,9,0,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,3,8,4,7,0,30,12,5,3,8,4,7,0,31,37,83,175,249,314,237,97,1186,223,128,132,172,259,116,29,1057,20,14,13,15,15,16,7,108,1829,2095,2263,2599,2694,1110,269,12850,0,0,0,0,0,0,0,0,8,0,9,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,5,0,0,0,19,970,1384,1761,2155,1755,394,23,8446,289,79,103,113,88,29,4,692,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,8,3,0,11,6,5,0,0,34,3,7,4,11,12,9,0,51,64,55,76,89,116,77,7,486,1346,1537,1963,2394,1988,512,37,9776,0,0,0,0,0,0,0,0
50902,5,8,0,9,3,0,0,23,27,33,21,18,18,8,6,135,32,38,23,26,24,13,6,161,0,5,4,0,0,0,0,6,0,0,3,0,0,0,0,0,8,3,3,0,0,0,0,22,9,6,9,0,5,0,0,31,44,84,155,256,340,239,114,1229,158,175,170,207,257,134,29,1125,15,21,19,19,19,16,21,127,1398,2116,2157,2466,2650,1188,319,12285,4,0,0,0,3,0,0,8,22,27,19,23,8,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,11,630,1052,1246,1446,1299,339,27,6045,176,123,75,99,68,26,5,579,0,7,0,0,0,5,0,9,0,0,0,4,5,0,0,12,7,0,0,3,15,3,0,29,8,10,8,14,16,9,3,66,77,79,92,122,158,63,9,597,922,1304,1446,1713,1569,444,50,7449,0,0,0,0,0,0,0,0
50903,4,7,14,13,4,5,0,46,3,19,10,12,5,9,0,62,3,29,23,28,8,10,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,17,3,0,4,0,0,0,0,20,32,40,94,173,167,132,65,698,66,160,199,207,193,50,5,888,10,5,11,13,9,9,4,63,607,1112,1344,1475,1358,564,164,6625,0,0,0,0,0,0,0,0,3,4,9,19,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,439,534,602,529,150,14,2514,46,32,32,28,24,3,0,166,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,17,0,9,0,15,10,8,0,41,50,55,43,65,81,46,12,352,356,536,626,722,655,207,29,3133,0,0,0,0,0,0,0,0
51001,3,5,4,0,0,0,0,15,14,27,24,12,13,0,0,85,20,25,22,10,12,0,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,6,9,5,0,0,23,0,7,8,10,5,0,0,30,18,44,46,85,72,43,10,314,75,139,165,156,142,30,0,714,14,40,23,20,16,4,4,122,820,1768,1638,1561,1234,439,44,7502,0,6,0,0,0,0,0,0,21,18,16,19,13,6,0,84,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,14,379,1036,1044,847,633,161,19,4113,155,145,90,94,71,25,3,577,0,0,0,0,4,0,0,6,9,13,14,6,7,0,0,47,8,42,34,14,19,8,0,136,26,28,18,24,14,0,0,111,184,378,195,216,205,46,6,1226,780,1671,1419,1222,966,243,26,6320,0,0,0,0,0,0,0,0
51002,22,94,68,53,39,4,0,276,31,133,130,100,62,3,0,464,57,229,209,160,92,7,0,755,0,0,5,11,0,0,0,12,9,50,36,32,18,3,0,151,20,53,59,35,27,4,0,204,28,102,101,74,49,7,0,364,9,61,117,71,66,9,0,343,240,1189,1326,1233,867,178,4,5038,15,30,37,24,23,4,0,144,1318,4944,5518,4662,3182,548,26,20198,0,0,4,0,0,0,0,3,83,183,104,124,71,5,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,10,0,0,0,35,324,1005,933,584,372,69,0,3289,130,172,85,90,52,9,0,535,0,0,0,8,0,0,0,14,0,0,0,4,0,0,0,11,3,5,11,3,4,0,0,23,97,230,140,121,58,3,0,649,93,193,97,97,70,24,0,568,744,1803,1384,1037,633,113,7,5707,0,0,0,0,0,0,0,6
51003,18,54,80,52,22,4,0,231,30,99,97,75,54,3,0,365,53,159,179,132,74,7,0,609,4,3,3,9,3,0,0,16,8,41,59,36,20,0,0,156,10,43,65,57,18,5,0,201,25,90,130,94,41,7,0,375,7,44,82,55,28,8,5,228,260,1025,1320,1225,873,147,3,4851,8,38,21,32,28,3,3,126,1407,4487,5458,4751,3146,497,18,19775,0,0,3,0,0,0,0,5,67,131,130,140,83,9,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,0,0,15,380,1078,1164,897,414,68,3,3999,152,143,91,85,45,11,0,521,6,6,6,3,0,0,0,19,5,0,6,0,0,0,0,13,4,23,20,12,3,0,0,65,66,118,68,82,50,13,0,399,99,185,112,106,96,17,0,606,776,1689,1606,1321,689,117,8,6207,0,0,0,0,3,0,0,7
51101,4,7,6,4,5,0,0,15,3,11,7,12,5,0,0,41,4,16,11,17,7,0,0,62,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,10,0,3,6,0,3,0,0,16,3,18,44,67,74,39,24,266,52,85,78,107,78,36,6,450,7,11,4,8,8,4,4,43,557,828,834,967,833,248,67,4328,0,0,0,0,0,0,0,0,11,16,4,8,13,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,260,393,464,510,401,86,12,2114,64,21,21,23,13,6,3,151,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,7,6,5,7,0,0,33,9,3,0,7,8,0,0,32,33,39,25,35,32,10,5,178,391,486,518,592,479,103,17,2578,0,0,0,0,0,0,0,0
51102,0,0,4,0,0,0,0,3,3,6,12,4,4,0,0,29,4,5,11,10,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,10,3,16,35,64,34,32,0,192,23,46,52,58,52,23,0,259,7,5,4,11,6,0,0,40,262,496,484,543,459,141,20,2411,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,281,236,252,190,53,5,1154,41,30,17,23,21,3,0,134,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,10,7,35,21,12,16,0,0,87,0,6,7,3,3,0,0,17,72,94,59,64,68,16,6,384,270,446,342,367,300,76,8,1806,0,0,0,0,0,0,0,0
51103,16,57,48,36,20,0,0,185,45,100,105,61,50,0,0,370,63,161,155,108,79,6,0,565,0,0,0,0,0,0,0,6,8,24,13,22,6,0,0,80,20,40,47,20,17,3,0,152,29,67,63,49,22,3,0,238,7,33,57,70,52,28,14,258,309,810,839,731,517,107,0,3303,13,26,19,15,13,6,0,94,1929,4187,4065,3617,2802,617,46,17267,0,0,0,0,0,0,0,3,48,70,71,58,36,8,0,285,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,27,8,4,10,0,0,60,677,1266,1287,1199,876,167,12,5485,266,162,115,114,78,19,0,757,0,4,0,4,3,0,0,20,3,0,0,4,4,0,0,12,0,10,11,7,3,0,0,27,53,125,50,73,44,0,0,351,105,114,92,105,127,31,3,576,1164,1770,1634,1581,1183,226,16,7581,0,0,0,0,0,0,0,0
51104,7,19,15,14,14,0,0,72,26,50,51,40,33,12,0,211,31,74,74,51,45,12,0,288,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,19,10,28,19,23,11,4,0,88,10,36,28,25,13,4,0,112,30,47,89,144,160,109,41,626,284,449,443,449,405,128,19,2173,15,13,20,19,21,6,3,102,1879,2969,2920,3082,2810,893,175,14723,0,0,0,0,0,0,0,0,22,32,27,19,16,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,0,3,0,0,24,914,1315,1640,1963,1480,348,25,7676,299,109,79,90,78,28,7,686,0,0,0,0,3,0,0,5,8,0,4,5,0,0,0,16,10,13,9,23,11,0,0,65,38,63,36,47,35,7,4,221,64,88,83,105,133,37,11,533,1356,1628,1879,2247,1766,418,40,9342,0,0,0,0,0,0,0,0
59797,0,0,4,3,0,0,0,3,0,0,16,11,7,0,0,32,0,0,18,11,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,5,8,0,0,24,0,3,13,12,8,0,0,29,0,3,6,6,4,0,0,14,5,53,89,94,50,9,0,299,0,4,4,0,3,0,0,11,38,209,388,383,199,25,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,12,13,4,0,0,57,8,10,6,4,3,0,0,31,24,34,18,25,6,0,0,105,0,0,0,0,0,0,0,0
