POW_SA3_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
50703,427,613,449,348,1966,2998,1454,2903,184,11339,4,38,30,60,41,37,7,14,0,239,19,9,20,9,42,70,18,53,3,242,34,47,64,55,170,175,64,64,5,674,0,4,7,7,36,35,5,12,0,112,15,40,52,28,50,93,23,41,0,326,4,16,8,11,39,35,7,7,0,130,39,183,136,75,98,62,12,19,0,619,11,208,75,28,41,25,9,12,6,416,10,26,24,3,15,36,14,12,0,145,0,7,3,0,4,0,0,3,0,20,3,4,9,0,11,8,0,0,0,32,6,4,12,5,27,16,5,13,0,88,4,21,16,11,21,30,8,14,0,123,15,54,43,22,29,21,0,15,3,200,49,27,36,27,113,102,20,34,0,411,45,167,166,122,192,160,67,92,6,1024,55,157,204,128,202,89,15,41,11,899,3,28,9,5,7,4,0,0,5,63,9,56,40,20,35,21,7,4,0,183
50704,526,2611,1515,1034,3240,4325,1337,2987,322,17903,3,8,10,6,23,4,0,0,0,59,17,25,27,18,24,96,24,74,0,303,21,127,88,70,132,138,33,61,4,664,7,7,0,5,12,4,0,0,0,30,9,97,85,45,90,93,17,33,3,478,9,33,39,31,76,44,8,16,0,252,122,1270,657,291,548,254,64,90,21,3331,47,736,307,123,172,90,35,45,20,1578,6,42,36,24,43,29,7,6,4,203,3,26,17,4,6,13,6,0,0,81,10,51,63,26,55,65,12,18,3,307,12,87,74,43,82,75,21,27,5,419,50,268,206,101,184,210,47,77,3,1154,12,114,103,34,55,59,12,17,5,403,46,97,109,91,201,126,26,34,0,732,195,910,742,502,781,633,274,449,15,4509,766,1522,2019,1568,2229,1630,309,532,56,10624,6,109,47,23,22,21,8,17,0,264,40,279,235,145,234,157,35,47,9,1185
50705,513,1813,1194,752,2735,3694,1105,2763,311,14901,3,20,14,7,20,18,12,15,0,112,4,5,10,3,10,20,10,15,0,85,14,106,60,19,73,70,36,53,3,440,0,9,6,4,3,0,0,5,0,28,8,102,85,45,82,70,14,38,13,454,7,16,17,16,27,16,9,8,0,111,156,1089,747,340,506,241,75,65,31,3254,65,842,350,148,130,115,33,61,23,1762,12,57,48,16,46,39,10,24,0,251,0,37,17,3,10,17,0,4,3,88,18,24,42,22,45,47,12,16,0,222,13,37,36,21,84,45,17,39,0,296,30,119,95,65,101,92,28,47,3,580,20,197,101,38,112,67,9,19,4,569,94,112,126,72,335,374,68,145,14,1338,207,666,669,502,686,552,228,406,21,3935,277,763,991,770,956,556,99,229,46,4679,6,138,61,37,29,20,4,13,0,303,38,252,201,117,140,75,22,32,18,895
50901,572,1321,935,771,1939,2948,1242,2841,289,12850,72,235,176,112,92,181,59,210,22,1151,0,4,0,0,0,3,3,0,0,12,19,93,58,33,90,77,49,26,7,452,3,6,8,0,12,10,7,0,0,49,6,72,47,28,46,44,7,21,7,269,10,22,20,15,18,53,19,17,0,180,79,458,335,174,262,140,48,53,7,1560,53,443,217,100,122,99,20,93,16,1170,10,54,57,16,26,36,4,30,4,249,0,15,9,8,21,9,5,0,0,67,8,22,33,22,48,39,9,19,0,198,15,21,25,9,48,31,13,11,0,173,29,111,81,69,92,70,15,36,8,511,15,106,41,22,41,23,6,13,6,282,57,108,98,64,184,128,30,31,3,702,96,361,363,229,253,273,108,200,12,1891,194,504,590,494,612,333,75,185,26,3014,7,38,45,17,14,10,4,6,4,147,19,101,82,61,95,58,4,24,3,453
50902,510,909,753,471,1407,2410,1132,4414,280,12285,62,312,263,134,158,291,83,295,33,1631,26,14,17,6,17,37,21,101,3,251,19,60,34,28,50,53,13,32,0,307,0,5,5,0,14,8,10,3,0,52,10,50,28,17,31,49,10,59,4,255,16,26,48,28,21,69,20,26,5,249,46,266,189,98,160,107,42,78,17,996,30,264,140,75,72,68,31,78,7,771,14,79,71,28,23,31,8,30,0,293,0,12,9,0,4,0,0,6,0,32,8,21,30,16,33,29,8,10,0,158,0,12,12,3,25,5,6,9,0,75,11,59,48,37,44,41,15,18,3,277,6,69,54,37,29,21,6,19,3,243,52,88,72,51,224,167,35,55,3,734,101,276,261,181,221,220,116,160,11,1538,123,252,261,239,300,234,43,123,21,1590,6,22,19,5,10,17,0,15,0,96,13,83,44,31,39,35,9,16,4,269
50903,424,344,317,212,612,1218,624,2728,147,6625,39,134,126,69,60,126,47,190,9,795,42,17,14,7,34,35,28,137,8,315,8,11,17,12,24,28,12,21,0,129,0,5,0,4,0,5,0,0,0,10,9,15,20,5,7,12,0,14,0,76,9,12,12,6,6,28,11,11,0,94,11,92,76,46,54,37,18,28,8,366,15,84,58,23,25,40,12,45,6,303,12,32,29,8,7,12,6,13,0,126,0,4,4,0,0,0,0,0,0,8,5,5,13,14,13,19,3,4,0,82,0,5,0,3,7,6,0,8,0,24,3,16,16,8,13,13,3,13,0,81,0,27,13,3,12,3,4,9,5,86,15,37,38,24,51,64,6,15,3,253,41,101,102,68,82,82,47,79,5,611,49,139,130,106,130,108,17,54,8,750,4,12,7,0,0,7,0,0,0,35,3,22,28,11,15,11,11,7,0,119
51001,392,500,376,316,1269,1511,567,2351,225,7502,10,18,16,20,24,41,21,118,4,268,13,9,0,0,3,14,3,56,0,100,4,6,9,0,11,12,4,7,0,53,0,0,0,0,8,3,3,8,0,31,0,16,10,8,24,47,13,28,0,150,0,0,0,4,7,4,8,11,0,36,25,132,83,52,122,110,45,63,8,638,11,85,78,72,167,120,70,143,13,759,10,23,15,30,42,68,12,41,7,245,0,10,13,6,12,14,5,7,0,59,0,4,10,7,14,11,9,9,0,61,5,8,8,10,23,19,7,16,0,97,5,30,25,14,50,27,9,31,0,203,8,41,27,22,63,63,15,56,5,294,50,31,46,37,190,145,33,76,3,611,77,144,138,172,301,244,110,227,16,1443,137,147,183,240,590,378,76,195,22,1969,10,20,35,7,36,11,5,24,0,150,7,32,32,24,50,39,6,26,5,224
51002,2281,705,496,246,1043,1293,1535,12140,460,20198,4,3,6,0,5,3,0,18,0,43,357,83,90,30,140,159,282,1598,47,2791,4,8,5,0,9,12,8,34,4,83,6,3,8,0,16,11,4,15,5,59,15,13,14,9,19,30,21,130,0,256,0,7,9,4,18,5,14,15,0,76,20,100,80,40,71,46,21,38,5,419,50,76,53,35,41,47,19,267,14,595,25,20,18,9,42,63,20,64,3,266,3,3,0,0,0,8,0,4,0,20,5,0,4,0,7,8,0,0,0,31,5,6,10,13,23,34,9,49,0,157,4,15,14,9,22,21,7,23,5,114,28,39,42,19,31,35,18,127,7,343,22,32,26,17,83,79,17,46,3,335,35,62,63,68,139,137,61,78,7,650,66,84,68,77,195,207,27,86,11,822,7,17,10,0,16,4,5,5,3,63,6,31,22,10,39,23,17,16,5,167
51003,2200,731,502,290,983,1890,1607,11177,392,19775,0,9,0,0,4,6,0,25,0,45,294,65,70,33,87,198,202,986,29,1960,7,13,11,8,8,21,13,16,0,103,10,0,3,11,19,17,3,23,0,87,21,25,25,19,32,55,19,140,3,342,3,11,12,5,16,14,3,16,0,78,32,129,93,53,92,52,23,39,9,525,38,129,51,63,82,92,30,291,7,786,13,26,22,15,45,60,20,69,6,283,3,5,6,0,4,4,0,5,0,29,0,8,6,3,11,13,0,3,0,38,18,13,16,8,29,41,10,69,0,192,8,17,15,11,22,22,11,42,0,143,25,77,50,37,66,54,34,125,3,461,40,40,41,31,116,138,33,51,8,484,64,134,130,107,167,144,75,152,13,987,81,96,117,112,215,168,49,69,14,913,0,16,18,9,9,6,3,4,0,75,12,59,28,27,42,23,14,22,3,226
51101,233,259,170,164,441,849,396,1703,112,4328,29,105,60,31,20,70,15,73,11,426,14,0,6,3,3,8,12,72,0,118,0,13,3,0,12,3,3,6,0,45,3,0,3,0,5,0,0,0,0,18,4,20,11,5,4,10,3,22,4,81,5,7,4,4,10,16,0,9,0,61,20,114,79,38,71,48,7,25,0,410,28,96,55,24,29,24,8,44,13,316,9,33,15,6,22,16,9,9,0,131,0,3,0,0,4,0,0,0,0,14,0,6,7,4,11,12,0,3,0,46,4,6,10,5,13,10,3,4,4,54,6,21,22,15,20,15,5,14,0,113,5,30,18,9,10,8,3,9,0,89,10,29,23,18,40,29,7,9,0,167,30,73,79,62,90,84,31,56,0,506,45,69,124,79,117,82,22,24,3,560,3,12,6,6,0,4,0,3,0,36,10,30,27,11,29,19,4,6,0,145
51102,106,173,159,106,354,539,185,707,79,2411,9,22,7,11,25,33,12,50,6,173,5,4,4,0,0,4,3,24,0,49,3,3,0,0,7,0,5,3,0,31,4,0,0,3,0,0,5,0,0,11,4,14,5,3,10,12,0,6,0,52,0,3,0,0,0,4,4,0,0,16,10,52,40,28,48,31,17,33,3,260,16,55,53,60,77,61,23,50,6,399,9,21,23,11,18,20,4,20,0,117,0,5,0,0,0,0,0,0,0,5,0,3,4,0,3,5,0,0,0,16,0,6,0,0,8,0,4,3,4,43,0,7,9,3,9,16,0,3,0,56,0,22,17,20,19,27,6,14,3,135,10,12,16,13,62,50,5,14,0,189,16,29,35,30,52,45,22,23,0,259,24,29,37,32,95,38,8,31,3,294,4,4,13,3,7,8,0,10,0,38,4,10,10,4,10,13,7,9,3,67
51103,1269,737,559,276,1118,1870,1674,9351,423,17267,4,6,0,6,5,0,0,6,0,34,178,104,99,41,101,190,245,1028,18,2008,24,26,15,12,26,51,51,98,0,309,0,3,5,0,11,10,7,8,0,41,3,26,38,16,28,61,20,43,4,236,10,4,13,10,39,34,8,25,0,151,41,216,160,90,163,91,31,50,10,853,33,167,136,83,113,76,24,177,8,823,3,27,43,19,43,61,20,49,4,274,0,3,7,5,3,4,5,0,0,26,4,15,16,11,19,8,0,0,0,71,10,10,22,5,40,38,6,48,0,183,12,30,26,14,77,56,23,59,0,293,12,55,46,25,45,45,8,57,3,301,52,36,40,27,142,135,29,49,3,506,56,133,144,106,224,208,73,153,13,1119,66,129,135,139,356,301,78,147,16,1372,3,35,30,9,6,15,4,6,0,124,13,49,45,29,67,53,11,44,3,303
51104,914,1053,766,578,1605,2496,1274,5741,295,14723,26,124,75,35,33,80,27,127,13,536,64,18,23,13,24,55,64,306,11,584,16,41,26,10,36,30,9,63,4,227,0,8,0,3,6,7,4,4,0,31,17,50,42,27,37,64,16,41,0,306,6,20,22,9,30,31,12,15,3,147,50,402,290,157,263,137,44,94,8,1444,42,382,223,115,109,90,33,141,19,1156,21,55,45,34,39,60,22,37,3,313,7,8,3,3,11,16,0,0,0,47,11,24,11,19,39,40,4,5,0,152,4,20,11,14,38,25,11,13,0,126,20,60,53,51,95,42,18,29,0,367,14,71,58,36,48,43,7,34,4,301,56,75,64,50,226,136,31,44,9,698,92,308,312,250,328,279,106,229,12,1917,189,354,471,385,578,397,84,191,31,2671,0,39,19,12,9,8,4,3,0,100,13,85,75,51,81,59,14,30,9,405
59797,214,20,16,14,33,57,26,840,22,1240,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,17,6,33,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,4,16,0,29,0,0,0,0,0,4,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,2952,4936,4038,3044,4872,8568,2760,10492,938,42601,55,93,47,27,28,40,8,50,10,360,129,31,29,13,36,46,41,335,20,668,27,63,44,34,64,42,9,25,0,316,0,6,5,6,8,6,5,5,0,53,76,213,118,65,96,146,31,90,21,859,11,74,41,29,38,54,15,21,0,287,76,263,160,62,122,121,24,47,9,888,64,204,72,35,44,47,17,95,11,580,75,226,129,49,52,65,20,58,10,677,12,50,19,7,10,16,3,22,3,141,26,40,36,21,32,37,4,20,4,221,15,52,30,15,17,20,3,24,5,178,72,390,189,83,94,113,16,73,7,1052,155,1453,677,254,182,154,40,133,32,3085,54,61,35,36,44,44,15,35,7,327,124,625,240,97,98,76,12,48,16,1330,322,1502,1127,543,486,305,82,147,54,4569,12,157,49,23,25,37,0,21,4,323,59,425,202,96,100,77,10,38,10,1018
