POW_SA3_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
50704,0,6,0,0,0,0,0,0,0,10,0,14,0,4,7,0,0,0,0,24,0,26,7,9,5,0,0,0,0,42,0,16,5,5,11,0,0,0,0,43,0,33,3,0,8,0,0,4,0,49,0,60,7,5,14,0,0,5,0,91,5,56,13,7,24,3,0,7,0,110,0,63,21,11,47,5,0,0,0,146,8,74,25,18,65,0,0,0,0,187,7,115,36,14,77,3,0,0,0,257,20,156,25,4,56,0,3,0,4,279,19,146,16,4,28,0,0,0,0,201,77,345,15,4,24,0,0,0,0,457,26,61,0,0,0,0,0,0,0,85,41,65,5,0,0,0,0,0,0,118,0,4,0,0,0,0,0,0,0,3,198,1224,166,86,364,19,3,14,8,2093,0,0,6,0,0,0,0,0,0,8,0,3,0,7,6,0,0,9,0,25,0,12,3,29,7,0,0,16,0,67
50705,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,8,3,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,0,0,7,7,8,0,0,3,25,3,8,3,13,9,0,6,0,0,50,6,14,9,24,29,6,5,8,0,104,17,14,68,106,69,0,8,9,0,298,38,30,206,186,77,0,8,0,11,554,48,57,230,178,56,0,8,0,4,585,90,65,170,103,24,0,6,0,0,460,257,144,204,184,25,0,3,0,6,824,71,33,27,41,0,0,0,0,0,170,59,28,10,21,0,0,0,0,0,115,4,0,4,6,0,0,0,0,0,12,601,393,925,876,299,21,51,18,31,3223,0,3,0,6,0,0,0,0,0,9,0,4,5,9,0,0,0,0,0,18,0,14,0,17,5,0,0,15,0,51
50901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,4,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,15,0,4,0,0,7,3,0,0,0,17,0,0,0,0,6,0,0,0,0,19,0,6,0,4,14,3,0,0,0,22,0,3,0,0,16,3,0,0,0,25,6,12,0,3,7,0,0,0,0,23,3,8,0,0,3,0,0,0,0,12,8,9,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,22,41,3,16,79,16,0,0,0,183,0,0,0,0,0,0,0,4,0,5,0,3,0,5,7,0,0,0,0,18,0,5,6,9,3,0,0,7,0,37
50902,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,5,0,0,0,4,0,0,0,0,9,0,6,0,0,3,3,0,0,0,12,0,0,0,0,9,3,0,0,0,16,0,7,0,0,11,0,0,0,0,17,0,6,0,0,7,0,0,0,0,11,0,0,0,0,5,0,0,0,0,12,4,0,6,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,10,15,62,6,0,0,0,127,0,4,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,16,0,12,8,20,0,0,0,6,0,41
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,3,0,0,0,28,0,6,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,11,0,7,0,3,5,0,0,3,0,16
51001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,4,5,0,0,0,10,0,0,0,0,13,0,0,0,0,25,6,7,0,3,27,4,0,4,0,43,14,4,0,3,16,0,0,0,0,41,9,12,0,3,13,0,0,0,0,42,10,12,0,9,5,0,0,0,0,38,21,15,4,3,9,0,0,0,0,52,0,3,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,61,60,15,35,96,20,0,7,0,288,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,4,0,13,3,0,0,0,0,25
51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,14,5,0,0,0,5,0,0,0,0,10,5,3,0,0,3,0,0,0,0,15,5,0,0,5,0,0,0,0,0,12,7,6,6,10,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7,22,24,4,0,0,0,88,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,9
51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,15,0,5,0,0,3,0,0,0,0,10,0,3,0,10,0,0,0,0,0,14,3,9,5,3,3,0,0,0,0,25,8,4,0,8,6,0,0,0,0,34,7,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,25,12,22,35,0,6,4,4,129,0,0,0,0,3,0,0,0,0,4,0,3,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8
51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,6,5,3,27,0,0,0,0,42,0,4,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,3,0,5,0,4,3,0,0,0,0,17
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,5,5,6,0,0,0,0,10,3,0,0,0,7,0,0,0,0,15,0,4,4,6,0,0,0,0,0,9,4,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,17,25,4,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,5,7,0,0,0,0,12,0,0,0,4,7,0,0,0,0,12,4,5,0,4,19,0,6,0,0,30,3,4,0,0,14,0,0,0,0,33,0,9,3,4,3,0,0,0,0,16,3,9,5,6,4,0,0,0,0,22,0,13,3,0,3,0,0,0,0,28,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,47,15,16,62,3,0,3,0,173,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,5,0,6,0,0,0,7,0,17
51104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,3,0,0,5,0,0,0,0,18,0,3,0,9,13,0,0,0,0,29,0,6,0,4,23,6,0,0,0,37,3,6,5,0,17,0,0,0,5,37,0,13,3,3,4,0,0,0,0,25,13,13,3,7,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,13,26,86,9,0,0,3,218,0,4,0,0,0,0,0,0,0,10,0,8,5,0,4,0,0,7,0,21,0,8,3,11,0,0,0,11,0,31
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,4,6,0,0,0,0,17,0,8,0,6,10,0,3,0,0,24,0,0,0,3,17,0,0,0,0,27,0,6,0,9,21,0,0,0,0,38,0,5,0,7,15,0,0,0,0,34,4,8,0,9,21,3,0,0,0,51,0,3,3,3,20,0,0,0,0,35,6,12,5,10,11,3,0,0,0,45,0,11,9,4,12,0,0,0,0,39,3,8,14,7,10,0,0,0,3,49,6,3,22,13,8,0,0,0,0,58,11,12,7,15,6,0,3,0,0,52,18,21,23,19,13,0,0,5,0,99,3,0,3,4,5,0,0,0,0,15,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,70,93,80,121,181,12,16,4,10,593,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,0,18,0,16,3,0,0,13,0,48
