POW_SA3_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
50502,2329,410,163,39555,244,27,45,130,13,455,2205,25,136,35,3,2409,2334,61,249,46,15,2713,2194,98,308,57,23,2681,2846,108,327,50,20,3349,4417,185,465,70,25,5154,5547,272,476,41,34,6374,7707,393,595,45,55,8792,9284,569,692,59,48,10648,7449,499,550,42,26,8565,6199,658,432,42,24,7361,4317,514,318,29,12,5189,7260,1011,464,37,25,8783,1267,382,142,11,9,1812,1756,937,265,34,14,2994,533,63,38,16,46,704,65549,5808,5501,746,391,77993
50503,2212,453,132,24616,148,24,60,164,7,395,1951,34,168,58,15,2224,1759,55,286,52,10,2166,1753,96,296,63,18,2224,1964,110,304,57,9,2449,3359,181,453,77,23,4093,4043,282,507,65,24,4926,5499,356,586,51,40,6528,5834,500,669,56,38,7099,4172,444,513,30,27,5192,3508,562,426,19,10,4523,2496,437,298,16,14,3262,3390,675,357,21,12,4452,557,203,95,8,3,872,577,420,196,18,4,1206,415,43,64,14,56,591,41425,4432,5286,771,311,52222
50601,844,146,61,12008,73,10,9,43,7,141,785,5,76,18,3,889,833,22,120,27,4,1007,729,25,107,26,10,900,855,39,144,9,3,1064,1413,68,180,17,13,1693,1660,91,176,11,12,1949,2160,125,236,21,17,2551,2349,174,217,17,13,2767,1841,150,131,15,5,2145,1559,170,134,5,6,1883,1148,133,82,7,6,1373,1626,154,106,14,5,1902,204,62,27,0,3,300,231,130,65,5,4,441,158,9,16,8,14,203,17628,1366,1832,247,122,21189
50602,861,182,103,27233,171,12,14,70,6,273,1379,11,68,19,5,1490,1564,21,107,27,13,1726,1562,52,146,50,16,1819,1980,59,139,26,26,2230,3334,110,201,28,17,3682,4150,158,245,21,28,4600,6388,224,285,28,27,6953,8640,311,352,24,23,9348,7102,243,229,12,20,7601,5981,280,183,10,23,6477,4279,229,115,10,15,4641,8359,405,201,12,17,8997,2170,190,65,0,4,2430,3040,464,125,5,10,3642,479,38,24,8,48,606,60566,2798,2501,357,292,66512
50603,1082,286,98,28747,172,26,17,90,7,315,1627,17,66,39,10,1766,1881,42,133,35,13,2098,1820,54,161,55,13,2105,2337,75,164,39,15,2630,3678,125,276,48,21,4153,4669,200,260,48,22,5205,7516,320,346,34,32,8249,9664,359,399,35,36,10496,7356,354,286,16,19,8036,6422,405,249,21,28,7133,4519,306,164,6,16,5016,7799,593,199,21,10,8630,1467,202,68,8,8,1752,1758,511,113,21,8,2409,501,34,30,13,41,624,63196,3630,2933,537,300,70598
50604,926,189,60,13368,97,8,24,65,0,199,837,6,86,23,3,959,842,23,118,45,6,1038,873,53,173,35,10,1143,1049,63,181,32,15,1338,1751,97,244,39,14,2140,2253,156,236,35,16,2694,2873,178,276,21,17,3361,3327,233,277,17,8,3871,2470,217,201,13,12,2918,2250,198,144,8,5,2611,1454,139,108,10,3,1709,2036,254,131,7,14,2437,298,76,50,5,0,429,278,197,67,4,7,554,195,24,15,11,21,266,22883,1924,2327,367,153,27649
50605,681,165,40,7436,31,10,7,67,0,114,532,9,43,25,6,612,539,18,74,19,7,657,392,22,95,23,5,536,524,37,87,15,9,672,884,58,129,19,13,1104,1088,86,149,25,6,1351,1504,102,182,29,8,1820,1944,143,174,14,8,2280,1526,132,124,21,7,1802,1241,137,113,8,6,1505,972,113,82,11,4,1184,1445,178,115,8,10,1757,255,70,37,4,0,362,244,132,60,9,8,456,131,6,18,3,9,168,13258,1253,1493,287,84,16384
50606,393,125,25,3352,20,4,16,44,0,80,290,0,34,15,0,338,233,9,43,13,0,296,215,17,60,13,7,301,224,21,68,15,6,333,396,36,69,23,7,531,534,38,74,9,6,665,578,54,81,16,5,737,604,72,123,23,0,822,438,37,77,7,3,567,398,71,65,16,6,546,277,41,53,8,3,374,376,70,49,5,0,492,48,26,21,0,0,91,48,46,22,6,3,129,49,10,7,0,10,79,4732,550,850,216,48,6396
50607,537,95,31,8401,38,11,13,33,0,95,431,3,40,12,0,490,505,15,33,9,8,563,426,19,58,12,5,518,492,32,63,8,5,596,804,55,77,6,4,953,1047,53,88,13,6,1217,1341,79,115,15,4,1554,1456,93,129,13,9,1700,1131,101,90,12,0,1330,1058,131,85,13,5,1289,868,99,63,4,0,1040,1471,229,102,11,10,1825,273,116,45,3,0,437,353,255,98,13,0,717,73,5,0,0,8,91,11768,1303,1107,172,65,14419
50701,1356,282,79,20022,132,20,26,92,4,279,1341,10,94,28,3,1476,1316,24,161,35,6,1542,1259,54,188,38,9,1556,1600,59,172,32,11,1876,2597,111,305,35,19,3067,3232,178,282,39,13,3739,4609,212,336,44,16,5219,5928,355,386,31,28,6724,4711,315,284,25,24,5365,4176,357,261,35,15,4836,3252,272,191,24,11,3755,5653,523,224,32,11,6439,1172,183,67,10,3,1427,1223,377,136,11,4,1750,385,27,35,7,37,496,42595,3079,3132,519,216,49546
50702,1061,154,53,15316,87,12,21,48,3,170,833,6,50,12,3,913,825,13,81,16,3,942,900,22,121,28,5,1076,1080,37,118,27,12,1278,1754,79,176,14,9,2040,2081,104,226,18,10,2446,2652,149,240,24,19,3080,3287,190,258,28,11,3763,2799,178,215,16,10,3218,2498,220,184,16,10,2917,1846,217,109,14,7,2194,3263,441,212,18,4,3935,528,158,74,3,3,771,604,380,129,19,4,1132,194,21,15,3,17,249,25225,2231,2216,317,128,30124
50703,348,85,35,6193,51,10,4,21,0,83,307,3,30,16,3,366,313,6,55,17,0,394,334,10,49,20,0,416,395,16,52,6,9,481,712,13,88,9,6,831,913,35,84,10,10,1049,1291,43,92,4,7,1441,1714,58,103,8,12,1895,1644,58,92,9,9,1810,1764,58,38,8,6,1881,1525,44,26,0,4,1601,3170,86,49,4,3,3317,810,25,12,0,0,849,876,58,36,0,3,971,138,5,7,0,12,163,15959,534,822,133,84,17533
50704,1487,272,74,27236,116,22,28,89,5,256,1607,16,90,34,0,1751,1594,38,148,31,4,1821,1468,47,159,30,11,1711,1649,55,177,31,17,1931,2521,103,257,47,3,2934,3003,160,242,40,11,3454,3930,207,293,26,22,4474,5028,281,342,25,21,5693,4082,237,270,22,3,4616,3696,324,246,37,13,4313,2604,198,150,20,7,2980,4544,462,218,18,13,5258,913,161,91,13,5,1180,1597,522,266,28,14,2420,274,26,25,4,27,351,38634,2851,2989,491,174,45144
50705,1352,237,72,19922,139,7,40,86,0,270,1500,13,99,33,3,1650,1409,17,156,27,5,1628,1249,43,172,31,8,1502,1499,36,176,32,6,1753,2393,82,261,33,17,2788,2840,102,263,28,18,3253,3334,151,292,17,11,3807,3649,192,333,20,12,4204,2853,153,205,14,15,3238,2613,191,184,10,11,3018,1989,141,124,12,8,2276,3249,220,183,12,7,3670,517,78,43,6,0,645,541,145,90,8,4,790,251,19,28,0,28,333,30042,1608,2638,369,164,34820
50901,1244,552,129,12930,72,9,30,181,4,292,688,6,66,57,7,830,632,19,109,93,12,870,668,35,143,77,18,941,931,36,173,88,32,1260,1684,89,265,76,31,2144,2105,110,285,85,32,2614,2648,122,346,92,37,3247,3088,205,391,82,34,3802,2022,157,299,52,26,2558,1720,178,250,47,32,2235,1160,153,186,39,16,1545,1592,250,240,42,8,2126,199,85,94,27,7,408,210,200,197,45,8,653,145,16,44,27,33,259,19561,1669,3120,1094,334,25781
50902,884,629,113,10184,58,22,54,199,15,342,402,14,54,65,8,548,415,20,88,109,10,647,500,47,144,84,13,789,676,49,124,90,21,961,1157,117,252,110,24,1668,1410,120,215,93,14,1846,1993,159,249,130,32,2561,2295,233,285,90,42,2951,1668,232,198,81,21,2207,1462,245,215,58,23,1999,1116,174,168,48,18,1533,2169,235,218,79,23,2724,432,110,73,21,8,639,361,209,126,28,11,736,164,43,40,43,34,325,16273,2042,2500,1333,318,22475
50903,430,337,46,4408,24,9,16,93,5,139,126,0,24,41,6,189,143,6,34,46,3,232,175,28,25,41,3,273,261,31,56,36,5,387,453,57,100,61,7,683,576,55,112,44,13,799,758,91,123,51,12,1032,952,112,163,67,16,1306,672,92,109,47,14,940,714,120,121,51,14,1017,722,82,114,33,10,959,1678,120,115,40,17,1966,337,47,37,12,4,445,285,81,74,18,6,466,92,16,35,35,15,196,7964,953,1266,709,145,11036
51001,295,85,68,7662,57,6,4,21,0,87,247,0,6,9,3,262,288,7,10,13,3,326,278,15,33,10,5,337,307,12,35,11,5,369,614,21,45,11,16,705,821,22,59,3,10,913,1320,57,50,13,21,1458,1777,73,99,7,14,1966,1665,75,64,11,9,1828,1532,112,52,13,11,1724,1220,74,39,3,16,1355,2161,120,80,4,15,2381,411,50,20,7,0,484,527,88,38,4,3,672,249,10,14,3,21,292,13468,752,647,154,147,15170
51002,139,33,52,7567,73,3,4,18,4,98,165,4,8,0,0,185,241,0,20,3,0,267,161,7,17,7,4,187,185,6,17,7,0,214,379,7,18,4,10,412,491,21,21,4,6,533,712,21,26,4,6,770,1373,38,30,0,6,1453,1813,54,30,5,16,1912,2322,44,32,3,10,2407,2662,43,28,0,10,2732,8631,83,30,8,22,8777,3569,40,22,0,8,3642,3660,127,60,0,12,3857,293,8,4,6,10,324,26704,498,358,66,136,27768
51003,230,47,45,8056,83,8,0,22,6,119,330,0,12,3,0,355,257,0,30,4,4,291,223,5,15,3,0,247,223,11,11,3,7,257,423,15,29,9,6,477,607,14,35,3,4,658,926,29,29,12,8,1009,1491,42,38,8,11,1595,1745,34,28,11,6,1826,2143,63,29,6,3,2251,2362,50,39,0,8,2462,8081,114,62,4,17,8276,3303,53,17,0,10,3383,4141,120,51,0,10,4319,255,8,8,0,16,286,26598,581,448,89,111,27827
51101,308,160,48,3464,22,9,24,48,4,101,172,0,6,11,0,197,149,0,34,22,10,211,184,13,31,18,11,256,216,13,46,13,7,293,374,16,43,20,9,469,500,29,59,10,9,611,619,36,86,9,9,767,726,71,110,33,8,946,582,68,53,20,3,723,562,72,76,4,14,726,470,49,44,11,5,576,1009,71,83,27,10,1202,216,29,20,11,3,286,153,78,47,17,7,306,80,11,13,11,3,130,6030,575,776,298,110,7790
51102,170,44,37,2294,7,0,5,11,0,22,81,0,8,4,0,88,88,4,15,9,5,117,97,5,29,11,9,144,115,9,22,7,0,159,276,14,41,9,3,349,398,14,33,6,13,458,511,37,48,5,11,615,550,56,58,13,7,679,361,57,47,0,8,467,330,42,21,10,4,405,241,35,25,3,0,305,435,55,48,3,7,539,92,13,3,0,0,112,109,35,23,0,7,167,42,10,4,12,3,75,3721,385,415,109,74,4703
51103,295,91,53,9385,75,4,10,38,7,133,353,3,14,11,3,381,302,11,29,10,7,356,321,14,16,10,6,364,391,17,34,10,3,452,761,29,34,15,6,837,1005,38,39,5,5,1103,1332,41,72,8,5,1456,1944,69,77,10,13,2119,2003,70,47,4,10,2133,2440,114,60,11,10,2633,2584,94,48,0,17,2740,7116,150,71,16,19,7363,2084,94,15,3,4,2200,1835,156,41,8,10,2051,285,9,12,3,15,325,24835,909,623,157,131,26655
51104,745,371,72,11901,81,12,23,104,0,233,626,3,19,35,4,683,550,22,64,47,7,688,538,39,90,50,9,736,754,30,128,44,4,959,1346,51,152,63,13,1630,1688,77,166,60,24,2016,2121,111,212,49,26,2523,2560,181,227,56,13,3039,2046,157,169,50,8,2435,2124,191,145,37,11,2510,1894,137,104,41,10,2188,3990,225,153,45,4,4423,969,97,51,18,9,1139,830,180,111,25,5,1157,204,14,21,26,19,280,22326,1539,1843,740,175,26622
59797,8,0,4,144,9,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,12,11,0,0,0,0,11,7,0,0,0,4,10,10,0,3,0,0,14,14,0,0,0,0,18,49,0,0,0,6,54,30,3,0,0,0,33,63,4,4,0,0,65,80,0,3,0,0,89,313,3,0,0,0,321,196,0,0,0,0,198,518,7,0,0,0,525,16,0,0,0,0,18,1334,16,17,4,11,1386
59999,4638,479,197,17965,223,43,113,197,8,579,967,31,440,61,14,1514,1180,67,829,63,40,2176,1370,128,941,79,43,2562,1747,150,1139,84,59,3175,2620,208,1627,88,66,4604,2847,334,1737,80,88,5089,3344,462,2054,93,109,6056,4090,691,2356,57,71,7263,3359,635,1870,43,51,5954,3164,744,1513,49,42,5518,2533,492,988,33,36,4081,5207,735,1060,47,38,7083,1420,226,213,14,0,1875,1527,343,323,33,17,2245,467,60,149,26,82,776,36070,5347,17340,1043,767,60566
