POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
50502,22,5835,4350,573,292,25,16,5264,4395,640,349,33,25,5432,4089,584,338,23,17,5054,3404,506,285,25,11,4231,2218,347,212,25,12,2811,793,176,109,6,6,1092,142,112,48,9,0,313,31,30,16,5,0,93,38051,4029,2519,206,143,44945,3514,9,37,23,8,3584,3678,25,105,11,10,3830,2117,47,183,9,7,2372,2231,109,235,34,8,2622,2312,147,321,50,4,2832,2077,167,287,39,12,2592,1855,188,262,58,9,2375,1789,169,298,37,15,2310,1626,161,301,31,17,2136,1553,185,279,56,13,2095,874,180,243,41,13,1353,413,127,136,56,3,732,162,95,64,33,4,362,24202,1607,2759,490,141,29195,2389,102,142,15,22,2668,910,72,77,34,86,1180,65549,5808,5501,746,391,77993
50503,15,3620,2624,437,310,23,21,3414,2578,483,346,38,24,3465,2391,528,353,36,16,3319,1968,433,330,30,19,2782,1288,259,231,31,9,1809,417,98,95,11,4,625,85,41,39,0,0,170,18,20,8,0,0,45,23429,3211,2526,230,115,29515,3355,9,35,17,8,3422,2339,12,112,12,3,2473,1269,32,158,21,8,1488,1336,59,278,49,9,1742,1495,151,323,51,9,2030,1306,156,291,56,8,1815,1310,116,286,47,15,1772,1131,150,312,41,15,1654,976,129,241,42,9,1389,810,100,225,48,8,1196,420,102,161,41,10,730,149,41,61,40,4,301,58,24,34,23,4,142,15959,1087,2524,488,98,20153,1448,76,153,24,23,1721,592,53,87,26,73,833,41425,4432,5286,771,311,52222
50601,6,1381,1054,127,113,9,0,1306,943,139,106,5,0,1191,937,121,123,10,10,1201,725,94,113,6,3,939,522,65,60,10,3,664,204,38,36,4,5,279,43,18,12,4,0,75,11,12,6,0,3,33,9189,901,872,67,45,11076,1395,0,8,10,4,1416,974,8,35,0,0,1020,602,17,63,3,0,689,681,45,108,21,4,856,744,47,104,16,8,914,667,58,91,19,3,843,577,52,98,17,3,748,527,40,97,10,0,669,491,42,91,10,0,636,422,31,81,13,7,561,231,42,54,11,0,333,88,23,33,13,0,154,26,9,24,15,0,68,7409,409,895,164,35,8914,751,33,46,8,9,844,279,20,20,10,31,365,17628,1366,1832,247,122,21189
50602,14,6101,4730,301,141,16,3,5196,4525,262,160,12,11,4962,4057,291,154,14,21,4540,3312,267,149,17,14,3749,2153,178,121,13,8,2476,748,94,77,8,4,927,158,28,36,4,0,229,27,19,12,5,0,67,38830,2087,1270,120,100,42410,2143,8,15,8,4,2175,3261,7,57,4,8,3335,2113,27,86,4,3,2244,1903,48,125,20,10,2103,1875,72,124,23,12,2110,1498,68,111,14,14,1707,1282,66,108,14,13,1467,1141,61,103,20,11,1336,1075,89,91,22,6,1286,919,65,117,18,9,1126,573,48,91,11,0,728,227,35,63,15,4,345,69,19,26,19,9,140,18083,620,1129,182,88,20104,2769,47,44,17,24,2901,886,43,57,29,86,1102,60566,2798,2501,357,292,66512
50603,13,5924,4810,372,163,20,12,5375,4764,338,183,20,13,5324,4590,412,183,23,18,5219,3918,362,209,27,22,4537,2600,233,158,3,14,3012,880,143,70,9,5,1110,175,56,25,5,0,269,31,24,7,4,0,68,41300,2672,1432,176,116,45697,2640,5,17,19,3,2682,3304,19,83,10,11,3422,1907,37,98,12,3,2058,1747,68,126,20,11,1973,1831,87,163,31,9,2116,1541,76,127,24,9,1782,1384,94,114,30,10,1629,1259,95,148,21,10,1530,1224,110,139,32,9,1502,1122,106,137,19,4,1393,623,91,131,31,7,879,269,41,62,32,0,408,114,31,35,27,5,208,18964,857,1387,305,85,21589,2028,56,51,20,18,2180,907,46,64,34,79,1132,63196,3630,2933,537,300,70598
50604,7,1964,1430,201,152,7,11,1799,1450,186,140,11,3,1789,1410,169,158,18,6,1768,1263,144,135,18,4,1559,819,116,95,10,4,1034,312,72,49,8,5,445,69,30,16,3,5,116,5,6,7,0,0,23,13105,1334,1099,107,53,15700,1344,0,12,14,0,1370,1186,5,45,6,6,1239,777,14,64,10,5,873,732,49,100,18,7,906,851,67,165,32,7,1115,785,80,144,28,4,1042,695,67,139,24,8,934,629,58,99,13,0,797,581,57,108,23,13,772,499,59,114,25,0,700,293,40,88,24,0,440,105,27,43,17,7,202,55,14,24,10,0,109,8530,543,1144,234,53,10497,874,31,41,10,15,972,368,23,43,18,31,484,22883,1924,2327,367,153,27649
50605,5,1182,882,120,78,9,7,1102,932,99,101,9,3,1153,940,107,102,9,3,1158,756,118,90,15,6,987,547,81,65,12,0,701,197,47,34,7,0,289,41,26,13,0,0,85,11,11,15,3,0,32,8039,835,677,89,32,9680,796,3,11,12,4,822,606,4,28,5,3,646,393,9,39,6,0,442,351,21,63,16,0,454,406,42,79,19,3,548,360,38,73,19,0,498,374,28,80,13,5,498,348,38,89,15,0,490,325,50,91,20,0,486,320,55,86,13,5,480,182,41,66,18,0,303,70,24,43,23,5,167,35,11,14,11,3,77,4558,366,761,182,31,5900,450,27,36,9,4,531,211,14,18,10,23,274,13258,1253,1493,287,84,16384
50606,6,375,257,45,42,9,4,350,249,47,50,6,3,354,231,57,65,11,0,364,209,48,46,4,7,316,145,43,26,11,7,227,39,12,25,8,0,87,9,7,10,4,0,28,4,4,0,0,0,13,2466,363,432,73,21,3350,452,0,8,0,0,460,259,0,12,3,0,281,166,11,29,12,3,218,178,12,41,14,3,256,185,17,51,10,0,266,159,13,31,8,0,216,119,14,39,6,0,180,134,23,36,18,0,215,124,25,46,5,3,201,106,18,27,18,0,173,45,11,31,11,0,96,25,11,14,7,0,54,6,4,13,12,0,38,1959,161,379,126,17,2640,218,13,20,11,4,264,86,11,22,8,8,139,4732,550,850,216,48,6396
50607,4,932,668,113,42,4,3,832,696,131,58,4,0,887,676,131,74,5,3,890,561,122,63,7,0,756,397,98,47,7,0,548,147,42,28,0,0,216,30,23,19,5,0,81,12,8,3,0,0,23,6040,884,469,44,18,7465,665,0,11,4,4,678,823,3,15,4,0,854,454,11,32,3,4,496,474,20,33,3,0,531,485,28,49,15,0,576,438,47,70,7,0,556,410,30,58,4,0,504,397,41,59,12,0,513,325,34,73,9,0,448,298,64,74,12,0,444,194,52,69,20,3,339,89,46,41,15,0,195,37,16,19,16,3,85,5087,386,604,122,24,6219,488,16,29,4,5,545,152,12,5,3,15,195,11768,1303,1107,172,65,14419
50701,18,4172,3204,352,194,26,6,3780,3170,352,211,19,15,3767,2956,303,220,31,10,3520,2409,334,203,23,12,2979,1524,220,131,20,6,1903,525,95,38,9,4,671,86,40,23,11,0,166,27,19,10,5,0,57,27609,2327,1532,171,99,31735,2354,6,14,5,4,2383,2054,7,58,8,0,2127,1151,19,86,4,3,1265,1189,61,151,21,4,1433,1206,77,200,33,6,1527,1158,96,170,41,4,1466,991,61,157,34,10,1248,853,86,144,28,3,1122,738,84,176,33,11,1041,655,73,136,37,8,914,386,55,91,30,3,572,117,50,48,18,5,236,49,29,28,15,3,120,12902,699,1476,305,57,15447,1489,38,70,28,16,1630,597,18,55,14,46,736,42595,3079,3132,519,216,49546
50702,3,1999,1535,215,102,8,6,1866,1593,242,153,12,0,1999,1617,256,159,9,5,2050,1375,241,144,17,11,1793,921,146,100,14,6,1184,300,87,49,8,3,447,67,29,18,5,0,123,12,16,6,4,0,43,14022,1574,1009,101,50,16756,1339,5,15,4,5,1365,1690,3,49,8,0,1754,945,17,49,5,7,1023,832,43,91,12,0,982,912,42,109,21,7,1082,817,73,102,10,0,1011,729,80,120,15,3,940,666,83,107,20,3,876,617,57,111,20,5,810,625,72,133,23,3,850,372,63,118,21,0,577,159,47,67,22,8,300,54,19,38,23,0,141,9749,603,1111,199,44,11706,1133,34,74,9,11,1256,320,18,24,10,24,399,25225,2231,2216,317,128,30124
50703,3,1524,1407,56,58,12,5,1531,1470,58,49,5,4,1583,1405,60,43,6,3,1518,1217,53,51,3,4,1324,809,44,39,4,4,900,276,18,14,0,0,315,35,11,8,5,0,58,6,6,4,0,0,12,11423,405,413,39,30,12314,563,0,6,4,3,572,378,0,17,0,0,394,327,3,27,0,0,360,355,9,57,11,0,425,384,13,51,11,0,464,363,9,56,15,4,438,324,20,44,11,5,400,294,13,34,10,4,354,239,15,32,3,0,293,188,12,24,9,0,229,111,14,20,0,3,142,43,3,10,4,0,62,17,3,0,5,0,26,3578,112,374,78,29,4172,717,13,20,5,3,757,241,4,12,9,25,293,15959,534,822,133,84,17533
50704,4,2801,2342,261,150,5,6,2773,2278,328,176,11,6,2796,2280,311,178,21,15,2804,1753,263,142,15,3,2178,1191,193,116,14,6,1523,422,92,70,9,0,594,85,41,28,3,0,155,13,14,6,5,0,41,20038,1892,1198,117,57,23306,2474,0,34,12,0,2529,2450,5,58,10,0,2522,1370,14,62,5,5,1453,1440,41,132,20,9,1644,1545,94,165,24,6,1839,1454,101,176,21,7,1758,1311,103,168,32,4,1624,1176,85,193,33,3,1484,1252,90,173,30,9,1554,1023,125,190,37,5,1376,560,99,167,32,7,861,225,66,104,49,0,447,71,52,56,25,0,207,16336,881,1686,338,46,19295,1788,43,62,12,18,1934,470,31,38,17,51,608,38634,2851,2989,491,174,45144
50705,9,2204,1702,152,138,14,7,2007,1692,175,188,14,4,2065,1603,189,206,23,8,2030,1450,157,145,20,7,1771,785,91,104,3,7,991,244,41,37,7,3,330,32,8,15,4,0,66,9,0,9,3,0,19,15747,1116,1206,113,53,18233,2588,4,25,4,0,2620,1598,5,43,4,0,1654,1038,15,108,10,3,1168,1026,37,133,17,3,1216,1149,67,184,17,7,1423,1086,44,147,23,10,1311,1023,49,163,24,3,1263,913,48,141,20,5,1132,881,56,133,28,3,1104,683,43,125,29,4,888,328,36,79,16,8,453,118,14,31,15,5,191,53,9,10,10,0,84,12465,426,1326,230,55,14505,1365,34,77,24,15,1514,463,26,32,11,41,576,30042,1608,2638,369,164,34820
50901,8,1335,1077,168,189,37,16,1496,1240,157,226,68,17,1699,1306,170,237,59,25,1798,1137,186,271,64,21,1680,818,128,225,72,18,1258,262,84,156,54,13,569,64,39,69,59,14,243,19,13,51,24,6,111,10590,1197,1785,509,157,14236,1119,0,4,19,7,1150,528,4,14,0,11,553,501,8,28,9,7,553,594,21,65,29,6,710,692,22,114,34,3,867,713,43,98,32,9,899,670,42,113,22,4,857,726,44,111,35,8,936,736,45,134,50,16,973,773,46,150,59,11,1047,358,57,145,64,7,632,146,36,91,58,13,344,53,16,67,58,9,211,7628,390,1138,481,104,9739,1003,62,133,67,35,1304,342,15,55,37,48,503,19561,1669,3120,1094,334,25781
50902,16,1310,984,181,126,44,9,1348,1110,192,157,63,23,1549,1152,230,195,82,24,1680,1057,214,247,101,29,1652,876,196,212,100,12,1405,301,84,169,70,14,636,82,60,82,53,6,285,20,20,52,61,4,161,10138,1531,1536,666,164,14034,558,0,9,23,0,589,329,0,6,6,3,351,382,5,35,15,0,441,391,20,48,16,4,479,504,30,60,32,8,624,448,36,60,28,4,579,415,40,73,27,10,563,495,47,92,39,0,673,513,54,110,60,3,740,551,52,116,72,9,803,273,54,104,72,12,514,113,37,70,72,9,300,48,32,58,84,8,233,5029,416,825,551,76,6889,820,52,106,60,28,1070,288,37,32,65,61,480,16273,2042,2500,1333,318,22475
