POW_SA3_CODE_2021,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
50502,460,1579,85,19,2144,1887,1632,87,80,3684,2803,945,81,120,3953,3537,756,126,117,4531,3826,588,86,89,4590,3303,520,84,46,3951,3281,478,78,54,3896,2960,544,74,40,3615,2522,563,106,32,3219,1742,644,87,15,2496,687,586,71,17,1357,227,399,19,12,661,66,243,16,12,346,27305,9468,1001,654,38437,181,2010,84,26,2310,1431,2192,147,57,3834,2397,1424,208,80,4107,2123,1871,338,72,4401,2012,2242,210,53,4517,1961,2070,100,44,4178,2150,1895,89,40,4167,2093,1767,104,54,4024,1715,1571,139,52,3473,1068,1453,150,16,2695,403,770,72,12,1256,81,339,25,8,452,21,114,9,11,157,17637,19725,1665,527,39555,649,3584,168,48,4450,3318,3830,237,134,7515,5204,2372,285,197,8052,5656,2622,458,189,8928,5835,2832,297,144,9107,5264,2592,181,97,8131,5432,2375,170,93,8063,5054,2310,179,100,7636,4231,2136,241,83,6698,2811,2095,243,37,5191,1092,1353,141,21,2609,313,732,44,16,1109
50503,614,1525,50,24,2218,1745,1105,82,59,2996,2159,532,85,75,2850,2450,435,80,67,3027,2558,438,84,54,3137,2267,383,54,47,2748,2167,342,59,37,2601,2098,396,64,26,2597,1853,388,80,40,2368,1251,399,74,22,1746,454,340,37,7,847,142,175,13,4,329,37,95,7,6,146,19804,6555,759,483,27603,189,1896,73,33,2182,888,1370,74,42,2375,1152,957,115,51,2272,1065,1311,204,43,2620,1059,1598,112,39,2805,1152,1432,52,28,2662,1303,1435,68,30,2836,1218,1252,78,31,2585,922,1004,82,22,2032,554,795,54,14,1424,169,388,22,7,589,36,128,13,4,177,6,46,0,8,62,9707,13600,955,353,24616,806,3422,122,57,4401,2633,2473,157,101,5370,3308,1488,203,124,5124,3517,1742,280,114,5649,3620,2030,191,100,5945,3414,1815,103,73,5413,3465,1772,130,72,5439,3319,1654,143,55,5176,2782,1389,164,62,4394,1809,1196,124,36,3163,625,730,64,18,1430,170,301,25,8,501
50601,183,594,22,9,812,515,360,13,14,905,682,218,30,30,960,856,172,24,17,1068,828,151,24,22,1028,770,120,14,15,925,617,146,21,26,808,640,144,25,19,822,541,142,31,16,732,390,156,34,0,575,165,133,23,3,322,61,80,0,0,143,27,50,0,4,78,6278,2468,260,176,9185,99,823,28,15,969,411,656,50,34,1145,686,466,89,20,1264,569,693,101,24,1386,553,765,72,22,1407,534,720,39,27,1322,573,600,33,7,1220,562,531,42,14,1146,397,499,46,9,953,274,405,43,6,725,118,204,24,3,345,17,73,11,0,107,4,18,0,0,30,4793,6444,582,186,12008,283,1416,53,24,1780,925,1020,62,48,2055,1367,689,115,56,2224,1425,856,127,43,2452,1381,914,92,42,2432,1306,843,56,36,2246,1191,748,51,33,2027,1201,669,71,30,1972,939,636,76,27,1685,664,561,71,11,1299,279,333,45,5,665,75,154,11,0,244
50602,365,989,61,23,1444,1701,1576,85,90,3452,2927,1048,174,106,4244,4043,780,188,99,5108,4456,700,230,77,5463,3696,524,145,59,4428,3392,423,124,57,3997,3118,439,132,44,3735,2628,461,149,45,3277,1798,469,134,36,2443,711,342,47,10,1113,177,194,18,7,402,53,101,16,7,178,29066,8045,1513,661,39282,140,1185,48,30,1398,1167,1754,134,81,3131,1918,1195,165,62,3348,1906,1325,292,68,3587,1645,1410,216,43,3317,1503,1183,116,37,2837,1575,1044,84,39,2739,1418,901,114,30,2454,1122,828,106,23,2087,669,659,59,11,1402,217,384,35,10,647,51,149,18,3,214,13,42,4,0,69,13341,12058,1386,441,27233,503,2175,112,60,2843,2867,3335,220,165,6589,4838,2244,340,167,7588,5949,2103,478,163,8696,6101,2110,445,125,8780,5196,1707,260,96,7263,4962,1467,212,93,6738,4540,1336,244,77,6192,3749,1286,259,73,5362,2476,1126,195,46,3847,927,728,85,17,1755,229,345,35,13,615
50603,661,1205,53,33,1948,2310,1700,86,87,4180,3315,934,109,119,4468,3972,709,124,99,4910,4320,563,121,78,5080,3799,465,87,69,4424,3686,402,82,57,4229,3522,437,110,55,4114,3152,443,112,35,3744,2154,504,98,30,2782,807,411,55,11,1282,211,237,16,7,475,57,137,7,15,220,31957,8147,1062,686,41849,169,1481,55,30,1736,1094,1720,90,64,2970,1712,1126,131,64,3027,1638,1264,231,57,3194,1602,1558,167,48,3376,1576,1317,65,40,2998,1641,1229,74,36,2979,1698,1097,79,32,2907,1384,1066,83,24,2559,863,886,87,24,1853,302,464,37,9,811,57,165,12,0,238,8,72,8,4,95,13743,13448,1116,443,28747,824,2682,110,58,3683,3400,3422,174,154,7150,5021,2058,237,187,7499,5616,1973,362,160,8107,5924,2116,283,132,8458,5375,1782,156,111,7422,5324,1629,154,96,7207,5219,1530,188,79,7020,4537,1502,201,61,6302,3012,1393,186,50,4633,1110,879,92,18,2094,269,408,29,13,714
50604,296,633,24,12,963,805,560,25,39,1428,1106,323,35,41,1503,1195,257,51,49,1554,1332,276,56,32,1690,1163,236,25,24,1443,1092,223,26,18,1354,1035,166,42,26,1267,975,214,52,25,1261,688,243,38,13,977,303,193,31,3,530,93,107,13,4,207,17,67,0,3,91,10083,3488,420,291,14282,107,742,28,10,885,445,683,35,24,1189,633,549,70,27,1279,616,652,117,28,1409,637,840,63,23,1564,636,806,36,14,1495,698,712,33,15,1465,734,628,40,12,1412,585,559,47,13,1206,346,454,46,13,862,143,253,25,6,420,26,96,8,5,133,5,44,0,0,53,5617,7010,552,195,13368,400,1370,57,21,1849,1249,1239,62,65,2619,1736,873,105,70,2782,1808,906,165,83,2961,1964,1115,123,55,3259,1799,1042,60,39,2937,1789,934,59,41,2818,1768,797,83,35,2680,1559,772,98,35,2466,1034,700,86,26,1841,445,440,52,12,952,116,202,19,5,343
50605,143,365,19,9,526,457,289,13,25,786,622,167,15,18,827,802,128,28,17,968,834,134,20,19,1005,757,95,23,10,885,760,109,22,17,907,772,100,24,8,909,672,121,28,9,834,488,161,27,15,690,208,135,10,12,363,70,91,5,5,163,27,49,0,6,82,6605,1944,236,158,8944,56,457,29,6,542,232,355,19,14,624,332,273,28,13,644,347,323,60,14,744,348,413,27,11,799,343,401,20,8,776,392,386,22,12,813,385,390,31,8,812,315,359,29,0,711,214,317,24,5,565,84,169,13,10,271,12,74,0,3,96,9,23,0,5,39,3074,3953,301,115,7436,191,822,42,11,1070,692,646,36,40,1407,952,442,49,34,1474,1152,454,78,34,1710,1182,548,44,29,1802,1102,498,45,23,1657,1153,498,41,31,1716,1158,490,56,20,1722,987,486,58,16,1545,701,480,51,17,1252,289,303,30,17,638,85,167,5,7,265
50606,83,180,11,4,281,163,110,9,9,292,227,48,9,13,302,275,46,4,5,337,234,40,8,13,301,212,39,7,8,273,194,36,6,3,243,231,40,9,0,282,198,64,15,9,291,162,45,16,6,230,66,46,8,0,122,23,26,3,0,54,15,28,3,0,42,2092,761,110,85,3045,48,279,13,0,335,140,169,5,10,325,147,166,20,5,342,151,203,28,7,396,139,223,19,7,393,138,181,9,5,328,161,144,11,0,312,136,166,8,3,317,116,136,7,0,263,68,120,13,7,211,17,55,6,0,79,3,29,0,0,38,3,7,0,4,11,1261,1880,155,57,3352,128,460,24,7,616,307,281,13,16,613,374,218,29,20,637,427,256,39,13,733,375,266,28,20,688,350,216,20,13,597,354,180,19,10,559,364,215,15,10,600,316,201,28,7,554,227,173,29,9,438,87,96,20,6,203,28,54,6,0,91
50607,32,296,10,0,338,212,345,13,28,589,393,151,10,9,568,458,137,18,15,621,567,112,28,9,713,481,96,13,9,595,463,81,14,6,562,460,95,11,11,570,375,86,11,7,480,315,116,21,4,451,123,136,8,0,272,57,111,9,0,179,21,51,0,6,75,3947,1801,168,100,6019,32,387,14,8,434,251,512,26,15,802,445,345,38,15,842,485,396,68,15,960,370,469,66,8,910,354,464,19,3,841,424,422,25,4,874,429,421,16,8,874,383,361,37,6,783,242,329,28,3,596,93,205,14,6,314,21,86,13,3,116,0,39,4,0,49,3516,4419,375,99,8401,58,678,23,10,776,455,854,42,37,1395,830,496,56,26,1409,942,531,80,28,1591,932,576,89,17,1620,832,556,37,12,1438,887,504,32,13,1440,890,513,33,12,1448,756,448,53,8,1264,548,444,42,5,1045,216,339,21,4,588,81,195,16,7,295
50701,588,1028,49,28,1695,1813,980,63,59,2916,2386,515,62,78,3039,2765,384,99,63,3300,3114,343,89,59,3608,2741,347,72,47,3211,2678,283,73,39,3075,2486,270,81,31,2859,2204,302,86,23,2616,1444,353,72,18,1886,525,298,42,13,872,141,144,13,3,301,56,82,3,0,141,22934,5332,802,459,29528,161,1357,42,26,1584,796,1143,63,38,2049,1138,746,124,29,2041,1074,1051,155,30,2312,1065,1180,117,32,2387,1037,1124,45,25,2236,1087,963,43,29,2124,1031,854,74,25,1986,779,734,67,19,1597,461,558,49,14,1078,148,266,24,5,452,21,92,6,3,125,9,37,3,6,54,8810,10114,822,277,20022,753,2383,91,55,3279,2608,2127,126,101,4962,3525,1265,186,108,5083,3838,1433,256,94,5616,4172,1527,207,90,5995,3780,1466,119,75,5448,3767,1248,118,67,5201,3520,1122,157,53,4850,2979,1041,154,41,4216,1903,914,122,24,2964,671,572,62,15,1321,166,236,18,7,423
