POW_SA3_CODE_2021,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Afghanistan_E,M_Afghanistan_OM_IE,M_Afghanistan_OM_UIE,M_Afghanistan_CFW,M_Afghanistan_ES_NS,M_Afghanistan_Tot,M_Bangladesh_E,M_Bangladesh_OM_IE,M_Bangladesh_OM_UIE,M_Bangladesh_CFW,M_Bangladesh_ES_NS,M_Bangladesh_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Nepal_E,M_Nepal_OM_IE,M_Nepal_OM_UIE,M_Nepal_CFW,M_Nepal_ES_NS,M_Nepal_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Taiwan_E,M_Taiwan_OM_IE,M_Taiwan_OM_UIE,M_Taiwan_CFW,M_Taiwan_ES_NS,M_Taiwan_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE
50704,7863,1005,838,110,49,9860,40,7,7,0,5,55,35,0,3,0,0,44,44,4,3,0,0,51,203,48,28,11,0,285,30,6,5,0,0,36,17,3,0,0,0,26,9,0,0,0,0,10,49,8,5,0,0,69,3,0,0,0,0,4,73,15,12,5,0,100,696,60,28,5,11,803,123,33,20,8,0,188,55,13,10,4,0,85,27,3,10,0,0,38,149,19,7,4,4,182,89,17,10,4,3,128,31,3,0,0,0,39,109,17,16,0,0,150,5,0,0,0,0,6,356,62,75,9,0,501,74,0,3,0,0,81,34,4,8,7,0,48,378,44,38,5,5,468,91,9,10,0,0,104,375,4,5,0,7,384,29,4,3,0,0,39,191,35,13,3,0,241,317,57,32,0,0,404,103,9,14,6,0,131,43,10,4,0,0,52,38,6,0,0,0,44,1385,202,173,20,5,1790,88,7
50705,8145,556,709,63,46,9526,14,0,5,0,0,13,11,3,0,0,0,16,28,0,4,0,0,31,47,14,5,11,3,84,10,0,3,0,0,11,6,0,0,0,0,12,10,0,0,0,0,10,36,0,7,3,0,45,0,0,0,0,0,0,24,5,3,3,0,29,323,36,29,0,3,391,35,0,0,0,0,37,19,6,3,0,0,28,0,0,0,0,0,7,87,7,8,0,4,110,17,8,9,4,4,40,8,0,0,0,0,10,18,5,9,0,0,32,4,0,0,0,0,4,82,17,6,0,0,106,19,0,4,0,0,22,30,3,11,0,0,46,523,47,71,3,11,656,27,0,0,0,0,37,258,7,3,0,3,267,18,4,4,0,0,19,48,6,11,0,0,62,250,33,30,4,0,320,29,3,0,0,0,35,16,3,0,0,0,20,18,0,0,0,0,18,1621,178,287,26,6,2118,45,4
50901,7025,923,1553,431,164,10104,57,0,4,0,0,64,0,0,0,0,0,0,28,5,9,4,0,37,27,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,23,36,4,11,0,0,55,0,0,0,0,0,0,9,0,0,0,0,9,62,9,4,0,0,75,18,0,3,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,22,3,0,0,0,28,20,9,6,7,0,45,3,3,0,0,0,4,9,0,0,0,0,7,0,0,0,0,0,0,31,0,0,0,0,39,3,0,0,0,0,3,27,8,9,5,0,51,258,31,45,7,3,344,5,0,0,0,0,3,216,0,0,0,5,219,5,0,0,0,0,8,12,0,0,0,0,12,158,21,30,4,3,212,9,0,0,0,0,13,4,0,0,0,0,4,33,0,0,0,0,35,585,56,143,42,6,830,23,4
50902,6025,1265,1378,609,160,9434,3,0,0,0,0,7,10,0,0,0,0,10,9,0,0,0,0,12,31,7,5,0,0,38,0,0,0,0,0,0,5,0,4,0,0,7,9,0,0,0,0,7,24,0,5,4,3,32,0,0,0,0,0,0,12,0,0,0,0,12,111,0,10,0,3,132,12,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,0,8,46,4,6,0,0,51,22,6,3,6,0,35,3,0,0,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,55,7,5,0,0,65,15,0,0,0,0,18,23,4,7,0,0,39,362,32,37,11,8,451,17,3,0,0,0,22,237,5,0,0,0,243,5,0,0,4,0,13,20,4,0,0,0,26,120,16,15,3,0,156,18,0,0,0,0,21,28,0,0,0,0,28,14,0,0,0,0,14,515,52,90,34,8,696,25,0
50903,3567,615,751,341,77,5353,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,11,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,31,5,0,0,0,36,24,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,28,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,7,290,8,20,6,0,322,0,0,0,0,0,0,88,0,0,0,0,85,0,0,0,0,0,0,4,0,0,0,0,8,83,4,3,0,0,86,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,265,14,24,12,5,320,7,0
51001,4816,405,271,64,57,5612,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,33,0,0,0,0,32,3,0,0,0,0,3,5,0,0,0,0,7,23,0,0,0,0,23,40,6,4,0,0,46,0,0,0,0,0,0,5,5,0,0,0,7,72,9,0,0,0,82,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0,0,54,30,0,3,0,0,33,3,0,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,24,8,0,0,0,0,10,20,0,0,0,0,24,248,16,22,0,3,284,6,0,0,0,0,6,105,0,0,0,0,110,5,0,0,0,0,5,8,0,0,0,0,8,65,5,3,0,0,77,21,0,0,0,0,24,10,0,0,0,0,10,11,0,0,0,0,11,384,32,27,5,4,449,38,3
51002,12958,260,148,23,57,13455,9,0,0,0,0,14,14,0,0,0,0,14,43,0,0,0,0,43,66,0,3,0,0,75,25,0,0,0,0,28,8,0,0,0,0,9,41,0,0,0,0,41,57,0,4,0,0,58,7,0,0,0,0,5,11,0,0,0,0,12,297,7,7,0,0,312,71,0,0,0,0,74,35,0,0,0,0,37,5,0,0,0,0,6,214,15,0,0,0,233,39,0,4,0,0,38,5,0,0,0,0,5,26,0,0,0,0,28,7,0,0,0,0,7,102,4,0,0,0,102,13,0,0,0,0,13,23,0,0,0,0,31,1712,28,11,0,7,1764,28,0,0,0,0,32,479,3,4,0,0,484,14,0,0,0,0,19,62,0,0,0,0,63,389,8,3,0,0,402,46,0,0,0,0,49,0,0,0,0,0,0,35,0,0,0,0,35,1428,27,16,3,0,1476,40,0
51003,12899,278,151,27,47,13410,11,0,0,0,0,19,10,0,0,0,0,10,42,5,0,0,0,44,186,0,0,0,0,197,13,0,0,0,0,21,8,0,0,0,0,8,27,0,0,0,0,27,40,0,0,0,0,47,7,0,0,0,0,11,13,0,0,0,0,13,243,3,0,0,0,248,63,0,0,0,0,60,30,0,0,0,0,30,8,0,0,0,0,8,258,13,4,0,0,280,38,0,0,0,0,38,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,5,91,4,0,0,0,96,17,0,0,0,0,23,38,0,0,0,0,38,1482,37,15,0,4,1531,44,0,0,0,0,43,373,0,0,0,0,379,26,0,0,0,0,25,44,0,0,0,0,46,339,5,3,0,0,351,63,4,0,0,0,69,17,0,0,0,0,20,57,0,0,0,0,57,1491,34,18,0,4,1542,45,0
51101,2499,330,401,119,54,3401,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,17,0,0,0,0,0,0,5,0,0,0,0,9,24,0,0,0,0,26,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,30,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,9,182,5,10,5,0,201,0,0,0,0,0,0,35,0,0,0,0,35,4,0,0,0,0,4,4,0,0,0,0,4,105,8,3,0,0,119,12,0,0,0,0,12,5,0,0,0,0,5,4,0,0,0,0,4,175,18,26,7,3,237,11,4
51102,1335,187,183,38,22,1765,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,3,0,4,3,0,6,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,15,0,0,0,0,17,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,63,16,0,0,3,83,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,5,26,4,4,0,0,28,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,108,12,10,4,0,126,22,5
51103,10730,473,241,48,44,11533,18,4,6,0,0,28,11,0,0,0,0,11,28,0,0,0,0,28,123,4,0,0,0,127,7,0,0,0,0,10,8,0,0,0,0,8,39,0,0,0,0,49,42,0,4,0,0,45,3,0,0,0,0,7,9,0,0,0,0,9,237,8,4,0,4,256,46,0,0,0,0,50,36,0,0,0,0,40,7,0,0,0,0,7,107,15,0,0,0,120,32,0,0,0,4,34,6,0,0,0,0,6,20,0,0,0,0,20,0,0,0,0,0,3,37,0,0,0,0,38,19,0,0,0,0,19,22,0,5,0,0,24,1593,43,17,4,6,1667,33,4,3,0,0,41,387,0,4,4,0,400,13,0,0,0,0,18,37,5,0,0,0,41,380,9,4,0,0,392,45,0,3,0,0,48,10,0,0,0,0,10,35,0,0,0,0,34,1041,32,13,5,0,1092,40,3
51104,9213,900,915,326,89,11451,0,0,0,0,0,0,11,0,0,0,0,8,17,0,0,0,0,18,45,0,3,0,0,50,5,0,0,0,0,12,0,0,0,0,0,9,14,0,0,0,0,14,36,0,5,0,0,43,4,0,0,0,0,4,9,0,0,0,0,8,136,3,3,0,3,147,24,0,0,0,0,25,15,0,0,0,0,13,4,0,0,0,0,4,78,10,3,0,0,91,20,0,6,3,0,30,6,0,0,0,0,6,8,0,0,0,0,4,6,0,0,0,0,6,40,7,3,0,0,43,13,0,0,0,0,13,17,3,3,3,0,33,580,23,24,4,0,635,16,3,5,0,0,23,196,0,7,0,0,201,8,0,0,0,0,8,21,7,0,0,0,26,262,16,7,0,0,288,24,0,0,0,0,23,8,0,0,0,0,9,12,0,5,0,0,19,712,37,52,15,0,817,30,0
59797,780,17,11,4,6,810,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,87,0,0,0,0,85,0,0,0,0,0,5,28,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,121,6,0,0,0,128,6,0
59999,15719,2738,7492,375,326,26655,93,23,67,0,5,188,19,6,13,0,0,34,40,9,30,0,0,78,138,45,116,17,4,322,33,9,30,4,0,80,5,0,14,0,0,29,25,3,6,0,0,31,86,16,55,0,5,161,8,6,12,0,0,27,45,5,30,0,0,87,483,160,363,6,19,1035,73,12,53,5,0,139,62,3,46,0,6,123,30,11,34,0,6,81,324,119,145,3,7,597,119,35,106,5,3,274,10,0,5,0,0,12,58,37,30,0,0,128,11,3,17,0,0,32,192,40,112,4,7,359,41,5,11,0,0,50,41,19,47,0,4,112,1633,190,485,16,28,2345,115,32,86,0,3,236,180,10,40,6,0,239,36,12,50,0,0,97,113,23,60,4,0,191,387,83,156,6,4,638,81,17,44,0,6,140,17,10,13,0,0,34,45,0,3,0,0,50,2400,593,2062,58,79,5186,68,18
