POW_SA3_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
50704,0,8,0,52,7,52,4,31,0,156,31,152,52,562,114,1141,49,522,14,2641,12,33,28,201,57,257,26,101,4,728,12,9,8,77,17,88,3,32,0,242,4,5,14,16,8,11,0,10,0,66,0,7,8,12,6,0,0,4,0,28,0,0,8,8,3,0,0,0,0,25,0,0,9,4,3,0,3,4,0,17,0,4,0,9,3,6,0,11,13,43,62,219,128,931,214,1564,90,709,36,3950,0,4,4,3,0,0,0,0,0,14,0,15,3,36,12,65,4,29,0,175,4,14,6,30,10,46,6,16,0,125,0,9,5,30,6,36,5,9,0,107,4,12,61,17,14,5,4,10,0,131,0,14,40,3,11,3,4,0,0,82,0,6,27,0,3,3,0,0,0,43,0,5,11,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,7,23,75,159,118,59,163,23,71,3,695
50705,0,0,0,17,9,33,4,20,0,86,7,47,27,330,26,882,59,461,14,1855,16,7,19,97,17,220,19,118,6,517,7,6,7,48,11,63,0,30,0,175,0,0,7,9,0,6,0,6,0,36,0,3,11,4,4,0,0,3,0,26,0,6,5,6,0,5,0,0,0,17,0,0,7,6,0,4,0,0,0,14,0,0,0,0,0,7,3,5,16,36,43,68,90,518,62,1215,90,649,31,2762,0,0,3,6,0,4,0,3,0,14,0,3,7,33,4,54,3,34,5,138,0,3,12,26,3,34,4,17,0,88,0,3,18,36,7,32,0,13,0,107,0,7,72,26,6,12,0,0,0,134,3,9,54,8,3,0,0,0,5,86,4,0,24,0,5,0,0,0,0,34,3,0,25,9,0,0,0,0,0,38,0,0,0,0,0,3,0,0,5,8,18,27,208,151,28,142,5,62,15,656
50901,0,5,5,9,0,13,0,17,0,49,8,13,7,147,15,298,12,205,3,705,5,0,4,28,0,37,6,31,0,108,0,0,8,14,3,10,0,12,0,38,0,0,12,5,4,0,0,3,0,24,0,0,8,3,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,8,0,3,0,7,0,0,0,0,0,11,0,0,0,6,0,3,0,3,14,34,11,20,44,214,20,366,22,274,26,993,0,0,0,4,0,0,0,0,0,4,0,3,0,9,3,15,0,6,0,34,0,0,8,8,3,6,0,6,3,44,0,5,13,16,5,8,0,7,0,49,3,0,48,17,12,3,6,3,0,93,0,4,54,4,3,0,0,3,0,74,3,4,35,0,3,0,4,0,0,50,3,0,17,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,3,10,18,17,185,66,30,29,7,25,7,388
50902,4,0,3,4,0,13,0,15,0,42,4,7,11,52,12,145,9,109,6,356,3,0,0,7,5,25,0,24,6,69,3,0,0,6,0,0,0,4,0,13,6,4,0,0,6,0,0,0,0,14,0,0,5,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,12,0,0,10,0,0,0,3,0,0,20,3,0,0,0,0,0,0,0,9,19,22,12,46,82,20,189,23,156,18,567,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,19,0,0,8,6,0,4,0,4,3,22,4,0,4,11,0,3,0,5,0,22,5,6,37,4,11,5,0,0,0,63,6,0,31,9,0,0,0,3,3,56,4,0,29,0,4,0,0,5,0,42,5,0,20,0,0,0,0,6,0,29,0,0,4,0,0,0,0,0,0,3,13,13,136,32,18,16,3,31,4,275
50903,4,0,0,7,0,5,0,3,0,15,4,0,7,18,7,33,8,34,0,105,0,0,0,7,3,3,5,3,0,23,0,0,3,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,14,12,8,0,15,40,12,50,16,44,13,191,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,10,0,0,11,0,7,0,0,0,0,21,0,0,14,0,0,0,3,0,0,24,0,0,6,0,0,0,0,0,0,6,0,3,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,52,18,8,0,3,13,0,99
51001,0,0,0,4,3,4,0,5,0,15,0,3,11,41,8,106,0,55,0,220,0,0,0,7,0,13,0,3,0,38,0,0,0,9,3,8,0,8,0,22,0,0,0,3,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,3,4,0,0,0,0,0,12,0,0,0,3,0,0,4,0,0,8,0,0,0,7,0,0,0,0,5,6,0,4,31,81,17,135,5,73,5,346,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,3,0,0,0,14,0,0,0,10,6,0,0,3,0,12,0,5,0,0,5,3,0,3,0,17,4,3,10,8,3,5,0,0,0,35,0,0,15,5,5,0,0,0,0,28,0,4,4,0,0,5,0,0,0,8,0,0,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,15,35,40,21,9,0,13,0,147
51002,0,0,3,0,0,3,0,0,3,15,0,3,11,30,5,67,8,53,9,186,0,0,3,12,0,11,3,13,0,44,0,0,4,0,3,4,0,4,0,19,0,0,4,0,5,6,0,0,0,15,0,0,3,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,24,0,0,0,4,4,0,29,0,0,0,3,0,0,0,3,7,18,3,12,51,47,18,95,16,81,17,345,0,0,5,3,0,0,0,6,0,10,0,5,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,11,0,0,0,3,4,0,0,0,0,12,0,0,10,4,0,0,3,0,0,18,0,0,15,6,0,4,0,0,0,22,0,0,9,5,0,0,0,0,0,21,0,3,62,3,6,0,9,7,0,78,0,0,4,0,0,0,0,0,4,10,0,12,111,21,12,8,13,11,4,183
51003,0,0,6,6,0,8,0,5,0,32,0,5,11,46,15,129,7,88,8,307,0,0,3,4,0,26,0,15,0,56,0,0,0,0,0,3,0,4,0,14,0,5,0,4,0,3,0,0,0,11,0,0,8,0,0,0,0,0,0,11,0,6,5,0,4,0,0,3,0,16,0,3,15,0,0,0,0,7,0,24,0,0,0,0,0,3,0,0,8,20,11,14,56,70,26,178,10,121,14,489,0,0,5,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,6,0,8,0,0,4,3,0,5,0,0,0,13,0,0,9,0,3,0,0,0,0,23,0,0,14,3,5,0,0,0,0,20,4,0,16,0,3,0,0,5,0,25,0,4,55,0,5,0,0,6,0,79,0,0,3,0,0,0,0,0,0,4,6,9,110,20,20,10,5,17,5,201
51101,0,0,4,5,0,7,5,7,0,22,0,0,0,20,0,77,3,42,0,154,0,0,0,4,3,3,3,6,0,22,0,0,0,0,0,5,0,4,0,12,0,0,13,0,3,0,0,0,0,18,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,10,0,0,0,7,0,7,0,0,5,11,5,6,19,33,8,104,14,58,4,269,0,0,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,7,4,0,0,0,0,11,0,6,11,5,7,0,0,0,0,30,0,0,22,0,0,0,0,0,0,25,0,0,7,3,3,0,0,3,0,8,0,3,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,39,18,11,5,0,14,3,106
51102,0,0,0,0,0,0,0,3,0,7,0,0,0,14,4,37,0,12,0,65,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,4,7,22,3,43,3,16,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,15,10,5,3,0,6,0,46
51103,0,3,4,0,4,8,4,7,0,33,0,8,8,49,12,162,9,81,11,342,0,5,6,11,3,24,7,18,0,74,0,0,5,6,0,7,0,3,0,22,0,7,3,3,0,0,0,0,0,20,0,3,9,0,3,0,0,0,0,13,0,0,3,5,0,0,0,0,0,9,0,9,34,0,0,0,4,0,0,47,0,0,0,0,0,0,0,0,0,7,3,35,72,81,34,206,23,113,9,572,0,0,7,0,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,15,0,0,0,5,5,0,0,4,0,15,0,0,3,8,5,3,0,3,0,18,0,6,22,13,6,3,0,0,0,53,0,9,49,3,7,0,0,0,0,64,0,0,17,0,0,0,3,0,0,36,0,6,88,3,5,0,9,8,0,123,0,0,6,0,0,0,0,0,3,5,4,20,191,35,30,13,21,20,0,340
51104,0,0,5,11,0,16,0,8,0,47,9,9,9,134,10,302,13,166,11,672,0,4,3,27,4,35,0,34,0,103,0,0,0,8,0,15,4,4,0,29,0,3,7,15,0,3,0,3,0,35,0,0,12,0,6,0,0,0,0,22,0,0,9,3,0,0,0,0,0,17,0,4,11,4,0,0,0,0,0,21,0,0,0,4,0,8,0,0,5,17,5,25,65,206,19,370,21,224,20,959,0,0,11,3,0,0,0,0,0,15,0,0,3,12,4,15,3,7,0,45,0,0,8,16,0,8,0,5,0,32,0,3,4,21,5,7,0,6,0,46,0,0,43,15,7,9,0,0,0,68,0,3,38,10,5,0,0,0,0,58,0,4,25,8,0,4,0,0,0,38,0,7,39,3,0,0,0,4,0,57,0,0,5,0,0,0,0,0,0,3,5,18,161,77,24,40,10,27,5,363
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
59999,0,12,11,57,7,22,9,28,4,146,3,236,41,523,35,99,84,212,14,1256,8,23,21,111,12,26,68,50,10,320,0,16,12,48,13,5,7,13,0,116,0,0,27,9,0,0,0,4,0,46,0,0,31,11,0,0,0,3,0,53,0,0,11,0,0,0,0,4,0,13,3,0,14,11,0,0,0,0,6,24,0,3,0,9,0,10,4,3,24,60,11,290,171,779,70,165,179,317,49,2037,0,0,19,3,0,7,0,0,0,32,0,24,3,52,5,12,16,26,0,138,0,13,16,32,3,10,7,15,0,92,0,4,30,26,0,6,4,15,0,86,0,0,144,5,0,0,4,4,0,165,3,7,190,8,0,0,0,4,0,209,0,3,81,5,0,0,0,3,0,94,0,0,54,3,0,0,0,8,0,75,0,0,0,3,0,4,0,0,0,12,6,52,544,143,18,36,30,76,3,904
