POW_SA3_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
50502,47,182,388,909,1322,649,109,3607,960,1366,1380,1198,844,257,32,6035,18,66,141,312,518,281,78,1409,0,0,3,0,5,10,7,26,59,137,307,604,845,373,71,2404,18,27,79,260,635,348,105,1463,12,33,49,65,84,41,13,301,11,26,41,95,179,94,23,462,1199,1722,1484,1261,754,162,10,6588,4,0,21,46,74,34,10,199,560,851,1011,1113,1030,358,49,4978,9099,12984,12790,10630,6949,1821,181,54462,439,434,478,569,424,123,6,2481,11963,16981,17239,15698,11879,3724,501,77993,9454,13495,13482,11344,7562,2021,210,57565,1833,2584,2737,3003,2859,1082,165,14258,236,430,470,618,796,368,83,2999,10,40,69,161,242,130,37,689,2078,3049,3278,3783,3895,1586,282,17944,439,434,478,569,424,123,6,2481,11963,16981,17239,15698,11879,3724,501,77993
50503,41,134,354,677,953,374,44,2583,736,856,912,777,478,122,8,3898,18,28,114,226,301,150,31,861,3,0,0,0,0,0,0,9,47,91,218,435,561,233,43,1624,25,30,79,200,369,194,39,934,7,20,40,42,68,35,5,216,15,11,28,81,121,58,16,325,930,1166,995,811,452,66,5,4423,0,4,26,44,54,25,8,161,396,524,634,748,646,192,17,3159,7535,8118,8267,7104,4346,896,70,36328,353,310,385,446,317,69,4,1877,9770,10771,11361,10615,7561,1935,202,52222,7792,8425,8692,7585,4721,992,77,38283,1427,1752,1858,2013,1874,599,79,9606,186,257,384,455,526,206,29,2032,9,30,40,118,131,73,17,416,1621,2031,2286,2589,2530,876,121,12060,353,310,385,446,317,69,4,1877,9770,10771,11361,10615,7561,1935,202,52222
50601,17,65,151,314,463,202,32,1241,338,428,417,320,257,70,8,1855,9,20,43,104,118,60,14,372,0,0,0,4,0,0,4,7,23,52,95,222,272,102,16,784,8,13,23,83,181,108,11,428,9,12,15,21,20,11,6,93,6,8,13,39,82,46,6,195,416,601,494,395,263,38,0,2206,4,6,7,13,15,8,0,63,184,302,289,341,265,74,7,1467,2845,3375,3331,2517,1544,409,42,14059,151,129,144,138,122,29,3,712,3830,4675,4680,3998,2982,913,103,21189,2954,3545,3511,2723,1671,449,43,14894,634,841,820,850,820,297,27,4285,89,152,175,228,283,92,24,1045,3,18,29,63,87,45,8,261,724,1010,1028,1140,1188,436,63,5592,151,129,144,138,122,29,3,712,3830,4675,4680,3998,2982,913,103,21189
50602,54,168,338,646,945,398,49,2607,694,1204,1158,939,632,156,17,4798,17,57,132,243,389,163,30,1025,0,0,0,0,4,0,0,12,51,130,326,660,832,274,32,2305,20,31,83,252,496,229,35,1143,15,22,39,40,74,24,9,217,8,17,34,72,169,77,9,379,981,1513,1169,913,570,90,4,5240,0,7,23,35,59,37,3,161,418,701,844,906,749,208,18,3847,7234,12702,12204,8814,5335,1160,103,47549,316,426,428,464,337,77,12,2061,9426,16287,16043,12932,9210,2369,242,66512,7485,13116,12782,9401,5774,1268,112,49929,1424,2388,2440,2458,2278,719,75,11771,191,323,336,494,628,227,31,2235,10,36,56,116,196,87,17,515,1621,2744,2834,3066,3097,1024,122,14522,316,426,428,464,337,77,12,2061,9426,16287,16043,12932,9210,2369,242,66512
50603,57,163,420,845,1227,495,71,3269,847,1208,1162,1015,741,207,8,5187,26,43,153,284,433,192,33,1168,0,0,3,5,7,3,0,26,69,128,412,774,936,359,43,2717,18,41,107,296,586,314,54,1410,9,30,49,76,78,41,7,283,15,16,36,83,199,90,19,460,1029,1542,1286,1079,668,108,10,5716,4,5,30,51,52,36,9,180,473,754,948,1105,951,255,30,4519,8338,11993,11807,9468,6244,1307,136,49288,373,411,434,503,450,110,11,2279,10829,15603,15875,14227,10937,2811,318,70598,8620,12461,12408,10174,6802,1453,146,52056,1629,2329,2486,2784,2728,831,111,12897,205,370,467,631,740,302,38,2751,12,32,74,141,214,120,17,613,1848,2733,3032,3550,3685,1250,164,16262,373,411,434,503,450,110,11,2279,10829,15603,15875,14227,10937,2811,318,70598
50604,22,68,170,358,549,229,29,1430,391,440,487,458,326,92,17,2211,3,22,61,118,169,109,12,499,0,0,0,0,0,0,0,8,25,65,149,325,421,191,18,1193,4,8,47,119,248,150,19,599,7,15,18,31,42,21,5,138,0,4,21,54,90,47,0,219,416,582,539,460,313,47,7,2367,0,0,3,18,27,13,3,67,204,286,399,436,399,118,10,1845,3406,4384,4503,3553,2331,587,60,18826,161,161,194,217,149,35,4,923,4460,5743,6197,5500,4306,1297,145,27649,3532,4555,4765,3824,2561,646,65,19952,664,868,1015,1086,1158,395,37,5233,94,139,200,296,314,158,20,1231,7,21,25,80,119,57,13,317,766,1029,1239,1461,1590,613,73,6780,161,161,194,217,149,35,4,923,4460,5743,6197,5500,4306,1297,145,27649
50605,17,52,118,210,347,172,33,944,239,252,283,271,203,68,4,1319,3,13,36,81,118,72,10,343,0,0,0,0,0,0,0,4,13,26,66,151,225,125,13,626,4,9,25,61,145,93,14,348,5,3,10,14,20,9,4,62,0,3,11,31,47,22,4,128,244,333,307,285,169,41,4,1380,0,0,7,8,16,18,3,54,126,154,237,221,240,75,12,1066,1834,2401,2496,2270,1583,396,50,11026,96,106,96,160,106,31,6,589,2481,3184,3457,3442,2798,896,118,16384,1914,2486,2644,2402,1740,434,56,11677,421,499,611,683,697,295,36,3238,45,85,90,152,205,100,14,702,7,6,19,41,56,37,4,172,470,587,723,878,956,437,62,4118,96,106,96,160,106,31,6,589,2481,3184,3457,3442,2798,896,118,16384
50606,16,21,50,83,141,65,13,386,92,113,138,93,83,17,3,547,4,0,13,29,42,27,7,125,0,0,0,0,0,0,0,0,4,12,34,71,79,33,8,241,6,7,10,25,53,34,12,154,4,0,0,8,7,3,0,30,0,4,6,0,20,16,4,47,123,154,140,107,69,11,4,597,0,0,0,0,10,4,4,22,61,77,84,92,78,19,4,415,928,1011,899,730,541,130,25,4255,54,46,32,44,35,13,0,221,1231,1375,1286,1159,991,297,55,6396,969,1051,946,786,582,143,18,4494,182,228,249,258,260,84,22,1293,25,47,59,59,86,40,10,329,3,0,10,14,16,11,5,65,214,283,316,333,366,138,34,1684,54,46,32,44,35,13,0,221,1231,1375,1286,1159,991,297,55,6396
50607,7,27,82,160,246,145,26,696,153,248,239,198,204,63,10,1117,4,17,31,67,90,62,11,284,0,0,0,0,0,0,0,3,7,26,34,84,125,86,23,392,5,5,20,43,85,79,16,253,0,0,12,6,15,6,3,48,0,9,12,18,27,21,8,86,208,307,256,233,137,39,5,1186,0,0,8,5,11,12,0,48,89,141,187,184,241,87,13,940,1678,2300,2293,1995,1368,421,49,10100,86,63,75,104,63,33,5,426,2170,3000,3059,2885,2308,881,124,14419,1726,2392,2410,2121,1517,470,57,10694,321,447,472,540,554,272,37,2651,29,92,85,100,136,78,17,535,0,9,13,26,36,23,14,116,355,544,571,662,723,376,68,3306,86,63,75,104,63,33,5,426,2170,3000,3059,2885,2308,881,124,14419
50701,31,130,329,603,833,273,49,2252,640,898,881,673,479,101,5,3686,11,46,80,206,315,145,22,816,0,0,0,5,0,0,0,8,47,97,240,459,574,199,32,1656,14,30,62,187,402,184,41,927,15,15,28,53,58,22,6,192,10,16,27,55,127,49,4,282,769,1109,975,783,435,65,6,4137,9,9,17,39,53,20,5,151,361,533,645,724,603,149,18,3030,6307,8038,8476,6769,4152,877,64,34680,306,298,350,409,261,60,3,1690,8242,10705,11438,10049,7179,1748,193,49546,6551,8376,8901,7243,4521,958,69,36609,1233,1740,1796,1875,1730,489,71,8931,141,279,348,408,520,174,31,1902,9,18,46,116,153,60,11,420,1386,2035,2192,2401,2401,732,114,11252,306,298,350,409,261,60,3,1690,8242,10705,11438,10049,7179,1748,193,49546
