POW_SA3_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
50603,77,67,26,27,20,5,0,217,16,6,6,3,3,0,0,32,90,118,67,42,29,10,0,352,177,189,109,66,50,9,0,607,99,469,863,851,636,272,59,3252,1580,1370,1076,794,848,319,40,6028,47,77,55,38,39,10,19,288,10829,15603,15875,14227,10937,2811,318,70598
50604,31,14,6,0,9,0,0,55,3,0,4,0,0,0,0,8,34,37,24,16,12,0,0,126,70,48,34,17,16,0,0,186,57,247,488,385,329,155,27,1692,686,603,504,428,404,154,10,2785,23,38,24,7,17,10,8,122,4460,5743,6197,5500,4306,1297,145,27649
50605,5,3,0,0,0,0,0,4,0,5,0,0,0,0,0,9,9,13,12,3,3,3,0,47,15,20,13,3,3,3,0,59,31,172,341,342,354,178,39,1458,443,307,258,265,238,88,11,1603,10,20,14,11,8,8,6,77,2481,3184,3457,3442,2798,896,118,16384
50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,0,0,0,24,13,11,0,3,0,0,0,28,30,134,173,194,183,93,25,821,193,149,120,87,93,35,7,683,7,11,9,3,4,4,4,36,1231,1375,1286,1159,991,297,55,6396
50607,15,23,13,8,7,0,0,63,3,4,0,0,0,0,0,7,12,22,15,0,12,0,0,62,27,47,32,9,12,0,0,132,45,179,320,376,342,248,57,1568,421,331,305,212,232,94,11,1609,11,18,4,8,0,8,7,51,2170,3000,3059,2885,2308,881,124,14419
50701,32,31,18,7,9,0,0,99,6,0,0,4,0,0,0,14,61,50,30,12,15,0,0,163,102,81,46,30,22,0,0,272,64,474,878,678,562,217,38,2915,1254,950,818,611,560,178,19,4395,33,59,27,25,18,10,5,177,8242,10705,11438,10049,7179,1748,193,49546
50702,24,23,16,8,8,6,0,87,4,0,5,0,0,0,0,12,33,34,13,9,9,0,0,112,64,59,34,21,23,4,0,207,53,273,480,587,500,246,59,2194,989,735,684,513,530,205,31,3686,31,27,25,13,13,12,3,120,4719,6284,6291,6144,4943,1549,199,30124
50703,10,8,3,4,0,0,0,32,0,0,0,0,0,0,0,4,16,14,6,6,9,0,0,52,24,27,13,16,9,0,0,80,16,125,216,186,98,48,6,696,281,371,389,391,328,95,3,1874,14,22,10,13,10,3,6,73,2062,3637,4160,4065,2940,625,43,17533
50704,34,65,37,36,33,7,0,210,10,6,0,3,0,0,0,23,40,36,32,17,7,4,0,135,86,106,70,60,43,12,0,371,108,404,810,948,765,494,100,3631,1497,1276,1120,811,846,266,24,5854,35,33,39,28,24,12,10,174,7325,9551,9696,9061,7054,2179,274,45144
50705,37,19,16,11,4,5,0,97,10,3,0,0,0,0,0,17,27,10,9,14,7,5,0,76,68,35,30,18,14,8,0,183,61,389,626,562,446,142,27,2254,1241,973,729,664,601,154,20,4380,34,36,28,18,13,7,3,135,6870,7489,7289,6815,5109,1122,118,34820
50901,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,14,3,7,0,50,17,9,10,17,3,7,0,59,58,214,469,561,621,446,147,2518,491,450,418,458,613,242,49,2718,27,23,30,31,41,28,16,194,3502,4110,4828,5617,5374,1977,378,25781
50902,0,5,4,0,0,0,0,6,0,0,3,0,0,0,0,0,8,6,6,8,6,3,0,37,9,10,14,8,6,3,0,51,59,219,408,549,732,442,184,2591,333,389,383,444,540,216,36,2337,30,34,31,28,40,27,31,220,2531,3799,4097,4737,4921,1929,450,22475
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,16,3,4,10,0,0,0,0,21,35,91,213,294,336,236,90,1305,151,281,308,325,318,99,14,1489,17,10,21,25,11,7,15,107,1056,1839,2221,2452,2312,915,233,11036
51001,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,8,18,7,0,0,44,0,10,14,14,7,0,0,48,34,131,159,190,158,80,11,763,164,357,328,263,265,60,0,1444,34,68,44,34,29,13,10,228,1736,3785,3374,3023,2430,749,72,15170
51002,0,0,7,11,0,0,0,14,8,55,40,37,19,4,0,168,30,69,75,47,36,3,0,264,44,127,123,88,60,12,0,446,25,161,198,120,99,17,4,623,432,1624,1615,1467,1013,197,7,6353,28,52,50,37,40,7,0,217,2309,7372,7324,6009,4033,689,31,27768
51003,4,4,7,9,4,0,0,22,11,52,61,38,23,0,0,192,21,61,76,60,20,5,0,240,33,117,144,100,50,7,0,457,22,134,202,114,60,23,7,548,419,1416,1630,1452,1036,164,3,6128,13,47,33,44,31,3,6,184,2396,6732,7553,6400,4062,652,36,27827
51101,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,5,0,0,12,0,7,11,0,5,0,0,23,14,74,146,159,154,72,28,645,129,190,141,205,158,63,6,893,6,12,10,10,15,5,0,62,1042,1480,1525,1753,1478,424,97,7790
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,14,6,0,6,3,0,0,0,16,7,39,101,101,81,54,7,393,70,108,92,91,102,31,0,502,7,5,6,18,13,5,4,59,579,1034,944,995,865,256,30,4703
51103,0,0,0,0,0,0,0,4,11,26,19,28,9,0,0,89,51,70,57,31,26,3,0,250,61,99,83,56,40,3,0,342,24,108,156,159,125,49,17,631,479,1180,1063,951,682,136,9,4486,22,35,31,34,23,11,0,154,3345,6479,6056,5553,4253,901,75,26655
51104,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,20,14,33,24,23,16,3,0,120,19,48,33,25,11,5,0,141,41,129,264,350,364,219,83,1458,598,809,711,701,674,211,25,3719,29,23,26,35,35,12,14,175,3608,5073,5274,5810,5076,1524,263,26622
59797,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,7,5,8,0,0,24,0,3,11,12,4,0,0,30,0,3,6,6,4,0,0,18,13,68,91,102,50,6,0,329,0,6,4,4,3,0,0,16,66,252,411,418,212,28,0,1386
59999,36,41,20,11,10,4,0,121,3,16,14,11,0,3,0,49,39,90,98,48,39,10,4,335,81,143,129,72,53,14,4,499,180,702,1040,873,675,396,142,4003,1208,2018,1877,1805,1706,687,98,9404,41,71,72,70,58,26,26,363,7310,13102,13038,12601,10552,3447,516,60566
