SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SAL50922,96,90,185,295,293,586,52,59,111,95,95,189,442,446,893,187,162,346,39,49,91,103,116,217,336,323,655,18,14,34,3,20,26,22,17,45,29,72,95,0,0,0,77,117,194,50,87,136,9,45,55,3,13,21,25,44,69,0,0,0,90,185,280,167,305,470,10,16,28,17,34,52,0,0,0,29,50,74,261,204,466,1328,1415,2745
SAL50923,0,4,4,5,12,16,0,0,0,0,0,0,12,9,18,4,8,12,0,5,3,0,0,4,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,17,28,38,35,73
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50925,13,13,26,62,46,113,7,7,16,11,15,24,84,65,151,49,44,95,3,8,9,9,6,20,67,54,126,3,7,16,4,14,13,10,6,16,10,9,21,0,0,0,28,39,64,3,11,14,3,4,10,5,0,3,4,8,19,0,0,0,18,31,51,45,71,114,4,3,5,0,8,16,0,0,0,3,13,26,92,75,169,310,297,607
SAL50926,3,5,9,20,25,44,0,0,0,6,0,3,27,27,47,15,18,34,0,0,0,3,0,0,18,18,34,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,5,9,10,8,11,20,3,0,3,0,0,0,0,0,0,3,0,3,91,71,167,145,132,274
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50928,3,0,3,0,0,0,0,0,0,0,0,4,6,0,5,0,4,4,0,0,0,6,3,8,12,7,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,23,17,40
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50930,0,0,4,9,0,11,0,3,5,0,0,0,7,4,14,0,7,6,3,3,4,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,17,23,43
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,53,57,112,192,199,393,67,74,139,9,13,25,273,288,558,129,105,233,92,119,216,37,38,71,262,259,517,13,4,18,7,6,10,29,11,34,10,22,37,0,0,4,58,50,108,80,114,192,23,24,52,19,22,41,22,62,85,0,0,0,148,229,374,203,278,484,0,6,3,11,22,30,0,0,0,10,28,32,107,97,202,911,996,1912
SAL50933,11,14,26,68,44,110,14,10,20,8,21,30,95,73,166,39,48,84,32,10,45,21,28,42,88,85,177,0,0,6,4,5,7,3,0,9,4,11,9,0,0,0,14,14,26,54,43,97,0,7,9,6,8,10,9,16,24,0,0,0,73,71,138,83,78,165,0,0,4,5,3,13,0,0,0,10,5,17,59,60,122,350,327,673
SAL50934,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,8,5,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,18,9,29
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,4,4,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,17,12,30
SAL50937,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,3,14
SAL50938,19,14,38,60,61,125,44,33,77,0,0,5,111,94,205,83,81,169,0,0,0,0,10,12,83,93,176,0,0,4,0,4,7,12,8,16,10,13,21,0,0,0,24,25,49,3,7,10,0,6,0,0,9,3,7,9,17,0,0,0,15,21,33,33,49,82,0,0,0,0,0,4,0,0,0,0,0,8,153,135,288,406,387,797
SAL50939,35,41,69,181,174,357,35,24,60,31,37,71,252,237,489,143,98,237,29,22,52,36,33,72,207,158,366,10,11,19,3,22,27,17,13,29,17,32,54,0,0,0,46,73,127,26,30,54,10,16,28,0,3,9,13,26,41,0,0,0,49,77,129,97,157,252,18,17,33,11,23,36,0,0,0,28,40,70,192,191,387,811,819,1629
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,11,189,183,11,192
SAL50941,4,0,6,6,8,20,4,4,6,3,6,4,14,19,34,7,0,7,0,5,9,7,5,7,12,10,21,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,49,54,101
SAL50942,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,13
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7
SAL50944,27,16,39,50,50,102,41,40,79,12,12,26,106,103,204,47,36,86,38,37,79,16,13,28,104,83,192,7,10,16,8,8,20,13,8,18,14,17,29,0,0,0,46,38,82,14,17,28,7,8,15,3,9,8,4,10,18,0,0,0,24,40,63,67,79,145,10,3,14,8,17,28,0,0,0,15,26,35,92,80,176,408,382,785
SAL50945,0,4,5,4,0,8,0,3,6,0,0,0,5,6,10,3,0,8,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,8,6,20,28,25,52
SAL50946,8,4,15,15,16,29,0,0,3,5,7,9,22,26,52,16,13,29,0,0,0,11,11,21,23,24,45,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,6,9,12,0,5,5,3,0,6,0,0,0,4,3,8,0,0,0,5,13,16,9,17,31,0,0,0,0,0,0,0,0,0,0,0,0,11,25,38,76,98,173
SAL50947,39,32,68,96,99,193,46,42,84,7,24,32,152,162,311,78,52,138,26,27,53,11,11,22,122,92,212,17,24,40,19,35,55,15,19,32,18,35,55,0,0,0,66,118,178,17,43,62,30,34,59,5,14,21,19,31,53,0,0,0,66,128,195,131,248,379,8,9,21,10,26,35,0,0,5,20,39,59,379,351,728,839,919,1758
SAL50948,23,19,40,71,53,127,16,26,37,3,4,9,93,82,169,64,41,104,9,15,25,7,4,10,84,57,144,8,3,11,3,13,18,11,0,12,3,18,25,0,0,0,22,40,62,12,21,25,10,8,13,0,11,14,3,11,18,0,0,0,23,43,68,47,88,129,7,3,6,0,8,12,0,0,0,11,6,16,99,86,186,348,339,688
SAL50949,0,0,0,6,0,5,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,17,22,8,30
SAL50950,26,22,49,102,87,190,22,20,42,0,0,0,121,110,227,47,36,79,13,28,41,0,0,0,63,62,120,3,5,6,0,6,3,8,5,14,10,22,31,0,0,0,23,33,61,0,3,6,0,3,5,0,0,0,3,12,12,0,0,0,8,19,25,33,48,82,0,3,3,3,8,14,0,0,0,5,12,19,138,130,264,383,385,765
SAL50951,40,41,82,113,106,216,31,29,64,9,30,39,161,160,316,61,73,139,11,22,39,20,16,33,95,113,214,3,9,10,0,10,12,7,5,11,16,22,34,0,0,0,24,38,60,6,6,12,0,16,13,0,4,9,16,17,32,0,0,0,18,48,68,50,88,130,5,4,10,8,17,17,0,0,0,16,20,29,51,30,73,402,447,850
SAL50952,0,0,0,10,7,15,5,6,10,3,8,9,19,21,39,7,5,11,0,0,0,5,0,5,15,5,20,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,21,45,42,93
SAL50953,7,0,3,14,13,20,0,4,8,4,4,11,15,21,40,4,3,4,11,4,9,7,6,13,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,0,3,3,0,0,0,0,6,6,0,0,0,10,16,25,10,17,21,0,0,0,0,5,0,0,0,0,0,4,5,6,11,19,58,57,116
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,9,7,14
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50956,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
SAL50957,3,0,4,32,24,56,0,0,5,12,9,20,46,36,81,25,19,48,0,3,3,14,8,19,42,29,72,0,4,6,0,0,0,3,0,3,4,10,11,0,0,0,5,11,17,3,3,5,0,0,0,0,0,0,6,4,9,0,0,0,4,9,16,9,16,32,5,6,9,5,5,4,0,0,0,7,4,12,25,27,55,129,120,250
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,9
SAL50960,49,42,90,203,193,396,30,28,55,76,89,161,308,305,613,104,102,209,55,62,118,187,164,353,348,329,681,23,20,53,3,9,14,33,22,55,9,40,49,0,0,0,78,96,169,97,138,239,12,22,36,22,27,50,16,63,79,0,0,0,155,242,403,234,338,569,7,9,20,17,27,37,0,0,0,25,40,62,162,103,260,1127,1154,2280
SAL50961,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,3,12
SAL50962,0,0,0,6,3,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15
SAL50963,0,0,3,10,10,18,0,0,0,0,0,0,10,10,18,5,0,5,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55,39,39,81
SAL50964,0,0,0,0,3,7,0,0,0,0,0,0,4,3,5,4,7,4,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,27
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3
SAL50966,0,0,0,6,0,4,0,0,0,0,0,0,6,3,6,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL50968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,13
SAL50969,16,13,24,35,38,76,9,7,9,15,19,28,51,67,115,47,43,90,4,5,9,14,23,36,68,72,138,5,5,7,7,5,9,7,5,15,6,18,25,0,0,0,21,29,52,0,3,4,0,4,10,0,0,0,10,11,20,0,0,0,10,22,33,28,52,90,0,0,3,0,7,13,0,0,0,7,9,12,66,67,126,231,281,512
SAL50970,76,52,132,227,223,448,59,70,127,87,83,165,375,370,748,224,180,413,98,86,181,68,64,135,398,336,736,29,29,61,31,44,77,17,14,33,35,65,99,0,0,0,115,151,264,88,126,209,29,31,61,30,26,57,8,24,37,0,0,0,160,210,372,277,364,643,23,23,48,31,41,71,0,0,0,51,65,121,258,237,498,1440,1428,2868
SAL50971,0,0,0,8,4,12,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,26,8,31
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,9,8,17
SAL50973,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11,4,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,9,11,20
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,4,9
SAL50975,0,3,3,3,4,9,0,0,0,0,0,0,4,4,10,0,5,5,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,19,31,41
SAL50976,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,9,6,18
SAL50977,0,0,0,7,0,8,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3
SAL50978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,16,9,9,22
SAL50979,0,0,0,7,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7
SAL50980,6,0,3,24,18,35,0,4,4,5,5,7,27,21,48,13,8,13,0,0,0,0,3,3,14,10,19,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,4,7,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,3,9,16,0,0,0,0,4,4,0,0,0,0,4,4,23,21,49,68,62,130
SAL50981,0,0,4,4,0,0,0,0,3,0,0,0,7,6,9,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,14,11,23
SAL50982,0,0,0,0,3,5,4,0,0,0,0,0,7,3,7,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,15,14,22
SAL50983,0,0,0,4,4,13,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,6,7,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,19,41,37,35,74
SAL50984,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,10
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SAL50987,0,3,3,4,0,6,8,4,9,3,4,10,17,9,21,4,3,10,0,0,3,3,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,5,5,0,0,0,0,5,8,42,31,65,68,55,122
SAL50988,8,13,19,20,24,42,38,43,79,0,0,0,60,69,128,68,55,126,0,0,4,0,4,4,71,63,130,0,0,6,3,0,4,8,3,12,6,8,13,0,0,0,16,14,32,0,3,3,0,4,4,0,0,0,0,4,4,0,0,0,0,8,16,11,29,42,0,0,0,0,4,9,0,0,4,0,7,8,109,113,223,264,288,553
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9
SAL50991,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
