SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL50472,96,72,169,290,242,531,49,40,88,49,27,80,387,308,699,206,205,409,45,47,92,34,31,59,278,280,561,21,16,36,15,26,37,45,24,70,27,49,73,4,0,3,103,114,218,13,16,26,6,19,21,3,10,14,14,34,48,0,0,0,30,83,117,133,197,333,6,8,16,16,29,43,0,0,0,23,40,59,314,256,574,1228,1162,2395
SAL50473,32,31,60,122,105,231,25,33,57,9,9,20,154,144,301,70,66,138,14,20,36,21,16,38,108,107,213,6,11,14,9,8,20,13,4,17,9,40,46,0,0,0,37,61,101,20,43,54,12,10,20,6,3,11,10,32,43,0,0,0,37,86,125,74,150,231,4,0,4,8,15,19,0,0,0,9,13,26,116,96,215,501,547,1056
SAL50474,49,41,91,149,185,328,33,26,57,16,19,37,196,226,426,87,60,144,60,64,120,27,12,39,167,140,309,7,9,21,3,9,12,16,3,18,8,32,44,0,0,0,30,56,90,42,39,83,13,27,37,19,12,28,18,37,59,0,0,0,84,119,207,119,174,295,5,8,13,8,12,23,0,0,0,16,21,39,86,87,175,641,690,1329
SAL50475,0,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,19,20,8,28
SAL50476,59,37,99,169,146,311,18,14,37,40,39,80,225,203,424,61,59,122,11,24,36,27,33,59,108,115,218,12,8,21,4,11,13,14,7,16,14,31,44,0,0,0,42,54,99,17,29,46,8,22,29,3,7,8,13,32,43,0,0,0,42,91,128,88,141,230,6,8,17,16,23,41,0,0,0,19,29,56,112,77,194,612,607,1217
SAL50477,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,10,4,17
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,4,4,13
SAL50479,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50480,0,0,0,3,3,8,0,0,0,0,0,0,3,7,8,0,7,0,0,0,0,6,0,6,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,16,20,42
SAL50481,0,3,8,8,3,9,0,0,0,8,4,11,10,4,20,12,9,21,0,5,5,0,3,7,16,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23,45,41,84
SAL50482,327,258,587,1191,1124,2317,200,188,387,172,154,330,1563,1473,3039,719,609,1335,194,244,440,153,142,296,1071,996,2070,39,71,109,24,64,91,90,52,147,88,162,251,0,0,0,244,350,591,160,205,371,47,102,147,22,44,62,67,129,195,0,0,0,303,478,782,548,830,1378,53,61,107,65,97,161,0,0,0,117,155,273,702,622,1328,4327,4341,8676
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3
SAL50484,42,24,68,91,86,173,36,27,61,10,9,24,135,124,256,70,45,114,26,21,45,9,7,18,99,78,173,10,3,14,12,13,29,10,3,12,16,22,38,0,0,0,51,45,93,28,49,72,11,17,29,5,7,13,22,33,46,0,0,0,60,101,162,111,142,251,0,5,4,9,13,15,0,0,0,11,11,22,109,91,197,507,468,969
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SAL50486,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,17,25,39
SAL50487,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,14,16,28
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,23,16,47,91,97,187,24,24,46,23,22,52,147,141,280,75,77,149,26,24,51,17,26,36,116,119,237,9,8,15,3,13,15,9,8,20,12,24,32,0,0,0,31,50,80,10,33,41,7,12,18,0,4,4,17,21,37,0,0,0,27,73,97,59,123,178,0,7,7,11,22,36,0,0,0,10,32,40,123,119,247,486,547,1036
SAL50492,10,14,17,50,56,110,5,4,7,3,0,5,59,61,122,28,30,62,0,5,5,9,7,16,40,44,83,0,6,6,0,0,4,5,4,5,6,14,16,0,0,0,15,16,30,0,6,12,3,7,10,0,0,0,0,8,12,0,0,0,13,25,34,22,39,66,0,0,0,0,3,10,0,0,0,0,7,8,106,109,218,241,264,510
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50497,23,19,41,118,100,214,0,3,6,5,0,7,119,108,224,52,46,94,0,0,3,0,3,8,55,58,107,3,0,4,4,4,3,9,4,16,6,19,27,0,0,0,23,27,54,0,6,8,3,3,9,0,9,9,4,30,33,0,0,0,10,41,54,36,72,103,9,6,6,4,7,13,0,0,0,12,11,20,147,107,250,384,369,754
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,5,4,11
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,5,16,20
SAL50500,31,29,60,129,118,246,30,42,66,23,21,41,178,175,357,77,64,136,52,48,99,24,30,53,154,131,291,10,12,25,8,20,22,26,4,29,11,30,45,0,0,0,59,65,125,20,41,60,4,11,19,4,9,14,14,26,36,0,0,0,39,94,130,98,156,259,3,7,13,8,17,21,0,0,0,10,30,43,162,122,286,641,648,1287
SAL50501,0,0,0,3,5,10,0,0,0,3,0,3,3,12,15,4,0,0,4,5,8,0,3,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,19,24,32,54
SAL50502,37,42,76,104,113,211,24,22,48,26,21,42,151,153,305,82,80,166,21,15,35,23,11,30,124,111,230,15,8,25,11,15,28,17,4,18,12,26,33,0,0,0,50,54,106,49,60,111,24,28,52,5,9,13,21,24,46,0,0,0,99,125,217,148,180,327,5,5,11,6,15,29,0,0,0,20,19,41,129,129,256,602,626,1235
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50508,10,9,14,60,38,101,0,0,0,0,3,5,62,45,106,14,20,32,0,0,0,0,3,4,10,25,35,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,8,0,0,0,3,0,4,0,0,0,0,9,11,0,0,0,0,8,13,4,13,21,0,0,0,0,5,5,0,0,0,3,4,3,58,70,131,153,162,321
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
SAL50510,95,83,180,319,318,629,95,86,184,73,58,136,482,467,951,169,180,350,118,127,244,185,148,335,477,457,933,9,4,21,0,13,17,9,0,8,6,26,28,0,0,0,31,40,72,204,185,389,29,27,58,21,45,69,38,78,113,0,0,0,291,334,625,324,381,705,7,5,7,25,32,53,0,0,0,31,29,57,86,71,163,1496,1490,2984
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,5,4,11,0,0,0,0,0,0,7,10,15,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,12,12,0,0,5,0,0,0,0,0,0,0,0,5,12,11,24,23,36,60
SAL50513,0,0,0,0,0,4,0,0,0,0,0,0,6,0,7,6,0,9,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,82,4,88
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,10,8,23,18,9,31,10,4,15,12,13,26,44,27,75,14,22,41,0,6,6,7,12,23,30,43,71,0,0,0,0,3,3,7,7,9,0,0,0,0,0,0,5,11,14,5,3,8,3,4,6,0,3,3,0,0,6,0,0,0,7,9,23,14,21,40,0,5,8,8,4,6,0,0,0,5,11,14,36,32,65,142,138,284
SAL50518,104,102,208,449,380,827,36,46,76,69,78,146,554,503,1061,283,282,566,44,54,94,63,51,108,388,383,779,27,23,50,16,41,58,56,30,85,45,75,122,0,3,3,148,168,318,52,96,149,24,47,74,8,27,33,31,70,105,0,0,0,122,240,357,270,409,675,30,29,56,29,45,82,0,0,0,58,74,138,370,298,669,1748,1774,3524
SAL50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,5,0,5,0,0,0,0,0,0,5,0,5,3,0,3,13,4,14
SAL50520,0,0,0,13,18,31,0,0,0,0,0,0,16,16,34,0,0,6,0,0,0,0,5,9,3,3,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,6,8,3,0,3,0,0,0,0,0,0,3,0,3,19,16,33,44,40,87
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,10,5,13
SAL50522,52,56,102,162,148,310,14,23,39,15,18,32,193,193,387,97,113,211,44,49,87,31,42,72,170,201,371,9,11,13,10,18,37,17,8,20,33,42,77,0,0,0,66,79,145,109,169,275,65,101,163,29,18,48,65,129,194,0,0,0,265,411,681,336,493,827,7,13,18,29,40,67,0,0,0,34,56,91,440,311,749,1228,1302,2531
SAL50523,6,0,10,22,14,35,6,0,6,4,6,11,25,18,49,12,11,22,4,3,5,3,7,11,20,20,39,0,0,0,0,3,3,3,3,10,0,0,3,0,0,0,14,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,9,25,0,0,5,0,5,6,0,0,0,3,5,9,73,54,125,139,110,254
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50525,6,3,5,10,20,28,0,0,0,10,7,15,24,29,48,10,6,10,10,8,16,11,9,15,23,20,45,3,0,3,0,0,0,0,0,5,0,0,3,0,0,0,5,6,7,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,10,15,10,17,25,0,0,3,0,0,0,0,0,4,4,8,4,30,15,47,93,84,172
SAL50526,0,4,4,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
SAL50527,3,0,3,0,4,10,0,0,0,0,0,0,0,4,10,4,0,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,14,13,28
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,8,108,97,16,112
SAL50529,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,5,6,8,13,8,16,0,0,0,0,0,0,0,0,0,3,0,7,324,90,409,342,91,433
SAL50530,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,13,8,19
SAL50531,0,0,5,6,4,15,0,0,0,0,0,0,6,4,15,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,16,30
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50533,17,17,28,42,34,78,18,28,48,44,28,66,104,81,193,32,53,83,28,23,58,56,56,106,114,126,243,0,5,4,0,3,5,13,5,21,6,8,14,0,0,0,21,23,43,7,17,21,0,5,8,5,7,7,3,10,16,0,0,0,11,36,48,33,58,91,0,3,4,0,5,6,0,0,0,3,9,11,51,34,86,323,327,651
SAL50534,18,31,53,55,58,115,36,29,67,35,21,54,127,108,237,66,40,110,33,37,64,25,22,48,121,104,221,0,0,3,0,10,10,12,10,20,7,29,40,0,0,0,23,46,71,3,13,11,3,9,9,0,5,7,10,13,21,0,0,0,14,38,52,34,89,125,5,4,12,3,14,16,0,0,0,7,21,29,126,120,247,441,472,912
SAL50535,0,0,0,5,3,7,3,0,3,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,11,13,27
SAL50536,11,16,24,52,39,90,25,25,51,14,9,24,97,73,168,44,60,99,37,37,76,20,20,35,104,113,216,3,14,18,5,6,11,16,12,31,11,26,35,0,0,0,40,57,94,9,12,15,4,13,10,0,3,9,15,26,36,0,0,0,26,48,68,65,106,166,0,7,3,9,10,20,0,0,0,7,17,25,169,176,348,448,500,951
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50538,0,0,0,4,6,10,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,24,18,20,35
SAL50539,6,0,8,13,21,28,6,0,10,0,0,0,28,18,42,6,5,14,0,0,3,5,3,5,16,10,28,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,3,8,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,0,5,5,0,0,0,0,0,0,0,8,8,30,27,60,75,76,145
SAL50540,0,0,4,5,10,15,0,0,0,3,9,11,12,18,22,3,3,6,0,0,0,3,4,10,11,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,29,31,58
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50542,14,9,26,69,54,124,4,10,15,23,36,52,96,94,189,49,43,91,10,19,25,61,62,117,122,120,240,3,9,10,0,3,3,10,0,11,8,9,18,0,0,0,20,26,45,14,31,48,4,10,16,6,3,7,12,18,31,0,0,0,36,64,100,54,88,145,0,0,0,5,8,9,0,0,0,4,11,13,102,76,176,397,395,787
