SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL50831,71,0,75,3486,814,100,4406,6738,387,11531
SAL50832,22,0,22,48,16,3,64,262,15,340
SAL50833,55,3,58,853,272,28,1146,2934,329,4409
SAL50834,0,0,0,0,0,0,0,29,15,45
SAL50835,49,3,57,643,205,23,873,2060,145,3077
SAL50836,5,0,5,92,17,0,112,404,286,797
SAL50837,0,0,0,0,0,0,0,7,11,20
SAL50838,15,3,19,567,166,25,760,1448,181,2385
SAL50839,3,0,3,11,24,0,37,160,22,221
SAL50840,124,8,133,505,163,10,674,2375,213,3266
SAL50841,4,3,8,37,29,0,62,193,44,306
SAL50842,138,5,139,1957,944,84,2984,5746,200,8923
SAL50843,0,0,0,0,0,0,0,4,0,4
SAL50844,0,0,0,124,26,4,148,238,170,556
SAL50845,0,0,0,33,18,0,55,109,15,175
SAL50846,3,0,3,61,27,13,98,319,147,565
SAL50847,16,0,15,521,210,31,764,1605,130,2497
SAL50848,0,0,0,0,0,0,0,0,0,0
SAL50849,196,30,226,1430,641,69,2138,4417,256,6803
SAL50850,0,0,0,0,0,0,6,22,0,24
SAL50851,0,0,0,4,5,0,6,4,0,13
SAL50852,3,0,3,7,0,0,8,46,0,52
SAL50853,26,3,30,234,92,22,346,851,52,1248
SAL50854,0,0,0,4,0,0,4,13,10,24
SAL50855,0,0,0,0,0,0,0,5,0,5
SAL50856,0,0,0,0,0,0,0,0,0,3
SAL50857,28,0,28,478,156,21,660,1807,208,2679
SAL50858,43,9,53,177,60,11,248,719,87,1050
SAL50859,0,0,0,0,0,0,8,9,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,13,4,0,13,34,0,47
SAL50862,0,0,0,18,18,0,35,101,12,148
SAL50863,19,0,22,411,157,24,597,1156,160,1905
SAL50864,6,0,6,0,3,0,3,8,0,13
SAL50865,45,5,49,287,104,18,406,1075,92,1577
SAL50866,0,0,0,18,10,0,28,103,10,135
SAL50867,0,0,0,26,4,0,28,58,10,99
SAL50868,0,0,0,9,6,0,18,46,9,72
SAL50869,0,0,0,0,0,0,0,12,0,17
SAL50870,0,0,0,6,0,0,4,19,0,25
SAL50871,61,5,63,618,181,26,822,1887,127,2842
SAL50872,0,0,0,0,0,0,0,4,4,14
SAL50873,166,34,210,2025,562,55,2639,6364,772,9779
SAL50874,183,16,198,1408,396,37,1846,3324,183,5351
SAL50875,31,0,31,727,284,35,1045,1776,150,2974
SAL50876,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,9,3,0,6,5,0,14
SAL50878,0,0,0,0,0,0,6,11,0,19
SAL50879,10,0,10,116,88,11,211,450,38,695
SAL50880,15,0,16,118,36,10,162,449,49,659
SAL50881,69,7,79,744,346,32,1119,2399,178,3691
SAL50882,0,0,0,0,0,0,0,12,0,12
SAL50883,0,0,0,3,4,0,5,27,5,41
SAL50884,0,0,0,3,0,0,5,8,9,21
SAL50885,0,0,0,6,4,0,7,20,0,33
SAL50886,0,0,0,9,0,0,7,13,0,21
SAL50887,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,3,0,0,6,4,3,16
SAL50889,0,0,0,23,6,4,30,72,8,107
SAL50890,254,108,362,830,456,33,1320,5509,957,7782
SAL50891,109,9,115,587,203,41,830,2430,225,3488
SAL50892,0,0,0,3,3,0,8,30,4,41
SAL50893,74,0,81,749,267,33,1052,2226,130,3408
SAL50894,0,0,0,20,20,9,50,24,13,83
SAL50895,0,0,0,20,8,0,22,88,8,120
SAL50896,132,127,258,1568,672,64,2310,5667,591,8574
SAL50897,0,0,0,12,4,0,15,31,6,48
SAL50898,3,0,3,84,35,0,121,220,32,368
SAL50899,3,0,3,57,78,35,169,392,296,853
SAL50900,0,0,0,3,3,0,12,21,7,43
SAL50901,7,0,7,74,42,0,112,240,15,370
SAL50902,0,0,0,38,9,0,52,186,363,596
SAL50903,110,14,125,1740,419,106,2271,4168,549,6988
SAL50904,5,0,5,110,63,4,178,502,42,726
SAL50905,37,3,35,439,192,20,656,1197,65,1922
SAL50906,0,0,0,0,0,0,4,3,0,4
SAL50907,0,0,0,3,4,0,6,8,0,8
SAL50908,4,0,4,15,6,0,12,26,0,46
SAL50909,0,0,0,0,0,0,0,0,0,4
SAL50910,0,0,0,3,0,0,3,0,0,3
SAL50911,35,51,92,291,132,19,444,904,153,1492
SAL50912,0,0,0,9,3,0,13,68,39,120
SAL50913,5,0,5,28,18,6,42,133,13,192
SAL50914,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,3,17,0,18
SAL50916,0,0,0,42,9,0,48,86,8,142
SAL50917,107,4,114,1814,579,51,2446,8333,697,11470
SAL50918,0,0,0,11,5,0,10,34,3,53
SAL50919,0,0,0,0,5,0,7,16,0,29
SAL50920,30,4,32,784,225,43,1056,1812,140,3009
SAL50921,0,0,0,0,0,0,0,0,3,3
SAL50922,345,21,369,1627,500,76,2205,4505,432,7147
SAL50923,5,0,5,36,14,0,49,114,26,192
SAL50924,0,0,0,0,0,0,0,7,3,17
SAL50925,32,6,38,288,117,3,412,1345,160,1911
SAL50926,0,0,0,102,49,7,151,386,160,698
SAL50927,0,0,0,3,0,0,3,4,0,6
SAL50928,3,0,3,23,6,0,35,105,3,139
SAL50929,0,0,0,5,0,0,5,22,0,24
SAL50930,7,0,7,21,5,0,29,105,6,132
SAL50931,0,0,0,0,0,0,0,0,0,0
SAL50932,210,27,248,1183,376,54,1611,3171,228,5010
SAL50933,339,20,365,327,159,17,498,1745,107,2354
SAL50934,0,0,0,3,0,0,3,67,14,89
SAL50935,0,0,0,0,0,0,5,8,0,13
SAL50936,0,0,0,12,3,0,16,43,13,71
SAL50937,0,0,0,9,0,0,7,33,0,42
SAL50938,55,5,61,369,129,21,519,1334,246,2105
SAL50939,357,45,401,815,273,66,1153,3007,337,4491
SAL50940,0,0,0,3,0,0,3,26,190,216
SAL50941,3,0,3,48,16,0,68,113,26,202
SAL50942,0,0,0,6,4,0,16,11,3,23
SAL50943,0,0,0,5,0,0,5,6,3,10
SAL50944,47,7,50,395,167,21,583,1604,153,2335
SAL50945,3,0,9,23,15,0,43,137,19,200
SAL50946,51,7,58,89,51,7,149,479,34,667
SAL50947,186,91,275,713,250,32,997,3863,687,5542
SAL50948,34,9,39,333,99,21,450,1228,158,1838
SAL50949,0,0,0,22,8,0,27,44,12,83
SAL50950,0,0,0,435,69,29,528,784,217,1531
SAL50951,11,4,13,652,144,26,828,1092,81,1990
SAL50952,4,0,4,46,18,4,74,122,23,218
SAL50953,3,0,3,57,43,4,106,295,16,418
SAL50954,0,0,0,0,0,0,5,21,6,33
SAL50955,0,0,0,0,0,0,0,5,0,5
SAL50956,0,0,0,0,3,0,9,3,0,11
SAL50957,17,4,23,127,51,13,193,537,44,772
SAL50958,0,0,0,4,0,0,5,0,0,10
SAL50959,0,0,0,12,3,0,13,24,4,37
SAL50960,120,42,167,1192,505,54,1749,4556,310,6614
SAL50961,0,0,0,0,0,0,0,20,6,27
SAL50962,0,0,0,5,0,0,3,15,0,26
SAL50963,6,4,9,24,9,0,35,140,43,215
SAL50964,0,0,0,19,0,0,19,37,0,63
SAL50965,0,0,0,0,0,0,0,13,3,14
SAL50966,0,0,0,7,4,0,14,17,0,33
SAL50967,0,0,0,4,0,0,10,20,0,28
SAL50968,0,0,0,10,6,0,17,47,4,72
SAL50969,44,8,53,258,95,18,374,1102,121,1601
SAL50970,108,3,119,1030,396,39,1464,4451,394,6313
SAL50971,0,0,0,5,0,0,4,53,21,74
SAL50972,4,0,4,3,0,0,8,25,6,37
SAL50973,0,0,0,21,0,0,25,36,10,68
SAL50974,0,0,0,6,0,0,5,39,4,53
SAL50975,0,0,4,24,13,0,33,146,11,191
SAL50976,6,0,6,3,4,0,10,38,7,56
SAL50977,0,0,0,5,0,0,5,9,0,15
SAL50978,3,0,3,5,8,0,14,133,16,161
SAL50979,0,0,0,5,0,0,10,9,0,14
SAL50980,0,0,0,50,17,7,73,206,36,313
SAL50981,0,0,0,12,0,0,14,23,3,44
SAL50982,0,0,0,16,3,0,20,23,6,44
SAL50983,3,0,3,29,10,0,31,106,40,183
SAL50984,0,0,0,5,0,0,3,19,12,30
SAL50985,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,5,0,0,5,13,0,19
SAL50987,3,0,4,38,19,0,50,117,55,226
SAL50988,35,10,51,198,105,5,306,917,186,1414
SAL50989,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,4,0,0,4,9,5,12
SAL50991,0,0,0,14,0,0,14,33,0,49
SAL50992,3,0,3,90,46,8,143,466,35,648
SAL50993,12,8,18,40,12,3,61,209,99,367
SAL50994,0,0,0,5,0,0,6,17,3,30
SAL50995,0,0,0,0,0,0,0,16,0,14
SAL50996,7,0,7,164,60,0,224,472,47,741
SAL50997,9,0,17,94,32,8,130,380,110,622
SAL50998,470,52,523,3429,1199,88,4719,13209,980,18909
SAL50999,0,0,0,0,0,0,3,36,5,41
SAL51000,168,41,211,1469,581,63,2108,5061,451,7622
SAL51001,0,0,0,6,0,0,6,15,0,19
SAL51002,0,0,0,0,0,0,0,11,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0
SAL51004,66,31,98,338,141,27,503,1551,305,2355
SAL51005,0,0,0,3,0,0,3,0,0,5
SAL51006,0,0,0,14,14,6,27,26,30,88
SAL51007,0,0,0,3,0,0,4,5,0,6
SAL51008,130,46,181,926,321,31,1279,2596,200,4077
SAL51009,17,0,16,91,46,6,143,411,34,585
SAL51010,0,0,0,9,6,4,14,58,4,81
SAL51011,0,0,0,0,0,0,3,4,4,9
SAL51012,0,0,0,4,0,0,4,17,6,26
SAL51013,6,0,6,17,7,0,23,105,4,130
SAL51014,0,0,0,113,42,13,168,150,36,343
SAL51015,100,5,102,1839,365,81,2280,3810,226,6318
SAL51016,32,3,35,558,191,39,784,1732,186,2702
SAL51017,0,0,0,0,0,0,0,28,7,39
SAL51018,0,0,0,0,4,0,4,3,3,9
SAL51019,0,0,0,3,0,0,3,11,0,14
SAL51020,0,0,0,15,0,0,19,60,44,124
SAL51021,231,77,316,1588,619,60,2266,7027,517,9813
SAL51022,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,9,0,0,9,13,0,23
SAL51024,0,0,9,44,14,0,53,188,224,464
SAL51025,18,0,18,151,61,5,211,602,50,866
SAL51026,49,4,54,422,237,15,683,1712,128,2530
SAL51027,0,0,0,0,0,0,0,4,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0
SAL51030,176,0,187,1229,621,58,1912,4121,192,6220
SAL51031,56,3,58,264,183,11,461,1209,96,1769
SAL51032,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,93,9,3,116,397,264,780
SAL51034,0,0,0,3,4,0,9,16,0,23
SAL51035,0,0,0,5,0,0,5,3,0,11
SAL51036,45,3,52,507,190,32,723,1681,178,2589
SAL51037,0,0,0,10,11,0,24,23,12,58
SAL51038,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0
SAL51040,10,0,13,138,58,6,203,517,59,775
SAL51041,0,0,0,28,9,0,37,137,11,190
SAL51042,0,0,0,39,49,0,90,132,51,273
SAL51043,0,0,0,8,0,0,8,7,0,8
SAL51044,4,4,11,43,14,3,62,183,33,271
SAL51045,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,3,16,4,21
SAL51047,66,4,72,1183,484,66,1732,3079,161,4966
SAL51048,0,0,0,13,4,0,19,101,7,130
SAL51049,3,0,3,34,15,3,53,158,71,284
SAL51050,0,0,0,64,16,5,82,142,20,244
SAL51051,3,0,0,28,17,3,46,115,14,172
SAL51052,0,0,0,16,9,0,26,49,9,84
SAL51053,0,0,0,9,0,0,9,32,0,39
SAL51054,0,0,0,0,0,0,0,7,4,9
SAL51055,128,14,140,475,253,26,759,1819,121,2699
SAL51056,14,0,14,199,89,10,295,622,75,994
SAL51057,0,0,0,0,0,0,0,5,6,11
SAL51058,0,0,0,0,0,0,6,42,0,50
SAL51059,0,0,0,28,4,0,33,62,8,111
SAL51060,4,0,4,29,10,0,41,109,19,167
SAL51061,0,0,0,6,7,0,10,18,0,30
SAL51062,0,0,0,13,7,0,22,55,3,79
SAL51063,0,0,0,4,0,0,4,24,0,26
SAL51064,195,91,286,302,228,16,542,2156,353,3051
SAL51065,0,0,0,4,3,0,4,15,0,24
SAL51066,0,0,0,5,0,0,5,8,0,12
SAL51067,0,0,0,23,20,6,54,228,28,304
SAL51068,0,0,0,0,0,0,0,0,0,0
SAL51069,182,11,201,375,82,23,478,1169,62,1713
SAL51070,4,0,7,56,27,4,92,262,87,433
SAL51071,0,0,0,16,6,0,22,77,0,99
SAL51072,0,0,0,0,0,0,0,6,4,11
SAL51073,0,0,0,0,0,0,0,4,0,4
SAL51074,0,0,0,12,0,3,11,9,0,24
SAL51075,0,0,0,6,0,0,6,20,5,30
SAL51076,0,0,0,62,20,0,74,162,37,278
SAL51077,0,0,0,5,0,0,5,18,0,25
SAL51078,4,0,4,3,0,0,3,27,8,34
SAL51079,0,0,0,0,0,0,0,5,0,5
SAL51080,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,0,7,3,0,20,27,19,59
SAL51082,0,0,0,3,0,0,3,10,3,16
SAL51083,21,3,21,98,41,3,141,608,93,849
SAL51084,0,0,0,11,12,0,20,37,19,78
SAL51085,0,0,0,3,3,0,5,22,0,31
SAL51086,6,0,6,48,12,0,59,136,13,212
SAL51087,0,0,0,3,0,0,3,6,0,13
SAL51088,24,13,36,57,22,4,84,214,58,357
SAL51089,0,0,0,10,5,0,10,24,0,37
SAL51090,0,0,0,9,3,0,17,36,20,71
SAL51091,0,0,0,5,3,0,10,11,0,22
SAL51092,8,0,8,70,31,7,104,283,47,441
SAL51093,102,52,148,504,200,15,719,2123,401,3247
SAL51094,3,0,3,9,0,5,16,70,6,86
SAL51095,0,0,0,18,3,0,25,39,10,82
SAL51096,0,0,0,0,0,0,0,17,4,20
SAL51097,0,0,0,0,0,0,0,0,0,0
SAL51098,316,26,351,1844,734,69,2646,5677,321,8638
SAL51099,0,0,0,29,5,0,37,30,4,69
SAL51100,0,0,0,13,0,0,13,3,0,14
SAL51101,0,0,0,22,6,0,24,47,17,93
SAL51102,0,0,0,37,13,0,48,166,17,236
SAL51103,0,0,0,0,0,0,0,10,0,12
SAL51104,0,0,0,26,0,0,27,36,3,69
SAL51105,0,0,0,0,0,0,0,4,0,6
SAL51106,0,0,0,0,0,0,0,0,0,0
SAL51107,0,0,0,0,5,0,6,31,12,51
SAL51108,0,0,0,6,0,0,3,10,0,20
SAL51109,0,0,0,23,6,0,33,83,17,127
SAL51110,0,0,0,23,5,3,29,60,4,96
SAL51111,6,0,6,1080,172,56,1306,2616,1288,5209
SAL51112,0,0,0,0,3,0,4,19,19,40
SAL51113,0,0,3,1119,184,52,1354,1582,510,3451
SAL51114,11,0,11,19,10,0,30,180,15,224
SAL51115,0,0,0,5,3,0,13,39,3,51
SAL51116,0,0,0,4,0,0,4,3,0,9
SAL51117,0,0,0,7,5,0,6,4,0,15
SAL51118,0,0,0,10,5,0,18,53,0,68
SAL51119,0,0,0,6,3,0,12,56,16,77
SAL51120,0,0,0,9,6,0,10,20,6,34
SAL51121,0,0,0,5,0,0,5,7,0,12
SAL51122,187,13,201,1997,508,61,2565,7226,812,10598
SAL51123,0,0,0,12,3,0,12,23,7,45
SAL51124,202,11,216,1170,618,34,1821,4703,221,6746
SAL51125,0,0,0,4,12,0,21,55,5,83
SAL51126,0,0,0,6,0,0,13,3,0,17
SAL51127,4,0,3,42,12,0,56,348,90,499
SAL51128,0,0,0,0,0,0,0,26,18,44
SAL51129,0,0,0,0,0,0,0,0,0,0
SAL51130,58,10,66,578,342,26,948,1997,134,3083
SAL51131,0,0,0,3,3,0,3,9,4,15
SAL51132,5,0,5,52,22,0,67,183,19,280
SAL51133,0,0,0,8,0,0,4,12,0,20
SAL51134,0,0,0,0,0,0,0,6,3,10
SAL51135,84,3,84,512,348,17,880,2254,141,3275
SAL51136,5,0,7,156,61,10,232,374,65,672
SAL51137,0,0,0,0,0,0,3,0,0,6
SAL51138,110,4,114,501,335,23,854,2442,187,3481
SAL51139,0,0,0,24,3,6,34,97,24,154
SAL51140,0,0,0,11,4,0,14,36,6,59
SAL51141,0,0,0,12,0,0,15,11,0,24
SAL51142,0,0,0,17,3,0,24,17,22,65
SAL51143,0,0,0,6,0,0,5,11,6,22
SAL51144,9,4,13,233,78,3,310,744,31,1085
SAL51145,0,0,0,5,3,0,4,14,0,17
SAL51146,0,0,0,3,0,0,3,17,7,23
SAL51147,215,25,250,1604,510,79,2191,5537,397,8130
SAL51148,0,0,0,29,13,0,48,224,58,329
SAL51149,0,0,0,8,0,0,13,8,0,18
SAL51150,0,0,5,25,0,0,25,64,19,110
SAL51151,0,0,0,3,0,0,4,6,3,15
SAL51152,6,0,4,16,8,0,18,69,0,96
SAL51153,0,0,0,17,10,0,27,94,25,142
SAL51154,0,0,0,4,0,0,4,6,0,9
SAL51155,0,0,0,0,0,0,0,12,0,17
SAL51156,21,3,22,87,54,9,148,535,42,726
SAL51157,149,33,182,868,367,50,1287,3490,614,5392
SAL51158,38,8,45,73,39,5,121,481,105,704
SAL51159,5,0,0,104,29,0,132,1011,198,1342
SAL51160,7,0,7,35,13,0,46,144,50,241
SAL51161,0,0,0,4,0,0,4,7,0,6
SAL51162,0,0,0,20,16,9,41,99,19,167
SAL51163,0,0,0,0,0,0,3,5,0,13
SAL51164,0,0,0,4,3,0,3,19,9,33
SAL51165,0,3,4,114,56,30,200,458,474,1130
SAL51166,0,0,0,3,0,0,3,16,3,27
SAL51167,11,3,20,138,44,11,192,497,141,837
SAL51168,3,0,4,10,12,0,24,80,25,130
SAL51169,0,0,0,6,4,0,5,9,5,20
SAL51170,0,0,0,26,11,5,37,91,19,148
SAL51171,0,0,0,55,6,4,63,117,12,195
SAL51172,10,0,11,63,19,4,83,288,15,393
SAL51173,0,0,0,0,0,0,0,0,0,0
SAL51174,14,0,16,484,211,17,716,1444,96,2258
SAL51175,11,3,19,172,67,10,250,521,64,835
SAL51176,111,7,118,1328,586,41,1960,4465,283,6704
SAL51177,0,0,0,12,0,0,17,25,3,42
SAL51178,0,0,0,6,0,0,3,25,7,39
SAL51179,4,4,9,34,26,3,60,179,24,262
SAL51180,0,0,0,14,3,0,19,62,10,96
SAL51181,4,0,6,135,35,20,191,301,131,624
SAL51182,0,0,0,0,0,0,4,6,14,21
SAL51183,0,0,0,3,0,4,3,4,0,9
SAL51184,42,5,49,294,94,17,407,1128,113,1647
SAL51185,8,0,8,86,47,0,135,447,60,644
SAL51186,0,0,0,0,0,0,0,27,0,30
SAL51187,0,0,0,0,0,0,0,23,6,27
SAL51188,0,0,0,11,15,10,35,65,25,122
SAL51189,49,6,50,694,264,36,992,2377,298,3667
SAL51190,66,3,67,561,168,16,745,2915,306,3969
SAL51191,0,0,0,30,15,0,48,74,12,132
SAL51192,96,6,104,1779,561,57,2397,4150,241,6792
SAL51193,0,0,0,12,3,0,14,100,11,130
SAL51194,0,0,0,16,9,0,19,41,5,66
SAL51195,0,0,0,4,0,0,8,13,0,15
SAL51196,0,0,0,0,9,0,9,41,3,48
SAL51197,167,13,181,1358,406,70,1838,4071,287,6199
SAL51198,0,0,0,183,13,25,221,203,26,446
SAL51199,0,0,0,3,0,0,3,11,3,21
SAL51200,0,0,0,24,32,9,63,39,19,124
SAL51201,0,0,0,232,34,11,270,506,238,1018
SAL51202,0,0,0,20,12,0,37,79,6,119
SAL51203,0,0,0,9,0,0,6,23,10,38
SAL51204,0,0,0,0,0,0,0,0,0,0
SAL51205,21,0,18,450,179,22,644,1243,65,1955
SAL51206,0,0,0,0,0,0,0,0,0,5
SAL51207,0,0,0,12,8,0,13,31,0,46
SAL51208,6,0,6,78,60,7,150,324,22,495
SAL51209,85,7,88,924,472,42,1435,3410,174,5021
SAL51210,72,10,78,898,333,53,1291,3295,378,4956
SAL51211,0,0,0,15,5,0,11,42,3,59
SAL51212,0,0,0,3,12,6,23,3,0,29
SAL51213,0,0,0,17,11,0,24,46,6,75
SAL51214,0,0,0,10,4,0,15,23,0,47
SAL51215,0,0,0,0,0,0,0,21,4,23
SAL51216,0,0,0,0,0,0,0,0,0,0
SAL51217,0,0,0,5,5,0,8,53,3,65
SAL51218,0,0,0,10,0,0,10,55,59,118
SAL51219,17,4,19,889,250,33,1168,2007,149,3318
SAL51220,0,0,0,0,0,6,6,4,0,11
SAL51221,0,0,0,0,0,0,0,12,3,19
SAL51222,7,0,7,291,68,8,367,957,311,1641
SAL51223,7,0,7,130,71,6,210,553,34,795
SAL51224,31,5,32,112,29,7,151,516,72,734
SAL51225,44,3,41,243,121,0,360,908,59,1326
SAL51226,4,0,4,75,35,5,112,285,26,425
SAL51227,4,4,5,33,6,0,43,109,53,211
SAL51228,0,0,0,3,3,0,9,29,5,41
SAL51229,0,0,0,0,0,0,5,16,0,14
SAL51230,60,19,77,1084,416,31,1523,9554,1645,12724
SAL51231,0,0,0,0,0,0,0,0,24,24
SAL51232,4,0,4,20,8,3,33,95,15,138
SAL51233,0,0,0,9,0,0,9,3,0,14
SAL51234,13,0,19,4158,541,112,4816,5299,338,10450
SAL51235,0,0,0,7,5,0,14,28,9,45
SAL51236,6,3,8,385,87,17,489,1156,164,1811
SAL51237,23,0,23,83,39,3,129,315,28,474
SAL51238,0,0,0,3,3,0,7,22,8,31
SAL51239,0,3,4,8,0,0,15,105,21,140
SAL51240,0,0,0,37,16,0,55,109,9,165
SAL51241,0,0,0,13,8,0,21,12,0,30
SAL51242,0,0,0,0,0,0,0,13,0,13
SAL51243,0,0,0,9,4,0,13,27,10,52
SAL51244,19,5,23,70,38,3,109,452,52,611
SAL51245,0,0,0,42,3,4,48,91,31,174
SAL51246,0,0,0,7,5,0,13,27,3,56
SAL51247,87,51,140,675,286,36,989,2608,383,3986
SAL51248,10,0,10,172,47,7,226,488,104,822
SAL51249,0,0,0,0,0,0,5,13,0,13
SAL51250,4,0,4,19,0,0,19,48,3,72
SAL51251,0,0,0,7,3,0,11,26,9,39
SAL51252,0,0,0,16,8,0,23,53,27,98
SAL51253,0,0,0,30,10,0,42,125,90,259
SAL51254,0,0,0,40,11,0,41,127,26,206
SAL51255,5,0,7,14,10,0,22,140,14,179
SAL51256,5,0,3,47,15,3,66,205,15,285
SAL51257,3,0,3,19,10,0,23,86,4,114
SAL51258,45,6,46,154,57,7,218,859,183,1260
SAL51259,3,0,3,772,140,51,959,1689,451,3098
SAL51260,176,39,216,2322,855,151,3326,6516,665,10504
SAL51261,0,0,0,0,0,0,0,0,0,0
SAL51262,8,0,8,14,8,0,27,184,42,254
SAL51263,0,0,0,15,10,4,28,68,17,107
SAL51264,0,0,0,27,27,0,50,99,18,165
SAL51265,0,0,0,0,0,0,0,0,4,4
SAL51266,0,0,0,10,0,0,10,9,0,17
SAL51267,0,0,0,4,0,0,4,0,5,8
SAL51268,26,9,34,38,29,3,66,336,132,540
SAL51269,0,0,0,12,3,0,14,32,10,63
SAL51270,0,0,3,75,36,6,122,209,10,336
SAL51271,61,0,65,1285,264,18,1563,3836,401,5804
SAL51272,0,0,0,7,6,0,14,48,12,71
SAL51273,0,0,0,9,6,0,12,8,0,17
SAL51274,0,0,0,0,0,0,4,10,6,23
SAL51275,9,0,9,233,112,5,351,802,76,1234
SAL51276,0,0,0,7,4,0,14,28,5,41
SAL51277,3,0,3,21,7,0,30,107,21,151
SAL51278,77,9,85,1594,559,78,2225,4463,405,7098
SAL51279,0,0,0,31,8,0,34,107,19,158
SAL51280,13,0,13,184,72,11,267,912,269,1451
SAL51281,8,0,8,104,32,4,141,276,41,457
SAL51282,90,9,96,382,120,26,526,1324,128,1980
SAL51283,0,0,0,7,0,0,7,14,6,29
SAL51284,0,0,0,6,0,0,8,19,0,30
SAL51285,0,0,0,15,10,0,21,47,7,74
SAL51286,0,0,0,0,5,0,0,17,17,37
SAL51287,174,15,191,773,188,30,994,2775,361,4131
SAL51288,0,0,0,14,7,0,18,57,10,88
SAL51289,3,3,5,36,9,5,47,90,24,157
SAL51290,0,0,0,10,5,0,10,28,8,48
SAL51291,0,0,0,0,0,0,0,6,0,4
SAL51292,0,0,0,8,0,0,4,13,0,20
SAL51293,0,0,0,48,21,4,74,146,7,226
SAL51294,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0
SAL51296,66,0,68,786,272,44,1100,2319,251,3673
SAL51297,0,0,0,19,5,0,22,59,5,91
SAL51298,93,3,100,1205,345,36,1584,3089,143,4821
SAL51299,125,13,136,1465,479,42,1988,6813,625,9419
SAL51300,7,0,11,117,53,9,176,361,33,571
SAL51301,506,109,620,1793,1033,86,2912,9404,1039,13358
SAL51302,0,0,0,4,23,11,37,46,39,127
SAL51303,0,0,0,0,0,0,0,0,0,4
SAL51304,0,0,0,7,3,3,15,55,6,79
SAL51305,0,0,0,80,101,20,201,359,264,820
SAL51306,5,0,5,81,12,11,108,275,101,477
SAL51307,0,0,3,180,64,5,247,443,41,735
SAL51308,70,6,70,1149,552,60,1759,3667,208,5632
SAL51309,0,0,0,41,16,10,59,101,13,172
SAL51310,5,0,5,23,7,3,27,110,13,155
SAL51311,0,0,0,0,0,0,0,15,0,20
SAL51312,234,23,260,581,262,27,865,2032,108,3007
SAL51313,0,0,0,18,3,0,21,82,93,197
SAL51314,0,0,0,17,3,0,22,110,22,149
SAL51315,0,0,0,11,6,0,21,51,0,68
SAL51316,3,0,3,46,18,6,65,95,12,176
SAL51317,0,0,0,22,0,0,21,7,6,29
SAL51318,0,0,0,8,10,0,14,43,3,63
SAL51319,197,18,216,1213,545,45,1804,4178,335,6313
SAL51320,0,0,0,33,10,3,44,60,9,110
SAL51321,123,68,190,390,203,24,614,1681,164,2461
SAL51322,43,8,54,298,168,16,484,1031,58,1574
SAL51323,17,0,14,138,99,5,244,560,43,848
SAL51324,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,3,0,0,3,0,0,3
SAL51326,0,0,0,4,0,0,4,67,36,113
SAL51327,0,0,0,17,7,0,27,46,14,77
SAL51328,11,0,17,172,63,5,242,556,41,832
SAL51329,0,0,0,23,9,0,27,41,4,74
SAL51330,260,10,270,2700,953,87,3744,10296,1029,15069
SAL51331,0,0,0,0,0,0,0,0,0,0
SAL51332,8,4,13,69,20,3,95,277,66,427
SAL51333,0,0,0,6,0,0,13,21,3,38
SAL51334,0,0,0,13,0,0,13,24,9,44
SAL51335,0,0,0,25,5,5,34,24,8,59
SAL51336,4,0,4,4,0,0,7,65,19,100
SAL51337,43,3,46,2633,670,136,3438,5459,433,9331
SAL51338,4,0,4,26,14,0,41,94,6,142
SAL51339,30,7,37,362,199,26,588,1335,511,2433
SAL51340,58,6,68,2238,558,122,2920,4873,543,8336
SAL51341,0,0,0,9,0,0,8,42,40,94
SAL51342,4,3,7,106,29,15,154,369,47,563
SAL51343,0,0,0,5,0,0,5,4,0,7
SAL51344,0,0,0,0,0,0,0,0,0,0
SAL51345,62,0,66,875,350,14,1237,2565,107,3913
SAL51346,80,43,125,891,314,32,1239,2240,228,3705
SAL51347,0,0,0,0,0,0,0,0,0,0
SAL51348,129,94,223,525,283,34,847,2506,389,3744
SAL51349,0,0,0,0,0,0,0,3,6,4
SAL51350,0,0,0,9,5,0,12,39,6,53
