SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL50048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,14,46,6,3,9,0,0,0,0,0,0,0,0,0,6,3,10,3,0,3,47,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,5,6,12,0,0,0,64,40,102
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,13,12,21
SAL50051,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,169,177,342,10,7,23,6,0,6,0,0,0,0,0,0,7,9,16,3,8,12,203,198,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,3,0,3,0,0,0,5,0,5,8,29,40,44,41,79,0,0,3,264,274,539
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,60,3,3,5,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,39,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,5,3,13,0,0,0,52,43,97
SAL50053,30,44,76,52,78,132,0,0,0,0,0,0,10,11,27,1950,1736,3687,69,154,223,39,0,39,13,0,13,26,3,30,48,8,57,19,26,48,2263,2062,4322,34,42,76,0,0,0,0,0,0,18,23,36,0,4,8,0,0,0,50,70,126,0,0,0,0,0,0,4,6,7,7,7,8,0,3,6,7,15,22,25,14,33,80,98,183,10,8,22,0,0,3,0,0,0,11,14,29,152,189,341,227,327,555,9,8,19,2751,2696,5446
SAL50054,146,183,329,218,67,286,0,0,4,0,0,0,20,13,38,6117,5714,11836,426,378,807,74,0,79,34,3,39,23,5,28,354,75,433,92,91,183,7508,6541,14052,96,128,220,0,0,0,0,0,0,117,104,209,13,24,39,3,4,3,224,251,474,0,0,0,0,0,0,9,7,13,8,5,11,7,0,8,21,13,35,98,27,127,345,293,633,48,55,103,19,4,23,4,0,4,66,60,132,366,711,1078,1214,1310,2523,40,25,69,9535,8943,18478
SAL50055,20,41,64,94,102,200,0,0,0,0,0,0,43,21,63,2430,1848,4272,119,189,312,33,0,33,22,0,22,10,0,11,58,25,86,10,13,25,2851,2239,5087,35,45,82,0,0,0,0,0,0,10,20,29,0,3,3,0,0,3,50,72,116,0,0,0,0,0,0,5,8,12,3,14,14,10,6,8,16,29,40,33,12,44,92,108,201,10,20,33,3,0,3,0,0,0,17,20,37,91,136,230,266,322,589,32,19,58,3358,2847,6202
SAL50056,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,55,52,109,3,0,6,0,0,0,0,0,0,0,0,0,5,0,5,9,8,18,75,61,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,47,17,22,38,0,0,0,120,113,230
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,5,0,0,0,8,6,10
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,11,0,0,0,20,28,42
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,14,10,19,155,126,278,5,0,5,0,0,0,20,13,26,3505,2857,6359,196,257,452,69,0,69,17,0,20,22,0,23,86,21,105,20,37,56,4099,3321,7420,19,20,43,0,0,0,0,0,0,11,13,25,0,0,0,0,0,0,33,36,68,0,0,0,0,0,0,9,14,22,6,10,22,3,5,3,18,27,47,37,26,59,84,93,179,16,10,26,3,0,7,0,0,0,17,14,34,207,283,492,420,566,984,36,18,49,4865,4295,9154
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,0,3,0,0,0,10,8,16
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,8,24
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,3,0,0,0,8,14,19
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,3,0,6,0,0,0,19,16,37
SAL50066,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,63,132,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,76,66,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,14,23,4,7,6,96,87,182
SAL50067,0,0,0,19,5,23,0,0,0,0,0,0,0,0,0,25,4,31,3,4,3,0,0,0,0,0,0,0,0,0,22,0,25,3,0,3,82,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,87,19,106
SAL50068,11,8,23,5,0,4,0,0,0,0,0,0,3,0,3,258,209,467,16,10,24,17,0,15,3,0,3,0,0,0,6,0,10,3,4,12,322,235,556,0,4,3,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,18,25,0,4,5,0,0,0,0,0,0,0,4,5,21,51,68,33,44,82,3,0,3,391,348,742
SAL50069,45,44,90,60,38,97,4,0,4,0,0,0,7,5,14,2013,1879,3889,130,150,282,31,0,31,15,0,15,3,0,3,84,14,101,22,28,53,2415,2164,4575,37,55,89,0,0,0,0,0,0,44,44,88,0,6,8,0,0,0,82,106,188,0,0,0,0,0,0,0,0,4,0,8,9,0,0,0,4,16,15,39,11,51,127,130,261,15,20,34,0,4,5,0,0,0,20,20,46,119,207,320,279,413,690,14,14,33,2975,2953,5924
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,3,8,0,0,0,21,19,39
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,4,9
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,6,20
SAL50075,0,7,10,5,4,6,0,0,0,0,0,0,0,0,0,129,137,270,10,8,19,7,0,11,0,0,0,0,0,0,16,3,17,0,3,3,176,165,332,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,21,30,30,35,68,0,0,0,227,217,448
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SAL50077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,81,0,7,9,3,0,3,0,0,0,0,0,0,0,5,7,7,8,14,59,53,115,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,19,25,6,8,16,0,0,0,80,81,164
SAL50078,155,162,316,43,33,78,0,0,0,0,0,0,5,19,29,1768,1628,3392,93,109,199,23,3,26,16,3,21,46,8,53,49,16,62,30,36,61,2231,2016,4254,20,35,51,0,0,0,0,0,0,16,12,32,4,8,11,4,4,14,44,65,109,0,0,0,0,0,0,6,5,10,0,0,4,4,0,3,5,5,15,19,4,21,71,75,143,7,15,19,0,0,0,0,0,0,12,15,27,252,282,535,258,419,670,8,3,11,2826,2811,5641
SAL50079,74,40,120,13,7,21,0,0,0,0,0,0,0,3,4,571,514,1084,42,51,97,7,0,7,0,0,0,12,0,17,11,0,11,9,12,23,750,633,1381,23,9,36,0,0,0,0,0,0,5,8,11,5,4,6,5,0,4,32,23,62,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,5,7,44,31,69,8,5,10,0,0,0,0,0,0,8,0,12,98,103,205,86,121,206,7,0,9,991,887,1877
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,0,0,5,21,6,34,0,0,0,0,0,0,5,0,5,907,776,1682,96,64,159,13,0,13,8,0,15,8,0,8,13,7,12,14,34,48,1071,888,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,3,11,11,5,15,20,8,22,0,0,0,0,0,0,0,0,4,0,0,4,12,54,64,142,139,284,5,3,6,1252,1095,2347
SAL50082,0,0,0,9,0,9,0,0,0,0,0,0,0,0,4,564,541,1104,35,47,78,7,0,7,0,0,0,0,0,0,14,3,17,0,7,7,628,592,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,24,48,68,88,103,192,0,0,4,749,745,1496
SAL50083,249,216,465,141,121,263,0,0,0,0,0,5,17,16,39,2485,2344,4829,147,202,350,33,0,33,29,0,29,132,28,159,68,28,95,53,29,78,3352,2981,6336,36,38,77,0,0,0,0,0,0,25,31,51,4,13,14,4,0,7,72,82,156,0,0,0,0,0,0,10,3,15,3,3,4,4,0,4,16,4,24,36,12,46,113,101,219,8,17,20,3,0,5,0,0,0,7,15,23,352,407,756,384,624,1008,12,11,21,4233,4139,8368
SAL50084,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,211,211,423,15,19,33,8,0,8,6,0,0,9,11,22,3,4,5,21,4,21,275,256,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,41,48,86,0,3,5,333,322,655
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,27,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,17,0,3,3,0,0,0,37,28,67
SAL50086,22,13,34,32,41,78,0,0,0,0,0,0,7,3,12,773,774,1547,49,62,110,14,0,14,17,0,15,36,19,59,19,0,20,24,27,56,992,948,1942,36,16,54,0,0,0,0,0,0,15,16,30,0,0,0,0,3,9,52,38,88,0,0,0,0,0,0,6,3,6,3,0,5,5,3,5,7,4,15,13,14,18,66,55,119,7,0,9,0,0,0,4,0,4,4,6,10,116,134,254,148,200,349,4,7,13,1345,1350,2693
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,4,0,0,0,18,11,30
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,4,8,7,0,0,0,25,15,40
SAL50090,92,118,210,43,38,83,0,0,0,0,0,0,12,12,22,1780,1186,2962,110,151,261,28,0,31,10,0,10,7,0,9,52,8,62,11,8,26,2151,1523,3681,21,50,65,0,0,0,0,0,0,22,13,36,4,8,12,6,0,6,52,69,113,0,0,0,0,0,0,0,3,9,0,4,8,8,3,8,8,12,21,22,9,29,80,92,173,14,20,33,0,0,0,0,0,0,15,20,35,97,104,196,204,222,430,11,8,13,2552,1973,4524
SAL50091,14,14,28,137,131,265,0,0,0,0,0,0,6,6,15,921,814,1743,50,85,132,9,0,9,14,0,9,21,9,32,25,4,33,11,13,27,1212,1085,2295,4,7,17,0,0,0,0,0,0,6,5,9,0,6,5,0,0,0,13,19,34,0,0,0,0,0,0,3,6,12,4,7,3,8,0,8,14,7,17,15,3,15,40,25,67,4,0,4,0,0,0,0,0,0,3,0,3,123,142,261,136,227,364,7,0,6,1518,1485,2999
SAL50092,15,12,26,15,0,17,0,0,0,0,0,0,0,0,0,584,506,1088,32,24,66,20,0,21,0,3,3,4,0,4,23,9,30,3,11,13,699,567,1267,0,5,5,0,0,0,0,0,0,7,9,18,0,0,3,0,0,0,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,16,10,30,3,0,6,0,0,0,0,0,0,0,0,4,63,92,157,74,99,171,4,0,10,859,770,1630
SAL50093,28,28,59,42,27,69,0,5,4,0,0,0,9,16,20,1584,1248,2832,102,119,221,35,0,35,19,0,19,10,4,19,50,12,63,4,21,29,1883,1483,3368,20,16,40,0,0,0,0,0,0,20,18,39,0,5,5,0,0,3,43,42,88,0,0,0,0,0,0,3,3,8,0,9,4,4,3,6,5,9,15,27,8,35,84,61,141,3,11,14,0,0,0,3,0,4,4,12,21,64,116,181,197,226,415,6,10,15,2234,1899,4142
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,38,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,12,0,0,0,36,35,70
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,11,0,5,5,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,16,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,22,19,41
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,8,12
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,9,5,8,0,0,3,39,21,58
SAL50098,45,48,94,49,26,74,0,0,0,0,0,0,10,4,11,1698,1499,3197,80,143,220,24,0,27,9,0,4,3,0,9,46,8,61,17,9,23,1975,1739,3718,25,24,45,0,0,0,0,0,0,29,20,47,0,9,8,0,0,0,56,44,102,0,0,0,0,0,0,0,3,3,3,3,13,6,11,6,3,11,19,18,7,29,77,71,151,16,11,28,3,0,3,0,0,0,17,11,29,111,169,276,240,337,576,11,9,15,2434,2337,4767
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,11,3,12
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,15,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,18,3,5,10,0,0,0,38,24,64
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,8,3,12,0,0,0,35,37,69
