SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL51484,35,0,1770,400,2571,0.9,2461,2.8
SAL51485,39,1351,686,300,1638,0.7,1385,2.4
SAL51486,34,1300,631,240,1461,0.8,1345,2.6
SAL51487,27,0,1574,160,2250,1.3,2250,4
SAL51488,46,271,919,151,2749,0.6,1812,1.9
SAL51489,39,1733,778,420,2002,0.8,1810,2.9
SAL51490,35,1946,1047,345,2413,0.8,1828,2.1
SAL51491,0,0,0,0,0,0,0,0
SAL51492,35,1603,1135,280,2926,0.8,2322,2.6
SAL51493,0,0,0,0,0,0,0,0
SAL51494,40,1850,903,340,2240,0.7,1833,2.4
SAL51495,43,0,949,200,1958,0.7,1812,2.8
SAL51496,44,0,1350,170,2250,0.8,2249,2.7
SAL51497,38,0,933,0,1687,0.7,1625,2.4
SAL51498,35,1667,1111,250,2416,0.9,2333,3.2
SAL51499,40,2286,1015,300,1125,0.7,1916,2.3
SAL51500,36,1540,759,290,1940,0.8,1605,2.7
SAL51501,51,932,621,195,1518,0.7,1073,2.1
SAL51502,39,1600,740,320,1935,0.7,1611,2.6
SAL51503,49,1367,1187,0,2750,0.7,2750,2.5
SAL51504,32,1300,1291,200,2625,0.9,2125,3
SAL51505,47,1509,654,250,1593,0.7,1235,2.5
SAL51506,0,0,0,0,0,0,0,0
SAL51507,37,0,1625,0,0,0,0,0
SAL51508,40,1950,835,350,2187,0.8,1887,2.8
SAL51509,44,1227,749,250,1812,1,1812,2.9
SAL51510,59,999,490,221,1037,0.6,764,1.8
SAL51511,45,867,545,226,1199,1.1,1437,2.8
SAL51512,45,0,1089,140,2250,0.8,1875,2.8
SAL51513,84,0,450,0,0,1,450,1
SAL51514,36,0,1593,190,3083,0.7,3083,2.8
SAL51515,40,0,1125,0,3250,0.8,2499,3.1
SAL51516,39,0,342,75,949,1.1,1125,2.9
SAL51517,43,9000,762,0,1125,0.8,1125,2.6
SAL51518,50,1600,768,200,1924,0.7,1571,2.4
SAL51519,32,2056,1119,410,2525,0.8,2373,2.9
SAL51520,39,3049,924,243,2083,0.8,1875,2.4
SAL51521,34,1790,1001,340,2400,0.7,2238,2.9
SAL51522,58,1654,585,265,1187,0.8,982,2.3
SAL51523,59,2150,624,360,1624,0.9,1624,2.4
SAL51524,40,2000,745,243,1875,0.8,1708,2.7
SAL51525,47,1885,670,363,1813,0.7,1461,2.5
SAL51526,41,1736,729,350,1973,0.7,1561,2.5
SAL51527,34,2000,1111,0,2374,0.7,2250,2.8
SAL51528,33,0,305,70,619,1.3,900,3.9
SAL51529,54,1820,808,265,1833,0.6,1542,2.5
SAL51530,28,0,429,63,1018,1.2,1581,3.5
SAL51531,48,2500,1062,0,2625,0.6,1875,2.2
SAL51532,34,998,982,225,2125,0.7,1812,2.8
SAL51533,26,373,325,90,746,1.8,1281,4.2
SAL51534,38,1517,684,320,1784,0.7,1503,2.6
SAL51535,49,0,621,250,1562,0.8,1624,2.7
SAL51536,48,1517,615,270,1647,0.7,1264,2.4
SAL51537,37,0,1062,0,1187,1,1499,2.3
SAL51538,57,708,820,0,2124,0.6,1375,2.3
SAL51539,34,0,1312,0,2250,0.6,2250,2.7
SAL51540,43,1950,841,300,2479,0.7,2240,2.9
SAL51541,41,1950,793,420,2151,0.7,1754,2.5
SAL51542,52,3192,1093,200,2625,1,1374,2.1
SAL51543,40,1040,933,125,2250,1,2250,3.4
SAL51544,41,2817,801,410,2554,0.7,2301,2.8
SAL51545,49,1517,626,250,1624,0.7,1375,2.3
SAL51546,49,2934,1085,410,3053,0.7,2190,2.4
SAL51547,46,542,860,160,2416,0.8,1541,2.5
SAL51548,36,1997,1218,450,3250,1,2333,3.2
SAL51549,34,1993,962,430,2449,0.8,2377,3.3
SAL51550,50,1625,656,375,1649,0.7,1384,2.5
SAL51551,50,0,900,0,1625,0.9,1562,2.3
SAL51552,37,1300,612,220,1895,0.9,1350,2.8
SAL51553,64,1850,749,0,2625,0.8,1812,1.8
SAL51554,44,1089,924,100,2666,0.7,2250,2.9
SAL51555,48,7000,1571,762,2625,0.8,2200,2.1
SAL51556,51,0,833,0,2749,0.8,2374,2.9
SAL51557,35,0,2333,0,0,0,0,0
SAL51558,31,1902,984,350,2250,0.8,2115,3
SAL51559,51,0,630,200,1374,0.6,1125,2.7
SAL51560,38,1000,449,0,999,0.8,999,2
SAL51561,49,1659,1069,305,2849,0.9,2700,2.8
SAL51562,39,900,725,104,1531,0.6,1333,2.1
SAL51563,53,1000,724,265,7000,0.9,575,1.5
SAL51564,37,2458,1054,290,2921,0.9,2005,2.4
SAL51565,41,2762,1063,470,3324,0.8,2626,2.7
SAL51566,32,0,1013,0,2166,0.9,2125,3.2
SAL51567,44,1733,994,350,2374,0.7,2105,2.5
SAL51568,64,0,900,0,1875,0.7,1874,2
SAL51569,46,1625,660,340,1580,0.7,1185,2.3
SAL51570,54,0,200,0,0,1,200,1
SAL51571,45,0,725,0,2250,0.7,1999,2.4
SAL51572,44,2000,568,425,2041,0.8,1458,2.6
SAL51573,61,1044,513,225,1016,0.7,744,1.6
SAL51574,35,0,1125,0,2749,0.6,1875,2.1
SAL51575,32,0,833,38,3249,0.6,3250,2.8
SAL51576,45,1717,1125,475,2250,0.7,2083,1.8
SAL51577,34,1733,1308,350,2962,0.8,2456,2.7
SAL51578,38,2276,1368,400,3388,0.9,2383,2.2
SAL51579,49,0,0,0,0,0.1,0,1
SAL51580,35,1772,1251,400,2768,0.9,1918,1.8
SAL51581,49,1200,933,120,2312,0.8,1625,2.7
SAL51582,38,2600,809,330,2312,0.9,2444,3.2
SAL51583,47,1408,617,100,1792,0.8,966,2.5
SAL51584,41,0,1275,0,2750,0.6,2250,2.4
SAL51585,42,2600,707,350,1833,0.7,1488,2.5
SAL51586,54,1517,587,300,1550,0.8,1413,2.4
SAL51587,47,1725,537,107,1624,1,1333,2.8
SAL51588,34,1517,769,330,1631,0.8,1404,2.3
SAL51589,62,800,670,85,1343,0.6,1093,1.8
SAL51590,46,3033,900,162,2624,0.7,1625,2.4
SAL51591,52,0,900,0,2124,0.8,2749,2.5
SAL51592,28,1950,1033,360,2220,0.7,2117,3
SAL51593,41,2167,930,320,2630,0.8,1891,2.4
SAL51594,36,2184,1083,250,2695,0.9,2579,3.1
SAL51595,54,0,899,120,3250,0.8,1375,2
SAL51596,51,1500,900,0,1999,0.8,1999,3
SAL51597,40,0,450,0,1625,1,1625,3.2
SAL51598,36,1262,2250,0,4750,0.6,2749,2.5
SAL51599,0,0,0,0,0,0,0,0
SAL51600,42,1083,731,150,1593,0.7,1238,2.4
SAL51601,31,790,1674,115,3698,0.9,3358,2.9
SAL51602,48,0,900,180,4750,0.6,1124,2
SAL51603,29,0,330,45,949,1.2,949,3.1
SAL51604,62,0,1208,100,3250,0.4,2749,1.8
SAL51605,53,0,1375,250,3250,0.8,2149,2
SAL51606,45,1049,550,200,949,0.7,833,2.3
SAL51607,58,50,366,0,1125,0.8,2149,3.5
SAL51608,57,0,824,300,1375,0.8,1312,2
SAL51609,49,4623,784,0,3124,0.8,2750,2.7
SAL51610,37,1967,829,283,2393,0.8,1660,2.3
SAL51611,32,2350,564,93,866,0.8,1125,2.6
SAL51612,40,2100,755,400,2379,0.8,2178,3.1
SAL51613,51,2192,606,275,1375,1,1104,2.6
SAL51614,41,1300,1012,200,2256,0.7,1733,2.5
SAL51615,50,650,608,215,2549,0.6,987,1.9
SAL51616,43,2143,856,250,2299,0.9,2022,2.8
SAL51617,35,1842,752,350,2065,0.8,1668,2.5
SAL51618,35,0,1212,118,725,1,1089,2.4
SAL51619,47,1517,988,250,2449,0.7,2031,2.4
SAL51620,49,2500,817,475,2343,0.6,2305,2.7
SAL51621,60,0,489,0,749,0.6,695,1.5
SAL51622,47,1465,916,240,2113,0.8,2022,2.7
SAL51623,45,2317,762,545,2405,0.7,2324,3
SAL51624,39,1962,873,300,2111,0.9,2008,2.7
SAL51625,39,1300,552,240,1256,0.7,983,2.2
SAL51626,0,0,0,0,0,0,0,0
SAL51627,41,4333,1774,0,3250,0.8,3250,3.3
SAL51628,51,0,1125,220,1875,0.6,1792,1.8
SAL51629,39,2167,599,293,1916,0.8,1916,2.9
SAL51630,42,2167,824,143,2166,0.7,2125,2.4
SAL51631,49,1150,668,280,1624,0.7,1187,2.2
SAL51632,43,1083,726,180,1547,0.7,1174,2.2
SAL51633,38,0,2083,0,3250,0.9,5250,3.6
SAL51634,53,2048,909,310,2062,0.7,1468,2.4
SAL51635,43,1300,615,230,1503,0.7,1061,2.1
SAL51636,54,1033,546,150,1187,0.8,1010,2.1
SAL51637,43,2099,885,325,2272,0.7,1656,2.3
SAL51638,44,2600,890,420,2990,0.8,2098,2.6
SAL51639,0,0,0,0,0,0,0,0
SAL51640,48,1800,542,380,1670,0.8,1487,2.7
SAL51641,43,2167,901,480,2653,0.7,2339,2.8
SAL51642,38,266,1078,150,2812,0.8,2083,2.7
SAL51643,0,0,0,0,0,0,0,0
SAL51644,48,0,949,0,2250,0.7,2250,2.9
SAL51645,52,0,899,827,1416,0.7,1292,1.9
SAL51646,37,1686,749,360,2147,0.8,1895,2.6
SAL51647,45,1857,892,300,2338,0.7,2050,2.7
SAL51648,57,1365,1149,399,2416,0.7,2124,2.6
SAL51649,60,4943,550,0,1375,0.7,1125,1.9
SAL51650,41,1000,833,165,1812,0.9,1166,2.6
SAL51651,46,1400,692,250,1762,0.8,1520,2.5
SAL51652,38,2600,641,440,1910,0.8,1875,3.3
SAL51653,0,0,0,0,0,0,0,0
SAL51654,55,542,503,155,1270,0.6,781,1.8
SAL51655,54,0,450,250,2249,0.8,2249,2.7
SAL51656,36,1224,586,150,1237,1,1213,2.7
SAL51657,26,0,1375,150,3499,0.7,2750,3.6
SAL51658,40,4250,1550,0,3249,0.7,2750,2.4
SAL51659,48,1560,550,300,2083,0.7,1875,2.5
SAL51660,46,1517,632,320,1719,0.7,1232,2.3
SAL51661,0,0,0,0,0,0,0,0
SAL51662,34,223,1552,150,1562,0.9,1550,2.6
SAL51663,58,1275,575,200,1292,0.8,966,2
SAL51664,48,2270,931,400,2331,0.8,2147,2.6
SAL51665,46,2508,1012,620,2446,0.9,2345,2.8
SAL51666,36,1733,819,418,1984,0.7,1766,2.7
SAL51667,35,1842,762,340,1990,0.7,1699,2.8
SAL51668,55,544,1374,0,2250,0.8,1375,2.4
SAL51669,38,0,1375,0,2749,0.8,2749,3
SAL51670,37,1733,879,350,2233,0.7,1915,2.6
SAL51671,53,1517,771,200,1674,0.7,1406,2.3
SAL51672,35,4000,924,0,1875,1,1324,2
SAL51673,40,0,1312,270,5750,0.8,1375,2.9
SAL51674,55,1910,833,0,1937,0.7,1468,2.1
SAL51675,44,1587,592,270,1481,0.8,1093,2.4
SAL51676,47,0,1375,0,2374,0.7,2125,2.8
SAL51677,43,0,850,0,2250,0.7,2083,2.5
SAL51678,44,1817,866,170,2200,0.7,1937,2.3
SAL51679,0,0,0,0,0,0,0,0
SAL51680,55,719,624,100,1791,0.7,1031,2.1
SAL51681,59,0,474,0,0,0.6,900,2
SAL51682,26,0,0,0,0,0,0,0
SAL51683,42,2492,1031,246,2374,0.7,1958,2.5
SAL51684,45,0,1359,168,3062,0.6,1708,2
SAL51685,60,1570,700,260,1374,0.5,1218,1.8
SAL51686,42,0,982,200,2250,0.7,2333,2.8
SAL51687,30,434,949,0,2750,0.9,2750,3
SAL51688,38,1950,938,325,2299,0.8,1717,2.2
SAL51689,58,1950,606,270,1399,0.7,1424,2.6
SAL51690,56,1348,554,260,1403,0.7,1011,2.1
SAL51691,45,871,593,165,1375,0.7,1312,2
SAL51692,48,1654,687,150,1792,0.8,1406,2.4
SAL51693,47,0,966,250,3750,0.9,3750,2.9
SAL51694,44,1038,606,0,1458,0.7,1333,2.4
SAL51695,50,1580,625,255,1587,0.8,1286,2.5
SAL51696,37,0,1125,0,2250,0.9,2250,3.3
SAL51697,33,9771,725,0,1437,0.8,1375,2.5
SAL51698,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0
SAL59494,0,0,0,0,0,0,0,0
SAL59797,40,1733,2123,0,1375,0.7,2250,1.7
