SAL_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SAL51403,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,4,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
SAL51404,0,0,0,0,3,0,0,0,0,10,4,26,19,18,26,20,8,15,0,130,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,3,11,0,32,5,0,3,0,5,7,6,5,0,31,0,0,0,0,0,0,4,0,0,6,0,4,0,0,3,12,6,11,0,33,0,0,0,0,0,0,0,0,0,5,5,7,4,0,0,0,0,4,0,25,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,17,0,5,3,0,5,4,0,0,0,20,0,0,8,0,0,4,0,4,0,20,0,0,0,0,0,0,0,0,0,7
SAL51405,6,24,16,0,22,7,4,3,10,98,117,556,431,249,519,409,108,149,39,2576,0,6,3,6,8,7,0,5,0,28,12,7,7,7,26,74,42,75,4,259,3,16,9,7,53,51,17,38,0,207,3,4,5,8,23,19,5,10,0,81,5,37,35,29,69,158,56,131,8,530,4,18,11,8,28,34,9,23,0,126,14,203,90,38,85,61,19,38,9,556,5,96,52,32,51,41,8,32,4,313,5,15,13,9,19,42,9,25,0,141,0,3,0,0,7,15,3,6,4,42,8,7,28,19,29,60,9,31,0,188,4,17,16,9,11,30,5,19,0,111,19,50,55,34,109,183,42,85,0,576,0,25,17,13,21,22,6,12,0,123,23,35,20,17,100,81,14,12,0,296,19,81,81,37,76,74,24,40,5,439,34,122,122,99,178,126,38,43,8,766,0,22,10,8,12,7,7,6,0,80
SAL51406,0,0,0,0,0,0,0,0,0,4,0,10,7,9,3,10,0,5,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,3
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,8,0,0,0,4,0,0,0,17,33,126,100,57,117,94,26,38,4,591,0,5,0,7,0,0,0,5,0,13,16,3,9,0,12,21,3,66,0,129,0,11,4,4,16,14,10,24,0,86,0,0,0,0,5,4,0,0,0,15,8,17,11,5,17,26,15,39,0,128,0,7,3,0,5,13,0,11,0,41,4,27,15,8,21,10,4,9,0,93,0,23,19,9,11,0,0,9,0,73,5,5,8,0,17,7,0,18,0,58,0,0,5,0,0,3,0,0,0,15,0,8,0,0,5,3,0,3,0,25,0,0,5,0,5,0,0,6,0,16,0,10,0,3,10,22,6,13,0,71,5,8,5,0,3,6,0,5,0,30,3,7,11,8,35,27,10,5,0,111,4,23,8,11,19,22,6,14,0,108,10,21,26,19,24,14,0,0,0,120,0,7,0,5,0,0,0,0,0,20
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,0,4,0,6,0,0,0,0,0,13,15,67,40,24,60,41,13,28,4,301,4,0,0,0,0,5,0,3,0,17,7,3,0,0,0,10,7,23,0,48,0,0,3,0,3,5,0,3,0,18,0,0,0,0,0,0,0,0,0,5,3,3,5,3,12,23,9,21,0,85,0,0,0,0,0,7,0,3,0,18,4,19,14,10,11,13,4,4,0,68,0,15,6,0,5,0,0,0,0,33,0,0,0,9,7,11,3,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,5,0,3,0,11,0,0,0,0,4,5,0,4,0,18,0,6,0,0,5,4,0,0,0,15,3,4,0,0,11,13,0,6,0,35,3,18,5,5,14,11,4,7,0,63,12,3,19,5,15,17,4,6,0,80,0,0,0,0,0,0,0,0,0,0
SAL51411,0,0,0,0,0,0,0,0,3,0,13,45,39,20,29,27,8,24,0,203,0,6,3,0,0,5,0,8,0,26,6,0,0,0,3,19,0,15,0,44,0,4,0,3,4,7,0,5,0,25,0,0,0,0,4,0,0,3,0,4,4,3,0,3,0,17,7,23,0,59,0,0,0,0,0,0,0,3,0,11,3,7,4,3,0,5,0,0,0,23,0,8,0,0,6,0,0,0,0,14,0,8,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,4,0,0,3,0,6,0,22,0,7,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,3,0,10,3,8,5,3,15,4,5,6,0,50,3,7,14,5,9,7,0,7,0,60,0,0,0,3,0,3,0,9,0,15
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51413,0,9,5,0,4,0,0,0,3,25,27,146,120,79,165,90,21,28,7,694,0,0,0,0,0,6,0,0,0,12,13,0,6,0,6,9,11,45,0,81,0,7,3,3,22,34,3,13,0,95,0,0,0,0,3,0,0,3,0,8,3,9,3,0,25,38,12,30,6,139,0,0,3,4,15,24,7,13,0,67,10,45,23,20,46,20,10,0,0,178,3,34,15,17,17,12,0,0,0,98,7,4,13,4,30,28,11,23,0,121,0,0,5,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,12,3,4,0,0,8,7,0,0,0,17,0,9,3,4,10,13,0,8,0,55,0,15,8,0,9,12,0,3,0,47,9,6,6,6,33,26,6,5,0,95,0,20,13,13,21,15,4,4,0,92,7,31,36,27,52,15,5,15,4,189,0,9,0,0,3,3,0,3,0,20
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51415,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,5,0,5,0,28,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,7,0,0,4,0,0,0,0,8,0,15,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL51416,0,19,8,10,21,12,0,5,14,91,106,506,378,263,466,568,151,317,27,2777,3,4,7,0,3,4,0,8,0,34,19,21,13,12,50,149,59,144,6,468,9,16,11,7,18,32,16,35,0,143,0,0,4,3,24,14,5,7,4,64,3,15,19,14,20,76,20,56,0,228,4,7,6,3,13,33,11,17,0,97,16,98,55,24,32,37,10,30,0,302,8,120,36,29,24,15,14,32,3,288,8,14,8,7,14,17,10,14,5,93,0,8,5,3,14,19,9,11,0,69,4,15,22,14,48,61,12,47,0,229,3,22,15,6,10,30,11,25,0,111,25,85,83,62,163,268,78,201,0,966,0,17,14,6,16,21,10,9,0,106,10,27,17,16,82,80,26,29,6,289,11,119,58,31,82,99,37,76,0,509,45,129,140,128,172,245,63,140,3,1069,4,35,12,10,27,28,3,8,0,125
SAL51417,4,13,18,3,18,23,4,4,11,95,148,517,504,325,649,519,136,209,30,3041,0,3,4,7,3,8,0,3,0,31,41,15,11,6,44,92,38,185,4,447,7,25,22,16,76,127,53,72,0,408,0,4,4,3,25,19,0,13,0,73,18,16,34,29,81,170,54,157,5,560,7,15,9,10,63,48,16,29,3,200,23,117,110,60,105,70,22,54,3,570,7,159,76,31,60,53,16,29,9,428,19,14,22,15,44,73,24,62,0,272,0,0,3,0,11,18,3,0,3,40,11,10,19,9,48,53,11,20,0,175,0,3,4,9,23,26,0,7,5,75,13,21,37,29,108,170,31,54,4,454,5,30,32,9,40,41,10,22,0,200,21,12,31,21,115,94,27,32,0,348,19,82,67,46,95,94,46,38,0,487,58,117,176,131,219,135,27,58,7,935,0,19,13,5,16,14,0,8,0,86
SAL51418,0,0,0,0,0,0,0,0,0,0,6,0,4,5,4,7,0,4,0,33,0,0,0,4,0,5,0,13,0,16,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAL51419,0,0,6,0,0,0,0,0,5,9,19,67,63,51,71,54,18,29,5,379,0,0,4,0,0,4,0,5,0,13,11,0,0,0,4,7,4,24,0,54,0,0,0,0,0,7,3,0,0,15,0,0,0,0,3,4,0,6,0,8,4,5,0,7,8,21,5,17,6,70,0,0,3,0,5,6,5,3,0,21,4,24,11,11,20,5,3,4,0,76,0,16,13,0,7,5,5,0,0,48,0,5,0,3,3,10,0,12,0,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0,3,0,0,5,0,0,0,0,4,0,4,0,3,6,5,0,9,0,26,0,0,3,5,6,3,4,0,0,17,8,3,6,3,10,14,6,10,0,60,0,6,17,15,12,18,11,13,0,92,3,22,19,20,37,20,5,10,0,130,0,0,0,0,0,0,0,0,0,4
SAL51420,3,11,8,8,13,10,4,6,14,76,96,349,268,182,364,261,80,141,24,1766,0,0,3,0,0,11,4,6,0,16,27,5,6,7,19,32,20,113,4,224,10,18,12,7,53,76,23,45,9,235,3,0,5,0,11,8,5,5,0,34,6,21,22,18,62,92,27,72,5,330,0,0,5,3,33,34,5,32,0,115,16,104,65,40,69,62,15,35,4,403,6,70,32,9,28,13,6,22,0,189,11,22,24,14,40,64,20,63,0,249,0,0,0,4,4,9,0,0,0,21,0,5,0,0,16,12,0,4,0,44,0,8,9,5,14,13,5,8,0,53,4,20,15,11,35,48,16,21,0,166,6,19,11,8,27,16,3,15,0,111,12,6,13,18,81,57,18,25,0,227,10,55,37,40,53,47,25,30,0,301,36,86,83,51,111,47,25,30,5,466,3,17,4,3,8,3,0,7,0,48
SAL51421,0,6,0,0,3,5,0,3,0,25,54,245,208,110,120,164,60,130,5,1099,3,3,0,5,6,3,0,4,0,22,7,5,15,3,10,37,19,51,0,146,0,4,4,7,5,14,5,15,0,48,0,0,0,0,3,7,0,5,0,22,3,13,7,8,11,18,14,39,0,110,0,3,5,0,5,8,4,10,0,36,5,53,32,14,8,13,5,15,0,147,0,56,27,8,5,11,3,20,0,128,3,10,5,0,3,9,0,3,0,32,0,0,3,0,0,0,5,0,0,13,0,6,14,8,15,26,10,22,0,96,0,7,6,5,8,17,4,19,0,67,12,45,36,15,32,61,31,105,0,347,0,4,7,0,5,7,0,6,0,31,27,14,13,5,27,72,27,62,6,237,15,57,32,21,30,31,17,35,0,243,15,66,62,42,42,75,22,61,4,384,0,27,4,5,6,3,3,12,0,57
SAL51422,0,0,0,0,0,0,0,0,0,0,5,7,6,3,0,3,0,8,0,35,0,0,3,0,3,0,6,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SAL51423,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,11,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL51424,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,0,3,0,23,0,0,3,0,0,5,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51426,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,0,0,0,0,0,4,0,3,4,4,8,5,0,0,4,29,0,3,0,6,0,4,0,3,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,13,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
