SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL51457,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,0,0,0,0,11,6,11,0,0,0,11,6,20
SAL51458,0,5,11,101,113,216,0,0,0,11,16,22,0,0,0,94,94,185,0,0,0,0,0,0,14,14,20,0,0,0,0,9,9,0,0,0,0,0,6,0,0,3,14,7,18,3,0,5,0,0,0,15,16,31,18,17,36,0,0,0,267,281,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,3,4,325,305,629,5,0,5,0,3,6,323,308,639,91,68,159,693,670,1362
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17,0,0,0,0,0,0,13,5,17,0,0,0,16,7,21
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,0,0,0,0,0,0,13,8,19,0,0,0,12,11,26
SAL51462,0,3,0,16,20,45,0,0,0,9,3,12,0,0,0,12,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,4,5,8,8,10,20,0,0,0,61,62,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,99,71,168,0,0,0,0,0,0,98,71,170,55,28,78,214,160,378
SAL51463,0,0,0,4,6,11,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,15,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43,0,0,0,0,0,0,20,20,43,326,3,328,360,35,395
SAL51464,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,0,0,0,10,7,9,0,7,6,7,10,22
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,4,10,16,0,0,0,0,0,0,0,0,0,11,10,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,0,3,0,0,0,18,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,52,0,0,0,0,0,0,28,26,52,6,9,19,57,59,112
SAL51467,49,72,122,129,173,303,0,0,0,27,30,60,0,0,0,409,471,881,0,0,3,3,7,11,7,7,17,0,0,0,0,0,3,3,3,5,19,21,37,63,64,121,37,38,81,4,5,11,0,0,0,13,26,47,85,114,196,0,0,4,813,980,1789,163,171,333,56,66,125,0,8,6,0,0,0,31,22,50,11,9,15,41,28,67,801,750,1548,6,4,8,0,5,7,811,757,1569,115,82,199,2056,2158,4214
SAL51468,0,0,8,6,7,13,0,0,0,0,0,0,0,0,0,4,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,4,3,7,0,0,0,27,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22,68,0,0,0,0,0,0,47,22,68,7,10,23,84,67,153
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,4,6,21,174,223,397,0,0,0,8,14,23,0,0,0,354,374,731,3,5,10,17,24,41,3,6,8,0,0,0,3,11,12,4,4,4,3,0,4,3,10,17,6,19,33,0,0,0,0,0,0,26,50,74,8,17,24,6,0,3,630,765,1393,3,3,5,0,5,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,635,625,1262,8,4,11,5,3,12,646,635,1282,88,61,150,1378,1478,2855
SAL51471,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,8,5,16,3,0,6,18,15,31
SAL51472,213,275,487,156,232,390,0,0,0,29,35,62,0,0,0,799,1008,1806,6,7,14,74,93,166,26,37,65,5,4,5,5,9,16,6,3,3,14,29,44,25,42,66,32,31,57,3,0,8,4,3,10,31,44,73,71,95,168,0,6,4,1283,1667,2950,263,218,481,117,95,207,9,14,23,0,0,0,45,41,87,28,26,47,66,64,132,1339,1311,2657,12,12,26,11,12,20,1363,1338,2703,287,263,554,3604,3936,7541
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9
SAL51474,0,0,0,10,10,15,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,14,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,37,0,0,0,0,0,0,18,15,37,4,0,4,37,37,75
SAL51475,6,20,30,228,247,474,0,0,0,17,28,48,0,0,0,236,254,484,0,6,6,13,4,19,12,7,21,7,9,20,7,12,14,0,0,0,12,14,25,9,13,20,18,21,39,0,5,3,3,7,17,10,13,28,60,74,137,3,5,7,655,718,1368,11,5,14,4,10,9,0,0,0,0,0,0,0,0,3,3,15,21,4,18,23,1056,924,1980,7,3,14,0,0,3,1065,928,1993,220,163,382,1968,1856,3822
SAL51476,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,4,4,8,0,0,0,19,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,32,0,0,0,0,0,0,22,14,32,8,4,11,43,36,78
SAL51477,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,18,0,0,0,0,0,0,12,10,18,0,0,4,18,17,38
SAL51478,0,0,0,31,29,59,0,0,0,4,5,4,0,0,0,50,32,80,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,5,3,5,7,0,0,0,0,0,0,0,0,0,3,11,15,0,0,0,102,84,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,79,166,0,0,0,0,0,0,92,79,166,14,12,22,201,173,374
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,6,7,10,28,11,33,37,14,51
SAL51480,0,0,0,12,13,26,0,0,0,0,0,5,0,0,0,6,15,18,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,6,0,0,0,31,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42,94,0,0,0,0,0,0,59,44,99,3,0,3,93,83,177
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,0,0,43,41,78,0,0,0,0,0,5,0,0,0,59,57,116,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,4,0,0,0,0,0,0,5,9,16,3,11,13,0,0,0,119,124,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,134,273,0,0,0,0,0,0,135,134,273,18,7,26,273,274,549
SAL51483,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,4,0,0,0,16,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,0,0,0,0,0,0,8,7,14,3,4,3,28,32,55
SAL51484,0,0,0,5,3,9,0,0,0,0,0,3,0,0,0,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,86,0,0,0,0,0,0,45,39,86,5,3,9,75,61,134
SAL51485,7,11,19,113,129,243,0,0,0,20,16,37,0,0,0,146,174,322,0,0,0,0,0,0,6,11,17,0,5,5,0,0,0,0,0,0,7,5,10,4,9,10,9,17,19,5,4,7,4,6,11,10,21,30,29,33,66,5,5,3,356,425,777,0,0,0,14,12,26,0,0,0,0,0,0,0,0,0,0,5,4,0,6,5,578,538,1115,3,6,11,0,0,3,580,543,1124,101,87,188,1055,1077,2137
SAL51486,11,6,16,50,62,119,0,0,0,13,16,26,0,0,0,156,148,301,4,0,4,0,0,0,0,4,4,0,3,8,3,0,3,0,0,0,5,5,9,3,13,16,4,3,4,0,0,0,11,9,18,7,8,12,13,24,40,0,0,0,265,295,561,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,6,13,0,9,12,358,290,646,3,0,3,0,0,4,360,290,648,116,95,209,757,707,1467
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,0,0,0,0,0,0,11,12,22,8,0,12,29,19,44
SAL51489,0,9,10,149,186,334,0,0,0,20,14,28,0,0,0,170,183,354,7,7,11,3,4,4,10,20,32,0,0,5,5,5,6,0,0,0,5,7,10,8,11,19,4,11,17,0,0,0,0,0,0,26,27,49,42,62,105,0,0,0,452,530,986,4,5,11,9,0,7,0,0,0,0,0,0,5,3,10,0,8,8,5,8,13,830,807,1640,8,0,5,5,0,4,840,812,1654,97,76,171,1405,1444,2853
SAL51490,169,238,402,234,263,495,0,0,0,52,36,88,0,0,0,797,802,1596,10,19,30,24,33,55,10,13,20,0,0,6,11,13,20,6,3,10,23,24,48,37,39,73,42,51,91,3,5,7,11,13,17,60,54,109,118,137,253,0,3,4,1438,1496,2938,329,278,604,188,190,381,8,3,10,0,0,0,30,30,60,16,22,35,47,50,102,2190,1906,4095,22,16,43,3,8,12,2218,1933,4151,446,305,749,4838,4495,9334
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,3,3,18,26,43,0,0,0,10,12,26,0,0,0,72,53,123,0,0,0,0,0,0,7,0,4,0,0,3,5,3,3,0,0,0,7,7,14,0,0,0,7,3,12,0,0,3,0,0,0,3,6,7,20,25,45,0,0,0,150,145,292,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,4,0,3,5,3,4,218,166,382,0,0,0,0,0,0,214,169,387,42,40,77,420,354,772
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,6,9,15,54,79,135,0,0,0,8,12,22,0,0,0,164,183,349,0,0,5,6,3,7,0,0,0,6,3,5,0,0,0,4,6,8,3,4,7,11,11,17,12,6,15,0,0,0,3,6,4,3,12,17,17,34,48,0,0,0,285,362,651,4,3,9,0,0,6,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,250,259,508,0,0,0,0,0,0,249,259,507,43,44,86,593,692,1280
SAL51495,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,8,8,21,4,4,12,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,28,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,27,0,6,0,0,0,0,17,12,32,6,3,14,55,45,100
SAL51496,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,8,8,14,0,0,0,14,15,26
SAL51497,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,16,0,0,0,0,0,0,13,8,16,0,0,0,17,16,30
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,6,6,0,0,0,17,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,10,0,13,4,0,4,26,21,51
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,34,0,0,0,0,0,0,23,11,34,4,4,7,32,18,52
SAL51500,5,13,16,126,134,262,0,0,0,17,18,35,0,0,0,255,298,551,0,4,5,0,3,9,7,21,33,0,0,0,0,3,8,0,0,0,8,5,7,6,5,20,10,10,19,0,0,4,14,11,21,20,31,50,29,37,66,0,0,0,498,587,1087,7,0,5,3,6,7,0,0,0,0,0,0,0,0,0,6,9,12,5,9,15,660,534,1196,0,0,0,0,3,3,662,538,1203,171,178,346,1344,1334,2679
SAL51501,6,5,15,97,108,203,0,0,0,13,20,36,0,0,0,90,82,181,0,0,0,0,4,4,3,0,3,0,0,0,5,11,13,0,0,0,0,5,5,0,0,5,3,11,15,4,0,4,0,0,0,35,50,90,10,10,21,0,0,0,268,311,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,10,3,12,335,307,642,0,0,0,0,0,0,340,307,648,90,101,192,711,729,1448
SAL51502,54,100,153,686,860,1546,0,0,0,120,113,232,0,0,0,883,1054,1939,25,26,48,36,36,70,19,20,46,40,37,75,15,20,34,0,0,0,29,33,60,39,56,100,78,86,166,8,19,29,8,10,18,84,106,189,206,221,430,15,10,21,2297,2700,4997,25,22,53,42,26,70,0,5,7,0,0,0,0,5,7,22,34,59,25,38,62,3137,2963,6102,16,9,26,14,19,27,3170,2989,6161,525,434,960,6143,6313,12453
SAL51503,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,6,5,10,0,3,4,23,19,39
SAL51504,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,17,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,27,0,0,0,0,0,0,11,17,27,4,4,5,33,37,64
SAL51505,3,0,8,28,28,58,0,0,0,0,0,0,0,0,0,28,37,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,0,0,56,69,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,31,37,69,0,0,3,0,0,0,37,39,76,10,3,11,107,116,222
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,6,4,68,62,131,0,0,0,16,13,26,4,5,5,96,113,203,0,5,7,0,0,0,3,4,5,0,0,4,4,3,9,0,0,0,0,4,3,3,4,11,6,13,16,0,0,0,3,14,21,12,3,16,16,22,39,0,0,0,231,262,492,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,244,215,457,0,0,0,0,0,0,244,215,457,30,14,50,507,504,1016
SAL51509,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,8,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,7,6,14,0,4,0,18,27,47
SAL51510,8,10,12,33,41,79,0,0,0,0,4,4,0,0,0,17,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,6,14,4,0,5,0,0,0,61,85,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,126,96,220,0,0,0,0,0,0,126,97,219,25,9,37,228,204,429
SAL51511,0,0,0,6,7,15,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,11,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,30,0,0,0,0,0,4,17,14,30,6,13,24,43,44,82
SAL51512,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17,0,0,0,0,0,0,8,11,17,0,0,0,15,18,36
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,7,7,13,0,0,0,18,13,32
SAL51515,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,8,0,9,0,0,0,11,10,21
