SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL50018,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL50019,95,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,6,96,260,9,..,106,260
SAL50020,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,6,..,18,38
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50022,1726,4799,275,554,323,714,599,1265,163,280,71,108,176,333,61,89,0,0,462,816,0,0,0,0,0,0,0,0,0,0,4,9,2790,6883,413,..,3205,6883
SAL50023,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,0,..,24,49
SAL50024,1339,3629,152,328,128,338,278,668,11,18,0,0,40,78,0,0,0,0,48,95,0,0,0,0,0,0,0,0,0,0,0,4,1668,4400,134,..,1808,4400
SAL50025,198,536,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,541,21,..,224,541
SAL50026,3701,8898,1660,2965,21,34,1683,2998,58,81,29,40,0,0,0,0,5,13,89,139,0,0,0,0,0,0,7,16,7,16,10,16,5489,12069,645,..,6127,12069
SAL50027,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,8,..,20,39
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,3,..,5,11
SAL50029,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,3,..,33,51
SAL50030,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,0,..,28,65
SAL50031,814,2033,33,70,114,228,150,300,38,49,10,23,67,99,67,122,0,0,180,293,4,5,3,3,0,0,0,0,9,15,4,6,1162,2647,157,..,1322,2647
SAL50032,1070,2596,43,73,3,3,43,82,0,0,37,51,0,0,0,0,0,0,36,51,0,0,0,0,0,0,0,0,0,0,0,0,1148,2722,63,..,1217,2722
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50034,489,1184,41,69,4,6,44,78,0,0,7,15,0,0,0,0,0,3,8,16,0,0,0,0,0,0,5,9,5,9,0,0,550,1283,42,..,592,1283
SAL50035,1787,5105,260,503,223,473,484,973,34,57,59,87,6,8,0,0,5,17,107,169,0,0,0,0,0,0,0,0,0,0,3,13,2386,6263,194,..,2576,6263
SAL50036,2846,8637,38,74,9,9,43,82,55,79,69,102,0,0,0,0,0,8,124,187,0,0,0,0,0,0,0,0,0,0,3,4,3017,8913,158,..,3173,8913
SAL50037,1831,5917,245,488,30,45,271,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,6454,114,..,2220,6454
SAL50038,557,1107,37,45,16,19,49,65,4,9,0,0,0,0,0,0,0,0,4,9,24,35,5,4,0,0,0,7,35,53,5,6,652,1238,487,..,1142,1238
SAL50039,5249,14253,245,384,6,9,246,391,43,74,0,0,0,0,0,0,0,0,43,74,27,43,16,32,6,6,0,0,51,77,5,12,5598,14808,496,..,6097,14808
SAL50040,4367,12576,287,677,40,87,321,766,15,26,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0,0,4701,13368,245,..,4948,13368
SAL50041,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,5,5
SAL50042,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,..,13,14
SAL50043,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,7,..,16,41
SAL50044,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,3,..,11,15
SAL50045,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,4,..,16,36
SAL50046,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,..,9,22
SAL50047,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,..,5,5
SAL50048,49,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,45,106,18,..,61,106
SAL50049,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,..,9,16
SAL50050,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,10,..,28,46
SAL50051,423,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,426,1105,63,..,495,1105
SAL50052,52,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,132,11,..,63,132
SAL50053,2436,6148,1924,3534,210,452,2136,3987,19,28,0,0,0,0,0,0,6,8,21,36,0,0,0,0,0,0,0,0,0,0,3,3,4594,10178,368,..,4964,10178
SAL50054,11843,34229,314,545,98,158,409,703,0,0,44,53,0,0,0,0,4,15,44,67,28,50,11,17,3,7,45,66,89,138,8,17,12397,35153,816,..,13212,35153
SAL50055,3583,9011,1412,3042,140,318,1548,3357,170,278,0,0,0,0,0,0,8,6,173,285,0,0,0,0,0,0,0,0,0,0,9,13,5313,12668,573,..,5883,12668
SAL50056,244,501,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,9,12,0,3,254,520,82,..,339,520
SAL50057,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,..,12,18
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50059,35,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,15,..,53,69
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50061,5830,17072,272,435,68,124,336,558,0,0,0,0,0,0,0,0,10,25,10,25,0,0,0,0,0,0,0,0,0,0,3,4,6177,17657,290,..,6472,17657
SAL50062,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,4,..,14,27
SAL50063,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,39,56,3,..,40,56
SAL50064,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,3,..,23,41
SAL50065,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,9,..,31,60
SAL50066,120,309,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,125,324,13,..,139,324
SAL50067,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,..,10,22
SAL50068,446,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,3,0,0,0,3,0,0,452,1322,38,..,487,1322
SAL50069,3596,10562,134,285,18,30,153,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3754,10888,179,..,3932,10888
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50071,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,0,..,25,57
SAL50072,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,5,..,12,12
SAL50073,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,..,6,16
SAL50074,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,3,..,16,37
SAL50075,294,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,843,28,..,322,843
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50077,106,289,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112,293,9,..,120,293
SAL50078,3298,8169,682,1188,145,286,836,1472,184,273,27,36,53,77,0,0,4,4,265,395,0,0,0,0,0,0,0,0,0,0,7,18,4406,10060,396,..,4805,10060
SAL50079,1108,3246,131,267,36,78,170,348,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,3597,76,..,1353,3597
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50081,1163,3674,27,47,22,32,44,76,12,17,0,0,40,73,0,0,0,0,53,94,26,48,15,22,0,0,0,0,38,74,0,0,1296,3916,212,..,1510,3916
SAL50082,1214,3003,0,9,11,17,11,21,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,1231,3032,122,..,1358,3032
SAL50083,4892,12096,824,1382,154,329,980,1713,128,196,86,156,15,17,0,0,9,10,231,381,0,0,0,0,0,0,0,0,0,0,0,7,6111,14192,637,..,6745,14192
SAL50084,492,1059,122,160,8,9,128,168,12,17,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,3,10,627,1252,104,..,731,1252
SAL50085,47,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,103,26,..,72,103
SAL50086,1663,4152,253,457,106,207,357,673,12,19,52,79,0,0,0,0,15,23,75,123,0,0,0,0,0,0,0,0,0,0,6,9,2096,4947,217,..,2313,4947
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50088,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,6,..,28,50
SAL50089,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,41,0,..,17,41
SAL50090,2614,7232,300,729,147,298,450,1024,14,31,160,270,0,0,0,0,3,4,176,304,0,0,0,0,0,0,0,0,0,0,3,11,3242,8576,269,..,3509,8576
SAL50091,1959,4967,227,458,17,35,238,499,3,3,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,3,10,2212,5477,164,..,2370,5477
SAL50092,942,2839,0,6,0,0,0,6,0,0,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,0,0,0,7,950,2857,51,..,1002,2857
SAL50093,2936,8063,262,466,17,14,272,484,33,37,0,0,0,0,0,0,3,10,34,45,0,0,0,0,0,0,0,0,0,0,0,4,3250,8594,199,..,3452,8594
SAL50094,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,111,0,..,45,111
SAL50095,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,18,3,..,8,18
SAL50096,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,0,..,14,39
SAL50097,35,90,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,100,6,..,50,100
SAL50098,2650,7722,104,193,37,58,141,252,121,174,17,27,0,0,0,0,0,4,141,207,0,0,0,0,0,0,0,0,0,0,5,9,2937,8185,149,..,3084,8185
SAL50099,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,6,..,15,32
SAL50100,29,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,29,89,7,..,39,89
SAL50101,57,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,134,6,..,61,134
SAL50102,1476,3705,80,148,0,0,80,148,0,0,0,0,0,0,0,0,8,18,8,18,0,0,0,0,0,0,0,0,0,0,0,0,1563,3864,87,..,1651,3864
SAL50103,89,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,93,270,13,..,102,270
SAL50104,545,1203,72,140,8,10,78,154,0,0,20,26,0,0,0,0,0,0,20,26,0,0,0,0,0,0,5,13,5,13,7,11,650,1401,76,..,721,1401
SAL50105,2156,5122,259,457,269,537,525,991,140,241,8,9,19,37,0,0,7,11,171,295,0,0,0,0,0,0,0,0,0,0,0,3,2860,6413,380,..,3235,6413
SAL50106,76,146,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,156,50,..,127,156
SAL50107,59,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,148,3,..,63,148
SAL50108,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,4,..,16,28
SAL50109,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,123,9,..,63,123
SAL50110,1651,5629,19,47,0,8,25,56,0,0,25,35,0,0,0,0,4,13,30,49,0,0,0,0,0,0,0,0,0,0,0,0,1704,5729,80,..,1788,5729
SAL50111,1212,3148,1208,2812,370,933,1580,3748,303,403,45,65,107,133,0,0,0,0,458,599,0,0,0,0,0,0,0,0,0,0,7,10,3252,7511,454,..,3710,7511
SAL50112,490,1075,48,73,41,64,86,143,28,45,11,16,0,0,0,0,0,0,46,58,0,0,0,0,0,4,0,0,0,4,9,14,629,1290,153,..,780,1290
SAL50113,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,37,0,..,18,37
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50115,1937,5861,5,14,10,12,16,20,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1962,5899,130,..,2093,5899
SAL50116,440,910,11,20,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,5,10,0,0,461,938,141,..,595,938
SAL50117,1890,5037,292,461,30,51,326,508,0,0,0,0,0,0,0,0,5,14,5,14,0,0,0,0,0,0,0,0,0,0,10,11,2231,5569,147,..,2380,5569
SAL50118,225,656,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,5,8,13,0,0,0,0,4,7,0,0,4,7,0,0,236,674,12,..,250,674
SAL50119,1827,4752,653,1158,106,227,759,1383,108,133,25,33,0,0,0,0,0,3,141,172,0,0,0,0,0,0,0,0,0,0,14,39,2742,6346,233,..,2980,6346
SAL50120,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,..,8,15
SAL50121,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,39,56,0,0,0,0,57,70,0,4,104,196,10,..,116,196
SAL50122,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,..,4,18
SAL50123,412,1245,48,92,24,36,66,126,11,21,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,4,13,4,13,5,4,498,1406,68,..,559,1406
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50125,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,4,..,27,60
SAL50126,407,949,0,3,0,3,3,7,16,28,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,4,0,0,424,988,102,..,527,988
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,..,4,4
SAL50128,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL50129,495,1146,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,0,0,12,17,0,0,508,1164,201,..,704,1164
SAL50130,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,5,..,24,44
SAL50131,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,74,5,..,31,74
SAL50132,389,919,118,190,32,51,151,237,13,18,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,556,1173,88,..,640,1173
SAL50133,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,15,19,0,0,39,76,4,..,39,76
SAL50134,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,..,16,36
SAL50135,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,7,..,21,37
SAL50136,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,16,..,30,30
SAL50137,387,955,18,29,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,406,982,123,..,533,982
SAL50138,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,..,14,28
SAL50139,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,..,18,42
SAL50140,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,102,17,..,67,102
SAL50141,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,9,..,18,43
SAL50142,73,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,73,182,6,..,87,182
SAL50143,36,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,5,10,46,135,6,..,48,135
SAL50144,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,4,9
SAL50145,52,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,49,122,8,..,58,122
