SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50304,200,495,9,12,0,0,9,12,0,0,91,137,403,661,52,77,0,0,544,878,0,0,0,0,0,0,0,0,0,0,0,0,745,1388,115,..,869,1388
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50306,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,0,..,16,37
SAL50307,33,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,94,4,..,45,94
SAL50308,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,..,4,13
SAL50309,449,1173,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,1179,24,..,475,1179
SAL50310,2722,6371,108,164,0,0,108,164,104,149,0,0,0,0,0,0,0,0,104,149,15,24,0,0,0,0,0,4,15,32,6,14,2950,6725,424,..,3376,6725
SAL50311,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,5,..,24,53
SAL50312,250,638,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,254,644,41,..,299,644
SAL50313,76,172,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,174,44,..,126,174
SAL50314,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,20,..,26,36
SAL50315,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,..,7,15
SAL50316,2147,5475,1938,3349,1504,3053,3434,6400,580,1055,280,416,84,138,0,0,0,4,948,1606,0,0,0,0,0,0,0,0,0,0,9,10,6539,13502,819,..,7360,13502
SAL50317,68,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,5,11,10,28,86,212,30,..,117,212
SAL50318,1129,3139,59,107,120,223,181,330,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,3472,80,..,1393,3472
SAL50319,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,..,12,16
SAL50320,1571,3524,133,254,28,42,161,296,87,96,0,0,0,0,0,0,0,0,87,96,0,0,0,0,0,5,0,0,0,5,0,5,1825,3930,266,..,2088,3930
SAL50321,1657,4535,43,88,16,43,56,128,8,15,0,0,0,0,0,0,0,0,8,15,4,4,200,294,0,0,0,0,201,296,0,4,1924,4972,90,..,2013,4972
SAL50322,211,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,210,558,33,..,243,558
SAL50323,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,0,9
SAL50324,1843,4201,252,426,63,125,319,550,102,141,235,366,0,0,0,0,15,29,351,535,0,0,0,0,0,0,0,0,0,0,7,0,2515,5282,248,..,2760,5282
SAL50325,499,1506,11,13,8,21,20,37,46,64,16,27,0,0,0,0,0,0,65,94,0,0,0,0,0,0,0,0,0,0,0,0,583,1642,39,..,622,1642
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50327,259,565,5,3,0,0,5,3,12,16,0,0,0,0,0,0,0,0,12,16,7,9,3,0,0,0,0,0,11,7,0,0,283,595,84,..,366,595
SAL50328,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,..,8,14
SAL50329,2366,5718,200,321,0,0,200,321,11,13,0,0,0,0,0,0,4,12,17,23,0,0,0,0,0,0,0,8,0,8,0,8,2587,6073,164,..,2754,6073
SAL50330,135,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,135,394,19,..,151,394
SAL50331,37,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,103,40,..,75,103
SAL50332,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,3,..,28,49
SAL50333,54,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,125,20,..,72,125
SAL50334,246,512,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,244,517,92,..,336,517
SAL50335,69,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,7,74,156,28,..,100,156
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50337,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,61,10,..,33,61
SAL50338,9,32,3,13,0,4,3,16,6,3,0,0,0,0,0,0,0,0,6,3,35,77,7,10,0,6,0,0,42,88,0,0,64,141,6,..,69,141
SAL50339,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,..,6,8
SAL50340,270,549,11,19,3,4,17,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,12,0,0,297,582,62,..,355,582
SAL50341,18,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,20,74,10,..,32,74
SAL50342,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL50343,1998,5491,132,278,224,483,361,760,157,255,292,444,86,143,0,0,3,9,537,857,0,0,0,0,0,0,0,0,0,0,0,0,2892,7107,468,..,3360,7107
SAL50344,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,8,..,24,45
SAL50345,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,14,..,22,23
SAL50346,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,8,..,31,45
SAL50347,741,2041,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,12,769,2088,146,..,916,2088
SAL50348,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3,..,11,17
SAL50349,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,3,..,11,29
SAL50350,2308,5637,267,476,4,10,276,490,20,36,0,0,0,0,0,0,0,4,27,34,0,0,0,0,0,0,0,0,0,0,0,3,2611,6165,150,..,2758,6165
SAL50351,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,..,16,39
SAL50352,173,402,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,3,4,0,0,0,0,3,7,4,3,184,409,61,..,242,409
SAL50353,70,205,12,47,252,553,267,596,253,504,279,472,165,309,109,193,0,0,803,1482,0,0,0,0,0,0,0,0,0,0,0,16,1139,2298,278,..,1414,2298
SAL50354,89,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,225,18,..,104,225
SAL50355,57,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,137,0,..,57,137
SAL50356,42,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,73,3,..,45,73
SAL50357,181,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,399,21,..,199,399
SAL50358,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,..,10,23
SAL50359,56,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,11,3,7,66,109,37,..,103,109
SAL50360,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,7,..,18,24
SAL50361,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,..,8,26
SAL50362,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,..,11,12
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50364,275,638,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,4,7,0,0,293,661,73,..,366,661
SAL50365,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,21,..,37,47
SAL50366,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,..,7,12
SAL50367,2188,6150,61,104,5,9,64,115,61,95,99,164,0,0,0,0,4,8,163,266,0,0,0,0,0,0,0,0,4,0,0,0,2415,6537,122,..,2536,6537
SAL50368,48,117,4,21,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,53,138,12,..,60,138
SAL50369,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,8,..,16,29
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50371,361,1006,77,171,41,87,117,261,126,201,0,0,0,0,0,0,0,3,128,199,0,0,0,0,0,0,0,0,0,0,0,0,605,1466,72,..,674,1466
SAL50372,70,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,152,25,..,92,152
SAL50373,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,13,..,34,47
SAL50374,1370,4097,46,96,10,16,50,112,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1423,4219,141,..,1568,4219
SAL50375,230,622,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,15,13,25,0,5,256,676,45,..,302,676
SAL50376,3105,8958,98,147,10,8,107,151,66,76,0,0,0,0,0,0,0,3,65,79,0,0,0,0,0,0,0,0,0,0,3,3,3277,9195,227,..,3503,9195
SAL50377,51,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,54,126,9,..,67,126
SAL50378,328,1032,7,15,10,23,15,36,6,10,24,38,0,0,0,0,0,0,25,42,0,4,0,0,0,4,0,0,3,13,3,7,388,1123,126,..,507,1123
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50380,267,875,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,5,5,23,0,4,14,61,12,27,306,969,58,..,359,969
SAL50381,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,7,..,13,26
SAL50382,115,253,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116,260,5,..,118,260
SAL50383,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,..,11,13
SAL50384,2015,6834,131,301,0,4,133,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2149,7140,78,..,2225,7140
SAL50385,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,..,10,8
SAL50386,221,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,555,19,..,242,555
SAL50387,227,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,237,602,22,..,253,602
SAL50388,133,277,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,144,295,27,..,177,295
SAL50389,496,1496,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,513,1518,27,..,539,1518
SAL50390,1280,3458,13,25,0,0,13,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,12,6,12,0,9,1305,3504,91,..,1395,3504
SAL50391,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,26,..,44,28
SAL50392,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SAL50393,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,4,..,15,23
SAL50394,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,..,6,21
SAL50395,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,..,5,11
SAL50396,2396,6196,33,50,24,45,54,90,0,0,0,0,0,0,35,73,6,7,45,79,24,29,37,45,0,0,0,0,57,74,0,0,2546,6441,734,..,3284,6441
SAL50397,1716,5140,34,99,8,28,49,118,7,10,0,0,0,0,0,0,3,5,9,20,0,0,0,0,0,0,0,0,0,0,10,17,1781,5297,72,..,1857,5297
SAL50398,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,22,3,..,12,22
SAL50399,114,281,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,287,31,..,141,287
SAL50400,283,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,3,10,21,4,5,296,859,21,..,320,859
SAL50401,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,5,..,32,53
SAL50402,32,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,84,7,..,39,84
SAL50403,226,463,17,28,3,7,20,32,9,9,0,0,0,0,0,0,0,0,9,9,50,115,7,9,4,3,0,9,65,135,0,0,318,646,144,..,457,646
SAL50404,1007,2119,59,89,0,0,59,89,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,8,0,0,4,15,0,0,1080,2218,247,..,1324,2218
SAL50405,710,1902,82,127,0,0,78,126,0,0,0,0,0,0,0,0,0,0,0,0,18,32,0,0,0,6,4,15,25,51,14,24,827,2111,312,..,1140,2111
SAL50406,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,..,8,20
SAL50407,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,5,..,32,70
SAL50408,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,7,..,13,28
SAL50409,6847,18219,2127,3977,208,399,2334,4376,386,529,0,0,0,0,0,0,0,0,388,529,0,0,0,0,0,0,0,5,0,5,5,10,9579,23140,659,..,10243,23140
SAL50410,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,3,8
SAL50411,63,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,160,17,..,84,160
SAL50412,59,137,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,140,21,..,82,140
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,9,0,..,0,9
SAL50414,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,4,..,21,54
SAL50415,847,2648,75,113,50,81,123,198,4,3,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,0,3,5,4,981,2862,110,..,1086,2862
SAL50416,482,1128,16,27,10,21,25,52,26,35,0,0,0,0,0,0,0,0,26,35,0,5,9,11,0,0,0,0,9,19,0,6,547,1237,112,..,664,1237
SAL50417,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,..,16,45
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,..,4,5
SAL50419,1085,2604,38,65,0,0,38,65,5,5,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,10,13,3,5,1136,2691,117,..,1252,2691
SAL50420,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,3,..,19,27
SAL50421,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,65,6,..,34,65
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50423,2722,7005,507,895,316,668,823,1564,83,116,0,0,0,0,0,0,0,0,87,119,0,0,0,0,0,0,0,0,0,0,0,0,3629,8691,299,..,3927,8691
SAL50424,174,365,4,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,0,4,186,387,64,..,248,387
SAL50425,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,5,..,16,48
SAL50426,545,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,1464,55,..,600,1464
SAL50427,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,..,0,7
SAL50428,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,8,0,3,10,33,6,..,15,33
SAL50429,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,33,0,..,16,33
SAL50430,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,19,..,36,58
SAL50431,2410,5506,205,293,119,211,322,496,111,159,0,0,0,0,0,0,0,3,112,170,0,0,0,0,0,0,0,0,0,0,0,0,2853,6181,537,..,3394,6181
SAL50432,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,..,15,21
SAL50433,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,24,4,..,13,24
SAL50434,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,..,9,16
SAL50435,90,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,225,17,..,109,225
SAL50436,57,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,133,16,..,69,133
SAL50437,109,217,8,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,116,232,35,..,148,232
SAL50438,5087,14547,309,512,45,90,349,600,71,110,14,25,0,0,0,0,10,11,99,153,0,0,0,0,0,0,0,0,0,0,6,16,5543,15314,283,..,5827,15314
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50440,0,4,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,..,11,9
SAL50441,1996,4979,171,394,31,64,193,454,20,36,0,0,0,3,0,0,0,0,25,39,0,0,0,0,0,0,0,0,0,0,9,20,2222,5494,1362,..,3587,5494
SAL50442,17,73,5,8,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,11,17,0,3,34,98,14,..,51,98
SAL50443,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,0,..,25,46
SAL50444,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,7,6
SAL50445,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,..,8,22
SAL50446,193,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,190,467,61,..,256,467
SAL50447,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,71,208,..,243,71
SAL50448,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,35,..,52,41
SAL50449,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,0,..,10,32
SAL50450,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,14,..,50,77
SAL50451,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,10,..,19,39
SAL50452,1359,3082,354,534,10,24,364,555,29,46,0,0,0,0,0,0,0,0,29,46,0,0,0,0,0,0,0,0,0,0,3,11,1762,3696,218,..,1984,3696
SAL50453,1655,4946,349,952,93,178,445,1126,33,76,14,20,0,0,0,0,0,4,54,97,0,0,0,0,0,0,0,0,0,0,5,16,2158,6189,161,..,2325,6189
SAL50454,228,633,22,36,0,0,22,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,5,7,10,0,3,21,33,0,8,273,706,52,..,329,706
SAL50455,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,23,0,..,8,23
SAL50456,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SAL50457,1926,5362,225,479,327,664,548,1141,59,77,156,216,174,267,33,59,4,3,424,632,0,0,0,0,0,0,9,20,9,20,3,4,2913,7163,296,..,3214,7163
SAL50458,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,0,0,4,13,0,..,4,13
SAL50459,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,14,30,16,..,30,30
