SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL50538,23,25,50,5,3,11,3,3,4,0,0,3,0,0,0,10,5,17,10,14,16,8.3,16.7,11.1,50,22.2,35.3,45.8,18.5,31.4,5,0,5,0,0,0,0,3,3,0,0,0,4,0,4,0,0,3,0,0,0,3,5,7,21,20,45,3,4,12,19,19,38,5,6,14
SAL50539,161,151,312,80,38,121,8,33,51,10,9,17,0,3,10,101,87,187,39,42,81,2,4.4,3.2,62.1,59.2,60.7,60.9,56.6,58.8,0,0,0,0,6,6,9,10,22,10,10,22,40,31,68,3,6,6,0,5,5,36,37,79,156,137,291,27,22,51,102,91,196,68,64,129
SAL50540,98,105,207,14,6,25,17,6,17,0,0,0,7,8,12,32,19,57,66,84,148,17.6,25,20.4,33.3,19,26.1,27.5,14.3,20.8,0,0,0,0,0,0,4,3,4,0,0,0,7,0,13,0,0,0,0,0,0,12,0,12,111,114,220,12,20,37,100,104,204,17,24,39
SAL50541,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,1183,1207,2385,575,303,880,152,355,503,58,46,103,26,24,47,809,731,1538,286,413,697,2.8,2.9,2.9,68.4,60.4,64.4,66.5,58.7,62.5,26,56,83,21,33,54,122,185,303,110,149,256,388,142,528,12,31,44,25,30,50,423,201,623,1160,1194,2357,125,147,268,915,900,1818,331,387,719
SAL50543,36,35,65,17,11,23,7,6,17,0,0,0,0,0,0,20,23,41,8,9,18,4.5,4.8,4.7,68.8,61.8,65.2,65.6,58.8,62.1,0,0,0,0,3,3,5,5,5,3,3,8,7,4,7,0,0,0,0,0,0,7,4,7,34,33,68,3,9,13,28,22,48,15,12,25
SAL50544,8,8,15,0,0,10,0,9,7,0,0,0,0,0,0,4,7,14,4,0,3,0,0,0,75,77.8,76.5,75,77.8,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,9,9,21,0,0,0
SAL50545,21,21,39,14,8,25,0,0,3,4,0,4,0,0,0,19,14,33,0,0,0,0,0,0,85.7,76.2,81,85.7,76.2,81,0,0,0,0,0,0,0,5,5,0,4,9,4,4,3,0,0,0,0,0,0,4,4,3,26,23,48,0,0,0,18,14,30,5,4,7
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,337,348,686,150,78,225,38,96,136,15,16,33,3,6,7,204,199,404,109,137,243,1.9,2,2,60.9,56.8,58.8,59.8,55.7,57.7,0,5,3,0,6,11,28,53,82,25,30,56,90,46,137,0,8,9,6,14,13,104,61,161,336,347,681,73,70,148,239,240,472,152,151,297
SAL50549,15,15,29,6,7,12,0,0,3,0,0,0,0,0,0,11,11,17,0,5,4,0,11.1,5.6,69.2,64.3,66.7,69.2,57.1,63,0,0,0,0,0,0,0,4,8,0,3,3,3,0,7,4,0,4,0,0,0,3,0,5,8,13,29,0,0,0,8,9,20,5,4,9
SAL50550,3566,3582,7154,1378,742,2116,512,820,1336,104,103,211,215,184,402,2215,1857,4068,1104,1524,2633,9.8,10.1,9.9,62.1,51.8,56.9,56.1,46.5,51.3,71,86,159,15,55,68,278,365,645,212,313,522,789,457,1248,73,100,171,45,87,134,907,641,1547,3646,3647,7300,497,496,990,2437,2419,4857,1464,1466,2932
SAL50551,433,435,865,191,108,295,57,143,203,13,16,30,14,14,29,283,270,556,129,140,267,5,4.4,4.7,65.1,63,64,61.9,60.2,61,3,7,14,3,13,17,20,44,64,29,50,78,151,81,229,6,17,23,0,7,7,159,105,263,447,435,880,66,58,125,310,291,604,186,186,365
SAL50552,1102,1190,2296,489,276,769,158,382,545,54,47,94,36,34,64,738,741,1475,308,401,708,4.5,4.3,4.4,66.6,62.1,64.3,63.6,59.4,61.4,76,71,144,44,58,98,150,256,408,110,166,276,294,126,418,11,24,33,21,25,40,324,164,491,1182,1232,2409,110,127,236,928,991,1924,297,313,614
SAL50553,1185,1258,2441,576,321,897,149,338,486,62,59,118,40,47,88,828,763,1590,285,432,721,4.8,6.2,5.5,69.8,60.6,65.1,66.4,56.9,61.5,11,19,27,7,14,26,86,147,227,83,99,181,349,246,592,21,43,60,18,35,51,380,324,705,1198,1262,2465,249,262,509,793,826,1614,565,616,1180
SAL50554,22,17,39,3,5,5,5,6,8,0,0,0,0,0,4,8,8,20,7,4,14,20,10,15,45.5,52.6,48.8,36.4,47.4,41.5,0,0,0,3,0,5,0,6,4,0,0,0,9,5,11,0,0,0,0,0,0,10,6,18,22,13,33,0,4,3,18,11,25,4,3,9
SAL50555,8,10,20,4,0,11,0,4,3,0,0,0,0,0,0,8,11,14,0,7,7,0,0,0,100,70,84.2,100,70,84.2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,5,0,0,0,4,3,6,10,14,19,0,0,3,7,7,16,3,4,6
SAL50556,1089,1183,2269,483,361,840,270,393,664,31,23,53,39,25,66,818,803,1620,211,320,532,4.8,3.2,4,75.3,67.8,71.4,71.8,65.6,68.6,183,166,348,19,37,58,275,301,582,116,147,258,122,74,193,16,10,25,15,34,42,144,123,262,1002,1027,2030,205,237,442,402,423,823,755,796,1549
SAL50557,374,391,764,193,115,315,55,132,187,13,20,25,8,3,16,267,270,537,90,103,193,3.4,1.1,2.2,71.7,69.1,70.3,69.3,68.3,68.8,5,6,13,0,11,18,25,58,77,20,54,78,128,63,189,8,11,19,7,8,12,139,80,223,391,394,794,69,87,160,222,235,454,203,222,426
SAL50558,43,46,87,24,11,38,3,22,20,6,0,9,0,0,0,32,34,69,11,9,14,0,0,0,75.6,77.3,76.4,75.6,77.3,76.4,0,0,0,0,0,0,0,5,14,7,6,10,15,5,21,0,4,4,0,0,3,20,11,28,36,43,85,17,5,19,30,31,60,19,16,40
SAL50559,40,34,78,19,7,23,6,12,22,6,0,6,0,5,4,26,28,54,12,11,16,3.8,7.7,5.8,65,72.2,68.4,62.5,66.7,64.5,0,0,0,0,0,0,0,4,9,3,7,10,5,3,16,0,4,4,4,0,6,12,8,20,46,36,84,0,5,6,37,25,68,11,9,19
SAL50560,18,13,36,12,6,16,0,8,5,3,0,3,0,0,0,14,10,25,4,3,11,0,0,0,82.4,64.7,73.5,82.4,64.7,73.5,0,0,0,0,0,0,0,0,4,0,3,4,4,3,4,0,0,0,0,0,0,4,7,6,16,13,28,0,5,4,11,8,22,8,8,18
SAL50561,602,592,1190,238,117,361,82,148,232,21,12,37,20,12,28,358,302,657,213,268,483,5.3,3.7,4.6,60.1,50.5,55.3,56.9,48.6,52.8,18,14,30,9,13,18,50,81,131,40,49,92,187,55,249,10,11,25,5,17,19,202,84,292,553,530,1085,95,95,184,414,390,803,218,220,432
SAL50562,215,211,420,90,46,142,45,85,126,13,16,32,3,0,3,153,148,303,22,34,57,2.6,0,1.3,73,71.2,72.1,71.1,71.2,71.2,14,5,21,5,12,23,33,62,96,22,31,54,50,10,53,5,6,12,0,5,11,51,21,70,200,204,405,27,25,47,119,116,238,90,103,195
SAL50563,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,25,33.3,28.6,25,33.3,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5
SAL50564,231,215,449,111,45,154,24,54,79,0,3,4,10,9,17,147,107,251,61,87,147,5.5,8.4,6.7,63,49.8,56.6,59.6,45.6,52.8,0,4,8,4,0,6,12,14,29,7,15,20,59,26,85,3,0,3,0,5,3,65,30,94,226,218,444,42,30,71,152,149,298,98,86,183
SAL50565,15,7,25,8,3,12,0,4,4,0,0,3,0,0,0,9,7,21,0,0,0,0,11.1,5,68.8,100,80,68.8,88.9,76,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,14,8,20,0,3,3,6,9,14,10,3,15
SAL50566,2042,2194,4240,1063,643,1706,268,677,953,117,90,211,74,86,164,1534,1496,3031,373,597,972,5.1,5.8,5.4,75,68.3,71.5,71.2,64.3,67.6,32,34,63,19,53,70,123,288,412,146,265,411,701,513,1212,48,60,104,20,56,74,771,624,1396,2214,2257,4472,378,439,818,1151,1164,2312,1221,1366,2591
SAL50567,113,123,232,20,22,49,21,25,52,6,6,12,0,0,0,45,55,106,59,67,127,0,0,0,44.1,43.2,43.6,44.1,43.2,43.6,6,8,23,9,9,17,32,33,67,16,16,33,16,9,27,5,0,0,0,0,4,18,15,34,105,118,223,6,8,19,69,82,150,42,45,85
SAL50568,21,12,28,17,0,14,0,5,5,0,0,0,0,0,0,17,4,23,0,0,3,0,0,0,77.8,54.5,69,77.8,54.5,69,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,21,0,3,5,16,5,22,3,4,4
SAL50569,220,215,433,80,38,110,21,46,70,7,10,19,0,8,10,110,96,208,78,88,160,2.7,5.3,3.9,50,44.4,47.2,48.6,42.1,45.4,0,5,5,3,0,5,9,12,27,4,16,20,43,29,68,4,0,6,0,3,0,44,34,81,196,198,388,18,20,37,153,151,305,53,54,102
SAL50570,11,6,20,8,3,9,0,0,4,0,0,0,0,0,0,7,6,15,3,0,3,0,0,0,63.6,100,75,63.6,100,75,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,14,9,14,0,0,0,10,9,15,0,0,0
SAL50571,1382,1395,2780,619,313,936,205,403,605,30,44,77,36,31,62,886,792,1684,448,563,1013,3.7,3.5,3.6,64.3,56.9,60.6,61.9,54.9,58.4,103,84,189,39,62,106,255,306,560,178,188,369,302,109,417,9,32,40,20,36,58,333,177,513,1446,1485,2929,134,146,284,1097,1137,2236,440,440,881
SAL50572,17,12,21,5,0,11,0,4,10,0,0,0,0,0,0,9,9,17,6,0,0,0,0,0,66.7,70,68,66.7,70,68,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,30,0,0,0,11,12,23,0,0,0
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,8254,8582,16835,3484,1723,5210,1061,1816,2876,278,235,518,440,395,841,5264,4167,9431,2371,3813,6182,8.4,9.5,8.9,63.8,48.6,56,58.4,44,51.1,186,192,382,52,108,162,553,870,1420,561,744,1299,2008,1250,3253,146,208,351,110,203,313,2266,1658,3918,8375,8518,16891,1246,1316,2564,5543,5591,11134,3426,3578,7001
SAL50575,115,89,201,40,25,70,25,26,46,3,4,14,4,0,4,74,56,128,29,28,53,5.5,0,3.1,63.5,62.5,63.1,60,62.5,61.1,8,6,9,4,0,6,26,32,56,10,13,21,20,6,27,5,0,5,4,0,4,20,6,35,103,81,187,6,14,21,72,50,126,36,36,75
SAL50576,19,13,33,0,0,9,11,0,8,5,0,5,0,0,0,16,5,22,0,0,0,0,0,0,63.6,60,62.5,63.6,60,62.5,0,0,4,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,3,0,3,9,3,18,9,0,7,10,3,9,3,0,8
SAL50577,49,40,92,41,10,50,0,19,17,0,0,0,0,0,0,41,29,72,6,10,19,0,0,0,86,66.7,77.2,86,66.7,77.2,0,0,0,0,0,0,3,3,7,0,0,7,14,8,20,0,0,4,0,3,3,13,11,21,58,49,107,0,0,0,44,40,80,13,9,19
SAL50578,75,70,142,18,11,33,12,27,38,0,0,3,5,3,7,35,40,82,32,21,52,10.8,4.8,7.6,52.1,60.9,56.4,46.5,58,52.1,0,0,0,0,0,0,4,7,8,4,4,9,22,9,34,0,0,0,0,3,8,29,14,40,69,66,131,6,5,11,52,53,104,22,20,43
SAL50579,143,127,276,35,19,49,9,23,43,5,5,7,3,8,9,58,48,108,79,69,150,8.5,9.6,9,41,40.6,40.8,37.5,36.7,37.1,0,3,3,0,4,3,6,16,18,11,7,14,49,12,56,3,5,3,6,6,12,56,21,73,137,113,248,11,16,25,112,91,202,34,35,68
SAL50580,27,20,48,14,0,20,3,12,11,0,0,3,0,0,0,20,16,37,6,3,12,0,0,0,74.1,68.4,71.7,74.1,68.4,71.7,0,0,0,0,0,0,3,6,8,4,0,3,9,4,12,0,0,0,0,0,0,10,4,17,26,22,53,0,0,7,21,12,34,9,5,17
SAL50581,26,24,51,9,7,20,6,11,12,3,0,4,0,0,0,19,17,37,9,0,10,5,0,2.6,74.1,81.8,77.6,70.4,81.8,75.5,0,0,0,0,0,0,0,3,9,5,0,8,5,3,7,0,6,6,0,0,0,5,8,10,29,27,53,0,0,0,25,21,39,12,9,20
SAL50582,163,147,308,51,30,85,8,24,33,3,5,14,12,0,11,72,66,139,70,71,147,12,1.6,7.2,46.9,43.2,45.1,41.3,42.6,41.9,3,4,11,0,0,0,9,12,21,3,10,17,38,27,67,5,3,11,0,3,3,46,32,77,152,141,298,18,13,36,111,112,220,54,44,102
SAL50583,3812,4353,8166,1222,626,1847,411,920,1330,137,138,273,206,155,359,1973,1835,3808,1564,2232,3796,10.3,8.3,9.3,51.8,42.1,46.6,46.5,38.6,42.3,34,45,84,21,53,68,166,322,483,226,361,587,1110,666,1776,68,102,171,50,100,144,1224,866,2098,3694,4209,7904,588,666,1251,2601,2905,5499,1468,1766,3229
SAL50584,23,19,35,11,3,17,0,8,8,0,0,0,0,0,0,15,10,23,4,3,4,14.3,0,7.7,73.7,70.6,72.2,63.2,70.6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,8,23,13,34,7,3,5,20,16,33,4,0,8
SAL50585,1068,1140,2210,463,284,747,141,282,427,39,34,74,27,25,50,671,621,1300,295,396,690,3.9,4,3.9,63,54.8,58.8,60.6,52.6,56.5,31,31,60,5,33,44,112,163,268,90,120,212,308,159,466,13,21,30,17,27,42,334,206,537,1052,1117,2175,150,140,296,738,785,1527,399,393,788
SAL50586,144,137,281,59,39,95,14,42,59,6,4,11,0,4,5,87,83,170,33,43,72,4.5,2.4,3.5,62.9,59,60.9,60,57.6,58.8,0,0,0,5,0,0,6,25,39,14,7,23,36,15,53,6,0,10,4,3,8,46,21,65,135,133,263,18,23,35,95,89,180,51,54,102
SAL50587,3896,3998,7902,1894,1037,2929,535,1217,1748,135,172,305,139,106,242,2704,2528,5233,1023,1337,2356,5.2,4.2,4.7,69.4,63.2,66.2,65.8,60.6,63.1,152,182,332,60,175,233,572,814,1384,399,414,809,1104,487,1591,41,70,109,57,138,196,1205,687,1895,4193,4229,8421,445,466,915,3143,3101,6239,1229,1346,2577
SAL50588,8,5,14,7,3,5,0,0,0,0,0,0,0,0,0,6,3,8,0,0,5,0,0,0,55.6,50,53.3,55.6,50,53.3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,10,19,0,0,0,3,0,8,0,3,11
SAL50589,25,25,50,5,3,10,5,4,8,3,3,4,0,0,0,9,13,25,15,15,29,0,0,0,46.2,41.7,44,46.2,41.7,44,0,0,0,0,0,0,0,3,4,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,27,21,46,5,3,3,21,16,35,9,7,15
SAL50590,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,20,50,28.6,20,50,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,3
SAL50591,48,60,108,3,5,11,5,5,8,0,0,0,6,3,15,16,16,30,27,41,66,50,38.5,45.2,37.5,22.4,29.2,18.8,13.8,16,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,3,0,0,0,6,6,15,62,73,139,4,3,11,49,51,104,14,12,26
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,69,72,137,16,6,24,7,12,16,4,0,6,0,0,0,29,25,53,36,38,70,0,15.4,7.4,40.6,38.2,39.4,40.6,32.4,36.5,0,0,0,0,0,0,10,10,13,3,8,18,16,8,27,0,0,4,0,4,4,21,11,30,48,48,97,19,25,46,37,34,68,34,34,65
SAL50594,871,866,1732,348,238,586,126,222,345,23,22,48,19,18,37,513,501,1009,309,309,613,3.5,3.6,3.6,58.8,58,58.4,56.7,55.9,56.3,59,53,116,24,44,64,155,211,363,72,102,173,139,63,205,4,13,18,13,17,35,156,95,254,820,828,1647,149,144,292,541,567,1106,394,374,764
SAL50595,4,5,5,4,0,0,0,3,7,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,60,75,66.7,60,75,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,8,4,8,0,0,0,5,0,7,0,0,3
SAL50596,12,11,24,12,0,16,0,3,3,0,0,0,0,0,0,12,9,20,0,4,4,0,0,0,100,60,81,100,60,81,0,0,0,0,0,0,0,5,7,0,4,4,0,0,3,0,0,0,0,0,0,0,0,3,10,15,22,0,0,3,7,10,15,0,4,8
SAL50597,15,14,27,12,9,21,0,4,4,0,0,0,0,0,0,13,9,18,0,7,6,0,0,0,92.9,61.5,77.8,92.9,61.5,77.8,0,0,0,0,4,3,0,0,4,0,0,0,6,0,10,0,0,0,0,0,0,6,0,10,17,25,41,0,0,0,20,23,38,0,0,3
SAL50598,34,27,67,17,13,23,0,5,9,0,0,0,0,0,0,21,20,35,13,10,26,0,0,0,54.3,54.8,54.5,54.3,54.8,54.5,0,0,0,0,3,3,5,5,3,0,9,8,10,5,11,0,4,4,0,0,0,12,6,14,33,34,67,3,0,3,23,23,42,17,11,27
SAL50599,2022,2233,4253,1053,495,1555,258,692,947,57,73,126,31,38,75,1404,1296,2697,527,832,1352,2.5,2.9,2.7,69.5,58,63.4,67.7,56.3,61.7,167,141,306,55,105,163,465,563,1027,229,244,477,348,145,497,11,27,36,27,58,84,388,229,618,2242,2386,4626,260,255,516,1503,1607,3105,840,892,1728
SAL50600,21,19,38,3,3,7,0,0,4,0,4,3,0,0,0,12,13,20,5,4,13,0,9.1,4.8,47.6,55,51.2,47.6,50,48.8,0,0,0,0,0,0,3,4,6,0,4,4,6,0,5,0,0,0,0,0,0,6,0,5,22,15,40,7,0,6,21,20,31,3,0,7
SAL50601,25,23,46,8,6,14,3,3,9,3,0,7,0,0,0,16,13,32,7,3,13,0,0,0,68,66.7,67.4,68,66.7,67.4,0,0,0,0,0,0,3,4,7,3,6,10,11,0,11,0,0,0,0,0,0,11,3,9,29,22,46,3,3,7,21,19,35,3,6,12
SAL50602,540,632,1171,131,128,260,22,31,49,27,30,52,35,16,54,214,206,412,230,345,575,16,9.4,12.8,39.3,32,35.3,33,29,30.8,10,13,21,3,12,14,24,58,78,13,10,22,70,58,130,10,10,17,0,4,6,85,70,155,529,618,1143,99,113,212,391,464,849,177,201,378
SAL50603,5727,6144,11870,2380,1280,3658,686,1637,2326,287,218,505,198,208,404,3557,3343,6897,1798,2523,4324,5.7,6.2,5.9,62.1,54.4,58.1,58.6,51,54.7,167,136,301,64,158,226,471,817,1289,528,709,1241,1715,911,2623,95,131,222,85,168,248,1893,1207,3099,5658,6059,11720,918,1020,1937,3748,3963,7707,2495,2754,5253
SAL50604,117,113,237,52,25,74,18,40,59,9,6,15,5,3,6,88,73,159,21,37,59,3.5,5.4,4.4,71.4,63.8,67.7,68.9,60.3,64.7,0,4,4,0,0,0,4,8,10,0,13,14,41,25,67,0,3,3,3,0,3,43,28,70,120,107,225,20,13,40,86,87,172,42,34,77
SAL50605,28,19,49,9,0,10,5,8,12,0,0,4,0,0,0,15,13,29,6,10,17,0,0,0,66.7,54.5,60.9,66.7,54.5,60.9,0,0,3,0,0,0,6,0,4,0,4,4,9,3,11,0,0,0,0,0,0,9,3,15,22,23,41,6,0,4,19,12,32,3,9,13
SAL50606,10,11,22,5,9,7,0,0,0,3,0,3,0,0,0,3,9,13,0,6,7,0,0,0,55.6,60,57.9,55.6,60,57.9,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,5,8,3,7,11,5,3,6
SAL50607,2056,2124,4186,984,567,1547,275,606,878,74,90,164,63,50,115,1399,1314,2711,580,757,1341,4.6,4,4.3,67.9,61.9,64.8,64.8,59.4,62,91,87,181,53,86,131,331,472,806,225,283,508,572,240,809,12,36,48,26,39,69,610,316,922,2251,2291,4547,226,240,468,1615,1658,3273,685,732,1417
SAL50608,139,53,188,33,12,45,0,3,5,4,0,8,0,0,0,39,15,51,5,3,8,0,0,0,28.3,28.8,28.4,28.3,28.8,28.4,0,0,0,0,0,0,5,5,9,7,0,10,14,0,13,0,0,0,0,0,0,14,0,13,21,20,44,19,4,23,11,12,24,29,16,43
SAL50609,4625,4973,9600,1916,1277,3195,666,1336,1999,156,172,334,200,184,377,2937,2965,5899,1303,1666,2970,6.7,6.1,6.4,63.5,59.6,61.5,59.2,56,57.5,191,288,476,81,186,268,572,1000,1572,347,494,843,1100,527,1624,62,66,135,73,108,180,1236,708,1937,4225,4490,8715,757,902,1661,2688,2852,5536,2038,2313,4346
SAL50610,2466,2582,5048,1679,956,2634,256,869,1122,106,149,255,64,72,142,2108,2049,4151,241,463,703,3.1,3.6,3.3,85.5,79.2,82.3,82.8,76.4,79.5,154,172,331,48,98,148,436,623,1059,239,319,561,680,374,1054,40,54,95,34,45,79,751,473,1226,2746,2744,5489,533,588,1119,1424,1422,2844,1549,1636,3186
SAL50611,891,913,1804,603,378,985,70,215,286,33,42,74,9,14,26,716,651,1372,121,224,343,1.4,2.5,1.9,80.6,71.2,75.8,79.5,69.5,74.4,40,41,81,9,31,46,75,160,233,57,87,147,304,133,435,19,30,48,13,29,36,336,191,518,897,887,1786,229,227,457,518,501,1022,524,539,1053
SAL50612,45,39,86,25,8,30,5,16,11,0,0,0,0,0,3,27,22,48,17,12,26,7.1,4.5,6,62.2,57.9,60.2,57.8,55.3,56.6,0,0,3,0,0,0,0,6,6,3,3,12,17,5,20,0,0,3,4,0,3,20,10,30,36,33,70,9,10,17,35,32,62,11,10,20
SAL50613,4037,4250,8281,2591,1412,3999,535,1375,1904,131,171,301,126,157,282,3381,3114,6488,519,1039,1559,3.7,5,4.3,83.7,73.2,78.3,80.6,69.6,74.9,383,425,812,76,144,219,867,1091,1958,490,473,965,786,516,1300,33,66,102,49,68,113,869,646,1511,4701,4921,9625,790,783,1570,2727,2825,5549,2267,2423,4688
SAL50614,20,24,42,15,7,20,0,6,6,3,0,8,0,0,0,16,7,30,0,8,12,0,0,0,73.9,45.5,60,73.9,45.5,60,0,0,0,0,0,0,0,3,3,0,3,9,10,0,7,0,0,0,0,0,0,10,0,11,22,24,47,5,0,4,19,17,38,3,0,0
SAL50615,1421,1440,2858,655,323,977,150,334,479,58,25,79,29,34,60,886,710,1599,440,646,1084,3.4,4.4,3.8,62.4,49.4,55.9,60.3,47.3,53.7,11,12,26,12,24,36,116,158,274,75,102,179,346,222,571,19,29,46,17,28,47,380,285,663,1400,1372,2777,199,223,423,953,954,1906,555,554,1106
SAL50616,14,15,33,8,6,15,0,3,3,0,0,0,0,0,0,14,11,22,0,8,10,13.3,0,8.7,83.3,57.1,71.9,72.2,57.1,65.6,0,0,0,0,0,0,0,6,3,0,0,6,3,0,5,0,0,0,0,0,0,5,0,9,20,20,37,0,0,0,17,7,26,4,9,10
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,210,201,413,69,43,109,42,47,90,10,14,27,0,3,5,120,109,230,72,75,146,1.6,1.9,1.7,57.8,53.5,55.7,56.9,52.5,54.7,7,9,21,4,3,5,26,36,60,8,21,36,67,26,96,0,0,3,6,6,7,71,37,103,186,187,371,35,33,68,130,115,248,79,93,179
SAL50619,848,901,1751,531,317,851,104,271,375,33,46,78,37,33,71,707,669,1373,104,214,320,5.1,5.1,5.1,83.6,74.1,78.7,79.3,70.4,74.7,29,48,82,8,23,28,113,193,301,106,110,209,215,167,385,17,22,38,13,19,30,247,203,449,951,1006,1959,157,164,322,298,271,570,716,793,1513
