SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL50689,..,0,0,4,0,0,7,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,3,3,0,20,..,0,0,0,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50690,..,0,0,3,0,0,8,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,7,6,0,30,..,0,5,4,3,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50691,..,0,0,4,4,3,0,0,0,8,..,0,3,0,6,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,7,6,6,4,9,10,0,3,0,52,..,0,0,0,5,3,0,0,0,14,..,0,4,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50692,..,0,10,16,8,11,5,3,0,53,..,0,5,0,0,7,0,0,0,16,..,0,0,0,0,0,0,0,0,3,44,..,..,..,..,..,..,..,..,44,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,7,0,5,5,13,5,0,0,28,0,0,0,0,0,0,0,0,0,3,46,10,21,20,16,30,12,7,0,158,..,0,9,12,11,11,10,0,0,51,..,6,3,5,6,0,0,0,0,15,..,0,3,0,0,0,0,0,0,10,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL50693,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50694,..,0,4,0,6,4,0,0,0,13,..,0,5,11,6,0,0,0,0,20,..,0,0,4,0,0,0,0,0,4,66,..,..,..,..,..,..,..,..,66,..,0,..,..,..,..,..,..,..,0,..,15,3,0,3,0,0,0,0,22,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,0,8,65,23,17,20,11,9,0,0,0,146,..,3,3,0,3,3,0,0,0,17,..,4,15,9,0,0,0,0,0,21,..,6,10,8,0,4,0,0,0,34,40,..,..,..,..,..,..,..,..,40,..,6,..,..,..,..,..,..,..,6,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,5,0,0,13,..,0,0,0,0,0,0,0,0,0
SAL50695,..,0,0,3,0,6,0,3,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,0,19,..,0,0,5,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50696,..,0,68,199,231,204,82,27,0,813,..,14,83,33,34,10,7,0,0,174,..,0,4,3,10,8,0,0,0,20,421,..,..,..,..,..,..,..,..,421,..,141,..,..,..,..,..,..,..,141,..,122,27,10,3,3,0,0,0,168,..,9,6,6,0,0,0,0,0,17,..,4,0,3,5,0,0,0,0,13,..,7,8,5,0,0,0,0,0,17,..,3,16,8,15,12,5,4,0,67,0,3,6,0,3,0,3,0,0,13,420,297,209,260,292,237,103,31,0,1856,..,0,115,220,278,171,84,9,0,885,..,21,101,30,24,13,0,0,0,193,..,4,16,31,29,21,4,3,0,111,366,..,..,..,..,..,..,..,..,366,..,135,..,..,..,..,..,..,..,135,..,92,24,6,0,0,0,0,0,131,..,3,3,5,0,7,7,10,3,33,..,0,0,0,0,0,0,0,0,7
SAL50697,..,0,0,3,3,4,4,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,4,0,0,32,..,0,0,5,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50698,..,0,0,4,5,5,3,0,0,24,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,4,11,3,6,9,14,13,8,4,0,58,..,0,7,3,5,5,0,0,0,22,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50699,..,0,4,0,0,4,4,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,4,6,4,0,0,34,..,0,3,3,0,4,3,0,0,15,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50700,..,0,21,46,39,23,48,58,20,259,..,7,25,5,9,3,0,7,4,55,..,0,0,0,0,0,0,0,0,9,78,..,..,..,..,..,..,..,..,78,..,24,..,..,..,..,..,..,..,24,..,7,7,0,0,0,0,0,0,14,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,9,8,0,0,0,4,0,4,16,..,6,26,16,24,17,21,21,6,124,0,0,0,0,0,0,0,0,0,8,78,60,90,75,68,48,78,77,34,604,..,0,30,46,42,34,53,50,10,262,..,10,23,6,7,5,0,0,0,58,..,0,3,7,9,3,0,0,0,27,52,..,..,..,..,..,..,..,..,52,..,19,..,..,..,..,..,..,..,19,..,12,5,0,0,0,0,0,0,19,..,7,0,0,0,0,5,0,3,20,..,4,0,0,0,0,0,0,0,4
SAL50701,..,0,135,238,277,360,275,112,26,1421,..,48,159,75,50,33,13,0,0,383,..,0,3,21,30,24,7,0,0,90,630,..,..,..,..,..,..,..,..,630,..,178,..,..,..,..,..,..,..,178,..,162,98,25,12,3,0,0,0,302,..,30,18,6,6,4,6,6,3,76,..,22,23,19,11,8,0,3,0,77,..,127,114,39,20,24,6,0,0,339,..,39,124,80,72,89,70,36,13,521,12,17,17,14,7,6,6,5,0,81,638,632,690,527,484,552,384,162,39,4099,..,11,204,272,307,377,244,74,8,1502,..,78,163,85,54,25,15,0,0,414,..,9,43,83,92,60,13,6,6,310,496,..,..,..,..,..,..,..,..,496,..,195,..,..,..,..,..,..,..,195,..,115,58,10,3,3,0,0,0,188,..,24,6,3,0,8,13,13,11,82,..,18,20,7,0,0,0,0,0,52
SAL50702,..,0,141,231,139,108,72,43,23,768,..,18,152,97,35,16,11,9,0,333,..,0,0,10,14,15,4,0,0,45,339,..,..,..,..,..,..,..,..,339,..,86,..,..,..,..,..,..,..,86,..,37,32,17,9,11,0,0,0,107,..,8,9,10,4,5,0,0,0,39,..,10,14,4,3,0,0,0,0,28,..,28,67,19,12,9,5,0,0,134,..,14,71,65,75,73,54,25,12,387,3,0,10,0,3,0,0,0,0,30,343,209,494,448,295,240,148,81,35,2293,..,3,190,220,142,92,68,38,9,771,..,32,164,93,29,6,13,0,0,335,..,0,11,38,44,30,13,10,10,163,373,..,..,..,..,..,..,..,..,373,..,83,..,..,..,..,..,..,..,83,..,30,11,3,6,3,0,0,0,63,..,9,13,4,3,5,4,9,8,48,..,6,7,0,0,0,0,0,0,6
SAL50703,..,0,0,5,8,15,23,13,0,74,..,0,0,0,7,4,0,0,0,15,..,0,0,0,0,0,0,0,0,7,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,12,..,7,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,0,6,5,3,4,0,20,0,0,0,0,0,0,0,0,0,11,22,20,6,12,21,34,27,15,3,163,..,0,3,6,19,23,22,7,0,77,..,0,3,0,9,0,0,0,0,19,..,0,0,4,0,0,0,0,0,8,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50704,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50705,..,0,17,32,44,84,100,41,10,327,..,5,20,20,24,18,17,0,0,105,..,0,0,4,9,4,0,0,0,14,133,..,..,..,..,..,..,..,..,133,..,10,..,..,..,..,..,..,..,10,..,25,10,8,6,0,0,0,0,52,..,0,3,0,0,0,0,0,0,13,..,0,0,3,0,0,0,0,0,8,..,0,8,0,0,0,0,0,0,17,..,4,8,6,22,22,46,17,0,121,6,4,0,0,9,4,8,0,0,43,137,62,71,76,116,135,167,68,13,850,..,0,18,57,54,103,99,23,5,365,..,7,35,19,22,22,7,0,0,109,..,0,13,17,10,8,0,0,0,41,113,..,..,..,..,..,..,..,..,113,..,28,..,..,..,..,..,..,..,28,..,12,6,0,0,0,0,0,0,10,..,0,0,0,0,4,0,0,4,20,..,3,5,0,0,4,0,0,0,6
SAL50706,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,16,..,0,0,0,0,0,3,0,0,5,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50707,..,4,49,216,282,305,331,258,68,1522,..,15,45,52,57,49,22,7,3,241,..,0,0,8,12,13,3,3,4,43,564,..,..,..,..,..,..,..,..,564,..,177,..,..,..,..,..,..,..,177,..,152,64,21,38,15,4,0,0,283,..,16,4,0,4,6,9,3,5,46,..,8,9,0,0,0,0,5,0,26,..,7,9,7,8,11,5,7,0,46,..,7,12,26,33,39,51,48,32,241,6,10,5,4,5,7,8,6,3,54,573,381,202,329,436,444,433,332,111,3235,..,6,98,249,341,305,361,177,48,1584,..,21,56,58,62,40,18,6,0,262,..,0,23,54,48,32,21,20,12,208,542,..,..,..,..,..,..,..,..,542,..,159,..,..,..,..,..,..,..,159,..,87,48,11,6,5,4,0,0,160,..,7,7,0,0,5,19,17,5,59,..,8,3,0,0,0,0,0,0,12
SAL50708,..,0,0,8,3,9,4,0,0,26,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,9,4,10,9,11,7,0,0,59,..,0,0,11,4,11,4,0,0,28,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SAL50709,..,0,9,20,33,59,64,35,10,230,..,0,22,16,15,21,9,0,0,86,..,0,0,0,4,5,3,3,0,10,76,..,..,..,..,..,..,..,..,76,..,18,..,..,..,..,..,..,..,18,..,21,6,4,10,0,0,0,0,35,..,0,0,0,0,0,0,0,0,8,..,3,3,0,0,0,3,0,0,9,..,4,0,0,0,0,0,0,0,6,..,0,9,0,23,35,28,10,6,105,3,4,5,0,10,6,9,0,0,33,80,50,51,46,88,122,118,57,16,622,..,0,11,30,37,66,65,27,6,248,..,10,22,14,8,25,7,0,0,91,..,0,0,10,6,0,4,0,0,20,74,..,..,..,..,..,..,..,..,74,..,4,..,..,..,..,..,..,..,4,..,5,3,0,3,0,0,0,0,13,..,0,4,0,0,0,5,0,0,11,..,3,0,0,0,0,0,0,0,5
SAL50710,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50711,..,0,10,17,39,33,33,21,0,154,..,0,4,8,5,6,11,0,0,35,..,0,0,0,0,0,0,0,0,0,64,..,..,..,..,..,..,..,..,64,..,19,..,..,..,..,..,..,..,19,..,15,3,4,3,0,0,0,0,27,..,3,0,0,0,0,3,0,0,7,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,6,..,4,0,4,3,3,4,5,0,34,4,0,0,3,5,4,0,0,0,19,71,51,26,34,56,50,55,28,0,371,..,0,13,32,40,40,24,10,0,165,..,4,3,11,3,12,0,0,0,37,..,0,0,3,7,0,0,0,0,16,74,..,..,..,..,..,..,..,..,74,..,24,..,..,..,..,..,..,..,24,..,8,7,0,0,0,0,0,0,15,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL50712,..,4,61,90,95,108,45,16,9,432,..,24,91,32,29,24,10,0,0,212,..,0,0,10,14,0,0,0,0,27,270,..,..,..,..,..,..,..,..,270,..,39,..,..,..,..,..,..,..,39,..,55,21,12,10,0,0,0,0,92,..,11,13,13,9,5,0,0,0,52,..,4,5,5,4,0,0,0,0,21,..,22,44,20,7,9,0,0,0,97,..,22,45,53,48,54,36,18,0,290,3,5,14,9,9,12,7,3,3,56,278,188,297,237,223,211,97,44,11,1587,..,5,95,105,102,82,37,14,6,441,..,49,88,35,30,14,3,0,0,222,..,8,20,28,10,10,6,9,4,89,271,..,..,..,..,..,..,..,..,271,..,35,..,..,..,..,..,..,..,35,..,47,15,9,6,0,0,0,0,71,..,3,7,7,0,7,7,0,0,38,..,7,3,0,0,0,0,0,0,8
SAL50713,..,0,0,0,8,0,5,0,0,16,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,4,10,0,5,0,0,42,..,0,5,5,6,3,5,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50714,..,0,37,182,246,252,258,142,23,1138,..,9,55,36,37,24,13,5,0,179,..,0,0,4,11,10,4,5,0,33,426,..,..,..,..,..,..,..,..,426,..,170,..,..,..,..,..,..,..,170,..,111,57,16,11,3,0,0,0,198,..,8,3,0,0,0,4,3,0,22,..,10,3,0,0,0,0,0,0,23,..,13,13,7,0,7,5,0,0,47,..,5,16,20,26,23,22,17,7,132,3,4,3,8,4,3,8,0,0,34,429,327,201,273,332,319,314,165,34,2397,..,0,67,213,272,264,263,83,18,1184,..,16,64,39,44,25,11,5,0,199,..,3,11,30,45,19,10,6,8,130,409,..,..,..,..,..,..,..,..,409,..,209,..,..,..,..,..,..,..,209,..,74,41,12,11,7,0,0,0,137,..,12,7,0,4,8,4,8,7,53,..,0,3,0,0,0,0,0,0,9
SAL50715,..,0,4,4,0,4,4,0,0,11,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,9,0,3,4,3,4,6,0,0,32,..,0,0,4,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50716,..,0,0,0,4,4,0,0,0,6,..,10,9,16,4,4,0,0,0,41,..,0,0,6,0,0,0,0,0,7,47,..,..,..,..,..,..,..,..,47,..,6,..,..,..,..,..,..,..,6,..,12,3,4,0,0,0,0,0,23,..,6,9,5,3,7,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,47,36,22,26,15,10,8,0,0,167,..,0,3,0,4,4,0,0,0,11,..,12,9,13,3,3,0,0,0,47,..,0,3,4,8,4,0,0,0,31,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,8,5,0,0,0,0,0,0,13,..,4,5,0,0,4,0,0,0,17,..,0,0,0,0,0,0,0,0,4
