SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL50462,7,0,0,0,0,0,0,0,0,0,7,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,7,16,13,43,5,0,0,0
SAL50463,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0
SAL50464,277,352,113,16,121,144,22,76,545,35,341,2717,140,4200,16,26,8,0,7,13,0,8,28,0,22,168,10,262,74,60,36,5,35,35,4,16,81,16,79,573,21,917,23,14,11,0,4,9,0,5,21,3,16,265,3,341,25,20,19,3,15,17,6,3,21,0,35,319,14,441,17,11,4,0,9,7,3,0,12,0,20,234,5,288,39,57,16,6,59,32,9,9,54,7,77,997,24,1274,10,9,11,0,18,9,7,0,11,0,44,1132,19,1240,11,23,4,0,32,8,3,5,17,0,21,657,30,769,13,24,3,0,9,5,0,0,21,4,23,528,14,612,7,19,12,0,10,13,0,4,27,7,22,234,9,330,229,263,120,21,200,156,35,57,301,35,352,5092,141,6477,7,4,7,0,3,5,0,0,5,0,5,34,938,998,514,623,239,38,325,300,57,133,857,67,694,7842,1215,11681,199,426,103,0
SAL50465,17,15,13,0,7,9,0,0,11,0,8,118,14,180,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,6,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,13,0,7,9,0,0,18,0,6,136,13,211,9,12,7,0
SAL50466,3,0,0,0,7,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,7,0,0,0,3,0,0,8,3,18,0,0,0,0
SAL50467,38,26,14,0,29,14,7,12,32,5,13,46,7,166,6,3,4,0,0,4,0,0,4,0,0,8,0,15,17,5,0,0,7,9,0,3,6,3,6,12,3,48,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,4,0,10,4,4,12,11,3,13,26,4,79,3,3,0,0,0,0,0,0,3,0,0,0,56,66,63,40,21,0,35,25,5,21,42,7,25,81,70,311,13,12,0,0
SAL50468,322,513,140,13,185,130,32,69,762,33,470,4189,191,6284,14,29,11,0,8,9,3,0,26,5,29,174,5,276,78,57,32,3,28,32,10,13,79,6,62,435,23,726,17,13,11,0,3,4,0,4,11,0,14,178,4,235,41,9,7,3,15,13,5,4,25,4,24,115,3,221,11,5,0,0,7,8,0,4,11,0,12,100,3,141,25,29,15,3,24,7,4,6,28,5,45,534,14,671,8,8,4,0,6,5,6,0,12,4,13,268,3,318,15,13,8,3,26,14,4,3,7,3,26,502,13,580,11,13,4,0,4,4,0,0,23,0,12,143,0,189,13,19,9,0,11,0,0,0,20,5,21,189,7,266,232,192,88,12,132,94,23,31,243,30,249,2633,73,3619,6,3,3,0,3,0,0,0,3,0,7,11,629,662,556,701,233,26,318,224,56,110,1011,64,725,6837,897,10569,210,438,112,0
SAL50469,0,0,0,0,4,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,0,0,7,7,19,0,0,0,0
SAL50470,3,5,0,0,0,0,0,4,3,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,5,3,0,0,0,0,4,3,0,0,17,11,38,0,0,0,0
SAL50471,7,7,3,0,3,0,0,0,6,0,12,69,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,25,9,7,3,0,3,6,0,0,5,0,10,89,23,140,0,3,0,0
SAL50472,799,705,230,48,377,271,64,148,816,75,606,3728,336,6708,16,20,10,5,22,14,9,3,15,3,12,174,16,279,116,40,29,3,60,48,15,39,55,8,63,197,27,473,14,3,6,4,9,10,0,6,14,0,9,69,3,120,8,0,0,6,6,5,4,4,5,0,5,22,0,42,0,0,0,0,5,4,0,0,0,0,0,12,0,21,5,10,3,0,9,0,0,0,0,0,8,115,3,146,0,0,0,0,5,0,0,0,0,0,0,48,0,52,4,0,0,0,3,0,0,0,0,0,3,66,0,75,9,7,0,0,3,0,0,0,3,0,0,16,0,38,4,14,3,3,9,7,0,0,12,0,12,115,0,177,184,92,55,16,125,86,23,61,114,16,121,832,61,1417,12,5,6,5,12,8,0,6,3,0,0,21,491,543,998,798,294,72,509,370,87,209,932,92,728,4578,886,8669,295,375,89,0
SAL50473,191,256,63,9,91,90,21,61,277,23,201,1470,104,2419,11,11,4,0,4,5,0,0,8,0,9,57,5,101,40,28,14,0,20,15,3,16,27,4,27,99,9,217,7,10,3,0,7,0,0,0,6,5,6,36,6,70,23,4,19,0,22,6,0,4,5,4,13,68,10,139,3,0,0,0,3,0,0,0,0,0,3,14,0,16,7,8,7,0,22,8,0,0,10,10,15,158,4,220,5,0,0,0,0,0,0,0,4,0,0,48,0,56,17,4,3,0,15,9,3,3,7,3,6,115,3,161,0,0,0,0,0,0,0,0,3,0,4,13,0,23,6,3,4,0,3,0,0,0,3,0,6,58,3,77,101,70,53,4,91,52,16,29,73,19,89,667,38,1079,4,0,0,0,5,0,0,0,0,0,3,10,184,203,292,324,116,16,187,145,38,94,347,46,300,2146,324,3703,108,176,37,0
SAL50474,161,201,62,12,81,87,9,38,243,16,232,1690,86,2551,11,9,4,0,7,12,0,0,9,3,13,99,3,142,147,68,39,10,62,72,13,31,78,19,104,529,27,978,27,12,7,4,5,12,3,6,10,0,14,123,10,211,12,0,5,0,7,3,0,0,6,0,5,52,3,87,5,0,0,0,0,0,0,0,5,0,0,40,0,44,6,0,0,0,11,0,0,0,0,0,3,85,0,108,0,3,0,0,0,0,0,0,0,0,3,40,0,49,4,0,0,0,7,3,0,0,0,3,0,37,4,54,3,7,0,0,3,4,0,0,4,4,6,34,0,56,33,24,12,0,13,16,0,3,19,3,18,146,6,241,249,122,72,19,115,112,17,40,128,33,177,1192,52,1965,3,0,0,3,6,4,0,0,0,4,7,9,125,140,408,322,133,34,201,201,31,79,365,50,415,2887,264,4657,146,172,46,0
SAL50475,6,6,0,0,0,4,0,0,3,0,0,28,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,25,6,6,0,0,0,4,0,0,3,0,0,29,27,70,3,6,0,0
SAL50476,75,217,17,0,31,24,7,16,214,12,135,1409,66,2012,18,26,6,0,8,9,0,9,11,0,13,146,4,214,46,55,15,0,19,19,0,11,68,0,41,467,25,694,0,3,0,0,0,0,0,0,4,0,6,42,0,59,0,0,0,0,3,0,0,0,0,0,0,21,0,20,0,3,0,0,0,4,0,0,0,0,0,21,0,25,5,7,0,0,5,4,0,0,0,0,11,71,5,98,0,0,0,0,0,0,0,0,0,0,0,14,0,14,3,0,0,0,8,3,0,0,0,0,0,27,0,33,0,3,0,0,3,0,0,0,3,0,0,45,3,55,11,27,7,0,9,3,0,4,21,3,21,215,0,293,87,129,31,0,55,38,6,26,109,7,97,1050,44,1501,0,0,0,0,0,0,0,0,0,0,0,4,181,191,162,343,46,0,87,57,17,42,324,16,226,2468,290,3705,83,199,22,0
SAL50477,5,3,0,0,0,6,0,0,7,0,0,49,5,69,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,36,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,3,0,0,0,6,0,0,5,0,0,91,13,120,0,0,0,0
SAL50478,0,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,8,9,22,0,0,0,0
SAL50479,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0
SAL50480,13,0,8,0,3,6,0,0,14,0,6,80,3,115,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13,0,8,0,3,6,0,0,14,0,6,83,12,133,7,5,0,0
SAL50481,23,30,8,0,9,10,0,9,25,0,17,161,7,258,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6,3,0,0,3,5,0,0,0,0,3,20,0,32,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,4,5,0,0,8,0,4,31,0,60,0,0,0,0,0,0,0,0,0,0,0,6,24,37,36,33,15,0,13,12,3,8,28,0,25,196,35,356,7,19,4,0
SAL50482,901,1675,287,94,543,410,101,185,1815,102,1246,10089,634,15572,59,114,24,3,81,47,4,23,91,8,88,811,34,1218,327,186,94,49,185,148,38,79,228,38,228,884,61,1839,42,30,22,15,27,27,5,7,35,5,43,152,15,298,35,9,17,17,27,21,9,5,34,9,41,176,4,312,19,9,6,0,16,3,0,3,18,0,27,385,18,484,43,44,7,8,73,21,12,0,32,6,70,732,25,979,5,0,0,0,3,0,0,0,0,0,9,99,0,119,36,31,13,7,84,21,3,3,16,4,38,939,33,1158,17,17,6,0,15,8,0,6,30,4,20,93,3,165,54,50,24,6,79,32,0,13,72,12,94,901,30,1245,629,505,221,100,580,338,77,137,553,88,654,5167,233,7825,17,9,5,4,7,8,4,0,14,0,7,78,1147,1267,1553,2188,518,190,1128,751,182,328,2386,189,1906,15334,2016,24668,607,1103,196,0
SAL50483,0,0,0,0,0,0,0,0,3,0,4,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,4,18,5,25,0,0,0,0
SAL50484,157,229,50,45,72,70,12,48,255,24,224,1264,63,2031,8,7,0,0,4,7,0,3,7,0,3,41,0,67,35,23,20,14,15,25,4,10,29,6,17,88,6,209,3,6,0,4,3,7,0,0,11,0,11,40,0,72,16,4,8,3,14,10,0,3,17,4,14,73,8,126,5,4,0,0,0,0,0,0,3,0,6,32,4,56,13,20,3,3,27,15,0,0,19,3,33,263,8,367,8,5,0,0,4,6,0,0,7,0,6,134,4,159,8,5,4,0,13,3,0,3,3,0,11,145,11,191,3,5,0,0,0,0,0,0,0,0,5,27,7,49,0,4,0,5,3,0,0,0,3,0,4,68,0,83,110,82,38,30,80,72,11,18,94,15,111,915,45,1379,6,3,0,0,3,0,0,0,0,5,6,13,169,189,268,314,90,78,154,144,21,67,354,43,338,2184,276,3600,70,158,25,0
SAL50485,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,8,0,3,0,0
