SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL50011,186,477,59,16,123,69,25,36,505,9,356,3595,177,5107,32,48,8,3,30,20,3,3,54,3,40,322,16,493,157,195,43,13,73,53,13,31,225,15,175,1481,82,2259,16,13,0,5,0,6,4,0,24,0,21,128,8,193,9,10,6,3,9,10,0,0,13,0,16,74,5,114,5,0,0,0,6,0,0,0,0,0,3,82,5,100,11,13,5,0,21,8,0,0,12,0,14,253,19,330,0,0,0,0,0,0,0,0,0,0,8,88,4,102,4,7,0,0,5,0,0,0,0,0,10,169,6,198,9,5,3,0,3,0,0,0,12,0,14,108,0,136,29,50,9,0,27,20,3,7,47,3,47,551,27,772,260,336,81,30,175,105,23,44,387,27,348,3265,166,4703,0,0,0,0,0,0,0,0,4,0,0,11,371,391,443,822,142,46,294,174,50,81,897,34,700,6876,715,10203,230,476,54,0
SAL50012,0,0,4,0,0,4,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,0,19,0,0,0,0
SAL50013,44,41,11,0,21,11,3,14,54,0,35,311,17,480,3,4,0,0,0,0,0,0,3,0,4,18,0,29,8,4,0,0,3,0,0,3,3,0,5,22,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,10,16,7,4,0,4,7,0,0,13,0,14,51,3,94,0,0,0,0,0,0,0,0,0,0,0,0,13,18,56,47,20,0,25,17,3,24,62,0,48,355,30,591,18,27,4,0
SAL50014,5,4,0,0,6,9,0,5,0,0,0,58,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,18,10,4,0,0,6,9,0,5,0,3,4,59,28,116,4,4,0,0
SAL50015,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0
SAL50016,26,35,3,0,10,12,0,3,35,3,17,303,8,427,0,0,0,0,0,0,0,0,0,0,0,9,0,11,10,8,0,0,0,5,0,0,3,0,8,26,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,13,3,0,8,5,0,0,5,0,4,58,0,100,0,0,0,0,0,0,0,0,0,0,0,8,28,32,35,44,10,0,16,19,0,8,37,3,27,368,49,564,24,31,6,0
SAL50017,8,5,0,0,4,5,0,0,10,0,3,32,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,9,0,0,9,5,0,5,10,0,3,31,8,71,4,6,0,0
SAL50018,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0
SAL50019,18,16,4,0,4,7,0,9,18,0,20,119,6,196,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,3,13,0,18,5,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,6,7,6,0,0,5,4,0,0,3,0,9,43,4,72,0,0,0,0,0,0,0,0,0,0,0,0,15,18,28,15,4,0,7,13,4,5,20,0,26,162,32,280,14,3,3,0
SAL50020,3,0,3,0,3,0,0,0,0,0,5,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,3,0,5,0,0,0,0,0,5,29,7,53,3,0,3,0
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,285,304,150,20,99,145,23,56,270,25,293,2815,148,4159,9,10,6,0,9,3,0,5,8,0,10,94,7,144,58,27,28,3,23,40,6,7,32,4,52,383,15,612,14,11,8,5,7,14,0,5,7,5,11,122,6,171,17,0,13,3,7,8,0,3,0,3,7,109,13,165,11,11,0,0,4,3,0,4,5,0,16,90,0,135,31,22,19,4,41,29,0,8,21,6,56,466,13,648,0,6,9,0,7,0,0,0,12,5,15,279,8,329,13,6,11,0,18,13,0,3,6,0,10,166,4,221,11,16,0,0,0,4,0,0,11,0,7,83,3,121,19,15,12,0,12,7,0,0,14,0,23,192,3,271,186,124,103,14,129,126,19,32,119,18,212,1983,70,2829,3,0,0,0,0,0,0,0,0,0,4,9,227,235,472,429,256,35,230,272,41,94,392,40,507,4807,446,7228,143,236,84,0
SAL50023,3,5,5,0,3,0,0,0,3,0,3,18,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,5,0,3,5,0,0,8,0,3,23,8,51,6,5,3,0
SAL50024,190,205,70,11,63,89,8,29,200,9,203,1836,93,2682,4,9,5,0,4,4,0,0,0,4,0,42,0,64,43,20,21,5,21,35,0,14,22,0,37,213,7,366,10,6,4,0,3,0,0,0,4,0,3,51,0,72,13,7,0,0,3,5,0,0,3,3,4,74,0,106,11,3,3,4,4,4,0,0,3,0,7,98,0,127,23,18,10,0,24,9,8,3,13,4,31,349,9,458,6,0,3,0,9,0,0,0,5,0,9,193,6,234,6,4,6,0,10,7,0,0,4,0,7,77,4,123,3,3,0,0,3,0,0,0,8,0,3,56,0,76,8,11,0,4,6,0,0,0,10,3,12,99,0,147,125,71,61,11,81,74,11,21,68,16,122,1268,31,1774,5,0,0,0,0,5,0,0,0,0,3,11,106,128,315,278,131,19,148,162,23,51,266,26,325,3109,234,4578,121,154,44,0
SAL50025,36,35,17,0,20,10,0,4,39,4,26,292,6,431,0,0,0,0,0,0,0,0,0,0,4,17,0,20,10,4,4,0,0,0,0,0,6,0,5,21,0,41,0,3,0,0,0,3,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,22,14,5,4,0,0,8,0,0,11,0,11,68,0,114,0,0,0,0,0,0,0,0,0,0,0,12,19,29,46,44,23,4,16,20,0,4,49,4,37,369,33,575,15,23,11,0
SAL50026,912,1189,230,53,612,404,108,284,1465,81,958,4337,387,8434,71,59,16,0,39,29,5,16,65,4,40,264,30,497,356,134,109,45,229,185,26,122,204,53,208,441,42,1347,76,15,25,18,39,37,6,12,24,12,51,94,6,277,35,4,11,6,17,9,0,11,18,0,26,66,11,141,12,8,4,0,14,8,0,3,12,3,15,54,4,88,32,33,6,8,46,16,3,5,26,11,41,385,23,553,3,4,4,0,0,0,0,0,3,0,12,65,0,85,22,8,0,0,27,17,6,5,9,5,11,245,11,306,9,7,7,0,8,4,0,0,7,0,8,55,13,95,14,18,4,0,17,3,4,5,20,0,20,230,21,315,636,291,185,83,430,314,52,173,395,92,433,1894,159,3716,40,31,13,31,29,20,3,11,59,5,35,89,1023,1260,1588,1505,433,164,1067,735,167,470,1917,181,1433,6313,1573,13415,362,527,82,0
SAL50027,3,3,3,0,0,5,0,0,4,0,0,20,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,3,3,0,0,5,0,0,4,0,4,23,14,48,3,0,5,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,4,17,0,0,0,0
SAL50029,4,0,0,0,0,0,0,0,5,0,3,38,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,0,0,5,0,3,44,7,61,4,0,0,0
SAL50030,5,0,0,0,5,3,0,0,5,0,0,39,4,51,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,3,0,0,0,5,0,3,43,3,66,0,0,0,0
SAL50031,131,131,58,8,56,61,15,16,151,14,100,1114,76,1712,6,5,7,0,3,0,0,0,0,0,9,53,4,81,34,12,14,6,16,12,9,6,18,8,26,134,9,240,13,9,4,0,3,11,0,0,0,5,6,45,0,71,7,5,9,0,6,6,0,0,5,0,6,39,0,61,0,0,0,0,0,3,0,0,0,0,0,19,0,31,15,0,7,0,16,5,0,0,8,0,8,145,10,207,3,3,4,0,3,0,0,0,0,0,6,80,0,100,3,0,0,0,9,0,0,0,0,0,3,84,7,102,0,3,0,0,0,0,0,0,3,0,3,42,0,51,13,7,4,0,10,6,0,0,0,0,3,70,0,107,104,47,43,4,65,46,7,17,46,13,79,708,28,1049,0,0,0,0,0,0,0,0,6,0,0,5,328,337,236,183,105,16,115,104,24,36,198,28,176,1821,433,3095,92,122,48,0
SAL50032,136,133,34,8,78,57,15,29,158,12,101,1016,54,1549,12,11,0,0,4,6,0,0,5,0,7,66,0,100,110,36,51,3,48,44,8,34,68,11,52,281,12,574,7,0,0,0,6,6,0,0,7,0,9,27,0,49,0,0,0,0,4,0,0,0,0,0,5,20,0,24,0,5,0,0,0,0,0,0,3,0,4,27,7,42,4,6,0,0,3,3,0,0,6,0,9,51,0,81,0,0,0,0,0,0,0,0,0,0,0,26,0,28,4,3,0,0,8,0,0,0,0,0,5,95,0,121,0,4,0,0,0,0,0,0,0,0,4,19,0,26,8,9,7,0,10,5,0,0,15,3,11,100,7,151,148,81,62,3,74,67,11,43,108,15,101,711,26,1196,10,0,0,0,4,7,0,3,0,0,5,4,83,99,289,216,102,15,163,131,30,73,268,28,206,1727,164,2850,62,103,28,0
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL50034,75,107,27,5,41,35,8,23,130,5,83,537,49,932,0,4,3,0,8,6,0,0,6,0,3,22,0,43,18,7,4,3,3,11,0,7,15,0,8,36,9,89,3,0,4,0,0,8,0,3,0,0,3,18,0,32,4,0,0,0,6,0,0,0,0,0,0,18,0,28,6,0,0,0,0,0,0,0,0,0,0,11,0,17,3,4,0,0,4,5,0,0,7,0,4,38,4,58,0,0,0,0,0,0,0,0,4,0,4,25,0,28,0,0,0,0,0,0,0,0,0,0,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,3,0,0,0,4,0,0,16,0,22,35,25,19,6,25,26,8,9,28,5,31,214,12,369,0,0,0,0,0,0,0,0,0,0,0,4,94,101,113,132,43,10,64,63,16,28,157,12,116,756,152,1395,36,71,11,0
