SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL50476,8,7,7,12,5,3,0,7,0,56,26,21,22,74,38,13,11,8,6,213,32,30,208,94,62,31,60,46,7,558,8,0,3,8,8,5,0,5,0,37,3,3,4,13,3,0,9,4,0,42,3,4,0,4,3,0,3,0,0,21,0,0,7,3,3,3,3,0,3,31,122,263,266,240,155,68,93,77,14,1298
SAL50477,0,0,0,0,0,0,3,0,0,9,5,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,13,8,0,38
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,3,6,0,4,0,4,31
SAL50481,0,3,0,4,4,0,0,0,0,15,3,4,0,3,4,0,0,0,0,12,9,3,25,4,0,0,5,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,20,16,24,20,18,6,3,3,0,119
SAL50482,50,78,59,71,71,20,29,19,3,395,129,112,118,242,173,71,54,50,10,955,251,136,1102,527,379,203,345,246,51,3244,21,7,23,43,56,50,28,54,0,289,22,13,24,66,50,24,18,30,3,241,12,17,7,14,21,9,11,9,3,101,10,10,28,34,33,16,18,18,30,201,734,1266,1480,1252,1012,487,591,505,124,7456
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
SAL50484,10,19,8,8,9,3,3,9,0,65,22,12,21,31,22,8,4,17,0,130,28,12,132,54,34,15,26,27,6,333,0,0,5,9,9,8,0,3,0,29,0,0,0,3,12,0,3,0,0,21,0,0,0,0,0,0,0,0,0,8,0,5,3,3,3,0,5,0,8,34,164,399,211,155,148,62,47,73,22,1282
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3
SAL50486,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,5,0,0,0,4,0,50
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,5,6,0,0,0,0,10,0,33
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,10,6,0,16,8,3,4,3,3,65,17,19,18,40,17,7,12,10,0,127,24,22,201,81,42,38,61,38,3,514,7,7,4,11,3,3,4,5,0,32,0,0,0,4,3,5,0,3,0,22,0,6,4,0,0,0,0,0,0,7,3,7,8,0,9,8,9,5,0,42,90,232,241,177,103,76,87,63,13,1086
SAL50492,3,4,5,4,0,0,3,0,0,25,7,18,3,9,4,0,0,5,0,56,13,12,80,36,25,11,20,33,5,227,0,0,0,0,3,3,7,5,0,17,8,0,0,3,5,0,0,0,0,23,0,4,0,0,0,0,0,0,0,6,6,6,0,0,3,0,0,3,3,26,68,124,96,65,55,24,33,53,9,524
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL50497,15,14,7,13,7,8,0,0,0,65,16,24,18,15,14,4,5,8,0,100,53,35,176,52,52,15,26,56,6,470,4,8,8,6,12,6,4,13,0,45,5,3,0,5,5,4,0,3,0,20,0,0,3,0,0,0,0,4,0,12,0,4,4,7,5,12,0,6,6,46,137,226,243,157,118,58,33,122,24,1112
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,12
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,0,13
SAL50500,17,26,12,18,17,6,3,9,0,104,27,21,30,43,15,4,9,10,6,160,53,26,272,99,61,33,68,57,10,676,0,0,12,9,8,3,4,14,0,56,4,4,6,7,14,6,0,6,0,50,0,5,0,3,0,0,3,0,0,17,3,7,6,8,14,5,5,6,7,52,165,329,349,217,159,67,105,102,29,1515
SAL50501,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,7,0,11,0,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,16,9,10,0,4,4,0,82
SAL50502,8,24,9,17,12,3,3,3,0,82,18,28,16,41,28,16,14,12,3,162,34,24,173,87,44,15,36,42,8,454,6,0,3,8,4,5,4,19,0,42,7,3,0,0,6,6,0,3,3,30,4,3,6,0,0,0,0,0,0,14,0,0,0,8,6,3,0,5,0,25,162,470,254,218,160,75,70,103,13,1537
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50508,0,0,0,3,0,0,0,0,0,3,4,3,0,7,3,4,0,0,0,20,10,4,16,22,13,4,0,11,0,78,0,4,0,0,3,0,0,0,0,12,0,5,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,20,32,97,31,51,30,9,4,23,0,273
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,39,69,11,26,30,8,4,3,0,194,37,40,28,14,26,8,3,7,6,171,63,20,96,27,30,19,12,13,0,277,9,4,0,4,0,4,0,6,0,26,11,8,0,5,13,3,0,4,0,43,7,9,0,6,7,0,0,0,0,30,15,13,6,3,7,4,0,4,7,50,807,1841,195,193,323,107,32,57,46,3597
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,3,0,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,5,0,7,5,0,4,4,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,16,11,5,3,4,10,3,89
SAL50513,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,4,0,14,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,0,3,5,0,0,0,23
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,17
SAL50517,3,0,8,0,0,4,0,0,0,18,3,4,0,5,6,0,0,5,0,28,21,6,63,16,6,4,15,12,0,135,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,44,63,77,31,27,12,20,25,0,300
SAL50518,27,33,49,32,36,13,14,13,0,226,66,62,65,94,88,18,30,23,11,447,133,79,747,259,194,91,193,145,26,1873,12,3,20,15,31,27,11,29,0,156,11,3,16,31,31,8,13,14,3,128,3,14,5,3,6,0,0,0,0,34,5,5,21,21,10,9,17,15,11,116,410,764,1014,554,529,211,308,254,71,4117
SAL50519,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,3,4,0,11,4,0,43,0,0,0,5,12,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5,4,8,53,0,0,0,16,20,0,113
SAL50520,6,0,0,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,4,12,0,7,6,0,0,3,13,0,46,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,14,12,9,18,0,8,24,0,115
SAL50521,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,0,21
SAL50522,43,81,26,30,28,10,0,7,8,239,43,54,41,42,28,19,3,12,8,260,67,46,239,92,43,27,29,54,6,612,5,13,8,11,9,9,4,4,0,56,13,6,9,20,17,3,6,11,0,74,5,13,0,9,6,4,0,3,0,44,3,20,10,15,9,6,0,7,11,89,612,1907,412,382,316,149,69,164,48,4059
SAL50523,4,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,0,0,0,15,12,0,41,12,11,4,7,13,7,95,0,0,0,0,4,3,0,0,0,7,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,21,26,48,16,11,6,12,17,4,179
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50525,0,0,0,0,0,0,0,0,0,8,4,3,0,0,3,0,0,0,0,13,6,3,42,3,6,3,15,11,3,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,11,13,28,45,14,17,5,20,18,4,164
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11
SAL50527,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,3,0,33
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,21,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,11,0,45
SAL50529,3,0,0,5,0,0,0,0,0,15,0,0,7,12,0,0,0,0,0,22,0,0,70,46,0,0,5,0,0,124,0,0,9,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,16,18,89,92,5,0,3,0,0,223
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,5,0,15
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12
SAL50532,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL50533,10,11,16,8,5,0,0,0,0,54,9,5,14,17,10,6,0,0,0,61,27,24,154,30,26,20,23,23,6,334,5,0,0,6,3,3,3,9,0,28,4,0,0,5,4,3,0,0,0,21,0,0,0,0,0,0,4,0,0,4,4,4,3,5,0,0,0,4,3,15,103,252,195,76,77,40,37,43,12,829
SAL50534,13,19,5,9,9,3,4,6,0,68,14,19,11,21,14,4,4,13,3,104,45,15,148,61,47,31,39,48,7,435,4,0,0,7,0,14,0,7,0,39,5,0,3,5,4,0,0,5,0,27,4,3,0,4,4,0,0,0,0,14,3,3,0,3,9,4,0,5,3,32,129,245,183,133,114,78,53,94,21,1043
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,5,0,3,0,0,23
SAL50536,7,19,3,8,10,0,0,4,3,58,12,24,7,17,17,8,3,4,0,93,21,13,115,50,31,23,25,28,4,316,6,4,5,4,11,10,0,9,0,44,6,5,0,5,4,0,0,6,0,22,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,16,76,293,139,113,82,48,35,66,6,869
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,5
SAL50539,3,0,0,0,0,0,0,0,0,3,7,0,0,3,5,0,0,0,0,8,16,0,11,5,0,5,9,7,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,13,15,12,7,5,8,9,0,95
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,17
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,20,18,16,11,15,0,0,6,0,78,20,13,13,22,18,3,5,5,0,99,66,20,176,51,38,15,35,19,8,420,0,0,4,4,9,12,0,6,0,35,3,3,6,0,5,0,5,5,0,29,0,3,0,0,0,0,0,0,0,6,5,0,0,5,0,0,5,3,4,28,200,215,220,102,124,43,44,51,20,1016
SAL50543,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,7,0,0,0,0,25
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50545,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,14
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,5,8,0,3,0,0,5,0,0,17,5,3,0,4,3,0,0,4,0,19,14,3,36,4,14,3,13,11,4,103,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,4,0,9,47,32,48,13,29,10,25,36,4,248
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,12
SAL50550,6,12,17,19,14,9,10,14,0,97,23,31,37,71,41,14,14,22,8,258,36,41,292,150,82,48,77,93,16,835,8,10,9,17,3,14,7,25,0,87,8,0,7,23,9,11,7,10,0,76,0,6,0,3,3,5,0,4,0,30,6,3,11,13,6,7,10,15,7,75,156,405,424,392,236,128,144,232,42,2162
SAL50551,0,11,6,7,6,0,0,5,0,29,0,4,0,6,5,3,0,3,0,28,24,11,53,24,10,7,15,25,4,163,0,0,0,0,0,4,4,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,38,70,64,51,28,19,23,33,8,328
