SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL50833,..,501,501,465,58,520,333,28,355,276,8,287,157,0,153,96,7,102,1321,594,1914
SAL50834,..,3,3,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,5,3,13
SAL50835,..,416,416,417,60,483,204,24,224,229,12,239,79,0,80,23,0,27,953,516,1462
SAL50836,..,58,58,43,0,43,16,0,16,14,0,14,3,0,3,12,0,12,92,58,147
SAL50837,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL50838,..,186,186,288,21,311,189,6,195,189,0,189,90,0,90,69,0,69,821,215,1034
SAL50839,..,44,44,60,3,65,6,0,6,0,0,0,0,0,0,0,0,0,72,47,115
SAL50840,..,580,580,546,84,634,176,36,208,142,8,147,24,4,27,3,0,3,894,710,1600
SAL50841,..,42,42,49,3,52,7,0,7,12,0,12,0,0,0,3,0,3,75,46,123
SAL50842,..,567,567,1328,32,1358,689,9,697,807,6,810,297,3,302,90,0,93,3201,616,3817
SAL50843,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,..,21,21,42,0,46,13,0,13,27,0,27,10,0,10,7,0,7,99,21,121
SAL50845,..,18,18,24,0,26,13,0,13,10,0,10,10,0,10,3,0,3,57,22,73
SAL50846,..,73,73,52,3,58,27,0,27,9,0,9,12,0,12,13,0,13,110,78,195
SAL50847,..,128,128,399,11,404,153,0,153,174,0,174,99,0,99,44,0,44,869,138,1002
SAL50848,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,..,529,529,933,26,956,448,0,450,536,0,539,282,0,278,83,0,83,2285,561,2845
SAL50850,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15
SAL50851,..,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7
SAL50852,..,7,7,10,0,10,5,0,5,4,0,4,5,0,5,0,0,0,18,7,21
SAL50853,..,130,130,226,3,233,74,0,74,82,0,82,48,0,48,10,0,10,440,140,576
SAL50854,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7
SAL50855,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50857,..,419,419,368,37,401,175,8,184,160,0,159,73,0,71,54,0,54,819,465,1286
SAL50858,..,199,199,135,16,154,72,7,74,51,0,51,23,0,23,21,0,21,301,215,516
SAL50859,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
SAL50860,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,..,0,0,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,16,8,16
SAL50862,..,12,12,40,0,40,6,0,6,3,0,3,0,0,0,0,0,0,53,12,64
SAL50863,..,76,76,234,3,238,126,4,127,138,0,135,74,0,74,56,0,56,633,83,708
SAL50864,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL50865,..,137,137,279,6,289,98,0,99,118,0,118,35,0,35,15,0,15,545,149,693
SAL50866,..,16,16,31,5,32,6,0,11,6,0,6,4,0,4,0,0,0,45,22,65
SAL50867,..,10,10,18,0,20,0,0,0,3,0,3,8,0,8,0,0,0,33,8,46
SAL50868,..,8,8,15,0,11,4,0,4,4,0,4,0,0,0,0,0,0,21,8,26
SAL50869,..,3,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,3,6
SAL50870,..,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11
SAL50871,..,351,351,393,30,426,208,18,227,215,5,220,78,0,80,41,0,41,938,413,1350
SAL50872,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50873,..,1152,1152,1073,128,1202,627,34,660,633,19,650,330,8,336,279,3,278,2937,1340,4282
SAL50874,..,480,480,677,25,707,382,0,389,556,5,562,160,0,160,70,0,70,1843,519,2359
SAL50875,..,188,188,444,15,459,201,4,203,279,0,280,117,0,117,45,0,45,1083,210,1296
SAL50876,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,..,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,9
SAL50878,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7
SAL50879,..,57,57,105,0,110,47,0,47,48,0,48,24,0,24,10,0,10,237,61,295
SAL50880,..,134,134,105,10,120,46,3,45,32,0,28,22,0,22,0,0,0,202,145,347
SAL50881,..,290,290,605,28,633,295,5,298,252,0,256,94,0,94,62,0,62,1308,326,1632
SAL50882,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL50883,..,4,4,8,0,8,0,0,0,6,0,6,0,0,0,0,0,0,12,4,18
SAL50884,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL50885,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16
SAL50886,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SAL50887,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50889,..,5,5,16,0,26,11,0,11,8,0,8,0,0,0,0,0,0,41,11,51
SAL50890,..,1941,1941,1301,119,1424,372,22,392,221,0,226,92,0,92,33,0,33,2021,2089,4110
SAL50891,..,603,603,574,31,608,192,4,194,184,0,183,87,0,87,42,0,42,1078,644,1722
SAL50892,..,10,10,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,12,10,22
SAL50893,..,360,360,467,36,506,275,19,293,271,7,275,85,0,89,26,0,26,1131,420,1550
SAL50894,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,22,0,29
SAL50895,..,15,15,26,0,27,8,0,7,4,0,4,4,0,4,3,0,3,39,17,55
SAL50896,..,758,758,1006,66,1066,618,13,634,601,4,602,290,5,294,185,0,185,2691,851,3543
SAL50897,..,4,4,9,0,12,4,0,4,0,0,0,0,0,0,0,0,0,16,7,25
SAL50898,..,18,18,60,0,60,27,0,27,23,0,23,21,0,21,3,0,3,134,18,152
SAL50899,..,51,51,23,4,25,3,0,6,11,0,11,4,0,4,20,0,20,61,61,121
SAL50900,..,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16
SAL50901,..,25,25,56,0,54,21,0,21,19,0,19,12,0,12,13,0,13,119,24,149
SAL50902,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL50903,..,696,696,954,89,1042,499,35,539,512,29,539,193,4,202,53,4,60,2217,856,3076
SAL50904,..,24,24,82,7,92,42,3,44,31,0,31,40,0,40,22,0,22,216,43,258
SAL50905,..,149,149,298,7,309,124,0,124,181,0,177,77,0,77,11,0,8,682,156,838
SAL50906,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50907,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SAL50908,..,3,3,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,14,3,20
SAL50909,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,..,121,121,193,4,199,102,0,102,102,0,99,59,0,59,29,0,29,474,127,607
SAL50912,..,12,12,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19
SAL50913,..,38,38,34,4,40,13,0,13,7,0,7,0,0,0,4,0,4,59,44,101
SAL50914,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL50916,..,18,18,27,0,23,9,0,9,10,0,10,8,0,8,3,0,3,43,19,65
SAL50917,..,2732,2732,1877,329,2210,664,82,742,477,15,497,122,3,127,44,5,48,3185,3168,6351
SAL50918,..,4,4,7,0,7,0,0,0,5,0,5,4,0,4,0,0,0,19,9,25
SAL50919,..,7,7,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,9,7,13
SAL50920,..,259,259,432,33,464,197,7,206,253,3,254,104,0,104,60,0,60,1055,302,1356
SAL50921,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,..,681,681,1022,55,1074,542,12,558,564,0,564,220,0,220,102,0,102,2456,753,3201
SAL50923,..,28,28,26,0,25,10,0,10,14,0,14,0,0,0,3,0,3,54,28,80
SAL50924,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6
SAL50925,..,415,415,286,49,329,121,4,124,74,0,73,31,0,32,23,0,23,537,470,1007
SAL50926,..,77,77,60,4,68,37,0,37,20,0,20,10,0,10,16,0,16,145,86,230
SAL50927,..,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0
SAL50928,..,16,16,23,0,23,10,0,10,9,0,9,7,0,7,0,0,0,46,16,65
SAL50929,..,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,11
SAL50930,..,9,9,23,0,23,10,0,10,12,0,12,0,0,0,0,0,0,47,9,56
SAL50931,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,..,567,567,678,36,711,374,13,387,460,3,470,144,0,143,32,0,32,1681,616,2296
SAL50933,..,459,459,294,9,304,106,5,109,137,4,139,60,0,60,19,0,19,618,470,1092
SAL50934,..,22,22,9,0,9,7,0,9,0,0,0,0,0,0,0,0,0,20,25,45
SAL50935,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SAL50936,..,5,5,15,0,15,3,0,3,8,0,8,0,0,0,0,0,0,27,5,32
SAL50937,..,3,3,5,0,5,0,0,0,5,0,5,4,0,4,0,0,0,16,3,22
SAL50938,..,323,323,331,20,351,130,3,133,98,0,98,53,0,53,22,0,22,627,351,978
SAL50939,..,587,587,653,39,697,289,8,295,268,0,273,135,0,132,68,0,68,1410,639,2053
SAL50940,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SAL50941,..,13,13,33,0,33,6,0,12,10,0,10,8,0,8,3,0,3,66,12,78
SAL50942,..,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,4,11
SAL50943,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50944,..,334,334,308,35,340,165,3,170,137,0,141,68,0,68,38,0,38,715,374,1084
SAL50945,..,27,27,38,0,38,12,0,12,5,0,5,4,0,4,0,0,0,65,27,91
SAL50946,..,119,119,128,7,133,29,0,28,24,0,24,13,0,13,4,0,4,196,125,319
SAL50947,..,1388,1388,767,151,910,309,27,331,177,6,184,60,0,59,32,0,35,1336,1566,2900
SAL50948,..,258,258,222,29,248,128,0,133,108,0,113,52,0,52,43,0,43,551,286,841
SAL50949,..,17,17,9,0,12,0,0,0,9,0,9,5,0,5,0,0,0,20,13,35
SAL50950,..,139,139,196,12,206,109,3,114,131,0,134,53,0,53,15,0,15,504,157,661
SAL50951,..,112,112,273,18,292,166,0,169,201,0,199,80,0,80,35,0,35,757,133,890
SAL50952,..,17,17,30,0,30,9,0,9,14,0,14,9,0,9,6,0,6,71,17,84
SAL50953,..,31,31,60,0,63,23,0,28,26,0,26,11,0,11,11,0,11,137,34,170
SAL50954,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,0,13
SAL50955,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50956,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,9
SAL50957,..,88,88,136,5,140,31,0,35,39,0,39,21,0,21,23,0,23,247,92,343
SAL50958,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50959,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16
SAL50960,..,347,347,878,11,891,508,4,512,566,0,565,221,0,221,89,0,90,2256,361,2626
SAL50961,..,5,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15
SAL50962,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,5,4,13
SAL50963,..,32,32,41,0,41,7,0,7,8,0,8,8,0,8,0,0,0,68,32,97
SAL50964,..,7,7,12,0,12,7,0,7,7,0,7,5,0,5,0,0,0,21,7,30
SAL50965,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50966,..,0,0,0,0,0,6,0,6,4,0,4,0,0,0,0,0,0,12,0,12
SAL50967,..,7,7,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,11,7,17
SAL50968,..,5,5,10,0,8,5,0,5,0,0,0,0,0,0,0,0,0,19,5,24
SAL50969,..,314,314,277,18,298,93,4,99,72,0,72,28,0,28,17,0,17,482,337,812
SAL50970,..,560,560,574,49,619,407,12,413,388,7,404,210,3,210,273,0,273,1850,626,2478
SAL50971,..,6,6,4,0,3,3,0,3,0,0,0,0,0,0,3,0,5,5,6,15
SAL50972,..,3,3,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,10,3,16
SAL50973,..,0,0,11,0,11,8,0,8,3,0,3,0,0,0,0,0,0,29,0,27
SAL50974,..,7,7,15,0,15,0,0,0,6,0,6,0,0,0,0,0,0,22,7,28
SAL50975,..,20,20,37,0,33,11,0,11,5,0,5,7,0,7,3,0,3,60,21,81
SAL50976,..,10,10,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,7,25
SAL50977,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50978,..,27,27,43,0,46,4,0,4,0,0,0,0,0,0,0,0,0,53,27,80
SAL50979,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SAL50980,..,14,14,57,3,62,14,0,14,18,0,18,15,0,15,5,0,5,109,19,122
SAL50981,..,0,0,11,0,11,4,0,4,9,0,9,0,0,0,0,0,0,20,0,20
SAL50982,..,0,0,7,0,7,0,0,0,8,0,8,0,0,0,0,0,0,14,5,18
SAL50983,..,12,12,29,0,29,7,0,7,4,0,4,4,0,4,3,0,3,55,12,70
SAL50984,..,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12
SAL50985,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,..,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,10,0,11
SAL50987,..,19,19,27,0,33,8,0,8,6,0,6,6,0,6,12,0,12,58,20,79
SAL50988,..,200,200,214,8,225,70,6,71,80,0,80,32,0,32,16,0,16,406,220,629
SAL50989,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50991,..,6,6,12,0,12,0,0,0,4,0,4,0,0,0,0,0,0,17,6,25
SAL50992,..,59,59,108,6,120,34,0,38,26,0,26,20,0,20,16,0,16,207,64,274
SAL50993,..,63,63,48,7,53,17,0,17,10,0,10,7,0,7,7,0,7,81,70,152
SAL50994,..,5,5,3,0,4,4,0,4,3,0,3,0,0,0,0,0,0,11,5,15
SAL50995,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50996,..,43,43,113,0,111,54,0,54,61,0,61,28,0,28,15,0,15,260,47,307
SAL50997,..,94,94,82,7,93,33,3,38,24,0,28,9,0,9,12,0,12,166,107,270
SAL50998,..,2224,2224,2747,254,3001,1454,77,1526,1214,26,1249,430,16,440,248,7,257,6086,2604,8693
SAL50999,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,0,11
SAL51000,..,1147,1147,983,89,1071,452,23,473,531,12,541,237,6,238,51,0,51,2247,1272,3520
SAL51001,..,4,4,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,12,4,13
SAL51002,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL51003,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,..,287,287,396,19,413,145,0,142,111,0,111,55,0,55,28,0,31,728,310,1040
SAL51005,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51006,..,5,5,0,0,0,9,0,9,0,0,0,5,0,5,5,0,5,16,5,22
SAL51007,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51008,..,428,428,487,13,502,255,7,262,386,8,392,146,0,142,39,0,39,1313,462,1776
SAL51009,..,91,91,97,8,110,26,5,28,24,0,28,11,0,11,11,0,11,170,105,275
SAL51010,..,7,7,13,0,13,0,0,0,3,0,3,0,0,0,0,0,0,27,7,34
SAL51011,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51012,..,8,8,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,7,11
SAL51013,..,15,15,22,4,27,8,0,7,0,0,0,0,0,0,0,0,0,40,20,59
SAL51014,..,19,19,17,0,17,12,0,12,12,0,12,18,0,18,33,0,33,89,19,109
SAL51015,..,655,655,828,64,897,467,23,489,704,7,704,199,0,199,30,0,30,2215,754,2966
SAL51016,..,201,201,408,16,423,182,4,179,209,0,209,93,0,92,42,0,42,932,222,1154
SAL51017,..,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13
SAL51018,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL51019,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
SAL51020,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51021,..,1610,1610,1471,182,1650,566,59,623,553,29,579,169,3,176,34,0,34,2793,1889,4681
SAL51022,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,..,3,3,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,9,3,9
SAL51024,..,49,49,42,10,51,10,0,10,11,0,11,5,0,5,0,0,0,72,57,128
SAL51025,..,171,171,165,10,176,52,0,49,35,0,35,8,0,8,8,0,8,262,187,452
SAL51026,..,218,218,457,27,486,192,0,188,144,0,144,54,0,54,39,0,43,888,249,1135
SAL51027,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL51028,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,..,673,673,987,41,1029,421,17,436,505,3,506,160,0,160,59,0,59,2132,730,2866
SAL51031,..,249,249,316,17,330,114,0,114,88,0,88,39,0,39,24,0,24,581,260,844
SAL51032,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3
SAL51034,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SAL51035,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51036,..,277,277,428,36,456,203,6,204,153,0,153,75,0,75,40,0,40,893,310,1199
SAL51037,..,7,7,13,0,13,4,0,4,3,0,3,0,0,0,0,0,0,16,7,19
SAL51038,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,..,57,57,120,3,129,56,0,56,50,0,45,22,0,22,13,0,13,259,63,323
SAL51041,..,12,12,18,0,17,10,0,10,4,0,4,4,0,4,8,0,8,43,15,49
SAL51042,..,16,16,17,0,17,19,0,19,10,0,10,7,0,7,18,0,18,69,16,85
SAL51043,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL51044,..,59,59,50,0,53,10,0,10,16,0,16,4,0,4,3,0,3,81,59,140
SAL51045,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL51047,..,310,310,703,20,723,361,10,370,501,0,504,171,6,176,44,0,44,1782,346,2125
SAL51048,..,17,17,25,4,24,11,0,11,8,0,8,4,0,4,0,0,0,42,22,60
SAL51049,..,52,52,30,10,37,8,0,11,16,0,16,4,0,4,4,0,4,57,55,118
SAL51050,..,21,21,35,3,38,22,0,22,11,0,11,7,0,7,3,0,3,85,22,110
SAL51051,..,25,25,26,3,30,6,0,6,11,0,11,3,0,3,0,0,0,50,28,79
SAL51052,..,0,0,15,0,12,11,0,11,8,0,8,0,0,0,0,0,0,27,5,33
SAL51053,..,6,6,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,6,27
SAL51054,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51055,..,271,271,444,9,456,194,0,194,161,0,161,77,0,77,38,0,38,908,280,1191
SAL51056,..,74,74,152,5,159,66,0,66,65,0,65,36,0,36,22,0,22,333,81,412
SAL51057,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51058,..,0,0,7,0,7,6,0,6,5,0,5,0,0,0,0,0,0,12,0,18
SAL51059,..,15,15,16,0,19,10,0,10,8,0,8,0,0,0,3,0,3,34,19,48
SAL51060,..,3,3,18,4,25,8,0,14,15,0,15,6,0,6,4,0,4,49,9,59
SAL51061,..,8,8,8,0,8,0,0,0,0,0,0,4,0,4,0,0,0,8,8,15
SAL51062,..,16,16,16,0,16,0,0,3,9,0,9,6,0,6,0,0,0,23,18,36
SAL51063,..,6,6,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,12,6,16
SAL51064,..,279,279,377,17,395,137,14,156,134,10,141,48,4,56,26,9,36,721,333,1055
SAL51065,..,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,6,0,11
SAL51066,..,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7
SAL51067,..,35,35,62,6,71,18,0,12,9,0,9,4,0,4,4,4,7,91,43,133
SAL51068,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,..,251,251,196,9,208,104,4,112,149,0,147,42,0,42,17,0,17,504,270,773
SAL51070,..,23,23,80,0,81,16,0,16,22,0,22,13,0,13,7,0,7,135,26,162
SAL51071,..,15,15,22,0,20,0,0,0,8,0,8,0,0,0,0,0,0,38,10,49
SAL51072,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51073,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51074,..,3,3,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,10,3,14
SAL51075,..,5,5,11,0,11,0,0,0,5,0,5,0,0,0,0,0,0,13,5,14
SAL51076,..,6,6,44,3,44,18,0,14,18,0,18,12,0,12,8,0,8,91,11,104
SAL51077,..,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5
SAL51078,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10
SAL51079,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51080,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,..,3,3,11,3,12,0,0,0,0,0,0,3,0,3,0,0,0,20,8,22
SAL51082,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,7
SAL51083,..,132,132,170,15,187,43,0,43,25,0,25,10,0,10,3,0,3,259,140,402
SAL51084,..,3,3,13,0,13,10,0,10,0,0,0,0,0,0,0,0,0,24,3,30
SAL51085,..,9,9,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,10,19
SAL51086,..,25,25,42,0,42,9,0,9,15,0,15,8,0,8,3,0,3,74,25,96
SAL51087,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL51088,..,49,49,62,4,68,20,0,20,14,0,14,0,0,0,0,0,0,100,55,159
SAL51089,..,9,9,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,16,9,26
SAL51090,..,4,4,11,0,14,6,0,6,6,0,6,0,0,0,3,0,3,21,0,26
SAL51091,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10
SAL51092,..,33,33,86,0,93,21,0,21,17,0,16,15,0,15,7,0,7,147,35,181
SAL51093,..,572,572,478,29,513,189,6,195,142,3,146,75,0,72,32,0,32,913,613,1532
SAL51094,..,10,10,17,0,17,5,0,5,4,0,4,0,0,0,0,0,0,30,10,37
SAL51095,..,15,15,3,0,5,0,0,0,5,0,5,0,0,0,8,0,8,16,14,30
SAL51096,..,6,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11
SAL51097,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,..,761,761,1113,101,1216,539,77,606,679,45,728,324,9,329,68,4,70,2714,993,3711
SAL51099,..,8,8,7,0,7,4,0,4,10,0,10,0,0,0,0,0,0,23,8,38
SAL51100,..,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,9
SAL51101,..,5,5,6,0,10,6,0,6,3,0,3,4,0,4,0,0,0,26,9,28
SAL51102,..,19,19,24,3,29,12,0,12,5,0,5,7,0,7,4,0,7,53,22,77
SAL51103,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51104,..,8,8,3,0,3,3,0,5,8,0,8,0,0,0,0,0,0,21,8,28
SAL51105,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51106,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51107,..,7,7,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,13,7,16
SAL51108,..,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL51109,..,22,22,19,0,26,3,0,3,4,0,4,5,0,5,0,0,0,35,25,63
SAL51110,..,11,11,17,0,17,4,0,4,7,0,7,4,0,4,0,0,0,30,11,41
SAL51111,..,334,334,335,33,366,207,7,219,229,3,235,110,0,110,62,0,62,945,371,1323
SAL51112,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
SAL51113,..,210,210,337,20,362,242,8,246,339,0,345,148,0,148,66,0,66,1141,234,1370
