SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL50033,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,..,166,166,161,22,183,77,8,87,78,6,78,13,0,17,17,0,17,351,201,550
SAL50035,..,536,536,754,32,785,351,8,359,451,5,458,202,0,202,50,0,50,1803,578,2386
SAL50036,..,422,422,770,46,815,557,6,575,809,4,818,300,6,301,90,0,90,2533,485,3017
SAL50037,..,265,265,467,34,504,426,3,425,629,0,631,217,0,217,70,0,70,1805,306,2109
SAL50038,..,248,248,278,12,291,62,0,62,36,0,36,15,0,15,5,0,5,394,265,652
SAL50039,..,1100,1100,1882,96,1977,898,14,916,1011,5,1017,397,4,398,186,5,186,4383,1215,5598
SAL50040,..,757,757,1286,100,1380,931,19,950,1035,3,1038,377,0,377,198,0,198,3822,880,4701
SAL50041,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50043,..,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,11,0,16
SAL50044,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13
SAL50045,..,0,0,3,0,3,4,0,4,3,0,3,0,0,0,0,0,0,9,0,15
SAL50046,..,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,8
SAL50047,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50048,..,9,9,15,3,20,4,0,4,8,0,8,3,0,3,0,0,0,36,12,45
SAL50049,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50050,..,0,0,10,0,10,0,0,0,4,0,4,0,0,0,0,0,0,15,0,14
SAL50051,..,76,76,174,6,180,55,0,55,67,0,67,26,0,26,20,0,20,346,82,426
SAL50052,..,9,9,23,0,23,7,0,7,8,0,8,0,0,0,0,0,0,39,14,50
SAL50053,..,1615,1615,1357,119,1480,652,34,683,566,13,580,168,0,169,67,0,67,2817,1784,4594
SAL50054,..,2067,2067,3421,225,3647,2249,50,2299,2635,11,2648,1186,3,1189,539,0,539,10039,2361,12397
SAL50055,..,1719,1719,1372,218,1586,830,78,909,611,20,633,283,9,292,166,3,170,3270,2044,5313
SAL50056,..,95,95,105,8,112,18,0,18,19,0,19,13,0,13,5,0,5,154,105,254
SAL50057,..,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SAL50058,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,..,12,12,15,0,15,5,0,5,0,0,0,0,0,0,0,0,0,23,12,37
SAL50060,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,..,1097,1097,1781,113,1894,1177,22,1202,1113,4,1125,526,10,536,326,0,331,4930,1252,6177
SAL50062,..,6,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAL50063,..,19,19,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,21,39
SAL50064,..,0,0,10,0,10,0,0,0,6,0,6,0,0,0,0,0,0,17,0,21
SAL50065,..,5,5,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,18,5,24
SAL50066,..,22,22,55,0,57,18,0,16,17,0,17,7,0,7,4,0,4,104,26,125
SAL50067,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
SAL50068,..,58,58,157,13,166,81,3,82,72,0,76,42,5,51,23,0,22,382,72,452
SAL50069,..,640,640,907,67,978,784,15,804,792,3,798,331,0,332,193,4,199,3013,739,3754
SAL50070,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,..,3,3,3,0,3,10,0,10,3,0,3,3,0,3,0,0,0,22,3,23
SAL50072,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL50073,..,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,3,6
SAL50074,..,0,0,3,0,8,0,0,0,3,0,3,0,0,0,0,0,0,8,0,14
SAL50075,..,47,47,90,9,97,47,0,47,59,0,58,31,0,31,16,0,16,242,54,294
SAL50076,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,..,18,18,44,4,50,14,0,14,16,0,16,6,0,6,6,0,6,93,16,112
SAL50078,..,1397,1397,1321,104,1427,682,28,712,623,3,628,179,5,186,58,3,57,2869,1542,4406
SAL50079,..,213,213,397,14,406,221,10,228,259,0,257,123,0,125,39,3,37,1036,240,1276
SAL50080,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,..,237,237,298,24,323,195,19,217,302,0,310,157,0,157,58,0,60,1019,279,1296
SAL50082,..,288,288,479,10,493,177,7,187,158,0,158,73,0,73,31,0,31,926,308,1231
SAL50083,..,1735,1735,1904,185,2090,996,50,1043,910,16,924,243,3,251,67,0,71,4121,1986,6111
SAL50084,..,269,269,179,25,208,75,3,82,56,0,56,13,0,13,6,0,6,330,300,627
SAL50085,..,13,13,15,3,19,0,0,0,3,0,3,3,0,3,0,0,0,34,20,47
SAL50086,..,575,575,684,65,744,306,16,323,306,14,319,94,0,98,39,0,39,1429,667,2096
SAL50087,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,..,3,3,5,0,6,7,0,7,3,0,3,0,0,0,0,0,0,16,9,22
SAL50089,..,3,3,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,11,3,17
SAL50090,..,781,781,873,116,989,560,39,602,477,6,486,223,3,231,151,0,151,2283,957,3242
SAL50091,..,533,533,674,54,726,397,22,412,389,9,397,104,0,107,26,0,26,1595,615,2212
SAL50092,..,86,86,353,0,358,158,0,159,185,0,185,101,0,101,60,0,60,860,95,950
SAL50093,..,788,788,944,79,1019,552,20,575,474,10,481,231,0,236,150,0,153,2354,896,3250
SAL50094,..,13,13,14,0,15,4,0,4,9,0,9,5,0,5,0,0,0,36,15,46
SAL50095,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50096,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13
SAL50097,..,8,8,17,0,15,7,0,7,9,0,9,4,0,4,0,0,0,30,10,39
SAL50098,..,507,507,840,51,889,534,17,551,632,5,642,258,0,258,87,0,87,2358,573,2937
SAL50099,..,0,0,7,0,7,0,0,0,0,0,0,5,0,5,0,0,0,5,0,9
SAL50100,..,6,6,12,3,14,3,0,3,0,0,0,0,0,0,5,0,5,27,4,29
SAL50101,..,7,7,29,3,31,6,0,6,3,0,3,0,0,0,3,0,3,45,11,56
SAL50102,..,358,358,513,31,546,291,4,300,242,0,240,80,0,80,32,0,32,1161,394,1563
SAL50103,..,17,17,32,0,33,22,0,22,14,0,14,8,0,8,3,0,3,78,16,93
SAL50104,..,227,227,203,25,233,82,3,93,71,3,70,17,0,23,16,0,16,392,258,650
SAL50105,..,971,971,806,123,929,409,53,460,294,19,316,121,7,131,52,0,52,1689,1169,2860
SAL50106,..,35,35,27,0,27,4,0,4,12,0,12,3,0,3,0,0,0,47,35,80
SAL50107,..,13,13,21,0,21,8,0,8,9,0,9,5,0,5,4,0,4,44,13,59
SAL50108,..,4,4,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,7,4,11
SAL50109,..,12,12,19,0,19,10,0,10,11,0,11,3,0,3,0,0,0,38,12,53
SAL50110,..,204,204,349,37,383,322,10,331,413,3,418,196,0,194,172,0,173,1452,254,1704
SAL50111,..,1266,1266,670,163,837,335,144,484,271,100,373,114,62,172,85,37,124,1476,1774,3252
SAL50112,..,232,232,230,19,248,69,0,74,60,0,60,13,0,13,10,0,10,377,249,629
SAL50113,..,0,0,7,0,7,6,0,6,3,0,3,0,0,0,0,0,0,14,0,14
SAL50114,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,..,335,335,429,43,476,362,10,368,446,3,454,214,0,213,119,0,119,1569,393,1962
SAL50116,..,167,167,181,9,190,50,0,50,30,0,30,20,0,20,6,0,6,286,172,461
SAL50117,..,513,513,750,37,786,378,15,389,361,7,369,125,0,124,49,0,49,1662,567,2231
SAL50118,..,31,31,88,0,89,37,0,38,45,0,45,23,0,23,10,0,10,206,34,236
SAL50119,..,849,849,891,49,941,342,10,351,421,5,422,145,0,145,37,0,37,1839,900,2742
SAL50120,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50121,..,46,46,39,0,39,3,0,3,7,0,7,4,0,4,0,0,0,55,46,104
SAL50122,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
SAL50123,..,104,104,141,16,152,76,6,82,98,0,99,35,0,35,17,0,17,370,124,498
SAL50124,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,..,4,4,7,0,7,4,0,4,5,0,5,4,0,4,0,0,0,17,4,22
SAL50126,..,98,98,186,5,188,70,0,70,44,0,44,18,0,18,9,0,9,329,100,424
SAL50127,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50128,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,..,126,126,207,15,224,44,0,44,77,0,77,30,0,31,4,0,9,361,143,508
SAL50130,..,7,7,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,16,7,18
SAL50131,..,4,4,14,0,14,3,0,3,3,0,3,0,0,0,0,0,0,24,4,26
SAL50132,..,208,208,211,8,215,59,0,61,50,0,50,12,0,12,15,0,15,336,216,556
SAL50133,..,17,17,18,0,18,0,0,0,7,0,7,0,0,0,0,0,0,27,17,39
SAL50134,..,4,4,11,0,9,0,0,0,3,0,3,0,0,0,0,0,0,11,8,17
SAL50135,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15
SAL50136,..,8,8,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,7,8,13
SAL50137,..,108,108,139,7,145,57,0,57,55,0,55,25,0,25,14,0,14,290,116,406
SAL50138,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SAL50139,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,3,18
SAL50140,..,17,17,22,0,18,6,0,6,3,0,3,0,0,0,0,0,0,33,22,49
SAL50141,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,9,0,11
SAL50142,..,16,16,28,3,32,14,0,14,5,0,5,7,0,7,0,0,0,57,21,73
SAL50143,..,4,4,12,0,11,3,0,3,12,0,12,3,0,3,0,0,0,37,6,46
SAL50144,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL50145,..,10,10,20,0,20,6,0,6,11,0,11,5,0,5,0,0,0,43,10,49
SAL50146,..,3,3,0,0,3,0,0,4,3,0,3,0,0,0,0,0,0,4,3,11
SAL50147,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50148,..,569,569,613,32,649,319,10,330,379,4,380,160,4,164,50,0,50,1514,621,2134
SAL50149,..,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,4,3,6
SAL50150,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,..,25,25,21,0,23,3,0,3,4,0,4,5,0,5,0,0,0,37,31,66
SAL50152,..,3,3,5,0,5,4,0,4,3,0,3,0,0,0,0,0,0,11,3,19
SAL50153,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14
SAL50154,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50155,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,20
SAL50156,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,11,0,9
SAL50157,..,12,12,16,0,16,8,0,8,6,0,6,0,0,0,0,0,0,33,12,41
SAL50158,..,10,10,6,0,6,5,0,5,5,0,4,0,0,0,0,0,0,16,10,26
SAL50159,..,493,493,470,61,532,224,12,237,205,0,212,107,0,105,54,0,54,1062,574,1633
SAL50160,..,7,7,14,0,14,0,0,0,0,0,0,4,0,4,0,0,0,14,7,19
SAL50161,..,111,111,176,0,181,47,0,47,35,0,35,11,0,11,8,0,8,279,111,397
SAL50162,..,11,11,59,0,60,22,0,22,35,0,35,15,0,15,5,0,5,140,12,152
SAL50163,..,11,11,9,0,9,4,0,4,0,0,0,5,0,5,0,0,0,18,11,30
SAL50164,..,5,5,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,21,5,31
SAL50165,..,12,12,23,0,26,0,0,0,8,0,8,0,0,0,0,0,0,34,11,43
SAL50166,..,5,5,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,6,5,13
SAL50167,..,4,4,8,0,8,3,0,3,9,0,9,5,0,5,0,0,0,26,4,25
SAL50168,..,58,58,92,8,99,35,0,35,32,0,33,19,0,19,3,0,3,188,65,255
SAL50169,..,91,91,179,7,186,67,0,67,67,0,67,35,0,35,10,0,10,365,97,458
SAL50170,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
SAL50171,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL50172,..,108,108,155,3,163,40,0,40,32,0,32,14,0,14,6,0,6,245,111,365
SAL50173,..,459,459,700,56,761,612,10,628,616,8,621,240,0,240,147,0,147,2315,532,2854
SAL50174,..,7,7,11,0,11,4,0,8,9,0,9,0,0,0,0,0,0,25,5,34
SAL50175,..,5,5,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15
SAL50176,..,5,5,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,11,5,8
SAL50177,..,64,64,71,7,73,10,0,10,19,0,19,9,0,9,4,0,4,109,64,176
SAL50178,..,261,261,222,16,239,123,9,133,141,5,145,51,3,53,19,0,19,553,303,853
SAL50179,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,..,386,386,526,15,544,143,0,141,119,0,122,56,0,56,28,0,28,865,407,1270
SAL50181,..,25,25,119,0,123,42,0,42,75,0,75,33,0,33,14,0,14,289,31,325
SAL50182,..,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SAL50183,..,443,443,638,31,671,192,0,191,205,0,206,62,0,62,21,0,21,1116,479,1596
SAL50184,..,12,12,68,0,68,42,0,42,59,0,59,22,0,22,17,0,17,208,12,215
SAL50185,..,127,127,112,5,120,42,0,41,42,0,43,17,0,17,4,0,4,215,139,358
SAL50186,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL50187,..,196,196,261,24,281,178,8,184,149,0,148,98,0,98,63,0,63,741,230,973
SAL50188,..,21,21,31,0,31,8,0,6,16,0,16,7,0,7,8,0,8,66,20,84
SAL50189,..,85,85,101,5,101,27,0,29,29,0,29,8,0,8,6,0,6,177,94,264
SAL50190,..,365,365,299,50,351,157,22,175,144,6,150,67,0,68,53,3,57,723,442,1165
SAL50191,..,8,8,17,0,17,3,0,3,6,0,6,3,0,3,0,0,0,33,8,36
SAL50192,..,32,32,35,0,38,8,0,8,9,0,9,0,0,0,0,0,0,58,30,83
SAL50193,..,11,11,15,0,22,4,0,4,7,0,7,9,0,9,0,0,0,45,12,56
SAL50194,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,..,11,11,18,0,18,7,0,7,6,0,6,0,0,0,0,0,0,38,11,45
SAL50196,..,93,93,91,4,93,24,0,24,32,0,32,23,0,23,7,0,7,172,93,264
SAL50197,..,105,105,166,12,167,58,0,62,63,0,63,33,0,33,10,0,10,328,118,439
SAL50198,..,0,0,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,11,0,11
SAL50199,..,5,5,9,0,9,7,0,7,0,0,0,0,0,0,0,0,0,8,5,17
SAL50200,..,224,224,247,48,293,152,4,159,159,3,162,67,0,67,17,3,17,644,282,929
SAL50201,..,643,643,869,39,905,457,9,466,555,0,561,207,3,214,86,0,86,2177,697,2874
SAL50202,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,..,0,0,11,0,11,5,0,5,4,0,4,4,0,4,0,0,0,28,0,26
SAL50204,..,16,16,30,0,31,5,0,9,5,0,5,5,0,5,0,0,0,50,21,66
SAL50205,..,10,10,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12
SAL50206,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50207,..,311,311,641,36,675,316,8,323,313,0,313,155,0,155,76,0,81,1495,356,1852
SAL50208,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,..,0,0,7,0,7,0,0,0,0,0,0,4,0,4,0,0,0,13,0,13
SAL50210,..,663,663,600,64,665,155,4,159,154,4,154,37,0,36,10,0,10,963,734,1695
SAL50211,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7
SAL50212,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50213,..,5,5,5,0,5,0,0,0,0,0,0,8,0,8,0,0,0,12,5,20
SAL50214,..,9,9,10,0,10,3,0,3,0,0,0,3,0,3,0,0,0,12,9,16
SAL50215,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,6,0,13
SAL50216,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,..,50,50,89,3,90,40,0,40,63,0,63,20,0,20,5,0,5,227,52,279
SAL50218,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50219,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14
SAL50220,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,..,81,81,392,4,397,238,0,237,368,0,368,124,0,124,53,0,53,1177,89,1260
SAL50222,..,13,13,32,0,30,22,0,22,14,0,14,12,0,12,4,0,4,83,14,95
SAL50223,..,6,6,9,0,9,3,0,3,3,0,3,3,0,3,0,0,0,27,6,35
SAL50224,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50225,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,..,450,450,491,54,538,173,22,191,72,0,77,8,0,8,6,0,5,748,527,1273
SAL50227,..,46,46,105,4,114,56,0,56,34,0,35,15,0,15,5,0,5,212,46,262
SAL50228,..,368,368,323,20,339,70,4,73,53,0,59,12,0,12,4,0,4,467,396,860
SAL50229,..,998,998,1226,105,1329,836,16,853,864,0,866,390,0,390,218,0,218,3537,1121,4659
SAL50230,..,903,903,1570,108,1681,1116,14,1126,1314,5,1315,617,0,617,342,0,342,4945,1035,5984
SAL50231,..,429,429,522,64,584,264,20,285,280,9,284,145,0,146,74,4,75,1278,518,1794
SAL50232,..,0,0,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,17,0,18
SAL50233,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,..,23,23,26,0,28,5,0,5,11,0,11,3,0,3,5,0,5,49,26,75
SAL50235,..,356,356,225,27,257,100,0,100,53,0,58,35,0,36,21,0,22,438,390,830
SAL50236,..,5,5,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,3,24
SAL50237,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50238,..,26,26,30,3,32,22,0,22,15,0,15,15,0,15,23,0,23,104,28,133
SAL50239,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
SAL50240,..,437,437,461,46,506,300,11,310,194,0,194,83,0,83,82,0,82,1129,492,1616
SAL50241,..,0,0,7,0,5,0,0,0,0,0,0,3,0,3,0,0,0,11,0,11
SAL50242,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50243,..,7,7,11,0,11,0,0,0,0,0,0,0,0,0,6,0,6,15,7,18
SAL50244,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
SAL50245,..,1239,1239,2772,108,2882,2049,40,2090,2637,21,2654,1022,3,1027,551,7,551,9022,1425,10444
SAL50246,..,703,703,688,132,822,432,75,506,296,27,330,125,4,130,74,7,83,1623,951,2577
SAL50247,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,..,98,98,97,6,100,26,0,26,18,0,18,11,0,11,4,0,4,150,102,253
SAL50249,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50250,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50251,..,232,232,352,24,379,147,3,150,129,0,127,62,0,62,27,0,27,720,263,974
SAL50252,..,4,4,26,0,20,3,0,3,6,0,6,3,0,3,0,0,0,39,6,47
SAL50253,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50254,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SAL50255,..,14,14,39,0,39,19,0,19,31,0,31,13,0,13,10,0,10,113,21,131
SAL50256,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SAL50257,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,..,6,6,12,0,12,9,0,14,6,0,6,4,0,4,0,0,0,34,7,43
SAL50259,..,14,14,18,0,22,3,0,3,3,0,3,4,0,4,0,0,0,31,12,45
SAL50260,..,37,37,122,3,129,52,0,52,78,0,78,40,0,40,25,0,25,324,35,362
SAL50261,..,895,895,666,92,756,262,11,280,193,4,192,71,0,71,36,0,36,1223,1006,2231
SAL50262,..,376,376,858,16,871,338,0,339,611,5,616,199,0,199,56,0,56,2064,394,2458
SAL50263,..,981,981,792,151,946,432,62,495,304,16,322,82,6,86,29,0,26,1635,1223,2864
SAL50264,..,6,6,17,0,17,5,0,5,7,0,7,3,0,3,0,0,0,27,6,36
SAL50265,..,25,25,88,3,90,27,0,27,43,0,43,17,0,17,17,0,17,197,29,225
SAL50266,..,64,64,59,0,64,13,0,13,17,0,17,0,0,0,0,0,0,96,67,161
SAL50267,..,34,34,23,4,27,6,0,6,8,0,8,0,0,0,3,0,3,39,31,67
SAL50268,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,..,241,241,646,26,674,456,5,471,602,4,600,217,0,217,92,0,92,2008,279,2293
SAL50270,..,5,5,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17
SAL50271,..,3,3,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,20,3,19
SAL50272,..,10,10,8,0,8,5,0,5,12,0,12,0,0,0,0,0,0,25,10,33
