SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL50246,365,214,77,57,46,19,17,800,25,10,4,0,0,0,0,37,20,6,3,3,4,0,0,39,33,19,7,5,7,0,0,76,0,0,0,0,0,0,0,4,451,246,93,63,59,29,20,955,14,15,6,8,13,7,5,64,9,5,3,0,3,0,0,23,6,5,0,0,3,0,0,18,14,15,4,9,4,6,0,58,6,3,4,0,4,0,0,15,40,49,22,20,23,15,9,174,491,287,114,90,81,43,28,1134
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,7,12,18,12,8,13,0,0,54,0,0,0,0,0,0,0,0,15,19,12,13,10,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,17,28,14,9,13,0,0,83
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50251,12,13,4,0,3,0,0,29,10,8,6,11,6,0,0,38,18,19,3,5,0,0,0,43,69,92,67,45,63,4,0,333,0,0,0,0,0,0,0,0,105,123,82,52,73,9,0,448,0,4,0,0,0,0,0,4,5,7,5,5,0,0,0,22,8,0,0,0,5,0,0,15,12,32,27,31,18,0,0,116,0,3,0,0,0,0,0,7,21,42,38,31,20,6,0,159,123,170,119,85,91,14,0,606
SAL50252,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,8,0,0,17,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,22
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50255,0,7,3,5,4,0,0,18,4,4,5,0,0,0,0,9,7,9,7,0,5,0,0,19,3,12,3,5,5,0,0,35,0,0,0,0,0,0,0,0,15,22,15,15,22,4,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,27,14,18,22,4,3,96
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,13,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,23
SAL50259,0,6,4,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,3,0,0,26
SAL50260,5,7,9,6,4,0,4,32,0,0,4,3,3,3,0,20,13,9,9,5,4,0,0,44,46,54,30,21,27,13,3,186,0,0,0,0,0,0,0,0,62,67,47,43,42,15,6,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,14,61,73,48,45,45,15,6,293
SAL50261,29,41,25,15,17,0,0,122,20,13,5,0,3,0,0,46,13,7,7,8,0,0,0,37,106,89,37,26,43,0,0,306,0,0,3,0,0,0,0,5,166,156,70,51,65,0,4,515,3,4,3,0,9,0,0,22,9,8,8,3,3,0,0,33,6,11,4,4,4,0,0,29,74,66,62,36,33,5,0,278,0,0,0,3,0,0,0,10,95,89,85,49,42,7,3,372,263,247,153,102,109,11,4,886
SAL50262,94,147,75,44,49,41,17,467,60,75,46,28,39,13,11,267,36,52,37,32,32,12,9,200,190,261,172,87,114,32,24,869,0,0,0,0,0,0,0,5,381,540,329,185,234,101,51,1815,0,8,8,7,3,3,5,36,6,10,10,7,5,0,0,33,4,3,5,5,3,0,5,26,8,19,27,13,16,3,0,89,5,0,0,0,0,0,0,5,19,35,43,31,32,11,15,184,401,572,367,215,269,114,63,2003
SAL50263,146,104,44,17,30,16,14,378,38,18,14,4,3,6,0,87,43,32,17,6,8,4,6,113,138,76,35,30,23,5,4,318,0,0,0,0,4,0,0,4,366,231,106,63,70,30,26,906,9,20,5,4,7,5,4,61,7,6,5,3,5,0,0,30,0,9,0,3,4,0,0,23,11,29,17,15,13,0,0,85,0,0,0,0,0,0,0,0,31,60,33,26,28,13,10,198,401,291,142,90,99,49,32,1101
SAL50264,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,6,4,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,4,0,3,0,0,21
SAL50265,3,0,5,3,5,5,0,15,3,0,0,0,0,0,0,8,0,0,0,4,6,0,0,13,19,28,29,15,17,4,3,109,0,4,0,0,0,0,0,7,25,31,31,18,28,8,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,6,0,3,4,0,22,27,35,37,20,31,14,3,171
SAL50266,5,0,0,0,0,0,0,5,3,4,0,0,0,0,0,4,0,0,3,0,0,0,0,4,14,12,3,0,0,0,0,32,0,0,0,0,0,0,0,0,20,13,3,4,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,21,19,3,4,5,0,0,49
SAL50267,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,0,6,0,0,0,17
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,114,196,139,104,143,69,32,795,59,63,43,22,20,12,0,213,56,62,32,16,36,12,0,202,132,127,73,73,76,32,16,523,4,0,5,0,0,0,0,8,353,450,276,213,276,120,51,1749,4,30,20,12,10,4,5,83,3,6,9,0,5,3,0,34,4,15,9,12,12,4,6,45,24,24,22,22,23,0,0,121,0,0,0,0,0,0,0,0,37,73,55,44,53,12,6,284,393,519,340,258,328,129,62,2033
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11
SAL50271,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,18,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,19
SAL50272,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,19,0,0,0,0,0,0,0,0,5,14,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,0,0,0,0,20
SAL50273,14,15,4,0,11,0,0,53,14,23,7,8,5,0,0,57,21,27,6,0,4,0,0,58,122,135,98,76,71,3,0,502,0,0,0,0,0,0,0,0,175,195,115,96,90,4,0,675,3,0,0,0,0,0,0,3,8,5,4,0,0,0,0,18,4,5,0,6,3,0,0,14,38,44,19,22,21,0,0,146,0,7,0,0,0,0,0,5,47,67,25,31,25,5,0,190,221,262,135,122,117,7,0,870
SAL50274,0,4,0,0,3,4,0,13,0,4,4,5,4,4,0,14,0,7,5,3,3,0,0,12,16,22,20,17,17,0,6,98,0,0,0,0,0,0,0,0,14,34,22,27,23,11,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,13,20,34,30,28,33,11,3,148
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50276,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,3,0,4,0,0,24,0,0,0,0,0,0,0,0,4,13,7,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,0,7,0,0,30
SAL50277,280,303,118,76,85,48,24,933,70,50,22,6,5,9,3,167,81,67,22,13,7,4,4,194,245,170,72,44,52,6,7,597,0,0,0,0,0,0,0,4,675,580,241,142,156,66,36,1899,13,20,16,3,11,3,3,69,9,11,0,6,0,0,0,34,12,8,3,9,9,3,5,46,22,34,23,13,18,3,0,110,0,0,0,0,0,0,0,0,54,71,47,30,33,6,10,254,730,656,280,165,190,75,44,2151
SAL50278,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,10,4,5,0,6,0,0,30,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,5,4,0,0,28,0,0,0,0,0,0,0,0,6,5,4,5,4,0,0,32,17,14,15,3,11,0,0,61
SAL50279,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,18,5,3,0,0,0,44,0,0,0,0,0,0,0,0,22,18,7,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,20,22,7,6,3,0,0,59
SAL50280,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,4,7,4,0,0,0,0,19,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,24
SAL50281,33,38,26,15,13,4,7,136,8,7,5,7,5,0,0,33,7,6,0,0,0,0,0,23,17,9,12,4,13,5,5,64,0,0,0,0,0,0,0,0,63,65,46,25,33,8,14,251,0,3,5,0,0,0,0,9,0,6,0,0,0,0,0,6,0,3,0,0,0,0,0,3,3,9,6,9,8,0,0,28,0,0,0,0,0,0,0,0,6,14,7,9,9,0,0,49,72,88,53,34,43,12,11,303
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8
SAL50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,9
SAL50285,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,13,0,0,0,0,0,0,0,0,3,5,6,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,6,4,7,0,0,19
SAL50286,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,10
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,6,7,0,0,0,0,20
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50290,7,12,12,8,12,8,3,46,8,4,6,11,9,0,0,39,7,6,0,4,6,0,0,22,58,40,38,25,42,3,3,211,0,3,0,0,0,0,0,7,77,65,53,45,65,10,5,323,0,0,0,0,5,0,0,5,0,0,3,0,4,0,0,5,0,0,3,5,5,0,0,11,6,8,8,10,7,0,0,39,0,0,0,0,0,0,0,0,7,10,16,11,14,0,0,64,82,76,73,59,77,10,3,385
SAL50291,4,0,3,5,5,0,0,20,4,8,6,0,3,0,0,18,11,6,4,7,0,0,0,27,30,36,21,17,14,0,0,121,0,0,0,0,0,0,0,0,45,56,31,32,27,4,3,191,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,3,4,0,0,20,0,3,0,0,0,0,0,4,3,10,8,3,4,0,0,32,49,66,39,31,35,4,4,224
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12
SAL50293,76,141,78,54,56,41,24,473,10,20,9,9,11,7,6,60,8,14,4,9,10,4,3,64,30,42,35,24,35,24,14,210,0,0,0,0,0,0,0,0,126,219,131,100,114,75,43,812,0,15,18,8,12,0,7,67,0,0,3,3,3,4,0,18,3,4,5,0,5,9,6,26,4,6,0,4,18,3,0,36,0,5,0,0,0,0,0,5,13,36,29,20,30,14,14,150,133,251,158,118,144,91,55,955
SAL50294,41,75,65,53,80,37,26,381,24,49,40,39,44,21,12,228,32,74,41,36,33,14,17,249,75,172,140,113,160,115,44,816,0,0,0,0,0,0,0,0,172,371,284,243,317,188,103,1674,0,3,10,4,7,0,0,19,4,9,7,7,8,5,0,39,3,9,0,0,6,4,0,27,9,0,8,3,20,3,0,52,0,0,0,0,0,0,0,0,10,19,31,17,38,21,6,144,181,394,318,259,353,209,110,1824
SAL50295,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,3,4,0,0,31,0,0,0,0,0,0,0,0,16,9,6,10,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,14,13,13,11,5,7,0,0,51
SAL50296,99,120,57,50,59,36,29,463,26,25,22,10,29,25,10,150,33,47,38,27,25,12,8,184,143,117,105,69,98,68,19,626,0,0,0,0,0,0,0,4,308,309,227,158,211,148,68,1424,0,15,22,10,30,11,12,107,6,4,9,6,8,6,0,37,0,3,9,7,13,7,4,41,9,21,22,18,30,15,4,127,0,0,0,0,0,0,0,0,16,54,62,46,79,41,19,311,324,362,285,204,286,179,90,1739
SAL50297,344,288,204,121,136,56,41,1188,116,90,20,17,17,8,0,272,118,95,26,18,14,0,6,279,255,217,95,61,60,13,10,703,0,3,0,0,0,0,0,6,826,683,349,215,231,77,59,2443,43,73,53,27,44,11,10,259,24,47,29,19,19,5,3,146,23,29,12,12,18,5,0,102,71,129,64,61,65,15,4,422,4,3,5,0,0,0,0,11,169,281,157,119,148,38,24,936,991,966,508,333,384,116,80,3381
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,240,228,111,59,97,62,25,821,27,13,11,7,9,0,3,71,37,26,15,9,7,4,4,100,124,105,59,26,35,12,10,367,0,0,0,0,0,0,0,8,429,380,193,96,146,79,33,1363,18,34,30,15,26,16,8,147,13,3,4,6,3,0,0,29,10,6,8,7,7,0,3,37,39,49,36,20,23,3,4,174,0,3,4,0,4,0,0,13,80,95,72,51,60,25,13,403,512,478,269,153,207,105,50,1766
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,5
